Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,Rim Rank,Rim,Short Mid Rank,Short Mid,Long Mid Rank,Long Mid,All Mid Rank,All Mid,Corner Three Rank,Corner Three,Non Corner Rank,Non Corner,All Three Rank,All Three
Precious Achiuwa,24.1,NYK,Big,1144,34,55.4%,42,68%,17,31%,12,0%,12,27%,44,35%,2,19%,9,28%
Precious Achiuwa,24.1,TOR,Big,424,15,51.5%,28,64%,20,33%,76,50%,23,35%,20,29%,14,29%,13,29%
Bam Adebayo,26.3,MIA,Big,2415,21,52.9%,39,67%,79,50%,44,33%,68,46%,0,43%,41,34%,52,36%
Ochai Agbaji,23.5,TOR,Wing,610,7,44.0%,38,61%,4,5%,76,50%,2,12%,7,26%,3,19%,5,23%
Ochai Agbaji,23.5,UTA,Wing,956,42,52.5%,75,69%,14,28%,76,50%,18,32%,79,44%,7,24%,29,34%
Santi Aldama,22.8,MEM,Big,1614,23,52.9%,24,63%,48,41%,69,44%,51,42%,23,29%,57,38%,48,35%
Nickeil Alexander-Walker,25.2,MIN,Wing,1887,73,56.7%,46,63%,67,44%,43,35%,50,42%,81,44%,49,35%,76,40%
Grayson Allen,28.1,PHX,Wing,2505,97,65.0%,68,67%,51,41%,3,0%,42,40%,92,48%,98,45%,98,46%
Jarrett Allen,25.5,CLE,Big,2441,81,63.4%,62,72%,84,51%,73,46%,83,50%,0,0%,0,0%,0,0%
Timmy Allen,23.8,MEM,Combo,122,0,31.6%,0,33%,35,38%,48,40%,29,38%,0,0%,0,0%,0,0%
Jose Alvarado,25.6,NOP,Point,920,51,53.2%,26,56%,35,40%,14,30%,21,38%,72,46%,38,35%,63,38%
Kyle Anderson,30.1,MIN,Forward,1769,13,47.4%,25,60%,67,44%,71,45%,72,45%,8,29%,0,9%,3,24%
Giannis Antetokounmpo,28.9,MIL,Forward,2565,95,62.7%,95,77%,33,37%,35,34%,27,36%,0,0%,10,29%,8,28%
Cole Anthony,23.5,ORL,Point,1775,28,50.0%,60,62%,65,45%,40,40%,49,44%,13,31%,35,35%,23,34%
OG Anunoby,26.3,TOR,Wing,900,81,58.6%,88,73%,19,31%,88,61%,54,42%,78,44%,36,33%,60,38%
OG Anunoby,26.3,NYK,Forward,796,70,56.7%,58,66%,16,31%,21,31%,12,31%,76,44%,24,32%,72,39%
Deni Avdija,22.8,WAS,Forward,2250,69,56.3%,77,70%,25,34%,22,33%,23,34%,95,48%,31,33%,57,38%
Deandre Ayton,25.3,POR,Big,1783,48,57.2%,79,75%,74,48%,86,50%,79,49%,0,25%,0,0%,0,11%
Ibou Badji,21.1,POR,Big,192,82,63.6%,92,79%,2,17%,96,100%,32,38%,0,0%,0,0%,0,0%
Marvin Bagley,24.6,WAS,Big,572,69,59.7%,47,69%,27,37%,76,50%,34,38%,0,50%,0,45%,100,47%
Marvin Bagley,24.6,DET,Big,465,66,59.0%,36,67%,90,55%,32,17%,69,46%,0,0%,0,20%,0,17%
Patrick Baldwin Jr.,21.0,WAS,Big,405,14,51.2%,98,84%,2,17%,12,0%,1,13%,0,46%,18,29%,29,32%
LaMelo Ball,22.2,CHA,Point,710,37,51.4%,23,56%,67,46%,23,36%,60,44%,81,50%,28,33%,30,36%
Mohamed Bamba,25.5,PHI,Big,665,34,55.0%,23,62%,14,29%,12,0%,7,23%,0,13%,97,43%,77,39%
Paolo Banchero,21.0,ORL,Big,2797,11,49.8%,27,64%,30,37%,65,43%,40,39%,11,25%,48,35%,43,34%
Desmond Bane,25.4,MEM,Combo,1440,76,55.5%,83,68%,33,37%,72,44%,47,40%,72,45%,54,37%,59,39%
Dalano Banton,24.0,POR,Wing,859,16,48.0%,54,64%,22,32%,23,24%,16,30%,28,36%,25,32%,24,32%
Dominick Barlow,20.4,SAS,Big,373,24,53.1%,15,59%,81,50%,59,40%,74,48%,0,40%,0,0%,0,33%
Harrison Barnes,31.4,SAC,Forward,2380,75,57.5%,73,69%,74,46%,89,55%,80,47%,57,41%,65,37%,63,39%
Scottie Barnes,22.3,TOR,Forward,2094,42,53.0%,75,70%,42,39%,63,43%,42,40%,14,32%,41,35%,34,34%
RJ Barrett,23.4,TOR,Forward,1083,88,60.2%,84,72%,50,40%,22,33%,48,40%,75,44%,67,37%,74,39%
RJ Barrett,23.4,NYK,Forward,765,15,47.8%,17,57%,39,38%,22,33%,32,37%,46,38%,13,29%,27,33%
Charles Bassey,23.0,SAS,Big,182,98,71.9%,95,82%,99,71%,12,0%,92,56%,0,0%,0,0%,0,0%
Keita Bates-Diop,27.8,PHX,Forward,561,18,48.6%,13,55%,21,33%,5,0%,15,32%,31,34%,4,26%,22,32%
Nicolas Batum,34.9,PHI,Wing,1470,89,59.7%,54,64%,96,54%,35,33%,84,47%,68,42%,68,37%,78,40%
Darius Bazley,23.4,UTA,Forward,134,99,66.7%,99,91%,97,56%,0,0%,95,56%,0,40%,0,0%,0,29%
Bradley Beal,30.3,PHX,Combo,1759,88,58.1%,87,70%,62,45%,73,44%,63,45%,64,43%,94,43%,93,43%
Malik Beasley,26.9,MIL,Combo,2330,95,60.0%,72,66%,60,45%,77,46%,64,45%,79,46%,59,38%,86,41%
MarJon Beauchamp,22.1,MIL,Wing,500,79,57.8%,39,62%,63,44%,50,38%,48,41%,92,48%,60,37%,90,42%
Jules Bernard,23.8,WAS,Wing,107,40,52.3%,7,50%,59,43%,3,0%,38,38%,0,75%,0,31%,88,41%
Davis Bertans,31.0,CHA,Wing,575,60,55.1%,16,56%,99,60%,35,33%,57,43%,15,31%,80,39%,55,37%
Patrick Beverley,35.3,MIL,Wing,527,25,49.6%,11,52%,43,39%,3,0%,32,37%,42,38%,65,37%,61,38%
Patrick Beverley,35.3,PHI,Combo,904,38,50.9%,52,61%,72,47%,48,40%,73,47%,95,56%,9,25%,24,33%
Saddiq Bey,24.6,ATL,Forward,2053,22,50.0%,32,62%,14,31%,59,43%,19,32%,10,30%,37,34%,23,32%
Goga Bitadze,24.3,ORL,Big,884,74,60.7%,40,67%,62,45%,12,0%,52,42%,0,0%,0,22%,0,17%
Onuralp Bitim,24.6,CHI,Wing,239,13,47.7%,87,73%,34,36%,24,25%,22,33%,0,31%,26,32%,22,31%
Bismack Biyombo,31.2,MEM,Big,718,42,56.3%,34,67%,54,43%,0,0%,59,43%,0,0%,0,0%,0,0%
Anthony Black,19.8,ORL,Combo,1053,63,53.4%,64,63%,7,27%,28,35%,9,30%,61,42%,44,35%,63,39%
Leaky Black,24.4,CHA,Forward,227,56,54.4%,9,53%,21,33%,76,50%,45,40%,0,38%,0,50%,96,44%
Bogdan Bogdanovic,31.2,ATL,Wing,2392,56,54.2%,13,54%,96,51%,57,42%,90,48%,53,40%,70,37%,63,38%
Bojan Bogdanovic,34.5,DET,Forward,920,74,57.1%,57,66%,57,42%,76,50%,69,44%,71,43%,90,41%,87,42%
Bojan Bogdanovic,34.5,NYK,Forward,549,38,52.4%,5,46%,94,54%,66,44%,87,50%,63,42%,36,34%,53,37%
Bol Bol,24.0,PHX,Big,415,97,70.6%,99,90%,99,69%,90,61%,99,67%,69,41%,0,47%,93,43%
Marques Bolden,25.5,CHA,Big,107,93,68.0%,99,85%,90,55%,0,0%,90,55%,0,0%,0,0%,0,0%
Devin Booker,27.0,PHX,Point,2445,65,55.3%,93,70%,100,53%,77,47%,91,50%,91,51%,40,35%,40,37%
Brandon Boston Jr.,21.9,LAC,Wing,253,6,43.7%,28,59%,21,32%,32,31%,18,32%,0,33%,10,26%,8,28%
Chris Boucher,30.8,TOR,Big,665,50,57.3%,57,70%,48,41%,33,20%,26,36%,14,26%,71,39%,30,32%
Malaki Branham,20.5,SAS,Wing,1527,30,50.2%,70,68%,40,38%,52,40%,39,38%,36,38%,27,32%,30,34%
Christian Braun,22.5,DEN,Wing,1600,48,53.0%,32,60%,18,31%,28,29%,15,30%,9,30%,97,44%,73,39%
Mikal Bridges,27.2,BKN,Forward,2855,37,52.3%,35,62%,62,43%,43,37%,51,41%,52,40%,54,36%,56,38%
Miles Bridges,25.6,CHA,Forward,2574,47,53.3%,51,65%,44,39%,40,36%,36,38%,21,33%,64,37%,44,36%
Oshae Brissett,25.4,BOS,Big,501,8,47.8%,12,58%,41,40%,44,33%,37,39%,27,30%,5,24%,7,27%
Malcolm Brogdon,30.9,POR,Combo,1120,52,52.6%,34,58%,24,34%,38,38%,20,36%,80,46%,86,41%,89,42%
Dillon Brooks,27.8,HOU,Forward,2224,34,51.9%,37,63%,36,38%,54,41%,39,38%,65,42%,45,35%,48,37%
Bruce Brown,27.2,IND,Wing,980,44,52.6%,73,69%,70,45%,76,50%,73,45%,49,39%,13,28%,27,33%
Bruce Brown,27.2,TOR,Wing,877,36,51.1%,89,74%,23,33%,53,40%,25,34%,6,25%,38,33%,15,31%
Jaylen Brown,27.0,BOS,Wing,2339,68,55.9%,63,67%,88,50%,67,46%,89,48%,41,38%,51,35%,43,36%
Kobe Brown,23.8,LAC,Big,270,6,47.6%,46,68%,8,25%,76,50%,15,30%,0,25%,14,29%,8,27%
Moses Brown,24.1,POR,Big,185,16,51.7%,9,56%,50,42%,0,0%,54,42%,0,0%,0,0%,0,0%
Troy Brown,24.3,DET,Forward,404,2,37.4%,0,25%,5,25%,75,47%,35,38%,1,22%,37,34%,13,30%
Troy Brown,24.3,MIN,Wing,345,92,61.6%,95,75%,59,43%,90,67%,94,50%,70,42%,84,39%,84,41%
Jalen Brunson,27.2,NYK,Point,2721,63,54.5%,44,60%,86,52%,58,43%,81,49%,66,46%,78,40%,75,40%
Thomas Bryant,26.3,MIA,Big,420,56,57.7%,69,73%,87,53%,33,20%,66,46%,0,29%,0,14%,1,19%
Kobe Bufkin,20.1,ATL,Combo,167,8,42.8%,10,50%,94,57%,48,40%,74,47%,0,13%,13,27%,4,23%
Reggie Bullock,32.6,HOU,Wing,334,93,61.7%,99,100%,0,0%,35,33%,4,20%,98,54%,28,32%,91,42%
Alec Burks,32.3,NYK,Wing,304,4,39.3%,4,46%,23,33%,14,14%,9,25%,13,31%,24,31%,18,31%
Alec Burks,32.3,DET,Wing,894,39,52.2%,1,43%,33,36%,51,39%,35,37%,64,41%,89,41%,85,41%
Jared Butler,23.2,WAS,Combo,471,41,51.3%,94,75%,35,38%,94,60%,41,40%,0,54%,5,20%,10,28%
Jimmy Butler,34.1,MIA,Forward,2042,51,53.6%,45,64%,65,44%,47,39%,59,43%,88,47%,40,35%,84,41%
Jamal Cain,24.6,MIA,Forward,222,10,47.0%,12,55%,34,38%,76,50%,40,39%,7,28%,0,38%,15,31%
Kentavious Caldwell-Pope,30.7,DEN,Wing,2400,71,56.6%,29,59%,59,43%,73,48%,77,46%,69,42%,83,39%,83,41%
Toumani Camara,23.5,POR,Forward,1677,28,51.5%,36,63%,11,28%,22,33%,9,29%,33,34%,25,32%,28,33%
Clint Capela,29.5,ATL,Big,1882,50,57.2%,19,61%,61,45%,12,0%,62,44%,0,0%,0,0%,0,0%
Jevon Carter,28.1,CHI,Combo,966,23,48.3%,1,35%,66,45%,93,55%,86,50%,30,37%,24,31%,23,32%
Wendell Carter,24.5,ORL,Big,1404,70,60.0%,61,72%,63,45%,69,44%,64,45%,36,33%,83,40%,66,37%
Alex Caruso,29.7,CHI,Wing,2039,86,59.6%,50,63%,81,48%,46,37%,71,45%,56,40%,90,42%,87,41%
Julian Champagnie,22.3,SAS,Forward,1397,46,53.2%,42,63%,3,20%,16,17%,0,19%,40,36%,51,36%,44,36%
Justin Champagnie,22.3,WAS,Big,211,6,46.8%,21,62%,8,25%,12,0%,3,20%,16,26%,18,29%,10,28%
Max Christie,20.7,LAL,Wing,829,55,53.9%,39,62%,38,37%,76,50%,45,40%,77,43%,50,35%,71,39%
Sidy Cissoko,19.6,SAS,Forward,114,7,46.4%,86,73%,84,50%,0,0%,87,50%,0,0%,0,0%,0,0%
Brandon Clarke,27.1,MEM,Big,131,32,54.8%,16,60%,98,67%,44,33%,95,58%,0,33%,0,0%,0,20%
Jordan Clarkson,31.4,UTA,Wing,1672,13,47.4%,27,58%,73,45%,63,43%,70,45%,63,41%,15,28%,14,30%
Nicolas Claxton,24.5,BKN,Big,2112,79,62.9%,68,73%,46,41%,76,50%,50,41%,0,25%,0,0%,0,20%
Noah Clowney,19.3,BKN,Forward,318,91,61.5%,89,74%,34,38%,0,0%,33,38%,98,50%,0,11%,61,38%
Amir Coffey,26.4,LAC,Forward,1365,80,58.6%,91,75%,75,47%,59,43%,75,45%,69,43%,46,35%,76,40%
John Collins,26.1,UTA,Big,1898,65,59.0%,80,75%,60,45%,41,30%,54,42%,57,37%,57,38%,62,37%
Zach Collins,25.9,SAS,Big,1502,25,53.4%,35,67%,70,47%,57,39%,66,45%,60,37%,31,32%,32,32%
Mike Conley,36.1,MIN,Point,2193,98,59.8%,79,68%,37,40%,16,31%,23,39%,75,48%,98,43%,98,45%
Pat Connaughton,30.8,MIL,Wing,1638,59,54.7%,83,71%,36,36%,96,100%,41,38%,51,39%,18,30%,33,34%
Bilal Coulibaly,19.3,WAS,Wing,1596,28,49.9%,42,62%,8,25%,20,22%,7,24%,60,41%,9,26%,31,34%
Ricky Council,22.2,PHI,Wing,222,22,49.4%,30,59%,65,44%,53,40%,60,43%,0,25%,0,31%,10,29%
Robert Covington,32.9,PHI,Big,395,23,53.0%,12,58%,90,55%,12,0%,81,50%,0,50%,11,28%,38,34%
Torrey Craig,32.9,CHI,Forward,1042,62,55.2%,20,58%,15,31%,44,38%,20,32%,29,34%,95,45%,77,40%
Jae Crowder,33.3,MIL,Forward,1142,44,53.1%,59,67%,81,49%,74,46%,81,48%,51,40%,13,29%,37,35%
Cade Cunningham,22.1,DET,Wing,2072,31,50.4%,19,56%,54,42%,72,47%,68,44%,26,36%,61,37%,53,37%
Seth Curry,33.2,DAL,Wing,423,21,49.2%,78,70%,23,33%,45,35%,26,35%,76,43%,41,34%,62,38%
Seth Curry,33.2,CHA,Wing,158,51,53.5%,99,100%,47,40%,85,53%,88,48%,0,57%,8,25%,28,33%
Stephen Curry,35.6,GSW,Point,2419,86,57.7%,70,64%,74,49%,49,42%,72,46%,97,54%,85,40%,80,41%
Dyson Daniels,20.6,NOP,Combo,1253,48,51.9%,37,59%,79,50%,94,60%,93,51%,28,37%,22,29%,20,32%
Anthony Davis,30.6,LAL,Big,2699,46,57.0%,81,75%,55,44%,56,38%,53,42%,3,21%,23,30%,12,28%
Johnny Davis,21.7,WAS,Wing,506,34,50.9%,43,62%,52,42%,3,0%,12,29%,79,44%,53,35%,75,39%
DeMar DeRozan,34.2,CHI,Forward,2987,27,51.1%,48,65%,92,51%,55,42%,75,46%,50,39%,28,33%,38,35%
Donte DiVincenzo,26.7,NYK,Wing,2346,82,58.7%,24,58%,78,46%,76,50%,80,47%,86,45%,75,39%,81,40%
Gradey Dick,19.9,TOR,Forward,1204,52,53.8%,24,60%,60,43%,45,38%,49,40%,92,48%,22,31%,62,38%
Ousmane Dieng,20.4,OKC,Big,274,51,57.3%,96,82%,41,40%,90,67%,68,46%,87,44%,18,29%,44,35%
Spencer Dinwiddie,30.6,BKN,Point,1471,14,48.5%,49,60%,42,41%,7,20%,16,38%,63,45%,8,29%,18,32%
Spencer Dinwiddie,30.6,LAL,Combo,671,45,51.8%,43,60%,17,33%,48,40%,16,34%,100,61%,8,25%,57,38%
Luka Doncic,24.7,DAL,Point,2619,88,57.8%,100,76%,98,53%,60,44%,84,50%,0,28%,75,39%,65,39%
Luguentz Dort,24.5,OKC,Wing,2243,66,55.7%,22,57%,64,44%,44,35%,44,40%,66,42%,76,39%,75,39%
Ayo Dosunmu,23.8,CHI,Combo,2188,91,58.2%,63,63%,69,46%,78,46%,67,46%,31,37%,95,44%,80,40%
Jeff Dowtin,26.5,PHI,Wing,120,100,67.3%,52,64%,0,0%,96,100%,99,60%,0,50%,0,60%,0,58%
Andre Drummond,30.2,CHI,Big,1343,45,56.4%,19,61%,48,41%,0,0%,47,41%,0,0%,0,0%,0,0%
Chris Duarte,26.4,SAC,Wing,661,23,49.5%,35,61%,21,32%,16,17%,11,28%,39,38%,45,34%,45,36%
Kris Dunn,29.6,UTA,Combo,1190,70,54.5%,73,67%,74,47%,13,20%,70,46%,54,41%,43,35%,47,37%
Kevin Durant,35.1,PHX,Big,2789,59,58.2%,90,77%,79,50%,87,52%,86,51%,93,46%,82,40%,86,41%
Jalen Duren,20.0,DET,Big,1777,77,62.1%,66,73%,52,42%,33,20%,45,40%,0,0%,0,0%,0,0%
Tari Eason,22.5,HOU,Forward,474,31,51.6%,11,54%,38,38%,76,50%,54,41%,13,31%,83,39%,50,37%
Anthony Edwards,22.2,MIN,Combo,2766,51,52.6%,85,69%,44,40%,40,39%,38,39%,21,35%,53,37%,40,37%
Kessler Edwards,23.2,SAC,Forward,170,22,50.0%,1,38%,47,40%,5,0%,6,29%,0,36%,0,43%,80,40%
Keon Ellis,23.8,SAC,Combo,911,94,59.8%,41,59%,100,72%,29,36%,99,56%,16,33%,96,44%,81,40%
Joel Embiid,29.6,PHI,Big,1309,44,56.4%,56,70%,65,45%,86,51%,75,48%,0,57%,76,40%,83,41%
Drew Eubanks,26.7,PHX,Big,1132,76,61.6%,72,74%,53,43%,12,0%,45,40%,0,100%,0,0%,0,100%
Tosan Evbuomwan,22.7,DET,Forward,282,93,62.5%,76,70%,97,56%,0,0%,95,56%,89,47%,0,17%,68,39%
Dante Exum,28.3,DAL,Wing,1067,95,63.4%,58,64%,53,42%,53,40%,49,42%,82,45%,100,55%,100,50%
Bruno Fernando,25.2,ATL,Big,625,67,59.1%,48,69%,28,37%,12,0%,25,36%,0,0%,0,0%,0,0%
Dorian Finney-Smith,30.5,BKN,Big,1926,26,53.8%,29,64%,39,39%,12,0%,22,34%,47,35%,45,35%,49,35%
Malachi Flynn,25.5,TOR,Combo,447,24,48.4%,15,52%,45,40%,48,40%,42,40%,0,40%,25,31%,25,33%
Malachi Flynn,25.5,DET,Combo,315,21,48.0%,69,65%,13,30%,98,68%,78,47%,0,44%,16,28%,13,30%
Simone Fontecchio,27.9,UTA,Wing,1124,77,57.5%,35,61%,71,45%,60,43%,69,45%,46,39%,85,40%,74,39%
Simone Fontecchio,27.9,DET,Forward,480,83,59.1%,79,71%,18,32%,76,50%,30,37%,100,53%,59,37%,93,43%
Trent Forrest,25.4,ATL,Combo,352,3,37.8%,20,54%,12,29%,0,0%,7,29%,0,20%,0,33%,0,25%
Evan Fournier,31.0,DET,Wing,535,9,45.5%,31,60%,89,50%,74,48%,93,49%,3,23%,31,32%,12,29%
De'Aaron Fox,25.9,SAC,Point,2655,58,53.4%,77,67%,77,50%,35,38%,77,47%,44,42%,50,36%,45,37%
Javon Freeman-Liberty,24.0,TOR,Point,365,16,48.6%,14,53%,88,52%,86,50%,95,52%,0,27%,3,27%,3,27%
Markelle Fultz,25.4,ORL,Combo,891,26,48.4%,48,61%,41,39%,44,39%,36,39%,0,25%,0,0%,0,21%
Daniel Gafford,25.1,DAL,Big,622,100,78.0%,97,84%,69,46%,0,0%,69,46%,0,0%,0,0%,0,0%
Daniel Gafford,25.1,WAS,Big,1191,94,69.0%,79,75%,77,49%,95,83%,86,52%,0,0%,0,0%,0,0%
Danilo Gallinari,35.2,MIL,Forward,135,6,44.8%,98,86%,21,33%,76,50%,29,36%,0,50%,0,11%,0,18%
Danilo Gallinari,35.2,WAS,Big,385,15,51.5%,88,76%,71,48%,68,43%,66,46%,0,33%,30,32%,25,32%
Darius Garland,23.8,CLE,Point,1899,49,53.1%,37,59%,56,44%,72,47%,63,45%,53,43%,57,37%,60,38%
Keyonte George,20.0,UTA,Point,1964,12,47.1%,35,59%,53,43%,26,36%,40,42%,28,36%,20,32%,15,32%
Paul George,33.5,LAC,Forward,2499,73,57.0%,56,66%,75,47%,72,46%,76,46%,73,44%,89,41%,86,42%
Taj Gibson,38.4,NYK,Big,157,1,30.0%,3,40%,0,0%,90,67%,19,33%,0,0%,0,0%,0,0%
Josh Giddey,21.1,OKC,Forward,1995,36,52.3%,27,60%,64,43%,87,51%,71,45%,43,36%,27,32%,31,34%
Shai Gilgeous-Alexander,25.3,OKC,Point,2550,77,56.8%,88,69%,93,53%,74,47%,93,51%,94,53%,33,34%,33,36%
Anthony Gill,31.0,WAS,Forward,358,45,53.1%,72,69%,54,42%,97,100%,64,43%,0,8%,31,33%,4,24%
Collin Gillespie,24.4,DEN,Point,179,95,59.3%,19,55%,79,50%,9,25%,42,42%,0,67%,93,43%,100,45%
Jacob Gilyard,25.3,MEM,Point,612,100,60.2%,0,33%,14,33%,51,42%,30,39%,81,50%,90,41%,93,43%
Rudy Gobert,31.3,MIN,Big,2592,91,66.4%,73,74%,15,29%,41,30%,13,29%,0,0%,0,0%,0,0%
Jordan Goodwin,25.0,PHX,Point,505,9,43.8%,30,57%,7,29%,12,29%,7,29%,22,35%,13,30%,13,31%
Jordan Goodwin,25.0,MEM,Combo,482,5,39.0%,7,42%,17,33%,31,36%,16,34%,0,29%,15,28%,8,28%
Aaron Gordon,28.1,DEN,Big,2296,61,58.4%,60,71%,13,27%,33,20%,10,26%,54,36%,6,24%,13,29%
Eric Gordon,34.9,PHX,Wing,1879,75,57.1%,74,69%,38,37%,35,33%,34,37%,59,40%,73,38%,66,38%
Devonte' Graham,28.7,SAS,Combo,242,14,44.9%,43,60%,9,29%,97,67%,42,40%,0,29%,19,29%,12,29%
Jerami Grant,29.6,POR,Forward,1829,30,51.6%,19,57%,30,36%,69,45%,43,40%,81,45%,70,37%,82,40%
