Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,Rim Rank,Rim,Short Mid Rank,Short Mid,Long Mid Rank,Long Mid,All Mid Rank,All Mid,Corner Three Rank,Corner Three,Non Corner Rank,Non Corner,All Three Rank,All Three
Ray Allen,29.3,OKC,Wing,434,83,55.2%,52,23%,62,14%,41,26%,41,40%,14,5%,72,32%,55,38%
Carmelo Anthony,20.4,DEN,Forward,179,18,42.2%,91,60%,18,11%,45,28%,45,39%,0,0%,9,1%,9,1%
Gilbert Arenas,22.8,WAS,Wing,450,7,42.4%,41,21%,31,9%,59,31%,38,40%,21,6%,76,33%,69,39%
Carlos Arroyo,25.3,DET,Point,133,0,28.1%,18,19%,18,9%,100,72%,100,81%,0,0%,0,0%,0,0%
Leandro Barbosa,21.9,PHX,Combo,110,8,37.9%,92,48%,0,6%,17,21%,0,27%,83,9%,50,15%,50,24%
Brent Barry,32.8,SAS,Wing,536,100,59.8%,24,19%,48,11%,0,8%,7,19%,86,19%,93,44%,97,63%
Jon Barry,35.3,HOU,Wing,180,86,55.4%,48,22%,28,9%,24,22%,21,30%,90,20%,62,28%,79,48%
Shane Battier,26.1,MEM,Forward,118,36,43.5%,64,42%,82,23%,9,13%,27,35%,82,13%,36,10%,55,23%
Mike Bibby,26.5,SAC,Point,201,35,41.8%,53,22%,24,10%,76,43%,71,53%,35,4%,59,21%,53,25%
Chauncey Billups,28.1,DET,Combo,983,75,49.6%,42,24%,42,15%,33,24%,33,39%,67,7%,92,30%,83,37%
Bruce Bowen,33.4,SAS,Wing,809,41,47.3%,14,15%,55,13%,21,20%,24,33%,100,43%,14,9%,90,52%
Ryan Bowen,29.0,HOU,Forward,115,0,33.3%,45,29%,27,13%,100,58%,100,71%,0,0%,0,0%,0,0%
Earl Boykins,28.4,DEN,Point,147,29,41.3%,12,16%,94,29%,82,44%,88,73%,12,2%,18,10%,6,11%
Rasual Butler,25.4,MIA,Wing,175,45,47.4%,3,2%,14,7%,90,40%,59,47%,72,14%,90,38%,86,52%
Marcus Camby,30.6,DEN,Big,186,10,41.5%,10,24%,44,20%,95,56%,98,76%,0,0%,0,0%,0,0%
Vince Carter,27.8,BKN,Wing,180,0,37.8%,86,34%,90,22%,34,24%,66,47%,0,3%,34,16%,7,19%
Tyson Chandler,22.1,CHI,Big,174,29,47.5%,83,78%,37,18%,29,5%,20,23%,0,0%,0,0%,0,0%
Jason Collins,25.9,BKN,Big,128,0,23.5%,20,29%,0,0%,100,71%,90,71%,0,0%,0,0%,0,0%
Nick Collison,24.0,OKC,Big,211,88,61.0%,93,83%,22,12%,32,5%,7,17%,0,0%,0,0%,0,0%
Samuel Dalembert,24.5,PHI,Big,192,71,55.3%,63,64%,17,11%,68,26%,46,36%,0,0%,0,0%,0,0%
Erick Dampier,29.3,DAL,Big,302,90,61.5%,95,88%,20,11%,10,2%,5,12%,0,0%,0,0%,0,0%
Antonio Daniels,29.6,OKC,Combo,324,67,48.9%,33,22%,92,30%,67,34%,100,64%,0,0%,33,14%,25,14%
Marquis Daniels,23.8,DAL,Combo,158,25,42.3%,100,50%,67,19%,42,25%,50,44%,0,0%,17,6%,17,6%
Antonio Davis,36.0,CHI,Big,171,15,43.5%,44,46%,46,20%,78,35%,66,54%,0,0%,0,0%,0,0%
Dale Davis,35.6,IND,Big,314,20,44.8%,71,69%,51,21%,44,10%,39,31%,0,0%,0,0%,0,0%
Ricky Davis,25.1,BOS,Wing,235,31,45.9%,55,23%,79,19%,100,47%,97,66%,24,7%,3,4%,3,11%
Juan Dixon,26.1,WAS,Combo,217,42,46.5%,0,10%,25,13%,100,44%,67,57%,58,7%,67,26%,67,33%
Keyon Dooling,24.5,MIA,Point,255,76,53.7%,29,20%,47,14%,82,44%,76,58%,71,7%,29,15%,41,22%
Chris Duhon,22.2,CHI,Point,162,12,37.8%,65,27%,41,11%,0,3%,0,14%,18,3%,100,57%,94,59%
Tim Duncan,28.5,SAS,Big,862,24,46.3%,32,36%,90,44%,63,19%,78,63%,0,0%,68,1%,68,1%
Reggie Evans,24.5,OKC,Big,208,5,40.5%,88,81%,34,16%,17,3%,15,19%,0,0%,0,0%,0,0%
Michael Finley,31.7,DAL,Wing,495,69,51.3%,10,8%,45,11%,97,43%,90,53%,48,10%,66,29%,66,39%
Danny Fortson,28.6,OKC,Big,105,80,57.1%,100,90%,10,10%,0,0%,0,10%,0,0%,0,0%,0,0%
Jeff Foster,27.8,IND,Big,230,80,57.1%,85,80%,7,6%,54,14%,17,20%,0,0%,0,0%,0,0%
Pau Gasol,24.3,MEM,Big,131,46,49.4%,37,39%,95,49%,46,11%,73,60%,0,0%,78,1%,78,1%
Manu Ginobili,27.3,SAS,Wing,769,93,58.8%,97,40%,76,18%,7,10%,14,28%,41,9%,45,24%,41,33%
Ben Gordon,21.6,CHI,Wing,150,21,44.5%,21,18%,72,18%,79,35%,83,53%,38,8%,38,21%,38,29%
Richard Hamilton,26.7,DET,Wing,1077,34,47.0%,66,25%,100,28%,86,39%,100,68%,10,4%,0,3%,0,7%
Othella Harrington,30.8,CHI,Big,104,49,50.0%,27,33%,98,52%,54,14%,85,67%,0,0%,0,0%,0,0%
Udonis Haslem,24.4,MIA,Big,544,34,48.6%,49,50%,24,12%,80,37%,61,50%,0,0%,0,0%,0,0%
Brendan Haywood,24.9,WAS,Big,293,66,54.2%,61,57%,83,36%,34,7%,49,43%,0,0%,0,0%,0,0%
Kirk Hinrich,23.8,CHI,Combo,214,83,53.5%,50,28%,50,16%,25,23%,25,39%,50,5%,75,28%,67,33%
Robert Horry,34.2,SAS,Big,618,73,55.6%,12,25%,32,16%,37,8%,22,24%,98,14%,98,38%,98,51%
Josh Howard,24.5,DAL,Forward,429,91,51.6%,82,44%,73,21%,36,25%,64,46%,27,2%,18,8%,27,10%
Larry Hughes,25.8,WAS,Combo,402,17,39.5%,25,21%,75,20%,83,41%,83,61%,33,3%,42,15%,42,18%
Lindsey Hunter,33.9,DET,Combo,352,0,34.6%,58,30%,33,13%,50,27%,42,40%,75,9%,58,21%,58,30%
Steven Hunter,23.0,PHX,Big,209,61,53.7%,80,73%,61,24%,15,2%,24,27%,0,0%,0,0%,0,0%
Andre Iguodala,20.8,PHI,Wing,193,48,50.0%,100,44%,52,12%,31,23%,28,35%,76,16%,7,5%,17,21%
