Player,Age,Team,Pos,MIN,Diff Rank,Diff,Exp W,OFFENSE: Pts/Poss Rank,OFFENSE: Pts/Poss,OFFENSE: eFG% Rank,OFFENSE: eFG%,OFFENSE: TOV% Rank,OFFENSE: TOV%,OFFENSE: ORB% Rank,OFFENSE: ORB%,OFFENSE: FT Rate Rank,OFFENSE: FT Rate,DEFENSE: Pts/Poss Rank,DEFENSE: Pts/Poss,DEFENSE: eFG% Rank,DEFENSE: eFG%,DEFENSE: TOV% Rank,DEFENSE: TOV%,DEFENSE: ORB% Rank,DEFENSE: ORB%,DEFENSE: FT Rate Rank,DEFENSE: FT Rate
Jeff Adrien,24.7,GSW,Big,159,81,+5.4,+14,82,+4.1,81,+1.9%,59,-0.2%,28,-1.6%,76,+2.0,65,-1.3,71,-1.2%,94,+3.0%,3,+4.6%,8,+5.7
Arron Afflalo,25.0,DEN,Wing,2270,68,+2.4,+6,67,+1.6,61,+0.5%,96,-3.0%,6,-4.3%,38,-1.1,60,-0.8,47,+0.2%,23,-1.1%,78,-1.9%,74,-2.0
Alexis Ajinca,22.5,TOR,Big,240,88,+7.3,+16,55,-0.0,84,+2.2%,10,+2.3%,16,-2.7%,86,+3.2,95,-7.3,100,-7.2%,5,-2.5%,89,-3.0%,0,+13.4
Cole Aldrich,22.0,OKC,Big,101,73,+3.4,+8,70,+2.2,98,+4.9%,5,+2.9%,20,-2.4%,3,-7.9,63,-1.2,98,-4.7%,1,-4.6%,64,-1.0%,7,+5.8
LaMarcus Aldridge,25.3,POR,Big,3202,99,+17.7,+41,96,+9.4,90,+3.1%,92,-2.2%,37,-1.1%,85,+3.2,97,-8.3,77,-1.6%,71,+0.9%,65,-1.0%,98,-7.4
Malik Allen,32.3,ORL,Big,159,0,-25.2,-52,1,-15.1,0,-8.6%,69,-0.7%,46,-0.4%,1,-8.9,1,+10.1,1,+4.7%,51,+0.1%,61,-0.7%,28,+2.5
Ray Allen,35.3,BOS,Wing,2883,94,+8.7,+22,97,+10.6,97,+4.8%,95,-2.7%,33,-1.2%,53,+0.2,32,+1.9,17,+2.2%,57,+0.4%,84,-2.4%,58,-0.4
Tony Allen,28.8,MEM,Combo,1474,71,+3.1,+8,43,-1.6,41,-0.8%,33,+0.9%,63,+0.9%,88,+3.6,85,-4.7,66,-0.8%,98,+3.9%,33,+1.1%,61,-0.7
Al-Farouq Aminu,20.1,LAC,Wing,1391,23,-6.2,-15,12,-6.8,13,-3.1%,3,+3.3%,83,+3.0%,40,-1.0,58,-0.7,35,+0.9%,77,+1.2%,43,+0.5%,92,-5.1
Lou Amundson,27.9,GSW,Big,664,24,-5.7,-15,16,-5.8,4,-5.5%,45,+0.3%,94,+4.6%,87,+3.6,52,-0.1,77,-1.6%,55,+0.3%,29,+1.4%,49,+0.4
Chris Andersen,32.3,DEN,Big,708,38,-2.8,-5,15,-6.1,4,-5.3%,23,+1.5%,96,+5.1%,92,+4.6,78,-3.2,46,+0.3%,97,+3.5%,21,+2.0%,75,-2.0
David Andersen,30.4,TOR,Big,140,98,+16.9,+41,94,+7.7,93,+3.5%,98,-3.2%,23,-2.0%,35,-1.4,98,-9.2,79,-1.8%,94,+3.0%,61,-0.7%,77,-2.4
David Andersen,30.4,NOH,Big,191,8,-10.9,-26,45,-1.3,85,+2.4%,10,+2.4%,78,+2.3%,7,-5.9,2,+9.6,0,+6.2%,31,-0.8%,50,+0.0%,18,+3.7
James Anderson,21.6,SAS,Wing,268,7,-11.4,-29,7,-8.8,18,-2.6%,5,+3.0%,63,+1.0%,33,-1.6,27,+2.5,9,+3.0%,67,+0.7%,30,+1.3%,64,-0.9
Ryan Anderson,22.5,ORL,Big,1342,75,+3.9,+7,80,+3.7,41,-0.8%,70,-0.7%,88,+3.7%,59,+0.6,54,-0.2,63,-0.6%,43,-0.3%,80,-2.0%,18,+3.9
Carmelo Anthony,26.4,DEN,Forward,1762,68,+2.5,+6,44,-1.3,46,-0.5%,57,-0.1%,16,-2.8%,91,+4.4,81,-3.8,99,-5.8%,2,-3.3%,24,+1.8%,60,-0.6
Carmelo Anthony,26.4,NYK,Wing,975,39,-2.7,-7,86,+5.0,41,-0.7%,80,-1.1%,94,+4.7%,59,+0.6,6,+7.7,9,+3.0%,7,-2.3%,55,-0.3%,68,-1.2
Joel Anthony,28.2,MIA,Big,1410,37,-2.9,-5,35,-2.6,26,-1.9%,32,+0.9%,43,-0.7%,85,+3.2,48,+0.2,91,-3.0%,51,+0.1%,2,+5.1%,37,+1.5
Gilbert Arenas,28.8,WAS,Combo,708,47,-1.2,-2,66,+1.4,83,+2.1%,54,+0.0%,1,-6.8%,82,+2.7,27,+2.5,48,+0.1%,44,-0.3%,19,+2.2%,56,-0.2
Gilbert Arenas,28.8,ORL,Combo,1027,41,-2.4,-5,40,-1.8,59,+0.4%,33,+0.9%,30,-1.5%,58,+0.5,46,+0.6,20,+2.1%,84,+1.7%,60,-0.6%,71,-1.7
Trevor Ariza,25.3,NOH,Wing,2589,44,-1.6,-4,55,-0.1,65,+0.7%,75,-1.0%,9,-3.8%,73,+1.7,36,+1.6,6,+3.5%,88,+2.0%,85,-2.5%,38,+1.5
Hilton Armstrong,25.9,WAS,Big,398,16,-7.9,-14,7,-9.1,9,-3.6%,19,+1.7%,55,+0.2%,50,-0.2,63,-1.1,70,-1.0%,86,+1.8%,75,-1.7%,6,+6.3
Carlos Arroyo,31.3,MIA,Point,962,39,-2.6,-5,43,-1.4,61,+0.5%,41,+0.5%,59,+0.5%,9,-5.3,41,+1.2,25,+1.6%,29,-0.9%,77,-1.8%,94,-5.4
Carlos Arroyo,31.3,BOS,Combo,170,30,-4.3,-12,3,-13.2,2,-7.0%,7,+2.7%,88,+3.7%,55,+0.4,97,-8.9,99,-5.8%,12,-1.8%,50,+0.0%,90,-4.4
Darrell Arthur,22.6,MEM,Big,1573,47,-1.1,-3,14,-6.2,17,-2.7%,43,+0.4%,26,-1.8%,34,-1.5,86,-5.1,80,-1.8%,86,+1.8%,57,-0.4%,48,+0.5
Omer Asik,24.3,CHI,Big,926,85,+6.2,+12,41,-1.7,29,-1.6%,50,+0.1%,82,+2.9%,84,+3.2,95,-7.9,95,-3.5%,99,+4.0%,74,-1.6%,17,+3.9
D.J. Augustin,23.0,CHA,Point,2739,35,-3.1,-8,87,+5.1,83,+2.1%,93,-2.3%,9,-3.8%,41,-0.7,5,+8.2,5,+3.8%,23,-1.1%,14,+2.7%,60,-0.6
Luke Babbitt,21.4,POR,Forward,107,4,-13.0,-31,1,-16.0,0,-8.9%,31,+1.0%,60,+0.6%,5,-6.8,77,-3.0,98,-5.2%,0,-5.7%,86,-2.5%,7,+5.8
Leandro Barbosa,27.9,TOR,Combo,1348,61,+1.2,+3,73,+2.5,68,+1.0%,32,+0.9%,64,+1.0%,78,+2.2,39,+1.3,67,-0.8%,27,-1.0%,41,+0.6%,14,+4.5
J.J. Barea,26.3,DAL,Combo,1593,60,+1.0,+2,62,+0.8,51,-0.2%,62,-0.3%,77,+2.2%,42,-0.7,54,-0.3,52,-0.1%,83,+1.6%,3,+4.6%,41,+1.2
Andrea Bargnani,25.0,TOR,Big,2344,53,-0.3,-0,73,+2.5,87,+2.5%,66,-0.5%,6,-4.3%,69,+1.4,25,+2.8,18,+2.2%,33,-0.7%,85,-2.5%,87,-3.9
Matt Barnes,30.6,LAL,Wing,983,13,-8.6,-19,13,-6.5,35,-1.3%,5,+3.0%,35,-1.1%,31,-1.7,31,+2.2,69,-0.9%,37,-0.6%,15,+2.6%,14,+4.6
Earl Barron,29.2,PHX,Big,170,72,+3.2,+8,47,-1.1,56,+0.1%,9,+2.4%,99,+7.3%,1,-9.7,84,-4.3,37,+0.8%,99,+4.4%,95,-4.1%,27,+2.7
Brandon Bass,25.5,ORL,Big,1956,40,-2.5,-5,18,-5.3,34,-1.3%,35,+0.8%,17,-2.7%,23,-2.7,75,-2.8,53,-0.1%,89,+2.1%,18,+2.3%,92,-4.9
Tony Battie,34.7,PHI,Big,361,21,-6.8,-19,4,-10.8,3,-5.6%,81,-1.2%,2,-6.0%,43,-0.6,83,-4.0,98,-4.7%,10,-1.9%,70,-1.3%,11,+5.1
Shane Battier,32.1,HOU,Wing,1808,87,+6.8,+17,81,+3.9,65,+0.8%,95,-2.6%,12,-3.3%,96,+6.5,77,-2.9,36,+0.9%,69,+0.8%,80,-2.0%,88,-4.0
Shane Battier,32.1,MEM,Forward,531,60,+0.9,+2,74,+2.8,40,-0.9%,88,-1.7%,70,+1.5%,25,-2.4,33,+1.8,56,-0.4%,54,+0.2%,36,+1.0%,10,+5.3
Nicolas Batum,21.9,POR,Forward,2500,37,-3.0,-8,65,+1.3,43,-0.6%,49,+0.1%,81,+2.8%,62,+0.9,17,+4.2,12,+2.7%,12,-1.8%,70,-1.3%,46,+0.7
Jerryd Bayless,22.2,NOH,Point,142,6,-12.0,-29,4,-11.8,12,-3.1%,1,+4.6%,57,+0.3%,7,-6.1,49,+0.2,97,-4.3%,0,-5.4%,1,+7.0%,85,-3.6
Jerryd Bayless,22.2,TOR,Combo,1289,24,-5.7,-11,29,-3.3,14,-3.0%,30,+1.1%,82,+2.9%,68,+1.3,28,+2.4,73,-1.4%,11,-1.8%,21,+2.0%,18,+3.9
Michael Beasley,21.8,MIN,Forward,2350,69,+2.6,+5,46,-1.2,61,+0.5%,73,-0.9%,20,-2.3%,16,-3.8,81,-3.7,84,-2.2%,34,-0.7%,71,-1.4%,82,-3.2
Rodrigue Beaubois,22.7,DAL,Wing,481,6,-11.4,-26,2,-14.2,7,-3.9%,8,+2.6%,21,-2.1%,0,-10.9,76,-2.8,42,+0.5%,38,-0.5%,99,-6.3%,43,+1.0
Marco Belinelli,24.6,NOH,Wing,1922,62,+1.2,+3,82,+4.1,87,+2.6%,58,-0.1%,54,+0.1%,50,-0.1,24,+2.8,20,+2.0%,42,-0.3%,59,-0.6%,40,+1.3
Charlie Bell,31.6,GSW,Wing,123,82,+5.9,+16,28,-3.7,37,-1.1%,17,+1.8%,48,-0.3%,56,+0.4,98,-9.6,98,-5.0%,98,+3.7%,2,+4.9%,47,+0.5
Raja Bell,34.1,UTA,Wing,2080,14,-8.5,-22,32,-2.9,24,-2.1%,78,-1.1%,17,-2.7%,41,-0.8,12,+5.6,27,+1.5%,20,-1.3%,6,+3.8%,97,-6.5
Mike Bibby,32.5,ATL,Point,1670,82,+5.7,+15,76,+3.1,76,+1.5%,86,-1.6%,68,+1.4%,9,-5.2,74,-2.6,83,-2.1%,52,+0.1%,34,+1.1%,58,-0.4
Mike Bibby,32.5,MIA,Point,556,13,-8.7,-17,72,+2.4,75,+1.4%,80,-1.2%,8,-3.9%,61,+0.7,1,+11.0,19,+2.1%,2,-3.5%,4,+4.4%,27,+2.6
Andris Biedrins,24.6,GSW,Big,1390,9,-10.2,-25,13,-6.4,29,-1.6%,19,+1.8%,40,-0.8%,9,-5.4,19,+3.8,3,+4.0%,13,-1.7%,96,-4.4%,97,-6.5
Chauncey Billups,34.1,DEN,Combo,1641,69,+2.7,+7,62,+0.8,70,+1.1%,49,+0.2%,10,-3.5%,95,+6.1,68,-1.8,96,-3.9%,5,-2.4%,40,+0.7%,56,-0.2
Chauncey Billups,34.1,NYK,Combo,662,21,-6.6,-17,60,+0.7,46,-0.5%,28,+1.2%,97,+5.4%,84,+3.2,7,+7.3,26,+1.5%,1,-3.6%,91,-3.3%,60,-0.6
DeJuan Blair,21.5,SAS,Big,1639,41,-2.4,-5,48,-0.9,37,-1.1%,67,-0.5%,92,+4.2%,2,-8.2,37,+1.5,21,+2.0%,62,+0.5%,33,+1.1%,78,-2.5
Steve Blake,30.7,LAL,Point,1487,20,-7.0,-15,21,-4.8,33,-1.4%,46,+0.3%,24,-2.0%,15,-3.9,30,+2.2,70,-1.1%,33,-0.8%,26,+1.5%,36,+1.6
Andray Blatche,24.2,WAS,Big,2163,70,+2.8,+6,69,+2.0,83,+2.1%,51,+0.1%,26,-1.8%,66,+1.2,60,-0.8,16,+2.2%,53,+0.2%,90,-3.1%,83,-3.3
Eric Bledsoe,20.9,LAC,Combo,1794,26,-5.1,-13,16,-5.6,21,-2.3%,2,+4.0%,90,+4.0%,56,+0.4,56,-0.5,46,+0.3%,55,+0.2%,45,+0.3%,76,-2.2
Keith Bogans,30.5,CHI,Wing,1455,32,-3.9,-8,50,-0.7,66,+0.8%,72,-0.9%,18,-2.5%,8,-5.9,22,+3.2,2,+4.4%,51,+0.1%,71,-1.4%,98,-6.7
Andrew Bogut,25.9,MIL,Big,2293,72,+3.2,+9,52,-0.4,83,+2.1%,18,+1.8%,57,+0.4%,12,-4.5,80,-3.6,87,-2.5%,7,-2.3%,82,-2.2%,98,-6.7
Matt Bonner,30.6,SAS,Big,1390,68,+2.4,+5,78,+3.3,86,+2.4%,90,-1.8%,3,-5.3%,62,+0.9,43,+0.9,48,+0.1%,60,+0.4%,27,+1.5%,53,+0.0
Trevor Booker,22.9,WAS,Forward,976,58,+0.6,+2,81,+3.7,57,+0.1%,50,+0.1%,97,+5.9%,39,-1.1,22,+3.1,55,-0.3%,54,+0.2%,4,+4.3%,23,+3.1
Carlos Boozer,28.9,CHI,Big,1876,22,-6.5,-12,79,+3.5,95,+4.2%,38,+0.7%,15,-2.9%,27,-2.2,1,+10.0,0,+5.9%,11,-1.8%,79,-2.0%,54,+0.0
Chris Bosh,26.6,MIA,Big,2776,89,+7.6,+16,60,+0.6,77,+1.7%,55,-0.1%,29,-1.5%,71,+1.6,94,-7.0,65,-0.7%,41,-0.4%,98,-5.5%,97,-6.3
Earl Boykins,34.4,MIL,Point,805,69,+2.6,+7,63,+1.2,63,+0.6%,52,+0.1%,59,+0.5%,77,+2.1,66,-1.4,76,-1.5%,66,+0.7%,23,+1.9%,25,+2.8
Avery Bradley,19.9,BOS,Combo,121,0,-27.6,-56,0,-20.5,2,-6.6%,0,+6.5%,33,-1.3%,2,-8.8,8,+7.1,14,+2.5%,60,+0.4%,13,+2.8%,0,+11.4
Elton Brand,31.6,PHI,Big,2801,58,+0.7,+2,68,+1.6,61,+0.5%,44,+0.3%,70,+1.5%,21,-2.9,42,+1.0,21,+2.0%,45,-0.1%,71,-1.4%,85,-3.6
Corey Brewer,24.7,MIN,Wing,1330,64,+1.9,+4,48,-1.1,46,-0.5%,62,-0.3%,63,+0.9%,61,+0.8,77,-3.0,72,-1.2%,97,+3.5%,38,+0.8%,5,+6.6
Corey Brewer,24.7,DAL,Wing,135,28,-4.6,-11,21,-4.9,16,-2.8%,89,-1.8%,34,-1.2%,60,+0.7,55,-0.3,60,-0.5%,78,+1.3%,1,+7.5%,62,-0.8
Ronnie Brewer,25.6,CHI,Forward,1722,66,+2.1,+5,22,-4.6,20,-2.5%,45,+0.3%,47,-0.3%,64,+1.1,93,-6.8,96,-4.1%,85,+1.8%,48,+0.2%,62,-0.7
Jon Brockman,23.6,MIL,Big,624,74,+3.6,+10,75,+2.8,44,-0.6%,58,-0.1%,94,+4.7%,90,+4.1,59,-0.8,19,+2.1%,95,+3.2%,15,+2.5%,34,+1.8
Aaron Brooks,25.8,HOU,Point,785,7,-11.4,-28,27,-3.9,33,-1.4%,12,+2.2%,71,+1.7%,27,-2.3,6,+7.5,27,+1.5%,1,-3.9%,56,-0.4%,52,+0.1
Aaron Brooks,25.8,PHX,Point,460,30,-4.4,-11,65,+1.3,65,+0.8%,25,+1.4%,58,+0.4%,95,+6.1,12,+5.7,44,+0.4%,16,-1.6%,19,+2.3%,6,+6.0
Derrick Brown,23.1,CHA,Forward,443,66,+2.1,+6,46,-1.2,67,+0.9%,13,+2.1%,87,+3.5%,13,-4.2,79,-3.3,81,-1.9%,62,+0.5%,87,-2.5%,15,+4.4
Kwame Brown,28.6,CHA,Big,1689,24,-5.7,-14,39,-2.0,45,-0.5%,94,-2.5%,12,-3.2%,5,-6.7,19,+3.7,3,+4.0%,68,+0.8%,56,-0.4%,93,-5.2
Shannon Brown,24.9,LAL,Wing,1454,35,-3.1,-6,21,-4.8,19,-2.5%,43,+0.4%,16,-2.7%,47,-0.3,68,-1.7,87,-2.5%,56,+0.3%,16,+2.5%,23,+3.0
Kobe Bryant,32.2,LAL,Wing,2776,65,+2.0,+3,94,+7.6,88,+2.7%,84,-1.4%,78,+2.3%,93,+4.9,13,+5.6,5,+3.8%,35,-0.7%,84,-2.3%,66,-1.1
Chase Budinger,22.4,HOU,Wing,1650,70,+2.8,+7,50,-0.6,49,-0.3%,55,-0.0%,60,+0.6%,14,-4.0,79,-3.5,84,-2.2%,40,-0.5%,62,-0.8%,49,+0.4
