Player,Age,Team,Pos,MIN,Pts/Poss Rank,Pts/Poss,ALL TRANSITION: Pts+/Poss Rank,ALL TRANSITION: Pts+/Poss,ALL TRANSITION: Freq Rank,ALL TRANSITION: Freq,ALL TRANSITION: Pts/Play Rank,ALL TRANSITION: Pts/Play,OFF STEALS: Pts+/Poss Rank,OFF STEALS: Pts+/Poss,OFF STEALS: Freq Rank,OFF STEALS: Freq,OFF STEALS: Pts/Play Rank,OFF STEALS: Pts/Play,OFF LIVE REBOUNDS: Pts+/Poss Rank,OFF LIVE REBOUNDS: Pts+/Poss,OFF LIVE REBOUNDS: Freq Rank,OFF LIVE REBOUNDS: Freq,OFF LIVE REBOUNDS: Pts/Play Rank,OFF LIVE REBOUNDS: Pts/Play
Steven Adams,26.3,OKC,Big,1680,79,+3.5,89,+1.7,36,-0.7%,89,+14.0,20,-0.7,13,-8.0%,31,-9.4,96,+2.1,70,+1.4%,95,+26.3
LaMarcus Aldridge,34.3,SAS,Big,1753,30,-2.8,42,-0.3,2,-3.8%,62,+3.0,71,+0.4,36,-2.5%,85,+17.2,25,-0.8,2,-8.0%,36,-5.2
Al-Farouq Aminu,29.1,ORL,Forward,380,2,-12.8,18,-1.4,67,+0.6%,20,-9.6,13,-0.9,35,-2.7%,9,-24.6,31,-0.6,58,+0.6%,41,-2.9
Kyle Anderson,26.1,MEM,Forward,1296,10,-7.4,8,-2.2,22,-1.4%,22,-8.9,44,-0.1,11,-8.5%,71,+8.1,3,-2.3,24,-2.6%,9,-19.1
Giannis Antetokounmpo,24.9,MIL,Big,1915,75,+3.0,75,+0.9,100,+6.4%,54,+0.8,43,-0.2,91,+7.9%,40,-4.7,73,+0.7,100,+11.8%,52,+1.1
Carmelo Anthony,35.4,POR,Big,1897,29,-2.8,14,-1.6,70,+0.7%,14,-12.4,26,-0.6,78,+4.3%,23,-13.1,17,-1.1,50,-0.1%,19,-11.9
Trevor Ariza,34.3,SAC,Forward,783,16,-5.5,61,+0.4,71,+0.8%,48,-1.0,48,-0.1,38,-2.0%,33,-7.9,65,+0.4,68,+1.3%,51,-0.0
Trevor Ariza,34.3,POR,Wing,701,84,+4.7,28,-0.9,86,+1.5%,20,-9.5,11,-1.0,3,-14.2%,10,-22.7,61,+0.3,72,+1.7%,57,+2.5
D.J. Augustin,32.0,ORL,Point,1419,47,-0.7,56,+0.2,39,-0.6%,58,+1.8,54,+0.0,45,-0.7%,51,+0.1,52,+0.1,30,-2.0%,56,+1.8
J.J. Barea,35.3,DAL,Point,388,21,-4.4,66,+0.6,23,-1.3%,78,+7.4,26,-0.6,58,+1.2%,27,-11.0,78,+0.8,21,-3.1%,77,+9.7
Harrison Barnes,27.4,SAC,Forward,2474,69,+2.0,90,+1.9,68,+0.7%,90,+14.4,84,+0.8,76,+3.9%,89,+19.7,80,+0.9,47,-0.4%,78,+9.8
Will Barton,28.8,DEN,Wing,1903,68,+1.9,82,+1.3,93,+2.1%,74,+6.5,52,-0.0,64,+2.1%,31,-9.3,85,+1.2,82,+2.7%,85,+14.0
Nicolas Batum,30.9,CHA,Wing,488,88,+5.3,86,+1.5,6,-2.6%,96,+20.3,37,-0.3,29,-3.9%,43,-3.5,89,+1.5,3,-7.2%,97,+28.5
Aron Baynes,32.9,PHX,Big,934,52,-0.2,30,-0.8,20,-1.5%,33,-4.2,13,-0.9,37,-2.1%,32,-9.0,48,-0.0,28,-2.3%,41,-2.9
