Player,Age,Team,Pos,MIN,Pts/Poss Rank,Pts/Poss,ALL TRANSITION: Pts+/Poss Rank,ALL TRANSITION: Pts+/Poss,ALL TRANSITION: Freq Rank,ALL TRANSITION: Freq,ALL TRANSITION: Pts/Play Rank,ALL TRANSITION: Pts/Play,OFF STEALS: Pts+/Poss Rank,OFF STEALS: Pts+/Poss,OFF STEALS: Freq Rank,OFF STEALS: Freq,OFF STEALS: Pts/Play Rank,OFF STEALS: Pts/Play,OFF LIVE REBOUNDS: Pts+/Poss Rank,OFF LIVE REBOUNDS: Pts+/Poss,OFF LIVE REBOUNDS: Freq Rank,OFF LIVE REBOUNDS: Freq,OFF LIVE REBOUNDS: Pts/Play Rank,OFF LIVE REBOUNDS: Pts/Play
Pero Antic,32.3,ATL,Big,1015,69,-1.8,24,+0.9,42,+0.3%,24,+6.2,68,-0.4,97,-12.9%,33,+6.0,13,+1.1,6,+4.7%,22,+8.9
Trevor Ariza,29.3,HOU,Forward,2924,81,-3.8,59,-0.3,25,+0.8%,59,-2.6,54,-0.1,51,-0.4%,59,-3.5,63,-0.3,29,+1.4%,56,-1.8
Darrell Arthur,26.6,DEN,Forward,959,96,-7.9,96,-2.5,87,-1.4%,92,-14.0,98,-1.8,98,-15.2%,93,-22.7,72,-0.6,65,-1.0%,69,-6.6
Omer Asik,28.3,NOP,Big,1975,86,-4.6,21,+1.0,18,+1.2%,30,+4.6,38,+0.2,76,-4.0%,54,-1.8,20,+0.9,11,+3.6%,24,+8.4
D.J. Augustin,27.0,DET,Point,1261,35,+1.8,20,+1.0,35,+0.5%,36,+3.0,45,+0.1,24,+3.9%,48,-0.2,21,+0.8,45,+0.3%,40,+3.5
D.J. Augustin,27.0,OKC,Point,624,88,-4.9,33,+0.6,34,+0.5%,56,-1.6,58,-0.1,22,+4.3%,80,-11.9,13,+1.1,55,-0.3%,18,+11.1
Jeff Ayres,27.5,SAS,Big,274,8,+6.2,60,-0.3,3,+2.8%,70,-5.4,72,-0.5,3,+11.5%,81,-12.7,46,+0.1,6,+4.7%,47,+0.7
Luke Babbitt,25.4,NOP,Forward,748,11,+5.6,19,+1.1,11,+1.7%,23,+6.4,50,+0.0,84,-5.6%,29,+7.4,17,+1.0,6,+4.7%,33,+5.4
Leandro Barbosa,31.9,GSW,Combo,863,16,+4.5,64,-0.5,33,+0.5%,67,-4.4,85,-0.8,4,+10.4%,91,-19.6,36,+0.4,67,-1.2%,32,+5.9
J.J. Barea,30.3,DAL,Combo,1236,39,+1.4,56,-0.2,36,+0.4%,43,+1.6,84,-0.7,31,+2.5%,49,-0.6,33,+0.5,20,+2.3%,39,+3.5
Andrea Bargnani,29.0,NYK,Big,768,12,+5.3,4,+2.6,7,+2.0%,5,+17.9,41,+0.1,34,+2.0%,24,+9.8,3,+2.4,6,+4.6%,4,+23.7
Harrison Barnes,22.4,GSW,Forward,2240,72,-2.1,47,+0.1,43,+0.2%,52,-0.7,92,-1.0,70,-3.0%,94,-23.8,18,+0.9,45,+0.3%,17,+11.3
Matt Barnes,34.6,LAC,Wing,2248,72,-2.3,90,-1.6,43,+0.2%,92,-14.0,91,-0.9,20,+4.7%,94,-23.9,70,-0.6,9,+3.9%,71,-7.3
Earl Barron,33.2,PHX,Big,117,3,+9.9,95,-2.3,40,+0.3%,89,-12.3,78,-0.6,100,-31.1%,47,+0.6,90,-1.4,5,+4.9%,76,-9.4
Will Barton,23.8,POR,Wing,246,82,-4.0,23,+0.9,87,-1.4%,13,+10.8,96,-1.5,99,-15.8%,91,-20.0,1,+2.7,65,-1.1%,2,+30.2
Will Barton,23.8,DEN,Wing,630,98,-8.8,66,-0.6,72,-0.7%,89,-12.4,24,+0.5,92,-8.5%,34,+5.5,88,-1.3,34,+1.1%,96,-23.5
Brandon Bass,29.5,BOS,Big,1917,36,+1.7,26,+0.8,51,-0.0%,15,+10.0,60,-0.2,48,-0.1%,50,-0.8,20,+0.9,20,+2.2%,7,+17.9
Nicolas Batum,25.9,POR,Wing,2376,29,+2.6,25,+0.8,20,+1.1%,36,+3.0,11,+1.0,12,+6.7%,16,+14.6,57,-0.1,18,+2.5%,62,-3.8
Jerryd Bayless,26.2,MIL,Combo,1692,53,-0.1,80,-1.2,91,-1.7%,84,-10.0,92,-1.0,44,+0.4%,87,-16.3,53,-0.1,91,-4.3%,64,-4.3
Aron Baynes,27.9,SAS,Big,1077,77,-3.2,87,-1.5,53,-0.1%,91,-13.8,81,-0.7,32,+2.4%,84,-14.3,74,-0.7,52,-0.2%,82,-12.0
Kent Bazemore,25.3,ATL,Wing,1235,21,+3.6,7,+2.2,31,+0.6%,12,+11.4,8,+1.1,79,-4.4%,9,+23.0,14,+1.1,37,+0.9%,30,+6.8
Bradley Beal,21.3,WAS,Wing,2097,71,-2.1,25,+0.8,79,-0.9%,26,+5.6,45,+0.1,35,+1.9%,68,-6.8,28,+0.6,80,-2.3%,21,+9.5
Michael Beasley,25.8,MIA,Big,495,99,-9.9,90,-1.6,7,+2.0%,93,-14.7,83,-0.7,22,+4.2%,85,-14.9,80,-0.9,21,+2.1%,87,-14.7
Marco Belinelli,28.6,SAS,Combo,1336,4,+8.4,10,+1.8,42,+0.2%,9,+13.4,10,+1.0,74,-3.8%,9,+22.3,24,+0.7,73,-1.6%,26,+7.9
Anthony Bennett,21.6,MIN,Big,839,11,+5.6,10,+1.8,30,+0.6%,13,+10.9,45,+0.1,17,+5.4%,53,-1.6,6,+1.7,40,+0.6%,7,+17.5
Patrick Beverley,26.3,HOU,Point,1717,34,+2.0,61,-0.4,25,+0.9%,69,-5.2,53,-0.1,79,-4.4%,52,-1.2,64,-0.4,20,+2.2%,70,-6.8
Bismack Biyombo,22.2,CHA,Big,1173,83,-4.0,92,-1.8,50,-0.0%,93,-14.4,87,-0.8,48,-0.0%,95,-25.2,79,-0.8,67,-1.2%,71,-7.1
Tarik Black,22.9,HOU,Big,362,9,+6.1,6,+2.3,37,+0.4%,3,+21.2,5,+1.4,1,+16.0%,18,+12.9,20,+0.9,94,-4.8%,6,+19.0
Tarik Black,22.9,LAL,Big,785,47,+0.6,91,-1.8,98,-2.9%,73,-6.1,96,-1.5,98,-15.1%,79,-11.4,64,-0.4,75,-1.8%,51,-0.8
DeJuan Blair,25.5,WAS,Big,100,7,+6.7,99,-3.9,44,+0.2%,99,-35.1,80,-0.6,41,+0.9%,98,-34.8,99,-3.3,36,+0.9%,99,-40.0
Steve Blake,34.7,POR,Point,1488,56,-0.4,72,-0.8,84,-1.3%,70,-5.4,64,-0.3,47,+0.0%,78,-11.1,60,-0.3,91,-4.2%,50,-0.1
Eric Bledsoe,24.9,PHX,Point,2795,84,-4.3,32,+0.6,81,-1.0%,19,+8.1,22,+0.5,35,+1.9%,16,+14.7,51,-0.0,59,-0.7%,38,+3.8
Bojan Bogdanovic,25.5,BKN,Forward,1795,11,+5.6,23,+1.0,77,-0.9%,13,+11.0,5,+1.3,46,+0.2%,8,+24.3,63,-0.3,82,-2.5%,43,+2.4
Andrew Bogut,29.9,GSW,Big,1577,91,-5.3,89,-1.6,84,-1.2%,86,-11.0,55,-0.1,88,-6.7%,55,-2.2,92,-1.5,87,-3.2%,91,-17.3
Matt Bonner,34.6,SAS,Big,846,20,+3.8,48,+0.1,67,-0.5%,47,+0.2,40,+0.2,47,+0.2%,46,+0.9,54,-0.1,74,-1.8%,49,-0.1
Trevor Booker,26.9,UTA,Big,1546,63,-1.0,64,-0.5,62,-0.3%,67,-4.5,90,-0.9,87,-6.6%,89,-18.0,30,+0.6,26,+1.7%,31,+6.5
Carlos Boozer,32.9,LAL,Big,1673,29,+2.7,2,+3.1,18,+1.3%,3,+20.4,9,+1.1,19,+5.0%,13,+16.4,4,+2.0,12,+3.3%,5,+21.4
Chris Bosh,30.6,MIA,Big,1542,41,+1.1,44,+0.2,86,-1.4%,38,+2.6,86,-0.8,91,-8.1%,82,-13.2,19,+0.9,78,-2.1%,15,+11.6
Avery Bradley,23.9,BOS,Combo,2419,59,-0.6,51,-0.0,15,+1.4%,60,-2.8,32,+0.3,49,-0.1%,35,+5.1,65,-0.4,14,+3.0%,69,-6.6
Elton Brand,35.6,ATL,Big,415,43,+0.9,5,+2.4,70,-0.6%,8,+14.1,2,+2.2,1,+15.0%,1,+38.2,33,+0.5,98,-6.2%,50,-0.4
Corey Brewer,28.7,MIN,Combo,672,37,+1.6,83,-1.3,20,+1.1%,84,-10.0,98,-1.8,64,-2.1%,99,-41.6,24,+0.7,43,+0.5%,33,+5.4
Corey Brewer,28.7,HOU,Wing,1358,76,-2.9,22,+1.0,64,-0.4%,19,+8.1,35,+0.3,33,+2.2%,27,+8.3,22,+0.8,65,-1.1%,24,+8.3
Aaron Brooks,29.8,CHI,Point,1845,43,+0.9,48,+0.1,50,-0.0%,49,-0.0,44,+0.1,42,+0.9%,31,+6.8,45,+0.1,54,-0.3%,53,-1.2
Jabari Brown,21.9,LAL,Wing,549,5,+7.4,3,+2.7,13,+1.5%,4,+19.1,6,+1.3,29,+2.7%,8,+24.6,7,+1.5,7,+4.4%,6,+19.6
Lorenzo Brown,24.2,MIN,Point,530,14,+4.9,86,-1.5,99,-3.1%,73,-6.0,95,-1.4,59,-1.3%,91,-20.0,49,+0.0,98,-6.3%,35,+4.7
Markel Brown,22.8,BKN,Wing,670,20,+3.9,85,-1.4,72,-0.7%,79,-8.3,38,+0.2,29,+2.8%,33,+5.8,89,-1.4,50,-0.1%,86,-14.4
Kobe Bryant,36.2,LAL,Wing,1203,6,+6.8,21,+1.0,14,+1.5%,39,+2.5,65,-0.3,35,+1.9%,68,-7.1,7,+1.5,8,+4.1%,17,+11.3
Chase Budinger,26.4,MIN,Wing,1212,51,+0.2,52,-0.1,34,+0.5%,54,-1.2,75,-0.5,24,+3.8%,85,-15.3,26,+0.7,71,-1.5%,30,+6.8
Reggie Bullock,23.6,LAC,Wing,199,97,-8.7,76,-1.0,67,-0.5%,59,-2.3,93,-1.0,95,-10.7%,40,+3.1,44,+0.1,75,-1.8%,48,+0.3
Trey Burke,22.0,UTA,Point,2268,14,+4.8,25,+0.8,34,+0.5%,29,+4.8,36,+0.2,30,+2.6%,17,+13.3,27,+0.6,21,+2.1%,40,+3.4
Alec Burks,23.3,UTA,Wing,894,2,+10.9,13,+1.5,79,-0.9%,5,+17.2,2,+1.9,36,+1.8%,2,+37.9,59,-0.2,88,-3.4%,44,+1.7
Caron Butler,34.6,DET,Wing,1592,60,-0.7,67,-0.6,64,-0.4%,63,-3.5,59,-0.2,72,-3.3%,51,-1.1,68,-0.5,50,-0.0%,63,-4.1
Jimmy Butler,25.1,CHI,Wing,2507,61,-0.8,57,-0.2,93,-2.0%,41,+2.1,18,+0.6,42,+0.7%,19,+12.4,74,-0.7,95,-5.0%,56,-1.7
Rasual Butler,35.4,WAS,Wing,1423,23,+3.2,32,+0.6,63,-0.4%,20,+7.7,39,+0.2,72,-3.3%,30,+6.9,40,+0.3,68,-1.3%,26,+7.6
Dwight Buycks,25.7,LAL,Point,101,58,-0.5,1,+3.6,54,-0.1%,2,+25.6,0,+2.8,2,+12.8%,1,+47.8,9,+1.4,72,-1.6%,10,+15.8
Nick Calathes,25.7,MEM,Combo,770,100,-11.2,78,-1.0,86,-1.4%,72,-5.7,89,-0.9,71,-3.2%,93,-23.0,61,-0.3,55,-0.3%,45,+1.4
Jose Calderon,33.1,NYK,Combo,1265,17,+4.4,21,+1.0,10,+1.7%,23,+6.5,58,-0.1,45,+0.4%,64,-5.1,11,+1.3,13,+3.2%,11,+14.6
Kentavious Caldwell-Pope,21.7,DET,Wing,2572,60,-0.7,71,-0.8,38,+0.4%,65,-4.0,42,+0.1,21,+4.5%,64,-5.2,82,-0.9,34,+1.1%,65,-4.8
Isaiah Canaan,23.4,HOU,Combo,308,93,-6.7,73,-0.9,25,+0.9%,79,-8.0,20,+0.6,5,+9.8%,31,+6.8,90,-1.4,47,+0.1%,92,-18.4
Isaiah Canaan,23.4,PHI,Combo,563,47,+0.6,71,-0.7,85,-1.3%,46,+0.3,98,-1.8,70,-3.0%,96,-26.3,35,+0.4,80,-2.4%,24,+8.4
DeMarre Carroll,28.3,ATL,Wing,2178,27,+2.8,34,+0.5,11,+1.7%,51,-0.6,53,-0.1,10,+7.4%,71,-8.2,27,+0.6,5,+4.7%,35,+4.6
Vince Carter,37.8,MEM,Wing,1065,45,+0.8,77,-1.0,59,-0.3%,76,-7.0,89,-0.9,93,-8.9%,72,-8.5,61,-0.3,53,-0.2%,68,-5.9
Michael Carter-Williams,23.1,PHI,Point,1374,100,-11.1,75,-1.0,76,-0.8%,69,-5.0,88,-0.8,85,-5.6%,78,-11.3,62,-0.3,73,-1.6%,62,-3.7
Michael Carter-Williams,23.1,MIL,Point,756,92,-5.8,6,+2.2,56,-0.1%,4,+19.3,15,+0.8,46,+0.3%,12,+17.6,9,+1.4,7,+4.6%,5,+22.0
Omri Casspi,26.4,SAC,Forward,1364,33,+2.1,35,+0.5,58,-0.2%,35,+3.5,40,+0.1,76,-4.0%,44,+1.3,32,+0.5,39,+0.7%,29,+6.9
Mario Chalmers,28.5,MIA,Combo,2339,78,-3.4,77,-1.0,44,+0.2%,74,-6.5,79,-0.6,78,-4.4%,75,-9.8,66,-0.5,45,+0.3%,69,-6.5
Tyson Chandler,32.1,DAL,Big,2280,91,-5.2,45,+0.1,9,+1.8%,52,-0.6,29,+0.4,22,+4.5%,45,+1.2,62,-0.3,9,+3.9%,53,-1.1
Wilson Chandler,27.5,DEN,Forward,2461,13,+5.1,15,+1.4,19,+1.2%,16,+9.7,33,+0.3,39,+1.4%,48,-0.0,11,+1.3,31,+1.2%,10,+15.0
Ian Clark,23.7,UTA,Combo,124,1,+12.7,0,+6.7,0,+6.1%,2,+24.6,3,+1.7,1,+16.1%,55,-2.0,0,+5.1,3,+6.2%,1,+43.3
Jordan Clarkson,22.4,LAL,Combo,1401,34,+1.9,45,+0.1,47,+0.0%,51,-0.5,46,+0.1,59,-1.3%,46,+0.6,57,-0.2,54,-0.3%,61,-3.1
Norris Cole,26.1,MIA,Point,1131,16,+4.6,90,-1.7,76,-0.8%,84,-10.2,70,-0.4,78,-4.2%,41,+2.8,84,-1.0,44,+0.4%,84,-13.7
Norris Cole,26.1,NOP,Point,658,34,+1.9,98,-3.4,90,-1.7%,96,-19.1,99,-2.0,21,+4.5%,97,-31.2,93,-1.6,85,-2.9%,90,-16.9
Darren Collison,27.2,SAC,Point,1559,85,-4.5,80,-1.1,75,-0.8%,68,-4.7,73,-0.5,38,+1.6%,76,-10.2,71,-0.6,55,-0.3%,58,-2.6
Nick Collison,34.0,OKC,Big,1067,78,-3.3,85,-1.4,61,-0.3%,81,-8.8,70,-0.4,43,+0.5%,28,+7.6,72,-0.7,46,+0.2%,81,-11.6
Mike Conley,27.1,MEM,Point,2215,27,+2.8,45,+0.1,42,+0.2%,46,+0.3,36,+0.2,25,+3.6%,44,+1.4,57,-0.1,59,-0.7%,54,-1.4
Chris Copeland,30.6,IND,Forward,784,27,+2.8,20,+1.0,7,+2.0%,34,+3.6,68,-0.4,71,-3.1%,65,-6.2,7,+1.5,4,+5.2%,16,+11.5
Bryce Cotton,22.2,UTA,Combo,129,4,+8.3,80,-1.1,6,+2.1%,78,-7.7,17,+0.7,16,+5.7%,20,+12.2,95,-1.9,10,+3.9%,96,-23.2
DeMarcus Cousins,24.2,SAC,Big,2006,97,-8.5,77,-1.0,10,+1.8%,90,-13.0,31,+0.3,77,-4.1%,38,+4.0,85,-1.2,2,+6.8%,94,-21.4
Robert Covington,23.9,PHI,Wing,1939,75,-2.9,54,-0.1,90,-1.7%,37,+2.8,49,+0.0,81,-4.8%,21,+11.7,52,-0.0,62,-0.9%,48,+0.2
Allen Crabbe,22.6,POR,Wing,610,32,+2.2,36,+0.4,26,+0.8%,29,+4.9,28,+0.4,35,+1.9%,29,+7.3,63,-0.3,46,+0.2%,55,-1.6
Jamal Crawford,34.6,LAC,Wing,1641,12,+5.3,65,-0.6,69,-0.6%,74,-6.3,47,+0.0,62,-1.8%,39,+3.6,77,-0.8,80,-2.3%,79,-11.0
Jae Crowder,24.3,DAL,Forward,205,18,+4.2,72,-0.8,53,-0.1%,91,-13.2,7,+1.2,64,-2.2%,5,+28.4,97,-2.1,87,-3.2%,99,-37.8
Jae Crowder,24.3,BOS,Forward,1362,42,+1.1,40,+0.3,57,-0.2%,37,+2.8,48,+0.0,38,+1.6%,43,+2.1,24,+0.7,43,+0.5%,22,+9.0
Dante Cunningham,27.5,NOP,Forward,1614,64,-1.1,91,-1.8,54,-0.1%,90,-12.8,93,-1.1,21,+4.5%,94,-24.1,80,-0.9,42,+0.5%,76,-9.4
Stephen Curry,26.6,GSW,Point,2606,80,-3.6,73,-0.9,73,-0.7%,70,-5.3,27,+0.4,69,-2.9%,21,+11.7,88,-1.3,47,+0.1%,88,-15.1
Samuel Dalembert,34.5,NYK,Big,538,47,+0.6,31,+0.6,1,+3.6%,55,-1.6,78,-0.6,50,-0.4%,83,-13.9,12,+1.2,2,+6.9%,20,+9.6
Troy Daniels,23.3,MIN,Combo,118,56,-0.4,0,+5.6,99,-3.7%,0,+50.2,1,+2.4,96,-12.8%,0,+90.8,2,+2.7,99,-7.6%,1,+34.3
Troy Daniels,23.3,CHA,Wing,101,39,+1.4,58,-0.3,10,+1.8%,77,-7.6,94,-1.1,19,+4.8%,95,-26.0,18,+0.9,32,+1.2%,45,+1.1
Gigi Datome,26.9,BOS,Forward,169,99,-9.8,99,-3.9,2,+3.1%,99,-35.1,25,+0.5,4,+11.1%,33,+6.0,100,-4.4,2,+6.8%,100,-54.8
Brandon Davies,23.3,PHI,Big,368,1,+15.4,73,-0.8,25,+0.9%,83,-9.6,1,+2.5,1,+14.6%,6,+27.3,99,-2.8,63,-0.9%,98,-30.4
Anthony Davis,21.6,NOP,Big,2450,89,-5.1,49,+0.0,95,-2.3%,31,+4.4,30,+0.4,56,-1.0%,21,+11.7,61,-0.3,94,-4.8%,49,-0.0
Ed Davis,25.4,LAL,Big,1770,35,+1.9,39,+0.3,21,+1.1%,61,-3.0,39,+0.2,26,+3.4%,73,-8.8,42,+0.2,40,+0.6%,53,-1.1
Glen Davis,28.8,LAC,Big,781,80,-3.7,4,+2.6,8,+1.9%,4,+19.7,3,+1.7,2,+12.5%,5,+27.4,14,+1.1,76,-2.0%,9,+16.2
Austin Daye,26.4,SAS,Forward,241,39,+1.3,28,+0.7,5,+2.2%,43,+1.6,64,-0.3,43,+0.7%,65,-5.7,6,+1.6,25,+1.7%,15,+11.9
DeMar DeRozan,25.2,TOR,Wing,2094,71,-2.1,72,-0.8,22,+1.0%,80,-8.8,58,-0.1,66,-2.6%,73,-9.3,69,-0.6,27,+1.7%,73,-8.2
Dewayne Dedmon,25.2,ORL,Big,796,98,-8.8,82,-1.2,60,-0.3%,87,-11.3,5,+1.4,26,+3.3%,11,+17.8,97,-2.3,60,-0.7%,98,-30.2
Matthew Dellavedova,24.1,CLE,Combo,1259,55,-0.2,94,-2.1,85,-1.3%,66,-4.1,93,-1.1,47,+0.1%,71,-8.3,87,-1.2,90,-4.1%,66,-5.1
Luol Deng,29.5,MIA,Forward,2413,19,+4.1,43,+0.2,90,-1.7%,36,+3.1,48,+0.0,71,-3.0%,33,+5.9,47,+0.1,59,-0.7%,43,+1.9
Boris Diaw,32.5,SAS,Big,1932,62,-0.9,43,+0.2,71,-0.7%,33,+3.8,15,+0.7,42,+0.9%,10,+20.3,71,-0.6,72,-1.6%,68,-6.2
Gorgui Dieng,24.8,MIN,Big,2155,76,-2.9,79,-1.1,25,+0.9%,75,-6.8,49,+0.0,63,-2.1%,31,+6.9,87,-1.2,7,+4.4%,84,-12.8
Spencer Dinwiddie,21.6,DET,Combo,430,50,+0.4,70,-0.7,53,-0.1%,65,-3.8,99,-2.0,96,-11.7%,99,-50.0,7,+1.5,38,+0.8%,9,+16.3
Joey Dorsey,30.9,HOU,Big,762,26,+2.9,78,-1.1,46,+0.1%,82,-9.2,92,-1.0,46,+0.3%,91,-19.5,45,+0.1,23,+1.9%,55,-1.7
Toney Douglas,28.6,NOP,Combo,140,81,-3.8,100,-6.1,98,-3.0%,100,-47.1,100,-3.3,99,-18.6%,100,-102.6,99,-2.9,95,-5.0%,99,-34.7
Goran Dragic,28.5,PHX,Wing,1730,74,-2.7,66,-0.6,50,-0.0%,74,-6.3,72,-0.5,44,+0.5%,77,-10.6,62,-0.3,47,+0.1%,67,-5.4
Goran Dragic,28.5,MIA,Point,902,5,+7.2,44,+0.2,53,-0.1%,44,+1.3,12,+0.9,45,+0.4%,22,+10.7,59,-0.2,61,-0.8%,51,-0.8
Larry Drew,24.7,PHI,Point,198,2,+10.2,4,+2.5,15,+1.4%,7,+15.0,1,+2.5,8,+8.2%,3,+33.9,29,+0.6,73,-1.6%,23,+8.5
Andre Drummond,21.2,DET,Big,2487,42,+1.0,28,+0.7,73,-0.7%,25,+5.7,36,+0.2,12,+6.6%,58,-3.1,26,+0.7,82,-2.6%,21,+9.3
Jared Dudley,29.3,MIL,Forward,1688,87,-4.6,87,-1.5,60,-0.3%,92,-14.1,77,-0.6,58,-1.2%,76,-10.4,80,-0.9,49,+0.0%,85,-14.0
Tim Duncan,38.5,SAS,Big,2221,51,+0.2,22,+1.0,21,+1.1%,27,+5.2,44,+0.1,63,-2.0%,50,-0.9,18,+0.9,17,+2.7%,24,+8.3
Mike Dunleavy,34.1,CHI,Wing,1834,79,-3.5,89,-1.6,72,-0.7%,90,-12.8,74,-0.5,89,-7.3%,63,-4.8,83,-1.0,58,-0.6%,86,-14.2
Kevin Durant,26.1,OKC,Forward,908,82,-4.0,33,+0.6,42,+0.2%,39,+2.5,55,-0.1,90,-7.6%,69,-7.7,21,+0.9,32,+1.2%,13,+12.5
Cleanthony Early,23.5,NYK,Wing,579,80,-3.7,90,-1.6,52,-0.0%,83,-9.7,79,-0.6,77,-4.1%,71,-8.2,85,-1.1,52,-0.2%,82,-11.9
Wayne Ellington,26.9,LAL,Wing,1624,98,-9.0,98,-3.6,98,-2.8%,96,-19.0,88,-0.9,70,-3.0%,76,-10.1,98,-2.7,97,-6.1%,97,-24.5
Monta Ellis,29.0,DAL,Wing,2694,71,-2.1,37,+0.4,12,+1.6%,57,-1.9,11,+1.0,5,+9.4%,42,+2.7,66,-0.5,24,+1.8%,67,-5.2
James Ennis,24.3,MIA,Forward,996,88,-4.8,83,-1.3,27,+0.8%,83,-9.5,87,-0.8,52,-0.6%,89,-18.2,60,-0.3,30,+1.4%,59,-2.8
Tyler Ennis,20.2,MIL,Point,336,4,+8.0,76,-1.0,30,+0.6%,81,-9.0,89,-0.9,47,+0.2%,84,-14.4,71,-0.6,52,-0.1%,83,-12.2
Jeremy Evans,27.0,UTA,Big,224,86,-4.5,60,-0.4,77,-0.9%,75,-6.6,24,+0.5,76,-4.0%,8,+23.8,81,-0.9,42,+0.6%,91,-17.7
