Player,Age,Team,Pos,MIN,Pts/Poss Rank,Pts/Poss,HALFCOURT: Pts/Play Rank,HALFCOURT: Pts/Play,HALFCOURT: OREB% Rank,HALFCOURT: OREB%,HALFCOURT: % of Plays Rank,HALFCOURT: % of Plays,PUTBACKS: Pts/Miss Rank,PUTBACKS: Pts/Miss,PUTBACKS: Plays/Miss Rank,PUTBACKS: Plays/Miss,PUTBACKS: Pts/Play Rank,PUTBACKS: Pts/Play
Arron Afflalo,26.0,DEN,Wing,2077,31,+2.1,32,+1.9,34,+1.2%,70,+0.8%,47,+0.2,60,-0.6,31,+5.6
Solomon Alabi,23.6,TOR,Big,105,99,-13.1,100,-17.1,44,+0.4%,1,-5.0%,98,-8.1,38,+0.7,100,-48.4
LaMarcus Aldridge,26.3,POR,Big,1987,96,-8.6,92,-6.5,83,-2.5%,50,-0.1%,85,-4.2,83,-2.5,73,-7.7
Lavoy Allen,22.7,PHI,Big,569,92,-6.5,78,-3.4,63,-0.8%,85,+1.7%,97,-7.5,84,-2.7,98,-32.7
Ray Allen,36.3,BOS,Wing,1558,12,+5.0,18,+3.4,64,-0.9%,30,-0.9%,25,+2.3,43,+0.4,23,+9.8
Tony Allen,29.8,MEM,Wing,1523,91,-6.4,91,-6.4,83,-2.6%,84,+1.7%,52,-0.1,77,-1.8,23,+9.6
Al-Farouq Aminu,21.1,NOH,Forward,1436,93,-7.4,71,-2.4,72,-1.6%,93,+2.4%,71,-2.1,76,-1.7,49,+0.2
Lou Amundson,28.9,IND,Big,650,48,+0.2,41,+0.8,10,+3.7%,69,+0.8%,11,+4.4,15,+2.6,27,+8.0
Chris Andersen,33.3,DEN,Big,481,74,-3.0,82,-4.2,8,+4.1%,15,-1.9%,17,+3.7,17,+2.4,38,+3.6
Alan Anderson,29.0,TOR,Wing,450,95,-8.2,85,-4.8,99,-7.2%,86,+1.8%,59,-0.8,86,-2.7,15,+13.8
James Anderson,22.6,SAS,Wing,512,41,+0.9,63,-1.4,63,-0.8%,29,-0.9%,33,+1.5,49,+0.0,20,+11.0
Ryan Anderson,23.5,ORL,Big,1956,68,-2.2,45,+0.2,61,-0.7%,44,-0.3%,53,-0.2,27,+1.4,79,-10.9
Carmelo Anthony,27.4,NYK,Forward,1871,15,+4.3,13,+4.4,68,-1.3%,17,-1.7%,75,-2.6,63,-0.7,81,-11.5
Joel Anthony,29.2,MIA,Big,1342,56,-0.6,38,+1.0,70,-1.4%,61,+0.4%,47,+0.2,46,+0.2,52,-0.4
