Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,2P% Rank,2P%,3P% Rank,3P%,FT% Rank,FT%,ASTD% All Rank,ASTD% All,ASTD% Rim Rank,ASTD% Rim,ASTD% Mid Rank,ASTD% Mid,ASTD% Three Rank,ASTD% Three
Reggie Jackson,23.5,OKC,Combo,509,91,54.4%,91,49.0%,89,43.5%,50,87.5%,55,39%,55,32%,82,7%,64,75%
LeBron James,28.8,MIA,Forward,761,100,61.8%,82,61.8%,91,41.2%,67,80.3%,100,33%,91,38%,91,20%,100,37%
Al Jefferson,28.8,CHA,Big,105,50,49.1%,52,49.1%,0,0.0%,0,80.0%,22,77%,9,82%,54,73%,0,0%
Amir Johnson,26.5,TOR,Big,191,96,65.4%,96,68.0%,0,0.0%,0,75.0%,87,53%,70,57%,87,45%,0,0%
Joe Johnson,32.3,BKN,Wing,469,89,59.2%,97,58.0%,67,41.5%,57,83.7%,87,40%,39,50%,76,19%,66,86%
James Jones,33.1,MIA,Wing,111,87,58.6%,3,28.6%,82,45.5%,0,66.7%,5,92%,39,50%,0,0%,5,100%
Terrence Jones,21.8,HOU,Big,138,61,51.3%,63,52.6%,0,0.0%,0,50.0%,89,50%,89,46%,78,57%,0,0%
DeAndre Jordan,25.3,LAC,Big,440,100,73.0%,100,73.0%,0,0.0%,5,43.4%,26,76%,15,76%,9,100%,0,0%
Andrei Kirilenko,32.7,BKN,Big,141,39,46.7%,41,46.7%,0,0.0%,0,66.7%,39,71%,4,83%,96,0%,0,0%
Kyle Korver,32.6,ATL,Wing,250,95,62.3%,92,54.5%,73,42.6%,0,91.7%,0,97%,3,100%,3,100%,42,96%
Courtney Lee,28.1,MEM,Wing,223,37,47.5%,45,46.3%,30,33.3%,0,77.8%,32,76%,18,71%,24,67%,5,100%
David Lee,30.5,GSW,Big,217,67,53.2%,67,53.2%,0,0.0%,0,78.9%,15,80%,11,81%,43,80%,0,0%
Kawhi Leonard,22.3,SAS,Forward,734,91,57.5%,64,55.2%,100,41.9%,0,73.6%,91,50%,55,56%,100,18%,73,94%
Rashard Lewis,34.2,MIA,Forward,317,64,54.8%,36,50.0%,73,37.9%,0,75.0%,0,91%,36,67%,9,86%,0,100%
Damian Lillard,23.3,POR,Point,465,63,51.3%,47,47.1%,65,39.1%,89,90.6%,95,17%,79,12%,95,0%,84,37%
Jeremy Lin,25.2,HOU,Point,176,32,45.8%,89,52.6%,12,22.7%,0,81.3%,63,28%,63,18%,37,22%,58,60%
Shaun Livingston,28.1,BKN,Combo,325,64,50.6%,100,50.6%,0,0.0%,0,73.0%,82,35%,0,65%,64,15%,0,0%
Robin Lopez,25.6,POR,Big,366,48,48.9%,50,48.9%,0,0.0%,25,66.7%,50,70%,63,59%,33,88%,0,0%
Kyle Lowry,27.6,TOR,Combo,271,55,48.6%,9,40.9%,78,40.0%,75,87.8%,64,37%,64,25%,91,0%,64,75%
Shelvin Mack,23.5,ATL,Combo,110,73,51.1%,64,45.0%,67,37.0%,0,80.0%,36,47%,82,0%,45,33%,91,70%
Ian Mahinmi,27.0,IND,Big,235,41,48.1%,43,48.1%,0,0.0%,0,58.8%,96,46%,89,46%,0,0%,0,0%
Shawn Marion,35.5,DAL,Forward,192,9,44.1%,27,48.8%,0,22.2%,0,63.6%,36,75%,27,69%,36,71%,0,100%
Wesley Matthews,27.0,POR,Wing,426,50,49.6%,66,50.7%,27,32.4%,50,81.3%,45,61%,68,44%,58,31%,45,95%
Josh McRoberts,26.7,CHA,Big,153,85,59.4%,22,43.8%,100,47.1%,0,80.0%,30,73%,78,50%,9,100%,96,88%
Andre Miller,37.6,WAS,Point,104,37,48.8%,63,47.4%,0,50.0%,0,55.6%,32,42%,0,64%,95,0%,0,100%
Mike Miller,33.7,MEM,Wing,173,61,52.4%,0,7.7%,94,48.3%,0,77.8%,8,87%,0,0%,97,0%,53,93%
Patty Mills,25.2,SAS,Point,336,95,56.3%,84,50.8%,76,40.5%,0,76.9%,26,48%,5,44%,63,14%,42,73%
Paul Millsap,28.7,ATL,Big,267,22,44.6%,20,42.7%,17,33.3%,90,80.4%,76,59%,78,50%,91,42%,74,100%
Gary Neal,29.1,CHA,Wing,101,5,40.0%,34,43.8%,6,22.2%,0,71.4%,82,44%,95,0%,34,50%,79,75%
Joakim Noah,28.7,CHI,Big,209,59,51.2%,61,51.2%,0,0.0%,0,58.8%,24,76%,52,62%,9,100%,0,0%
Dirk Nowitzki,35.4,DAL,Big,262,17,43.6%,39,46.5%,0,8.3%,95,80.6%,93,46%,93,44%,83,48%,100,0%
Tony Parker,31.5,SAS,Point,717,58,50.4%,74,49.8%,59,37.1%,0,71.2%,58,29%,53,23%,26,26%,32,85%
Chandler Parsons,25.0,HOU,Forward,250,36,50.5%,18,47.8%,64,37.1%,0,73.3%,82,52%,73,41%,73,33%,82,85%
Patrick Patterson,24.6,TOR,Big,199,89,61.5%,93,63.3%,50,38.9%,0,77.8%,9,85%,57,60%,37,86%,74,100%
Chris Paul,28.5,LAC,Point,470,84,54.8%,58,47.2%,88,45.7%,44,77.4%,89,17%,84,8%,84,8%,95,34%
Kendrick Perkins,29.0,OKC,Big,382,70,53.3%,70,53.3%,0,0.0%,0,80.0%,59,67%,57,60%,52,78%,0,0%
Paul Pierce,36.1,BKN,Forward,368,55,53.9%,55,53.9%,55,35.8%,33,78.1%,55,68%,18,72%,82,25%,0,100%
Mason Plumlee,23.7,BKN,Big,113,20,43.8%,22,43.8%,0,0.0%,0,44.4%,4,86%,0,86%,0,0%,0,0%
Tayshaun Prince,33.7,MEM,Wing,112,11,42.0%,13,40.9%,0,33.3%,0,0.0%,18,80%,95,0%,3,100%,5,100%
Zach Randolph,32.3,MEM,Big,234,4,40.8%,7,40.8%,0,0.0%,10,61.0%,54,69%,26,74%,72,63%,0,0%
JJ Redick,29.4,LAC,Wing,350,71,55.6%,74,51.5%,61,40.0%,100,96.2%,3,95%,8,91%,11,92%,5,100%
Thomas Robinson,22.6,POR,Big,121,9,41.9%,13,41.9%,0,0.0%,0,85.7%,83,54%,78,50%,59,67%,0,0%
Terrence Ross,22.7,TOR,Wing,157,0,34.8%,32,43.5%,0,17.4%,0,60.0%,53,57%,74,40%,45,40%,5,100%
Luis Scola,33.5,IND,Big,237,26,45.0%,30,45.5%,0,0.0%,0,59.1%,41,71%,72,55%,35,87%,0,0%
Mike Scott,25.3,ATL,Big,138,28,45.6%,4,40.7%,17,33.3%,0,66.7%,0,90%,17,75%,9,100%,74,100%
Thabo Sefolosha,29.5,OKC,Wing,226,34,47.2%,84,53.3%,12,26.1%,0,80.0%,16,82%,11,80%,24,67%,5,100%
Tiago Splitter,28.8,SAS,Big,512,91,62.2%,89,62.2%,0,0.0%,45,71.0%,17,79%,13,78%,39,83%,0,0%
Lance Stephenson,23.2,IND,Wing,704,58,51.9%,55,49.7%,42,36.4%,7,71.4%,74,48%,39,50%,53,32%,89,63%
Jeff Teague,25.4,ATL,Point,241,11,43.7%,11,41.7%,29,33.3%,100,95.0%,100,16%,84,8%,79,9%,79,44%
Mirza Teletovic,28.1,BKN,Forward,216,82,55.5%,100,65.4%,36,33.9%,0,80.0%,36,75%,82,38%,27,75%,0,100%
Klay Thompson,23.7,GSW,Wing,256,47,49.0%,37,44.4%,42,36.4%,0,79.2%,37,73%,13,78%,37,47%,50,94%
Marcus Thornton,26.4,BKN,Wing,121,18,43.1%,58,50.0%,3,21.1%,0,66.7%,61,55%,29,60%,79,17%,5,100%
Evan Turner,25.0,IND,Wing,135,32,47.1%,8,37.0%,0,57.1%,0,100.0%,84,43%,3,100%,87,11%,5,100%
Beno Udrih,31.3,MEM,Point,109,89,56.1%,100,54.8%,0,40.0%,0,60.0%,11,52%,32,29%,0,50%,0,100%
Jonas Valanciunas,21.5,TOR,Big,200,93,63.3%,91,63.3%,0,0.0%,0,63.6%,43,71%,37,67%,43,80%,0,0%
Greivis Vasquez,26.8,TOR,Point,189,42,50.0%,32,45.9%,53,37.0%,0,77.8%,0,56%,5,44%,32,25%,11,90%
Dwyane Wade,31.8,MIA,Wing,691,55,51.8%,71,51.2%,52,39.1%,14,76.7%,95,32%,66,47%,74,24%,95,33%
Kemba Walker,23.5,CHA,Point,152,100,59.3%,37,46.7%,100,50.0%,0,77.8%,47,31%,95,0%,84,8%,63,58%
John Wall,23.2,WAS,Point,419,5,39.6%,5,39.7%,6,22.6%,22,76.5%,53,31%,37,28%,53,19%,26,86%
CJ Watson,29.5,IND,Point,331,42,50.0%,11,41.7%,76,40.5%,0,66.7%,5,54%,42,27%,11,33%,16,87%
Martell Webster,26.9,WAS,Wing,186,26,46.2%,100,60.0%,9,25.0%,0,40.0%,18,80%,16,75%,32,60%,5,100%
David West,33.2,IND,Big,687,54,49.8%,57,50.6%,0,20.0%,40,70.5%,65,65%,46,65%,67,65%,74,100%
Russell Westbrook,25.0,OKC,Point,733,26,45.5%,42,46.8%,24,28.9%,78,88.3%,84,20%,58,20%,74,12%,89,36%
Deron Williams,29.3,BKN,Point,428,21,45.4%,21,42.4%,35,34.0%,56,80.0%,37,37%,21,32%,42,22%,53,61%
Lou Williams,27.0,ATL,Wing,132,16,43.0%,16,41.2%,24,31.3%,0,93.8%,100,26%,39,50%,84,13%,100,20%
Mo Williams,30.9,POR,Combo,186,18,43.8%,45,44.7%,0,26.3%,0,90.9%,73,36%,27,33%,55,18%,55,80%
