Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,Rim Rank,Rim,Short Mid Rank,Short Mid,Long Mid Rank,Long Mid,All Mid Rank,All Mid,Corner Three Rank,Corner Three,Non Corner Rank,Non Corner,All Three Rank,All Three
Alex Acker,25.8,LAC,Wing,132,24,46.8%,75,32%,44,11%,80,36%,75,47%,35,9%,20,13%,21,21%
Arron Afflalo,23.0,DET,Wing,1193,63,51.7%,45,24%,13,5%,78,35%,48,40%,88,25%,16,10%,57,36%
Alexis Ajinca,20.5,CHA,Big,136,7,39.2%,5,18%,59,24%,96,57%,99,80%,0,0%,79,2%,73,2%
LaMarcus Aldridge,23.3,POR,Big,2993,37,48.9%,12,26%,77,31%,87,42%,91,72%,80,2%,65,0%,71,2%
Joe Alexander,21.9,MIL,Forward,612,13,45.4%,48,31%,70,17%,75,34%,80,51%,43,6%,45,12%,39,18%
Malik Allen,30.3,MIL,Big,522,12,42.4%,6,19%,50,21%,98,60%,100,81%,0,0%,0,0%,0,0%
Ray Allen,33.3,BOS,Wing,2866,98,57.8%,28,19%,46,11%,36,23%,35,34%,75,18%,78,28%,79,47%
Tony Allen,26.8,BOS,Wing,782,46,49.4%,99,65%,71,14%,12,13%,21,27%,13,4%,6,4%,5,8%
Morris Almond,23.7,UTA,Wing,233,13,44.6%,90,41%,77,15%,38,24%,44,39%,46,11%,14,9%,17,20%
Rafer Alston,32.3,HOU,Point,1587,26,45.2%,43,25%,83,19%,4,13%,13,32%,30,3%,96,40%,81,43%
Rafer Alston,32.3,ORL,Point,853,41,46.8%,76,36%,54,14%,13,17%,11,31%,52,6%,67,27%,65,34%
Lou Amundson,25.9,PHX,Big,909,63,52.4%,94,78%,23,15%,19,7%,10,22%,0,0%,0,0%,0,0%
Chris Andersen,30.3,DEN,Big,1412,78,55.1%,91,76%,10,11%,27,10%,9,21%,78,1%,79,2%,79,3%
Ryan Anderson,20.5,BKN,Big,1233,34,48.3%,37,41%,3,6%,15,6%,2,12%,97,11%,96,36%,97,47%
Carmelo Anthony,24.4,DEN,Forward,2273,23,47.2%,64,36%,55,14%,89,37%,75,50%,27,3%,39,11%,30,14%
Joel Anthony,26.2,MIA,Big,1008,43,49.6%,77,65%,73,29%,16,6%,29,35%,0,0%,0,0%,0,0%
Trevor Ariza,23.3,LAL,Wing,1902,63,51.8%,94,46%,16,5%,23,18%,16,24%,62,15%,30,16%,38,30%
Hilton Armstrong,23.9,NOP,Big,1050,86,56.5%,73,61%,66,25%,33,14%,35,39%,0,0%,0,0%,0,0%
Darrell Arthur,20.6,MEM,Big,1426,15,43.6%,34,40%,63,24%,74,35%,76,60%,0,0%,66,0%,59,0%
Chucky Atkins,34.2,OKC,Combo,278,0,35.4%,30,19%,12,4%,70,30%,26,34%,40,8%,93,39%,84,47%
D.J. Augustin,21.0,CHA,Point,1844,85,52.5%,48,28%,28,11%,24,22%,17,33%,67,8%,80,31%,78,39%
Kelenna Azubuike,24.9,GSW,Wing,2350,65,51.9%,88,38%,79,15%,31,22%,38,37%,22,7%,42,18%,29,25%
Renaldo Balkman,24.3,DEN,Big,704,90,57.8%,93,77%,2,5%,37,15%,7,20%,75,1%,80,2%,76,3%
Marcus Banks,27.0,MIA,Combo,134,28,44.4%,74,37%,7,4%,47,26%,7,30%,95,22%,23,11%,53,33%
Leandro Barbosa,25.9,PHX,Combo,1661,98,54.9%,67,35%,67,15%,12,20%,30,35%,70,13%,37,18%,44,31%
J.J. Barea,24.4,DAL,Combo,1476,77,50.7%,79,41%,58,14%,9,17%,12,31%,28,4%,53,23%,37,27%
Andrea Bargnani,23.0,TOR,Big,2418,58,51.3%,7,22%,30,17%,69,31%,52,48%,77,1%,95,30%,93,30%
Matt Barnes,28.6,PHX,Wing,2051,61,51.5%,44,24%,83,17%,4,9%,17,25%,76,19%,84,32%,83,51%
Brent Barry,36.8,HOU,Wing,798,83,53.5%,11,13%,17,6%,3,6%,2,12%,63,15%,100,60%,100,75%
Brandon Bass,23.5,DAL,Big,1501,56,51.0%,40,42%,31,17%,86,41%,74,58%,0,0%,0,0%,0,0%
Maceo Baston,32.4,IND,Big,201,79,55.6%,90,76%,16,13%,29,11%,12,24%,0,0%,0,0%,0,0%
Tony Battie,32.7,ORL,Big,1159,51,50.2%,12,25%,52,22%,93,51%,93,73%,77,1%,74,1%,72,2%
Shane Battier,30.1,HOU,Wing,2022,91,54.8%,14,15%,57,12%,1,5%,4,17%,92,31%,95,37%,97,68%
