Player,Age,Team,Pos,MIN,Pts/Poss Rank,Pts/Poss,HALFCOURT: Pts/Play Rank,HALFCOURT: Pts/Play,HALFCOURT: OREB% Rank,HALFCOURT: OREB%,HALFCOURT: % of Plays Rank,HALFCOURT: % of Plays,PUTBACKS: Pts/Miss Rank,PUTBACKS: Pts/Miss,PUTBACKS: Plays/Miss Rank,PUTBACKS: Plays/Miss,PUTBACKS: Pts/Play Rank,PUTBACKS: Pts/Play
Jeff Adrien,24.7,GSW,Big,159,82,+4.1,85,+5.1,1,-7.9%,21,+1.4%,14,-3.9,35,-1.1,6,-19.1
Arron Afflalo,25.0,DEN,Wing,2270,67,+1.6,73,+2.8,6,-4.9%,44,+0.2%,12,-4.2,24,-1.8,20,-11.3
Alexis Ajinca,22.5,TOR,Big,240,55,-0.0,66,+1.9,15,-3.3%,94,-2.6%,93,+5.8,84,+2.8,89,+14.8
Cole Aldrich,22.0,OKC,Big,101,70,+2.2,35,-2.5,42,-0.4%,1,+5.4%,63,+1.0,11,-3.2,98,+29.6
LaMarcus Aldridge,25.3,POR,Big,3202,96,+9.4,90,+6.1,32,-1.5%,53,-0.2%,62,+0.9,38,-0.9,82,+10.9
Malik Allen,32.3,ORL,Big,159,1,-15.1,2,-15.1,20,-2.8%,4,+3.6%,79,+2.8,59,+0.5,80,+9.9
Ray Allen,35.3,BOS,Wing,2883,97,+10.6,98,+10.6,18,-3.0%,57,-0.3%,30,-2.1,26,-1.7,44,-2.3
Tony Allen,28.8,MEM,Combo,1474,43,-1.6,18,-5.4,40,-0.7%,98,-3.7%,72,+2.1,59,+0.5,72,+6.9
Al-Farouq Aminu,20.1,LAC,Wing,1391,12,-6.8,7,-8.3,80,+2.9%,86,-1.8%,84,+3.7,79,+2.1,70,+6.2
Lou Amundson,27.9,GSW,Big,664,16,-5.8,12,-6.7,88,+3.9%,75,-1.1%,90,+4.8,98,+5.4,34,-5.0
Chris Andersen,32.3,DEN,Big,708,15,-6.1,12,-7.0,98,+6.3%,35,+0.6%,60,+0.8,79,+2.1,21,-10.4
David Andersen,30.4,TOR,Big,140,94,+7.7,92,+6.8,63,+1.2%,90,-2.1%,59,+0.7,22,-1.9,93,+17.5
David Andersen,30.4,NOH,Big,191,45,-1.3,73,+2.7,93,+4.7%,16,+1.8%,4,-6.8,6,-4.2,8,-18.4
James Anderson,21.6,SAS,Wing,268,7,-8.8,11,-7.1,77,+2.5%,30,+0.9%,52,+0.1,40,-0.7,76,+8.4
Ryan Anderson,22.5,ORL,Big,1342,80,+3.7,62,+1.1,87,+3.7%,94,-2.9%,88,+4.3,90,+3.6,45,-1.9
Carmelo Anthony,26.4,DEN,Forward,1762,44,-1.3,70,+2.4,5,-4.9%,22,+1.4%,41,-0.9,15,-2.8,87,+13.5
Carmelo Anthony,26.4,NYK,Wing,975,86,+5.0,54,+0.1,96,+5.6%,95,-2.9%,88,+4.3,87,+3.0,75,+8.2
Joel Anthony,28.2,MIA,Big,1410,35,-2.6,27,-3.9,35,-1.1%,35,+0.6%,17,-3.5,18,-2.5,36,-4.5
Gilbert Arenas,28.8,WAS,Combo,708,66,+1.4,93,+7.3,3,-5.9%,4,+3.5%,23,-2.8,3,-4.7,82,+10.8
Gilbert Arenas,28.8,ORL,Combo,1027,40,-1.8,39,-2.1,46,-0.2%,75,-1.1%,30,-2.2,24,-1.8,51,+0.6
Trevor Ariza,25.3,NOH,Wing,2589,55,-0.1,59,+0.8,15,-3.3%,85,-1.7%,57,+0.5,38,-0.9,78,+9.2
Hilton Armstrong,25.9,WAS,Big,398,7,-9.1,14,-6.3,55,+0.5%,2,+4.4%,21,-2.9,11,-3.4,67,+5.2
Carlos Arroyo,31.3,MIA,Point,962,43,-1.4,45,-1.3,41,-0.5%,35,+0.6%,35,-1.6,17,-2.5,79,+9.5
Carlos Arroyo,31.3,BOS,Combo,170,3,-13.2,4,-10.7,95,+5.3%,21,+1.4%,90,+4.7,95,+4.4,55,+1.7
Darrell Arthur,22.6,MEM,Big,1573,14,-6.2,21,-4.9,25,-2.2%,77,-1.3%,25,-2.5,35,-1.1,32,-6.0
Omer Asik,24.3,CHI,Big,926,41,-1.7,31,-3.4,82,+3.0%,82,-1.6%,94,+6.3,92,+3.9,71,+6.8
D.J. Augustin,23.0,CHA,Point,2739,87,+5.1,94,+7.6,13,-3.6%,49,-0.0%,2,-8.2,8,-3.8,5,-22.2
Luke Babbitt,21.4,POR,Forward,107,1,-16.0,0,-16.8,75,+2.3%,78,-1.3%,96,+7.4,89,+3.5,92,+16.7
Leandro Barbosa,27.9,TOR,Combo,1348,73,+2.5,67,+2.0,84,+3.3%,81,-1.4%,86,+4.0,88,+3.2,60,+3.1
J.J. Barea,26.3,DAL,Combo,1593,62,+0.8,40,-2.0,73,+2.3%,40,+0.4%,58,+0.6,73,+1.6,24,-8.2
Andrea Bargnani,25.0,TOR,Big,2344,73,+2.5,86,+5.3,6,-4.6%,8,+2.6%,10,-4.6,7,-3.9,43,-2.5
Matt Barnes,30.6,LAL,Wing,983,13,-6.5,9,-7.8,44,-0.3%,47,+0.1%,14,-3.8,32,-1.1,18,-12.1
Earl Barron,29.2,PHX,Big,170,47,-1.1,34,-2.8,82,+3.1%,21,+1.4%,16,-3.7,21,-1.9,17,-12.4
Brandon Bass,25.5,ORL,Big,1956,18,-5.3,33,-2.9,18,-3.0%,17,+1.7%,25,-2.5,14,-2.8,67,+5.2
Tony Battie,34.7,PHI,Big,361,4,-10.8,19,-5.3,3,-6.1%,1,+5.5%,10,-4.5,5,-4.3,62,+3.5
Shane Battier,32.1,HOU,Wing,1808,81,+3.9,84,+5.0,30,-1.6%,59,-0.4%,23,-2.8,22,-1.9,47,-1.4
Shane Battier,32.1,MEM,Forward,531,74,+2.8,46,-1.1,88,+3.8%,25,+1.2%,25,-2.6,58,+0.4,10,-15.9
Nicolas Batum,21.9,POR,Forward,2500,65,+1.3,53,-0.0,86,+3.6%,72,-1.0%,93,+5.9,93,+4.1,79,+9.3
Jerryd Bayless,22.2,NOH,Point,142,4,-11.8,4,-11.0,58,+0.7%,4,+3.6%,91,+5.3,23,-1.8,100,+64.7
Jerryd Bayless,22.2,TOR,Combo,1289,29,-3.3,17,-5.8,63,+1.2%,52,-0.2%,71,+2.0,79,+2.1,45,-1.9
Michael Beasley,21.8,MIN,Forward,2350,46,-1.2,65,+1.7,23,-2.5%,54,-0.2%,25,-2.5,50,-0.1,19,-11.7
