Player,Age,Team,Pos,MIN,Pts/Poss Rank,Pts/Poss,HALFCOURT: Pts/Play Rank,HALFCOURT: Pts/Play,HALFCOURT: OREB% Rank,HALFCOURT: OREB%,HALFCOURT: % of Plays Rank,HALFCOURT: % of Plays,PUTBACKS: Pts/Miss Rank,PUTBACKS: Pts/Miss,PUTBACKS: Plays/Miss Rank,PUTBACKS: Plays/Miss,PUTBACKS: Pts/Play Rank,PUTBACKS: Pts/Play
Shareef Abdur-Rahim,29.9,SAC,Big,1996,39,-1.7,42,-1.5,39,-0.9%,18,+1.6%,74,+2.1,64,+0.8,70,+6.6
Hassan Adams,22.4,NJN,Wing,448,41,-1.5,47,-1.0,57,+0.4%,93,-2.4%,91,+4.4,87,+2.8,73,+7.9
Maurice Ager,22.7,DAL,Wing,158,0,-19.1,1,-15.8,44,-0.5%,2,+3.6%,5,-7.2,25,-1.7,2,-33.3
LaMarcus Aldridge,21.3,POR,Big,1342,85,+4.1,53,-0.0,87,+3.1%,94,-2.6%,94,+5.5,91,+3.3,77,+8.7
Malik Allen,28.3,CHI,Big,572,46,-1.0,49,-0.6,63,+0.9%,22,+1.4%,28,-2.0,36,-0.9,35,-5.2
Ray Allen,31.3,SEA,Wing,2214,91,+5.4,95,+6.7,36,-1.1%,86,-1.7%,17,-3.3,37,-0.8,17,-13.2
Tony Allen,24.8,BOS,Wing,772,72,+2.0,87,+4.6,32,-1.3%,35,+0.6%,52,+0.3,27,-1.5,85,+12.2
Rafer Alston,30.3,HOU,Point,3027,93,+6.3,92,+5.4,38,-1.0%,84,-1.5%,50,+0.1,38,-0.8,65,+5.2
Alan Anderson,24.0,CHA,Wing,242,34,-2.3,56,+0.4,55,+0.3%,27,+1.1%,81,+2.9,85,+2.4,51,+1.6
Derek Anderson,32.3,CHA,Wing,1172,85,+4.0,88,+4.7,69,+1.3%,25,+1.2%,18,-3.2,22,-1.9,36,-5.0
Carmelo Anthony,22.4,DEN,Wing,2479,97,+8.1,96,+6.8,18,-2.4%,15,+1.8%,92,+4.7,64,+0.8,92,+17.8
Rafael Araujo,26.2,UTA,Big,193,34,-2.2,25,-3.3,100,+9.9%,96,-2.8%,83,+3.1,93,+3.6,35,-5.4
Gilbert Arenas,24.8,WAS,Combo,2935,100,+11.3,99,+9.6,30,-1.5%,100,-5.7%,30,-1.7,78,+1.7,7,-19.9
Trevor Ariza,21.3,ORL,Wing,1230,39,-1.6,11,-6.9,97,+6.4%,74,-0.9%,90,+4.0,96,+4.5,36,-5.0
Darrell Armstrong,38.4,IND,Combo,1236,68,+1.5,67,+1.3,90,+3.8%,27,+1.1%,63,+1.0,63,+0.7,53,+2.1
Hilton Armstrong,21.9,NOH,Big,546,20,-4.8,31,-2.7,36,-1.1%,49,+0.1%,34,-1.4,13,-2.7,84,+12.2
Carlos Arroyo,27.3,ORL,Point,1255,50,-0.6,40,-1.7,64,+1.0%,32,+0.7%,39,-0.9,63,+0.7,27,-7.7
Chucky Atkins,32.2,MEM,Point,2050,95,+7.2,95,+6.5,82,+2.3%,89,-2.0%,84,+3.1,79,+1.9,65,+5.2
Kelenna Azubuike,22.9,GSW,Wing,595,8,-7.8,15,-5.6,79,+2.2%,12,+2.1%,15,-3.5,61,+0.5,6,-21.7
Renaldo Balkman,22.3,NYK,Forward,998,38,-1.7,8,-8.2,96,+5.9%,100,-5.7%,97,+6.6,98,+5.2,45,-0.7
Marcus Banks,25.0,PHX,Combo,447,0,-18.1,0,-20.0,23,-2.0%,22,+1.3%,8,-5.8,9,-3.3,11,-17.7
Leandro Barbosa,23.9,PHX,Combo,2570,90,+5.3,90,+5.2,50,-0.1%,74,-1.0%,43,-0.4,32,-1.2,68,+6.4
J.J. Barea,22.3,DAL,Combo,112,15,-5.9,12,-6.4,28,-1.6%,49,+0.1%,10,-5.2,83,+2.2,1,-40.2
Andrea Bargnani,21.0,TOR,Big,1594,76,+2.5,68,+1.5,20,-2.3%,13,+2.0%,69,+1.5,39,-0.7,92,+17.9
Matt Barnes,26.6,GSW,Forward,1735,66,+1.4,50,-0.6,69,+1.2%,79,-1.2%,56,+0.5,48,-0.2,60,+4.3
Earl Barron,25.2,MIA,Big,128,5,-11.2,8,-8.4,4,-5.5%,23,+1.3%,49,+0.1,23,-1.9,86,+13.2
Brent Barry,34.8,SAS,Wing,1528,65,+1.3,80,+3.3,23,-1.9%,68,-0.7%,26,-2.1,19,-2.1,62,+4.8
Brandon Bass,21.5,NOH,Big,109,49,-0.6,42,-1.5,42,-0.6%,58,-0.3%,59,+0.7,25,-1.7,90,+16.8
Maceo Baston,30.4,IND,Big,358,66,+1.4,85,+4.2,21,-2.3%,43,+0.3%,11,-4.6,8,-3.5,29,-7.1
Tony Battie,30.7,ORL,Big,1566,19,-4.9,43,-1.3,4,-6.6%,22,+1.4%,1,-9.1,4,-4.8,9,-18.2
Shane Battier,28.1,HOU,Forward,2976,49,-0.6,80,+3.3,11,-3.3%,9,+2.4%,32,-1.5,11,-3.0,83,+11.2
Charlie Bell,27.6,MIL,Wing,2807,38,-1.7,59,+0.7,21,-2.2%,15,+1.8%,4,-7.2,13,-2.6,8,-19.4
Raja Bell,30.1,PHX,Wing,2905,58,+0.2,38,-1.8,46,-0.4%,48,+0.1%,90,+4.1,63,+0.7,97,+24.4
Mike Bibby,28.5,SAC,Point,2775,78,+2.7,65,+1.1,13,-3.1%,97,-3.1%,55,+0.5,20,-2.1,89,+14.8
Andris Biedrins,20.6,GSW,Big,2372,74,+2.3,84,+4.2,55,+0.3%,36,+0.6%,67,+1.3,84,+2.3,28,-7.6
Chauncey Billups,30.1,DET,Point,2527,99,+9.3,99,+9.4,30,-1.4%,18,+1.6%,78,+2.4,66,+0.9,69,+6.5
Steve Blake,26.7,MIL,Point,555,7,-8.4,19,-4.8,4,-5.6%,13,+2.0%,36,-1.2,67,+1.0,18,-12.7
Steve Blake,26.7,DEN,Point,1617,66,+1.4,94,+5.8,13,-3.0%,28,+1.0%,41,-0.6,51,-0.1,43,-2.2
Will Blalock,23.1,DET,Point,154,2,-14.4,0,-22.2,100,+13.5%,78,-1.2%,91,+4.3,82,+2.1,78,+9.8
Andray Blatche,20.2,WAS,Big,623,18,-5.1,14,-6.0,84,+2.7%,18,+1.6%,98,+7.0,83,+2.2,94,+20.3
Mark Blount,30.9,MIN,Big,2539,44,-1.2,79,+3.2,7,-4.6%,47,+0.1%,7,-5.9,9,-3.2,18,-12.7
Keith Bogans,26.5,ORL,Wing,957,79,+2.9,87,+4.6,23,-2.0%,13,+2.0%,46,-0.2,28,-1.4,76,+8.5
Andrew Bogut,21.9,MIL,Big,2250,49,-0.6,37,-1.9,68,+1.2%,52,-0.0%,93,+4.8,80,+2.0,86,+12.4
Matt Bonner,26.6,SAS,Big,507,23,-4.1,20,-4.4,35,-1.1%,35,+0.6%,32,-1.5,33,-1.1,43,-1.8
Josh Boone,21.9,NJN,Big,608,39,-1.7,17,-5.0,66,+1.1%,72,-0.8%,62,+0.9,69,+1.2,44,-1.2
Calvin Booth,30.5,WAS,Big,365,47,-0.8,63,+0.9,26,-1.8%,7,+2.6%,41,-0.6,15,-2.4,83,+11.2
Carlos Boozer,24.9,UTA,Big,2541,70,+1.8,82,+3.7,2,-7.6%,52,+0.0%,42,-0.5,26,-1.6,71,+7.2
Chris Bosh,22.6,TOR,Big,2652,92,+5.8,92,+5.4,80,+2.2%,85,-1.6%,87,+3.5,82,+2.1,79,+10.0
Bruce Bowen,35.4,SAS,Wing,2456,64,+1.1,62,+0.9,50,-0.1%,71,-0.8%,41,-0.7,29,-1.4,72,+7.5
Earl Boykins,30.4,DEN,Point,865,22,-4.2,45,-1.2,64,+1.0%,68,-0.7%,4,-7.2,11,-3.0,10,-17.9
Earl Boykins,30.4,MIL,Point,1141,29,-3.4,10,-7.0,48,-0.2%,89,-2.0%,14,-3.7,39,-0.7,16,-14.2
Cedric Bozeman,23.7,ATL,Combo,184,10,-6.9,8,-8.0,99,+9.6%,95,-2.8%,85,+3.3,99,+5.7,13,-16.6
Elton Brand,27.6,LAC,Big,3071,85,+4.1,38,-1.8,90,+3.8%,90,-2.1%,97,+6.5,91,+3.2,89,+15.6
Ronnie Brewer,21.6,UTA,Wing,608,22,-4.2,10,-7.0,50,-0.1%,77,-1.1%,89,+4.0,57,+0.2,95,+20.7
Primoz Brezec,27.1,CHA,Big,827,43,-1.2,55,+0.4,73,+1.5%,26,+1.2%,49,+0.0,70,+1.2,29,-7.3
Andre Brown,25.5,SEA,Big,224,7,-8.3,5,-10.7,16,-2.6%,96,-2.9%,14,-3.8,44,-0.5,7,-20.1
Dee Brown,22.2,UTA,Point,372,47,-0.8,11,-6.6,98,+8.5%,80,-1.3%,94,+5.3,89,+3.1,67,+5.9
Devin Brown,27.8,NOH,Combo,1613,54,-0.2,53,-0.1,77,+1.9%,46,+0.2%,92,+4.6,90,+3.2,59,+3.8
Kwame Brown,24.6,LAL,Big,1129,91,+5.7,85,+4.2,75,+1.7%,40,+0.4%,49,+0.0,39,-0.7,62,+4.7
P.J. Brown,37.0,CHI,Big,1443,55,-0.0,52,-0.2,36,-1.1%,46,+0.1%,54,+0.4,72,+1.3,32,-6.2
Shannon Brown,20.9,CLE,Wing,160,8,-8.1,6,-9.1,40,-0.9%,68,-0.7%,3,-7.7,5,-4.2,9,-18.5
