Player,Age,Team,Pos,MIN,Diff Rank,Diff,Exp W,OFFENSE: Pts/Poss Rank,OFFENSE: Pts/Poss,OFFENSE: eFG% Rank,OFFENSE: eFG%,OFFENSE: TOV% Rank,OFFENSE: TOV%,OFFENSE: ORB% Rank,OFFENSE: ORB%,OFFENSE: FT Rate Rank,OFFENSE: FT Rate,DEFENSE: Pts/Poss Rank,DEFENSE: Pts/Poss,DEFENSE: eFG% Rank,DEFENSE: eFG%,DEFENSE: TOV% Rank,DEFENSE: TOV%,DEFENSE: ORB% Rank,DEFENSE: ORB%,DEFENSE: FT Rate Rank,DEFENSE: FT Rate
Matt Barnes,27.6,GSW,Forward,1360,39,-2.4,-6,72,+2.4,48,-0.4%,50,+0.1%,86,+2.9%,75,+2.2,12,+4.8,28,+1.0%,75,+1.1%,3,+5.3%,30,+2.2
Earl Barron,26.2,MIA,Big,852,24,-4.8,-9,21,-5.1,14,-3.5%,61,-0.4%,44,-0.4%,39,-1.0,52,-0.3,21,+1.4%,57,+0.4%,88,-2.9%,49,+0.5
Brent Barry,35.8,SAS,Wing,520,53,+0.0,-1,88,+5.7,75,+1.4%,67,-0.6%,82,+2.3%,41,-0.9,8,+5.6,2,+4.2%,69,+0.8%,81,-2.1%,48,+0.6
Brandon Bass,22.5,DAL,Big,1508,15,-8.0,-18,21,-5.1,14,-3.4%,21,+1.5%,33,-1.1%,89,+4.5,22,+2.9,16,+1.8%,66,+0.7%,24,+2.0%,44,+0.8
Shane Battier,29.1,HOU,Forward,2901,72,+3.5,+8,83,+4.4,81,+1.9%,53,+0.0%,59,+0.6%,54,+0.1,39,+0.9,62,-0.7%,33,-0.5%,17,+2.6%,74,-2.1
Marco Belinelli,21.6,GSW,Wing,173,1,-16.2,-36,4,-11.7,2,-6.5%,41,+0.4%,72,+1.6%,14,-4.0,12,+4.6,26,+1.1%,6,-2.1%,10,+3.6%,36,+1.6
Charlie Bell,28.6,MIL,Combo,1522,37,-2.7,-5,40,-2.2,31,-1.6%,64,-0.5%,38,-0.8%,70,+1.8,42,+0.5,71,-1.1%,89,+1.9%,5,+4.5%,10,+6.2
Raja Bell,31.1,PHX,Wing,2633,76,+4.3,+10,67,+1.5,70,+1.1%,68,-0.6%,40,-0.6%,28,-2.0,76,-2.8,86,-2.2%,51,+0.1%,42,+0.7%,58,-0.4
Mike Bibby,29.5,SAC,Point,469,50,-0.6,-1,81,+4.0,84,+2.1%,87,-1.6%,39,-0.8%,31,-1.7,12,+4.7,8,+2.9%,13,-1.6%,88,-2.8%,27,+2.8
Mike Bibby,29.5,ATL,Point,1098,75,+4.0,+10,68,+1.6,89,+2.6%,84,-1.4%,51,+0.1%,0,-11.0,73,-2.4,74,-1.5%,8,-2.0%,75,-1.6%,87,-4.4
Andris Biedrins,21.6,GSW,Big,2072,80,+5.0,+13,71,+2.1,70,+1.0%,34,+0.8%,90,+3.4%,44,-0.6,76,-2.8,84,-2.1%,16,-1.5%,67,-1.2%,92,-5.7
Chauncey Billups,31.1,DET,Point,2519,91,+7.7,+16,95,+7.4,88,+2.5%,98,-3.4%,8,-3.6%,75,+2.2,51,-0.3,9,+2.6%,49,+0.1%,82,-2.1%,96,-7.3
Steve Blake,27.7,POR,Point,2415,88,+6.6,+17,88,+5.5,95,+3.7%,80,-1.2%,26,-1.6%,31,-1.8,61,-1.1,25,+1.1%,56,+0.4%,83,-2.3%,73,-2.0
Andray Blatche,21.2,WAS,Big,1579,11,-9.0,-23,19,-5.5,35,-1.3%,15,+1.9%,45,-0.4%,32,-1.6,17,+3.5,19,+1.6%,54,+0.2%,30,+1.6%,13,+5.1
Mark Blount,31.9,MIA,Big,1503,30,-3.7,-7,21,-5.1,63,+0.6%,36,+0.7%,3,-5.2%,1,-8.8,64,-1.4,65,-0.8%,19,-1.4%,77,-1.8%,80,-3.1
Keith Bogans,27.5,ORL,Wing,2167,68,+2.4,+6,58,+0.3,54,-0.0%,80,-1.2%,15,-2.6%,66,+1.4,71,-2.1,66,-0.9%,56,+0.3%,66,-1.2%,41,+1.0
Andrew Bogut,22.9,MIL,Big,2697,66,+1.9,+4,86,+4.7,99,+6.0%,24,+1.3%,4,-4.7%,68,+1.7,23,+2.8,23,+1.3%,3,-2.5%,68,-1.3%,91,-5.5
Matt Bonner,27.6,SAS,Big,748,50,-0.6,-1,34,-3.0,34,-1.4%,26,+1.2%,39,-0.7%,75,+2.4,73,-2.5,70,-1.1%,92,+2.4%,16,+2.7%,52,+0.2
Josh Boone,22.9,NJN,Big,1737,65,+1.9,+5,87,+5.2,79,+1.7%,66,-0.5%,91,+3.8%,52,-0.1,18,+3.3,27,+1.1%,12,-1.7%,31,+1.5%,94,-6.2
Calvin Booth,31.5,PHI,Big,200,30,-3.7,-10,7,-9.4,9,-4.4%,64,-0.5%,2,-6.2%,92,+5.1,92,-5.7,91,-2.9%,90,+2.1%,50,+0.2%,47,+0.6
Carlos Boozer,25.9,UTA,Big,2820,61,+1.2,+2,89,+5.9,99,+5.8%,77,-1.1%,2,-5.9%,38,-1.1,12,+4.7,9,+2.8%,8,-2.0%,50,+0.2%,78,-2.8
Chris Bosh,23.6,TOR,Big,2416,99,+12.7,+32,97,+9.0,91,+3.1%,64,-0.5%,43,-0.4%,99,+10.8,81,-3.6,78,-1.7%,43,-0.1%,36,+1.2%,93,-6.1
Bruce Bowen,36.4,SAS,Wing,2434,48,-0.9,-2,45,-1.4,44,-0.6%,51,+0.1%,60,+0.6%,46,-0.5,55,-0.5,67,-0.9%,10,-1.8%,48,+0.4%,82,-3.4
Ryan Bowen,31.9,NOH,Forward,600,31,-3.6,-8,19,-5.5,36,-1.3%,6,+2.7%,93,+4.2%,7,-5.6,68,-1.8,87,-2.3%,70,+0.9%,20,+2.4%,19,+4.0
Earl Boykins,31.4,CHA,Point,535,34,-3.1,-7,40,-2.0,26,-1.9%,15,+1.8%,89,+3.3%,83,+3.5,38,+1.0,26,+1.1%,36,-0.4%,76,-1.8%,56,-0.2
Elton Brand,28.6,LAC,Big,270,11,-9.3,-14,47,-1.2,68,+0.9%,46,+0.3%,32,-1.3%,6,-6.0,3,+8.1,44,+0.2%,0,-5.0%,55,-0.2%,27,+2.8
Corey Brewer,21.7,MIN,Wing,1757,45,-1.4,-3,38,-2.4,20,-2.5%,68,-0.6%,47,-0.2%,54,+0.1,61,-1.0,48,+0.0%,73,+1.0%,31,+1.5%,88,-4.4
Ronnie Brewer,22.6,UTA,Wing,2078,47,-1.0,-2,63,+1.1,83,+2.1%,37,+0.7%,37,-0.8%,27,-2.1,28,+2.1,3,+3.7%,68,+0.8%,43,+0.6%,95,-6.7
Primoz Brezec,28.1,CHA,Big,264,12,-8.9,-19,15,-6.3,33,-1.5%,50,+0.1%,17,-2.4%,2,-8.3,25,+2.5,5,+3.3%,11,-1.7%,80,-2.1%,100,-14.3
Aaron Brooks,22.8,HOU,Point,520,42,-1.9,-5,47,-1.2,47,-0.5%,24,+1.3%,65,+1.0%,48,-0.3,40,+0.7,16,+1.8%,67,+0.8%,59,-0.5%,34,+1.7
Andre Brown,26.5,MEM,Big,227,20,-6.1,-10,88,+5.5,45,-0.6%,100,-4.3%,88,+3.3%,84,+3.5,1,+11.5,7,+3.0%,3,-2.6%,9,+3.7%,31,+2.1
Devin Brown,28.8,CLE,Wing,1728,46,-1.1,-3,53,-0.2,37,-1.2%,53,+0.0%,77,+2.0%,71,+1.9,38,+0.9,46,+0.1%,75,+1.1%,22,+2.1%,46,+0.7
Kwame Brown,25.6,LAL,Big,488,4,-13.2,-33,1,-15.7,6,-4.8%,16,+1.8%,3,-4.9%,13,-4.3,74,-2.5,47,+0.1%,76,+1.1%,37,+1.1%,92,-5.6
Kwame Brown,25.6,MEM,Big,150,54,+0.1,-0,35,-2.9,94,+3.4%,1,+4.8%,48,-0.1%,9,-5.3,77,-3.0,51,-0.2%,100,+5.2%,1,+7.5%,92,-5.7
P.J. Brown,38.0,BOS,Big,167,1,-15.8,-33,1,-14.4,0,-10.6%,15,+1.8%,97,+5.1%,25,-2.3,34,+1.4,14,+1.9%,99,+4.1%,4,+4.9%,38,+1.3
Shannon Brown,21.9,CLE,Wing,189,0,-16.9,-34,2,-13.8,9,-4.3%,3,+3.7%,45,-0.4%,22,-2.7,20,+3.1,17,+1.8%,91,+2.2%,11,+3.5%,11,+6.1
Kobe Bryant,29.2,LAL,Wing,3187,89,+7.0,+16,92,+6.6,58,+0.3%,94,-2.4%,23,-1.7%,99,+9.9,54,-0.5,63,-0.7%,27,-0.8%,79,-1.9%,65,-1.2
Greg Buckner,31.1,MIN,Combo,511,16,-7.4,-12,59,+0.4,50,-0.2%,30,+1.0%,92,+3.9%,36,-1.4,3,+7.8,1,+4.4%,85,+1.7%,41,+0.7%,3,+10.1
Caron Butler,27.6,WAS,Wing,2306,92,+8.4,+22,96,+7.9,92,+3.2%,70,-0.7%,68,+1.3%,76,+2.4,56,-0.5,36,+0.6%,74,+1.0%,82,-2.1%,59,-0.5
Rasual Butler,28.4,NOH,Wing,821,35,-2.9,-6,9,-8.6,9,-4.3%,21,+1.4%,59,+0.6%,38,-1.1,92,-5.6,95,-4.6%,69,+0.8%,29,+1.7%,27,+2.9
Andrew Bynum,20.0,LAL,Big,981,82,+5.2,+10,70,+2.0,70,+1.1%,21,+1.4%,78,+2.0%,74,+2.1,79,-3.2,71,-1.1%,26,-0.8%,81,-2.1%,51,+0.2
Jose Calderon,26.1,TOR,Point,2434,62,+1.4,+3,91,+6.3,86,+2.4%,88,-1.7%,46,-0.4%,59,+0.6,11,+4.8,3,+3.9%,48,+0.0%,80,-2.0%,54,+0.1
Marcus Camby,33.6,DEN,Big,2751,55,+0.2,+0,64,+1.2,71,+1.1%,59,-0.3%,35,-1.0%,66,+1.4,38,+0.9,33,+0.8%,20,-1.2%,72,-1.5%,90,-5.2
Brian Cardinal,30.5,MEM,Forward,350,69,+2.6,+6,37,-2.6,18,-2.7%,57,-0.2%,71,+1.6%,79,+2.8,89,-5.2,84,-2.1%,93,+2.4%,52,+0.1%,18,+4.3
Rodney Carney,23.6,PHI,Forward,940,53,-0.1,-0,59,+0.5,24,-2.2%,81,-1.3%,63,+0.9%,80,+2.9,41,+0.6,37,+0.6%,95,+2.8%,11,+3.5%,19,+4.1
Matt Carroll,27.2,CHA,Wing,1924,75,+4.0,+10,86,+4.8,71,+1.1%,78,-1.1%,59,+0.6%,91,+4.6,39,+0.8,79,-1.7%,16,-1.5%,67,-1.2%,5,+8.4
Anthony Carter,32.4,DEN,Point,1913,22,-5.4,-13,39,-2.2,58,+0.3%,46,+0.3%,21,-1.9%,13,-4.2,18,+3.3,21,+1.4%,41,-0.2%,19,+2.5%,76,-2.3
Vince Carter,30.8,NJN,Wing,2939,99,+12.9,+26,97,+8.7,92,+3.2%,91,-2.0%,83,+2.4%,70,+1.8,84,-4.3,76,-1.6%,38,-0.3%,84,-2.3%,77,-2.6
Sam Cassell,38.0,LAC,Point,972,47,-1.0,-2,87,+5.2,92,+3.2%,87,-1.6%,38,-0.8%,16,-3.6,6,+6.2,8,+2.9%,3,-2.5%,22,+2.2%,97,-7.7
Sam Cassell,38.0,BOS,Combo,265,7,-10.6,-17,5,-10.6,0,-10.8%,92,-2.2%,28,-1.5%,94,+5.6,48,-0.1,51,-0.2%,84,+1.6%,8,+3.9%,50,+0.4
Tyson Chandler,25.1,NOH,Big,2775,92,+7.9,+19,89,+5.7,84,+2.2%,75,-0.9%,58,+0.5%,57,+0.4,71,-2.1,32,+0.8%,14,-1.6%,62,-0.8%,98,-8.3
Wilson Chandler,20.5,NYK,Forward,646,49,-0.7,-2,46,-1.2,52,-0.1%,98,-3.1%,25,-1.6%,5,-6.1,56,-0.5,61,-0.6%,62,+0.5%,56,-0.3%,16,+4.5
Josh Childress,24.4,ATL,Wing,2208,28,-4.1,-11,65,+1.2,28,-1.8%,23,+1.3%,95,+4.8%,97,+8.7,9,+5.4,40,+0.5%,13,-1.6%,15,+2.9%,42,+1.0
Jarron Collins,28.9,UTA,Big,616,50,-0.6,-0,16,-5.9,12,-3.7%,28,+1.1%,73,+1.7%,41,-0.8,90,-5.3,65,-0.8%,97,+3.4%,64,-1.0%,37,+1.5
Jason Collins,28.9,NJN,Big,677,56,+0.4,+0,32,-3.4,59,+0.4%,65,-0.5%,2,-5.6%,15,-3.8,83,-3.8,19,+1.6%,77,+1.2%,99,-6.6%,78,-2.7
Jason Collins,28.9,MEM,Big,482,71,+3.0,+4,15,-6.4,11,-4.0%,36,+0.7%,42,-0.5%,79,+2.8,98,-9.4,88,-2.5%,78,+1.2%,98,-4.7%,22,+3.6
Mardy Collins,23.2,NYK,Wing,579,24,-4.8,-9,24,-4.7,28,-1.8%,40,+0.5%,49,-0.1%,21,-2.8,45,+0.1,86,-2.3%,57,+0.4%,5,+4.5%,23,+3.3
Nick Collison,27.0,SEA,Big,2213,66,+2.1,+4,82,+4.1,64,+0.6%,44,+0.3%,94,+4.3%,54,+0.1,28,+2.0,25,+1.2%,46,-0.0%,46,+0.4%,64,-1.0
Mike Conley,20.1,MEM,Point,1354,17,-6.9,-13,65,+1.3,50,-0.3%,87,-1.6%,60,+0.6%,35,-1.5,2,+8.2,2,+4.0%,15,-1.5%,41,+0.8%,60,-0.6
Brian Cook,26.9,ORL,Big,536,46,-1.3,-3,31,-3.5,19,-2.7%,54,-0.0%,58,+0.5%,32,-1.7,72,-2.2,39,+0.5%,53,+0.2%,62,-0.8%,50,+0.4
Daequan Cook,20.5,MIA,Wing,1368,32,-3.5,-6,49,-0.8,33,-1.5%,79,-1.1%,58,+0.5%,20,-2.8,24,+2.7,65,-0.8%,28,-0.7%,35,+1.2%,5,+8.1
Jamal Crawford,27.6,NYK,Combo,3166,85,+6.0,+12,90,+6.1,93,+3.4%,44,+0.3%,18,-2.1%,90,+4.5,46,+0.1,36,+0.7%,7,-2.1%,97,-4.6%,79,-2.8
Javaris Crittenton,19.8,LAL,Combo,116,1,-16.3,-41,0,-19.5,11,-4.1%,0,+6.3%,1,-7.6%,11,-4.6,79,-3.2,71,-1.1%,99,+4.1%,19,+2.4%,22,+3.6
Javaris Crittenton,19.8,MEM,Wing,434,92,+8.3,+16,77,+3.2,68,+0.9%,58,-0.3%,73,+1.7%,74,+2.1,89,-5.1,97,-5.3%,42,-0.1%,23,+2.1%,33,+1.8
Austin Croshere,32.5,GSW,Big,390,35,-2.9,-7,38,-2.4,23,-2.3%,75,-0.9%,46,-0.3%,37,-1.3,41,+0.5,43,+0.2%,63,+0.6%,29,+1.6%,65,-1.1
Eddy Curry,24.9,NYK,Big,1520,5,-11.9,-22,16,-6.1,75,+1.3%,0,+5.3%,30,-1.4%,51,-0.2,7,+5.8,18,+1.7%,7,-2.1%,8,+4.0%,97,-8.2
Samuel Dalembert,27.5,PHI,Big,2716,60,+1.1,+3,62,+0.8,59,+0.4%,15,+1.8%,71,+1.6%,65,+1.3,52,-0.3,43,+0.4%,1,-2.7%,79,-1.9%,89,-4.5
Erick Dampier,32.3,DAL,Big,1749,50,-0.6,-1,54,-0.1,79,+1.7%,29,+1.1%,87,+2.9%,2,-8.0,42,+0.5,52,-0.2%,1,-2.9%,78,-1.9%,84,-3.8
Antonio Daniels,32.6,WAS,Point,2149,66,+2.1,+5,70,+2.0,46,-0.5%,61,-0.4%,79,+2.1%,67,+1.5,48,-0.1,16,+1.8%,84,+1.6%,49,+0.3%,81,-3.1
Marquis Daniels,26.8,IND,Combo,1504,71,+3.0,+8,71,+2.1,51,-0.1%,49,+0.1%,85,+2.6%,80,+2.9,60,-0.9,77,-1.7%,34,-0.5%,66,-1.2%,15,+4.8
Jermareo Davidson,23.0,CHA,Big,251,13,-8.5,-17,23,-4.8,13,-3.7%,83,-1.4%,35,-1.0%,50,-0.3,16,+3.7,57,-0.4%,21,-1.1%,21,+2.2%,51,+0.3
Baron Davis,28.6,GSW,Point,3183,92,+7.9,+20,90,+6.0,90,+2.7%,80,-1.2%,62,+0.8%,34,-1.5,69,-1.8,36,+0.7%,74,+1.0%,89,-2.9%,56,-0.2
Glen Davis,21.8,BOS,Big,815,23,-5.4,-9,20,-5.2,15,-3.2%,9,+2.3%,92,+3.9%,91,+4.6,45,+0.1,56,-0.4%,70,+0.9%,42,+0.7%,18,+4.3
Paul Davis,23.3,LAC,Big,182,5,-11.6,-17,5,-11.3,1,-8.1%,13,+2.0%,99,+7.9%,10,-4.9,44,+0.3,69,-1.0%,98,+3.8%,1,+7.7%,6,+7.7
Ricky Davis,28.1,MIA,Wing,2933,26,-4.6,-9,55,-0.0,36,-1.3%,70,-0.7%,53,+0.2%,74,+2.1,12,+4.6,24,+1.2%,9,-1.9%,67,-1.3%,25,+3.1
Carlos Delfino,25.2,TOR,Wing,1836,18,-6.5,-17,29,-3.8,25,-2.0%,19,+1.6%,81,+2.3%,53,+0.0,24,+2.7,28,+1.0%,48,+0.0%,68,-1.3%,11,+5.8
Luol Deng,22.5,CHI,Forward,2120,48,-0.8,-2,83,+4.3,58,+0.2%,69,-0.7%,91,+3.6%,71,+1.9,10,+5.1,18,+1.7%,20,-1.2%,21,+2.3%,60,-0.6
Boris Diaw,25.5,PHX,Big,2242,27,-4.4,-9,18,-5.7,31,-1.6%,31,+1.0%,10,-3.3%,26,-2.2,64,-1.4,41,+0.5%,83,+1.5%,71,-1.5%,44,+0.9
Yakhouba Diawara,25.2,DEN,Wing,427,45,-1.5,-3,8,-9.1,15,-3.2%,72,-0.8%,5,-4.4%,6,-5.8,96,-7.5,95,-3.8%,63,+0.6%,57,-0.4%,65,-1.2
Dan Dickau,29.1,LAC,Point,971,82,+5.2,+12,87,+4.9,78,+1.6%,72,-0.8%,83,+2.4%,63,+0.9,50,-0.2,40,+0.5%,76,+1.1%,65,-1.1%,33,+1.8
Travis Diener,25.7,IND,Point,1313,42,-1.9,-5,73,+2.4,51,-0.1%,91,-2.0%,20,-2.0%,72,+2.0,13,+4.3,14,+1.9%,62,+0.6%,17,+2.7%,31,+2.0
Ike Diogu,24.1,IND,Big,236,2,-14.3,-29,14,-6.5,12,-3.9%,4,+3.2%,87,+2.9%,21,-2.8,4,+7.8,16,+1.8%,23,-1.0%,8,+4.0%,5,+8.4
DeSagana Diop,25.8,DAL,Big,871,70,+2.8,+7,37,-2.6,24,-2.2%,72,-0.8%,47,-0.2%,47,-0.4,90,-5.3,76,-1.6%,98,+3.5%,44,+0.5%,61,-0.8
DeSagana Diop,25.8,NJN,Big,386,74,+3.9,+9,19,-5.4,34,-1.4%,4,+3.3%,99,+6.3%,1,-9.7,98,-9.3,96,-4.8%,44,-0.1%,85,-2.5%,80,-3.1
Juan Dixon,29.1,TOR,Combo,348,14,-8.1,-21,11,-7.7,8,-4.6%,42,+0.4%,89,+3.4%,24,-2.4,43,+0.4,50,-0.1%,75,+1.1%,87,-2.6%,4,+8.6
Juan Dixon,29.1,DET,Point,230,95,+9.3,+15,84,+4.5,94,+3.4%,9,+2.2%,92,+3.8%,23,-2.5,86,-4.7,93,-3.3%,96,+3.0%,49,+0.3%,5,+8.4
Michael Doleac,30.4,MIN,Big,248,39,-2.3,-5,16,-6.1,10,-4.2%,45,+0.3%,95,+4.7%,22,-2.6,83,-3.8,85,-2.2%,27,-0.8%,94,-3.7%,39,+1.3
Keyon Dooling,27.5,ORL,Combo,1276,44,-1.6,-3,24,-4.7,15,-3.2%,51,+0.1%,42,-0.5%,97,+8.1,77,-3.1,89,-2.7%,39,-0.2%,65,-1.1%,18,+4.2
Quincy Douby,23.5,SAC,Combo,808,13,-8.6,-20,10,-8.3,8,-4.4%,63,-0.4%,35,-1.0%,28,-2.0,44,+0.3,31,+0.8%,85,+1.7%,45,+0.5%,14,+4.9
Jared Dudley,22.3,CHA,Forward,1286,76,+4.2,+11,81,+3.9,45,-0.6%,68,-0.7%,96,+4.9%,90,+4.5,53,-0.4,77,-1.7%,5,-2.2%,75,-1.6%,30,+2.1
Chris Duhon,25.2,CHI,Point,1398,59,+1.0,+3,60,+0.5,60,+0.4%,45,+0.3%,30,-1.4%,86,+4.0,55,-0.5,57,-0.5%,52,+0.1%,61,-0.7%,31,+2.0
Tim Duncan,31.5,SAS,Big,2642,96,+9.6,+24,95,+7.9,90,+2.7%,82,-1.4%,88,+3.1%,68,+1.7,68,-1.8,61,-0.7%,7,-2.1%,70,-1.4%,94,-6.2
Mike Dunleavy,27.1,IND,Forward,2946,97,+11.3,+27,91,+6.4,95,+3.6%,74,-0.9%,26,-1.6%,58,+0.5,87,-4.9,63,-0.8%,51,+0.1%,68,-1.3%,95,-7.2
Kevin Durant,19.1,SEA,Wing,2749,14,-8.5,-18,52,-0.4,32,-1.5%,52,+0.0%,66,+1.2%,77,+2.5,3,+8.1,1,+4.5%,30,-0.6%,57,-0.3%,58,-0.4
Monta Ellis,22.0,GSW,Combo,3056,73,+3.6,+9,73,+2.5,91,+3.0%,87,-1.6%,3,-5.1%,68,+1.7,62,-1.1,55,-0.4%,89,+2.0%,37,+1.1%,74,-2.1
Francisco Elson,31.7,SAS,Big,497,8,-10.3,-26,7,-9.3,21,-2.5%,25,+1.3%,7,-3.9%,69,+1.7,38,+1.0,66,-0.9%,93,+2.6%,11,+3.4%,20,+4.0
Francisco Elson,31.7,SEA,Big,265,10,-9.8,-12,2,-13.0,2,-6.6%,87,-1.6%,13,-2.9%,3,-7.8,79,-3.2,67,-0.9%,81,+1.4%,84,-2.3%,91,-5.4
Melvin Ely,29.5,NOH,Big,566,67,+2.4,+6,31,-3.5,62,+0.5%,26,+1.2%,21,-2.0%,19,-3.0,92,-5.9,97,-5.8%,2,-2.7%,64,-1.0%,55,-0.1
