Player,Age,Team,Pos,MIN,Diff Rank,Diff,Exp W,OFFENSE: Pts/Poss Rank,OFFENSE: Pts/Poss,OFFENSE: eFG% Rank,OFFENSE: eFG%,OFFENSE: TOV% Rank,OFFENSE: TOV%,OFFENSE: ORB% Rank,OFFENSE: ORB%,OFFENSE: FT Rate Rank,OFFENSE: FT Rate,DEFENSE: Pts/Poss Rank,DEFENSE: Pts/Poss,DEFENSE: eFG% Rank,DEFENSE: eFG%,DEFENSE: TOV% Rank,DEFENSE: TOV%,DEFENSE: ORB% Rank,DEFENSE: ORB%,DEFENSE: FT Rate Rank,DEFENSE: FT Rate
Malik Allen,25.3,MIA,Big,132,69,+8.1,+22,86,+14.2,91,+8.2%,72,-2.5%,36,-2.3%,30,-4.0,24,+6.2,40,+1.1%,10,-6.1%,88,-7.5%,12,+6.4
Rafer Alston,27.3,MIA,Point,288,23,-6.8,-20,1,-15.1,1,-10.0%,57,-0.6%,86,+5.2%,13,-7.6,76,-8.2,77,-4.2%,15,-4.1%,95,-10.2%,9,+8.2
Shandon Anderson,29.8,NYK,Wing,111,80,+12.1,+10,19,-7.0,9,-6.1%,3,+5.4%,97,+13.7%,28,-5.1,97,-19.2,79,-4.4%,90,+3.5%,81,-5.5%,19,+3.8
Carmelo Anthony,19.4,DEN,Wing,144,8,-13.1,-33,27,-4.6,17,-4.4%,44,-0.0%,56,-0.1%,62,+3.0,20,+8.4,48,+0.6%,5,-7.6%,86,-7.3%,39,+0.9
Darrell Armstrong,35.4,NOH,Point,149,10,-11.3,-31,14,-9.3,36,-1.6%,20,+2.4%,21,-4.4%,14,-7.6,41,+2.0,68,-1.8%,65,+1.2%,8,+8.1%,50,-0.5
Chucky Atkins,29.2,BOS,Point,134,43,-1.8,-1,40,-1.2,24,-3.0%,25,+1.6%,64,+1.1%,100,+20.3,50,+0.6,55,0.0%,22,-3.3%,74,-4.4%,58,-1.7
Stacey Augmon,35.2,NOH,Wing,165,50,+0.6,+2,63,+3.6,34,-1.7%,46,-0.0%,33,-2.6%,95,+15.1,33,+3.1,76,-3.5%,23,-3.2%,11,+7.0%,41,+0.8
Jonathan Bender,22.8,IND,Big,186,39,-2.2,-6,50,+1.3,59,+1.6%,24,+1.9%,72,+2.8%,63,+3.3,31,+3.5,69,-2.0%,37,-1.5%,13,+6.7%,31,+2.0
Mike Bibby,25.5,SAC,Point,498,91,+24.1,+46,85,+14.2,99,+12.9%,74,-2.6%,2,-10.2%,3,-14.0,83,-9.9,81,-4.4%,62,+1.1%,37,+1.3%,71,-3.6
Chauncey Billups,27.1,DET,Combo,882,57,+2.6,+4,89,+15.5,70,+2.9%,90,-6.3%,66,+1.4%,66,+3.8,8,+12.9,15,+4.1%,9,-6.4%,63,-2.7%,53,-0.9
Mark Blount,27.9,BOS,Big,144,94,+25.6,+10,46,+0.8,95,+9.4%,7,+4.6%,0,-25.3%,94,+14.9,100,-24.8,98,-12.8%,3,-8.7%,97,-13.3%,98,-23.4
Bruce Bowen,32.4,SAS,Wing,297,17,-8.8,-24,30,-4.2,72,+3.3%,53,-0.3%,18,-4.8%,7,-11.3,29,+4.7,60,-0.9%,17,-3.9%,16,+6.4%,96,-15.2
Earl Boykins,27.4,DEN,Point,116,90,+20.6,+47,79,+10.2,63,+2.1%,81,-4.4%,91,+7.5%,16,-7.5,86,-10.4,74,-2.9%,93,+4.7%,43,+0.8%,2,+14.1
Devin Brown,24.8,SAS,Combo,124,17,-8.9,-25,24,-5.4,6,-6.4%,39,+0.6%,96,+8.3%,41,-1.4,30,+3.6,63,-1.4%,54,-0.2%,30,+3.1%,8,+8.6
P.J. Brown,34.0,NOH,Big,254,24,-6.7,-20,76,+8.9,40,-1.1%,86,-4.9%,100,+14.4%,6,-12.0,5,+15.6,10,+5.1%,55,+0.0%,36,+1.6%,16,+5.1
