Player,Age,Team,Pos,MIN,FT% Rank,FT%,SFLD% Rank,SFLD%,FFLD% Rank,FFLD%,AND1% Rank,AND1%
Jon Brockman,23.6,MIL,Big,624,36,66.1%,68,16.5%,70,1.8%,14,11.8%
Aaron Brooks,25.8,HOU,Point,785,98,93.8%,36,6.2%,91,2.6%,9,4.2%
Aaron Brooks,25.8,PHX,Point,460,41,81.5%,50,7.8%,71,2.1%,17,12.5%
Derrick Brown,23.1,CHA,Forward,443,5,56.1%,98,19.8%,35,1.0%,96,50.0%
Kwame Brown,28.6,CHA,Big,1689,21,58.7%,91,24.5%,90,2.7%,66,26.1%
Shannon Brown,24.9,LAL,Wing,1454,99,91.5%,36,7.2%,18,0.6%,67,25.0%
Kobe Bryant,32.2,LAL,Wing,2776,75,83.0%,79,12.9%,99,3.3%,73,25.3%
Chase Budinger,22.4,HOU,Wing,1650,85,85.1%,55,9.1%,23,0.7%,38,19.4%
Caron Butler,30.6,DAL,Wing,863,47,77.3%,61,10.2%,72,1.4%,40,19.5%
Rasual Butler,31.4,LAC,Wing,711,10,66.7%,7,3.6%,7,0.4%,13,12.5%
Andrew Bynum,23.0,LAL,Big,1488,35,66.0%,82,18.6%,73,1.9%,32,18.9%
Will Bynum,27.8,DET,Point,1057,54,83.2%,78,10.4%,84,2.3%,83,27.9%
Jose Calderon,29.1,TOR,Point,2094,65,85.4%,21,4.4%,22,1.1%,26,14.8%
Marcus Camby,36.6,POR,Big,1528,27,61.4%,35,11.3%,31,1.1%,75,27.8%
Derrick Caracter,22.5,LAL,Big,117,0,71.4%,40,11.8%,94,2.8%,0,0.0%
Brian Cardinal,33.5,DAL,Forward,567,0,94.4%,10,4.0%,78,1.7%,0,0.0%
Rodney Carney,26.6,GSW,Forward,308,20,69.2%,57,11.1%,8,0.6%,33,16.7%
Matt Carroll,30.2,CHA,Wing,559,58,79.6%,71,11.4%,83,1.7%,93,39.1%
Anthony Carter,35.4,DEN,Point,138,0,100.0%,0,0.0%,7,0.7%,98,0.0%
Anthony Carter,35.4,NYK,Point,299,0,100.0%,3,1.5%,19,1.1%,0,0.0%
Vince Carter,33.8,ORL,Wing,663,31,74.7%,64,10.5%,79,1.6%,78,26.7%
Vince Carter,33.8,PHX,Wing,1363,29,74.0%,37,7.4%,68,1.4%,86,31.3%
Omri Casspi,22.4,SAC,Wing,1636,14,68.1%,28,6.3%,50,1.1%,31,17.1%
Mario Chalmers,24.5,MIA,Point,1498,83,87.9%,17,3.2%,31,1.3%,14,8.3%
Tyson Chandler,28.1,DAL,Big,2054,59,73.2%,89,24.0%,92,2.8%,44,21.7%
Wilson Chandler,23.5,DEN,Wing,638,60,80.0%,45,8.3%,25,0.7%,88,33.3%
Wilson Chandler,23.5,NYK,Forward,1750,73,80.7%,29,7.2%,16,0.8%,67,24.1%
Josh Childress,27.4,PHX,Forward,823,2,51.9%,65,12.6%,12,0.7%,88,29.6%
Earl Clark,22.8,ORL,Big,338,19,57.6%,44,12.5%,15,0.8%,33,20.0%
Jarron Collins,31.9,LAC,Big,146,0,70.0%,9,6.3%,98,3.1%,0,0.0%
Jason Collins,31.9,ATL,Big,577,29,62.2%,88,23.5%,72,1.9%,42,21.1%
Darren Collison,23.2,IND,Point,2344,78,87.1%,69,9.3%,36,1.3%,90,31.8%
Nick Collison,30.0,OKC,Big,1498,70,75.3%,59,14.7%,20,0.9%,90,33.3%
Mike Conley,23.1,MEM,Point,2864,13,73.3%,60,9.0%,50,1.7%,28,15.2%
Brian Cook,29.9,LAC,Big,407,0,55.6%,2,4.3%,20,0.9%,77,28.6%
Daequan Cook,23.5,OKC,Wing,538,0,76.5%,5,3.1%,2,0.2%,41,20.0%
DeMarcus Cousins,20.2,SAC,Big,2267,46,68.8%,66,16.1%,92,2.8%,41,20.9%
Jamal Crawford,30.6,ATL,Combo,2238,73,84.9%,47,9.3%,43,1.5%,41,19.8%
Jordan Crawford,22.0,WAS,Combo,843,93,88.2%,20,6.9%,14,1.0%,73,26.7%
Dante Cunningham,23.5,CHA,Forward,516,0,80.0%,4,3.4%,27,1.0%,94,33.3%
Dante Cunningham,23.5,POR,Big,1070,44,68.3%,5,5.2%,16,0.8%,18,13.3%
Stephen Curry,22.6,GSW,Point,2478,100,94.2%,47,6.9%,43,1.6%,76,26.7%
Samuel Dalembert,30.5,SAC,Big,1921,56,72.6%,30,10.2%,53,1.4%,52,22.6%
Erick Dampier,35.3,MIA,Big,784,12,53.5%,67,16.3%,62,1.6%,85,31.3%
Marquis Daniels,29.8,BOS,Wing,861,15,68.5%,77,12.4%,63,1.3%,85,31.0%
Baron Davis,31.6,CLE,Combo,379,46,81.5%,22,7.6%,2,0.2%,94,35.7%
Baron Davis,31.6,LAC,Point,1263,20,75.7%,59,8.6%,34,1.3%,72,25.5%
Ed Davis,21.4,TOR,Big,1540,14,55.3%,64,15.7%,8,0.7%,74,27.4%
Glen Davis,24.8,BOS,Big,2241,64,74.3%,45,12.5%,51,1.4%,28,17.6%
Austin Daye,22.4,DET,Forward,1372,44,75.8%,45,9.1%,47,1.2%,20,14.0%
DeMar DeRozan,21.2,TOR,Wing,2828,69,81.3%,91,15.8%,70,1.4%,66,24.3%
Carlos Delfino,28.2,MIL,Wing,1584,60,80.0%,25,6.1%,17,0.6%,8,6.1%
Luol Deng,25.5,CHI,Wing,3194,36,75.3%,72,11.7%,81,1.6%,44,20.3%
Boris Diaw,28.5,CHA,Forward,2763,15,68.6%,18,5.7%,59,1.3%,82,28.3%
Ike Diogu,27.1,LAC,Big,437,41,67.8%,74,17.6%,66,1.7%,87,32.1%
DeSagana Diop,28.8,CHA,Big,170,0,36.4%,81,18.5%,3,0.5%,33,20.0%
Keyon Dooling,30.5,MIL,Combo,1703,63,84.3%,10,5.7%,61,1.7%,73,26.7%
Joey Dorsey,26.9,TOR,Big,482,3,43.6%,90,24.1%,10,0.7%,13,10.7%
Toney Douglas,24.6,NYK,Combo,1935,37,80.0%,8,5.3%,8,0.8%,39,19.5%
Chris Douglas-Roberts,23.8,MIL,Wing,831,79,83.9%,96,17.6%,47,1.1%,83,30.0%
Zabian Dowdell,26.1,PHX,Combo,233,0,92.3%,14,6.0%,22,1.2%,98,50.0%
Goran Dragic,24.5,HOU,Combo,344,7,67.7%,65,11.2%,94,2.6%,12,14.3%
Goran Dragic,24.5,PHX,Combo,807,2,60.7%,49,9.4%,100,4.1%,73,26.7%
Jared Dudley,25.3,PHX,Wing,2071,30,74.4%,82,13.3%,74,1.5%,27,16.5%
Chris Duhon,28.2,ORL,Point,708,0,59.1%,43,6.7%,17,1.0%,17,12.5%
Tim Duncan,34.5,SAS,Big,2149,54,71.6%,48,12.8%,54,1.4%,27,17.5%
Mike Dunleavy,30.1,IND,Forward,1674,71,80.5%,43,8.8%,31,1.0%,18,12.2%
Kevin Durant,22.1,OKC,Forward,3030,98,88.0%,76,13.8%,96,2.4%,39,17.6%
Wayne Ellington,22.9,MIN,Wing,1087,56,78.7%,19,5.5%,15,0.5%,62,23.8%
Monta Ellis,25.0,GSW,Combo,3213,29,78.9%,63,10.4%,84,2.2%,57,22.1%
Francisco Elson,34.7,UTA,Big,562,99,88.9%,18,8.0%,64,1.6%,61,25.0%
Melvin Ely,32.5,DEN,Big,323,0,57.9%,62,15.2%,52,1.4%,20,14.3%
Semih Erden,24.3,BOS,Big,448,43,68.1%,88,23.5%,51,1.4%,83,30.4%
Jeremy Evans,23.0,UTA,Forward,408,17,69.0%,69,12.7%,65,1.4%,61,23.1%
Maurice Evans,32.0,ATL,Wing,764,0,87.5%,29,6.4%,12,0.5%,28,16.7%
Maurice Evans,32.0,WAS,Wing,694,100,92.9%,7,4.0%,39,0.9%,49,22.2%
Reggie Evans,30.5,TOR,Big,793,13,54.5%,94,26.2%,97,3.1%,58,24.2%
Tyreke Evans,21.1,SAC,Wing,2101,45,77.0%,75,11.9%,74,1.5%,65,24.0%
Christian Eyenga,21.4,CLE,Wing,908,4,64.3%,17,5.0%,13,0.5%,88,33.3%
Jordan Farmar,23.9,BKN,Point,1768,48,82.0%,22,4.7%,38,1.3%,62,22.6%
Derrick Favors,19.3,BKN,Big,1046,24,60.0%,72,17.2%,22,0.9%,53,22.6%
Derrick Favors,19.3,UTA,Big,428,17,56.4%,77,17.9%,38,1.2%,87,32.1%
Raymond Felton,26.3,DEN,Combo,632,5,60.7%,43,9.1%,51,1.6%,71,26.3%
Raymond Felton,26.3,NYK,Point,2070,74,86.5%,34,5.7%,69,2.0%,55,21.3%
Rudy Fernandez,25.6,POR,Combo,1771,80,85.8%,51,9.5%,39,1.5%,27,17.5%
Kyrylo Fesenko,23.9,UTA,Big,412,4,43.9%,73,17.3%,48,1.4%,6,5.6%
Landry Fields,22.3,NYK,Wing,2532,44,76.9%,64,10.4%,34,0.9%,35,19.1%
Derek Fisher,36.2,LAL,Point,2293,43,81.6%,40,6.6%,14,1.0%,59,21.6%
Jonny Flynn,21.7,MIN,Point,927,33,77.5%,16,3.1%,53,1.8%,60,22.2%
Gary Forbes,25.7,DEN,Wing,688,8,65.7%,83,13.4%,40,0.9%,88,33.3%
T.J. Ford,27.6,IND,Point,759,11,72.9%,62,9.1%,57,1.8%,36,18.2%
Jeff Foster,33.8,IND,Big,938,16,56.3%,28,10.0%,56,1.5%,47,22.2%
Randy Foye,27.1,LAC,Wing,1534,97,89.2%,41,7.7%,57,1.2%,25,16.3%
Channing Frye,27.5,PHX,Big,2528,93,83.2%,3,4.6%,38,1.2%,84,30.8%
Dan Gadzuric,32.7,BKN,Big,149,0,41.7%,59,14.6%,73,1.9%,90,33.3%
Dan Gadzuric,32.7,GSW,Big,285,0,35.7%,12,6.8%,59,1.5%,90,33.3%
Sundiata Gaines,24.5,BKN,Combo,145,0,55.0%,84,14.8%,86,2.2%,10,12.5%
Danilo Gallinari,22.2,DEN,Forward,429,59,77.2%,100,26.1%,86,1.9%,29,16.3%
Danilo Gallinari,22.2,NYK,Forward,1662,100,89.5%,96,19.2%,90,2.1%,12,10.2%
Francisco Garcia,28.8,SAC,Wing,1372,87,85.5%,18,5.5%,55,1.2%,49,22.2%
Kevin Garnett,34.5,BOS,Big,2215,98,86.2%,19,8.6%,91,2.8%,17,13.2%
Marc Gasol,25.8,MEM,Big,2580,68,74.7%,70,17.1%,96,3.0%,94,34.1%
Pau Gasol,30.3,LAL,Big,3018,93,82.5%,55,14.3%,88,2.6%,80,29.4%
Rudy Gay,24.2,MEM,Wing,2145,63,80.5%,59,10.1%,69,1.4%,36,19.1%
Alonzo Gee,23.4,CLE,Wing,936,67,80.8%,86,14.5%,16,0.5%,48,21.6%
Alonzo Gee,23.4,WAS,Wing,120,0,66.7%,97,19.4%,7,0.4%,0,0.0%
Paul George,20.5,IND,Forward,1189,54,76.9%,49,9.8%,14,0.7%,51,20.5%
Daniel Gibson,24.7,CLE,Combo,1810,54,82.4%,31,8.0%,47,1.6%,59,22.2%
Taj Gibson,25.4,CHI,Big,1696,40,67.1%,43,12.4%,40,1.2%,12,10.4%
Manu Ginobili,33.3,SAS,Wing,2413,89,87.1%,80,13.0%,100,3.6%,53,22.6%
Ryan Gomes,28.2,LAC,Forward,2087,27,71.8%,27,7.1%,2,0.5%,14,10.5%
Drew Gooden,29.1,MIL,Big,857,87,79.8%,37,11.5%,70,1.8%,59,24.4%
Ben Gordon,27.6,DET,Combo,2068,78,85.4%,18,6.7%,35,1.4%,63,22.6%
Eric Gordon,21.9,LAC,Wing,2106,73,82.7%,83,13.5%,96,2.3%,75,26.1%
Marcin Gortat,26.7,ORL,Big,368,0,62.5%,26,9.6%,12,0.8%,61,25.0%
Marcin Gortat,26.7,PHX,Big,1615,61,73.7%,53,13.8%,62,1.6%,24,16.3%
Joey Graham,28.4,CLE,Forward,526,85,83.9%,41,8.6%,39,1.1%,75,26.7%
Stephen Graham,28.4,BKN,Wing,898,72,82.1%,46,8.3%,11,0.5%,67,25.0%
Danny Granger,27.5,IND,Wing,2752,84,84.9%,81,13.2%,93,2.0%,21,15.0%
Aaron Gray,25.9,NOP,Big,503,5,44.4%,30,10.2%,55,1.4%,82,30.0%
Jeff Green,24.2,BOS,Forward,593,66,78.7%,63,11.7%,82,1.8%,27,16.0%
Jeff Green,24.2,OKC,Forward,1811,76,81.8%,73,12.8%,43,1.1%,59,23.0%
Willie Green,29.3,NOP,Wing,1640,57,79.2%,32,6.8%,46,1.1%,62,23.8%
Donte Greene,22.7,SAC,Wing,1077,9,66.1%,36,7.2%,19,0.6%,79,28.6%
Blake Griffin,21.6,LAC,Big,3101,33,64.0%,84,19.8%,99,3.6%,69,26.5%
Hamed Haddadi,25.5,MEM,Big,124,0,63.2%,78,18.0%,49,1.4%,47,22.2%
Richard Hamilton,32.7,DET,Combo,1485,71,84.9%,24,7.6%,59,1.7%,18,14.8%
Tyler Hansbrough,25.0,IND,Big,1462,76,77.6%,65,15.9%,83,2.3%,41,21.0%
Luke Harangody,22.8,BOS,Big,172,0,66.7%,8,6.1%,3,0.6%,99,66.7%
Luke Harangody,22.8,CLE,Big,391,0,77.8%,5,5.0%,16,0.8%,0,0.0%
James Harden,21.2,OKC,Wing,2098,81,84.5%,98,20.0%,88,1.8%,33,18.3%
Al Harrington,30.7,DEN,Big,1610,57,72.8%,15,7.6%,30,1.1%,59,24.5%
Devin Harris,27.7,BKN,Combo,1720,61,84.0%,100,18.9%,96,2.8%,31,18.5%
Devin Harris,27.7,UTA,Combo,528,56,82.6%,96,15.9%,92,2.3%,22,16.7%
Manny Harris,21.1,CLE,Combo,838,24,76.8%,80,14.2%,6,0.8%,8,11.9%
Udonis Haslem,30.4,MIA,Big,307,0,80.0%,27,9.9%,40,1.2%,0,0.0%
Spencer Hawes,22.5,PHI,Big,1710,11,53.4%,17,7.7%,22,0.9%,65,26.1%
Chuck Hayes,27.4,HOU,Big,2070,36,66.4%,53,13.6%,9,0.7%,53,22.9%
Gordon Hayward,20.6,UTA,Wing,1130,25,71.4%,63,10.3%,98,3.0%,83,30.0%
Lazar Hayward,23.9,MIN,Wing,338,54,78.6%,69,11.1%,33,0.9%,18,14.3%
Brendan Haywood,30.9,DAL,Big,1284,1,36.4%,98,30.3%,72,1.9%,87,32.1%
Luther Head,27.9,SAC,Combo,579,27,78.0%,59,10.1%,12,1.0%,4,11.1%
Gerald Henderson,22.9,CHA,Combo,1636,32,79.2%,61,10.4%,71,1.9%,20,15.6%
Xavier Henry,19.6,MEM,Wing,507,1,63.3%,88,14.6%,31,0.8%,92,36.0%
Roy Hibbert,23.9,IND,Big,2237,66,74.5%,52,13.6%,93,2.8%,66,26.1%
JJ Hickson,22.2,CLE,Big,2206,44,68.2%,67,16.4%,55,1.4%,51,22.5%
Nene Hilario,28.1,DEN,Big,2286,53,71.0%,92,25.3%,81,2.2%,88,32.2%
George Hill,24.5,SAS,Combo,2103,85,86.0%,98,16.4%,63,1.7%,65,23.3%
Grant Hill,38.1,PHX,Forward,2404,83,82.9%,71,12.7%,51,1.2%,63,23.3%
Jordan Hill,23.3,HOU,Big,1045,50,70.5%,36,11.4%,42,1.3%,95,35.9%
Kirk Hinrich,29.8,ATL,Point,684,0,66.7%,19,3.7%,12,0.9%,22,14.3%
Kirk Hinrich,29.8,WAS,Combo,1465,90,87.6%,45,9.3%,24,1.2%,82,30.2%
Jrue Holiday,20.4,PHI,Combo,2863,51,82.3%,35,8.7%,18,1.1%,92,34.1%
Ryan Hollins,26.1,CLE,Big,1121,42,68.0%,94,26.0%,87,2.5%,37,20.3%
Al Horford,24.4,ATL,Big,2698,87,80.3%,20,8.7%,60,1.5%,76,28.2%
Eddie House,32.5,MIA,Combo,866,100,100.0%,2,1.1%,4,0.7%,88,33.3%
Dwight Howard,24.9,ORL,Big,2924,24,59.7%,98,29.0%,100,5.8%,36,20.3%
Josh Howard,30.5,WAS,Wing,395,0,62.2%,69,11.2%,64,1.3%,87,31.6%
Juwan Howard,37.7,MIA,Big,500,0,88.0%,27,9.9%,19,0.9%,11,10.0%
Kris Humphries,25.7,BKN,Big,2048,37,66.5%,49,13.0%,85,2.4%,52,22.6%
Serge Ibaka,21.1,OKC,Big,2183,69,75.0%,41,12.2%,34,1.1%,31,18.3%
Andre Iguodala,26.8,PHI,Wing,2459,18,69.2%,88,15.2%,92,2.0%,22,15.4%
Zydrunas Ilgauskas,35.4,MIA,Big,1125,81,78.3%,11,6.7%,5,0.6%,30,18.2%
Ersan Ilyasova,23.5,MIL,Big,1492,100,89.4%,15,7.5%,57,1.5%,27,17.5%
Jarrett Jack,27.0,NOP,Combo,1281,68,84.9%,69,11.6%,76,2.0%,16,14.8%
Jarrett Jack,27.0,TOR,Point,338,70,86.4%,84,12.3%,66,2.0%,88,31.3%
Darnell Jackson,25.0,SAC,Big,430,23,59.5%,37,11.5%,28,1.0%,81,29.4%
Stephen Jackson,32.6,CHA,Wing,2399,71,81.5%,68,11.0%,84,1.7%,31,17.3%
Damion James,23.1,BKN,Wing,372,0,66.7%,74,11.8%,3,0.2%,95,41.7%
LeBron James,25.8,MIA,Forward,3053,46,76.0%,82,16.3%,100,2.8%,80,28.0%
Antawn Jamison,34.4,CLE,Forward,1820,32,72.8%,51,10.0%,94,2.4%,76,27.7%
Othyus Jeffers,25.2,WAS,Wing,290,12,67.5%,100,25.0%,45,1.0%,12,11.1%
Al Jefferson,25.8,UTA,Big,2933,73,76.1%,34,11.2%,37,1.1%,95,36.1%
Richard Jefferson,30.4,SAS,Forward,2440,41,75.6%,67,12.6%,41,1.1%,33,16.7%
Jared Jeffries,28.9,NYK,Big,456,0,42.1%,56,14.5%,13,0.8%,97,37.5%
Brandon Jennings,21.1,MIL,Point,2165,39,81.1%,52,7.9%,76,2.2%,33,16.9%
Pooh Jeter,26.9,SAC,Point,780,87,88.2%,33,5.4%,26,1.2%,29,15.4%
Amir Johnson,23.5,TOR,Big,1842,83,78.8%,54,14.1%,65,1.6%,89,32.5%
Armon Johnson,21.7,POR,Combo,243,0,60.0%,76,13.3%,10,0.9%,29,18.2%
James Johnson,23.7,TOR,Wing,688,24,70.7%,78,12.7%,10,0.5%,49,22.2%
Joe Johnson,29.3,ATL,Wing,2549,62,80.2%,38,7.5%,91,1.9%,64,23.9%
Wesley Johnson,23.3,MIN,Wing,2039,16,68.9%,26,6.3%,5,0.3%,67,25.0%
Dahntay Jones,29.8,IND,Wing,538,54,78.6%,94,17.1%,82,1.6%,56,23.1%
Dominique Jones,22.0,DAL,Wing,105,0,77.8%,85,14.3%,37,0.9%,41,20.0%
James Jones,30.1,MIA,Wing,1454,78,83.8%,6,3.3%,38,0.9%,32,18.2%
Solomon Jones,26.3,IND,Big,504,34,64.9%,80,18.2%,77,2.0%,15,12.0%
DeAndre Jordan,22.3,LAC,Big,2030,6,46.4%,85,20.6%,75,1.9%,30,18.1%
Chris Kaman,28.5,LAC,Big,836,70,75.4%,13,7.1%,6,0.6%,61,25.0%
Jason Kidd,37.6,DAL,Point,2646,76,87.0%,7,1.7%,16,1.0%,43,20.0%
Andrei Kirilenko,29.7,UTA,Forward,1988,61,77.2%,94,19.1%,73,1.6%,41,18.0%
Linas Kleiza,25.8,TOR,Forward,1021,7,61.9%,31,7.5%,10,0.6%,57,22.6%
Kyle Korver,29.6,CHI,Wing,1576,95,89.2%,2,1.3%,60,1.2%,18,14.3%
Kosta Koufos,21.7,MIN,Big,299,0,45.0%,16,7.7%,15,0.8%,15,12.5%
Nenad Krstic,27.3,BOS,Big,548,64,74.4%,86,20.8%,44,1.3%,6,5.3%
Nenad Krstic,27.3,OKC,Big,1007,86,79.7%,24,9.3%,19,0.9%,70,26.7%
Carl Landry,27.1,NOP,Big,598,85,79.5%,58,14.6%,85,2.4%,73,27.3%
Carl Landry,27.1,SAC,Big,1389,56,72.8%,83,18.6%,79,2.1%,67,26.2%
Acie Law,25.8,GSW,Combo,619,20,75.0%,71,12.9%,65,1.7%,53,21.7%
Ty Lawson,23.0,DEN,Point,2017,28,77.1%,88,14.0%,33,1.3%,74,26.5%
Courtney Lee,25.1,HOU,Wing,1613,53,78.4%,43,7.9%,29,0.8%,23,15.6%
David Lee,27.5,GSW,Big,2627,81,78.7%,46,12.6%,36,1.1%,83,30.4%
Rashard Lewis,31.2,ORL,Forward,809,39,75.6%,16,5.3%,67,1.5%,47,20.0%
Rashard Lewis,31.2,WAS,Forward,1011,88,84.3%,24,6.1%,61,1.3%,47,20.0%
Jeremy Lin,22.2,GSW,Point,236,0,84.2%,74,10.3%,97,3.0%,22,14.3%
Shaun Livingston,25.1,CHA,Combo,1215,88,86.4%,73,13.1%,78,2.0%,47,21.4%
Brook Lopez,22.6,BKN,Big,2881,82,78.7%,69,16.7%,67,1.7%,68,26.4%
Robin Lopez,22.6,PHX,Big,977,63,74.2%,44,12.5%,76,2.0%,51,22.4%
Kevin Love,22.1,MIN,Big,2601,97,85.0%,77,17.9%,95,2.9%,33,19.2%
Kyle Lowry,24.6,HOU,Point,2557,24,76.5%,71,10.2%,86,2.4%,57,21.6%
