Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,TEAM FG%: Rim Rank,TEAM FG%: Rim,TEAM FG%: Short Mid Rank,TEAM FG%: Short Mid,TEAM FG%: Long Mid Rank,TEAM FG%: Long Mid,TEAM FG%: All Mid Rank,TEAM FG%: All Mid,TEAM FG%: Corner Three Rank,TEAM FG%: Corner Three,TEAM FG%: Non Corner Rank,TEAM FG%: Non Corner,TEAM FG%: All Three Rank,TEAM FG%: All Three
Rafer Alston,30.3,HOU,Point,308,58,+2.0%,90,+11.5%,8,-17.0%,96,+15.0%,34,-2.3%,22,-10.9%,57,+4.8%,39,-0.5%
Carmelo Anthony,22.4,DEN,Wing,209,96,+11.5%,77,+6.0%,67,+3.7%,66,+4.6%,77,+5.8%,100,+41.7%,94,+23.7%,96,+28.2%
Leandro Barbosa,23.9,PHX,Combo,344,18,-3.7%,29,-2.9%,24,-7.0%,64,+4.5%,47,-0.3%,10,-22.2%,6,-14.0%,8,-15.4%
Andrea Bargnani,21.0,TOR,Big,174,54,+1.5%,50,+0.2%,96,+23.4%,56,+2.4%,85,+7.2%,11,-18.3%,22,-6.5%,9,-12.8%
Matt Barnes,26.6,GSW,Forward,328,64,+2.7%,4,-11.9%,89,+13.7%,71,+5.3%,89,+7.6%,62,+4.5%,77,+9.2%,75,+7.4%
Brent Barry,34.8,SAS,Wing,209,16,-3.7%,11,-8.0%,50,-0.3%,42,-2.2%,43,-1.4%,46,-1.9%,20,-6.7%,25,-5.9%
Shane Battier,28.1,HOU,Forward,271,82,+5.6%,15,-6.9%,37,-3.0%,100,+19.4%,96,+11.5%,73,+8.1%,26,-4.9%,39,-0.5%
Raja Bell,30.1,PHX,Wing,437,68,+2.9%,34,-1.9%,65,+3.4%,87,+9.7%,84,+6.9%,61,+4.0%,79,+9.7%,76,+7.7%
Andris Biedrins,20.6,GSW,Big,264,46,+0.4%,65,+3.2%,27,-5.4%,24,-6.5%,18,-5.8%,42,-2.8%,53,+4.2%,53,+2.1%
Chauncey Billups,30.1,DET,Point,647,94,+8.9%,36,-1.7%,93,+18.2%,58,+2.4%,82,+6.9%,96,+35.2%,56,+4.8%,91,+15.6%
Steve Blake,26.7,DEN,Point,179,86,+6.5%,30,-2.8%,44,-1.7%,70,+5.2%,68,+3.0%,25,-10.0%,97,+32.1%,94,+23.0%
Josh Boone,21.9,NJN,Big,103,79,+5.0%,46,-0.0%,95,+21.6%,57,+2.4%,91,+8.4%,72,+7.4%,46,+1.6%,61,+3.8%
Carlos Boozer,24.9,UTA,Big,651,91,+7.9%,86,+9.8%,72,+4.7%,78,+6.4%,78,+5.8%,84,+15.6%,70,+7.2%,81,+8.0%
Chris Bosh,22.6,TOR,Big,222,9,-6.2%,4,-10.5%,68,+3.8%,4,-15.9%,5,-10.7%,49,0.0%,74,+8.2%,77,+7.8%
Bruce Bowen,35.4,SAS,Wing,684,37,-0.5%,56,+2.1%,71,+4.6%,76,+5.8%,74,+5.3%,39,-4.5%,23,-6.1%,26,-5.5%
Kwame Brown,24.6,LAL,Big,132,75,+3.9%,74,+5.3%,55,+0.6%,32,-5.1%,30,-2.9%,78,+10.0%,50,+3.6%,65,+5.1%
P.J. Brown,37.0,CHI,Big,225,51,+0.8%,22,-5.2%,15,-11.7%,61,+3.5%,45,-0.7%,93,+31.9%,71,+7.3%,89,+13.9%
Kobe Bryant,28.2,LAL,Wing,211,97,+11.9%,96,+21.6%,76,+5.5%,10,-10.0%,40,-1.6%,98,+39.3%,75,+8.8%,89,+13.6%
Jose Calderon,25.1,TOR,Point,138,84,+6.5%,83,+9.4%,75,+5.2%,77,+6.2%,81,+6.0%,11,-18.3%,75,+8.8%,40,0.0%
Marcus Camby,32.6,DEN,Big,184,100,+15.5%,92,+13.1%,75,+5.1%,36,-3.1%,56,+0.7%,80,+11.4%,100,+40.4%,100,+34.7%
Vince Carter,29.8,NJN,Wing,484,20,-2.9%,76,+6.0%,14,-12.4%,31,-5.1%,15,-7.2%,18,-12.9%,25,-5.3%,16,-8.0%
Jarron Collins,27.9,UTA,Big,100,13,-4.5%,45,-0.3%,21,-7.7%,18,-7.2%,14,-7.2%,21,-11.2%,85,+11.5%,63,+4.8%
Jason Collins,27.9,NJN,Big,328,8,-6.4%,51,+0.2%,23,-7.2%,15,-8.1%,12,-7.7%,37,-4.7%,25,-5.0%,27,-5.3%
Antonio Daniels,31.6,WAS,Point,175,99,+15.5%,2,-14.0%,98,+38.6%,27,-5.8%,87,+7.5%,97,+36.4%,98,+33.3%,99,+34.2%
Baron Davis,27.6,GSW,Point,442,61,+2.5%,93,+13.9%,51,-0.1%,0,-42.8%,2,-21.5%,75,+8.8%,52,+4.1%,75,+6.5%
Carlos Delfino,24.2,DET,Wing,122,4,-8.5%,80,+6.8%,17,-9.0%,13,-8.7%,8,-9.1%,7,-24.0%,3,-18.4%,3,-20.0%
Luol Deng,21.5,CHI,Forward,409,41,-0.0%,60,+2.6%,22,-7.5%,96,+15.1%,90,+7.9%,13,-17.1%,41,0.0%,14,-8.7%
Boris Diaw,24.5,PHX,Big,227,40,-0.3%,35,-1.8%,49,-0.7%,54,+1.9%,60,+1.2%,16,-16.2%,54,+4.3%,36,-1.5%
DeSagana Diop,24.8,DAL,Big,139,78,+4.6%,72,+4.8%,85,+9.8%,98,+16.5%,99,+14.0%,24,-10.5%,19,-7.0%,17,-7.7%
Chris Duhon,24.2,CHI,Point,156,48,+0.6%,37,-1.7%,87,+10.4%,74,+5.6%,86,+7.2%,33,-6.3%,11,-10.7%,13,-9.1%
Tim Duncan,30.5,SAS,Big,733,50,+0.7%,69,+4.4%,41,-2.0%,63,+3.6%,62,+1.9%,55,+2.1%,32,-3.3%,44,+0.6%
Monta Ellis,21.0,GSW,Combo,231,7,-6.6%,17,-6.6%,36,-3.3%,65,+4.5%,64,+2.1%,35,-5.6%,18,-7.2%,22,-6.5%
Francisco Elson,30.7,SAS,Big,213,25,-2.3%,71,+4.8%,33,-3.8%,51,+0.7%,41,-1.4%,23,-10.6%,36,-2.1%,25,-6.1%
Jordan Farmar,19.9,LAL,Point,114,57,+1.9%,61,+3.0%,56,+0.6%,9,-10.7%,19,-5.4%,95,+33.8%,82,+10.1%,87,+10.9%
Michael Finley,33.7,SAS,Forward,535,55,+1.6%,53,+0.8%,57,+0.8%,54,+1.3%,59,+1.1%,79,+10.5%,64,+5.8%,79,+7.8%
Derek Fisher,32.2,UTA,Combo,437,38,-0.4%,26,-4.0%,81,+6.7%,33,-3.6%,54,+0.3%,74,+8.3%,61,+5.0%,66,+5.1%
T.J. Ford,23.6,TOR,Point,136,11,-6.0%,7,-9.4%,29,-5.2%,14,-8.3%,13,-7.6%,89,+18.3%,39,-1.5%,67,+5.2%
Devean George,29.2,DAL,Forward,103,27,-1.8%,89,+10.8%,30,-4.4%,11,-9.9%,11,-7.9%,49,0.0%,21,-6.7%,31,-3.1%
Daniel Gibson,20.7,CLE,Combo,398,62,+2.6%,44,-0.4%,62,+2.2%,44,-2.0%,49,-0.3%,30,-7.1%,65,+5.9%,52,+1.6%
Manu Ginobili,29.3,SAS,Wing,599,59,+2.4%,39,-1.1%,43,-1.9%,37,-3.1%,32,-2.5%,54,+1.2%,78,+9.6%,64,+4.8%
Gordan Giricek,29.4,UTA,Wing,298,43,+0.1%,46,-0.1%,80,+6.5%,59,+2.4%,71,+3.7%,31,-7.0%,33,-3.2%,30,-3.3%
Drew Gooden,25.1,CLE,Big,604,67,+2.9%,78,+6.5%,69,+4.6%,81,+7.0%,82,+6.2%,75,+8.8%,29,-3.9%,43,+0.4%
Ben Gordon,23.6,CHI,Wing,393,95,+9.5%,95,+15.8%,45,-1.4%,52,+0.9%,52,+0.1%,9,-22.9%,95,+28.0%,92,+16.3%
Richard Hamilton,28.7,DET,Wing,634,29,-1.7%,14,-7.3%,96,+21.7%,23,-6.5%,68,+2.8%,26,-8.8%,54,+4.5%,41,+0.1%
Matt Harpring,30.4,UTA,Wing,429,21,-2.7%,58,+2.5%,25,-5.8%,40,-2.3%,27,-3.5%,40,-3.8%,16,-7.5%,20,-6.8%
Al Harrington,26.7,GSW,Big,258,49,+0.7%,24,-4.7%,40,-2.1%,75,+5.8%,67,+2.7%,68,+6.5%,40,-0.6%,48,+1.4%
Devin Harris,23.7,DAL,Combo,160,83,+5.9%,40,-1.0%,9,-15.2%,88,+9.8%,57,+0.9%,91,+20.5%,87,+11.8%,90,+14.9%
Udonis Haslem,26.4,MIA,Big,102,45,+0.2%,84,+9.4%,5,-20.5%,67,+4.7%,10,-8.2%,81,+12.5%,49,+2.9%,71,+5.9%
Chuck Hayes,23.4,HOU,Big,196,35,-0.6%,68,+3.3%,58,+0.8%,12,-9.3%,22,-4.8%,6,-24.1%,58,+4.9%,37,-0.7%
Jarvis Hayes,25.2,WAS,Forward,137,42,+0.0%,13,-7.4%,18,-8.8%,50,+0.6%,28,-3.2%,49,0.0%,68,+6.7%,72,+5.9%
Luther Head,23.9,HOU,Combo,138,17,-3.7%,3,-13.6%,46,-1.1%,26,-6.1%,25,-4.1%,66,+5.5%,66,+6.2%,62,+4.4%
Nene Hilario,24.1,DEN,Big,178,10,-6.1%,11,-7.5%,68,+4.4%,29,-5.4%,46,-0.5%,49,0.0%,13,-9.2%,18,-7.5%
Grant Hill,34.1,ORL,Forward,142,88,+7.1%,85,+9.6%,54,+0.4%,92,+11.3%,88,+7.6%,3,-54.5%,93,+21.4%,4,-18.0%
Kirk Hinrich,25.8,CHI,Combo,361,33,-1.0%,32,-2.1%,38,-2.5%,46,-0.7%,37,-2.1%,82,+13.5%,46,+1.4%,61,+3.6%
Robert Horry,36.2,SAS,Big,357,25,-2.3%,25,-4.4%,28,-5.3%,61,+2.5%,44,-1.2%,38,-4.7%,38,-1.9%,35,-2.2%
Dwight Howard,20.9,ORL,Big,167,6,-7.1%,19,-6.0%,12,-13.4%,47,-0.4%,21,-5.3%,63,+4.5%,0,-35.7%,4,-18.0%
Josh Howard,26.5,DAL,Wing,247,80,+5.1%,6,-9.9%,100,+45.2%,21,-7.1%,94,+10.2%,92,+26.3%,60,+5.0%,88,+12.6%
Juwan Howard,33.7,HOU,Big,154,39,-0.4%,12,-7.5%,63,+2.4%,45,-1.0%,61,+1.8%,87,+16.7%,35,-2.3%,56,+2.6%
Larry Hughes,27.8,CLE,Combo,637,30,-1.1%,55,+2.1%,82,+8.4%,69,+4.8%,79,+5.9%,32,-6.7%,24,-5.9%,24,-6.3%
Lindsey Hunter,35.9,DET,Point,118,3,-8.7%,73,+4.9%,11,-13.9%,30,-5.4%,11,-7.9%,20,-11.9%,2,-20.7%,6,-17.1%
Zydrunas Ilgauskas,31.4,CLE,Big,647,32,-1.1%,28,-2.9%,73,+4.8%,86,+9.5%,89,+7.8%,44,-2.3%,32,-3.3%,32,-3.0%
Allen Iverson,31.4,DEN,Combo,222,22,-2.6%,62,+3.0%,20,-8.3%,2,-19.8%,3,-18.4%,0,0.0%,99,+34.0%,98,+33.8%
Stephen Jackson,28.6,GSW,Wing,451,28,-1.8%,75,+5.3%,54,+0.5%,6,-12.5%,9,-9.0%,58,+3.2%,15,-7.8%,32,-2.9%
LeBron James,21.8,CLE,Wing,889,82,+5.9%,97,+24.1%,3,-27.9%,60,+2.5%,6,-10.3%,86,+16.5%,55,+4.8%,83,+9.5%
Antawn Jamison,30.4,WAS,Forward,172,44,+0.2%,49,+0.1%,99,+39.3%,91,+10.9%,100,+21.9%,2,-69.6%,1,-21.7%,0,-31.1%
Richard Jefferson,26.4,NJN,Forward,487,72,+3.4%,57,+2.4%,64,+2.4%,34,-3.5%,39,-1.9%,57,+2.9%,89,+13.2%,85,+10.1%
Damon Jones,30.2,CLE,Combo,136,87,+6.7%,75,+5.5%,53,+0.4%,32,-3.8%,36,-2.2%,69,+7.1%,59,+4.9%,70,+5.9%
James Jones,26.1,PHX,Wing,160,70,+3.3%,66,+3.2%,52,+0.2%,35,-3.2%,42,-1.4%,75,+8.7%,69,+6.9%,69,+5.9%
Jason Kidd,33.6,NJN,Point,483,53,+0.8%,39,-1.2%,31,-4.2%,46,-0.9%,39,-1.7%,14,-16.8%,83,+10.8%,49,+1.5%
Andrei Kirilenko,25.7,UTA,Wing,521,63,+2.7%,41,-0.6%,48,-0.9%,49,+0.6%,51,-0.2%,46,-1.6%,88,+12.2%,84,+9.7%
Shawn Marion,28.5,PHX,Forward,454,24,-2.4%,54,+0.9%,16,-9.6%,16,-8.0%,7,-9.2%,48,-0.6%,76,+9.1%,55,+2.5%
Donyell Marshall,33.5,CLE,Big,201,47,+0.5%,52,+0.3%,19,-8.6%,7,-12.3%,4,-11.0%,32,-6.7%,73,+7.9%,54,+2.5%
Jason Maxiell,23.7,DET,Big,131,56,+1.7%,38,-1.6%,39,-2.3%,68,+4.7%,66,+2.5%,45,-2.0%,48,+1.8%,45,+0.6%
Antonio McDyess,32.2,DET,Big,348,4,-8.2%,5,-10.1%,13,-13.4%,38,-2.7%,16,-6.4%,18,-13.2%,28,-4.0%,21,-6.7%
Tracy McGrady,27.4,HOU,Wing,279,60,+2.4%,100,+30.5%,70,+4.6%,3,-16.3%,24,-4.4%,25,-10.4%,11,-9.6%,19,-6.8%
Darko Milicic,21.4,ORL,Big,114,66,+2.9%,54,+1.9%,91,+17.4%,4,-15.4%,23,-4.5%,99,+41.7%,30,-3.3%,96,+25.2%
Paul Millsap,21.7,UTA,Big,247,11,-5.3%,27,-4.0%,39,-2.1%,18,-7.2%,20,-5.4%,77,+9.4%,9,-12.2%,15,-8.4%
Mikki Moore,31.0,NJN,Big,393,77,+4.3%,91,+11.5%,10,-14.5%,89,+10.0%,65,+2.3%,60,+3.7%,42,+0.2%,42,+0.3%
