Player,Age,Team,Pos,MIN,FT% Rank,FT%,SFLD% Rank,SFLD%,FFLD% Rank,FFLD%,AND1% Rank,AND1%
Manu Ginobili,40.3,SAS,Wing,106,0,81.8%,63,10.0%,54,1.2%,0,0.0%
Rudy Gobert,25.3,UTA,Big,381,23,60.3%,88,19.4%,88,3.6%,24,5.0%
Eric Gordon,28.9,HOU,Wing,546,60,83.6%,71,11.1%,66,1.5%,31,14.8%
Marcin Gortat,33.7,WAS,Big,159,0,57.1%,27,8.7%,15,0.6%,61,25.0%
Jerami Grant,23.6,OKC,Big,128,0,44.4%,68,13.5%,0,0.0%,0,0.0%
Danny Green,30.4,SAS,Wing,102,0,0.0%,0,0.0%,0,0.0%,94,0.0%
Draymond Green,27.7,GSW,Big,816,54,79.6%,32,8.8%,61,2.3%,68,27.8%
Gerald Green,31.8,HOU,Wing,249,0,80.0%,9,1.3%,14,0.4%,91,100.0%
Jeff Green,31.2,CLE,Big,493,31,68.6%,56,12.1%,17,0.7%,59,23.5%
James Harden,28.2,HOU,Combo,619,83,88.7%,94,14.0%,63,2.2%,56,23.3%
Nene Hilario,35.1,HOU,Big,107,0,63.6%,100,29.2%,10,0.4%,90,42.9%
George Hill,31.5,CLE,Combo,555,33,77.4%,81,10.4%,75,2.3%,31,13.3%
Jrue Holiday,27.4,NOP,Combo,347,17,71.4%,56,7.2%,38,1.3%,38,15.4%
Rodney Hood,25.0,CLE,Wing,228,0,75.0%,46,7.7%,34,0.8%,63,33.3%
Al Horford,31.4,BOS,Big,677,69,82.7%,63,13.2%,56,2.3%,46,20.0%
Serge Ibaka,28.1,TOR,Big,258,0,81.8%,46,11.1%,27,1.0%,0,0.0%
Andre Iguodala,33.8,GSW,Wing,400,10,70.6%,91,13.5%,91,2.6%,34,15.4%
Ersan Ilyasova,30.5,PHI,Big,231,0,52.6%,24,8.0%,49,2.0%,90,42.9%
Joe Ingles,30.1,UTA,Wing,379,0,66.7%,14,3.3%,71,1.7%,46,25.0%
LeBron James,32.8,CLE,Forward,912,60,74.6%,93,15.3%,100,4.4%,73,28.7%
James Johnson,30.7,MIA,Big,160,0,64.3%,78,14.6%,12,0.5%,27,14.3%
Cory Joseph,26.2,IND,Combo,130,0,100.0%,50,6.9%,0,0.4%,0,0.0%
Kyle Korver,36.6,CLE,Wing,496,0,86.4%,20,4.8%,26,0.6%,29,14.3%
Shane Larkin,25.1,BOS,Combo,150,0,100.0%,0,0.0%,31,1.2%,94,0.0%
Damian Lillard,27.3,POR,Point,162,0,88.2%,46,8.1%,85,2.9%,85,50.0%
Shaun Livingston,32.1,GSW,Combo,347,0,91.3%,31,5.5%,50,1.8%,50,16.7%
Kevon Looney,21.7,GSW,Big,360,0,38.9%,37,10.3%,22,0.9%,27,14.3%
Kevin Love,29.1,CLE,Big,655,92,92.2%,15,7.2%,73,2.8%,78,33.3%
Kyle Lowry,31.6,TOR,Point,359,0,81.3%,54,8.8%,46,2.2%,54,36.4%
Thon Maker,20.7,MIL,Big,128,0,71.4%,39,10.3%,59,2.3%,0,0.0%
Luc Mbah a Moute,31.1,HOU,Forward,130,0,80.0%,53,9.7%,53,1.4%,100,100.0%
CJ McCollum,26.1,POR,Wing,155,0,76.9%,63,10.0%,69,1.6%,89,62.5%
TJ McConnell,25.6,PHI,Point,152,0,60.0%,62,9.1%,0,0.6%,100,100.0%
JaVale McGee,29.8,GSW,Big,145,0,66.7%,20,7.4%,93,3.9%,61,25.0%
Khris Middleton,26.2,MIL,Forward,274,0,73.7%,33,7.7%,87,2.9%,80,33.3%
CJ Miles,30.6,TOR,Wing,225,0,81.3%,60,9.2%,63,1.4%,54,28.6%
Darius Miller,27.6,NOP,Forward,146,0,100.0%,20,6.7%,40,0.9%,87,50.0%
Patty Mills,29.2,SAS,Combo,164,0,80.0%,19,3.5%,13,0.6%,75,50.0%
Nikola Mirotic,26.7,NOP,Big,319,0,78.9%,7,4.8%,54,2.1%,46,20.0%
Donovan Mitchell,21.1,UTA,Combo,409,100,90.7%,63,7.8%,56,2.1%,69,30.0%
E'Twaun Moore,28.7,NOP,Wing,281,0,68.8%,49,7.8%,51,1.2%,80,42.9%
Marcus Morris,28.2,BOS,Forward,555,40,71.2%,60,10.2%,60,1.4%,60,25.0%
Markieff Morris,28.2,WAS,Big,180,0,90.0%,49,11.3%,37,1.5%,78,33.3%
Larry Nance Jr.,24.8,CLE,Big,273,0,46.7%,83,16.1%,90,3.8%,46,20.0%
Royce O'Neale,24.4,UTA,Wing,254,0,63.2%,94,14.3%,40,1.0%,20,11.1%
Semi Ojeleye,22.9,BOS,Forward,206,0,83.3%,27,7.4%,0,0.2%,0,0.0%
Victor Oladipo,25.5,IND,Wing,256,20,73.2%,83,12.0%,97,2.7%,11,5.9%
Kelly Olynyk,26.5,MIA,Big,145,0,70.0%,59,12.5%,95,4.2%,78,33.3%
Kelly Oubre,21.9,WAS,Wing,143,0,88.9%,100,18.0%,37,0.9%,43,22.2%
Jabari Parker,22.6,MIL,Big,166,0,61.5%,34,9.0%,5,0.3%,34,16.7%
Chris Paul,32.5,HOU,Point,515,50,83.0%,0,3.8%,100,4.9%,62,40.0%
Jakob Poeltl,22.0,TOR,Big,125,0,77.8%,95,22.9%,41,1.5%,0,0.0%
Otto Porter,24.4,WAS,Forward,158,0,62.5%,7,4.7%,67,1.4%,0,0.0%
JJ Redick,33.4,PHI,Wing,342,70,85.7%,57,8.3%,86,2.1%,46,25.0%
Josh Richardson,24.1,MIA,Wing,128,0,85.7%,34,7.1%,80,1.7%,63,33.3%
Rajon Rondo,31.7,NOP,Point,302,0,64.3%,15,7.2%,8,0.7%,38,28.6%
Derrick Rose,29.1,MIN,Wing,113,0,80.0%,23,5.2%,17,0.4%,63,33.3%
Terry Rozier,23.6,BOS,Combo,687,67,81.1%,44,6.1%,69,2.2%,19,11.8%
Ricky Rubio,27.0,UTA,Point,180,0,78.3%,69,9.3%,62,2.4%,15,12.5%
Domantas Sabonis,21.5,IND,Big,156,0,76.5%,39,10.3%,66,2.4%,95,50.0%
Dario Saric,23.6,PHI,Big,328,85,85.0%,54,11.6%,68,2.5%,34,16.7%
Mike Scott,29.3,WAS,Big,123,0,100.0%,5,2.4%,76,2.8%,0,0.0%
Pascal Siakam,23.6,TOR,Big,159,0,58.8%,90,20.5%,7,0.3%,78,33.3%
Ben Simmons,21.3,PHI,Combo,368,0,70.9%,88,12.2%,100,3.4%,19,11.8%
Marcus Smart,23.7,BOS,Wing,443,40,74.5%,77,11.6%,94,2.7%,37,16.7%
JR Smith,32.1,CLE,Wing,705,0,77.3%,11,3.2%,43,1.1%,63,33.3%
Tony Snell,26.0,MIL,Wing,129,0,0.0%,0,0.0%,0,0.0%,94,0.0%
Lance Stephenson,27.2,IND,Wing,139,0,55.6%,51,7.8%,11,0.3%,40,20.0%
Jayson Tatum,19.7,BOS,Forward,674,80,84.4%,80,14.0%,80,2.6%,53,17.1%
Jeff Teague,29.4,MIN,Point,152,0,70.6%,100,17.2%,15,0.9%,46,30.0%
Klay Thompson,27.7,GSW,Wing,790,90,87.1%,17,3.7%,31,0.8%,57,30.8%
Tristan Thompson,26.6,CLE,Big,398,46,73.1%,59,12.5%,80,3.0%,44,18.2%
Karl-Anthony Towns,22.0,MIN,Big,169,0,73.9%,80,15.2%,78,2.9%,71,30.0%
PJ Tucker,32.5,HOU,Forward,567,0,66.7%,13,5.3%,20,0.8%,47,16.7%
Myles Turner,21.6,IND,Big,195,0,78.9%,85,16.4%,83,3.4%,71,30.0%
Jonas Valanciunas,25.5,TOR,Big,243,62,82.4%,73,14.0%,46,1.8%,39,17.6%
Fred VanVleet,23.7,TOR,Combo,109,0,87.5%,75,9.8%,88,3.1%,63,25.0%
Dwyane Wade,35.8,MIA,Combo,126,50,80.8%,100,16.3%,19,1.0%,38,15.4%
John Wall,27.2,WAS,Point,233,75,85.1%,92,14.0%,77,2.9%,23,15.0%
David West,37.2,GSW,Big,168,0,100.0%,0,0.0%,71,2.6%,100,0.0%
Russell Westbrook,29.0,OKC,Point,235,25,82.5%,38,8.1%,92,3.6%,0,7.1%
Andrew Wiggins,22.7,MIN,Wing,163,0,60.0%,69,10.8%,77,1.7%,46,25.0%
Justise Winslow,21.6,MIA,Forward,122,0,75.0%,87,14.6%,47,1.0%,0,0.0%
Delon Wright,25.5,TOR,Combo,195,0,92.9%,38,6.1%,44,1.4%,0,0.0%
Nick Young,32.4,GSW,Wing,159,0,60.0%,26,5.4%,23,0.5%,0,0.0%
Thaddeus Young,29.4,IND,Big,232,0,38.5%,44,10.8%,34,1.4%,27,14.3%
