Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,Rim Rank,Rim,Short Mid Rank,Short Mid,Long Mid Rank,Long Mid,All Mid Rank,All Mid,Corner Three Rank,Corner Three,Non Corner Rank,Non Corner,All Three Rank,All Three
Precious Achiuwa,22.1,TOR,Big,166,35,52.9%,76,80%,3,0%,19,0%,0,0%,0,33%,0,30%,50,31%
Steven Adams,28.3,MEM,Big,109,5,45.0%,0,40%,86,56%,19,0%,65,50%,0,0%,0,0%,0,0%
Bam Adebayo,24.3,MIA,Big,612,54,59.8%,68,78%,59,48%,43,28%,49,43%,0,0%,0,0%,0,0%
Grayson Allen,26.1,MIL,Wing,305,69,56.7%,62,70%,23,25%,77,50%,19,29%,0,42%,70,39%,64,40%
Jose Alvarado,23.6,NOP,Point,150,69,53.3%,8,40%,85,63%,0,0%,62,50%,0,67%,0,33%,100,43%
Kyle Anderson,28.1,MEM,Forward,211,72,58.5%,40,67%,88,67%,72,50%,96,65%,0,14%,0,40%,0,25%
Giannis Antetokounmpo,26.9,MIL,Big,447,24,51.2%,54,73%,24,29%,62,38%,30,32%,0,0%,27,25%,21,24%
OG Anunoby,24.3,TOR,Wing,216,73,56.8%,96,89%,31,27%,88,57%,42,36%,0,30%,55,37%,32,35%
Deandre Ayton,23.3,PHX,Big,390,81,64.6%,65,77%,81,55%,84,61%,81,56%,0,0%,0,50%,0,50%
Desmond Bane,23.4,MEM,Wing,426,92,60.4%,12,52%,50,39%,85,54%,65,43%,78,50%,100,47%,100,48%
Scottie Barnes,20.3,TOR,Forward,132,16,46.3%,96,82%,32,36%,44,38%,32,37%,0,25%,0,14%,0,18%
Will Barton,30.8,DEN,Wing,172,23,51.6%,100,100%,62,42%,19,0%,46,38%,0,33%,95,45%,84,42%
Malik Beasley,24.9,MIN,Wing,144,62,55.0%,38,63%,73,50%,0,0%,81,50%,0,45%,5,29%,28,34%
