Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,2P% Rank,2P%,3P% Rank,3P%,FT% Rank,FT%,ASTD% All Rank,ASTD% All,ASTD% Rim Rank,ASTD% Rim,ASTD% Mid Rank,ASTD% Mid,ASTD% Three Rank,ASTD% Three
Lindsey Hunter,36.9,DET,Point,190,13,41.5%,14,38.9%,19,30.4%,0,77.8%,27,52%,8,50%,41,30%,44,86%
Andre Iguodala,23.8,PHI,Wing,3230,59,50.1%,76,49.6%,32,34.1%,19,72.1%,82,52%,33,62%,88,31%,92,79%
Zydrunas Ilgauskas,32.4,CLE,Big,2216,42,47.5%,41,47.5%,0,0.0%,84,80.2%,85,58%,93,45%,45,71%,0,0%
Allen Iverson,32.4,DEN,Combo,3400,60,48.9%,78,48.1%,44,35.1%,53,80.7%,92,30%,90,23%,88,21%,52,83%
Royal Ivey,25.9,MIL,Combo,1281,24,44.7%,38,42.7%,24,33.0%,16,74.2%,4,77%,16,55%,2,81%,2,100%
Jarrett Jack,24.0,POR,Combo,2203,58,48.7%,66,47.3%,38,34.4%,82,86.6%,70,39%,86,26%,86,22%,40,89%
Bobby Jackson,34.6,HOU,Combo,483,66,50.0%,76,48.0%,42,35.1%,21,75.0%,52,47%,58,36%,60,32%,66,78%
Bobby Jackson,34.6,NOP,Wing,879,42,48.6%,18,41.3%,55,37.4%,71,81.6%,79,54%,98,14%,81,38%,87,83%
Luke Jackson,26.0,MIA,Forward,216,10,39.4%,2,29.5%,61,37.0%,0,68.4%,38,74%,75,50%,57,60%,8,100%
Stephen Jackson,29.6,GSW,Forward,2848,45,48.5%,27,43.5%,59,37.0%,85,83.2%,88,49%,92,34%,88,26%,90,82%
Casey Jacobsen,26.6,MEM,Wing,454,12,41.2%,84,51.4%,1,23.2%,0,73.3%,19,77%,29,63%,61,50%,3,100%
LeBron James,22.8,CLE,Forward,3018,73,51.8%,92,53.0%,22,31.4%,23,71.2%,98,34%,87,38%,92,24%,100,41%
Mike James,32.4,HOU,Combo,493,12,41.2%,6,36.4%,33,33.8%,32,77.5%,26,60%,8,57%,68,30%,2,100%
Mike James,32.4,NOP,Wing,155,3,37.5%,8,37.5%,5,25.0%,0,100.0%,81,53%,70,43%,97,20%,3,100%
Antawn Jamison,31.4,WAS,Forward,3050,35,48.0%,42,46.9%,37,34.0%,55,76.4%,67,63%,72,52%,62,58%,67,95%
Marko Jaric,28.9,MIN,Wing,2167,40,48.3%,39,45.1%,63,39.0%,26,74.1%,76,55%,86,37%,55,53%,69,89%
Al Jefferson,22.8,MIN,Big,2906,56,50.2%,59,50.2%,0,0.0%,64,72.1%,96,51%,88,49%,83,53%,0,0%
Richard Jefferson,27.4,BKN,Forward,3184,57,49.7%,58,48.6%,57,36.5%,70,79.8%,32,77%,12,75%,37,72%,57,96%
Jared Jeffries,25.9,NYK,Big,1282,12,41.1%,17,42.5%,0,16.7%,14,51.6%,79,60%,85,51%,27,81%,75,100%
Alexander Johnson,24.7,MIA,Big,486,37,46.8%,36,46.8%,0,0.0%,52,68.8%,56,65%,48,63%,52,68%,0,0%
Amir Johnson,20.5,DET,Big,562,94,59.3%,93,59.3%,0,0.0%,44,65.0%,93,53%,77,56%,93,40%,0,0%
Anthony Johnson,33.1,ATL,Point,1118,47,48.3%,38,43.1%,91,43.5%,50,81.3%,8,64%,0,71%,20,43%,36,89%
Anthony Johnson,33.1,SAC,Point,399,91,54.6%,42,43.9%,98,50.0%,0,71.4%,16,60%,5,56%,30,38%,41,87%
Joe Johnson,26.3,ATL,Wing,3336,47,49.3%,45,45.4%,60,38.8%,82,83.6%,89,48%,66,47%,87,32%,91,79%
Bobby Jones,23.8,MEM,Wing,122,8,40.0%,38,45.0%,0,20.0%,0,90.0%,51,64%,40,56%,0,0%,3,100%
Bobby Jones,23.8,DEN,Wing,142,1,34.3%,5,36.0%,0,20.0%,0,84.2%,51,64%,70,43%,1,100%,3,100%
Bobby Jones,23.8,MIA,Forward,132,98,58.3%,100,62.5%,0,35.7%,0,72.7%,85,53%,88,38%,100,0%,8,100%
Dahntay Jones,26.8,SAC,Forward,193,20,44.7%,40,46.7%,0,0.0%,15,68.9%,100,33%,100,22%,82,42%,0,0%
Damon Jones,31.2,CLE,Combo,1286,98,57.6%,36,42.7%,87,41.4%,13,73.1%,0,84%,20,53%,30,40%,14,96%
Dwayne Jones,24.4,CLE,Big,410,76,52.6%,76,52.6%,0,0.0%,7,45.2%,99,25%,98,25%,0,0%,0,0%
Eddie Jones,36.0,DAL,Wing,907,35,47.2%,86,52.5%,13,29.6%,0,66.7%,1,92%,5,78%,1,100%,3,100%
Fred Jones,28.6,NYK,Wing,1691,72,51.8%,32,44.6%,78,40.7%,29,74.6%,73,56%,92,32%,91,25%,48,94%
James Jones,27.1,POR,Wing,1239,96,58.4%,29,43.4%,98,44.7%,95,87.4%,3,90%,46,54%,11,81%,26,99%
Chris Kaman,25.5,LAC,Big,2072,50,48.6%,52,48.6%,0,0.0%,75,76.0%,72,62%,67,58%,57,65%,0,0%
Jason Kapono,26.7,TOR,Forward,1419,88,54.9%,57,48.6%,98,50.0%,96,86.0%,17,82%,23,72%,20,77%,8,100%
Jason Kidd,34.6,BKN,Point,1888,23,44.5%,9,37.2%,51,36.2%,56,81.8%,13,61%,55,24%,17,47%,30,92%
Jason Kidd,34.6,DAL,Point,1009,66,50.2%,23,41.3%,92,46.6%,54,81.5%,25,52%,80,17%,9,54%,19,94%
Andrei Kirilenko,26.7,UTA,Wing,2210,87,54.7%,89,54.1%,57,37.9%,47,77.0%,27,74%,24,65%,8,84%,60,91%
Linas Kleiza,22.8,DEN,Wing,1754,89,55.5%,97,57.0%,40,35.6%,44,76.6%,15,79%,14,71%,27,71%,32,98%
Brevin Knight,32.0,LAC,Point,1668,11,40.9%,22,41.3%,0,0.0%,87,88.1%,6,67%,31,33%,3,74%,0,0%
Kyle Korver,26.6,PHI,Forward,637,40,48.4%,23,43.1%,53,36.2%,98,90.3%,5,85%,3,93%,28,74%,78,92%
Kyle Korver,26.6,UTA,Wing,1020,95,57.8%,96,56.8%,64,39.1%,100,91.7%,0,94%,0,90%,5,91%,37,97%
Nenad Krstic,24.3,BKN,Big,803,13,41.2%,12,41.2%,0,0.0%,74,75.4%,10,81%,7,76%,21,83%,0,0%
Raef LaFrentz,31.4,POR,Big,268,15,41.5%,25,44.9%,0,0.0%,0,56.3%,15,77%,10,75%,18,83%,0,0%
Carl Landry,24.1,HOU,Big,662,98,61.9%,98,61.9%,0,0.0%,45,66.7%,28,73%,28,70%,25,81%,0,0%
Stephane Lasme,24.9,MIA,Big,283,25,44.9%,25,44.9%,0,0.0%,23,58.6%,6,84%,2,85%,23,82%,0,0%
Acie Law,22.8,ATL,Combo,803,6,38.9%,24,40.6%,2,18.5%,39,78.6%,82,35%,62,33%,76,25%,2,100%
David Lee,24.5,NYK,Big,2311,85,55.2%,87,55.4%,0,0.0%,89,81.3%,81,59%,66,59%,66,61%,0,0%
Rashard Lewis,28.2,ORL,Big,3063,87,55.5%,56,49.8%,100,41.0%,91,83.8%,57,65%,84,52%,96,37%,96,93%
Kyle Lowry,21.6,MEM,Point,1987,44,48.2%,75,49.0%,13,29.8%,8,70.7%,77,31%,55,24%,70,20%,48,85%
Tyronn Lue,30.5,ATL,Point,555,84,52.7%,39,43.5%,94,46.9%,77,85.7%,58,39%,63,21%,63,23%,80,70%
Tyronn Lue,30.5,DAL,Point,149,100,60.2%,47,44.4%,0,69.2%,0,25.0%,48,44%,52,25%,77,17%,36,89%
Mark Madsen,31.8,MIN,Big,140,0,11.8%,0,11.8%,0,0.0%,0,20.0%,100,0%,100,0%,99,0%,0,0%
Corey Maggette,28.0,LAC,Wing,2483,58,50.1%,65,47.7%,70,39.8%,65,81.2%,46,65%,44,54%,32,68%,65,90%
Jamaal Magloire,29.4,BKN,Big,251,1,31.9%,2,31.9%,0,0.0%,6,45.2%,25,73%,17,73%,34,75%,0,0%
Stephon Marbury,30.7,NYK,Combo,801,44,46.9%,46,43.1%,69,38.9%,11,72.2%,90,31%,98,15%,72,26%,88,64%
Shawn Marion,29.5,MIA,Forward,600,33,47.8%,67,49.4%,4,25.8%,17,69.0%,53,69%,37,67%,42,67%,85,88%
Shawn Marion,29.5,PHX,Forward,1710,97,57.4%,98,59.7%,43,34.5%,26,71.3%,7,85%,7,84%,27,75%,42,98%
Donyell Marshall,34.5,CLE,Big,155,7,38.6%,1,23.8%,61,34.8%,0,77.8%,5,85%,58,60%,0,0%,75,100%
Donyell Marshall,34.5,OKC,Big,146,22,44.4%,74,52.4%,11,25.0%,0,90.9%,61,65%,87,50%,96,33%,75,100%
Darrick Martin,36.7,TOR,Point,104,2,29.0%,5,30.0%,0,18.2%,0,83.3%,92,25%,100,0%,98,0%,5,100%
Kenyon Martin,29.8,DEN,Big,2148,80,54.2%,82,54.4%,0,25.0%,22,58.0%,19,76%,9,76%,39,74%,75,100%
Kevin Martin,24.7,SAC,Combo,2213,80,51.4%,70,47.8%,78,40.2%,87,86.9%,38,55%,12,57%,48,34%,48,84%
Desmond Mason,30.1,MIL,Forward,1692,38,48.3%,55,48.3%,0,0.0%,6,65.5%,55,69%,22,73%,50,63%,0,0%
Roger Mason Jr.,27.1,WAS,Combo,1593,94,56.0%,82,49.2%,82,41.1%,92,90.3%,34,58%,62,33%,12,47%,74,73%
Jason Maxiell,24.7,DET,Big,1671,79,53.2%,79,53.2%,0,0.0%,38,63.6%,68,64%,48,63%,60,64%,0,0%
DJ Mbenga,26.8,GSW,Big,114,7,38.1%,7,38.1%,0,0.0%,0,50.0%,21,75%,10,75%,34,75%,0,0%
DJ Mbenga,26.8,LAL,Big,156,73,52.3%,72,52.3%,0,0.0%,0,37.5%,38,70%,41,67%,41,73%,0,0%
Rashad McCants,23.1,MIN,Combo,1997,84,53.2%,74,48.0%,89,41.5%,18,74.5%,60,45%,60,36%,84,23%,62,79%
Antonio McDyess,33.1,DET,Big,2275,50,48.9%,53,49.0%,0,0.0%,34,62.2%,4,86%,20,72%,6,95%,0,0%
Tracy McGrady,28.4,HOU,Wing,2433,26,45.5%,48,45.7%,15,30.1%,8,68.4%,91,45%,82,38%,79,40%,95,73%
Dominic McGuire,22.0,WAS,Forward,583,0,34.8%,5,34.6%,0,20.0%,0,52.2%,43,71%,42,63%,8,88%,8,100%
Jeff McInnis,33.0,CHA,Point,1365,22,43.0%,48,44.5%,0,7.7%,0,75.0%,31,51%,16,45%,11,52%,5,100%
Chris Mihm,28.3,LAL,Big,262,2,33.3%,2,33.3%,0,0.0%,0,68.0%,72,62%,31,69%,79,56%,0,0%
CJ Miles,20.6,UTA,Wing,611,82,54.0%,87,52.7%,56,37.7%,49,77.3%,29,73%,33,62%,37,63%,3,100%
Darko Milicic,22.4,MEM,Big,1649,20,43.8%,21,43.9%,0,0.0%,18,55.4%,71,63%,39,67%,76,57%,0,0%
Andre Miller,31.6,PHI,Combo,3004,64,50.0%,92,50.5%,0,13.0%,34,77.6%,86,32%,46,41%,70,26%,84,67%
Brad Miller,31.6,SAC,Big,2509,45,48.3%,48,48.4%,46,31.8%,95,84.8%,33,71%,80,55%,29,79%,75,100%
Mike Miller,27.7,MEM,Wing,2464,99,59.9%,94,55.8%,91,43.3%,52,77.9%,72,57%,84,37%,77,40%,70,89%
Paul Millsap,22.7,UTA,Big,1599,59,50.5%,61,50.6%,0,0.0%,49,67.8%,67,64%,51,62%,53,68%,0,0%
Yao Ming,27.1,HOU,Big,2038,60,50.7%,63,50.8%,0,0.0%,96,84.9%,77,61%,65,59%,61,63%,0,0%
Cuttino Mobley,32.2,LAC,Wing,2687,37,47.5%,50,45.7%,44,36.0%,73,81.9%,65,59%,78,40%,49,56%,39,97%
Nazr Mohammed,30.2,DET,Big,182,21,44.2%,21,44.2%,0,0.0%,2,40.7%,84,58%,71,57%,72,60%,0,0%
Nazr Mohammed,30.2,CHA,Big,1419,71,52.1%,71,52.1%,0,0.0%,32,61.7%,75,61%,64,59%,60,64%,0,0%
Jamario Moon,27.4,TOR,Forward,2129,75,51.9%,90,52.4%,31,33.3%,36,74.1%,25,79%,13,75%,25,76%,45,97%
Mikki Moore,32.0,SAC,Big,2378,91,58.1%,91,58.3%,0,0.0%,69,73.6%,30,72%,15,74%,50,69%,0,0%
Randolph Morris,21.8,NYK,Big,173,2,33.9%,3,33.9%,0,0.0%,11,48.3%,42,68%,1,88%,81,55%,0,0%
Alonzo Mourning,37.7,MIA,Big,388,82,54.3%,80,54.3%,0,0.0%,27,59.2%,82,59%,82,53%,51,68%,0,0%
Troy Murphy,27.5,IND,Big,2088,72,52.3%,51,48.5%,96,39.8%,83,79.5%,20,75%,58,60%,44,71%,91,99%
Ronald Murray,28.3,IND,Point,510,33,46.7%,39,43.5%,89,43.3%,25,76.3%,84,27%,73,19%,67,20%,81,69%
Ronald Murray,28.3,DET,Point,280,14,41.7%,17,41.0%,0,30.8%,0,55.2%,88,26%,84,15%,45,29%,72,75%
Dikembe Mutombo,41.4,HOU,Big,607,83,54.4%,82,54.4%,0,0.0%,59,71.1%,69,63%,71,57%,10,88%,0,0%
Bostjan Nachbar,27.3,BKN,Forward,1571,42,48.4%,22,42.8%,63,37.1%,68,79.7%,18,82%,17,74%,52,62%,40,99%
Eduardo Najera,31.3,DEN,Big,1588,83,54.5%,83,54.5%,75,36.4%,59,71.3%,7,83%,10,75%,34,75%,75,100%
Steve Nash,33.7,PHX,Point,2776,98,59.8%,95,52.6%,96,47.1%,94,90.6%,97,22%,86,14%,94,9%,100,42%
Juan Carlos Navarro,27.4,MEM,Wing,2066,65,50.7%,35,44.8%,53,36.9%,86,85.0%,70,58%,96,20%,90,28%,73,88%
Jameer Nelson,25.7,ORL,Point,1957,83,52.4%,73,48.8%,85,42.3%,63,82.8%,80,30%,77,18%,89,12%,66,79%
Rasho Nesterovic,31.4,TOR,Big,1455,87,55.3%,85,55.2%,0,50.0%,77,76.6%,16,77%,36,68%,10,88%,75,100%
Ira Newble,32.8,CLE,Forward,613,62,50.0%,68,49.5%,41,34.2%,0,76.0%,73,60%,68,54%,80,46%,75,92%
Joakim Noah,22.7,CHI,Big,1459,48,48.4%,50,48.4%,0,0.0%,51,68.5%,85,57%,55,61%,97,29%,0,0%
Andres Nocioni,27.9,CHI,Wing,1999,57,50.1%,62,47.1%,47,36.3%,58,80.3%,24,75%,47,54%,31,69%,27,98%
Steve Novak,24.4,HOU,Forward,185,100,65.5%,3,30.0%,100,52.9%,0,100.0%,0,94%,0,0%,0,100%,72,93%
Dirk Nowitzki,29.4,DAL,Big,2762,63,51.0%,61,50.4%,64,35.8%,97,87.9%,91,55%,96,35%,82,53%,94,96%
Jermaine O'Neal,29.1,IND,Big,1204,21,44.1%,22,44.4%,0,0.0%,73,74.2%,82,59%,66,58%,74,59%,0,0%
Shaquille O'Neal,35.7,PHX,Big,799,96,61.1%,96,61.1%,0,0.0%,15,51.9%,59,65%,17,73%,91,46%,0,0%
Shaquille O'Neal,35.7,MIA,Big,942,90,58.1%,90,58.1%,0,0.0%,12,49.4%,87,57%,54,61%,90,47%,0,0%
Fabricio Oberto,32.6,SAS,Big,1617,96,60.8%,96,60.8%,0,0.0%,30,60.7%,7,83%,5,81%,13,87%,0,0%
Lamar Odom,28.0,LAL,Big,2908,84,54.6%,88,56.6%,29,27.9%,54,69.9%,70,63%,58,61%,69,61%,98,87%
Emeka Okafor,25.1,CHA,Big,2701,80,53.7%,80,53.7%,0,0.0%,20,57.0%,33,71%,23,71%,45,71%,0,0%
Mehmet Okur,28.4,UTA,Big,2378,66,51.4%,42,47.5%,86,38.9%,85,80.3%,31,72%,83,53%,55,67%,93,96%
Kevin Ollie,34.8,PHI,Point,247,36,47.1%,66,48.0%,0,0.0%,0,90.9%,5,71%,5,56%,2,80%,0,0%
Travis Outlaw,23.1,POR,Forward,2143,25,45.3%,25,43.4%,84,41.5%,34,74.0%,70,62%,57,59%,60,59%,75,92%
Andre Owens,27.0,IND,Point,337,52,48.8%,3,28.8%,98,50.0%,29,76.9%,19,58%,61,22%,33,33%,52,83%
Zaza Pachulia,23.7,ATL,Big,912,24,44.6%,23,44.6%,0,0.0%,58,71.0%,64,64%,62,59%,38,74%,0,0%
Jannero Pargo,28.0,NOP,Combo,1398,22,44.1%,22,40.3%,53,35.8%,84,86.7%,62,45%,24,52%,64,31%,80,69%
Anthony Parker,32.4,TOR,Wing,2616,90,56.0%,77,49.8%,95,44.3%,70,81.6%,33,72%,64,47%,34,64%,41,96%
Smush Parker,26.4,MIA,Point,173,5,38.3%,8,34.6%,8,28.6%,0,75.0%,23,53%,31,33%,77,17%,5,100%
Smush Parker,26.4,LAC,Combo,379,10,39.2%,30,41.5%,4,23.9%,0,66.7%,46,50%,62,33%,34,39%,54,82%
Tony Parker,25.5,SAS,Point,2302,70,50.5%,88,51.0%,4,27.9%,10,71.5%,91,25%,72,20%,47,27%,19,94%
Ruben Patterson,32.3,LAC,Wing,318,30,46.4%,55,46.4%,0,0.0%,1,55.8%,93,44%,83,38%,27,71%,0,0%
Chris Paul,22.5,NOP,Point,3001,86,52.8%,92,51.6%,60,38.2%,71,85.0%,98,19%,75,18%,97,6%,83,68%
Sasha Pavlovic,24.0,CLE,Wing,1172,9,40.1%,11,38.5%,11,29.5%,9,68.8%,62,61%,45,54%,54,53%,85,85%
Oleksiy Pecherov,21.9,WAS,Forward,257,12,39.5%,13,39.2%,10,26.5%,0,71.4%,35,76%,33,70%,75,50%,8,100%
Kendrick Perkins,23.0,BOS,Big,1907,97,61.7%,97,61.7%,0,0.0%,36,62.3%,44,68%,18,72%,91,45%,0,0%
Morris Peterson,30.2,NOP,Wing,1781,78,52.9%,40,45.1%,68,39.2%,42,76.5%,2,91%,2,85%,13,79%,30,98%
Johan Petro,21.8,OKC,Big,1206,14,41.4%,13,41.4%,0,0.0%,63,71.8%,29,72%,47,63%,34,75%,0,0%
Paul Pierce,30.1,BOS,Forward,2864,80,53.2%,73,49.9%,78,39.8%,91,84.1%,90,48%,95,33%,87,31%,83,88%
Mickael Pietrus,25.7,GSW,Forward,1268,77,52.7%,85,51.0%,55,36.4%,9,66.3%,40,72%,52,60%,47,64%,82,89%
Scot Pollard,32.7,BOS,Big,171,71,52.2%,71,52.2%,0,0.0%,0,68.2%,6,83%,2,86%,28,80%,0,0%
James Posey,30.8,BOS,Forward,1714,85,54.2%,62,48.8%,67,37.7%,74,80.2%,8,84%,10,76%,75,50%,80,92%
Leon Powe,23.8,BOS,Big,719,93,59.0%,93,59.2%,0,0.0%,55,70.4%,40,69%,37,68%,29,78%,0,0%
Josh Powell,24.8,LAC,Big,1157,27,45.2%,28,45.6%,0,0.0%,63,71.8%,47,68%,53,61%,33,75%,0,0%
Kasib Powell,26.6,MIA,Wing,291,10,40.4%,27,42.6%,3,24.2%,0,66.7%,86,50%,55,50%,91,25%,77,88%
Ronnie Price,24.4,UTA,Combo,538,62,49.7%,68,47.3%,51,35.8%,3,64.5%,44,51%,54,38%,60,32%,50,83%
Tayshaun Prince,27.7,DET,Wing,2676,38,47.9%,57,46.6%,52,36.9%,48,77.2%,69,59%,38,58%,63,50%,42,96%
Joel Przybilla,28.1,POR,Big,1812,89,57.4%,90,57.7%,0,0.0%,50,68.0%,50,66%,38,67%,77,57%,0,0%
Chris Quinn,24.1,MIA,Point,1258,72,50.7%,44,43.9%,68,40.4%,83,87.1%,38,48%,91,9%,27,39%,75,75%
Vladimir Radmanovic,26.9,LAL,Forward,1436,93,56.6%,87,51.6%,80,40.4%,77,81.0%,12,84%,20,73%,18,78%,68,95%
Zach Randolph,26.3,NYK,Forward,2237,30,46.9%,45,47.4%,12,27.0%,62,77.0%,87,50%,78,46%,72,52%,95,75%
Theo Ratliff,34.5,DET,Big,220,26,45.0%,26,45.0%,0,0.0%,0,66.7%,48,67%,26,70%,62,63%,0,0%
Theo Ratliff,34.5,MIN,Big,213,73,52.3%,72,52.3%,0,0.0%,0,68.0%,98,43%,96,36%,85,50%,0,0%
Michael Redd,28.2,MIL,Wing,2696,51,49.6%,64,47.6%,45,36.2%,77,82.0%,88,49%,79,39%,80,39%,90,79%
JJ Redick,23.4,ORL,Wing,215,44,48.7%,59,46.8%,33,34.4%,0,83.3%,63,61%,70,43%,40,60%,96,73%
Chris Richard,22.9,MIN,Big,525,37,46.8%,36,46.8%,0,0.0%,0,56.0%,87,57%,71,57%,85,50%,0,0%
Jason Richardson,26.8,CHA,Wing,3137,76,52.6%,56,46.5%,79,40.7%,36,75.2%,54,63%,48,53%,71,43%,74,88%
Quentin Richardson,27.6,NYK,Wing,1837,13,42.3%,9,38.1%,24,32.5%,6,68.2%,47,65%,55,50%,58,51%,57,91%
Luke Ridnour,26.7,OKC,Point,1173,19,42.8%,31,41.9%,23,30.9%,73,85.0%,86,26%,78,18%,52,26%,98,43%
Nate Robinson,23.4,NYK,Point,1804,56,49.7%,67,48.3%,42,34.6%,37,77.7%,50,44%,66,20%,31,34%,58,83%
Sergio Rodriguez,21.4,POR,Point,584,9,40.1%,11,37.2%,25,31.9%,2,59.4%,81,29%,97,4%,55,25%,64,80%
Rajon Rondo,21.7,BOS,Point,2278,61,49.9%,81,49.9%,0,30.8%,4,62.2%,52,42%,28,36%,14,48%,72,75%
Malik Rose,32.9,NYK,Forward,452,3,37.0%,8,36.3%,0,40.0%,45,74.4%,48,69%,62,57%,23,76%,8,100%
Quinton Ross,26.5,LAC,Forward,1455,13,40.2%,12,38.7%,94,44.4%,13,67.2%,23,80%,38,65%,10,86%,85,88%
Brandon Roy,23.3,POR,Wing,2784,45,48.8%,67,48.0%,37,34.9%,35,75.2%,98,36%,93,31%,94,25%,76,88%
Michael Ruffin,30.8,MIL,Big,547,63,51.0%,64,51.0%,0,0.0%,2,40.0%,26,73%,19,72%,1,100%,0,0%
Kareem Rush,27.0,IND,Wing,1436,53,49.9%,17,40.9%,75,40.2%,16,71.1%,35,70%,61,49%,50,55%,54,92%
John Salmons,27.9,SAC,Wing,2475,62,50.7%,83,50.7%,31,33.9%,79,82.9%,96,37%,89,35%,95,24%,65,90%
Brian Scalabrine,29.6,BOS,Forward,427,2,36.5%,0,29.3%,16,29.7%,0,77.8%,2,91%,15,75%,0,100%,8,100%
Luis Scola,27.5,HOU,Big,1981,68,51.6%,68,51.6%,0,0.0%,48,67.1%,48,67%,69,58%,23,82%,0,0%
Thabo Sefolosha,23.5,CHI,Wing,1338,33,46.9%,46,45.5%,38,35.1%,27,74.2%,45,66%,39,58%,38,62%,3,100%
Ramon Sessions,21.6,MIL,Point,417,27,45.3%,45,44.1%,0,50.0%,46,80.0%,53,40%,36,32%,20,43%,5,100%
Bobby Simmons,27.4,MIL,Wing,1408,36,47.3%,49,45.7%,30,33.8%,40,75.8%,36,70%,80,39%,23,74%,83,86%
Brian Skinner,31.5,PHX,Big,786,44,48.1%,45,47.8%,0,50.0%,16,54.1%,25,74%,48,63%,21,83%,75,100%
Craig Smith,24.0,MIN,Big,1507,88,56.7%,88,57.0%,0,0.0%,47,66.8%,53,66%,41,67%,59,65%,0,0%
JR Smith,22.1,DEN,Wing,1280,97,58.8%,91,54.8%,83,40.9%,13,70.7%,43,66%,67,46%,68,45%,81,87%
Jason Smith,21.7,PHI,Big,1026,38,46.9%,37,46.9%,0,30.8%,52,68.9%,10,80%,13,75%,13,86%,75,100%
Joe Smith,32.3,CLE,Big,569,62,50.9%,65,51.2%,0,0.0%,39,63.6%,12,79%,34,69%,17,84%,0,0%
Joe Smith,32.3,CHI,Big,1142,34,46.6%,33,46.7%,0,0.0%,88,81.2%,40,69%,79,55%,41,73%,0,0%
Josh Smith,21.9,ATL,Big,2860,36,46.8%,44,47.6%,18,25.3%,60,71.3%,64,64%,56,61%,55,67%,94,96%
Eric Snow,34.5,CLE,Point,279,0,18.8%,0,18.8%,0,0.0%,0,45.5%,2,83%,8,50%,0,100%,0,0%
Kirk Snyder,24.4,MIN,Wing,671,81,53.5%,92,54.9%,0,25.0%,30,74.7%,97,37%,87,35%,83,36%,99,67%
Darius Songaila,29.7,WAS,Big,1476,29,45.7%,30,45.9%,0,0.0%,100,93.4%,36,70%,28,70%,47,70%,0,0%
Jerry Stackhouse,33.0,DAL,Wing,1409,31,46.6%,37,44.9%,25,33.3%,96,89.2%,50,64%,22,66%,69,45%,82,86%
DeShawn Stevenson,26.6,WAS,Wing,2557,49,49.5%,13,39.0%,66,39.2%,60,80.5%,58,62%,94,28%,76,41%,80,87%
Peja Stojakovic,30.4,NOP,Forward,2710,92,55.3%,30,43.8%,92,44.2%,100,92.9%,22,81%,25,72%,55,60%,47,97%
Awvee Storey,30.5,MIL,Wing,161,15,42.9%,52,46.2%,0,0.0%,0,42.9%,26,75%,20,67%,1,100%,0,0%
Damon Stoudamire,34.2,SAS,Point,359,3,35.7%,6,31.9%,6,27.9%,0,83.3%,55,40%,66,20%,77,17%,52,83%
Damon Stoudamire,34.2,MEM,Point,623,53,49.0%,27,41.4%,62,38.7%,0,83.3%,36,49%,66,20%,91,12%,36,89%
Salim Stoudamire,25.1,ATL,Combo,362,40,46.0%,12,37.8%,62,37.3%,66,82.4%,2,80%,4,71%,4,67%,16,96%
Amar'e Stoudemire,25.0,PHX,Big,2656,94,59.4%,95,60.1%,4,18.5%,86,80.6%,37,70%,15,74%,58,65%,99,40%
DJ Strawberry,22.4,PHX,Combo,174,2,36.1%,4,33.3%,11,27.8%,0,66.7%,16,65%,6,67%,50,33%,60,80%
Rodney Stuckey,21.5,DET,Combo,940,20,42.6%,42,42.9%,0,23.1%,42,80.0%,84,32%,84,28%,38,38%,98,33%
Stromile Swift,27.9,MEM,Big,538,77,52.9%,78,53.2%,0,0.0%,41,64.2%,39,69%,24,71%,56,66%,0,0%
Stromile Swift,27.9,BKN,Big,273,17,43.0%,18,43.0%,0,0.0%,0,78.3%,11,79%,26,70%,7,93%,0,0%
Wally Szczerbiak,30.7,OKC,Wing,1099,79,53.1%,61,47.1%,93,43.9%,84,84.6%,28,74%,18,69%,35,64%,52,93%
Wally Szczerbiak,30.7,CLE,Wing,542,11,40.6%,4,35.8%,49,36.5%,94,87.2%,14,79%,3,80%,29,70%,3,100%
Sebastian Telfair,22.4,MIN,Point,1911,20,42.9%,34,42.8%,9,28.7%,21,75.7%,72,33%,39,30%,69,20%,22,94%
Jason Terry,30.1,DAL,Combo,2565,88,53.8%,96,51.9%,64,38.0%,76,85.9%,30,60%,52,39%,8,52%,36,89%
Kenny Thomas,30.3,SAC,Big,275,15,42.1%,15,42.1%,0,0.0%,0,0.0%,88,56%,31,69%,99,0%,0,0%
Kurt Thomas,35.1,SAS,Big,491,31,46.1%,32,46.5%,0,0.0%,0,60.0%,3,89%,31,69%,6,95%,0,0%
Kurt Thomas,35.1,OKC,Big,1059,65,51.3%,66,51.3%,0,0.0%,53,69.6%,20,76%,74,57%,15,85%,0,0%
Tim Thomas,30.7,LAC,Big,1926,40,47.4%,47,48.1%,36,31.1%,76,76.2%,23,75%,21,72%,66,61%,92,98%
Tyrus Thomas,21.2,CHI,Big,1291,18,43.3%,18,43.4%,0,25.0%,67,73.0%,54,66%,52,62%,47,70%,75,100%
Al Thornton,23.9,LAC,Forward,2075,27,46.2%,33,45.2%,45,35.0%,49,75.0%,78,58%,80,46%,53,61%,70,93%
Jamaal Tinsley,29.7,IND,Point,1291,17,42.5%,33,42.2%,11,28.8%,13,72.0%,67,34%,83,16%,75,17%,27,93%
Ronny Turiaf,24.8,LAL,Big,1406,43,47.7%,44,47.7%,0,0.0%,73,75.0%,8,82%,4,83%,26,81%,0,0%
Hedo Turkoglu,28.6,ORL,Forward,3011,78,53.0%,60,48.8%,82,41.0%,83,82.8%,95,40%,98,29%,97,19%,93,78%
