Player,Age,Team,Pos,MIN,Pts/Poss Rank,Pts/Poss,ALL TRANSITION: Pts+/Poss Rank,ALL TRANSITION: Pts+/Poss,ALL TRANSITION: Freq Rank,ALL TRANSITION: Freq,ALL TRANSITION: Pts/Play Rank,ALL TRANSITION: Pts/Play,OFF STEALS: Pts+/Poss Rank,OFF STEALS: Pts+/Poss,OFF STEALS: Freq Rank,OFF STEALS: Freq,OFF STEALS: Pts/Play Rank,OFF STEALS: Pts/Play,OFF LIVE REBOUNDS: Pts+/Poss Rank,OFF LIVE REBOUNDS: Pts+/Poss,OFF LIVE REBOUNDS: Freq Rank,OFF LIVE REBOUNDS: Freq,OFF LIVE REBOUNDS: Pts/Play Rank,OFF LIVE REBOUNDS: Pts/Play
Steven Adams,27.3,NOP,Big,1604,27,+2.7,21,+1.2,65,-0.4%,9,+13.6,35,+0.3,58,-0.7%,30,+8.4,22,+1.0,28,+1.7%,10,+17.7
LaMarcus Aldridge,35.3,SAS,Big,544,8,+6.6,9,+1.9,94,-2.2%,4,+19.9,30,+0.4,6,+9.6%,16,+16.7,5,+2.0,98,-6.1%,4,+25.7
LaMarcus Aldridge,35.3,BKN,Big,130,85,-4.3,58,-0.3,16,+1.5%,64,-3.8,3,+1.8,1,+17.1%,9,+22.7,92,-1.5,19,+2.6%,90,-16.0
Al-Farouq Aminu,30.1,ORL,Forward,366,69,-2.0,86,-1.5,31,+0.7%,77,-7.6,93,-1.2,22,+5.1%,92,-25.7,58,-0.3,62,-0.8%,41,+2.1
Kyle Anderson,27.1,MEM,Forward,1884,85,-4.4,41,+0.4,73,-0.8%,32,+5.1,37,+0.2,56,-0.3%,22,+13.0,55,-0.2,67,-1.3%,56,-2.4
Giannis Antetokounmpo,25.9,MIL,Big,2010,93,-6.6,82,-1.3,62,-0.3%,63,-3.5,49,+0.0,59,-0.9%,30,+8.1,92,-1.6,46,+0.5%,79,-10.5
Thanasis Antetokounmpo,28.3,MIL,Forward,448,57,-0.5,94,-2.3,47,+0.1%,96,-18.8,95,-1.4,91,-8.1%,97,-37.3,73,-0.7,23,+2.2%,77,-9.4
Carmelo Anthony,36.4,POR,Forward,1671,12,+5.0,71,-0.8,65,-0.4%,61,-3.3,83,-0.7,19,+5.7%,79,-12.6,58,-0.3,86,-3.4%,55,-2.2
Trevor Ariza,35.3,MIA,Forward,836,75,-2.6,19,+1.4,21,+1.2%,22,+8.3,39,+0.2,36,+2.6%,56,-2.0,15,+1.3,34,+1.3%,13,+16.2
D.J. Augustin,33.0,MIL,Point,697,31,+2.1,25,+1.1,68,-0.6%,24,+8.0,43,+0.1,68,-2.9%,57,-2.4,11,+1.5,80,-2.4%,8,+18.9
D.J. Augustin,33.0,HOU,Combo,405,2,+11.0,32,+0.7,23,+1.1%,53,-1.3,53,-0.0,29,+3.6%,57,-2.4,23,+0.9,12,+3.4%,48,-0.4
Harrison Barnes,28.4,SAC,Forward,2101,47,+0.4,87,-1.6,96,-2.4%,83,-9.7,73,-0.4,94,-9.2%,60,-3.3,87,-1.2,73,-1.7%,81,-11.3
Will Barton,29.8,DEN,Wing,1723,22,+3.3,40,+0.4,51,+0.0%,41,+2.1,18,+0.8,23,+4.9%,22,+13.4,57,-0.3,44,+0.5%,59,-3.8
Nicolas Batum,31.9,LAC,Wing,1839,82,-3.7,85,-1.5,44,+0.2%,87,-11.5,87,-0.9,52,+0.2%,86,-19.1,69,-0.6,59,-0.5%,75,-8.9
Aron Baynes,33.9,TOR,Big,978,49,+0.1,32,+0.7,34,+0.6%,29,+5.9,92,-1.2,80,-5.3%,93,-26.0,6,+1.9,45,+0.5%,7,+20.2
Kent Bazemore,31.3,GSW,Wing,1294,91,-5.7,49,+0.1,82,-1.2%,50,-0.3,61,-0.2,85,-6.4%,62,-3.9,37,+0.3,74,-1.9%,35,+4.6
Bradley Beal,27.3,WAS,Wing,2143,8,+6.7,29,+0.8,25,+1.0%,39,+2.7,52,-0.0,46,+1.2%,82,-14.4,23,+0.9,2,+6.2%,24,+9.9
Malik Beasley,23.9,MIN,Wing,1213,30,+2.3,36,+0.5,14,+1.6%,46,+0.6,54,-0.1,49,+0.6%,65,-4.7,29,+0.6,14,+3.1%,36,+4.0
DeAndre' Bembry,26.3,TOR,Wing,947,74,-2.3,94,-2.2,25,+1.0%,94,-17.0,63,-0.2,67,-2.6%,65,-4.7,94,-1.8,27,+1.8%,95,-22.1
Davis Bertans,28.0,WAS,Forward,1462,48,+0.3,26,+1.0,95,-2.3%,12,+12.3,46,+0.1,86,-6.5%,36,+5.0,25,+0.8,92,-4.4%,17,+13.6
Patrick Beverley,32.3,LAC,Combo,823,84,-4.3,52,-0.0,24,+1.0%,42,+1.7,17,+0.8,53,+0.2%,19,+14.9,63,-0.4,48,+0.4%,57,-3.1
Bismack Biyombo,28.2,CHA,Big,1342,37,+1.5,40,+0.4,32,+0.7%,48,+0.2,53,-0.0,51,+0.4%,37,+4.0,32,+0.5,32,+1.4%,44,+0.5
Nemanja Bjelica,32.5,SAC,Big,435,61,-0.9,69,-0.7,11,+1.7%,61,-3.2,34,+0.3,48,+0.9%,24,+11.4,70,-0.6,12,+3.4%,66,-6.4
Nemanja Bjelica,32.5,MIA,Big,152,1,+11.1,89,-1.7,55,-0.1%,90,-13.2,92,-1.2,65,-2.1%,93,-27.0,54,-0.2,15,+3.1%,48,-0.3
Eric Bledsoe,30.9,NOP,Point,2108,14,+4.6,23,+1.1,34,+0.6%,14,+10.9,71,-0.4,23,+4.8%,63,-4.1,10,+1.6,29,+1.7%,5,+22.4
Bojan Bogdanovic,31.5,UTA,Forward,2207,23,+3.2,55,-0.2,55,-0.1%,50,-0.4,68,-0.3,12,+7.0%,72,-8.2,43,+0.2,80,-2.5%,39,+3.2
Devin Booker,24.0,PHX,Wing,2269,8,+6.2,36,+0.6,20,+1.2%,44,+1.4,16,+0.8,28,+3.8%,10,+22.5,63,-0.4,10,+3.7%,83,-12.7
