Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,SHOT FREQUENCY: Rim Rank,SHOT FREQUENCY: Rim,SHOT FREQUENCY: Short Mid Rank,SHOT FREQUENCY: Short Mid,SHOT FREQUENCY: Long Mid Rank,SHOT FREQUENCY: Long Mid,SHOT FREQUENCY: All Mid Rank,SHOT FREQUENCY: All Mid,SHOT FREQUENCY: Corner Three Rank,SHOT FREQUENCY: Corner Three,SHOT FREQUENCY: Non Corner Rank,SHOT FREQUENCY: Non Corner,SHOT FREQUENCY: All Three Rank,SHOT FREQUENCY: All Three
Malik Allen,25.3,MIA,Big,132,40,+1.1%,43,+2.0%,1,+6.9%,94,-9.2%,60,-2.4%,17,+1.6%,70,-1.3%,46,+0.3%
Rafer Alston,27.3,MIA,Point,288,77,-4.2%,71,-2.7%,55,-0.4%,12,+5.3%,17,+4.9%,31,+0.9%,85,-3.1%,73,-2.2%
Shandon Anderson,29.8,NYK,Wing,111,79,-4.4%,100,-15.6%,63,-0.9%,0,+16.7%,1,+15.8%,56,-0.3%,45,+0.1%,57,-0.2%
Carmelo Anthony,19.4,DEN,Wing,144,48,+0.6%,99,-11.0%,8,+4.7%,31,+2.5%,7,+7.2%,44,+0.5%,16,+3.4%,16,+3.9%
Darrell Armstrong,35.4,NOH,Point,149,68,-1.8%,54,+0.6%,19,+2.7%,41,+0.6%,27,+3.3%,78,-1.4%,82,-2.6%,87,-3.9%
Chucky Atkins,29.2,BOS,Point,134,55,0.0%,3,+10.8%,89,-3.3%,89,-6.8%,95,-10.1%,81,-1.5%,40,+0.9%,63,-0.6%
Stacey Augmon,35.2,NOH,Wing,165,76,-3.5%,47,+1.6%,26,+1.7%,97,-12.0%,97,-10.3%,40,+0.6%,1,+8.2%,1,+8.7%
Jonathan Bender,22.8,IND,Big,186,69,-2.0%,13,+6.1%,41,+0.9%,79,-4.4%,70,-3.6%,52,-0.2%,79,-2.3%,76,-2.5%
Mike Bibby,25.5,SAC,Point,498,81,-4.4%,7,+8.4%,98,-9.8%,13,+4.9%,77,-4.9%,89,-2.8%,62,-0.7%,83,-3.5%
Chauncey Billups,27.1,DET,Combo,882,15,+4.1%,55,+0.4%,34,+1.2%,22,+3.5%,19,+4.6%,43,+0.5%,92,-5.6%,88,-5.1%
Mark Blount,27.9,BOS,Big,144,98,-12.8%,70,-2.2%,3,+6.3%,76,-4.1%,34,+2.2%,100,-8.1%,2,+8.1%,51,+0.0%
Bruce Bowen,32.4,SAS,Wing,297,60,-0.9%,24,+4.0%,59,-0.8%,80,-4.7%,80,-5.5%,94,-3.5%,10,+5.0%,29,+1.6%
Earl Boykins,27.4,DEN,Point,116,74,-2.9%,44,+2.0%,21,+2.2%,55,-1.4%,36,+0.9%,21,+1.4%,88,-4.2%,80,-2.8%
Devin Brown,24.8,SAS,Combo,124,63,-1.4%,53,+0.7%,79,-2.6%,48,-0.4%,66,-3.0%,5,+2.6%,58,-0.4%,23,+2.3%
P.J. Brown,34.0,NOH,Big,254,10,+5.1%,4,+10.3%,6,+4.9%,90,-7.3%,61,-2.5%,79,-1.4%,94,-6.4%,98,-7.8%
Kobe Bryant,25.2,LAL,Wing,966,77,-4.1%,28,+3.7%,43,+0.8%,87,-6.5%,81,-5.8%,11,+2.0%,47,-0.0%,24,+2.0%
Caron Butler,23.6,MIA,Wing,509,71,-2.7%,72,-3.1%,54,-0.1%,64,-2.6%,64,-2.7%,29,+1.1%,12,+4.7%,8,+5.8%
Marcus Camby,29.6,DEN,Big,194,3,+7.5%,18,+5.2%,100,-14.8%,11,+5.6%,93,-9.3%,8,+2.4%,30,+1.7%,14,+4.1%
Elden Campbell,35.3,DET,Big,125,36,+1.4%,85,-4.4%,3,+6.2%,66,-2.8%,25,+3.4%,55,-0.3%,35,+1.3%,36,+1.0%
Sam Cassell,34.0,MIN,Point,496,38,+1.2%,56,-0.2%,66,-1.2%,4,+8.7%,6,+7.5%,63,-0.5%,95,-6.8%,97,-7.3%
Kelvin Cato,29.2,HOU,Big,146,83,-4.8%,15,+5.8%,91,-4.0%,14,+4.5%,39,+0.5%,36,+0.7%,96,-6.9%,92,-6.2%
Doug Christie,33.5,SAC,Wing,458,8,+5.9%,43,+2.3%,94,-5.7%,35,+2.3%,69,-3.4%,80,-1.5%,23,+2.6%,33,+1.2%
Jason Collins,24.9,NJN,Big,263,62,-1.2%,94,-8.3%,28,+1.6%,2,+10.3%,3,+11.9%,30,+1.0%,90,-4.6%,84,-3.6%
Austin Croshere,28.5,IND,Forward,204,46,+0.7%,66,-1.8%,35,+1.2%,62,-2.2%,48,-1.0%,17,+1.7%,37,+1.1%,20,+2.8%
Marquis Daniels,22.8,DAL,Combo,179,1,+9.2%,8,+8.0%,15,+3.3%,84,-5.4%,57,-2.1%,82,-1.6%,89,-4.3%,90,-5.9%
Baron Davis,24.6,NOH,Combo,261,83,-4.9%,10,+6.9%,90,-3.3%,70,-3.7%,90,-7.0%,10,+2.2%,78,-2.1%,50,+0.1%
Ricky Davis,24.1,BOS,Wing,121,86,-5.3%,69,-2.1%,48,+0.2%,25,+3.2%,26,+3.3%,45,+0.5%,73,-1.7%,70,-1.3%
Vlade Divac,35.7,SAC,Big,235,65,-1.6%,90,-6.5%,57,-0.5%,10,+6.6%,10,+6.0%,42,+0.5%,48,-0.1%,44,+0.4%
Tim Duncan,27.5,SAS,Big,401,56,-0.0%,60,-1.3%,85,-3.1%,26,+2.9%,43,-0.1%,96,-4.7%,6,+6.2%,31,+1.4%
Michael Finley,30.7,DAL,Wing,196,92,-6.5%,1,+13.8%,95,-5.9%,73,-4.0%,94,-9.9%,97,-5.8%,29,+1.9%,86,-3.9%
Derek Fisher,29.2,LAL,Combo,495,50,+0.4%,74,-3.1%,32,+1.3%,51,-0.7%,37,+0.7%,67,-0.7%,19,+3.1%,22,+2.4%
Jeff Foster,26.8,IND,Big,309,4,+6.5%,65,-1.8%,51,-0.0%,29,+2.7%,32,+2.7%,70,-0.8%,50,-0.1%,67,-0.9%
Rick Fox,34.3,LAL,Wing,142,21,+3.3%,57,-0.7%,44,+0.5%,23,+3.3%,23,+3.8%,74,-1.0%,77,-2.1%,81,-3.0%
Steve Francis,26.7,HOU,Point,223,80,-4.4%,21,+4.4%,64,-1.2%,71,-3.7%,76,-4.8%,1,+3.9%,86,-3.5%,43,+0.4%
Kevin Garnett,27.5,MIN,Big,780,88,-5.4%,45,+1.9%,72,-2.0%,36,+2.2%,41,+0.2%,76,-1.2%,65,-0.9%,72,-2.1%
Pau Gasol,23.3,MEM,Big,133,27,+2.3%,6,+9.1%,12,+3.7%,97,-10.1%,84,-6.4%,54,-0.3%,81,-2.5%,78,-2.8%
Devean George,26.2,LAL,Forward,470,51,+0.3%,42,+2.3%,75,-2.3%,45,+0.5%,54,-1.9%,43,+0.5%,66,-0.9%,60,-0.4%
Manu Ginobili,26.3,SAS,Wing,278,49,+0.6%,89,-5.7%,36,+1.2%,28,+2.7%,23,+3.9%,13,+1.9%,50,-0.1%,27,+1.8%
Brian Grant,31.7,MIA,Big,399,59,-0.7%,75,-3.2%,31,+1.4%,6,+7.3%,4,+8.8%,48,+0.2%,93,-5.8%,90,-5.6%
Richard Hamilton,25.7,DET,Wing,930,57,-0.4%,36,+3.0%,9,+4.6%,56,-1.4%,29,+3.2%,93,-3.4%,84,-2.9%,93,-6.2%
Anfernee Hardaway,32.3,NYK,Wing,167,93,-7.4%,30,+3.6%,7,+4.9%,100,-18.4%,100,-13.6%,3,+3.5%,5,+6.4%,0,+10.0%
Al Harrington,23.7,IND,Forward,427,90,-6.2%,10,+7.6%,67,-1.3%,83,-5.1%,85,-6.4%,75,-1.1%,51,-0.2%,69,-1.3%
Lucious Harris,32.9,NJN,Combo,178,63,-1.5%,5,+10.1%,77,-2.4%,93,-8.4%,97,-10.8%,73,-0.9%,32,+1.5%,38,+0.6%
Udonis Haslem,23.4,MIA,Big,195,52,+0.2%,17,+5.2%,97,-7.0%,46,+0.2%,89,-6.8%,85,-2.1%,15,+3.7%,28,+1.6%
Trenton Hassell,24.7,MIN,Wing,474,19,+3.4%,38,+2.8%,24,+1.8%,24,+3.2%,17,+5.0%,71,-0.8%,97,-6.9%,97,-7.8%
Nene Hilario,21.1,DEN,Big,132,47,+0.7%,14,+6.0%,90,-3.8%,90,-7.5%,99,-11.3%,77,-1.3%,4,+6.6%,10,+5.3%
Fred Hoiberg,31.0,MIN,Wing,428,82,-4.7%,76,-3.2%,81,-2.8%,57,-1.8%,73,-4.6%,41,+0.5%,3,+7.3%,3,+7.8%
Robert Horry,33.2,SAS,Big,208,96,-8.1%,83,-3.9%,39,+0.9%,33,+2.4%,24,+3.4%,7,+2.5%,76,-2.0%,41,+0.5%
Lindsey Hunter,32.9,DET,Combo,252,43,+0.8%,78,-3.5%,83,-3.0%,37,+1.4%,51,-1.6%,15,+1.8%,18,+3.2%,12,+5.0%
Jim Jackson,33.0,HOU,Wing,218,97,-12.4%,80,-3.6%,49,+0.1%,15,+4.4%,20,+4.4%,86,-2.3%,33,+1.5%,65,-0.8%
Mike James,28.4,DET,Point,182,85,-5.2%,58,-1.2%,73,-2.2%,61,-2.1%,72,-4.3%,35,+0.7%,11,+4.7%,10,+5.4%
Antawn Jamison,27.4,DAL,Forward,103,30,+2.0%,81,-3.8%,30,+1.5%,27,+2.8%,22,+4.3%,23,+1.3%,74,-1.8%,62,-0.5%
Richard Jefferson,23.4,NJN,Wing,457,44,+0.8%,50,+1.1%,17,+3.1%,77,-4.3%,49,-1.1%,25,+1.2%,68,-1.2%,50,+0.1%
Anthony Johnson,29.1,IND,Point,329,89,-5.4%,25,+3.9%,60,-0.8%,68,-3.0%,70,-3.8%,47,+0.3%,59,-0.4%,56,-0.1%
Ervin Johnson,35.9,MIN,Big,356,70,-2.0%,39,+2.8%,38,+1.1%,17,+4.1%,13,+5.2%,65,-0.6%,98,-7.3%,99,-8.0%
Damon Jones,27.2,MIL,Point,144,14,+4.4%,9,+7.8%,25,+1.7%,78,-4.4%,63,-2.6%,97,-4.8%,56,-0.4%,89,-5.2%
Eddie Jones,32.0,MIA,Wing,480,41,+1.0%,63,-1.4%,74,-2.2%,32,+2.5%,40,+0.2%,62,-0.5%,30,+1.6%,34,+1.1%
Fred Jones,24.6,IND,Wing,254,91,-6.5%,26,+3.9%,88,-3.2%,75,-4.0%,90,-7.2%,30,+1.1%,25,+2.3%,17,+3.3%
Jason Kidd,30.6,NJN,Point,475,90,-6.1%,82,-3.9%,16,+3.2%,82,-4.8%,52,-1.6%,3,+3.2%,23,+2.3%,9,+5.5%
