Player,Age,Team,Pos,MIN,Usage Rank,Usage,PSA Rank,PSA,AST% Rank,AST%,AST:Usg Rank,AST:Usg,TOV% Rank,TOV%
Steven Adams,23.3,OKC,Big,156,0,9.3%,65,121.2,38,6.4%,73,0.68,73,11.4%
LaMarcus Aldridge,31.3,SAS,Big,535,90,22.9%,18,100.8,55,7.6%,23,0.33,83,10.3%
Al-Farouq Aminu,26.1,POR,Big,111,63,16.9%,38,109.8,35,6.3%,33,0.38,13,19.6%
Kyle Anderson,23.1,SAS,Wing,150,35,16.3%,88,132.7,85,19.6%,94,1.21,74,8.8%
Ryan Anderson,28.5,HOU,Big,328,18,13.5%,23,103.0,10,3.2%,13,0.24,88,9.0%
Giannis Antetokounmpo,21.9,MIL,Forward,242,88,29.4%,50,112.0,88,20.2%,75,0.69,25,13.3%
Trevor Ariza,31.3,HOU,Forward,412,6,11.2%,63,115.7,63,8.6%,88,0.76,88,8.5%
Kent Bazemore,27.3,ATL,Wing,149,74,22.2%,15,98.3,82,18.8%,76,0.85,3,19.1%
Bradley Beal,23.3,WAS,Wing,464,85,25.4%,68,113.0,53,10.9%,24,0.43,82,8.6%
Patrick Beverley,28.3,HOU,Point,323,18,18.7%,18,107.0,18,16.6%,47,0.89,6,13.9%
Bojan Bogdanovic,27.5,WAS,Forward,230,56,15.6%,56,114.3,13,4.2%,6,0.27,63,9.7%
Avery Bradley,25.9,BOS,Combo,604,67,20.0%,58,109.3,25,10.1%,17,0.50,58,11.5%
Malcolm Brogdon,23.9,MIL,Combo,177,58,18.6%,17,100.0,58,17.1%,67,0.92,0,17.6%
Jaylen Brown,20.0,BOS,Wing,168,32,15.7%,71,113.5,44,8.6%,41,0.55,18,17.2%
Jimmy Butler,27.1,CHI,Wing,238,91,27.4%,56,108.0,79,18.7%,65,0.68,44,10.3%
Clint Capela,22.5,HOU,Big,285,25,14.2%,53,118.4,48,7.2%,48,0.51,90,8.7%
DeMarre Carroll,30.3,TOR,Forward,149,31,12.4%,31,110.5,31,5.2%,25,0.42,44,13.0%
Vince Carter,39.8,MEM,Wing,194,18,13.9%,79,122.2,29,7.8%,47,0.56,6,19.0%
Ian Clark,25.7,GSW,Combo,174,33,16.1%,100,137.1,8,6.4%,8,0.40,42,14.8%
Mike Conley,29.1,MEM,Point,222,76,31.9%,82,127.6,76,37.5%,71,1.18,94,8.4%
Jamal Crawford,36.6,LAC,Wing,162,79,23.2%,18,98.6,50,9.7%,18,0.42,47,10.3%
Jae Crowder,26.3,BOS,Forward,557,69,17.0%,25,106.8,69,13.0%,81,0.76,100,5.8%
Stephen Curry,28.6,GSW,Point,598,53,30.8%,100,136.0,65,27.2%,41,0.88,12,13.5%
DeMar DeRozan,27.2,TOR,Wing,372,100,30.9%,50,106.7,68,17.8%,50,0.58,50,10.2%
Matthew Dellavedova,26.1,MIL,Point,156,0,15.9%,6,100.0,0,12.9%,35,0.81,53,11.5%
Boris Diaw,34.5,UTA,Big,184,55,15.8%,45,115.2,83,16.1%,90,1.02,10,20.2%
Kevin Durant,28.1,GSW,Forward,529,81,27.5%,94,136.5,81,17.7%,63,0.64,50,11.2%
James Ennis,26.3,MEM,Forward,158,63,15.9%,44,111.4,50,7.9%,38,0.49,6,14.1%
Derrick Favors,25.3,UTA,Big,194,30,14.3%,40,110.0,30,5.8%,38,0.41,95,7.2%
