Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,Rim Rank,Rim,Short Mid Rank,Short Mid,Long Mid Rank,Long Mid,All Mid Rank,All Mid,Corner Three Rank,Corner Three,Non Corner Rank,Non Corner,All Three Rank,All Three
LaMarcus Aldridge,25.3,POR,Big,258,47,46.1%,86,69%,58,39%,51,38%,47,38%,0,0%,0,0%,0,0%
Ray Allen,35.3,BOS,Wing,360,100,67.0%,53,61%,56,38%,59,41%,59,40%,100,69%,90,53%,100,57%
Tony Allen,28.8,MEM,Combo,348,22,43.1%,89,57%,0,10%,67,44%,11,25%,0,17%,0,0%,0,14%
Ryan Anderson,22.5,ORL,Big,145,2,36.7%,0,22%,5,0%,0,0%,2,0%,0,0%,50,33%,33,30%
Carmelo Anthony,26.4,NYK,Wing,155,21,43.1%,15,47%,21,14%,29,35%,18,30%,0,33%,52,36%,54,36%
Joel Anthony,28.2,MIA,Big,572,5,36.7%,19,48%,9,13%,7,0%,7,13%,0,0%,0,0%,0,0%
Trevor Ariza,25.3,NOP,Wing,240,26,45.3%,38,55%,35,25%,62,42%,29,34%,0,57%,0,21%,46,33%
Darrell Arthur,22.6,MEM,Big,197,37,44.6%,19,48%,72,43%,70,41%,72,42%,0,0%,0,0%,0,0%
Omer Asik,24.3,CHI,Big,136,49,46.2%,14,46%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%
J.J. Barea,26.3,DAL,Combo,384,78,47.0%,67,55%,56,39%,11,31%,44,37%,0,60%,0,30%,0,33%
Matt Barnes,30.6,LAL,Wing,125,6,36.8%,53,61%,3,0%,0,0%,0,0%,0,0%,0,17%,0,10%
Brandon Bass,25.5,ORL,Big,138,23,42.1%,67,63%,79,50%,47,35%,44,37%,0,0%,0,0%,0,0%
Shane Battier,32.1,MEM,Forward,337,92,51.6%,58,63%,83,50%,100,100%,92,52%,0,25%,0,36%,50,30%
Nicolas Batum,21.9,POR,Forward,150,75,51.1%,33,60%,100,67%,75,50%,100,60%,0,20%,0,36%,33,29%
Marco Belinelli,24.6,NOP,Wing,171,18,42.9%,44,57%,85,58%,18,22%,41,37%,0,29%,29,32%,25,31%
Mike Bibby,32.5,MIA,Point,413,0,37.4%,26,50%,100,67%,5,26%,21,31%,0,24%,0,27%,0,26%
Steve Blake,30.7,LAL,Point,144,26,43.5%,0,0%,0,0%,37,33%,5,25%,0,33%,0,33%,50,33%
Keith Bogans,30.5,CHI,Wing,307,94,58.7%,12,43%,0,0%,0,0%,0,0%,0,31%,100,56%,75,42%
Matt Bonner,30.6,SAS,Big,122,91,62.5%,100,100%,100,100%,95,67%,100,83%,0,40%,0,33%,67,35%
Carlos Boozer,28.9,CHI,Big,506,33,43.3%,12,43%,56,38%,86,49%,81,44%,0,0%,0,0%,0,0%
Chris Bosh,26.6,MIA,Big,831,56,47.4%,51,60%,47,34%,79,45%,65,42%,0,0%,0,0%,0,0%
Elton Brand,31.6,PHI,Big,183,81,54.8%,60,62%,93,65%,37,33%,91,53%,0,0%,0,0%,0,0%
