Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,SHOT FREQUENCY: Rim Rank,SHOT FREQUENCY: Rim,SHOT FREQUENCY: Short Mid Rank,SHOT FREQUENCY: Short Mid,SHOT FREQUENCY: Long Mid Rank,SHOT FREQUENCY: Long Mid,SHOT FREQUENCY: All Mid Rank,SHOT FREQUENCY: All Mid,SHOT FREQUENCY: Corner Three Rank,SHOT FREQUENCY: Corner Three,SHOT FREQUENCY: Non Corner Rank,SHOT FREQUENCY: Non Corner,SHOT FREQUENCY: All Three Rank,SHOT FREQUENCY: All Three
Jeff Adrien,24.7,GSW,Big,159,71,-1.2%,65,-0.8%,4,+3.0%,15,+2.2%,2,+5.2%,94,-1.4%,96,-3.0%,99,-4.5%
Arron Afflalo,25.0,DEN,Wing,2270,47,+0.2%,85,-2.5%,17,+1.5%,30,+1.1%,13,+2.6%,74,-0.6%,40,+0.5%,53,-0.1%
Alexis Ajinca,22.5,TOR,Big,240,100,-7.2%,60,-0.5%,67,-0.7%,49,-0.0%,61,-0.7%,10,+1.2%,51,+0.0%,30,+1.2%
Cole Aldrich,22.0,OKC,Big,101,98,-4.7%,0,+8.4%,22,+1.2%,99,-5.5%,94,-4.3%,85,-1.1%,95,-3.0%,96,-4.1%
LaMarcus Aldridge,25.3,POR,Big,3202,77,-1.6%,95,-4.3%,5,+2.9%,3,+4.2%,0,+7.1%,80,-0.8%,88,-2.0%,90,-2.8%
Malik Allen,32.3,ORL,Big,159,1,+4.7%,6,+4.1%,89,-2.2%,12,+2.4%,45,+0.2%,95,-1.6%,94,-2.7%,97,-4.3%
Ray Allen,35.3,BOS,Wing,2883,17,+2.2%,23,+1.7%,88,-2.1%,82,-2.0%,93,-4.1%,16,+0.9%,19,+1.6%,13,+2.4%
Tony Allen,28.8,MEM,Combo,1474,66,-0.8%,46,+0.3%,61,-0.4%,17,+2.0%,26,+1.6%,11,+1.2%,95,-3.0%,79,-1.9%
Al-Farouq Aminu,20.1,LAC,Wing,1391,35,+0.9%,73,-1.3%,98,-3.8%,10,+2.7%,65,-1.0%,8,+1.3%,28,+1.0%,14,+2.4%
Lou Amundson,27.9,GSW,Big,664,77,-1.6%,66,-0.9%,19,+1.4%,81,-2.0%,59,-0.6%,43,+0.2%,23,+1.3%,25,+1.5%
Chris Andersen,32.3,DEN,Big,708,46,+0.3%,20,+2.1%,63,-0.5%,67,-1.1%,72,-1.6%,68,-0.5%,50,+0.0%,59,-0.5%
David Andersen,30.4,TOR,Big,140,79,-1.8%,100,-12.5%,70,-0.8%,1,+5.4%,3,+4.6%,5,+1.7%,0,+6.2%,0,+7.9%
David Andersen,30.4,NOH,Big,191,0,+6.2%,71,-1.2%,26,+1.0%,78,-1.7%,61,-0.7%,0,+3.8%,86,-1.8%,19,+2.0%
James Anderson,21.6,SAS,Wing,268,9,+3.0%,93,-3.8%,41,+0.3%,48,+0.0%,43,+0.3%,13,+1.1%,9,+2.4%,6,+3.5%
Ryan Anderson,22.5,ORL,Big,1342,63,-0.6%,41,+0.5%,15,+1.6%,79,-1.9%,53,-0.2%,62,-0.3%,49,+0.1%,54,-0.2%
Carmelo Anthony,26.4,DEN,Forward,1762,99,-5.8%,86,-2.6%,43,+0.2%,7,+3.1%,8,+3.3%,38,+0.3%,72,-1.0%,63,-0.7%
Carmelo Anthony,26.4,NYK,Wing,975,9,+3.0%,16,+2.5%,80,-1.4%,97,-4.1%,98,-5.5%,30,+0.5%,8,+2.5%,8,+3.0%
Joel Anthony,28.2,MIA,Big,1410,91,-3.0%,60,-0.5%,45,+0.2%,77,-1.7%,71,-1.6%,42,+0.2%,14,+1.9%,17,+2.1%
Gilbert Arenas,28.8,WAS,Combo,708,48,+0.1%,63,-0.7%,37,+0.5%,16,+2.1%,14,+2.6%,47,+0.1%,87,-2.0%,79,-1.8%
Gilbert Arenas,28.8,ORL,Combo,1027,20,+2.1%,56,-0.2%,81,-1.5%,37,+0.7%,62,-0.8%,27,+0.6%,43,+0.4%,33,+1.0%
Trevor Ariza,25.3,NOH,Wing,2589,6,+3.5%,27,+1.4%,33,+0.7%,56,-0.5%,46,+0.1%,82,-0.9%,63,-0.6%,76,-1.6%
Hilton Armstrong,25.9,WAS,Big,398,70,-1.0%,49,+0.2%,20,+1.3%,67,-1.1%,47,+0.1%,23,+0.7%,71,-1.0%,55,-0.3%
Carlos Arroyo,31.3,MIA,Point,962,25,+1.6%,30,+1.2%,16,+1.6%,44,+0.3%,21,+1.9%,54,-0.1%,96,-3.0%,92,-3.2%
Carlos Arroyo,31.3,BOS,Combo,170,99,-5.8%,9,+3.7%,72,-1.0%,5,+3.4%,15,+2.5%,90,-1.2%,100,-4.9%,100,-6.1%
Darrell Arthur,22.6,MEM,Big,1573,80,-1.8%,91,-3.4%,54,-0.1%,57,-0.5%,60,-0.7%,23,+0.7%,4,+3.4%,3,+4.1%
Omer Asik,24.3,CHI,Big,926,95,-3.5%,83,-2.2%,10,+2.1%,33,+1.0%,10,+3.1%,64,-0.4%,61,-0.5%,65,-0.9%
D.J. Augustin,23.0,CHA,Point,2739,5,+3.8%,25,+1.6%,5,+2.8%,79,-1.9%,34,+1.0%,59,-0.2%,91,-2.3%,88,-2.5%
Luke Babbitt,21.4,POR,Forward,107,98,-5.2%,1,+7.4%,97,-3.5%,96,-3.8%,99,-7.3%,3,+2.0%,89,-2.1%,53,-0.1%
Leandro Barbosa,27.9,TOR,Combo,1348,67,-0.8%,84,-2.3%,79,-1.3%,73,-1.4%,85,-2.8%,10,+1.2%,2,+3.8%,1,+5.0%
J.J. Barea,26.3,DAL,Combo,1593,52,-0.1%,53,-0.1%,65,-0.6%,75,-1.6%,80,-2.2%,6,+1.4%,32,+0.8%,15,+2.3%
Andrea Bargnani,25.0,TOR,Big,2344,18,+2.2%,17,+2.3%,24,+1.1%,55,-0.5%,39,+0.6%,82,-0.9%,89,-2.1%,92,-2.9%
Matt Barnes,30.6,LAL,Wing,983,69,-0.9%,51,+0.1%,78,-1.3%,80,-1.9%,88,-3.1%,71,-0.6%,3,+3.6%,8,+3.0%
Earl Barron,29.2,PHX,Big,170,37,+0.8%,83,-2.2%,99,-4.6%,0,+6.7%,19,+2.1%,4,+1.9%,85,-1.8%,49,+0.1%
Brandon Bass,25.5,ORL,Big,1956,53,-0.1%,8,+3.7%,24,+1.1%,78,-1.8%,60,-0.7%,57,-0.2%,95,-2.9%,92,-3.1%
Tony Battie,34.7,PHI,Big,361,98,-4.7%,87,-2.7%,97,-3.5%,18,+1.9%,73,-1.6%,5,+1.5%,6,+2.9%,3,+4.3%
Shane Battier,32.1,HOU,Wing,1808,36,+0.9%,79,-1.9%,6,+2.5%,55,-0.4%,19,+2.0%,76,-0.7%,41,+0.5%,54,-0.2%
Shane Battier,32.1,MEM,Forward,531,56,-0.4%,52,+0.0%,55,-0.1%,55,-0.4%,58,-0.6%,91,-1.3%,15,+1.9%,42,+0.5%
Nicolas Batum,21.9,POR,Forward,2500,12,+2.7%,22,+1.8%,40,+0.4%,54,-0.4%,49,-0.0%,68,-0.5%,78,-1.3%,79,-1.8%
Jerryd Bayless,22.2,NOH,Point,142,97,-4.3%,50,+0.1%,6,+2.5%,53,-0.4%,18,+2.1%,94,-1.5%,66,-0.8%,84,-2.2%
Jerryd Bayless,22.2,TOR,Combo,1289,73,-1.4%,74,-1.4%,71,-0.9%,26,+1.4%,41,+0.5%,20,+0.8%,46,+0.2%,35,+0.9%
Michael Beasley,21.8,MIN,Forward,2350,84,-2.2%,24,+1.7%,59,-0.3%,70,-1.2%,72,-1.6%,14,+0.9%,72,-1.1%,52,-0.1%
Rodrigue Beaubois,22.7,DAL,Wing,481,42,+0.5%,80,-2.0%,10,+2.1%,34,+0.9%,11,+2.9%,45,+0.2%,74,-1.1%,67,-0.9%
Marco Belinelli,24.6,NOH,Wing,1922,20,+2.0%,13,+2.8%,75,-1.1%,36,+0.8%,55,-0.3%,75,-0.7%,85,-1.8%,87,-2.5%
Charlie Bell,31.6,GSW,Wing,123,98,-5.0%,39,+0.6%,58,-0.3%,30,+1.2%,36,+0.9%,71,-0.6%,68,-0.9%,75,-1.4%
Raja Bell,34.1,UTA,Wing,2080,27,+1.5%,29,+1.3%,63,-0.5%,45,+0.3%,54,-0.3%,77,-0.7%,57,-0.3%,69,-1.0%
Mike Bibby,32.5,ATL,Point,1670,83,-2.1%,76,-1.6%,58,-0.3%,46,+0.1%,52,-0.1%,23,+0.7%,29,+1.0%,22,+1.7%
Mike Bibby,32.5,MIA,Point,556,19,+2.1%,22,+1.9%,89,-2.3%,95,-3.6%,99,-5.9%,10,+1.2%,7,+2.8%,4,+4.0%
Andris Biedrins,24.6,GSW,Big,1390,3,+4.0%,43,+0.4%,86,-2.0%,4,+3.8%,22,+1.8%,84,-1.0%,76,-1.2%,83,-2.2%
Chauncey Billups,34.1,DEN,Combo,1641,96,-3.9%,77,-1.7%,10,+2.1%,22,+1.7%,6,+3.8%,46,+0.1%,90,-2.2%,82,-2.1%
Chauncey Billups,34.1,NYK,Combo,662,26,+1.5%,43,+0.4%,67,-0.7%,44,+0.3%,56,-0.4%,55,-0.2%,46,+0.1%,52,-0.0%
DeJuan Blair,21.5,SAS,Big,1639,21,+2.0%,57,-0.4%,54,-0.1%,9,+2.8%,13,+2.7%,90,-1.3%,71,-1.0%,84,-2.3%
Steve Blake,30.7,LAL,Point,1487,70,-1.1%,52,+0.1%,54,-0.1%,89,-2.6%,85,-2.8%,63,-0.3%,5,+3.0%,11,+2.7%
Andray Blatche,24.2,WAS,Big,2163,16,+2.2%,17,+2.4%,36,+0.5%,54,-0.4%,47,+0.1%,94,-1.5%,73,-1.1%,89,-2.6%
Eric Bledsoe,20.9,LAC,Combo,1794,46,+0.3%,36,+0.8%,94,-2.8%,29,+1.2%,72,-1.6%,44,+0.2%,37,+0.6%,37,+0.8%
Keith Bogans,30.5,CHI,Wing,1455,2,+4.4%,61,-0.6%,83,-1.6%,5,+3.6%,19,+2.0%,49,+0.1%,82,-1.6%,75,-1.5%
Andrew Bogut,25.9,MIL,Big,2293,87,-2.5%,68,-1.0%,20,+1.3%,15,+2.2%,7,+3.5%,63,-0.4%,90,-2.1%,88,-2.5%
Matt Bonner,30.6,SAS,Big,1390,48,+0.1%,74,-1.5%,28,+0.9%,70,-1.2%,54,-0.3%,17,+0.8%,31,+0.9%,22,+1.7%
Trevor Booker,22.9,WAS,Forward,976,55,-0.3%,26,+1.5%,90,-2.3%,87,-2.5%,95,-4.8%,17,+0.8%,9,+2.4%,7,+3.3%
Carlos Boozer,28.9,CHI,Big,1876,0,+5.9%,24,+1.7%,79,-1.3%,61,-0.8%,80,-2.1%,52,-0.1%,39,+0.5%,43,+0.4%
Chris Bosh,26.6,MIA,Big,2776,65,-0.7%,65,-0.8%,13,+1.8%,69,-1.2%,39,+0.6%,59,-0.3%,41,+0.5%,47,+0.2%
