Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,2P% Rank,2P%,3P% Rank,3P%,FT% Rank,FT%,ASTD% All Rank,ASTD% All,ASTD% Rim Rank,ASTD% Rim,ASTD% Mid Rank,ASTD% Mid,ASTD% Three Rank,ASTD% Three
Gary Harris,29.1,ORL,Wing,158,7,41.1%,0,16.7%,36,31.8%,0,100.0%,0,100%,0,100%,0,0%,0,100%
Tobias Harris,31.3,PHI,Forward,251,24,48.3%,36,50.0%,21,28.6%,0,83.3%,84,62%,36,69%,100,14%,0,100%
Josh Hart,28.7,NYK,Forward,547,44,51.3%,24,48.4%,58,37.3%,29,72.9%,76,67%,80,47%,40,90%,80,86%
Isaiah Hartenstein,25.5,NYK,Big,387,59,59.5%,59,59.5%,0,0.0%,0,86.4%,47,77%,74,57%,29,96%,0,0%
Sam Hauser,25.9,BOS,Forward,265,100,58.7%,100,72.7%,63,37.5%,0,100.0%,0,100%,4,100%,4,100%,0,100%
Tyler Herro,23.8,MIA,Combo,255,22,48.3%,17,43.6%,26,34.8%,0,94.1%,61,51%,83,33%,39,33%,72,70%
Haywood Highsmith,26.9,MIA,Forward,171,8,43.0%,96,66.7%,4,13.6%,0,66.7%,72,71%,28,71%,76,57%,0,100%
Jrue Holiday,33.4,BOS,Combo,718,83,60.3%,83,59.0%,74,41.2%,0,95.5%,44,62%,22,61%,11,56%,78,66%
Justin Holiday,34.6,DEN,Combo,146,28,50.0%,0,0.0%,53,39.3%,0,50.0%,0,100%,0,0%,0,0%,0,100%
Chet Holmgren,21.5,OKC,Big,343,35,54.7%,82,66.2%,0,26.0%,50,75.8%,44,78%,44,69%,41,77%,35,100%
Al Horford,37.4,BOS,Big,574,71,60.9%,100,72.1%,47,37.2%,0,63.6%,18,86%,41,70%,44,75%,35,100%
Brandon Ingram,26.2,NOP,Wing,207,4,40.7%,18,38.2%,0,40.0%,0,91.7%,79,52%,46,60%,68,46%,86,75%
Kyrie Irving,31.6,DAL,Combo,879,44,53.4%,33,50.8%,47,39.0%,67,84.9%,83,32%,78,34%,50,24%,83,45%
Jonathan Isaac,26.1,ORL,Forward,140,40,51.3%,36,50.0%,38,34.6%,0,100.0%,76,67%,92,0%,4,100%,0,100%
Isaiah Jackson,21.8,IND,Big,130,26,52.9%,26,52.9%,0,0.0%,0,60.0%,24,83%,24,79%,9,100%,0,0%
Reggie Jackson,33.5,DEN,Combo,111,11,45.2%,6,31.8%,58,40.0%,0,100.0%,56,53%,39,50%,56,20%,61,75%
LeBron James,38.8,LAL,Forward,244,76,55.9%,80,58.0%,33,33.3%,71,81.8%,100,41%,84,36%,92,25%,92,80%
Jaime Jaquez Jr.,22.7,MIA,Wing,179,36,48.1%,46,49.2%,21,30.0%,0,84.6%,68,63%,25,73%,82,36%,0,100%
Isaiah Joe,24.3,OKC,Wing,172,89,59.3%,64,53.3%,75,41.0%,0,0.0%,7,92%,11,75%,50,75%,0,100%
Nikola Jokic,28.7,DEN,Big,481,50,58.1%,68,62.3%,6,27.5%,100,90.1%,85,56%,88,52%,85,53%,91,86%
Herbert Jones,25.1,NOP,Forward,200,64,53.9%,56,52.4%,50,36.7%,0,85.7%,48,77%,68,55%,0,0%,0,100%
Derrick Jones Jr.,26.7,DAL,Forward,646,80,56.0%,76,55.8%,63,37.5%,43,73.3%,20,87%,16,82%,56,78%,0,100%
Nikola Jovic,20.4,MIA,Big,160,41,57.0%,12,50.0%,65,40.7%,0,85.7%,35,79%,97,40%,59,67%,35,100%
Maxi Kleber,31.8,DAL,Big,218,47,57.9%,0,36.4%,88,44.4%,0,66.7%,0,100%,0,100%,9,100%,35,100%
Luke Kornet,28.3,BOS,Big,119,97,68.4%,94,68.4%,0,0.0%,0,83.3%,91,54%,82,54%,0,0%,0,0%
Caris LeVert,29.2,CLE,Wing,257,14,44.1%,71,54.0%,0,16.1%,0,69.6%,89,44%,89,38%,61,60%,100,40%
Damian Lillard,33.3,MIL,Point,155,71,54.5%,7,42.4%,93,41.7%,100,97.4%,79,24%,100,0%,36,40%,86,30%
Dereck Lively II,19.7,DAL,Big,459,94,67.9%,88,67.0%,0,100.0%,0,58.3%,12,89%,12,89%,9,100%,35,100%
Brook Lopez,35.6,MIL,Big,199,88,65.3%,79,65.4%,82,43.5%,0,53.3%,47,77%,26,76%,71,62%,35,100%
Kyle Lowry,37.6,PHI,Combo,204,6,45.1%,11,38.5%,11,32.1%,0,80.0%,11,79%,39,50%,89,0%,0,100%
Terance Mann,27.0,LAC,Wing,187,57,52.2%,14,37.5%,89,45.5%,0,100.0%,64,74%,82,43%,64,50%,0,100%
Naji Marshall,25.8,NOP,Wing,104,54,51.3%,39,47.4%,61,36.8%,0,100.0%,57,75%,61,50%,7,100%,0,100%
Caleb Martin,28.1,MIA,Forward,222,88,57.5%,12,44.0%,96,46.4%,0,71.4%,68,71%,76,50%,68,60%,88,85%
Tyrese Maxey,23.0,PHI,Point,311,79,54.6%,79,52.7%,73,37.7%,57,91.2%,57,42%,71,24%,14,50%,43,61%
Miles McBride,23.1,NYK,Combo,334,50,53.9%,56,53.8%,32,35.9%,0,90.0%,33,63%,72,40%,22,46%,39,87%
CJ McCollum,32.1,NOP,Combo,212,0,44.3%,39,50.9%,0,22.5%,0,100.0%,72,45%,83,33%,44,29%,28,89%
TJ McConnell,31.6,IND,Point,339,50,52.3%,71,52.6%,33,31.8%,0,86.7%,43,44%,43,30%,21,49%,14,86%
Jaden McDaniels,23.1,MIN,Wing,535,93,60.0%,86,57.1%,82,42.9%,17,77.1%,54,76%,54,56%,36,86%,0,100%
Khris Middleton,32.2,MIL,Wing,229,68,53.1%,61,53.0%,54,35.5%,83,90.0%,96,42%,79,44%,79,40%,96,45%
Donovan Mitchell,27.1,CLE,Combo,381,56,54.5%,67,54.5%,37,36.3%,50,81.5%,100,20%,100,29%,78,11%,100,17%
Evan Mobley,22.4,CLE,Big,421,44,57.2%,56,59.4%,12,27.8%,29,69.4%,32,80%,21,80%,44,75%,35,100%
Marcus Morris,34.2,CLE,Big,119,56,59.2%,3,45.0%,100,47.4%,0,66.7%,41,78%,0,100%,68,63%,88,89%
Trey Murphy III,23.4,NOP,Wing,241,71,53.7%,79,55.6%,50,35.0%,0,100.0%,39,79%,36,70%,39,80%,64,86%
Jamal Murray,26.7,DEN,Point,461,14,44.5%,14,43.8%,20,31.0%,71,92.3%,64,39%,21,46%,64,24%,50,59%
Larry Nance Jr.,30.8,NOP,Big,132,100,72.4%,97,72.0%,0,50.0%,0,60.0%,53,75%,44,69%,9,100%,35,100%
Andrew Nembhard,23.8,IND,Combo,552,89,63.1%,89,59.8%,100,48.3%,17,76.9%,50,59%,33,57%,33,37%,22,90%
Aaron Nesmith,24.0,IND,Forward,558,36,51.1%,92,62.9%,8,27.8%,100,91.7%,28,85%,32,71%,44,87%,0,100%
Georges Niang,30.4,CLE,Forward,104,0,18.8%,0,23.1%,0,10.5%,0,80.0%,44,80%,92,0%,4,100%,0,100%
Jusuf Nurkic,29.2,PHX,Big,103,9,50.0%,32,54.2%,0,0.0%,0,45.5%,9,92%,0,100%,88,50%,0,0%
Royce O'Neale,30.4,PHX,Forward,103,28,50.0%,4,25.0%,63,37.5%,0,0.0%,0,100%,0,0%,4,100%,0,100%
Isaac Okoro,22.8,CLE,Forward,247,12,46.8%,28,48.5%,13,28.1%,0,85.7%,8,92%,12,87%,4,100%,0,100%
Kelly Oubre,27.9,PHI,Forward,260,48,52.7%,44,51.0%,63,37.5%,0,81.3%,52,76%,44,65%,4,100%,76,89%
Michael Porter,25.3,DEN,Forward,442,92,57.6%,60,53.1%,83,40.7%,57,76.9%,12,91%,24,81%,36,92%,72,97%
Bobby Portis,28.7,MIL,Big,186,9,50.0%,21,51.9%,0,25.0%,0,61.5%,79,59%,79,56%,82,56%,35,100%
Kristaps Porzingis,28.2,BOS,Big,164,38,55.9%,50,58.1%,24,34.5%,0,90.9%,74,64%,91,50%,88,50%,82,90%
Norman Powell,30.4,LAC,Wing,177,75,54.2%,21,40.6%,96,46.4%,0,84.6%,14,88%,11,75%,46,78%,0,100%
Taurean Prince,29.6,LAL,Wing,133,39,50.0%,68,53.8%,25,30.4%,0,100.0%,21,86%,11,75%,7,100%,64,86%
Payton Pritchard,25.8,BOS,Point,322,93,55.5%,50,50.0%,67,37.3%,0,100.0%,21,53%,50,27%,71,17%,21,79%
Austin Reaves,25.4,LAL,Combo,210,72,55.9%,94,60.5%,16,33.3%,0,91.3%,78,43%,28,60%,72,13%,56,78%
Naz Reid,24.2,MIN,Big,359,32,54.6%,38,54.8%,29,36.2%,36,71.0%,26,83%,29,75%,59,67%,35,100%
Mitchell Robinson,25.6,NYK,Big,114,9,50.0%,12,50.0%,0,0.0%,0,37.5%,82,57%,74,57%,0,0%,0,0%
D'Angelo Russell,27.7,LAL,Point,221,29,51.1%,50,50.0%,47,34.5%,0,75.0%,7,63%,7,56%,29,43%,29,74%
Ben Sheppard,22.3,IND,Wing,323,82,55.7%,86,57.1%,57,36.7%,0,80.0%,18,87%,29,73%,7,100%,50,94%
Pascal Siakam,29.6,IND,Forward,602,84,56.7%,84,58.8%,29,30.4%,0,61.9%,88,61%,48,63%,80,51%,0,100%
Max Strus,27.6,CLE,Wing,433,64,52.9%,75,54.8%,46,34.7%,0,100.0%,11,90%,7,79%,7,100%,46,96%
Jalen Suggs,22.4,ORL,Combo,232,17,47.5%,78,55.9%,5,29.2%,0,76.7%,17,76%,17,62%,6,83%,44,86%
Jayson Tatum,25.7,BOS,Forward,766,20,48.0%,48,51.3%,17,28.3%,86,86.7%,96,47%,64,56%,96,23%,100,54%
Obi Toppin,25.7,IND,Big,336,79,62.1%,85,66.7%,41,37.0%,0,76.0%,15,89%,15,87%,32,92%,82,90%
Karl-Anthony Towns,28.0,MIN,Big,520,29,53.5%,24,52.3%,35,36.6%,86,85.5%,53,75%,62,62%,56,70%,35,100%
Myles Turner,27.6,IND,Big,550,74,61.2%,47,56.8%,94,44.8%,57,76.0%,21,84%,50,67%,35,87%,79,97%
Jonas Valanciunas,31.5,NOP,Big,136,0,47.7%,12,50.0%,0,0.0%,0,86.4%,94,48%,97,40%,79,56%,0,0%
Franz Wagner,22.2,ORL,Wing,258,21,45.6%,43,47.8%,7,26.5%,100,90.7%,93,43%,75,45%,93,15%,82,78%
Cason Wallace,20.0,OKC,Combo,192,33,51.2%,56,53.8%,16,33.3%,0,50.0%,22,69%,39,50%,89,0%,0,100%
PJ Washington,25.2,DAL,Forward,784,52,53.2%,68,54.1%,42,35.1%,14,70.9%,36,84%,40,67%,52,80%,68,98%
Russell Westbrook,35.0,LAC,Point,114,0,30.0%,0,27.3%,7,23.5%,0,61.5%,14,62%,29,44%,0,0%,0,100%
Derrick White,29.3,BOS,Combo,673,78,58.3%,72,55.7%,68,40.9%,100,92.1%,28,67%,67,43%,17,48%,50,82%
Aaron Wiggins,24.8,OKC,Forward,145,56,53.3%,88,60.0%,25,30.0%,0,88.9%,16,90%,16,82%,4,100%,0,100%
Jalen Williams,22.5,OKC,Wing,375,61,52.3%,50,49.6%,64,38.9%,33,81.5%,71,57%,57,52%,71,44%,54,93%
Jaylin Williams,21.3,OKC,Big,115,65,59.7%,44,55.6%,76,40.9%,0,75.0%,6,93%,50,67%,9,100%,35,100%
Delon Wright,31.5,MIA,Combo,143,100,75.9%,28,50.0%,0,69.2%,0,100.0%,39,63%,39,50%,89,0%,28,89%
Ivica Zubac,26.6,LAC,Big,191,68,60.0%,62,60.0%,0,0.0%,0,65.0%,65,69%,71,58%,38,83%,0,0%
