Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,2P% Rank,2P%,3P% Rank,3P%,FT% Rank,FT%,ASTD% All Rank,ASTD% All,ASTD% Rim Rank,ASTD% Rim,ASTD% Mid Rank,ASTD% Mid,ASTD% Three Rank,ASTD% Three
Baron Davis,27.6,GSW,Point,2206,66,48.7%,81,49.1%,24,31.7%,20,74.3%,87,26%,64,26%,91,10%,94,52%
Dale Davis,37.6,DET,Big,457,19,43.7%,19,43.7%,0,0.0%,0,62.5%,90,52%,88,48%,35,75%,0,0%
Paul Davis,22.3,LAC,Big,102,16,42.3%,16,42.3%,0,0.0%,0,66.7%,97,45%,95,38%,55,67%,0,0%
Ricky Davis,27.1,MIN,Wing,3010,79,52.8%,70,49.3%,86,41.2%,80,83.9%,60,63%,41,56%,55,53%,68,90%
Carlos Delfino,24.2,DET,Wing,1277,29,47.4%,31,44.5%,38,34.8%,39,77.5%,35,71%,28,60%,36,63%,66,91%
Luol Deng,21.5,CHI,Forward,3060,75,51.9%,84,51.9%,0,25.0%,59,77.6%,59,69%,41,61%,16,77%,8,100%
Boris Diaw,24.5,PHX,Big,2242,79,55.4%,79,55.4%,69,37.5%,50,68.3%,80,57%,78,54%,77,56%,70,100%
Yakhouba Diawara,24.2,DEN,Wing,1138,10,42.7%,12,40.9%,16,29.3%,7,62.5%,7,82%,10,73%,77,40%,32,98%
Dan Dickau,28.1,POR,Combo,387,18,42.6%,55,44.4%,10,26.0%,29,76.7%,95,24%,95,7%,82,22%,95,46%
Travis Diener,24.7,ORL,Point,244,92,53.8%,66,47.6%,83,37.8%,0,76.9%,9,63%,2,67%,85,14%,55,82%
Ike Diogu,23.1,GSW,Big,199,49,50.0%,53,50.0%,0,0.0%,75,77.1%,69,61%,49,64%,75,57%,0,0%
Ike Diogu,23.1,IND,Big,494,25,45.4%,25,45.4%,0,0.0%,86,79.3%,88,53%,90,46%,63,64%,0,0%
DeSagana Diop,24.8,DAL,Big,1400,21,44.7%,23,45.0%,0,0.0%,15,55.0%,71,60%,60,58%,18,83%,0,0%
Juan Dixon,28.1,POR,Combo,1211,68,48.8%,61,44.8%,73,38.2%,62,83.3%,21,60%,48,35%,14,57%,43,87%
Juan Dixon,28.1,TOR,Wing,661,36,48.0%,55,47.9%,23,32.1%,100,93.0%,50,66%,8,76%,51,55%,82,84%
Michael Doleac,29.4,MIA,Big,639,40,48.1%,42,48.1%,0,0.0%,99,88.6%,10,79%,92,42%,9,91%,0,0%
Keyon Dooling,26.5,ORL,Combo,1395,34,44.4%,32,43.1%,38,32.6%,55,81.2%,41,52%,7,61%,64,30%,21,93%
Quincy Douby,22.5,SAC,Combo,286,38,44.8%,88,49.0%,8,25.7%,0,75.0%,34,56%,5,63%,68,29%,0,100%
Chris Duhon,24.2,CHI,Point,1850,81,50.9%,53,45.2%,78,37.5%,22,76.0%,23,57%,60,26%,30,42%,36,89%
Tim Duncan,30.5,SAS,Big,2720,79,54.8%,79,55.0%,0,14.3%,33,63.7%,97,46%,84,51%,93,40%,99,0%
Mike Dunleavy,26.1,GSW,Forward,1001,55,50.3%,59,48.8%,50,36.0%,54,76.8%,33,75%,24,69%,47,69%,65,94%
Mike Dunleavy,26.1,IND,Wing,1518,47,49.2%,84,51.0%,15,29.1%,56,79.6%,34,71%,24,60%,23,70%,39,97%
Monta Ellis,21.0,GSW,Combo,2601,79,49.8%,96,51.0%,23,27.9%,26,76.3%,50,47%,21,51%,54,34%,82,71%
Francisco Elson,30.7,SAS,Big,1289,57,51.1%,60,51.3%,0,0.0%,80,77.5%,21,75%,6,76%,45,71%,0,0%
Melvin Ely,28.5,CHA,Big,186,3,34.8%,4,34.8%,0,0.0%,63,72.4%,64,63%,92,43%,31,78%,0,0%
Maurice Evans,28.0,LAL,Wing,1704,33,47.8%,37,45.4%,52,36.9%,49,78.9%,59,63%,20,62%,61,51%,73,88%
Reggie Evans,26.5,DEN,Big,1106,75,54.2%,74,54.2%,0,0.0%,8,49.7%,77,59%,58,59%,66,63%,0,0%
Daniel Ewing,23.6,LAC,Point,628,13,42.5%,23,42.2%,11,29.0%,51,81.1%,13,62%,47,29%,13,58%,8,100%
Jordan Farmar,19.9,LAL,Point,1056,87,52.2%,92,51.7%,59,35.2%,9,69.2%,8,65%,8,58%,19,52%,58,80%
Raymond Felton,22.3,CHA,Combo,2798,30,43.7%,18,40.6%,42,34.0%,40,79.3%,59,43%,75,23%,66,30%,30,91%
Michael Finley,33.7,SAS,Forward,1730,49,49.7%,33,45.4%,61,36.9%,96,91.6%,10,83%,10,77%,35,72%,41,98%
Derek Fisher,32.2,UTA,Combo,2280,13,41.8%,16,40.4%,31,31.3%,83,85.2%,23,60%,45,38%,5,66%,61,79%
T.J. Ford,23.6,TOR,Point,2229,28,44.9%,45,44.7%,26,31.8%,56,81.4%,98,19%,62,26%,92,10%,87,62%
Danny Fortson,30.6,OKC,Big,153,49,50.0%,63,51.7%,0,0.0%,0,76.9%,98,40%,93,42%,96,33%,0,0%
Jeff Foster,29.8,IND,Big,1731,32,47.1%,32,47.3%,0,0.0%,33,63.3%,68,61%,54,61%,51,69%,0,0%
Randy Foye,23.1,MIN,Combo,1832,63,48.3%,64,45.1%,71,37.6%,79,84.9%,68,40%,54,33%,91,19%,39,88%
Adonal Foyle,31.6,GSW,Big,402,75,54.3%,75,54.3%,0,0.0%,0,52.6%,61,63%,37,67%,79,55%,0,0%
Steve Francis,29.7,NYK,Combo,1231,57,47.5%,25,42.0%,85,39.6%,60,82.9%,70,40%,66,28%,88,19%,73,74%
Matt Freije,25.1,ATL,Forward,125,0,31.6%,8,39.3%,5,14.3%,0,75.0%,80,57%,96,40%,80,50%,8,100%
Channing Frye,23.5,NYK,Big,1885,19,43.7%,21,44.1%,14,17.6%,83,78.7%,59,65%,56,59%,60,66%,70,100%
Dan Gadzuric,28.7,MIL,Big,806,34,47.3%,33,47.3%,0,0.0%,6,45.5%,40,70%,29,69%,35,75%,0,0%
Jorge Garbajosa,28.9,TOR,Forward,1900,35,48.3%,37,46.4%,36,34.4%,30,72.7%,2,89%,35,64%,2,89%,8,100%
Francisco Garcia,24.8,SAC,Wing,1313,55,50.1%,53,47.9%,46,35.7%,69,82.0%,51,66%,73,45%,41,61%,63,92%
Kevin Garnett,30.5,MIN,Big,2988,41,48.3%,45,48.7%,17,24.5%,93,83.5%,73,60%,68,56%,69,61%,97,83%
Pat Garrity,30.2,ORL,Big,230,4,36.4%,0,20.0%,45,33.3%,0,92.3%,3,87%,0,0%,70,60%,70,100%
Pau Gasol,26.3,MEM,Big,2120,73,54.0%,73,54.2%,0,22.2%,67,74.8%,91,52%,75,55%,87,48%,70,100%
Rudy Gay,20.2,MEM,Forward,2079,20,45.8%,18,43.8%,64,37.2%,33,72.8%,88,54%,86,46%,86,48%,80,92%
Mickael Gelabale,23.4,OKC,Wing,1151,42,48.4%,82,50.7%,7,25.0%,52,79.5%,30,72%,15,64%,11,79%,6,100%
Devean George,29.2,DAL,Forward,1214,24,46.2%,12,41.3%,45,35.7%,37,73.3%,63,66%,84,46%,76,52%,73,94%
Daniel Gibson,20.7,CLE,Combo,946,95,54.7%,39,43.7%,96,42.9%,17,70.3%,7,69%,57,32%,21,50%,20,94%
Manu Ginobili,29.3,SAS,Wing,2041,85,54.2%,80,50.6%,80,40.1%,83,86.0%,65,58%,65,49%,81,38%,75,87%
Gordan Giricek,29.4,UTA,Wing,1164,82,53.4%,62,48.2%,95,43.1%,64,80.7%,28,72%,35,57%,35,64%,31,98%
Ryan Gomes,24.2,BOS,Forward,2265,31,47.8%,47,47.4%,57,36.6%,72,81.1%,43,72%,55,56%,12,81%,8,100%
Drew Gooden,25.1,CLE,Big,2226,35,47.4%,37,47.5%,0,20.0%,59,71.4%,70,61%,82,53%,60,65%,70,100%
Ben Gordon,23.6,CHI,Wing,2682,69,51.3%,46,47.2%,87,41.4%,86,86.5%,87,45%,89,32%,80,39%,94,69%
Joey Graham,24.4,TOR,Forward,1262,76,51.9%,82,51.4%,80,39.1%,85,84.4%,51,71%,22,70%,43,69%,86,89%
Stephen Graham,24.4,POR,Wing,162,20,46.3%,63,48.3%,0,27.3%,0,88.9%,36,71%,2,80%,48,56%,6,100%
Danny Granger,23.5,IND,Wing,2754,74,52.2%,71,49.3%,69,38.7%,60,80.3%,45,67%,52,53%,43,60%,53,94%
Gerald Green,20.8,BOS,Wing,1703,41,48.3%,34,44.9%,48,36.2%,66,81.2%,41,68%,66,48%,39,62%,42,97%
Willie Green,25.3,PHI,Wing,1816,12,44.1%,21,42.6%,32,33.6%,13,66.7%,92,41%,85,40%,94,30%,72,88%
Orien Greene,24.7,IND,Combo,211,7,40.7%,34,43.2%,0,20.0%,0,57.9%,100,10%,80,18%,95,0%,98,0%
Lynn Greer,27.0,MIL,Combo,358,73,49.1%,82,47.9%,44,34.1%,0,90.0%,46,48%,88,13%,36,42%,25,93%
Adrian Griffin,32.3,CHI,Wing,515,45,49.0%,68,49.0%,0,0.0%,0,80.0%,64,59%,58,50%,31,66%,0,0%
Richard Hamilton,28.7,DET,Wing,2756,43,48.8%,66,48.5%,33,33.9%,84,86.3%,43,68%,29,60%,25,69%,34,98%
Matt Harpring,30.4,UTA,Wing,1943,63,50.5%,76,50.2%,39,35.1%,35,76.9%,6,83%,5,79%,5,86%,62,92%
Al Harrington,26.7,GSW,Big,1348,64,52.1%,31,47.1%,97,42.7%,45,68.1%,53,66%,65,57%,75,57%,93,93%
Al Harrington,26.7,IND,Forward,1204,67,51.4%,35,45.8%,100,46.2%,26,71.3%,65,66%,53,57%,71,57%,65,94%
Junior Harrington,26.1,MEM,Combo,526,21,43.2%,43,43.9%,15,26.9%,10,68.2%,64,43%,77,20%,30,44%,0,100%
Othella Harrington,32.8,CHA,Big,195,11,41.2%,12,41.2%,0,0.0%,0,75.0%,52,67%,71,56%,35,75%,0,0%
Devin Harris,23.7,DAL,Combo,2048,84,51.4%,98,51.2%,63,36.4%,57,82.6%,55,45%,43,38%,13,57%,68,75%
David Harrison,24.2,IND,Big,143,58,51.2%,58,51.2%,0,0.0%,0,57.1%,94,50%,77,55%,89,45%,0,0%
Jason Hart,28.5,LAC,Point,744,30,45.1%,64,47.4%,0,18.2%,89,88.9%,11,62%,13,53%,9,63%,8,100%
Udonis Haslem,26.4,MIA,Big,2468,47,49.2%,51,49.4%,0,0.0%,49,68.3%,6,80%,12,73%,16,86%,0,0%
Trenton Hassell,27.7,MIN,Wing,2218,51,49.7%,78,50.5%,6,24.0%,42,78.3%,74,56%,73,45%,42,60%,6,100%
Chuck Hayes,23.4,HOU,Big,1669,86,56.9%,86,56.9%,0,0.0%,28,61.9%,28,73%,17,72%,32,77%,0,0%
Jarvis Hayes,25.2,WAS,Forward,1565,37,48.4%,22,44.4%,66,37.6%,83,84.1%,12,82%,6,81%,31,73%,55,97%
Brendan Haywood,26.9,WAS,Big,1724,83,56.3%,83,56.3%,0,0.0%,16,55.3%,92,51%,83,52%,90,45%,0,0%
Luther Head,23.9,HOU,Combo,2150,100,57.0%,38,43.4%,100,44.9%,36,78.8%,14,65%,11,58%,50,35%,66,76%
Alan Henderson,33.9,PHI,Big,411,99,63.6%,99,63.6%,0,0.0%,52,68.9%,86,55%,64,57%,94,40%,0,0%
Walter Herrmann,27.4,CHA,Big,851,96,61.7%,87,57.1%,100,46.7%,73,76.9%,2,87%,10,75%,8,92%,91,96%
Nene Hilario,24.1,DEN,Big,1710,87,57.1%,88,57.1%,0,0.0%,53,68.9%,20,75%,6,76%,53,68%,0,0%
Grant Hill,34.1,ORL,Forward,2004,78,52.1%,88,52.5%,0,18.2%,52,76.5%,94,51%,65,54%,88,48%,8,100%
Kirk Hinrich,25.8,CHI,Combo,2831,86,51.6%,73,46.1%,94,42.4%,64,83.5%,54,46%,77,20%,45,39%,64,78%
Ryan Hollins,22.1,CHA,Big,142,85,56.7%,85,56.7%,0,0.0%,25,60.7%,1,88%,1,94%,100,0%,0,0%
Robert Horry,36.2,SAS,Big,1109,29,46.0%,9,39.2%,48,33.8%,22,59.4%,8,80%,69,56%,6,93%,95,88%
Eddie House,28.5,BKN,Wing,906,70,51.6%,23,42.9%,93,42.5%,99,91.2%,0,91%,2,80%,4,89%,37,97%
Dwight Howard,20.9,ORL,Big,3019,95,60.3%,95,60.3%,0,0.0%,20,58.6%,83,56%,56,59%,92,43%,0,0%
Josh Howard,26.5,DAL,Wing,2446,61,50.4%,58,48.0%,76,39.2%,74,82.5%,80,51%,70,47%,76,40%,71,88%
Juwan Howard,33.7,HOU,Big,2091,31,46.4%,29,46.4%,0,0.0%,90,82.4%,43,69%,45,64%,46,71%,0,0%
Troy Hudson,30.6,MIN,Point,530,34,45.2%,15,40.4%,57,35.1%,40,80.0%,26,57%,47,29%,42,36%,17,96%
Larry Hughes,27.8,CLE,Combo,2575,29,43.6%,27,42.1%,33,32.4%,7,67.6%,32,57%,14,55%,29,46%,27,92%
Kris Humphries,21.7,TOR,Big,625,30,46.2%,28,46.2%,0,0.0%,40,66.7%,47,68%,14,73%,80,54%,0,0%
Lindsey Hunter,35.9,DET,Point,672,45,46.8%,57,45.5%,30,32.1%,93,90.3%,32,55%,81,17%,17,52%,47,85%
Steven Hunter,25.0,PHI,Big,1573,88,57.5%,88,57.5%,0,0.0%,7,49.0%,36,70%,14,73%,73,59%,0,0%
Andre Iguodala,22.8,PHI,Wing,3054,31,47.6%,48,47.4%,24,32.4%,70,82.1%,81,50%,33,58%,93,31%,91,79%
Zydrunas Ilgauskas,31.4,CLE,Big,2124,43,48.5%,44,48.6%,0,0.0%,87,80.7%,55,66%,79,54%,27,79%,0,0%
Ersan Ilyasova,19.5,MIL,Forward,891,10,44.3%,4,38.0%,41,35.4%,63,78.9%,31,76%,49,59%,8,82%,94,85%
Allen Iverson,31.4,DEN,Combo,2116,61,48.3%,80,47.4%,52,35.5%,24,76.0%,93,26%,86,17%,86,20%,52,82%
Allen Iverson,31.4,PHI,Combo,638,20,42.9%,52,44.2%,6,23.1%,95,88.5%,96,23%,89,11%,80,22%,50,83%
Royal Ivey,24.9,ATL,Combo,481,50,46.8%,75,46.5%,0,33.3%,0,76.0%,0,84%,0,82%,4,83%,0,100%
Jarrett Jack,23.0,POR,Point,2634,77,50.6%,83,49.1%,72,36.8%,78,86.8%,85,28%,87,15%,89,11%,38,87%
Bobby Jackson,33.6,NOP,Wing,1307,14,44.8%,17,42.3%,36,34.0%,38,77.4%,83,48%,92,30%,74,42%,76,87%
Luke Jackson,25.0,TOR,Wing,114,98,58.8%,100,63.6%,0,33.3%,0,71.4%,47,67%,58,50%,16,75%,6,100%
Marc Jackson,31.8,NOP,Big,1005,12,41.2%,12,41.2%,0,0.0%,98,87.4%,22,75%,69,56%,22,83%,0,0%
Stephen Jackson,28.6,GSW,Wing,1290,60,50.4%,74,49.9%,37,34.3%,61,80.4%,79,53%,77,44%,83,37%,79,85%
Stephen Jackson,28.6,IND,Wing,1183,23,46.8%,52,47.6%,20,30.1%,68,81.9%,53,65%,47,54%,46,59%,49,95%
