Player,Age,Team,Pos,MIN,Pts/Poss Rank,Pts/Poss,HALFCOURT: Pts/Play Rank,HALFCOURT: Pts/Play,HALFCOURT: OREB% Rank,HALFCOURT: OREB%,HALFCOURT: % of Plays Rank,HALFCOURT: % of Plays,PUTBACKS: Pts/Miss Rank,PUTBACKS: Pts/Miss,PUTBACKS: Plays/Miss Rank,PUTBACKS: Plays/Miss,PUTBACKS: Pts/Play Rank,PUTBACKS: Pts/Play
Ray Allen,37.3,MIA,Wing,565,85,+12.2,81,+9.8,85,+6.4%,31,+1.6%,51,-0.7,49,-0.1,48,-4.9
Tony Allen,30.8,MEM,Wing,420,62,+4.2,53,+1.4,55,+0.9%,98,-6.0%,91,+9.2,82,+4.8,81,+24.1
Chris Andersen,34.3,MIA,Big,298,84,+12.0,82,+10.2,98,+11.0%,18,+3.1%,66,+2.8,71,+2.4,50,-3.7
Carmelo Anthony,28.4,NYK,Forward,480,47,+0.5,56,+3.1,50,-0.3%,34,+1.4%,3,-11.4,29,-1.9,2,-58.9
Darrell Arthur,24.6,MEM,Big,173,55,+2.3,58,+3.2,32,-4.2%,24,+2.4%,39,-2.0,14,-4.0,71,+13.4
Omer Asik,26.3,HOU,Big,207,72,+6.9,50,+1.0,82,+5.6%,30,+1.6%,30,-3.2,61,+1.4,18,-25.9
D.J. Augustin,25.0,IND,Point,308,9,-12.5,24,-6.9,56,+0.9%,26,+2.2%,8,-9.3,18,-3.3,22,-21.9
Harrison Barnes,20.4,GSW,Wing,459,67,+5.5,50,+1.1,71,+3.8%,52,-0.0%,66,+2.8,55,+0.5,68,+11.9
Matt Barnes,32.6,LAC,Wing,160,96,+17.2,84,+11.1,76,+4.0%,95,-4.4%,89,+9.1,77,+3.4,85,+29.1
Brandon Bass,27.5,BOS,Big,201,87,+12.6,67,+4.8,75,+3.9%,50,+0.1%,41,-1.9,9,-4.8,84,+28.6
Shane Battier,34.1,MIA,Forward,375,43,-0.2,34,-3.0,91,+7.8%,27,+2.1%,57,+0.6,66,+1.9,30,-11.9
Jerryd Bayless,24.2,MEM,Combo,313,33,-2.0,60,+3.6,34,-3.9%,4,+5.2%,3,-11.7,7,-6.0,13,-31.8
Marco Belinelli,26.6,CHI,Wing,314,35,-1.5,40,-0.6,74,+3.9%,51,+0.0%,73,+4.8,89,+6.3,45,-7.1
Patrick Beverley,24.3,HOU,Point,191,98,+20.4,63,+4.4,89,+7.6%,100,-8.7%,100,+24.3,97,+9.2,100,+97.8
Chauncey Billups,36.1,LAC,Wing,115,25,-5.3,35,-2.8,13,-6.8%,8,+4.5%,27,-4.3,16,-3.5,62,+6.4
Andray Blatche,26.2,BKN,Big,138,65,+5.0,51,+1.2,58,+1.4%,91,-4.0%,68,+3.1,39,-0.8,77,+19.7
Andrew Bogut,27.9,GSW,Big,326,51,+1.8,76,+6.7,37,-3.0%,58,-0.6%,35,-2.8,40,-0.8,40,-10.1
Matt Bonner,32.6,SAS,Big,249,69,+5.7,76,+7.0,15,-6.4%,39,+0.6%,46,-1.3,22,-2.7,74,+15.5
Carlos Boozer,30.9,CHI,Big,430,10,-12.2,4,-15.5,57,+1.1%,67,-1.4%,67,+3.0,68,+2.0,58,+4.4
Chris Bosh,28.6,MIA,Big,747,22,-7.0,29,-4.7,6,-7.7%,83,-3.0%,34,-2.8,17,-3.5,70,+12.7
Avery Bradley,21.9,BOS,Combo,189,19,-9.0,16,-7.9,42,-2.4%,74,-1.7%,69,+3.4,35,-1.4,98,+61.1
Corey Brewer,26.7,DEN,Wing,145,97,+17.4,82,+10.0,55,+0.9%,33,+1.5%,42,-1.8,34,-1.6,55,+1.5
Caron Butler,32.6,LAC,Wing,135,17,-9.7,28,-4.8,19,-6.1%,19,+3.0%,32,-3.1,41,-0.8,38,-10.8
Jimmy Butler,23.1,CHI,Wing,488,0,-21.6,1,-18.7,53,+0.1%,76,-1.8%,13,-6.6,58,+1.2,8,-39.6
Mario Chalmers,26.5,MIA,Point,639,38,-1.4,42,-0.5,33,-4.1%,47,+0.3%,37,-2.3,31,-1.7,54,+0.1
Tyson Chandler,30.1,NYK,Big,349,28,-4.5,43,-0.2,62,+2.3%,78,-2.0%,29,-3.3,69,+2.1,8,-39.1
Wilson Chandler,25.5,DEN,Forward,204,29,-4.2,70,+5.3,11,-7.2%,86,-3.2%,7,-10.6,52,+0.3,1,-61.5
Norris Cole,24.1,MIA,Point,377,44,-0.1,46,+0.5,68,+3.5%,60,-0.6%,50,-0.9,56,+0.7,34,-11.3
Nick Collison,32.0,OKC,Big,170,52,+1.8,66,+4.7,27,-4.8%,68,-1.5%,38,-2.2,65,+1.6,20,-24.8
Mike Conley,25.1,MEM,Point,574,54,+2.0,37,-2.1,73,+3.9%,45,+0.3%,81,+6.7,43,-0.5,91,+39.9
Jamal Crawford,32.6,LAC,Wing,158,58,+3.3,57,+3.1,76,+4.1%,75,-1.7%,47,-1.1,61,+1.4,21,-23.9
Stephen Curry,24.6,GSW,Combo,495,99,+21.3,100,+22.9,40,-2.6%,37,+0.8%,21,-5.3,19,-3.0,39,-10.3
Carlos Delfino,30.2,HOU,Wing,116,18,-9.7,36,-2.5,24,-5.5%,8,+4.5%,36,-2.5,15,-3.9,66,+9.6
Luol Deng,27.5,CHI,Forward,222,64,+4.9,73,+5.9,12,-7.0%,41,+0.5%,28,-4.2,11,-4.5,55,+0.7
Boris Diaw,30.5,SAS,Big,270,66,+5.4,75,+6.2,49,-0.8%,24,+2.4%,34,-2.9,12,-4.3,75,+16.5
Keyon Dooling,32.5,MEM,Point,113,48,+0.7,77,+8.2,4,-8.4%,5,+4.8%,8,-8.5,13,-4.0,17,-27.6
Tim Duncan,36.5,SAS,Big,732,31,-2.7,18,-7.5,71,+3.8%,71,-1.6%,80,+6.7,75,+2.9,82,+25.4
Kevin Durant,24.1,OKC,Forward,479,39,-1.3,65,+4.5,24,-5.4%,66,-1.1%,17,-5.7,45,-0.2,14,-30.6
Monta Ellis,27.0,MIL,Combo,151,14,-10.7,13,-10.2,0,-20.7%,80,-2.4%,16,-6.4,3,-9.0,56,+2.4
Reggie Evans,32.5,BKN,Big,208,29,-3.3,52,+1.3,25,-5.2%,2,+6.5%,24,-4.6,38,-1.2,26,-17.3
Festus Ezeli,23.0,GSW,Big,132,70,+6.1,61,+3.8,94,+9.5%,92,-4.1%,64,+2.6,95,+8.0,15,-30.3
Kenneth Faried,23.0,DEN,Big,144,76,+8.0,33,-3.0,93,+9.4%,54,-0.2%,88,+8.8,87,+5.4,66,+10.3
Raymond Felton,28.4,NYK,Combo,452,53,+2.0,64,+4.5,9,-7.3%,87,-3.2%,39,-2.2,42,-0.6,34,-11.3
Derek Fisher,38.2,OKC,Wing,256,76,+8.2,87,+12.0,18,-6.1%,63,-0.9%,76,+5.7,51,+0.2,87,+31.4
Francisco Garcia,30.8,HOU,Wing,152,88,+13.2,98,+19.5,65,+2.8%,32,+1.6%,26,-4.4,48,-0.2,24,-18.2
Kevin Garnett,36.5,BOS,Big,211,34,-1.8,45,-0.0,38,-2.9%,89,-3.7%,87,+8.5,92,+7.2,99,+92.9
Marc Gasol,27.8,MEM,Big,608,37,-1.4,54,+1.6,3,-9.4%,82,-2.4%,6,-10.8,32,-1.7,5,-45.2
Pau Gasol,32.3,LAL,Big,145,89,+13.2,97,+18.5,35,-3.5%,9,+4.5%,0,-16.8,0,-14.6,61,+6.3
Paul George,22.5,IND,Wing,776,61,+4.0,66,+4.7,70,+3.6%,85,-3.1%,82,+6.8,76,+3.3,76,+16.6
Taj Gibson,27.4,CHI,Big,200,83,+11.7,92,+15.8,18,-6.1%,22,+2.7%,49,-1.0,10,-4.6,80,+21.9
Manu Ginobili,35.3,SAS,Wing,557,74,+7.7,72,+5.9,66,+3.1%,72,-1.7%,71,+4.0,84,+4.9,31,-11.9
Danny Green,25.4,SAS,Wing,664,18,-9.1,23,-7.0,48,-0.8%,56,-0.3%,53,-0.6,50,-0.1,50,-2.7
Draymond Green,22.7,GSW,Forward,220,71,+6.5,97,+18.4,10,-7.2%,45,+0.3%,50,-0.9,57,+0.7,42,-8.7
Jeff Green,26.2,BOS,Forward,257,6,-15.4,9,-12.4,92,+8.6%,10,+4.2%,31,-3.1,34,-1.7,28,-15.4
Blake Griffin,23.6,LAC,Big,157,39,-1.2,26,-5.7,45,-1.3%,3,+5.5%,22,-5.1,8,-4.9,73,+15.0
Tyler Hansbrough,27.0,IND,Big,221,12,-12.0,6,-14.5,100,+18.7%,90,-4.0%,87,+8.0,97,+11.6,18,-26.2
James Harden,23.2,HOU,Wing,242,100,+39.1,95,+17.6,88,+7.2%,44,+0.4%,96,+13.2,79,+3.9,97,+55.0
Devin Harris,29.7,ATL,Combo,225,71,+6.6,99,+21.4,43,-2.1%,7,+4.6%,19,-5.3,20,-2.9,35,-11.1
Udonis Haslem,32.4,MIA,Big,357,13,-11.4,29,-4.4,5,-8.3%,61,-0.7%,24,-4.6,25,-2.4,36,-11.0
Roy Hibbert,25.9,IND,Big,692,93,+14.8,86,+11.8,64,+2.7%,69,-1.5%,95,+12.1,87,+5.5,82,+25.3
George Hill,26.5,IND,Point,683,91,+13.3,92,+14.2,21,-5.7%,70,-1.6%,56,+0.6,63,+1.5,45,-6.6
Kirk Hinrich,31.8,CHI,Combo,162,46,+0.1,48,+0.8,36,-3.3%,46,+0.3%,10,-7.7,6,-6.3,41,-9.4
Al Horford,26.4,ATL,Big,217,61,+4.1,85,+11.2,23,-5.6%,50,+0.0%,61,+1.2,76,+3.2,6,-40.0
Dwight Howard,26.9,LAL,Big,126,34,-1.9,18,-7.7,92,+8.2%,81,-2.4%,98,+17.0,100,+13.6,44,-8.3
Serge Ibaka,23.1,OKC,Big,365,41,-1.0,30,-3.9,90,+7.7%,23,+2.6%,75,+5.3,50,+0.2,89,+31.5
Andre Iguodala,28.8,DEN,Wing,242,82,+9.8,71,+5.7,80,+5.1%,94,-4.4%,97,+13.8,90,+6.7,90,+39.2
Ersan Ilyasova,25.5,MIL,Big,117,90,+13.3,83,+10.9,77,+4.5%,97,-5.4%,72,+4.8,93,+7.6,23,-19.0
Jarrett Jack,29.0,GSW,Point,425,45,-0.0,27,-5.2,84,+6.0%,18,+3.2%,43,-1.7,45,-0.2,47,-5.7
Reggie Jackson,22.5,OKC,Combo,355,26,-5.2,59,+3.4,28,-4.7%,42,+0.4%,1,-13.8,27,-2.1,0,-64.4
LeBron James,27.8,MIA,Forward,958,82,+9.8,79,+9.2,8,-7.4%,15,+3.4%,18,-5.4,8,-5.2,60,+5.1
Brandon Jennings,23.1,MIL,Point,133,87,+12.7,91,+14.0,3,-10.0%,79,-2.3%,86,+7.4,85,+5.0,76,+18.6
Ivan Johnson,28.6,ATL,Big,107,20,-8.4,3,-15.5,81,+5.4%,92,-4.0%,71,+4.2,55,+0.7,88,+31.4
Joe Johnson,31.3,BKN,Wing,271,49,+1.0,39,-1.4,78,+4.5%,25,+2.3%,55,+0.5,80,+4.2,25,-17.5
DeAndre Jordan,24.3,LAC,Big,143,21,-8.1,17,-7.8,54,+0.4%,64,-1.0%,70,+3.6,78,+3.9,39,-10.7
Cory Joseph,21.2,SAS,Point,172,60,+3.8,41,-0.6,60,+1.9%,73,-1.7%,60,+1.0,26,-2.1,83,+27.5
Jason Kidd,39.6,NYK,Combo,247,4,-15.9,2,-16.0,61,+2.1%,29,+1.7%,55,+0.2,44,-0.5,59,+4.8
Kyle Korver,31.6,ATL,Wing,177,59,+3.8,47,+0.7,69,+3.6%,97,-5.4%,92,+10.4,96,+9.0,6,-40.0
Kosta Koufos,23.7,DEN,Big,100,3,-16.6,10,-11.4,30,-4.2%,28,+2.1%,2,-13.4,2,-9.4,37,-10.9
Carl Landry,29.1,GSW,Big,244,30,-3.0,5,-15.4,66,+3.1%,36,+0.9%,93,+10.8,66,+1.7,95,+48.3
Ty Lawson,25.0,DEN,Point,235,1,-20.4,8,-12.4,52,+0.0%,3,+5.4%,9,-8.2,47,-0.2,4,-46.9
