Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,SHOT FREQUENCY: Rim Rank,SHOT FREQUENCY: Rim,SHOT FREQUENCY: Short Mid Rank,SHOT FREQUENCY: Short Mid,SHOT FREQUENCY: Long Mid Rank,SHOT FREQUENCY: Long Mid,SHOT FREQUENCY: All Mid Rank,SHOT FREQUENCY: All Mid,SHOT FREQUENCY: Corner Three Rank,SHOT FREQUENCY: Corner Three,SHOT FREQUENCY: Non Corner Rank,SHOT FREQUENCY: Non Corner,SHOT FREQUENCY: All Three Rank,SHOT FREQUENCY: All Three
Steven Adams,31.3,HOU,Big,154,92,-8.3%,70,-2.5%,31,+1.6%,64,-0.9%,43,+0.7%,86,-2.0%,14,+3.7%,34,+1.8%
Giannis Antetokounmpo,29.9,MIL,Big,187,3,+9.1%,74,-2.9%,49,+0.3%,42,+0.4%,42,+0.7%,25,+1.4%,39,+0.8%,31,+2.2%
Nicolas Batum,35.9,LAC,Forward,170,48,+0.1%,16,+3.8%,77,-2.9%,4,+3.8%,39,+0.9%,72,-0.9%,88,-3.8%,89,-4.7%
Malik Beasley,27.9,DET,Wing,163,46,+0.4%,75,-3.1%,19,+3.4%,43,+0.3%,18,+3.7%,79,-1.3%,40,+0.8%,59,-0.6%
Jaylen Brown,28.0,BOS,Wing,402,54,-0.5%,67,-2.2%,80,-3.0%,25,+1.5%,70,-1.5%,38,+0.8%,23,+2.8%,22,+3.6%
Jimmy Butler,35.1,GSW,Forward,436,20,+4.0%,8,+6.0%,39,+1.1%,83,-2.5%,68,-1.4%,84,-1.7%,81,-2.9%,87,-4.6%
Kentavious Caldwell-Pope,31.7,ORL,Wing,189,33,+2.0%,53,-0.1%,48,+0.4%,97,-4.9%,88,-4.5%,35,+0.9%,15,+3.7%,14,+4.6%
Mike Conley,37.1,MIN,Point,356,70,-3.2%,54,-0.2%,13,+4.4%,31,+0.8%,10,+5.2%,65,-0.5%,92,-4.5%,90,-5.0%
Stephen Curry,36.6,GSW,Point,318,67,-2.5%,94,-8.2%,0,+12.1%,21,+1.7%,0,+13.8%,52,+0.3%,96,-5.8%,91,-5.6%
Kris Dunn,30.6,LAC,Combo,151,51,-0.3%,62,-1.3%,36,+1.3%,54,-0.5%,41,+0.8%,39,+0.8%,52,-0.3%,44,+0.5%
Dorian Finney-Smith,31.5,LAL,Forward,169,86,-6.2%,50,+0.3%,45,+0.7%,50,-0.3%,49,+0.4%,22,+1.5%,73,-2.2%,60,-0.6%
Rudy Gobert,32.4,MIN,Big,411,82,-5.1%,99,-10.9%,14,+3.9%,13,+2.8%,7,+6.7%,47,+0.6%,16,+3.6%,19,+4.2%
Aaron Gordon,29.1,DEN,Big,521,63,-1.4%,26,+2.2%,40,+1.1%,87,-2.9%,73,-1.8%,43,+0.7%,61,-1.0%,55,-0.3%
Draymond Green,34.7,GSW,Big,418,80,-4.6%,97,-9.9%,3,+8.1%,25,+1.6%,3,+9.7%,23,+1.4%,64,-1.3%,48,+0.1%
Tim Hardaway Jr.,32.6,DET,Forward,188,55,-0.6%,11,+4.5%,69,-1.6%,71,-1.3%,76,-2.8%,78,-1.3%,56,-0.4%,70,-1.7%
James Harden,35.2,LAC,Point,275,27,+3.0%,9,+5.2%,75,-2.6%,100,-7.2%,98,-9.8%,59,-0.0%,8,+4.7%,12,+4.7%
Tobias Harris,32.3,DET,Forward,232,9,+6.1%,22,+2.7%,23,+2.8%,75,-1.7%,36,+1.0%,98,-5.8%,29,+2.2%,83,-3.7%
Buddy Hield,31.9,GSW,Wing,338,24,+3.7%,18,+3.6%,81,-3.0%,84,-2.6%,90,-5.6%,42,+0.7%,35,+1.3%,31,+2.0%
Jrue Holiday,34.4,BOS,Combo,263,43,+0.5%,65,-2.1%,38,+1.2%,59,-0.8%,47,+0.4%,29,+1.2%,44,+0.4%,36,+1.6%
Al Horford,38.4,BOS,Big,347,26,+3.2%,61,-1.2%,31,+1.7%,51,-0.4%,32,+1.3%,88,-2.3%,28,+2.2%,51,-0.1%
LeBron James,39.8,LAL,Big,203,0,+14.8%,89,-6.2%,8,+5.6%,42,+0.5%,8,+6.1%,97,-4.8%,7,+5.0%,47,+0.2%
Nikola Jokic,29.7,DEN,Big,562,94,-8.7%,98,-10.5%,11,+4.9%,46,-0.0%,12,+4.9%,3,+5.0%,42,+0.7%,10,+5.7%
Derrick Jones Jr.,27.7,LAC,Big,128,77,-4.3%,42,+0.9%,60,-0.3%,32,+0.8%,48,+0.4%,69,-0.7%,58,-0.6%,64,-1.3%
Cory Joseph,33.2,ORL,Point,142,69,-2.8%,38,+1.2%,64,-1.0%,70,-1.2%,75,-2.2%,36,+0.9%,48,+0.1%,40,+1.0%
Kawhi Leonard,33.3,LAC,Forward,264,31,+2.5%,77,-3.3%,34,+1.5%,96,-4.8%,82,-3.3%,19,+2.0%,8,+4.7%,6,+6.7%
Kevon Looney,28.7,GSW,Big,128,45,+0.4%,7,+6.7%,99,-9.2%,28,+1.3%,96,-7.9%,69,-0.7%,31,+1.9%,38,+1.2%
TJ McConnell,32.6,IND,Point,385,52,-0.5%,56,-0.5%,53,+0.2%,45,-0.0%,52,+0.2%,63,-0.2%,42,+0.5%,46,+0.4%
Jamal Murray,27.7,DEN,Combo,578,97,-10.3%,44,+0.7%,6,+5.9%,98,-6.1%,53,-0.2%,9,+3.2%,87,-3.7%,58,-0.5%
Bobby Portis,29.7,MIL,Big,158,100,-15.2%,3,+8.5%,96,-6.4%,99,-6.5%,99,-12.9%,51,+0.3%,11,+4.2%,16,+4.5%
Kristaps Porzingis,29.3,BOS,Big,230,28,+2.9%,31,+1.9%,25,+2.7%,78,-2.1%,45,+0.6%,64,-0.4%,70,-2.1%,78,-2.4%
Norman Powell,31.4,LAC,Wing,237,8,+6.1%,14,+4.2%,33,+1.5%,97,-5.1%,83,-3.6%,60,-0.0%,59,-0.6%,62,-0.7%
Julius Randle,29.9,MIN,Big,527,65,-2.3%,10,+4.7%,65,-1.1%,47,-0.2%,65,-1.3%,75,-1.0%,77,-2.4%,82,-3.4%
Dennis Schroder,31.1,DET,Point,164,18,+4.2%,96,-8.7%,5,+6.0%,72,-1.3%,13,+4.7%,14,+2.2%,30,+1.9%,19,+4.1%
Pascal Siakam,30.6,IND,Big,768,92,-7.8%,60,-1.0%,44,+0.7%,20,+1.7%,23,+2.4%,57,+0.1%,68,-1.5%,66,-1.5%
Karl-Anthony Towns,29.0,NYK,Big,639,37,+1.2%,92,-7.1%,8,+5.2%,26,+1.5%,8,+6.7%,64,-0.2%,41,+0.7%,45,+0.5%
Myles Turner,28.6,IND,Big,671,15,+4.4%,25,+2.2%,52,+0.2%,61,-0.8%,57,-0.6%,41,+0.7%,74,-2.3%,67,-1.6%
Fred VanVleet,30.7,HOU,Point,276,16,+4.3%,75,-3.0%,97,-8.0%,1,+6.6%,67,-1.3%,1,+7.5%,84,-3.2%,18,+4.3%
Russell Westbrook,36.0,DEN,Point,312,19,+4.1%,79,-3.5%,68,-1.5%,38,+0.6%,59,-0.9%,53,+0.3%,12,+4.1%,17,+4.4%
Andrew Wiggins,29.7,MIA,Wing,200,93,-8.4%,3,+8.7%,51,+0.3%,37,+0.6%,38,+1.0%,96,-4.3%,93,-5.4%,100,-9.7%
Ivica Zubac,27.6,LAC,Big,255,8,+6.4%,100,-13.4%,37,+1.3%,58,-0.6%,44,+0.7%,28,+1.2%,1,+11.5%,1,+12.7%
Gary Payton II,31.9,GSW,Wing,199,53,-0.5%,34,+1.7%,57,-0.2%,35,+0.7%,46,+0.5%,54,+0.2%,78,-2.4%,75,-2.2%
Alex Caruso,30.7,OKC,Forward,561,59,-1.0%,33,+1.7%,41,+1.0%,30,+0.9%,25,+2.0%,82,-1.6%,71,-2.1%,84,-3.7%
Thomas Bryant,27.3,IND,Big,146,64,-1.9%,86,-5.6%,56,-0.2%,18,+1.9%,28,+1.8%,49,+0.4%,19,+3.4%,20,+3.8%
Josh Hart,29.7,NYK,Wing,641,57,-0.8%,46,+0.5%,42,+1.0%,44,+0.2%,34,+1.2%,42,+0.7%,75,-2.4%,69,-1.6%
OG Anunoby,27.3,NYK,Forward,703,42,+0.6%,52,+0.1%,24,+2.7%,53,-0.5%,24,+2.2%,19,+1.9%,91,-4.2%,76,-2.3%
Bam Adebayo,27.3,MIA,Big,233,90,-7.1%,28,+2.1%,47,+0.5%,90,-3.4%,78,-2.9%,33,+1.1%,53,-0.3%,42,+0.8%
Dillon Brooks,28.8,HOU,Forward,205,29,+2.8%,45,+0.6%,94,-5.8%,22,+1.7%,85,-4.1%,6,+4.5%,60,-1.0%,23,+3.5%
Jayson Tatum,26.7,BOS,Forward,321,83,-5.2%,39,+1.1%,64,-1.0%,76,-1.9%,77,-2.8%,86,-1.8%,17,+3.5%,33,+1.8%
Bogdan Bogdanovic,32.2,LAC,Wing,114,87,-6.2%,88,-6.1%,17,+3.5%,3,+4.4%,5,+7.9%,62,-0.1%,69,-1.7%,71,-1.8%
Derrick White,30.3,BOS,Combo,415,7,+6.7%,41,+0.9%,54,+0.0%,36,+0.7%,42,+0.7%,80,-1.4%,50,-0.2%,69,-1.6%
Luke Kornet,29.3,BOS,Big,180,62,-1.3%,64,-1.6%,71,-2.1%,62,-0.9%,79,-3.0%,27,+1.3%,19,+3.3%,14,+4.6%
Jarrett Allen,26.5,CLE,Big,261,69,-3.2%,58,-0.8%,93,-5.3%,3,+4.8%,56,-0.5%,90,-2.7%,13,+3.9%,37,+1.3%
Donovan Mitchell,28.2,CLE,Combo,288,40,+0.9%,92,-6.3%,91,-4.9%,8,+3.5%,69,-1.4%,47,+0.5%,2,+7.2%,3,+7.7%
Wendell Carter,25.5,ORL,Big,188,31,+2.3%,86,-5.4%,63,-0.8%,53,-0.5%,64,-1.3%,15,+2.1%,9,+4.5%,5,+6.7%
Luka Doncic,25.7,LAL,Point,207,74,-3.8%,58,-0.9%,79,-2.9%,34,+0.7%,75,-2.2%,11,+2.8%,47,+0.3%,26,+3.1%
Michael Porter,26.3,DEN,Forward,435,36,+1.7%,8,+5.4%,61,-0.4%,29,+1.2%,40,+0.9%,92,-3.4%,81,-2.9%,96,-6.3%
Shai Gilgeous-Alexander,26.3,OKC,Point,849,47,+0.2%,53,-0.1%,86,-4.0%,77,-2.0%,91,-6.0%,37,+0.8%,4,+5.3%,8,+6.2%
Jaren Jackson,25.1,MEM,Big,211,71,-3.3%,14,+3.9%,84,-3.8%,58,-0.7%,87,-4.5%,18,+2.0%,67,-1.5%,42,+0.6%
