Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,Rim Rank,Rim,Short Mid Rank,Short Mid,Long Mid Rank,Long Mid,All Mid Rank,All Mid,Corner Three Rank,Corner Three,Non Corner Rank,Non Corner,All Three Rank,All Three
Malik Allen,25.3,MIA,Big,132,38,44.7%,15,23%,83,38%,78,38%,93,77%,0,0%,0,0%,0,0%
Rafer Alston,27.3,MIA,Point,288,29,40.5%,18,18%,53,13%,6,12%,18,25%,88,10%,94,48%,88,57%
Shandon Anderson,29.8,NYK,Wing,111,0,30.8%,97,46%,78,19%,0,8%,3,27%,86,15%,28,12%,53,27%
Carmelo Anthony,19.4,DEN,Wing,144,8,34.4%,53,28%,50,14%,86,41%,75,55%,14,2%,42,16%,19,17%
Darrell Armstrong,35.4,NOP,Point,149,0,30.9%,0,6%,0,0%,18,21%,0,21%,47,6%,100,68%,100,74%
Chucky Atkins,29.2,BOS,Point,134,71,47.4%,100,41%,29,10%,35,23%,35,33%,35,5%,18,21%,35,26%
Stacey Augmon,35.2,NOP,Wing,165,14,38.3%,36,21%,100,36%,89,43%,100,79%,0,0%,0,0%,0,0%
Jonathan Bender,22.8,IND,Big,186,50,46.0%,28,27%,40,19%,30,17%,20,37%,95,8%,93,29%,93,37%
Mike Bibby,25.5,SAC,Point,498,76,49.0%,59,26%,41,12%,71,34%,65,46%,82,9%,12,19%,41,28%
Chauncey Billups,27.1,DET,Combo,882,33,44.6%,44,28%,44,11%,33,24%,22,35%,44,8%,78,29%,67,37%
Mark Blount,27.9,BOS,Big,144,63,48.6%,75,54%,70,31%,28,14%,35,46%,0,0%,0,0%,0,0%
Bruce Bowen,32.4,SAS,Wing,297,61,45.2%,31,19%,28,11%,22,24%,22,35%,100,35%,25,11%,89,46%
Earl Boykins,27.4,DEN,Point,116,82,49.2%,29,18%,100,23%,82,37%,100,60%,0,0%,29,22%,0,22%
Devin Brown,24.8,SAS,Combo,124,100,56.8%,67,35%,56,14%,44,24%,33,38%,67,14%,44,14%,44,27%
P.J. Brown,34.0,NOP,Big,254,5,36.6%,13,23%,15,10%,100,68%,95,77%,0,0%,0,0%,0,0%
Kobe Bryant,25.2,LAL,Wing,966,47,44.4%,42,24%,72,19%,67,37%,78,56%,17,4%,44,16%,22,20%
Caron Butler,23.6,MIA,Wing,509,19,39.3%,67,30%,42,12%,97,53%,94,65%,0,0%,8,5%,8,5%
Marcus Camby,29.6,DEN,Big,194,70,50.9%,60,46%,20,11%,80,41%,53,52%,0,0%,70,2%,70,2%
Elden Campbell,35.3,DET,Big,125,0,28.6%,33,29%,90,43%,57,29%,80,71%,0,0%,0,0%,0,0%
Sam Cassell,34.0,MIN,Point,496,94,52.7%,6,10%,24,9%,100,50%,94,60%,41,5%,59,24%,59,30%
Kelvin Cato,29.2,HOU,Big,146,95,59.1%,95,73%,48,23%,13,5%,10,27%,0,0%,0,0%,0,0%
Doug Christie,33.5,SAC,Wing,458,50,44.5%,75,32%,6,7%,83,39%,53,46%,67,11%,22,11%,33,22%
Jason Collins,24.9,BKN,Big,263,8,36.8%,83,55%,25,16%,63,29%,30,45%,0,0%,0,0%,0,0%
Austin Croshere,28.5,IND,Forward,204,44,40.7%,33,35%,0,2%,33,19%,11,20%,89,15%,89,30%,89,44%
Marquis Daniels,22.8,DAL,Combo,179,56,45.1%,78,39%,100,38%,0,14%,100,51%,22,3%,22,7%,22,10%
Baron Davis,24.6,NOP,Combo,261,44,44.7%,56,29%,0,5%,22,23%,0,28%,33,4%,100,39%,89,43%
Ricky Davis,24.1,BOS,Wing,121,72,47.4%,89,37%,8,8%,58,34%,42,42%,39,8%,33,13%,28,21%
Vlade Divac,35.7,SAC,Big,235,25,43.7%,65,51%,68,31%,33,18%,45,49%,0,0%,0,0%,0,0%
Tim Duncan,27.5,SAS,Big,401,73,52.2%,43,31%,95,45%,45,23%,70,68%,0,0%,53,1%,50,1%
Michael Finley,30.7,DAL,Wing,196,39,43.4%,33,19%,47,13%,44,29%,47,43%,81,13%,72,25%,69,38%
Derek Fisher,29.2,LAL,Combo,495,89,49.3%,22,20%,67,15%,78,29%,44,44%,89,18%,56,17%,56,36%
Jeff Foster,26.8,IND,Big,309,93,58.1%,98,79%,0,0%,35,19%,5,19%,0,0%,75,2%,75,2%
