Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,TEAM FG%: Rim Rank,TEAM FG%: Rim,TEAM FG%: Short Mid Rank,TEAM FG%: Short Mid,TEAM FG%: Long Mid Rank,TEAM FG%: Long Mid,TEAM FG%: All Mid Rank,TEAM FG%: All Mid,TEAM FG%: Corner Three Rank,TEAM FG%: Corner Three,TEAM FG%: Non Corner Rank,TEAM FG%: Non Corner,TEAM FG%: All Three Rank,TEAM FG%: All Three
Boris Diaw,25.5,PHX,Big,174,29,-2.6%,96,+14.3%,88,+10.5%,0,-30.5%,4,-10.6%,37,-4.8%,13,-11.8%,7,-11.6%
Keyon Dooling,27.5,ORL,Combo,141,6,-6.9%,35,-2.9%,61,+2.3%,26,-6.0%,39,-1.7%,20,-13.1%,23,-6.5%,15,-9.0%
Tim Duncan,31.5,SAS,Big,662,46,-0.4%,45,-0.3%,8,-16.6%,86,+10.4%,61,+2.1%,58,+2.9%,21,-8.1%,31,-3.9%
Maurice Evans,29.0,ORL,Wing,277,61,+2.1%,75,+5.2%,70,+4.4%,2,-14.2%,27,-4.0%,57,+2.7%,57,+3.8%,59,+3.2%
Reggie Evans,27.5,PHI,Big,139,87,+6.4%,79,+5.7%,90,+11.2%,70,+6.1%,87,+8.6%,92,+30.0%,47,0.0%,74,+6.3%
Jordan Farmar,20.9,LAL,Point,341,21,-3.4%,44,-1.2%,27,-5.2%,9,-10.2%,9,-8.6%,22,-12.7%,60,+4.2%,46,+0.2%
Michael Finley,34.7,SAS,Forward,373,75,+3.9%,64,+2.7%,33,-3.8%,82,+9.0%,65,+3.3%,84,+17.5%,39,-2.6%,68,+4.5%
Derek Fisher,33.2,LAL,Point,663,70,+3.1%,57,+1.3%,70,+4.4%,80,+8.7%,85,+7.4%,64,+4.7%,44,-1.8%,44,-0.2%
T.J. Ford,24.6,TOR,Point,124,22,-3.2%,17,-7.5%,96,+18.4%,47,+0.5%,75,+5.2%,61,+3.8%,15,-11.3%,21,-6.7%
Kevin Garnett,31.5,BOS,Big,984,80,+4.7%,69,+3.5%,9,-15.2%,92,+15.0%,73,+5.0%,43,-1.9%,71,+7.4%,71,+5.5%
Pau Gasol,27.3,LAL,Big,834,65,+2.5%,18,-7.5%,100,+30.4%,56,+2.0%,93,+11.1%,84,+19.4%,36,-3.5%,54,+2.2%
Daniel Gibson,21.7,CLE,Combo,276,64,+2.3%,20,-6.1%,86,+10.4%,51,+1.3%,68,+4.1%,83,+17.5%,43,-1.9%,60,+3.3%
Manu Ginobili,30.3,SAS,Wing,554,43,-0.7%,55,+1.0%,74,+4.8%,21,-7.7%,37,-2.3%,13,-21.2%,52,+1.9%,20,-6.8%
Willie Green,26.3,PHI,Wing,141,31,-2.3%,11,-9.7%,20,-8.3%,68,+5.9%,52,+0.4%,3,-50.0%,70,+7.4%,33,-3.6%
Richard Hamilton,29.7,DET,Wing,648,74,+3.4%,39,-2.2%,93,+12.8%,72,+6.5%,88,+8.6%,54,+2.0%,26,-5.9%,29,-4.8%
Matt Harpring,31.4,UTA,Wing,208,23,-3.0%,67,+3.2%,69,+4.3%,5,-13.3%,11,-7.6%,51,+0.4%,63,+4.5%,61,+3.6%
Chuck Hayes,24.4,HOU,Big,103,3,-8.0%,25,-4.7%,47,-0.1%,27,-5.8%,29,-3.6%,7,-27.6%,7,-17.0%,0,-19.1%
Brendan Haywood,27.9,WAS,Big,178,16,-4.3%,93,+11.6%,31,-4.0%,10,-10.1%,15,-7.3%,43,-2.3%,17,-10.0%,12,-9.1%
Al Horford,21.4,ATL,Big,265,34,-2.0%,26,-4.4%,75,+5.3%,74,+6.8%,78,+5.6%,93,+35.7%,0,-25.9%,4,-14.6%
Robert Horry,37.2,SAS,Big,137,26,-2.8%,24,-5.1%,34,-3.5%,2,-14.8%,5,-9.8%,32,-6.8%,86,+13.9%,70,+5.3%
Eddie House,29.5,BOS,Combo,136,84,+6.2%,84,+7.7%,77,+6.1%,13,-9.1%,35,-2.6%,77,+13.5%,70,+7.3%,81,+11.2%
Dwight Howard,21.9,ORL,Big,421,76,+3.9%,12,-9.4%,40,-1.9%,15,-8.7%,33,-2.7%,66,+6.9%,84,+11.6%,86,+11.9%
Josh Howard,27.5,DAL,Wing,170,2,-8.5%,4,-14.3%,36,-2.8%,60,+3.1%,57,+1.5%,63,+4.7%,1,-24.1%,18,-7.5%
Lindsey Hunter,36.9,DET,Point,115,50,+0.5%,95,+14.2%,17,-9.8%,24,-7.0%,14,-7.4%,89,+24.3%,40,-2.2%,70,+4.8%
Andre Iguodala,23.8,PHI,Wing,228,78,+4.2%,48,0.0%,58,+1.3%,75,+7.2%,76,+5.4%,0,0.0%,98,+25.0%,100,+27.6%
Zydrunas Ilgauskas,32.4,CLE,Big,392,53,+1.1%,62,+2.5%,23,-7.1%,52,+1.4%,43,-1.3%,62,+4.3%,59,+4.1%,65,+4.1%
Allen Iverson,32.4,DEN,Combo,157,80,+4.5%,50,+0.3%,30,-4.3%,36,-3.3%,18,-6.6%,96,+44.4%,85,+13.6%,95,+18.3%
Bobby Jackson,34.6,HOU,Combo,137,11,-5.7%,14,-9.0%,51,+0.5%,35,-3.9%,34,-2.6%,85,+20.0%,12,-13.0%,35,-3.4%
LeBron James,22.8,CLE,Forward,550,94,+10.3%,99,+23.5%,62,+2.4%,14,-9.0%,36,-2.3%,41,-3.2%,97,+22.0%,83,+11.4%
Antawn Jamison,31.4,WAS,Forward,236,15,-4.6%,15,-8.6%,87,+10.5%,50,+0.8%,74,+5.0%,25,-11.1%,2,-18.6%,2,-17.3%
Joe Johnson,26.3,ATL,Wing,274,61,+2.1%,1,-25.0%,61,+1.9%,98,+22.0%,98,+14.4%,0,0.0%,92,+18.4%,93,+17.6%
Jason Kapono,26.7,TOR,Forward,151,92,+8.4%,86,+9.1%,39,-2.0%,64,+5.1%,66,+3.8%,47,-1.5%,84,+12.4%,75,+7.3%
Jason Kidd,34.6,DAL,Point,179,96,+11.3%,39,-1.8%,82,+8.3%,93,+15.1%,98,+13.1%,80,+16.7%,88,+14.4%,89,+12.4%
Andrei Kirilenko,26.7,UTA,Wing,386,83,+6.0%,46,-0.1%,43,-0.8%,88,+11.4%,84,+7.2%,61,+4.2%,49,+0.2%,51,+1.1%
Linas Kleiza,22.8,DEN,Wing,119,30,-2.6%,89,+9.3%,16,-10.1%,20,-7.8%,11,-8.5%,5,-41.7%,25,-6.1%,10,-9.6%
Kyle Korver,26.6,UTA,Wing,258,25,-2.8%,29,-4.2%,84,+9.1%,11,-9.7%,30,-3.6%,10,-21.4%,51,+0.8%,40,-2.6%
Carl Landry,24.1,HOU,Big,103,13,-5.3%,63,+2.5%,80,+7.4%,3,-14.0%,23,-5.1%,29,-9.9%,18,-9.6%,8,-10.6%
Rashard Lewis,28.2,ORL,Big,415,84,+6.1%,85,+8.6%,5,-19.8%,40,-2.7%,3,-11.5%,82,+17.3%,76,+8.3%,84,+11.7%
Kenyon Martin,29.8,DEN,Big,117,18,-4.2%,16,-8.1%,98,+21.0%,7,-11.1%,48,-0.4%,33,-6.7%,20,-8.1%,20,-7.1%
Roger Mason Jr.,27.1,WAS,Combo,114,90,+7.5%,52,+0.5%,75,+5.9%,75,+7.2%,81,+6.5%,75,+13.1%,82,+11.1%,84,+11.7%
Jason Maxiell,24.7,DET,Big,353,82,+4.8%,73,+4.8%,52,+0.6%,80,+7.9%,77,+5.5%,74,+12.6%,54,+2.1%,64,+3.8%
Antonio McDyess,33.1,DET,Big,467,48,+0.1%,42,-1.4%,38,-2.4%,57,+2.2%,49,+0.2%,30,-8.3%,66,+4.8%,58,+2.9%
Tracy McGrady,28.4,HOU,Wing,247,100,+18.8%,100,+24.4%,84,+8.7%,73,+6.7%,89,+9.0%,71,+12.5%,95,+19.7%,96,+18.7%
Andre Miller,31.6,PHI,Combo,228,75,+3.6%,81,+7.0%,89,+10.5%,89,+12.0%,92,+10.4%,3,-50.0%,47,0.0%,1,-18.3%
Paul Millsap,22.7,UTA,Big,205,10,-5.7%,28,-4.3%,48,-0.0%,16,-8.7%,20,-5.8%,65,+5.1%,33,-4.7%,38,-3.0%
Jamario Moon,27.4,TOR,Forward,103,4,-7.3%,65,+3.0%,89,+10.6%,7,-11.9%,16,-6.9%,16,-17.3%,24,-6.1%,11,-9.3%
Dikembe Mutombo,41.4,HOU,Big,123,97,+11.5%,94,+12.0%,59,+1.4%,49,+0.8%,57,+1.5%,98,+47.7%,87,+14.3%,98,+20.8%
Steve Nash,33.7,PHX,Point,182,58,+1.9%,3,-14.6%,15,-12.5%,99,+23.7%,90,+9.1%,86,+20.3%,3,-18.4%,56,+2.5%
Jameer Nelson,25.7,ORL,Point,332,89,+6.6%,70,+4.5%,12,-14.9%,69,+6.0%,24,-5.1%,75,+13.1%,78,+9.4%,80,+11.0%
Dirk Nowitzki,29.4,DAL,Big,210,99,+14.2%,70,+3.8%,80,+6.9%,96,+18.2%,100,+15.2%,78,+13.9%,96,+20.5%,89,+13.0%
Shaquille O'Neal,35.7,PHX,Big,150,52,+0.8%,48,+0.0%,3,-24.6%,97,+20.4%,59,+1.9%,30,-8.3%,42,-2.1%,32,-3.6%
Fabricio Oberto,32.6,SAS,Big,315,88,+6.5%,83,+7.5%,66,+3.6%,66,+5.3%,71,+4.5%,59,+2.9%,80,+10.7%,76,+7.5%
Lamar Odom,28.0,LAL,Big,784,32,-2.2%,77,+5.4%,19,-9.4%,62,+4.9%,52,+0.3%,15,-20.2%,30,-5.0%,16,-8.3%
Mehmet Okur,28.4,UTA,Big,461,91,+7.6%,66,+3.2%,44,-0.6%,94,+15.9%,93,+10.4%,57,+2.7%,29,-5.3%,36,-3.4%
Jannero Pargo,28.0,NOH,Combo,242,17,-4.2%,36,-2.3%,24,-6.4%,23,-7.3%,16,-6.9%,36,-4.8%,27,-5.8%,24,-6.1%
Anthony Parker,32.4,TOR,Wing,195,28,-2.7%,23,-5.6%,41,-1.6%,83,+9.2%,80,+6.5%,68,+8.9%,4,-18.0%,11,-9.6%
Tony Parker,25.5,SAS,Point,651,33,-2.1%,7,-11.0%,22,-7.8%,76,+7.6%,53,+0.8%,53,+1.6%,53,+2.1%,55,+2.4%
Chris Paul,22.5,NOH,Point,483,86,+6.4%,60,+2.1%,95,+18.1%,81,+9.0%,97,+13.0%,98,+47.9%,8,-16.0%,41,-1.2%
Sasha Pavlovic,24.0,CLE,Wing,103,51,+0.7%,80,+6.5%,42,-1.5%,84,+9.3%,70,+4.5%,52,+0.5%,16,-11.2%,16,-8.5%
Kendrick Perkins,23.0,BOS,Big,625,47,-0.4%,61,+2.1%,26,-5.4%,54,+1.9%,44,-1.1%,87,+20.5%,34,-3.9%,43,-0.4%
Morris Peterson,30.2,NOH,Wing,271,79,+4.5%,52,+0.4%,67,+3.6%,61,+4.1%,67,+3.8%,88,+21.5%,61,+4.2%,80,+10.1%
Paul Pierce,30.1,BOS,Forward,986,73,+3.3%,57,+1.6%,28,-4.6%,65,+5.1%,54,+0.9%,38,-4.7%,79,+9.6%,71,+5.5%
James Posey,30.8,BOS,Forward,546,49,+0.4%,47,-0.0%,98,+19.8%,25,-6.0%,70,+4.4%,34,-6.6%,22,-7.7%,25,-5.9%
Leon Powe,23.8,BOS,Big,249,34,-2.1%,27,-4.3%,72,+4.5%,45,-1.0%,55,+1.0%,12,-21.3%,55,+2.4%,34,-3.5%
Tayshaun Prince,27.7,DET,Wing,670,20,-3.9%,8,-10.6%,39,-2.0%,43,-1.8%,40,-1.6%,26,-11.1%,58,+3.9%,49,+1.1%
Vladimir Radmanovic,26.9,LAL,Forward,477,68,+2.8%,54,+1.0%,63,+2.9%,91,+13.6%,91,+9.4%,56,+2.5%,31,-4.8%,37,-3.3%
Theo Ratliff,34.5,DET,Big,116,25,-2.9%,38,-2.2%,52,+0.6%,34,-4.4%,34,-2.6%,6,-36.1%,73,+7.7%,30,-4.0%
Rajon Rondo,21.7,BOS,Point,828,39,-1.4%,51,+0.4%,18,-9.4%,63,+4.9%,46,-0.9%,52,+1.3%,39,-2.8%,39,-2.9%
Luis Scola,27.5,HOU,Big,220,66,+2.6%,16,-7.7%,11,-15.0%,98,+21.3%,80,+6.5%,71,+12.5%,75,+8.1%,82,+11.2%
JR Smith,22.1,DEN,Wing,105,98,+13.7%,78,+5.5%,55,+0.7%,90,+13.5%,96,+12.3%,94,+43.3%,94,+19.7%,98,+21.6%
Joe Smith,32.3,CLE,Big,246,38,-1.4%,58,+1.9%,85,+9.5%,20,-7.8%,38,-2.1%,66,+6.5%,25,-6.0%,39,-2.7%
Josh Smith,21.9,ATL,Big,233,57,+1.7%,19,-6.7%,32,-4.0%,87,+10.6%,79,+6.3%,42,-2.6%,67,+6.1%,67,+4.5%
Jerry Stackhouse,33.0,DAL,Wing,101,66,+2.6%,84,+8.3%,76,+6.0%,28,-5.6%,39,-2.0%,39,-4.7%,80,+10.0%,53,+1.9%
DeShawn Stevenson,26.6,WAS,Wing,195,63,+2.2%,98,+15.3%,71,+4.4%,31,-5.0%,45,-1.0%,91,+28.0%,14,-11.3%,27,-4.9%
Peja Stojakovic,30.4,NOH,Forward,454,77,+4.0%,87,+9.2%,35,-3.1%,30,-5.1%,26,-4.3%,76,+13.3%,83,+11.2%,85,+11.7%
Amar'e Stoudemire,25.0,PHX,Big,201,98,+14.1%,97,+14.4%,25,-5.8%,100,+29.5%,99,+14.4%,35,-5.6%,77,+8.8%,66,+4.2%
Rodney Stuckey,21.5,DET,Combo,346,30,-2.6%,68,+3.4%,56,+1.0%,29,-5.4%,28,-3.7%,18,-15.7%,37,-3.4%,26,-5.5%
Wally Szczerbiak,30.7,CLE,Wing,371,39,-1.4%,90,+10.1%,48,0.0%,38,-3.0%,43,-1.4%,17,-17.0%,35,-3.5%,19,-7.4%
Jason Terry,30.1,DAL,Combo,179,24,-3.0%,59,+1.9%,13,-13.3%,22,-7.4%,7,-9.2%,48,-1.0%,7,-17.4%,41,-1.2%
Kurt Thomas,35.1,SAS,Big,250,11,-5.4%,21,-5.7%,68,+3.6%,53,+1.6%,61,+2.2%,50,-0.7%,11,-13.5%,14,-9.0%
Ronny Turiaf,24.8,LAL,Big,173,7,-6.8%,20,-6.4%,2,-32.5%,48,+0.5%,6,-9.4%,49,-0.8%,52,+1.4%,48,+0.8%
Hedo Turkoglu,28.6,ORL,Forward,399,89,+7.3%,88,+9.2%,11,-15.0%,93,+15.3%,50,+0.3%,70,+10.8%,61,+4.3%,75,+6.6%
Ime Udoka,30.2,SAS,Forward,202,54,+1.1%,76,+5.3%,57,+1.1%,12,-9.2%,25,-4.5%,67,+8.8%,43,-1.9%,57,+2.6%
Anderson Varejao,25.1,CLE,Big,233,41,-1.2%,22,-5.6%,97,+18.8%,78,+7.6%,94,+11.3%,27,-10.9%,9,-15.5%,5,-14.0%
Sasha Vujacic,23.6,LAL,Wing,437,36,-1.7%,49,+0.0%,43,-0.8%,6,-13.2%,10,-8.6%,40,-3.6%,68,+6.3%,61,+3.4%
Ben Wallace,33.1,CLE,Big,302,44,-0.6%,37,-2.3%,4,-20.8%,39,-2.8%,7,-8.8%,44,-1.8%,93,+19.0%,90,+13.0%
Rasheed Wallace,33.1,DET,Big,584,42,-1.2%,34,-2.9%,78,+6.2%,19,-7.8%,32,-3.1%,93,+34.2%,32,-4.8%,50,+1.1%
Luke Walton,27.6,LAL,Forward,338,71,+3.2%,53,+0.8%,53,+0.6%,11,-9.4%,21,-5.6%,89,+24.2%,75,+8.2%,88,+12.3%
Bonzi Wells,31.1,NOH,Wing,155,16,-4.5%,32,-3.7%,25,-5.4%,59,+3.1%,48,-0.5%,9,-23.8%,28,-5.5%,7,-10.7%
David West,27.2,NOH,Big,484,5,-7.1%,0,-26.5%,57,+1.2%,57,+2.6%,60,+2.0%,97,+46.9%,38,-3.1%,69,+4.8%
Delonte West,24.3,CLE,Point,449,43,-0.7%,6,-12.0%,14,-12.7%,37,-3.2%,19,-6.4%,70,+10.5%,91,+17.7%,93,+15.3%
Deron Williams,23.3,UTA,Point,512,55,+1.3%,30,-4.2%,7,-19.6%,84,+9.6%,42,-1.5%,30,-9.5%,64,+4.6%,52,+1.3%
Lou Williams,21.0,PHI,Combo,106,59,+1.9%,74,+5.0%,92,+12.5%,43,-1.7%,66,+3.4%,99,+50.0%,2,-20.8%,25,-5.6%
Marvin Williams,21.4,ATL,Forward,196,2,-8.3%,72,+4.7%,10,-15.2%,17,-8.3%,2,-12.0%,24,-12.5%,41,-2.1%,30,-4.2%
Thaddeus Young,19.4,PHI,Forward,144,9,-5.7%,33,-3.6%,7,-17.1%,32,-4.8%,8,-8.7%,10,-21.4%,10,-13.9%,13,-9.0%
