Player,Age,Team,Pos,MIN,Diff Rank,Diff,Exp W,OFFENSE: Pts/Poss Rank,OFFENSE: Pts/Poss,OFFENSE: eFG% Rank,OFFENSE: eFG%,OFFENSE: TOV% Rank,OFFENSE: TOV%,OFFENSE: ORB% Rank,OFFENSE: ORB%,OFFENSE: FT Rate Rank,OFFENSE: FT Rate,DEFENSE: Pts/Poss Rank,DEFENSE: Pts/Poss,DEFENSE: eFG% Rank,DEFENSE: eFG%,DEFENSE: TOV% Rank,DEFENSE: TOV%,DEFENSE: ORB% Rank,DEFENSE: ORB%,DEFENSE: FT Rate Rank,DEFENSE: FT Rate
Lou Amundson,29.9,MIN,Big,121,4,-13.2,-28,3,-10.7,3,-4.8%,9,+2.2%,18,-2.8%,99,+7.2,27,+2.5,66,-1.0%,99,+3.8%,0,+10.7%,7,+5.7
Lou Amundson,29.9,NOH,Big,205,66,+1.9,+4,33,-2.4,72,+1.0%,71,-0.7%,7,-4.6%,73,+1.5,87,-4.3,80,-1.7%,63,+0.4%,47,+0.1%,3,+7.7
Chris Andersen,34.3,MIA,Big,604,12,-8.0,-13,9,-7.2,8,-3.6%,27,+1.0%,57,+0.4%,76,+1.9,43,+0.8,85,-2.2%,62,+0.4%,8,+3.7%,59,-0.4
Alan Anderson,30.0,TOR,Wing,1406,30,-4.1,-10,70,+1.5,35,-1.0%,79,-1.2%,52,+0.0%,81,+2.5,10,+5.6,10,+2.8%,82,+1.3%,9,+3.5%,15,+4.1
James Anderson,23.6,HOU,Wing,229,88,+7.0,+14,97,+9.9,91,+2.9%,89,-1.7%,98,+8.0%,10,-4.0,24,+2.9,42,+0.5%,33,-0.6%,44,+0.3%,32,+2.0
Ryan Anderson,24.5,NOH,Big,2478,32,-3.8,-9,80,+3.4,59,+0.3%,96,-2.5%,31,-1.4%,45,-0.5,5,+7.1,24,+1.5%,19,-1.2%,13,+2.9%,17,+3.8
Carmelo Anthony,28.4,NYK,Forward,2475,79,+4.2,+10,92,+6.1,69,+0.9%,68,-0.6%,82,+2.4%,85,+3.1,32,+1.9,36,+0.9%,28,-0.8%,43,+0.3%,53,+0.0
Joel Anthony,30.2,MIA,Big,507,17,-6.5,-15,49,-0.5,25,-1.6%,53,-0.1%,45,-0.4%,63,+0.9,8,+6.0,40,+0.6%,7,-1.9%,63,-0.7%,14,+4.3
Trevor Ariza,27.3,WAS,Wing,1450,67,+2.3,+6,61,+0.6,28,-1.5%,29,+0.9%,93,+4.6%,81,+2.6,67,-1.7,84,-2.1%,59,+0.3%,14,+2.7%,37,+1.4
Darrell Arthur,24.6,MEM,Big,931,3,-14.3,-37,11,-6.6,34,-1.1%,26,+1.1%,33,-1.3%,12,-3.9,4,+7.7,6,+3.7%,40,-0.3%,22,+1.9%,42,+1.0
Omer Asik,26.3,HOU,Big,2453,89,+7.2,+18,58,+0.3,85,+2.2%,6,+2.6%,66,+1.1%,29,-1.8,95,-6.8,88,-2.4%,46,-0.2%,91,-3.3%,100,-9.3
D.J. Augustin,25.0,IND,Point,1150,9,-9.5,-25,8,-7.5,5,-4.1%,7,+2.4%,52,+0.0%,97,+5.5,32,+2.0,19,+1.8%,77,+1.1%,36,+0.8%,42,+1.0
Gustavo Ayon,27.6,ORL,Big,567,66,+2.0,+5,71,+1.7,88,+2.6%,6,+2.6%,55,+0.3%,54,+0.2,54,-0.2,35,+0.9%,85,+1.6%,35,+0.8%,51,+0.1
Gustavo Ayon,27.6,MIL,Big,137,100,+28.9,+50,100,+14.6,99,+5.2%,99,-3.5%,95,+5.6%,84,+3.0,100,-14.3,100,-10.0%,89,+1.7%,79,-1.8%,14,+4.4
Jeff Ayres,25.5,IND,Big,268,90,+7.8,+16,91,+5.7,93,+3.3%,25,+1.1%,41,-0.7%,59,+0.6,71,-2.1,70,-1.1%,17,-1.3%,56,-0.4%,86,-3.4
Luke Babbitt,23.4,POR,Forward,672,63,+1.4,+4,62,+0.7,45,-0.4%,85,-1.5%,15,-3.1%,75,+1.9,60,-0.8,60,-0.6%,37,-0.4%,84,-2.2%,22,+3.1
Leandro Barbosa,29.9,BOS,Combo,476,44,-1.5,-4,45,-1.1,34,-1.1%,21,+1.3%,80,+2.2%,93,+4.4,47,+0.4,58,-0.5%,15,-1.4%,66,-0.8%,56,-0.1
J.J. Barea,28.4,MIN,Combo,1642,59,+0.8,+2,58,+0.4,52,-0.1%,93,-2.0%,18,-2.8%,13,-3.6,56,-0.4,72,-1.2%,62,+0.4%,41,+0.4%,18,+3.7
Andrea Bargnani,27.0,TOR,Big,995,22,-5.6,-14,34,-2.3,40,-0.7%,74,-0.9%,12,-3.6%,38,-1.1,22,+3.2,25,+1.5%,65,+0.5%,18,+2.3%,48,+0.4
Harrison Barnes,20.4,GSW,Wing,2019,49,-0.8,-2,47,-0.8,40,-0.7%,58,-0.3%,63,+0.8%,47,-0.4,50,+0.0,41,+0.6%,42,-0.3%,81,-2.0%,81,-2.7
Matt Barnes,32.6,LAC,Wing,1927,60,+1.0,+3,29,-2.8,16,-2.4%,22,+1.3%,70,+1.3%,90,+3.8,83,-3.8,97,-4.5%,55,+0.2%,34,+1.0%,1,+8.9
Earl Barron,31.2,WAS,Big,114,49,-1.0,-3,17,-4.9,4,-4.7%,95,-2.4%,58,+0.4%,20,-3.0,83,-3.9,28,+1.3%,94,+2.4%,100,-9.6%,0,+11.3
Will Barton,21.8,POR,Wing,808,4,-13.0,-28,3,-11.1,4,-4.7%,25,+1.1%,26,-1.9%,42,-0.7,32,+1.9,17,+2.0%,78,+1.1%,73,-1.4%,53,+0.1
Brandon Bass,27.5,BOS,Big,2218,13,-7.9,-21,39,-1.6,37,-0.9%,65,-0.5%,30,-1.5%,33,-1.5,7,+6.3,4,+4.0%,53,+0.0%,22,+1.9%,94,-4.7
Shane Battier,34.1,MIA,Forward,1771,73,+3.0,+6,76,+2.5,57,+0.2%,61,-0.4%,41,-0.7%,87,+3.3,57,-0.6,87,-2.3%,19,-1.1%,35,+0.8%,61,-0.7
Nicolas Batum,23.9,POR,Wing,2798,86,+6.3,+15,89,+5.5,92,+3.1%,17,+1.4%,74,+1.6%,62,+0.8,62,-0.8,70,-1.2%,19,-1.2%,21,+2.0%,82,-2.7
Jerryd Bayless,24.2,MEM,Combo,1685,14,-7.6,-19,56,+0.1,73,+1.0%,38,+0.5%,29,-1.6%,50,-0.0,4,+7.8,14,+2.4%,11,-1.6%,33,+1.2%,7,+6.0
Aron Baynes,25.9,SAS,Big,107,8,-10.3,-28,4,-10.0,2,-5.5%,32,+0.7%,47,-0.3%,65,+1.0,47,+0.3,5,+3.7%,82,+1.3%,88,-2.6%,8,+5.5
Kent Bazemore,23.3,GSW,Combo,169,1,-18.2,-37,1,-13.9,5,-4.1%,1,+4.2%,6,-4.6%,100,+10.6,16,+4.3,31,+1.1%,59,+0.3%,16,+2.6%,17,+3.9
Bradley Beal,19.3,WAS,Wing,1720,59,+0.8,+2,55,+0.1,65,+0.6%,34,+0.6%,59,+0.4%,28,-1.9,60,-0.7,58,-0.5%,21,-1.0%,70,-1.2%,44,+0.9
Michael Beasley,23.8,PHX,Forward,1510,15,-7.3,-16,36,-2.1,44,-0.4%,33,+0.7%,39,-0.9%,54,+0.2,12,+5.2,26,+1.4%,4,-2.2%,63,-0.7%,57,-0.2
Rodrigue Beaubois,24.7,DAL,Combo,481,81,+4.7,+13,52,-0.2,34,-1.1%,94,-2.3%,38,-0.9%,77,+2.0,89,-4.9,81,-1.8%,90,+1.9%,86,-2.4%,3,+7.3
Marco Belinelli,26.6,CHI,Wing,1843,33,-3.4,-10,51,-0.3,51,-0.1%,51,-0.0%,22,-2.2%,78,+2.2,22,+3.2,46,+0.2%,29,-0.7%,4,+4.6%,50,+0.2
Patrick Beverley,24.3,HOU,Point,642,78,+4.0,+10,34,-2.2,4,-4.6%,75,-1.0%,93,+4.7%,75,+1.9,94,-6.2,93,-3.4%,86,+1.6%,28,+1.5%,9,+5.1
Andris Biedrins,26.6,GSW,Big,492,15,-7.1,-19,8,-7.3,9,-3.2%,37,+0.5%,21,-2.3%,16,-3.3,54,-0.2,95,-3.8%,16,-1.3%,26,+1.5%,4,+7.0
Chauncey Billups,36.1,LAC,Wing,417,40,-2.1,-5,87,+4.9,89,+2.8%,70,-0.7%,50,-0.1%,40,-0.8,5,+7.0,1,+5.8%,52,+0.0%,63,-0.7%,90,-3.9
Bismack Biyombo,20.2,CHA,Big,2144,75,+3.4,+6,80,+3.2,80,+1.6%,62,-0.4%,77,+1.9%,37,-1.2,53,-0.2,56,-0.4%,12,-1.6%,80,-1.9%,68,-1.5
DeJuan Blair,23.5,SAS,Big,745,8,-10.1,-25,10,-7.0,13,-2.8%,10,+2.1%,73,+1.5%,8,-4.6,23,+3.2,30,+1.2%,20,-1.1%,69,-1.1%,12,+4.7
Steve Blake,32.7,LAL,Combo,1167,61,+1.1,+3,44,-1.2,39,-0.8%,61,-0.4%,22,-2.3%,77,+2.1,73,-2.3,74,-1.3%,27,-0.8%,84,-2.2%,34,+1.7
Andray Blatche,26.2,BKN,Big,1464,31,-3.9,-10,35,-2.2,26,-1.6%,13,+1.8%,89,+3.9%,35,-1.3,35,+1.7,7,+3.2%,99,+3.5%,45,+0.2%,28,+2.5
Eric Bledsoe,22.9,LAC,Combo,1420,45,-1.4,-2,8,-7.3,14,-2.7%,6,+2.5%,59,+0.5%,50,-0.0,93,-5.8,96,-4.1%,68,+0.7%,27,+1.5%,29,+2.4
Keith Bogans,32.5,BKN,Wing,1394,32,-3.7,-10,37,-1.9,48,-0.2%,44,+0.3%,14,-3.2%,53,+0.1,33,+1.8,40,+0.6%,34,-0.6%,32,+1.2%,66,-1.2
Andrew Bogut,27.9,GSW,Big,784,57,+0.6,+2,57,+0.2,67,+0.8%,84,-1.4%,24,-2.0%,22,-2.5,54,-0.3,64,-0.9%,38,-0.4%,57,-0.4%,71,-1.8
Matt Bonner,32.6,SAS,Big,811,43,-1.6,-4,65,+0.9,54,+0.0%,60,-0.4%,48,-0.3%,21,-2.8,28,+2.5,14,+2.3%,83,+1.4%,54,-0.2%,25,+2.8
Trevor Booker,24.9,WAS,Big,868,12,-8.1,-19,29,-2.8,10,-3.2%,54,-0.1%,92,+4.3%,73,+1.6,12,+5.3,20,+1.8%,54,+0.1%,10,+3.2%,51,+0.1
Carlos Boozer,30.9,CHI,Big,2539,8,-10.1,-26,15,-5.4,53,-0.1%,20,+1.3%,21,-2.5%,3,-5.7,14,+4.7,14,+2.4%,7,-1.8%,78,-1.8%,70,-1.6
Chris Bosh,28.6,MIA,Big,2445,81,+4.6,+9,75,+2.3,80,+1.6%,53,-0.1%,53,+0.1%,57,+0.4,73,-2.3,63,-0.8%,10,-1.7%,43,+0.3%,91,-4.1
Avery Bradley,21.9,BOS,Combo,1425,55,+0.0,+0,53,-0.1,76,+1.2%,51,-0.0%,17,-2.9%,37,-1.1,52,-0.2,64,-0.9%,73,+0.9%,6,+3.9%,55,-0.1
Elton Brand,33.6,DAL,Big,1518,46,-1.3,-3,43,-1.3,41,-0.6%,28,+1.0%,62,+0.7%,44,-0.6,50,+0.0,59,-0.6%,18,-1.2%,52,-0.1%,62,-0.9
Corey Brewer,26.7,DEN,Wing,1938,46,-1.3,-3,52,-0.2,25,-1.7%,70,-0.7%,35,-1.2%,92,+4.4,40,+1.1,69,-1.1%,73,+0.9%,3,+5.1%,44,+0.8
Ronnie Brewer,27.6,NYK,Wing,681,37,-2.8,-7,27,-3.2,30,-1.3%,84,-1.4%,19,-2.7%,49,-0.2,56,-0.5,50,-0.1%,76,+1.0%,23,+1.8%,70,-1.7
Ronnie Brewer,27.6,OKC,Forward,102,4,-13.0,-30,15,-5.4,2,-5.5%,99,-3.5%,62,+0.7%,0,-12.2,4,+7.6,14,+2.4%,16,-1.3%,0,+11.8%,71,-1.8
Aaron Brooks,27.8,SAC,Point,936,32,-3.7,-7,48,-0.7,18,-2.2%,55,-0.2%,89,+3.7%,33,-1.6,23,+3.0,62,-0.8%,11,-1.7%,24,+1.7%,15,+4.3
MarShon Brooks,23.8,BKN,Wing,799,25,-4.9,-13,14,-5.6,22,-1.8%,9,+2.2%,55,+0.2%,36,-1.3,59,-0.6,61,-0.7%,89,+1.9%,7,+3.8%,7,+5.6
Kwame Brown,30.6,PHI,Big,267,24,-5.0,-12,14,-5.6,30,-1.3%,76,-1.0%,1,-7.2%,46,-0.5,58,-0.6,23,+1.6%,64,+0.5%,92,-3.3%,82,-2.8
Shannon Brown,26.9,PHX,Wing,1381,49,-0.8,-2,70,+1.5,56,+0.1%,90,-1.8%,30,-1.5%,36,-1.3,29,+2.3,39,+0.6%,30,-0.7%,26,+1.6%,46,+0.6
Kobe Bryant,34.2,LAL,Wing,3008,76,+3.6,+10,96,+8.2,90,+2.8%,87,-1.6%,58,+0.4%,85,+3.1,15,+4.6,32,+1.1%,24,-0.9%,29,+1.4%,33,+1.9
Chase Budinger,24.4,MIN,Wing,468,79,+4.4,+12,72,+2.0,62,+0.4%,90,-1.9%,34,-1.2%,21,-2.8,74,-2.5,90,-2.8%,66,+0.6%,38,+0.7%,21,+3.2
Alec Burks,21.3,UTA,Combo,1032,93,+8.8,+23,84,+4.3,65,+0.7%,10,+2.1%,99,+8.2%,96,+5.2,88,-4.4,80,-1.8%,85,+1.5%,78,-1.8%,21,+3.2
Caron Butler,32.6,LAC,Wing,1867,41,-2.0,-5,79,+3.1,85,+2.1%,85,-1.5%,37,-1.0%,32,-1.6,13,+5.1,1,+5.2%,26,-0.8%,88,-2.7%,97,-6.1
Jimmy Butler,23.1,CHI,Wing,2042,82,+4.7,+13,87,+4.7,63,+0.5%,83,-1.3%,73,+1.5%,88,+3.6,49,+0.0,51,-0.1%,76,+1.0%,53,-0.2%,29,+2.4
Will Bynum,29.8,DET,Point,1134,27,-4.6,-10,60,+0.5,73,+1.0%,47,+0.2%,42,-0.7%,65,+1.0,13,+5.0,15,+2.3%,87,+1.6%,32,+1.2%,6,+6.6
Jose Calderon,31.1,TOR,Point,1262,24,-5.0,-13,20,-4.2,24,-1.7%,70,-0.7%,24,-2.0%,44,-0.6,42,+0.9,42,+0.5%,45,-0.2%,64,-0.8%,72,-1.9
Jose Calderon,31.1,DET,Point,877,31,-3.9,-8,32,-2.5,29,-1.5%,79,-1.1%,32,-1.4%,5,-5.2,37,+1.3,48,+0.1%,22,-1.0%,41,+0.5%,75,-2.1
Marcus Camby,38.6,NYK,Big,242,14,-7.5,-19,1,-13.1,3,-4.9%,13,+1.7%,7,-4.6%,44,-0.6,92,-5.6,90,-3.0%,77,+1.1%,10,+3.2%,84,-3.1
DeMarre Carroll,26.3,UTA,Wing,1055,96,+10.3,+26,86,+4.6,69,+0.9%,9,+2.2%,99,+8.2%,83,+2.9,92,-5.7,72,-1.2%,95,+2.6%,71,-1.3%,46,+0.7
Vince Carter,35.8,DAL,Wing,2085,98,+11.7,+30,95,+7.8,77,+1.3%,73,-0.8%,82,+2.4%,99,+7.1,83,-3.9,93,-3.4%,49,-0.1%,95,-4.1%,1,+9.2
Omri Casspi,24.4,CLE,Wing,446,48,-1.2,-4,4,-9.5,14,-2.7%,58,-0.3%,44,-0.5%,1,-8.0,97,-8.3,97,-4.2%,42,-0.3%,83,-2.1%,77,-2.4
Mario Chalmers,26.5,MIA,Point,2057,97,+11.4,+22,85,+4.4,88,+2.7%,74,-0.9%,37,-0.9%,48,-0.3,95,-7.1,67,-1.0%,92,+2.2%,40,+0.5%,89,-3.8
Tyson Chandler,30.1,NYK,Big,2158,70,+2.6,+6,75,+2.5,38,-0.8%,43,+0.3%,94,+5.2%,87,+3.4,51,-0.1,35,+1.0%,27,-0.8%,82,-2.0%,94,-4.6
Wilson Chandler,25.5,DEN,Forward,1056,85,+5.8,+12,78,+2.9,80,+1.5%,75,-0.9%,10,-3.9%,82,+2.6,77,-2.9,71,-1.2%,87,+1.6%,11,+3.1%,59,-0.4
Earl Clark,24.8,LAL,Big,1331,26,-4.6,-12,31,-2.6,68,+0.8%,28,+0.9%,17,-2.9%,6,-4.9,31,+2.0,21,+1.7%,32,-0.6%,61,-0.6%,74,-2.1
Victor Claver,24.2,POR,Forward,769,20,-6.0,-14,25,-3.3,46,-0.4%,46,+0.2%,31,-1.5%,26,-2.1,26,+2.6,12,+2.5%,12,-1.6%,95,-4.1%,78,-2.5
Norris Cole,24.1,MIA,Point,1476,5,-11.9,-25,16,-5.2,25,-1.7%,9,+2.2%,54,+0.2%,32,-1.6,6,+6.8,23,+1.5%,9,-1.7%,47,+0.1%,26,+2.8
Jason Collins,33.9,BOS,Big,325,47,-1.2,-3,41,-1.4,40,-0.7%,34,+0.6%,47,-0.4%,23,-2.3,54,-0.2,44,+0.3%,63,+0.4%,76,-1.6%,23,+3.0
Darren Collison,25.2,DAL,Point,2351,31,-3.9,-11,55,+0.1,50,-0.2%,32,+0.7%,61,+0.6%,75,+1.9,18,+4.0,25,+1.5%,39,-0.4%,31,+1.2%,55,-0.0
Nick Collison,32.0,OKC,Big,1547,68,+2.3,+3,83,+4.1,64,+0.6%,71,-0.7%,72,+1.4%,66,+1.1,33,+1.9,21,+1.7%,89,+1.8%,55,-0.3%,25,+2.8
Mike Conley,25.1,MEM,Point,2749,98,+15.1,+38,92,+6.1,66,+0.7%,98,-3.2%,43,-0.6%,91,+4.0,99,-9.0,91,-3.0%,92,+2.2%,77,-1.7%,74,-2.0
Daequan Cook,25.5,HOU,Wing,109,10,-9.3,-23,89,+5.4,96,+4.2%,3,+3.5%,86,+3.2%,85,+3.0,0,+14.8,1,+5.4%,81,+1.3%,1,+9.2%,37,+1.5
Daequan Cook,25.5,CHI,Wing,225,42,-1.6,-5,27,-3.2,6,-3.8%,92,-2.0%,25,-1.9%,68,+1.2,67,-1.6,47,+0.1%,72,+0.8%,87,-2.6%,48,+0.4
Chris Copeland,28.6,NYK,Big,762,54,-0.1,-0,62,+0.7,87,+2.4%,39,+0.4%,50,-0.1%,3,-5.9,43,+0.8,33,+1.1%,33,-0.6%,64,-0.8%,89,-3.8
DeMarcus Cousins,22.2,SAC,Big,2271,39,-2.3,-5,42,-1.3,59,+0.3%,18,+1.4%,48,-0.3%,72,+1.5,41,+1.0,11,+2.7%,52,+0.0%,82,-2.0%,59,-0.5
Jamal Crawford,32.6,LAC,Wing,2126,63,+1.4,+3,37,-1.9,27,-1.6%,14,+1.7%,37,-0.9%,98,+6.7,79,-3.3,96,-3.9%,81,+1.3%,13,+2.9%,5,+6.8
Jordan Crawford,24.0,WAS,Combo,1104,12,-8.0,-20,6,-8.3,6,-3.8%,28,+1.0%,35,-1.2%,61,+0.7,54,-0.3,81,-1.8%,45,-0.2%,35,+0.8%,14,+4.3
Jordan Crawford,24.0,BOS,Combo,551,72,+2.9,+8,79,+3.1,72,+1.0%,44,+0.3%,81,+2.2%,79,+2.3,48,+0.2,39,+0.7%,13,-1.5%,96,-4.2%,21,+3.3
Jae Crowder,22.3,DAL,Forward,1268,61,+1.1,+3,55,+0.1,44,-0.4%,87,-1.6%,44,-0.5%,49,-0.1,64,-1.0,25,+1.5%,95,+2.8%,33,+1.1%,73,-2.0
Dante Cunningham,25.5,MIN,Big,1939,58,+0.7,+2,51,-0.3,63,+0.5%,66,-0.6%,40,-0.7%,9,-4.2,64,-1.0,68,-1.1%,69,+0.7%,45,+0.2%,20,+3.5
Stephen Curry,24.6,GSW,Combo,2975,91,+8.2,+22,98,+10.4,95,+3.9%,94,-2.2%,74,+1.6%,7,-4.6,30,+2.2,16,+2.2%,88,+1.7%,33,+1.1%,36,+1.5
Samuel Dalembert,32.5,MIL,Big,743,13,-7.8,-20,34,-2.2,25,-1.7%,37,+0.5%,78,+2.0%,37,-1.1,11,+5.6,2,+5.2%,51,-0.0%,80,-1.9%,62,-0.9
Marquis Daniels,31.8,MIL,Wing,1012,42,-1.6,-5,12,-5.9,7,-3.7%,72,-0.8%,36,-1.1%,37,-1.1,86,-4.3,61,-0.7%,56,+0.2%,90,-3.2%,57,-0.2
Anthony Davis,19.6,NOH,Big,1822,50,-0.8,-2,46,-1.0,42,-0.5%,24,+1.2%,77,+1.9%,74,+1.8,53,-0.2,37,+0.8%,62,+0.4%,45,+0.2%,82,-2.8
Ed Davis,23.4,TOR,Big,1070,27,-4.6,-12,27,-3.2,35,-1.0%,8,+2.3%,88,+3.6%,15,-3.5,37,+1.4,40,+0.6%,63,+0.4%,28,+1.4%,72,-1.9
Ed Davis,23.4,MEM,Big,526,76,+3.6,+9,58,+0.4,82,+1.7%,29,+0.9%,47,-0.4%,33,-1.6,79,-3.2,88,-2.4%,24,-1.0%,62,-0.7%,27,+2.6
Glen Davis,26.8,ORL,Big,1060,93,+8.9,+20,67,+1.1,64,+0.5%,75,-0.9%,36,-1.1%,52,+0.1,96,-7.8,89,-2.7%,79,+1.1%,65,-0.8%,93,-4.5
Austin Daye,24.4,DET,Wing,302,99,+15.9,+38,100,+12.8,100,+8.3%,82,-1.3%,83,+2.6%,1,-7.7,79,-3.1,83,-1.9%,46,-0.2%,90,-3.1%,14,+4.3
Austin Daye,24.4,MEM,Forward,299,1,-16.3,-41,8,-7.7,44,-0.4%,18,+1.4%,2,-6.4%,15,-3.5,2,+8.6,1,+5.9%,38,-0.4%,79,-1.8%,13,+4.6
Nando De Colo,25.4,SAS,Combo,782,8,-10.4,-26,6,-8.3,31,-1.3%,1,+4.3%,47,-0.4%,14,-3.6,30,+2.1,32,+1.1%,86,+1.6%,9,+3.5%,34,+1.8
DeMar DeRozan,23.2,TOR,Wing,2995,45,-1.4,-4,16,-5.3,26,-1.6%,20,+1.3%,18,-2.7%,88,+3.5,83,-3.9,71,-1.2%,20,-1.1%,93,-3.7%,67,-1.4
Carlos Delfino,30.2,HOU,Wing,1646,85,+6.1,+15,83,+4.2,63,+0.5%,94,-2.2%,66,+1.1%,51,+0.0,69,-1.9,82,-1.9%,78,+1.1%,16,+2.5%,13,+4.7
Luol Deng,27.5,CHI,Forward,2890,50,-0.8,-2,61,+0.6,41,-0.6%,54,-0.1%,71,+1.4%,60,+0.7,37,+1.4,34,+1.0%,76,+1.1%,29,+1.4%,42,+1.1
Boris Diaw,30.5,SAS,Big,1685,26,-4.7,-11,62,+0.7,74,+1.1%,50,+0.0%,23,-2.2%,64,+0.9,11,+5.4,16,+2.1%,86,+1.6%,8,+3.7%,33,+1.8
DeSagana Diop,30.8,CHA,Big,191,67,+2.2,+4,65,+0.9,78,+1.4%,55,-0.1%,5,-5.0%,80,+2.5,66,-1.3,98,-5.2%,43,-0.3%,2,+7.7%,38,+1.4
Toney Douglas,26.6,HOU,Combo,837,51,-0.6,-2,81,+3.4,71,+0.9%,69,-0.7%,81,+2.2%,71,+1.5,18,+4.1,53,-0.3%,23,-1.0%,7,+3.7%,24,+2.9
Toney Douglas,26.6,SAC,Combo,326,95,+9.7,+24,76,+2.7,86,+2.3%,45,+0.2%,49,-0.1%,22,-2.6,95,-7.0,96,-4.0%,100,+5.5%,34,+1.0%,0,+12.0
Goran Dragic,26.5,PHX,Point,2564,86,+6.3,+14,94,+7.0,93,+3.2%,68,-0.6%,68,+1.2%,70,+1.4,44,+0.7,12,+2.6%,55,+0.2%,79,-1.9%,69,-1.6
Andre Drummond,19.2,DET,Big,1185,77,+3.8,+10,85,+4.5,79,+1.4%,80,-1.2%,93,+4.8%,33,-1.5,43,+0.7,87,-2.2%,64,+0.4%,4,+4.7%,17,+3.8
Jared Dudley,27.3,PHX,Wing,2150,92,+8.5,+18,73,+2.2,55,+0.1%,91,-2.0%,49,-0.3%,50,-0.1,94,-6.3,72,-1.3%,60,+0.3%,68,-1.0%,95,-5.4
Chris Duhon,30.2,LAL,Point,778,37,-2.9,-8,70,+1.6,54,+0.0%,25,+1.1%,86,+3.1%,80,+2.5,16,+4.4,34,+1.0%,43,-0.3%,20,+2.1%,32,+1.9
Tim Duncan,36.5,SAS,Big,2069,89,+7.2,+16,77,+2.8,57,+0.2%,84,-1.4%,80,+2.2%,72,+1.5,88,-4.4,93,-3.4%,2,-2.7%,87,-2.6%,88,-3.5
Mike Dunleavy,32.1,MIL,Wing,1888,85,+5.9,+16,90,+5.5,90,+2.8%,43,+0.3%,52,+0.0%,89,+3.7,55,-0.4,62,-0.8%,17,-1.3%,81,-2.0%,43,+0.9
Kevin Durant,24.1,OKC,Forward,3112,84,+5.7,+11,95,+7.7,89,+2.8%,72,-0.8%,51,-0.0%,95,+5.0,32,+1.9,59,-0.5%,4,-2.3%,30,+1.3%,77,-2.3
Devin Ebanks,23.0,LAL,Forward,170,11,-8.6,-22,13,-5.8,1,-5.7%,4,+3.2%,93,+4.7%,96,+5.4,26,+2.8,47,+0.1%,36,-0.5%,53,-0.2%,7,+6.2
Wayne Ellington,24.9,MEM,Wing,656,53,-0.3,-0,21,-4.0,38,-0.8%,56,-0.2%,45,-0.5%,4,-5.4,82,-3.6,94,-3.5%,18,-1.2%,35,+0.8%,41,+1.2
