Player,Age,Team,Pos,MIN,FT% Rank,FT%,SFLD% Rank,SFLD%,FFLD% Rank,FFLD%,AND1% Rank,AND1%
James Michael McAdoo,23.8,GSW,Big,328,0,56.5%,47,11.0%,32,1.2%,7,10.0%
Patrick McCaw,21.0,GSW,Wing,906,22,75.8%,50,7.8%,35,0.8%,39,18.8%
Sheldon McClellan,23.9,WAS,Wing,233,0,85.7%,89,14.1%,90,1.9%,50,22.2%
CJ McCollum,25.1,POR,Combo,2783,100,91.1%,47,7.9%,71,1.5%,55,22.5%
TJ McConnell,24.6,PHI,Point,2098,50,80.5%,23,6.4%,10,0.9%,31,20.6%
KJ McDaniels,23.7,HOU,Forward,141,0,100.0%,22,6.4%,0,0.3%,0,0.0%
KJ McDaniels,23.7,BKN,Wing,259,67,84.6%,86,12.9%,21,0.7%,82,30.8%
Doug McDermott,24.8,OKC,Wing,387,0,73.3%,21,4.4%,13,0.6%,0,0.0%
Doug McDermott,24.8,CHI,Wing,1036,91,87.5%,32,5.9%,55,1.1%,90,36.4%
JaVale McGee,28.8,GSW,Big,668,5,51.5%,65,14.8%,47,1.5%,93,37.0%
Rodney McGruder,25.3,MIA,Wing,1930,2,62.3%,31,5.8%,28,0.7%,39,18.5%
Ben McLemore,23.7,SAC,Wing,1143,19,75.3%,76,10.9%,53,1.1%,86,33.3%
Jordan McRae,25.6,CLE,Combo,292,0,82.6%,87,12.4%,2,0.3%,89,35.7%
Josh McRoberts,29.7,MIA,Big,375,0,66.7%,5,4.2%,1,0.5%,31,20.0%
Jodie Meeks,29.2,ORL,Wing,700,87,87.1%,81,12.0%,47,1.0%,14,9.4%
Salah Mejri,30.4,DAL,Big,884,14,61.0%,90,18.8%,56,1.7%,50,24.1%
Jordan Mickey,22.3,BOS,Big,112,0,63.6%,73,16.0%,51,1.6%,96,50.0%
Khris Middleton,25.2,MIL,Wing,885,93,88.0%,57,8.5%,88,1.8%,79,30.0%
CJ Miles,29.6,IND,Wing,1739,99,90.1%,37,6.5%,19,0.6%,74,27.9%
Patty Mills,28.2,SAS,Point,1738,60,82.5%,10,4.3%,15,1.1%,44,22.2%
Paul Millsap,31.7,ATL,Big,2334,67,76.7%,78,16.3%,75,2.1%,40,21.5%
Nikola Mirotic,25.7,CHI,Big,1642,75,78.4%,22,7.9%,50,1.6%,23,17.6%
Greg Monroe,26.4,MIL,Big,1798,59,73.8%,70,15.6%,67,1.9%,74,28.8%
E'Twaun Moore,27.7,NOP,Wing,1777,29,77.0%,25,4.9%,30,0.7%,78,29.0%
Marcus Morris,27.2,DET,Wing,2553,37,78.7%,44,7.2%,79,1.5%,44,19.7%
Markieff Morris,27.2,WAS,Big,2369,89,83.7%,38,10.1%,47,1.5%,22,17.3%
Anthony Morrow,31.1,OKC,Wing,611,94,88.5%,11,3.6%,89,1.8%,61,25.0%
Donatas Motiejunas,26.1,NOP,Big,432,4,50.0%,60,13.9%,68,1.9%,84,31.6%
Timofey Mozgov,30.3,LAL,Big,1101,83,80.8%,39,10.3%,69,2.0%,19,16.2%
Emmanuel Mudiay,20.7,DEN,Point,1368,33,78.2%,69,11.9%,29,1.3%,10,15.7%
Shabazz Muhammad,24.0,MIN,Forward,1439,45,76.2%,85,14.0%,66,1.2%,66,24.4%
Dejounte Murray,20.1,SAS,Combo,236,0,72.2%,63,9.4%,85,1.7%,26,12.5%
Jamal Murray,19.7,DEN,Combo,1658,91,88.5%,27,6.1%,52,1.2%,68,25.6%
Mike Muscala,25.3,ATL,Big,1181,70,77.2%,14,6.5%,51,1.6%,68,27.3%
Larry Nance Jr.,23.8,LAL,Big,1431,59,73.8%,23,8.3%,38,1.4%,26,18.8%
Shabazz Napier,25.3,POR,Point,415,24,76.5%,77,12.2%,46,1.6%,90,38.9%
Maurice Ndour,24.4,NYK,Big,273,0,70.8%,73,16.0%,17,1.0%,55,25.0%
Jameer Nelson,34.7,DEN,Combo,2026,19,71.4%,3,2.9%,31,1.0%,52,22.2%
Raul Neto,24.5,UTA,Point,301,0,100.0%,8,3.8%,2,0.8%,85,33.3%
Andrew Nicholson,26.9,WAS,Big,207,0,60.0%,16,6.9%,46,1.5%,99,80.0%
Joakim Noah,31.7,NYK,Big,1013,1,43.6%,64,14.5%,61,1.8%,24,18.2%
Nerlens Noel,22.6,PHI,Big,561,36,68.3%,55,12.8%,89,2.6%,16,16.0%
Nerlens Noel,22.6,DAL,Big,481,46,70.8%,66,14.9%,81,2.4%,92,36.4%
Lucas Nogueira,24.3,TOR,Big,1042,33,67.7%,88,18.5%,19,1.0%,74,29.0%
Dirk Nowitzki,38.4,DAL,Big,1421,99,87.5%,6,4.4%,92,2.8%,74,29.0%
Jusuf Nurkic,22.2,DEN,Big,792,3,48.6%,59,13.8%,87,2.6%,13,15.2%
Jusuf Nurkic,22.2,POR,Big,582,29,66.0%,84,17.7%,88,2.6%,67,27.1%
David Nwaba,23.8,LAL,Wing,391,3,64.1%,99,21.3%,14,0.6%,61,25.0%
Kyle O'Quinn,26.6,NYK,Big,1199,70,77.1%,30,9.0%,71,2.0%,92,36.8%
Jahlil Okafor,20.9,PHI,Big,1100,36,68.4%,63,14.5%,78,2.2%,51,24.3%
Victor Oladipo,24.5,OKC,Wing,2187,20,75.5%,43,7.2%,37,0.8%,61,24.6%
Kelly Olynyk,25.5,BOS,Big,1502,58,73.6%,31,9.3%,63,1.9%,49,24.0%
Kelly Oubre,20.9,WAS,Wing,1545,28,76.8%,70,10.3%,38,0.8%,42,19.1%
Zaza Pachulia,32.7,GSW,Big,1260,72,77.8%,83,17.3%,90,2.6%,11,14.5%
Georgios Papagiannis,19.3,SAC,Big,334,0,85.7%,3,4.1%,72,2.0%,96,50.0%
Jabari Parker,21.6,MIL,Forward,1712,32,74.1%,78,12.9%,61,1.1%,83,26.1%
Tony Parker,34.5,SAS,Point,1581,14,72.4%,48,8.9%,48,1.7%,71,25.9%
Chandler Parsons,28.0,MEM,Wing,673,49,81.4%,41,7.1%,43,0.9%,9,5.9%
Patrick Patterson,27.6,TOR,Big,1582,46,70.7%,11,5.8%,13,0.9%,22,17.4%
Chris Paul,31.5,LAC,Point,1915,90,89.8%,13,4.7%,100,4.1%,37,21.1%
Cameron Payne,22.2,CHI,Combo,126,0,25.0%,5,3.4%,18,0.7%,0,0.0%
Cameron Payne,22.2,OKC,Combo,292,0,100.0%,0,0.8%,8,0.6%,0,0.0%
Elfrid Payton,22.7,ORL,Point,2370,7,69.1%,56,9.8%,44,1.5%,83,31.2%
Paul Pierce,39.1,LAC,Forward,257,0,83.3%,19,6.2%,78,1.4%,0,0.0%
Marshall Plumlee,24.3,NYK,Big,151,0,31.3%,97,23.5%,69,2.0%,55,25.0%
Mason Plumlee,26.7,DEN,Big,616,20,62.7%,73,16.0%,84,2.4%,26,18.8%
Mason Plumlee,26.7,POR,Big,1511,10,56.7%,91,19.2%,75,2.1%,51,24.2%
Miles Plumlee,28.2,CHA,Big,161,0,75.0%,5,4.3%,57,1.8%,0,0.0%
Miles Plumlee,28.2,MIL,Big,281,16,61.3%,95,20.5%,66,1.9%,31,20.0%
Jakob Poeltl,21.0,TOR,Big,560,14,60.9%,87,18.3%,37,1.4%,24,18.2%
Otto Porter,23.4,WAS,Forward,2599,77,83.2%,24,6.4%,51,1.0%,100,41.5%
Bobby Portis,21.7,CHI,Big,913,25,64.8%,19,7.3%,7,0.7%,14,15.4%
Kristaps Porzingis,21.3,NYK,Big,2159,75,78.9%,45,10.7%,68,1.9%,46,22.6%
Dwight Powell,25.3,DAL,Big,1244,63,75.6%,76,16.1%,54,1.7%,38,21.3%
Norman Powell,23.4,TOR,Wing,1275,30,77.2%,89,14.0%,42,0.9%,34,17.8%
Alex Poythress,23.2,PHI,Big,150,0,88.9%,29,8.9%,0,0.3%,31,20.0%
Ronnie Price,33.4,PHX,Combo,119,0,75.0%,55,8.3%,3,0.3%,0,0.0%
Taurean Prince,22.6,ATL,Forward,869,48,76.3%,86,14.1%,15,0.7%,61,23.1%
Chasson Randle,23.7,NYK,Point,211,100,93.1%,100,19.5%,40,1.5%,73,26.7%
Julius Randle,21.9,LAL,Big,2112,52,71.9%,68,15.3%,25,1.1%,68,27.3%
Zach Randolph,35.3,MEM,Big,1765,56,73.1%,26,8.6%,91,2.7%,50,24.1%
JJ Redick,32.4,LAC,Wing,2188,95,89.0%,34,6.2%,82,1.6%,57,24.1%
Willie Reed,26.5,MIA,Big,1001,9,54.8%,53,12.5%,43,1.5%,15,15.8%
Josh Richardson,23.1,MIA,Wing,1584,34,77.9%,25,5.0%,78,1.5%,43,19.2%
Malachi Richardson,20.8,SAC,Wing,168,0,80.0%,92,14.8%,56,1.1%,86,33.3%
Austin Rivers,24.3,LAC,Combo,1922,11,68.0%,79,10.9%,55,1.3%,69,25.9%
Andre Roberson,24.9,OKC,Wing,2366,0,42.2%,56,8.3%,32,0.7%,29,17.1%
Brian Roberts,30.9,CHA,Point,344,0,79.2%,38,8.0%,42,1.5%,4,11.1%
Thomas Robinson,25.6,LAL,Big,513,1,43.9%,61,13.9%,25,1.1%,55,25.0%
Glenn Robinson III,22.8,IND,Wing,1334,14,73.3%,53,8.1%,62,1.2%,83,32.0%
Sergio Rodriguez,30.4,PHI,Point,1449,2,65.4%,2,1.2%,13,1.0%,96,66.7%
Rajon Rondo,30.7,CHI,Point,1833,0,60.0%,6,3.2%,12,0.9%,77,27.8%
Derrick Rose,28.1,NYK,Combo,2077,89,87.4%,85,12.0%,34,1.0%,42,20.3%
Terrence Ross,25.7,ORL,Wing,747,71,85.2%,11,3.6%,15,0.6%,45,20.0%
Terrence Ross,25.7,TOR,Wing,1173,51,82.0%,19,4.2%,25,0.7%,79,30.0%
Terry Rozier,22.6,BOS,Combo,1202,53,79.7%,26,6.0%,69,1.5%,92,37.5%
Ricky Rubio,26.0,MIN,Point,2464,83,89.1%,79,12.4%,69,2.0%,8,14.6%
Damjan Rudez,30.4,ORL,Big,169,0,0.0%,0,0.0%,2,0.5%,99,0.0%
Brandon Rush,31.3,MIN,Wing,1011,0,72.2%,18,4.1%,3,0.2%,0,0.0%
D'Angelo Russell,20.7,LAL,Point,1788,36,78.2%,42,8.2%,35,1.4%,38,21.3%
Domantas Sabonis,20.5,OKC,Big,1544,34,67.8%,15,6.9%,9,0.8%,72,28.1%
Dario Saric,22.6,PHI,Big,2073,74,78.2%,36,9.9%,60,1.8%,54,24.5%
Tomas Satoransky,25.0,WAS,Combo,653,13,68.8%,89,12.9%,56,1.3%,73,27.8%
Dennis Schroder,23.1,ATL,Point,2473,71,85.8%,35,7.8%,52,1.7%,54,25.0%
Luis Scola,36.5,BKN,Big,420,0,60.0%,34,9.6%,13,0.9%,93,38.5%
Mike Scott,28.3,ATL,Big,138,0,83.3%,0,0.0%,71,2.0%,99,0.0%
Thabo Sefolosha,32.5,ATL,Forward,1568,25,73.3%,32,7.5%,22,0.8%,17,6.5%
Wayne Selden,22.1,MEM,Wing,181,0,66.7%,95,15.7%,39,0.8%,61,25.0%
Kevin Seraphin,26.9,IND,Big,482,0,63.6%,12,5.8%,8,0.8%,31,20.0%
Ramon Sessions,30.6,CHA,Combo,782,32,76.7%,98,19.7%,45,1.2%,31,15.5%
Iman Shumpert,26.4,CLE,Combo,1881,47,78.2%,29,6.3%,37,1.1%,13,3.1%
Pascal Siakam,22.6,TOR,Big,783,41,70.0%,19,7.5%,1,0.5%,10,13.3%
Jonathon Simmons,27.1,SAS,Wing,1275,15,73.5%,80,11.9%,68,1.3%,11,8.3%
Kyle Singler,28.5,OKC,Wing,343,0,73.3%,62,9.1%,4,0.3%,24,14.3%
Marcus Smart,22.7,BOS,Wing,2373,48,81.2%,73,10.7%,96,2.1%,52,22.6%
Ish Smith,28.3,DET,Point,1900,12,70.3%,21,5.5%,27,1.3%,6,14.3%
JR Smith,31.1,CLE,Wing,1174,0,66.7%,4,1.1%,17,0.6%,61,25.0%
Jason Smith,30.7,WAS,Big,1033,41,70.0%,17,7.1%,22,1.0%,55,25.0%
Tony Snell,25.0,MIL,Wing,2329,47,81.0%,16,3.9%,9,0.5%,37,18.2%
Marreese Speights,29.2,LAC,Big,1162,95,86.6%,41,10.4%,55,1.7%,17,16.1%
Nik Stauskas,23.1,PHI,Wing,2088,45,80.8%,65,9.4%,69,1.3%,15,9.8%
Lance Stephenson,26.2,NOP,Combo,149,0,62.5%,58,8.9%,63,1.4%,97,40.0%
Lance Stephenson,26.2,IND,Wing,129,0,66.7%,22,4.4%,51,1.0%,97,50.0%
Rodney Stuckey,30.5,IND,Wing,677,16,74.5%,97,17.9%,63,1.2%,23,14.0%
Jared Sullinger,24.7,TOR,Big,110,0,50.0%,24,8.3%,52,1.6%,96,50.0%
Jeff Teague,28.4,IND,Point,2651,76,86.7%,88,15.5%,87,2.5%,12,16.1%
Mirza Teletovic,31.1,MIL,Forward,1073,55,76.7%,12,5.2%,20,0.8%,34,18.2%
Garrett Temple,30.5,SAC,Combo,1701,49,78.4%,24,5.9%,42,1.1%,84,30.8%
Jason Terry,39.1,MIL,Combo,1326,68,82.8%,18,5.3%,5,0.5%,29,15.4%
Isaiah Thomas,27.7,BOS,Point,2562,95,90.9%,85,14.6%,98,3.5%,17,17.1%
Lance Thomas,28.5,NYK,Forward,963,86,84.3%,44,8.8%,12,0.6%,24,13.0%
Hollis Thompson,25.6,PHI,Wing,528,0,61.1%,28,5.2%,8,0.5%,18,12.5%
Hollis Thompson,25.6,NOP,Wing,189,0,66.7%,62,9.1%,29,0.7%,0,0.0%
Klay Thompson,26.7,GSW,Wing,2604,74,85.3%,33,6.2%,54,1.1%,35,18.0%
Tristan Thompson,25.6,CLE,Big,2329,4,49.5%,83,17.3%,65,1.9%,21,17.0%
Marcus Thornton,29.4,WAS,Wing,567,71,85.2%,23,4.7%,87,1.8%,94,40.0%
Anthony Tolliver,31.4,SAC,Big,1456,66,76.6%,25,8.5%,10,0.8%,5,9.4%
Karl-Anthony Towns,21.0,MIN,Big,3010,88,83.1%,53,12.6%,84,2.4%,71,27.5%
PJ Tucker,31.5,TOR,Forward,600,0,68.8%,5,3.1%,34,0.8%,0,0.0%
PJ Tucker,31.5,PHX,Forward,1617,64,79.2%,42,8.3%,58,1.0%,58,22.6%
Evan Turner,28.0,POR,Wing,1638,57,83.3%,49,7.8%,75,1.4%,89,35.6%
Myles Turner,20.6,IND,Big,2536,82,80.7%,67,15.1%,57,1.8%,65,26.4%
Beno Udrih,34.3,DET,Point,478,98,92.6%,27,6.7%,37,1.4%,85,33.3%
Tyler Ulis,20.8,PHX,Point,1066,21,76.2%,25,6.5%,6,0.9%,19,17.9%
Jarrod Uthoff,23.5,DAL,Forward,106,0,75.0%,2,2.8%,39,0.9%,0,0.0%
Jonas Valanciunas,24.5,TOR,Big,2060,84,81.0%,54,12.7%,86,2.6%,35,20.2%
Denzel Valentine,23.0,CHI,Wing,881,0,75.0%,1,0.8%,12,0.6%,0,0.0%
Fred VanVleet,22.7,TOR,Combo,221,0,85.0%,65,9.5%,47,1.2%,26,12.5%
Rashad Vaughn,20.2,MIL,Wing,393,0,50.0%,2,0.8%,4,0.3%,0,0.0%
Noah Vonleh,21.2,POR,Big,1167,21,62.8%,66,15.1%,22,1.0%,19,16.3%
Nikola Vucevic,26.0,ORL,Big,2138,30,66.7%,10,5.6%,59,1.8%,41,21.7%
Sasha Vujacic,32.7,NYK,Combo,359,0,63.6%,13,5.0%,11,0.6%,100,50.0%
Dwyane Wade,34.8,CHI,Wing,1775,41,79.1%,85,12.8%,73,1.3%,51,22.4%
Dion Waiters,24.9,MIA,Combo,1376,2,64.6%,53,8.3%,65,1.5%,79,29.3%
Kemba Walker,26.5,CHA,Point,2735,62,84.5%,52,9.2%,79,2.2%,63,25.2%
John Wall,26.2,WAS,Point,2830,48,80.0%,83,13.5%,88,2.6%,69,25.8%
TJ Warren,23.2,PHX,Forward,2026,57,77.3%,39,7.9%,42,0.9%,49,20.9%
CJ Watson,32.5,ORL,Combo,865,87,86.9%,74,10.3%,74,1.6%,82,30.4%
Briante Weber,23.8,CHA,Point,132,0,63.6%,67,11.8%,77,2.2%,54,25.0%
David West,36.2,GSW,Big,803,60,74.0%,22,8.2%,86,2.5%,6,9.5%
Russell Westbrook,28.0,OKC,Point,2788,64,84.7%,96,15.7%,92,2.7%,21,18.6%
Okaro White,24.2,MIA,Forward,434,0,90.0%,68,11.4%,93,2.2%,46,20.0%
Isaiah Whitehead,21.7,BKN,Combo,1580,62,81.3%,61,9.2%,40,1.1%,44,20.8%
Hassan Whiteside,27.4,MIA,Big,2506,22,62.8%,69,15.5%,79,2.2%,81,30.2%
Andrew Wiggins,21.7,MIN,Wing,3039,24,75.9%,91,14.6%,86,1.8%,46,20.9%
Alan Williams,23.8,PHX,Big,658,22,63.0%,82,17.0%,93,2.9%,78,29.8%
Deron Williams,32.4,CLE,Point,467,0,81.0%,44,8.3%,23,1.2%,92,41.7%
Deron Williams,32.4,DAL,Point,1168,57,82.1%,31,7.3%,50,1.7%,67,25.7%
Derrick Williams,25.4,CLE,Big,356,49,71.4%,75,16.0%,30,1.2%,8,11.8%
Derrick Williams,25.4,MIA,Big,362,20,62.0%,77,16.1%,44,1.5%,4,8.0%
Lou Williams,30.0,LAL,Combo,1382,91,88.5%,95,17.6%,77,1.6%,39,19.0%
Lou Williams,30.0,HOU,Wing,579,85,86.7%,94,15.6%,44,0.9%,32,17.4%
Marvin Williams,30.4,CHA,Big,2287,98,87.3%,21,7.7%,32,1.3%,80,29.8%
Troy Williams,21.8,HOU,Forward,130,0,85.7%,27,7.0%,46,0.9%,0,0.0%
Troy Williams,21.8,MEM,Wing,408,0,60.0%,67,9.6%,25,0.7%,61,25.0%
Justise Winslow,20.6,MIA,Forward,623,5,61.7%,49,9.1%,54,1.0%,59,22.7%
Jeff Withey,26.7,UTA,Big,367,78,80.0%,69,15.5%,65,1.9%,31,20.0%
Metta World Peace,37.0,LAL,Forward,134,0,61.5%,37,7.8%,71,1.3%,0,0.0%
Brandan Wright,29.1,MEM,Big,425,28,65.7%,52,12.3%,74,2.1%,76,29.4%
Delon Wright,24.5,TOR,Combo,417,34,76.9%,97,17.7%,97,1.9%,15,4.5%
James Young,21.2,BOS,Wing,179,0,75.0%,32,5.9%,7,0.5%,99,66.7%
Nick Young,31.4,LAL,Wing,1551,77,85.6%,30,5.8%,27,0.7%,77,28.9%
Thaddeus Young,28.4,IND,Big,2223,6,52.3%,8,5.5%,20,1.0%,82,30.8%
Cody Zeller,24.1,CHA,Big,1715,35,68.0%,81,16.7%,58,1.8%,55,25.0%
Tyler Zeller,26.8,BOS,Big,498,11,57.1%,33,9.6%,72,2.0%,66,26.7%
Paul Zipser,22.7,CHI,Forward,780,80,83.3%,29,7.4%,24,0.8%,73,25.0%
Ivica Zubac,19.6,LAL,Big,560,23,63.6%,25,8.4%,76,2.1%,55,25.0%
