Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,TEAM FG%: Rim Rank,TEAM FG%: Rim,TEAM FG%: Short Mid Rank,TEAM FG%: Short Mid,TEAM FG%: Long Mid Rank,TEAM FG%: Long Mid,TEAM FG%: All Mid Rank,TEAM FG%: All Mid,TEAM FG%: Corner Three Rank,TEAM FG%: Corner Three,TEAM FG%: Non Corner Rank,TEAM FG%: Non Corner,TEAM FG%: All Three Rank,TEAM FG%: All Three
Carlos Arroyo,25.3,UTA,Point,738,2,+5.3%,63,-0.8%,10,+5.8%,0,+8.2%,1,+7.4%,41,+1.8%,5,+8.1%,6,+6.3%
Carlos Arroyo,25.3,DET,Point,653,22,+1.8%,4,+6.8%,30,+2.1%,51,-0.2%,41,+0.5%,89,-9.3%,39,+0.9%,76,-2.7%
Chucky Atkins,30.2,LAL,Point,2904,34,+0.9%,35,+1.7%,9,+6.0%,34,+1.2%,13,+2.9%,58,-1.8%,85,-4.6%,86,-3.8%
Stacey Augmon,36.3,ORL,Wing,604,25,+1.5%,22,+3.0%,64,-1.4%,80,-2.9%,81,-2.4%,59,-1.9%,7,+6.9%,14,+4.2%
Vin Baker,32.9,NYK,Big,156,0,+9.2%,7,+5.8%,15,+4.8%,6,+4.9%,4,+4.9%,0,+43.7%,5,+8.0%,0,+12.9%
Marcus Banks,23.0,BOS,Point,1062,94,-3.3%,71,-1.5%,18,+4.1%,97,-7.0%,89,-3.1%,44,+1.3%,94,-7.4%,91,-4.8%
Leandro Barbosa,21.9,PHX,Combo,981,53,-0.2%,63,-0.8%,84,-3.9%,57,-0.6%,75,-1.7%,14,+8.8%,47,+0.3%,28,+2.3%
Matt Barnes,24.6,SAC,Wing,638,40,+0.6%,88,-4.2%,40,+1.1%,9,+4.1%,14,+2.8%,31,+3.6%,52,-0.1%,38,+1.1%
Andre Barrett,22.7,HOU,Point,287,48,+0.1%,7,+6.1%,49,+0.1%,57,-0.6%,53,-0.3%,91,-10.7%,34,+1.7%,65,-1.6%
Andre Barrett,22.7,ORL,Point,153,100,-7.2%,94,-6.2%,25,+2.7%,84,-3.6%,61,-0.8%,99,-24.1%,98,-12.1%,100,-15.5%
Brent Barry,32.8,SAS,Wing,1652,44,+0.3%,67,-1.2%,25,+2.7%,55,-0.5%,36,+0.9%,39,+2.1%,40,+0.8%,37,+1.2%
Jon Barry,35.3,ATL,Combo,274,54,-0.3%,34,+1.7%,39,+1.2%,62,-1.2%,52,-0.3%,94,-12.8%,12,+5.3%,50,-0.3%
Jon Barry,35.3,HOU,Wing,1190,92,-3.1%,72,-1.6%,76,-2.8%,79,-2.8%,86,-2.8%,56,-1.4%,85,-4.7%,82,-3.2%
Tony Battie,28.7,ORL,Big,1900,72,-1.2%,87,-4.1%,35,+1.4%,17,+2.8%,18,+2.2%,84,-7.7%,44,+0.6%,67,-1.8%
Shane Battier,26.1,MEM,Forward,2493,76,-1.5%,41,+1.2%,21,+3.4%,83,-3.4%,63,-1.0%,63,-2.8%,88,-5.2%,89,-4.4%
Raja Bell,28.1,UTA,Wing,1783,30,+1.1%,62,-0.7%,86,-4.3%,39,+0.8%,63,-1.0%,53,-0.7%,12,+5.0%,18,+3.5%
Travis Best,32.3,NJN,Combo,1389,24,+1.6%,50,+0.4%,17,+4.2%,67,-1.7%,43,+0.3%,42,+1.7%,22,+3.6%,21,+3.0%
Mike Bibby,26.5,SAC,Point,3083,64,-0.7%,38,+1.4%,26,+2.5%,88,-4.4%,71,-1.5%,93,-12.1%,23,+3.2%,63,-1.4%
Andris Biedrins,18.6,GSW,Big,357,97,-4.2%,99,-9.3%,76,-2.7%,98,-8.5%,97,-5.9%,30,+3.8%,22,+3.6%,18,+3.5%
Chauncey Billups,28.1,DET,Combo,2860,96,-3.7%,92,-5.5%,80,-3.2%,79,-2.8%,87,-2.9%,71,-4.2%,64,-1.8%,74,-2.5%
Steve Blake,24.7,WAS,Point,607,33,+0.9%,40,+1.3%,11,+5.4%,57,-0.6%,23,+1.8%,63,-2.7%,72,-2.5%,78,-2.8%
Mark Blount,28.9,BOS,Big,2129,38,+0.7%,83,-3.3%,49,+0.2%,48,+0.2%,45,+0.3%,42,+1.7%,4,+9.0%,4,+6.5%
Keith Bogans,24.5,CHA,Wing,1762,15,+2.4%,21,+3.4%,35,+1.4%,7,+4.9%,9,+3.5%,69,-3.6%,58,-1.0%,68,-1.9%
Matt Bonner,24.6,TOR,Big,1506,57,-0.4%,80,-2.8%,58,-0.7%,15,+3.2%,28,+1.6%,67,-3.4%,68,-2.1%,73,-2.5%
Calvin Booth,28.5,DAL,Big,224,71,-1.2%,76,-2.4%,48,+0.3%,4,+5.8%,8,+3.8%,37,+2.4%,97,-12.1%,97,-8.9%
Calvin Booth,28.5,MIL,Big,153,67,-0.8%,4,+6.8%,83,-3.5%,93,-5.6%,95,-4.8%,56,-1.3%,54,-0.4%,52,-0.5%
Carlos Boozer,22.9,UTA,Big,1776,48,+0.1%,41,+1.2%,77,-2.9%,85,-3.9%,90,-3.4%,63,-2.7%,19,+4.1%,28,+2.3%
Curtis Borchardt,24.1,UTA,Big,819,24,+1.6%,4,+7.0%,50,0.0%,75,-2.4%,73,-1.6%,22,+5.7%,57,-0.8%,39,+1.0%
Chris Bosh,20.6,TOR,Big,2994,42,+0.5%,50,+0.4%,59,-0.7%,66,-1.7%,69,-1.3%,21,+5.9%,14,+4.8%,9,+5.2%
Bruce Bowen,33.4,SAS,Wing,2602,56,-0.4%,47,+0.5%,85,-3.9%,22,+2.3%,55,-0.5%,80,-6.5%,39,+0.9%,61,-1.2%
Ryan Bowen,29.0,HOU,Forward,531,89,-2.7%,83,-3.2%,91,-5.1%,63,-1.3%,83,-2.5%,24,+5.4%,83,-4.3%,71,-2.2%
Earl Boykins,28.4,DEN,Point,2087,31,+1.1%,45,+0.8%,9,+6.3%,43,+0.4%,16,+2.5%,55,-1.0%,87,-5.0%,86,-3.8%
Shawn Bradley,32.6,DAL,Big,848,49,-0.0%,82,-3.2%,56,-0.6%,50,-0.1%,49,-0.1%,87,-8.9%,3,+9.5%,17,+3.8%
Elton Brand,25.6,LAC,Big,2999,45,+0.3%,26,+2.7%,53,-0.3%,54,-0.4%,54,-0.5%,17,+7.5%,73,-2.6%,48,-0.1%
Jamison Brewer,24.0,NYK,Combo,156,1,+6.5%,9,+5.5%,3,+10.8%,32,+1.3%,5,+4.5%,20,+6.7%,1,+13.0%,1,+11.3%
Primoz Brezec,25.1,CHA,Big,2264,20,+2.1%,59,-0.3%,20,+3.7%,30,+1.5%,18,+2.2%,20,+6.1%,22,+3.4%,13,+4.2%
Damone Brown,25.3,WAS,Forward,135,66,-0.8%,97,-7.9%,0,+21.0%,96,-6.9%,16,+2.6%,89,-9.3%,70,-2.4%,87,-4.1%
Devin Brown,25.8,SAS,Wing,1122,16,+2.4%,29,+2.3%,16,+4.3%,54,-0.4%,25,+1.7%,43,+1.5%,48,+0.3%,42,+0.7%
Kwame Brown,22.6,WAS,Big,896,33,+1.0%,45,+0.7%,89,-4.9%,39,+0.7%,70,-1.4%,37,+2.4%,17,+4.2%,16,+3.9%
P.J. Brown,35.0,NOH,Big,2820,32,+1.0%,54,+0.2%,37,+1.3%,9,+4.1%,11,+3.0%,72,-4.4%,46,+0.3%,59,-1.1%
Tierre Brown,25.4,LAL,Combo,1015,55,-0.3%,67,-1.2%,69,-1.8%,48,+0.1%,56,-0.6%,63,-2.8%,27,+2.6%,38,+1.1%
Rick Brunson,32.4,LAC,Point,1906,53,-0.2%,70,-1.4%,29,+2.1%,37,+0.9%,31,+1.3%,77,-5.6%,75,-3.0%,83,-3.3%
Kobe Bryant,26.2,LAL,Wing,2679,67,-0.9%,59,-0.4%,79,-3.1%,42,+0.5%,59,-0.7%,17,+7.6%,82,-4.2%,55,-0.8%
Greg Buckner,28.1,DEN,Wing,1490,25,+1.6%,15,+4.3%,52,-0.1%,10,+3.9%,17,+2.4%,62,-2.6%,74,-2.7%,76,-2.7%
Rodney Buford,27.0,NJN,Wing,1251,13,+2.6%,23,+2.9%,21,+3.5%,46,+0.2%,32,+1.2%,29,+4.0%,38,+1.1%,30,+2.0%
Antonio Burks,24.7,MEM,Point,191,37,+0.7%,60,-0.5%,8,+6.4%,94,-6.0%,77,-1.9%,67,-3.6%,2,+9.8%,8,+5.6%
Caron Butler,24.6,LAL,Wing,2730,17,+2.3%,42,+1.2%,18,+4.0%,18,+2.7%,11,+3.2%,38,+2.3%,52,-0.2%,42,+0.6%
Rasual Butler,25.4,MIA,Wing,1153,87,-2.6%,94,-6.2%,43,+0.8%,47,+0.2%,41,+0.5%,53,-0.7%,82,-4.2%,82,-3.2%
Zarko Cabarkapa,23.4,GSW,Big,448,81,-2.0%,25,+2.7%,5,+7.8%,95,-6.6%,54,-0.5%,94,-12.7%,74,-2.9%,93,-6.0%
Marcus Camby,30.6,DEN,Big,2015,80,-1.9%,87,-4.2%,85,-4.0%,57,-0.6%,76,-1.8%,32,+3.4%,26,+2.7%,21,+2.9%
Elden Campbell,36.3,DET,Big,329,21,+2.0%,13,+4.5%,56,-0.5%,6,+5.0%,10,+3.4%,98,-19.7%,13,+5.0%,66,-1.8%
Brian Cardinal,27.5,MEM,Big,1397,61,-0.6%,46,+0.6%,70,-2.0%,23,+2.3%,38,+0.8%,86,-8.2%,77,-3.2%,90,-4.7%
Matt Carroll,24.2,CHA,Wing,406,90,-3.0%,40,+1.2%,87,-4.4%,92,-5.3%,95,-4.7%,83,-7.6%,87,-5.2%,93,-5.9%
Anthony Carter,29.4,MIN,Point,673,63,-0.6%,48,+0.5%,56,-0.5%,60,-0.9%,60,-0.8%,83,-7.5%,29,+2.4%,51,-0.4%
Vince Carter,27.8,TOR,Wing,605,9,+3.2%,28,+2.4%,87,-4.4%,14,+3.4%,45,+0.2%,10,+9.6%,2,+10.4%,2,+10.1%
Vince Carter,27.8,NJN,Wing,2229,50,-0.0%,30,+2.1%,86,-4.2%,7,+4.6%,28,+1.6%,79,-6.2%,43,+0.6%,65,-1.5%
Sam Cassell,35.0,MIN,Point,1520,71,-1.1%,82,-3.2%,73,-2.3%,23,+2.3%,41,+0.5%,48,+0.5%,65,-1.9%,60,-1.2%
Kelvin Cato,30.2,ORL,Big,1514,82,-2.0%,84,-3.6%,45,+0.6%,87,-4.3%,82,-2.5%,46,+0.8%,48,+0.2%,42,+0.6%
Lionel Chalmers,24.0,LAC,Combo,383,76,-1.6%,81,-3.1%,33,+1.6%,63,-1.3%,50,-0.2%,14,+8.6%,84,-4.5%,63,-1.4%
Tyson Chandler,22.1,CHI,Big,2164,83,-2.2%,98,-8.7%,69,-1.8%,23,+2.2%,37,+0.9%,74,-4.8%,67,-1.9%,79,-2.9%
Calbert Cheaney,33.3,GSW,Wing,926,80,-1.9%,85,-3.8%,48,+0.3%,70,-2.0%,62,-0.9%,37,+2.4%,26,+2.8%,25,+2.6%
Josh Childress,21.4,ATL,Wing,2328,35,+0.9%,58,-0.3%,29,+2.1%,21,+2.4%,18,+2.3%,51,-0.4%,57,-0.9%,56,-0.9%
Doug Christie,34.5,SAC,Wing,987,89,-2.8%,64,-0.9%,68,-1.8%,29,+1.6%,46,+0.2%,92,-10.9%,98,-12.4%,99,-11.5%
Doug Christie,34.5,ORL,Wing,527,68,-0.9%,53,+0.2%,12,+5.2%,97,-7.3%,85,-2.7%,51,-0.4%,82,-4.1%,76,-2.7%
Speedy Claxton,26.5,GSW,Point,1500,14,+2.4%,11,+4.7%,32,+1.8%,31,+1.4%,29,+1.6%,43,+1.6%,46,+0.3%,42,+0.7%
Speedy Claxton,26.5,NOH,Point,365,52,-0.1%,67,-1.1%,98,-9.2%,95,-6.5%,99,-7.5%,73,-4.5%,0,+18.6%,1,+12.3%
Jason Collier,27.1,ATL,Big,927,8,+3.4%,22,+3.1%,19,+3.8%,12,+3.7%,8,+3.7%,30,+3.8%,19,+4.1%,15,+4.0%
Jarron Collins,25.9,UTA,Big,948,33,+0.9%,19,+3.6%,47,+0.3%,59,-0.8%,52,-0.3%,91,-10.6%,3,+9.3%,12,+4.4%
Jason Collins,25.9,NJN,Big,2541,89,-2.8%,86,-4.0%,54,-0.3%,41,+0.6%,43,+0.4%,84,-7.8%,37,+1.4%,65,-1.5%
Nick Collison,24.0,SEA,Big,1362,95,-3.4%,66,-1.0%,74,-2.4%,89,-4.5%,91,-3.6%,70,-3.9%,84,-4.6%,88,-4.4%
Brian Cook,23.9,LAL,Big,1021,79,-1.7%,50,+0.4%,46,+0.5%,94,-6.1%,91,-3.7%,18,+7.5%,63,-1.6%,40,+0.9%
Jamal Crawford,24.6,NYK,Wing,2667,8,+3.3%,9,+5.4%,19,+3.8%,27,+1.8%,16,+2.6%,89,-9.6%,9,+6.1%,34,+1.6%
Austin Croshere,29.5,IND,Forward,1783,5,+4.1%,29,+2.3%,17,+4.2%,20,+2.5%,11,+3.0%,5,+14.2%,20,+3.9%,4,+6.7%
Eddy Curry,21.9,CHI,Big,1789,41,+0.5%,79,-2.8%,72,-2.2%,27,+1.8%,42,+0.5%,20,+6.1%,10,+6.0%,7,+6.0%
Michael Curry,36.2,IND,Wing,242,7,+3.6%,12,+4.6%,47,+0.4%,22,+2.4%,30,+1.4%,36,+2.6%,13,+4.9%,15,+4.0%
Samuel Dalembert,24.5,PHI,Big,1771,71,-1.2%,95,-6.5%,87,-4.5%,47,+0.2%,72,-1.5%,62,-2.5%,10,+6.0%,19,+3.4%
Erick Dampier,29.3,DAL,Big,1598,77,-1.6%,44,+0.8%,94,-6.3%,28,+1.7%,74,-1.7%,52,-0.4%,53,-0.4%,48,-0.2%
Antonio Daniels,29.6,SEA,Combo,1998,61,-0.6%,48,+0.5%,27,+2.4%,76,-2.5%,55,-0.5%,75,-5.1%,80,-3.7%,87,-4.0%
Marquis Daniels,23.8,DAL,Combo,1355,20,+2.0%,7,+5.7%,22,+3.4%,19,+2.6%,13,+2.9%,77,-5.6%,83,-4.3%,89,-4.4%
Antonio Davis,36.0,CHI,Big,1825,36,+0.8%,24,+2.8%,31,+1.8%,59,-0.8%,46,+0.1%,39,+2.2%,40,+0.8%,36,+1.2%
Baron Davis,25.6,NOH,Combo,590,65,-0.7%,49,+0.5%,15,+4.6%,79,-2.8%,61,-0.8%,30,+3.9%,75,-3.0%,58,-1.0%
Baron Davis,25.6,GSW,Point,985,52,-0.2%,45,+0.8%,95,-6.9%,53,-0.4%,89,-3.3%,15,+8.6%,58,-0.9%,33,+1.7%
Dale Davis,35.6,GSW,Big,572,86,-2.5%,84,-3.6%,13,+5.0%,96,-6.7%,75,-1.8%,48,+0.5%,60,-1.3%,56,-0.9%
Dale Davis,35.6,IND,Big,726,94,-3.3%,97,-7.7%,76,-2.7%,21,+2.4%,36,+0.9%,97,-16.0%,49,+0.1%,80,-3.0%
Josh Davis,24.2,PHI,Big,293,98,-4.2%,25,+2.7%,62,-1.2%,99,-8.8%,97,-6.0%,95,-12.9%,90,-5.6%,95,-7.7%
Ricky Davis,25.1,BOS,Wing,2670,77,-1.7%,76,-2.4%,45,+0.6%,78,-2.7%,72,-1.6%,52,-0.5%,88,-5.4%,85,-3.8%
Carlos Delfino,22.2,DET,Wing,438,1,+5.9%,31,+2.0%,33,+1.7%,3,+6.4%,5,+4.7%,24,+5.5%,2,+9.8%,3,+8.0%
Tony Delk,30.8,ATL,Combo,1343,85,-2.4%,64,-0.9%,93,-6.3%,65,-1.4%,90,-3.3%,15,+8.5%,91,-5.7%,64,-1.5%
Luol Deng,19.5,CHI,Forward,1641,47,+0.2%,48,+0.5%,51,-0.1%,65,-1.4%,63,-1.0%,16,+8.0%,65,-1.8%,37,+1.1%
Boris Diaw,22.5,ATL,Wing,1168,93,-3.3%,76,-2.3%,73,-2.2%,89,-4.5%,91,-3.6%,87,-8.4%,52,-0.3%,77,-2.8%
Dan Dickau,26.1,NOH,Point,2023,26,+1.4%,24,+2.8%,14,+5.0%,29,+1.6%,14,+2.8%,75,-4.9%,74,-2.9%,84,-3.5%
DeSagana Diop,22.8,CLE,Big,237,99,-7.1%,96,-6.6%,61,-1.0%,98,-8.3%,97,-5.6%,99,-28.7%,66,-1.9%,96,-8.6%
Vlade Divac,36.7,LAL,Big,127,13,+2.6%,15,+4.3%,2,+12.3%,4,+5.6%,1,+8.0%,98,-23.9%,23,+3.1%,93,-6.0%
Juan Dixon,26.1,WAS,Combo,1018,34,+0.9%,46,+0.7%,33,+1.7%,27,+1.8%,26,+1.7%,44,+1.3%,86,-5.0%,82,-3.2%
Michael Doleac,27.4,MIA,Big,1138,34,+0.9%,41,+1.2%,47,+0.4%,13,+3.4%,19,+2.1%,78,-5.9%,72,-2.6%,83,-3.3%
Keyon Dooling,24.5,MIA,Point,1131,73,-1.4%,87,-4.2%,52,-0.1%,55,-0.5%,53,-0.4%,33,+3.3%,76,-3.1%,61,-1.2%
Predrag Drobnjak,29.0,ATL,Big,1416,74,-1.4%,59,-0.3%,24,+3.0%,91,-4.9%,75,-1.7%,45,+1.1%,62,-1.6%,57,-0.9%
Chris Duhon,22.2,CHI,Point,2134,17,+2.3%,19,+3.7%,45,+0.6%,42,+0.5%,40,+0.6%,18,+7.3%,20,+4.0%,9,+5.0%
Tim Duncan,28.5,SAS,Big,2192,93,-3.2%,94,-6.2%,93,-6.2%,50,+0.0%,87,-2.8%,27,+4.6%,62,-1.6%,46,+0.1%
Mike Dunleavy,24.1,GSW,Forward,2553,41,+0.5%,56,-0.0%,57,-0.6%,20,+2.5%,33,+1.0%,33,+3.1%,63,-1.7%,51,-0.4%
Ronald Dupree,23.8,DET,Wing,402,26,+1.5%,14,+4.4%,57,-0.6%,40,+0.7%,44,+0.3%,82,-7.2%,46,+0.5%,67,-1.8%
Howard Eisley,31.9,UTA,Combo,1356,39,+0.7%,40,+1.3%,28,+2.2%,88,-4.4%,81,-2.4%,31,+3.6%,29,+2.4%,24,+2.7%
Obinna Ekezie,29.2,ATL,Big,719,79,-1.8%,89,-4.5%,74,-2.5%,7,+4.6%,26,+1.7%,61,-2.4%,70,-2.5%,65,-1.6%
Francisco Elson,28.7,DEN,Big,882,10,+3.1%,26,+2.6%,3,+10.6%,28,+1.8%,4,+4.9%,64,-3.0%,54,-0.5%,61,-1.2%
Melvin Ely,26.5,CHA,Big,1621,73,-1.4%,53,+0.2%,68,-1.8%,86,-4.0%,88,-3.1%,87,-8.4%,15,+4.6%,44,+0.4%
Maurice Evans,26.0,SAC,Wing,1150,28,+1.3%,20,+3.6%,26,+2.5%,51,-0.1%,34,+1.0%,50,-0.0%,52,-0.3%,49,-0.2%
Reggie Evans,24.5,SEA,Big,1874,36,+0.8%,28,+2.4%,82,-3.5%,20,+2.5%,47,+0.1%,91,-10.4%,11,+5.6%,36,+1.2%
Michael Finley,31.7,DAL,Wing,2358,73,-1.3%,90,-4.6%,84,-3.8%,69,-1.9%,87,-2.8%,7,+11.5%,55,-0.5%,21,+3.0%
Derek Fisher,30.2,GSW,Combo,2196,82,-2.0%,81,-2.9%,25,+2.7%,88,-4.4%,71,-1.4%,65,-3.0%,76,-3.1%,80,-3.0%
Marcus Fizer,26.2,MIL,Big,833,16,+2.3%,5,+6.3%,75,-2.6%,56,-0.6%,68,-1.3%,44,+1.3%,57,-0.8%,49,-0.2%
Danny Fortson,28.6,SEA,Big,1039,70,-1.0%,57,-0.2%,66,-1.5%,53,-0.4%,61,-0.8%,17,+7.8%,87,-5.2%,64,-1.5%
Jeff Foster,27.8,IND,Big,1593,92,-3.1%,24,+2.8%,92,-5.8%,68,-1.9%,90,-3.4%,95,-13.0%,94,-7.4%,97,-8.9%
Adonal Foyle,29.7,GSW,Big,1687,75,-1.4%,72,-1.6%,88,-4.5%,33,+1.2%,68,-1.3%,59,-1.9%,45,+0.5%,49,-0.2%
Richie Frahm,27.2,POR,Wing,466,55,-0.3%,92,-5.3%,65,-1.5%,0,+9.0%,3,+5.2%,76,-5.2%,68,-2.2%,82,-3.2%
Steve Francis,27.7,ORL,Combo,2963,39,+0.6%,52,+0.3%,12,+5.1%,30,+1.6%,13,+2.9%,44,+1.3%,83,-4.3%,77,-2.8%
Matt Freije,23.1,NOH,Forward,426,29,+1.2%,3,+8.3%,91,-5.3%,54,-0.4%,78,-1.9%,80,-6.5%,60,-1.3%,76,-2.7%
Dan Gadzuric,26.7,MIL,Big,1770,41,+0.5%,81,-2.9%,83,-3.7%,25,+2.0%,48,-0.1%,23,+5.5%,6,+7.4%,4,+6.8%
Alex Garcia,24.7,NOH,Combo,145,12,+2.8%,51,+0.4%,2,+12.5%,48,+0.1%,3,+5.8%,96,-15.4%,31,+2.0%,79,-2.9%
Kevin Garnett,28.5,MIN,Big,3114,23,+1.7%,38,+1.4%,42,+1.0%,41,+0.6%,38,+0.7%,40,+2.1%,32,+1.9%,29,+2.1%
Pat Garrity,28.2,ORL,Big,901,39,+0.6%,18,+3.8%,47,+0.4%,64,-1.3%,58,-0.7%,21,+6.0%,80,-3.7%,59,-1.1%
Pau Gasol,24.3,MEM,Big,1776,43,+0.4%,47,+0.5%,38,+1.2%,67,-1.8%,58,-0.7%,41,+1.7%,38,+1.1%,36,+1.3%
Devean George,27.2,LAL,Wing,302,3,+4.9%,70,-1.4%,3,+9.4%,4,+5.6%,2,+7.0%,48,+0.4%,2,+10.2%,3,+6.9%
Eddie Gill,26.2,IND,Combo,941,19,+2.1%,64,-0.9%,60,-0.9%,62,-1.2%,67,-1.3%,8,+11.0%,4,+9.2%,2,+9.7%
Kendall Gill,36.4,MIL,Wing,271,87,-2.6%,43,+1.0%,60,-0.9%,56,-0.6%,58,-0.7%,9,+10.8%,100,-17.0%,96,-8.4%
Manu Ginobili,27.3,SAS,Wing,2187,62,-0.6%,71,-1.5%,61,-1.1%,59,-0.7%,61,-0.8%,23,+5.7%,50,+0.1%,34,+1.6%
Gordan Giricek,27.4,UTA,Wing,1599,87,-2.5%,61,-0.7%,46,+0.5%,71,-2.1%,67,-1.2%,86,-8.1%,75,-2.9%,88,-4.4%
Anthony Goldwire,33.2,MIL,Point,430,27,+1.4%,51,+0.3%,39,+1.2%,67,-1.8%,56,-0.6%,35,+2.7%,35,+1.6%,30,+2.0%
Drew Gooden,23.1,CLE,Big,2507,11,+3.0%,6,+6.3%,37,+1.3%,46,+0.3%,39,+0.6%,54,-0.8%,9,+6.1%,14,+4.1%
Ben Gordon,21.6,CHI,Wing,1979,97,-4.0%,92,-5.5%,37,+1.3%,83,-3.4%,76,-1.8%,77,-5.7%,96,-9.4%,96,-8.3%
Brian Grant,32.7,LAL,Big,1133,69,-0.9%,64,-0.9%,58,-0.7%,86,-4.0%,85,-2.7%,21,+5.8%,38,+1.2%,27,+2.5%
Willie Green,23.3,PHI,Combo,1015,46,+0.2%,49,+0.4%,44,+0.7%,61,-1.0%,51,-0.2%,12,+9.3%,79,-3.5%,46,+0.2%
Adrian Griffin,30.3,CHI,Wing,619,96,-3.7%,33,+1.9%,40,+1.1%,83,-3.3%,79,-2.0%,95,-13.3%,98,-12.2%,99,-12.5%
Eddie Griffin,22.4,MIN,Big,1456,80,-1.9%,79,-2.7%,63,-1.3%,48,+0.1%,54,-0.5%,65,-3.1%,93,-6.9%,93,-5.9%
Tom Gugliotta,34.9,BOS,Big,189,98,-4.7%,22,+3.0%,48,+0.2%,100,-9.6%,98,-6.2%,23,+5.6%,99,-14.2%,96,-8.3%
Tom Gugliotta,34.9,ATL,Big,746,52,-0.1%,1,+9.4%,83,-3.6%,99,-8.9%,98,-6.6%,81,-6.8%,23,+3.1%,48,-0.2%
Darvin Ham,31.3,DET,Forward,218,0,+7.4%,8,+5.7%,1,+13.4%,1,+7.7%,1,+9.4%,24,+5.3%,16,+4.5%,12,+4.7%
Richard Hamilton,26.7,DET,Wing,2928,77,-1.6%,69,-1.3%,78,-3.1%,43,+0.4%,60,-0.8%,68,-3.6%,71,-2.5%,77,-2.8%
Zendon Hamilton,29.5,MIL,Big,136,38,+0.7%,80,-2.8%,83,-3.5%,14,+3.3%,37,+0.9%,46,+1.0%,33,+1.8%,33,+1.7%
Ben Handlogten,31.0,UTA,Big,266,3,+4.9%,0,+12.2%,14,+5.0%,55,-0.5%,33,+1.1%,77,-5.5%,6,+8.0%,15,+4.0%
