Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,Rim Rank,Rim,Short Mid Rank,Short Mid,Long Mid Rank,Long Mid,All Mid Rank,All Mid,Corner Three Rank,Corner Three,Non Corner Rank,Non Corner,All Three Rank,All Three
Shareef Abdur-Rahim,28.9,SAC,Big,122,67,54.8%,47,38%,69,31%,50,24%,53,55%,81,5%,78,2%,78,7%
Malik Allen,27.3,CHI,Big,116,25,46.7%,11,20%,8,10%,97,70%,97,80%,0,0%,0,0%,0,0%
Carmelo Anthony,21.4,DEN,Forward,192,0,33.3%,82,33%,65,16%,94,46%,100,63%,0,1%,0,3%,0,4%
Gilbert Arenas,23.8,WAS,Combo,283,90,53.6%,90,31%,30,7%,20,29%,20,36%,30,4%,90,28%,80,32%
Chucky Atkins,31.2,MEM,Point,101,41,45.9%,59,30%,71,16%,29,24%,35,41%,0,0%,71,30%,59,30%
Leandro Barbosa,22.9,PHX,Wing,625,78,53.5%,84,41%,41,14%,13,14%,16,28%,47,6%,69,25%,63,31%
Brent Barry,33.8,SAS,Wing,281,100,71.3%,47,28%,13,9%,6,9%,3,19%,91,19%,88,35%,88,54%
Shane Battier,27.1,MEM,Forward,128,71,55.0%,41,25%,76,20%,47,20%,53,40%,94,30%,12,5%,59,35%
Raja Bell,29.1,PHX,Wing,673,84,59.8%,3,13%,19,10%,50,25%,34,35%,88,17%,91,35%,84,52%
Mike Bibby,27.5,SAC,Point,255,18,39.7%,12,14%,24,12%,94,46%,76,58%,29,3%,47,25%,41,28%
Chauncey Billups,29.1,DET,Point,702,53,48.0%,35,18%,59,15%,47,26%,41,41%,76,8%,82,33%,82,41%
Andrew Bogut,20.9,MIL,Big,168,19,44.4%,75,56%,50,22%,47,22%,36,44%,0,0%,0,0%,0,0%
Bruce Bowen,34.4,SAS,Wing,440,97,65.8%,13,18%,38,13%,38,20%,22,33%,100,45%,13,3%,81,48%
Earl Boykins,29.4,DEN,Point,139,6,34.5%,18,16%,47,14%,82,38%,65,52%,35,3%,59,29%,65,33%
Elton Brand,26.6,LAC,Big,516,72,55.4%,19,27%,97,47%,58,26%,94,73%,0,0%,0,0%,0,0%
Kwame Brown,23.6,LAL,Big,224,53,52.3%,67,51%,92,45%,11,5%,44,49%,0,0%,0,0%,0,0%
Kobe Bryant,27.2,LAL,Combo,313,100,56.0%,60,21%,60,17%,60,38%,60,55%,20,3%,50,21%,30,23%
Greg Buckner,29.1,DEN,Wing,137,66,51.9%,6,17%,13,9%,22,17%,9,26%,78,15%,97,43%,91,57%
Caron Butler,25.6,WAS,Wing,261,13,43.5%,28,23%,75,21%,97,43%,97,64%,16,1%,38,12%,22,13%
Marcus Camby,31.6,DEN,Big,175,11,41.9%,33,32%,36,15%,92,53%,83,68%,0,0%,0,0%,0,0%
Vince Carter,28.8,BKN,Wing,449,38,49.6%,72,37%,72,20%,34,20%,44,40%,31,4%,59,19%,50,23%
Sam Cassell,36.0,LAC,Point,403,65,48.2%,24,17%,41,14%,88,43%,71,57%,47,5%,41,21%,35,26%
Tyson Chandler,23.1,CHI,Big,103,94,66.7%,86,67%,42,17%,44,17%,25,33%,0,0%,0,0%,0,0%
Jason Collins,26.9,BKN,Big,302,0,36.0%,44,36%,39,16%,83,48%,69,64%,0,0%,0,0%,0,0%
Austin Croshere,30.5,IND,Forward,173,29,44.6%,0,11%,0,3%,59,24%,29,27%,47,8%,100,54%,88,62%
Erick Dampier,30.3,DAL,Big,447,69,54.8%,100,90%,6,10%,0,0%,0,10%,0,0%,0,0%,0,0%
Antonio Daniels,30.6,WAS,Point,215,100,56.7%,71,35%,35,13%,59,31%,47,44%,65,8%,24,13%,24,21%
Marquis Daniels,24.8,DAL,Wing,207,50,51.0%,97,53%,100,33%,3,8%,53,41%,28,4%,9,2%,9,6%
Tony Delk,31.8,DET,Combo,114,0,38.6%,30,20%,70,17%,50,37%,50,54%,80,11%,20,14%,40,26%
