Player,Age,Team,Pos,MIN,FT% Rank,FT%,SFLD% Rank,SFLD%,FFLD% Rank,FFLD%,AND1% Rank,AND1%
Precious Achiuwa,23.1,TOR,Big,1113,33,68.1%,50,12.5%,22,0.9%,41,24.1%
Steven Adams,29.3,MEM,Big,1132,1,35.9%,79,17.1%,87,2.6%,70,29.4%
Bam Adebayo,25.3,MIA,Big,2594,83,80.5%,72,15.4%,87,2.7%,23,18.5%
Ochai Agbaji,22.5,UTA,Combo,1159,71,84.6%,45,7.7%,7,0.4%,10,13.3%
Santi Aldama,21.8,MEM,Big,1625,67,76.4%,23,8.6%,61,1.7%,51,25.5%
Nickeil Alexander-Walker,24.2,MIN,Wing,353,0,61.9%,44,7.1%,32,0.6%,83,33.3%
Nickeil Alexander-Walker,24.2,UTA,Combo,486,6,65.7%,67,9.7%,64,1.2%,25,18.8%
Grayson Allen,27.1,MIL,Wing,1968,93,90.5%,46,7.4%,79,1.2%,13,15.9%
Jarrett Allen,24.5,CLE,Big,2212,52,73.3%,62,14.1%,81,2.2%,27,20.2%
Jose Alvarado,24.6,NOP,Point,1285,37,80.3%,39,6.6%,20,0.9%,20,15.2%
Kyle Anderson,29.1,MIN,Forward,1954,34,73.1%,74,12.4%,64,1.0%,47,23.9%
Giannis Antetokounmpo,27.9,MIL,Big,2021,21,64.4%,97,24.6%,99,3.7%,50,25.5%
Thanasis Antetokounmpo,30.3,MIL,Big,113,0,58.3%,73,15.8%,15,0.8%,0,0.0%
Cole Anthony,22.5,ORL,Point,1524,89,89.7%,70,11.5%,22,1.0%,72,26.7%
OG Anunoby,25.3,TOR,Wing,2385,67,84.3%,50,8.4%,70,1.1%,48,24.1%
Ryan Arcidiacono,28.6,POR,Point,127,0,0.0%,0,0.0%,43,1.3%,100,0.0%
Deni Avdija,21.8,WAS,Forward,1998,38,74.1%,71,12.0%,71,1.1%,65,28.0%
Deandre Ayton,24.3,PHX,Big,2033,66,76.0%,32,10.0%,53,1.5%,44,25.0%
Udoka Azubuike,23.1,UTA,Big,309,0,27.8%,56,13.2%,33,1.1%,32,22.2%
Marvin Bagley,23.6,DET,Big,978,60,75.0%,41,11.6%,58,1.6%,44,25.0%
Patrick Baldwin Jr.,20.0,GSW,Forward,156,0,75.0%,7,2.6%,0,0.0%,0,0.0%
LaMelo Ball,21.2,CHA,Point,1267,54,84.2%,26,5.3%,78,1.9%,48,22.5%
Mohamed Bamba,24.5,ORL,Big,658,27,66.7%,27,9.5%,45,1.3%,65,28.6%
Paolo Banchero,20.0,ORL,Forward,2428,37,74.0%,98,19.4%,87,1.7%,33,20.6%
Desmond Bane,24.4,MEM,Wing,1837,83,88.6%,49,7.9%,84,1.4%,87,35.9%
Dalano Banton,23.0,TOR,Combo,229,0,76.2%,52,8.0%,60,1.1%,4,11.1%
Dominick Barlow,19.4,SAS,Big,340,0,66.7%,47,12.2%,26,1.0%,94,44.4%
Harrison Barnes,30.4,SAC,Forward,2658,77,84.7%,97,19.4%,81,1.4%,18,17.0%
Scottie Barnes,21.3,TOR,Forward,2668,54,77.0%,67,10.9%,74,1.2%,57,25.2%
RJ Barrett,22.4,NYK,Wing,2474,21,73.9%,95,15.4%,63,1.0%,36,21.5%
Will Barton,31.8,WAS,Wing,767,47,80.5%,23,5.5%,33,0.6%,20,18.8%
Will Barton,31.8,TOR,Combo,201,0,100.0%,1,1.3%,0,0.0%,0,0.0%
Charles Bassey,22.0,SAS,Big,438,11,57.7%,40,11.4%,9,0.7%,65,28.6%
Keita Bates-Diop,26.8,SAS,Forward,1410,58,80.4%,91,15.9%,15,0.3%,68,28.4%
Nicolas Batum,33.9,LAC,Forward,1699,15,70.2%,18,5.1%,20,0.4%,26,20.0%
Darius Bazley,22.4,OKC,Big,530,7,54.2%,85,17.9%,8,0.7%,18,15.6%
Bradley Beal,29.3,WAS,Combo,1672,69,84.2%,75,10.9%,79,1.5%,47,25.0%
Malik Beasley,25.9,UTA,Wing,1465,66,84.1%,2,2.4%,15,0.3%,76,31.3%
Malik Beasley,25.9,LAL,Wing,611,0,61.9%,9,3.8%,9,0.3%,95,50.0%
MarJon Beauchamp,21.1,MIL,Wing,588,0,83.3%,20,5.0%,6,0.2%,24,20.0%
Davis Bertans,30.0,DAL,Big,457,0,84.6%,4,3.2%,66,1.8%,25,20.0%
Patrick Beverley,34.3,LAL,Combo,1210,33,78.0%,29,6.3%,55,1.1%,47,25.0%
Patrick Beverley,34.3,CHI,Point,605,0,53.3%,20,4.1%,33,1.2%,30,20.0%
Saddiq Bey,23.6,ATL,Forward,626,87,86.2%,38,7.1%,30,0.5%,71,29.4%
Saddiq Bey,23.6,DET,Forward,1487,87,86.2%,86,15.1%,32,0.5%,36,21.6%
Khem Birch,30.1,TOR,Big,155,0,80.0%,13,6.1%,19,0.9%,95,50.0%
Goga Bitadze,23.3,ORL,Big,244,0,64.7%,21,8.1%,82,2.4%,21,16.7%
Goga Bitadze,23.3,IND,Big,176,0,43.8%,65,14.6%,90,2.8%,65,28.6%
Bismack Biyombo,30.2,PHX,Big,822,2,36.9%,69,15.0%,78,2.1%,88,37.5%
Bogdan Bogdanovic,30.2,ATL,Wing,1503,57,82.7%,19,4.9%,50,0.8%,6,6.5%
Bojan Bogdanovic,33.5,DET,Forward,1892,99,88.4%,61,9.7%,98,2.5%,35,21.5%
Bol Bol,23.0,ORL,Big,1489,69,76.7%,35,10.7%,13,0.8%,62,27.8%
Devin Booker,26.0,PHX,Wing,1828,74,85.7%,80,13.4%,100,2.7%,79,32.1%
Brandon Boston Jr.,20.9,LAC,Wing,184,0,73.7%,74,12.1%,73,1.1%,88,36.4%
Chris Boucher,29.8,TOR,Big,1493,62,75.6%,55,13.1%,45,1.3%,52,25.7%
James Bouknight,22.1,CHA,Combo,450,0,64.0%,34,6.7%,44,0.9%,21,16.7%
Malaki Branham,19.5,SAS,Combo,1433,50,81.5%,20,5.4%,11,0.6%,37,21.9%
Christian Braun,21.5,DEN,Combo,1062,1,61.8%,65,9.5%,9,0.5%,81,34.6%
Mikal Bridges,26.2,PHX,Wing,2035,88,89.4%,59,9.8%,83,1.2%,71,28.7%
Mikal Bridges,26.2,BKN,Wing,922,87,89.3%,85,13.8%,90,1.7%,60,26.0%
Oshae Brissett,24.4,IND,Forward,1034,27,71.7%,90,15.9%,48,0.7%,11,12.7%
Malcolm Brogdon,29.9,BOS,Combo,1731,89,87.8%,73,10.4%,83,1.7%,33,20.7%
Dillon Brooks,26.8,MEM,Wing,2209,38,77.9%,37,6.7%,45,0.7%,58,25.7%
Bruce Brown,26.2,DEN,Wing,2234,28,75.7%,63,10.2%,28,0.6%,77,31.6%
Jaylen Brown,26.0,BOS,Wing,2400,33,77.0%,68,11.6%,88,1.6%,65,27.4%
Moses Brown,23.1,LAC,Big,212,0,31.7%,96,23.2%,83,2.5%,77,31.6%
