Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,SHOT FREQUENCY: Rim Rank,SHOT FREQUENCY: Rim,SHOT FREQUENCY: Short Mid Rank,SHOT FREQUENCY: Short Mid,SHOT FREQUENCY: Long Mid Rank,SHOT FREQUENCY: Long Mid,SHOT FREQUENCY: All Mid Rank,SHOT FREQUENCY: All Mid,SHOT FREQUENCY: Corner Three Rank,SHOT FREQUENCY: Corner Three,SHOT FREQUENCY: Non Corner Rank,SHOT FREQUENCY: Non Corner,SHOT FREQUENCY: All Three Rank,SHOT FREQUENCY: All Three
Steven Adams,28.3,MEM,Big,1997,31,+1.0%,99,-5.4%,3,+3.5%,5,+2.2%,1,+5.7%,82,-1.0%,38,+0.6%,58,-0.3%
LaMarcus Aldridge,36.3,BKN,Big,1047,71,-1.2%,58,-0.5%,42,+0.3%,15,+1.3%,21,+1.6%,80,-0.9%,55,-0.2%,71,-1.1%
Justin Anderson,28.0,IND,Forward,260,7,+3.4%,69,-1.1%,95,-3.4%,75,-1.0%,95,-4.4%,0,+4.2%,26,+1.3%,1,+5.4%
Kyle Anderson,28.1,MEM,Forward,1458,10,+2.7%,23,+1.8%,72,-1.1%,12,+1.5%,40,+0.4%,67,-0.6%,81,-1.7%,85,-2.2%
Giannis Antetokounmpo,26.9,MIL,Big,2189,81,-2.1%,85,-2.3%,44,+0.2%,7,+2.0%,15,+2.1%,71,-0.6%,33,+0.8%,46,+0.2%
Thanasis Antetokounmpo,29.3,MIL,Big,359,3,+4.7%,0,+7.5%,54,-0.3%,99,-3.9%,95,-4.2%,31,+0.6%,97,-3.9%,95,-3.4%
Carmelo Anthony,37.4,LAL,Big,1784,83,-2.2%,29,+1.4%,74,-1.2%,63,-0.5%,76,-1.7%,47,-0.0%,45,+0.3%,43,+0.3%
Trevor Ariza,36.3,LAL,Forward,453,60,-0.6%,38,+0.8%,50,-0.2%,72,-0.9%,68,-1.0%,3,+2.5%,89,-2.2%,45,+0.2%
D.J. Augustin,34.0,HOU,Point,507,26,+1.2%,64,-0.7%,47,+0.0%,70,-0.8%,62,-0.8%,81,-1.0%,12,+2.5%,24,+1.5%
D.J. Augustin,34.0,LAL,Combo,357,57,-0.5%,35,+1.0%,66,-0.7%,88,-1.6%,83,-2.3%,8,+1.8%,64,-0.5%,27,+1.3%
Harrison Barnes,29.4,SAC,Forward,2581,4,+4.1%,54,-0.2%,34,+0.7%,56,-0.3%,41,+0.4%,37,+0.4%,63,-0.5%,55,-0.1%
Will Barton,30.8,DEN,Wing,2272,41,+0.5%,79,-1.7%,2,+3.7%,25,+0.8%,3,+4.6%,88,-1.3%,80,-1.6%,91,-2.9%
Nicolas Batum,32.9,LAC,Forward,1457,14,+2.1%,36,+0.9%,79,-1.5%,10,+1.6%,47,+0.1%,67,-0.5%,64,-0.5%,70,-1.1%
Kent Bazemore,32.3,LAL,Wing,487,18,+1.9%,40,+0.7%,94,-3.2%,73,-0.9%,94,-4.1%,62,-0.4%,3,+3.8%,8,+3.4%
Bradley Beal,28.3,WAS,Combo,1438,86,-2.5%,22,+1.9%,43,+0.2%,38,+0.3%,36,+0.6%,84,-1.1%,76,-1.3%,87,-2.4%
Malik Beasley,24.9,MIN,Wing,1959,31,+1.0%,51,-0.1%,66,-0.7%,33,+0.5%,52,-0.2%,57,-0.3%,38,+0.6%,43,+0.3%
DeAndre' Bembry,27.3,BKN,Wing,894,66,-1.0%,35,+1.0%,37,+0.6%,83,-1.3%,61,-0.7%,16,+1.2%,79,-1.5%,58,-0.3%
Davis Bertans,29.0,WAS,Forward,489,23,+1.5%,78,-1.6%,81,-1.6%,4,+2.5%,30,+1.0%,6,+1.9%,74,-1.3%,37,+0.6%
Davis Bertans,29.0,DAL,Forward,285,97,-5.2%,10,+3.3%,18,+1.6%,87,-1.5%,47,+0.1%,78,-0.8%,92,-2.6%,96,-3.4%
Patrick Beverley,33.3,MIN,Combo,1473,66,-0.9%,57,-0.4%,67,-0.8%,43,+0.1%,58,-0.6%,18,+1.1%,52,-0.1%,30,+1.0%
Bismack Biyombo,29.2,PHX,Big,440,16,+2.0%,63,-0.7%,54,-0.3%,20,+1.0%,33,+0.7%,95,-2.1%,16,+2.0%,51,-0.0%
Nemanja Bjelica,33.5,GSW,Big,1093,60,-0.6%,22,+1.9%,90,-2.6%,62,-0.5%,89,-3.1%,54,-0.2%,23,+1.4%,28,+1.2%
Eric Bledsoe,31.9,LAC,Point,1358,42,+0.4%,65,-0.8%,73,-1.1%,60,-0.4%,74,-1.6%,14,+1.3%,30,+1.0%,13,+2.4%
Bojan Bogdanovic,32.5,UTA,Forward,2121,29,+1.1%,14,+2.8%,34,+0.7%,52,-0.2%,39,+0.5%,87,-1.3%,86,-2.0%,94,-3.3%
Devin Booker,25.0,PHX,Wing,2343,36,+0.8%,62,-0.7%,72,-1.1%,38,+0.3%,61,-0.8%,33,+0.4%,31,+1.0%,26,+1.4%
Avery Bradley,30.9,LAL,Wing,1384,39,+0.7%,16,+2.6%,91,-2.7%,73,-0.9%,92,-3.6%,69,-0.6%,20,+1.6%,31,+1.0%
Malcolm Brogdon,28.9,IND,Combo,1205,91,-3.1%,71,-1.2%,13,+2.0%,31,+0.6%,12,+2.6%,80,-0.9%,65,-0.5%,75,-1.4%
Jaylen Brown,25.0,BOS,Wing,2220,84,-2.2%,91,-3.1%,21,+1.4%,22,+1.0%,14,+2.3%,33,+0.5%,45,+0.3%,36,+0.8%
Reggie Bullock,30.6,DAL,Forward,1893,78,-1.7%,38,+0.8%,7,+2.7%,64,-0.6%,15,+2.2%,81,-1.0%,85,-2.0%,91,-2.9%
Trey Burke,29.0,DAL,Combo,351,16,+2.1%,39,+0.7%,92,-2.8%,17,+1.2%,75,-1.6%,79,-0.9%,18,+1.8%,31,+0.9%
Alec Burks,30.3,NYK,Combo,2309,58,-0.5%,59,-0.6%,17,+1.7%,22,+0.9%,11,+2.6%,91,-1.6%,62,-0.5%,83,-2.0%
Jimmy Butler,32.1,MIA,Forward,1926,34,+0.9%,29,+1.4%,71,-1.0%,15,+1.3%,44,+0.3%,59,-0.4%,75,-1.3%,79,-1.7%
Kentavious Caldwell-Pope,28.7,WAS,Wing,2326,42,+0.4%,26,+1.6%,10,+2.3%,62,-0.5%,19,+1.8%,90,-1.5%,84,-1.9%,95,-3.3%
