Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,Rim Rank,Rim,Short Mid Rank,Short Mid,Long Mid Rank,Long Mid,All Mid Rank,All Mid,Corner Three Rank,Corner Three,Non Corner Rank,Non Corner,All Three Rank,All Three
Rui Hachimura,24.7,LAL,Forward,408,84,62.7%,89,41%,26,18%,79,13%,53,30%,21,9%,32,20%,16,28%
James Harden,33.2,PHI,Point,425,38,48.1%,69,21%,25,25%,44,12%,44,38%,6,1%,81,40%,56,41%
Tobias Harris,30.3,PHI,Forward,390,74,58.3%,42,26%,95,36%,68,9%,95,45%,37,10%,26,19%,21,29%
Josh Hart,27.7,NYK,Wing,352,56,53.8%,96,47%,15,11%,67,9%,30,21%,78,18%,4,15%,19,32%
Isaiah Hartenstein,24.5,NYK,Big,213,18,50.0%,68,59%,79,37%,58,4%,74,41%,0,0%,0,0%,0,0%
Haywood Highsmith,25.9,MIA,Big,144,97,77.1%,66,50%,5,6%,47,3%,5,8%,84,22%,71,19%,76,42%
Jrue Holiday,32.4,MIL,Point,190,44,48.2%,56,19%,19,22%,38,12%,6,34%,81,12%,75,35%,69,47%
Al Horford,36.4,BOS,Big,615,13,49.2%,8,15%,21,12%,39,2%,18,14%,87,25%,95,46%,92,71%
Kevin Huerter,24.2,SAC,Wing,184,11,40.3%,22,17%,81,26%,44,5%,67,32%,48,12%,67,39%,52,51%
DeAndre Hunter,24.9,ATL,Forward,246,42,51.1%,11,18%,63,25%,100,16%,79,41%,47,15%,47,25%,58,40%
Jaren Jackson,23.1,MEM,Big,220,8,47.0%,42,37%,76,36%,24,1%,68,37%,66,6%,66,19%,63,26%
LeBron James,37.8,LAL,Big,664,50,55.2%,47,39%,34,19%,84,9%,47,28%,47,2%,87,30%,68,32%
Cameron Johnson,26.7,BKN,Forward,151,79,61.8%,37,25%,37,19%,37,7%,37,26%,58,18%,79,32%,74,49%
Nikola Jokic,27.7,DEN,Big,782,71,59.4%,24,27%,97,49%,76,8%,89,56%,39,0%,63,17%,53,17%
Tyus Jones,26.5,MEM,Combo,120,0,34.7%,31,17%,88,28%,19,3%,50,31%,75,22%,19,31%,56,53%
Luke Kennard,26.4,MEM,Combo,106,94,69.6%,0,9%,31,17%,31,4%,19,22%,100,30%,81,39%,100,70%
Jock Landale,27.0,PHX,Big,106,92,68.2%,37,37%,100,52%,74,7%,92,59%,0,0%,50,4%,39,4%
Caris LeVert,28.2,CLE,Wing,167,52,53.2%,41,19%,74,23%,52,6%,56,29%,74,17%,59,35%,56,52%
Kevon Looney,26.7,GSW,Big,324,68,57.8%,92,80%,32,19%,26,1%,32,20%,0,0%,0,0%,0,0%
Brook Lopez,34.6,MIL,Big,181,87,63.4%,53,42%,55,27%,71,7%,61,34%,55,3%,74,21%,61,24%
Kevin Love,34.1,MIA,Big,372,29,52.0%,5,14%,13,10%,63,5%,21,15%,68,12%,100,59%,95,72%
Kyle Lowry,36.6,MIA,Point,633,75,55.6%,25,13%,0,21%,81,18%,56,39%,56,8%,88,40%,75,47%
Trey Lyles,27.0,SAC,Big,117,42,53.8%,18,24%,18,12%,0,0%,13,12%,95,38%,82,26%,89,64%
Terance Mann,26.0,LAC,Combo,132,100,73.4%,75,25%,69,25%,0,0%,31,25%,88,28%,6,22%,44,50%
Caleb Martin,27.1,MIA,Forward,737,89,63.0%,68,32%,11,12%,58,9%,21,21%,84,21%,63,26%,68,47%
Tyrese Maxey,22.0,PHI,Combo,419,63,52.1%,69,24%,75,25%,56,9%,75,34%,25,7%,38,35%,31,42%
De'Anthony Melton,24.4,PHI,Combo,269,25,49.4%,94,27%,0,11%,25,4%,0,15%,75,22%,50,36%,88,58%
Khris Middleton,31.2,MIL,Forward,173,58,54.1%,21,21%,79,29%,95,16%,89,45%,5,4%,68,30%,37,34%
Davion Mitchell,24.2,SAC,Combo,138,31,50.0%,6,11%,44,20%,69,13%,63,33%,69,22%,31,35%,75,57%
Donovan Mitchell,26.1,CLE,Combo,206,31,50.0%,63,23%,38,18%,94,19%,81,37%,0,0%,88,40%,19,40%
Evan Mobley,21.4,CLE,Big,187,5,45.8%,61,48%,95,48%,32,2%,84,50%,50,2%,0,0%,34,2%
Malik Monk,24.7,SAC,Wing,205,15,47.8%,67,25%,96,34%,48,5%,89,40%,11,5%,37,30%,30,35%
Moses Moody,20.4,GSW,Wing,135,100,79.0%,78,28%,52,19%,22,3%,37,22%,93,28%,22,22%,44,50%
Ja Morant,23.2,MEM,Point,187,50,48.6%,94,37%,69,29%,6,7%,25,36%,38,6%,0,21%,6,27%
Dejounte Murray,26.1,ATL,Combo,226,56,50.8%,38,17%,94,29%,88,18%,94,47%,31,7%,13,29%,13,36%
Jamal Murray,25.7,DEN,Combo,791,69,55.3%,44,17%,81,26%,100,22%,100,48%,6,3%,25,32%,6,35%
Keegan Murray,22.2,SAC,Forward,191,63,56.4%,47,26%,16,12%,63,9%,26,21%,63,19%,84,33%,79,53%
Georges Niang,29.4,PHI,Forward,153,95,64.3%,0,9%,21,17%,16,3%,11,20%,74,20%,100,51%,100,71%
Royce O'Neale,29.4,BKN,Wing,118,0,32.1%,30,18%,4,4%,37,4%,4,7%,22,7%,100,68%,96,75%
Josh Okogie,24.2,PHX,Forward,174,5,41.7%,95,49%,5,12%,42,7%,5,20%,89,24%,0,7%,26,32%
Onyeka Okongwu,21.9,ATL,Big,150,89,66.1%,76,69%,50,26%,53,3%,50,29%,0,0%,45,3%,37,3%
Chris Paul,37.5,PHX,Point,250,0,45.6%,19,9%,75,30%,100,31%,100,61%,63,8%,13,22%,19,30%
Cameron Payne,28.2,PHX,Point,146,94,57.8%,0,7%,50,28%,31,11%,50,39%,100,20%,63,35%,94,54%
Gary Payton II,29.9,GSW,Wing,170,93,67.4%,100,57%,22,12%,0,0%,15,12%,81,20%,0,10%,15,31%
Jordan Poole,23.4,GSW,Combo,270,6,41.3%,81,25%,56,23%,50,9%,56,32%,19,5%,75,38%,38,43%
Michael Porter,24.3,DEN,Wing,647,41,52.1%,63,24%,19,12%,70,11%,41,23%,63,15%,63,38%,63,53%
Bobby Portis,27.7,MIL,Big,105,61,56.3%,16,20%,68,32%,66,5%,66,37%,82,22%,76,22%,79,44%
Norman Powell,29.4,LAC,Wing,167,74,57.4%,74,28%,63,22%,89,14%,78,36%,41,10%,30,27%,33,36%
Taurean Prince,28.6,MIN,Forward,162,32,50.0%,16,20%,32,18%,11,2%,11,20%,95,35%,53,25%,89,60%
Immanuel Quickley,23.4,NYK,Combo,171,6,41.3%,13,13%,100,30%,44,7%,88,37%,44,13%,63,37%,44,50%
Julius Randle,27.9,NYK,Forward,329,11,43.2%,58,29%,42,20%,74,11%,58,31%,26,9%,74,31%,53,40%
Austin Reaves,24.4,LAL,Wing,617,67,55.7%,37,19%,89,34%,63,8%,93,41%,19,7%,48,33%,37,40%
Paul Reed,23.4,PHI,Big,145,53,55.6%,87,76%,47,24%,0,0%,42,24%,0,0%,0,0%,0,0%
Duncan Robinson,28.5,MIA,Wing,391,78,60.5%,15,15%,11,8%,33,3%,11,12%,59,15%,93,58%,93,73%
Mitchell Robinson,24.6,NYK,Big,298,74,60.4%,100,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%
D'Angelo Russell,26.7,LAL,Point,496,25,47.8%,13,9%,44,28%,94,21%,81,49%,50,7%,69,35%,63,43%
Domantas Sabonis,26.5,SAC,Big,242,18,50.0%,58,43%,84,39%,89,13%,87,52%,45,1%,53,4%,42,5%
Dennis Schroder,29.1,LAL,Point,447,19,47.4%,50,19%,88,31%,75,17%,75,48%,69,9%,25,25%,38,34%
Landry Shamet,25.6,PHX,Combo,177,31,50.0%,19,14%,19,16%,38,5%,13,21%,94,28%,69,37%,94,65%
Marcus Smart,28.7,BOS,Point,668,88,57.5%,63,19%,38,28%,0,3%,0,31%,94,16%,56,34%,88,50%
Max Strus,26.6,MIA,Wing,707,48,52.6%,44,19%,7,6%,19,3%,7,9%,85,21%,85,51%,89,72%
Jayson Tatum,24.7,BOS,Forward,797,53,52.4%,79,33%,53,22%,47,8%,47,30%,0,2%,89,34%,47,36%
Klay Thompson,32.7,GSW,Wing,467,30,50.2%,0,7%,59,20%,78,13%,70,33%,33,8%,89,52%,67,60%
Xavier Tillman,23.8,MEM,Big,183,58,55.7%,79,70%,39,22%,37,2%,39,24%,63,4%,42,2%,47,7%
Obi Toppin,24.7,NYK,Big,167,32,52.3%,26,28%,8,7%,61,4%,11,12%,89,31%,84,29%,84,60%
Karl-Anthony Towns,27.0,MIN,Big,249,63,56.6%,29,36%,58,28%,68,6%,63,34%,58,4%,79,26%,66,30%
PJ Tucker,37.5,PHI,Big,292,24,51.0%,13,18%,3,2%,34,2%,3,4%,100,78%,0,0%,100,78%
Jarred Vanderbilt,23.6,LAL,Big,269,0,45.1%,53,42%,26,14%,50,3%,24,17%,97,41%,0,0%,74,41%
Gabe Vincent,26.4,MIA,Combo,716,19,49.2%,25,16%,13,14%,75,14%,44,28%,50,14%,94,42%,69,56%
Lonnie Walker,23.9,LAL,Wing,154,59,54.4%,11,12%,44,18%,100,18%,81,37%,67,16%,52,35%,48,51%
Russell Westbrook,34.0,LAC,Point,192,6,45.7%,100,41%,31,25%,25,9%,13,34%,19,4%,6,21%,0,25%
Derrick White,28.3,BOS,Combo,590,88,64.5%,50,19%,50,21%,13,2%,25,23%,56,14%,100,43%,81,58%
Andrew Wiggins,27.7,GSW,Forward,441,47,51.7%,32,24%,74,29%,84,14%,84,43%,16,7%,42,25%,32,32%
Grant Williams,23.9,BOS,Big,237,84,62.2%,21,26%,13,10%,0,0%,8,10%,92,32%,89,32%,87,64%
Robert Williams,25.0,BOS,Big,410,100,79.5%,95,82%,29,18%,0,0%,29,18%,0,0%,0,0%,0,0%
Trae Young,24.1,ATL,Point,266,13,47.3%,75,23%,81,30%,63,14%,69,44%,0,1%,50,33%,31,34%
Cody Zeller,30.1,MIA,Big,163,53,55.6%,74,68%,63,30%,42,3%,55,33%,0,0%,0,0%,0,0%
Ivica Zubac,25.6,LAC,Big,129,66,56.7%,71,62%,82,38%,0,0%,71,38%,0,0%,0,0%,0,0%
