Player,Age,Team,Pos,MIN,Pts/Poss Rank,Pts/Poss,ALL TRANSITION: Pts+/Poss Rank,ALL TRANSITION: Pts+/Poss,ALL TRANSITION: Freq Rank,ALL TRANSITION: Freq,ALL TRANSITION: Pts/Play Rank,ALL TRANSITION: Pts/Play,OFF STEALS: Pts+/Poss Rank,OFF STEALS: Pts+/Poss,OFF STEALS: Freq Rank,OFF STEALS: Freq,OFF STEALS: Pts/Play Rank,OFF STEALS: Pts/Play,OFF LIVE REBOUNDS: Pts+/Poss Rank,OFF LIVE REBOUNDS: Pts+/Poss,OFF LIVE REBOUNDS: Freq Rank,OFF LIVE REBOUNDS: Freq,OFF LIVE REBOUNDS: Pts/Play Rank,OFF LIVE REBOUNDS: Pts/Play
Arron Afflalo,22.0,DET,Wing,755,40,-2.0,44,-0.2,46,-0.2%,48,-0.5,37,-0.2,94,+9.6%,49,-0.1,58,+0.2,29,-2.4%,54,+1.4
Blake Ahearn,23.4,MIA,Point,156,3,-12.4,3,-2.9,60,+0.3%,0,-37.2,72,+0.4,27,-4.2%,99,+40.0,1,-2.9,87,+4.5%,0,-61.5
LaMarcus Aldridge,22.3,POR,Big,2637,82,+4.1,73,+0.9,54,+0.1%,79,+8.3,83,+0.7,28,-3.8%,95,+29.8,56,+0.2,60,+0.8%,42,-3.0
Malik Allen,29.3,NJN,Big,719,52,-0.3,1,-3.5,0,-5.7%,4,-18.8,0,-2.4,4,-10.3%,1,-51.2,16,-1.1,1,-11.4%,39,-4.4
Malik Allen,29.3,DAL,Big,313,62,+0.7,60,+0.3,12,-2.2%,66,+4.4,72,+0.4,13,-7.2%,52,+1.0,28,-0.6,5,-7.3%,45,-1.3
Ray Allen,32.3,BOS,Wing,2609,94,+7.3,82,+1.3,85,+1.7%,76,+8.0,24,-0.5,49,-0.2%,21,-12.5,94,+1.8,94,+6.2%,95,+24.4
Tony Allen,25.8,BOS,Wing,1239,26,-4.3,47,-0.1,14,-2.0%,50,-0.1,86,+0.8,47,-0.4%,77,+12.3,20,-0.8,6,-6.7%,18,-11.5
Rafer Alston,31.3,HOU,Point,2520,77,+3.2,18,-1.3,77,+1.1%,8,-15.2,84,+0.7,47,-0.3%,77,+12.3,5,-1.9,62,+1.0%,2,-31.7
Derek Anderson,33.3,CHA,Wing,336,5,-10.8,3,-2.8,23,-1.4%,2,-22.0,11,-0.9,25,-4.5%,17,-15.1,4,-2.1,24,-3.1%,3,-28.5
Carmelo Anthony,23.4,DEN,Forward,2791,67,+1.4,46,-0.1,4,-3.2%,62,+3.5,58,+0.2,69,+2.9%,63,+5.5,27,-0.7,10,-5.3%,45,-1.5
Joel Anthony,25.2,MIA,Big,461,30,-3.5,36,-0.5,16,-1.8%,48,-0.4,62,+0.2,33,-2.9%,69,+7.9,26,-0.7,14,-4.7%,29,-8.0
Gilbert Arenas,25.8,WAS,Combo,423,28,-3.9,84,+1.4,97,+3.5%,69,+5.6,71,+0.4,50,+0.1%,90,+22.2,74,+0.7,99,+11.1%,47,-1.0
Trevor Ariza,22.3,LAL,Wing,385,13,-7.1,54,+0.1,51,-0.0%,58,+2.2,50,+0.0,50,-0.0%,28,-8.9,55,+0.1,32,-2.1%,69,+6.9
Darrell Armstrong,39.4,NJN,Combo,505,26,-4.3,67,+0.6,5,-2.8%,85,+11.1,95,+1.3,34,-2.6%,91,+23.4,41,-0.3,1,-11.2%,66,+5.5
Hilton Armstrong,22.9,NOH,Big,663,12,-7.2,2,-3.1,32,-0.9%,2,-24.1,52,+0.0,52,+0.5%,44,-2.0,1,-3.3,39,-1.4%,1,-45.8
Carlos Arroyo,28.3,ORL,Point,1216,80,+3.6,63,+0.4,17,-1.7%,68,+5.3,29,-0.4,13,-7.0%,40,-2.8,74,+0.7,28,-2.6%,71,+7.5
Chucky Atkins,33.2,DEN,Combo,293,16,-6.1,2,-3.0,95,+3.0%,5,-18.3,1,-2.2,63,+2.1%,3,-39.1,30,-0.6,95,+6.9%,29,-8.0
James Augustine,23.7,ORL,Big,106,7,-9.3,86,+1.5,95,+3.1%,27,-6.7,44,-0.1,89,+7.2%,15,-16.8,91,+1.6,92,+5.7%,42,-3.1
Kelenna Azubuike,23.9,GSW,Wing,1680,38,-2.4,1,-3.1,18,-1.7%,12,-13.4,15,-0.8,71,+3.2%,22,-12.2,4,-2.0,7,-6.0%,15,-13.4
Renaldo Balkman,23.3,NYK,Forward,895,71,+2.1,90,+1.7,89,+2.3%,84,+10.8,80,+0.6,84,+5.9%,53,+1.6,85,+1.1,84,+3.7%,86,+13.9
Marcus Banks,25.9,PHX,Combo,240,4,-11.9,37,-0.5,3,-3.5%,70,+5.6,7,-1.2,14,-6.8%,9,-23.0,69,+0.5,27,-2.7%,80,+10.9
Marcus Banks,25.9,MIA,Combo,239,95,+7.5,99,+3.4,98,+4.0%,98,+23.3,92,+1.0,100,+23.5%,84,+17.5,98,+2.4,98,+10.0%,97,+26.8
Leandro Barbosa,24.9,PHX,Combo,2347,44,-1.5,8,-2.0,28,-1.1%,23,-8.5,15,-0.8,57,+1.2%,15,-16.6,14,-1.1,55,+0.2%,36,-5.3
J.J. Barea,23.3,DAL,Point,414,51,-0.5,21,-1.0,9,-2.4%,31,-5.6,26,-0.5,92,+8.4%,19,-14.4,37,-0.4,5,-6.9%,46,-1.1
Andrea Bargnani,22.0,TOR,Big,1827,69,+1.8,69,+0.7,30,-1.0%,84,+11.0,86,+0.8,61,+1.9%,89,+20.9,55,+0.1,21,-3.5%,70,+7.2
Matt Barnes,27.6,GSW,Forward,1360,72,+2.4,70,+0.7,39,-0.5%,64,+3.8,49,-0.0,45,-0.6%,49,-0.4,58,+0.2,59,+0.8%,52,+0.8
Earl Barron,26.2,MIA,Big,852,21,-5.1,46,-0.2,11,-2.2%,62,+3.4,82,+0.6,26,-4.3%,97,+34.6,17,-1.0,15,-4.3%,11,-16.2
Brent Barry,35.8,SAS,Wing,520,88,+5.7,88,+1.6,96,+3.2%,82,+10.2,97,+1.4,97,+13.0%,85,+18.4,64,+0.3,91,+5.6%,64,+4.9
Brandon Bass,22.5,DAL,Big,1508,21,-5.1,37,-0.5,26,-1.2%,47,-0.7,48,-0.0,91,+8.0%,46,-1.2,34,-0.4,24,-3.0%,41,-3.1
Shane Battier,29.1,HOU,Forward,2901,83,+4.4,4,-2.4,73,+1.0%,1,-27.2,58,+0.2,56,+0.9%,56,+2.6,2,-2.6,56,+0.4%,1,-45.9
Marco Belinelli,21.6,GSW,Wing,173,4,-11.7,35,-0.6,19,-1.6%,43,-2.3,50,+0.0,87,+6.5%,76,+12.1,17,-1.0,79,+3.0%,22,-10.1
Charlie Bell,28.6,MIL,Combo,1522,40,-2.2,59,+0.3,59,+0.3%,56,+1.7,13,-0.8,59,+1.5%,9,-23.6,84,+1.0,42,-1.1%,89,+15.6
Raja Bell,31.1,PHX,Wing,2633,67,+1.5,36,-0.5,48,-0.1%,35,-4.5,36,-0.2,11,-7.6%,35,-6.0,29,-0.6,44,-0.9%,33,-6.4
Mike Bibby,29.5,SAC,Point,469,81,+4.0,26,-0.9,87,+2.1%,30,-5.8,18,-0.7,65,+2.2%,17,-15.5,46,-0.1,88,+4.6%,58,+3.3
Mike Bibby,29.5,ATL,Point,1098,68,+1.6,34,-0.6,91,+2.4%,17,-10.5,1,-2.1,22,-5.0%,11,-21.4,87,+1.3,94,+6.2%,46,-1.1
Andris Biedrins,21.6,GSW,Big,2072,71,+2.1,49,-0.1,68,+0.6%,55,+1.6,36,-0.2,54,+0.7%,41,-2.7,71,+0.5,50,-0.3%,71,+7.4
Chauncey Billups,31.1,DET,Point,2519,95,+7.4,60,+0.3,50,-0.1%,51,+0.5,25,-0.5,11,-7.6%,28,-9.1,73,+0.6,76,+2.6%,68,+6.6
Steve Blake,27.7,POR,Point,2415,88,+5.5,55,+0.2,73,+0.9%,46,-1.2,70,+0.4,18,-5.6%,94,+28.2,42,-0.2,86,+4.1%,18,-12.2
Andray Blatche,21.2,WAS,Big,1579,19,-5.5,38,-0.4,58,+0.2%,33,-5.1,53,+0.1,76,+4.2%,37,-4.7,29,-0.6,60,+0.8%,29,-8.1
Mark Blount,31.9,MIA,Big,1503,21,-5.1,22,-1.0,38,-0.6%,31,-5.7,27,-0.4,23,-4.9%,44,-2.1,29,-0.6,37,-1.6%,32,-6.8
Keith Bogans,27.5,ORL,Wing,2167,58,+0.3,55,+0.2,24,-1.4%,57,+2.1,46,-0.1,42,-1.4%,43,-2.1,59,+0.2,15,-4.3%,60,+3.7
Andrew Bogut,22.9,MIL,Big,2697,86,+4.7,83,+1.3,26,-1.2%,94,+16.7,92,+1.0,73,+3.5%,96,+30.8,57,+0.2,35,-1.7%,71,+7.7
Matt Bonner,27.6,SAS,Big,748,34,-3.0,78,+1.1,88,+2.1%,65,+4.2,93,+1.2,95,+9.9%,88,+20.5,43,-0.2,80,+3.2%,35,-5.6
