Player,Age,Team,Pos,MIN,BLK% Rank,BLK%,STL% Rank,STL%,FOUL% Rank,FOUL%,fgOR% Rank,fgOR%,fgDR% Rank,fgDR%,ftOR% Rank,ftOR%,ftDR% Rank,ftDR%
Shareef Abdur-Rahim,27.9,POR,Forward,1856,46,0.7%,37,1.2%,80,3.1%,76,7.3%,74,13.8%,24,0.9%,70,24.3%
Cory Alexander,31.4,CHA,Point,169,63,0.3%,85,2.3%,2,7.0%,87,3.0%,93,10.9%,98,10.0%,0,0.0%
Malik Allen,26.3,CHA,Big,238,60,2.1%,25,0.8%,82,3.9%,7,4.8%,16,12.0%,99,15.4%,51,28.6%
Malik Allen,26.3,MIA,Big,243,68,2.5%,28,0.8%,51,5.3%,82,11.4%,10,11.3%,53,3.8%,2,8.0%
Ray Allen,29.3,OKC,Wing,3057,4,0.1%,31,1.2%,96,2.1%,41,2.8%,50,9.9%,36,0.6%,18,2.6%
Tony Allen,22.8,BOS,Wing,1207,92,1.0%,97,2.6%,10,5.2%,95,7.4%,71,11.8%,74,2.1%,13,2.1%
Rafer Alston,28.3,TOR,Point,2714,35,0.1%,63,2.0%,63,3.3%,39,1.7%,83,9.7%,0,0.0%,35,1.6%
Chris Andersen,26.3,NOP,Big,1388,91,4.0%,3,0.4%,74,4.5%,76,10.9%,72,17.7%,28,1.2%,96,47.1%
Derek Anderson,30.3,POR,Wing,1234,6,0.2%,38,1.3%,64,3.1%,26,2.1%,24,8.4%,59,1.4%,58,8.6%
Kenny Anderson,34.1,ATL,Point,715,0,0.0%,70,2.1%,19,4.9%,93,3.3%,91,10.7%,76,1.8%,0,0.0%
Shandon Anderson,30.8,MIA,Forward,1116,37,0.6%,76,1.7%,13,5.5%,33,4.2%,54,12.4%,50,3.1%,20,11.3%
Carmelo Anthony,20.4,DEN,Forward,2597,35,0.6%,30,1.1%,85,2.9%,61,6.1%,43,11.6%,28,1.1%,2,1.1%
Rafael Araujo,24.2,TOR,Big,706,9,0.6%,57,1.2%,6,8.8%,55,8.9%,55,16.0%,0,0.0%,91,44.0%
Gilbert Arenas,22.8,WAS,Wing,3266,31,0.4%,81,1.8%,77,2.7%,32,2.5%,41,9.5%,59,1.4%,22,3.0%
Trevor Ariza,19.3,NYK,Wing,1333,69,0.7%,92,2.3%,23,4.5%,92,7.0%,73,11.8%,81,2.7%,66,11.0%
Darrell Armstrong,36.4,DAL,Point,508,96,0.6%,78,2.2%,22,4.8%,96,3.6%,50,8.4%,0,0.0%,85,7.3%
Darrell Armstrong,36.4,NOP,Point,415,59,0.3%,39,1.6%,65,3.2%,94,3.5%,48,8.4%,94,6.7%,91,10.0%
Carlos Arroyo,25.3,DET,Point,653,20,0.1%,50,1.7%,26,4.6%,57,2.0%,24,6.8%,0,0.0%,0,0.0%
Carlos Arroyo,25.3,UTA,Point,738,54,0.2%,17,1.2%,52,3.8%,33,1.6%,11,6.1%,0,0.0%,0,0.0%
Chucky Atkins,30.2,LAL,Point,2904,13,0.0%,13,1.1%,83,2.5%,17,1.2%,9,5.8%,0,0.0%,46,2.3%
Stacey Augmon,36.3,ORL,Wing,604,66,0.7%,63,1.6%,13,4.9%,94,7.3%,23,8.4%,0,0.0%,29,4.1%
Vin Baker,32.9,NYK,Big,156,41,1.4%,9,0.6%,13,7.6%,83,11.7%,18,12.4%,0,0.0%,16,17.6%
Marcus Banks,23.0,BOS,Point,1062,98,0.7%,93,2.7%,13,5.3%,85,3.0%,67,9.1%,0,0.0%,59,3.2%
Leandro Barbosa,21.9,PHX,Combo,981,46,0.3%,19,1.3%,18,4.8%,79,3.3%,39,8.4%,0,0.0%,0,0.0%
Matt Barnes,24.6,SAC,Wing,638,53,0.6%,88,2.0%,15,4.9%,91,6.9%,65,11.3%,99,9.8%,96,25.7%
Andre Barrett,22.7,HOU,Point,287,0,0.0%,81,2.3%,17,5.0%,28,1.5%,2,4.7%,0,0.0%,72,5.0%
Andre Barrett,22.7,ORL,Point,153,70,0.3%,20,1.4%,31,4.4%,83,2.8%,35,7.8%,100,13.3%,94,13.0%
Brent Barry,32.8,SAS,Wing,1652,56,0.6%,16,1.0%,68,3.0%,17,1.8%,50,9.9%,44,0.8%,59,8.7%
Jon Barry,35.3,ATL,Combo,274,70,0.4%,77,2.2%,26,4.6%,30,1.6%,16,7.1%,0,0.0%,68,5.3%
Jon Barry,35.3,HOU,Wing,1190,28,0.3%,76,1.8%,81,2.6%,28,2.2%,36,9.3%,0,0.0%,60,10.0%
Tony Battie,28.7,ORL,Big,1900,63,2.2%,21,0.7%,49,5.4%,13,5.9%,56,16.3%,66,4.7%,71,35.0%
Shane Battier,26.1,MEM,Forward,2493,87,1.8%,74,1.7%,72,3.5%,70,6.7%,33,10.9%,63,4.3%,9,6.5%
Raja Bell,28.1,UTA,Wing,1783,21,0.3%,25,1.1%,17,4.8%,42,2.8%,46,9.7%,86,3.3%,49,7.7%
Travis Best,32.3,BKN,Combo,1389,54,0.3%,74,2.1%,19,4.8%,23,1.4%,14,7.0%,72,1.3%,40,2.8%
Mike Bibby,26.5,SAC,Point,3083,85,0.5%,57,1.8%,78,2.5%,80,2.6%,56,8.6%,69,1.2%,33,1.4%
Andris Biedrins,18.6,GSW,Big,357,78,3.0%,82,1.5%,1,10.3%,90,12.5%,71,17.7%,98,13.8%,26,20.7%
