Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,SHOT FREQUENCY: Rim Rank,SHOT FREQUENCY: Rim,SHOT FREQUENCY: Short Mid Rank,SHOT FREQUENCY: Short Mid,SHOT FREQUENCY: Long Mid Rank,SHOT FREQUENCY: Long Mid,SHOT FREQUENCY: All Mid Rank,SHOT FREQUENCY: All Mid,SHOT FREQUENCY: Corner Three Rank,SHOT FREQUENCY: Corner Three,SHOT FREQUENCY: Non Corner Rank,SHOT FREQUENCY: Non Corner,SHOT FREQUENCY: All Three Rank,SHOT FREQUENCY: All Three
Steven Adams,23.3,OKC,Big,156,99,-16.9%,79,-4.7%,91,-5.1%,73,-2.5%,90,-7.7%,2,+6.2%,10,+6.2%,2,+12.4%
LaMarcus Aldridge,31.3,SAS,Big,535,83,-4.7%,26,+3.3%,27,+2.3%,67,-1.9%,47,+0.4%,57,-0.6%,82,-3.0%,89,-3.7%
Al-Farouq Aminu,26.1,POR,Big,111,14,+4.4%,7,+7.5%,97,-6.6%,62,-1.3%,92,-7.9%,85,-2.2%,26,+2.7%,49,+0.4%
Kyle Anderson,23.1,SAS,Wing,150,27,+2.3%,17,+5.0%,89,-4.6%,41,+0.7%,76,-3.9%,39,+0.7%,74,-1.8%,62,-1.1%
Ryan Anderson,28.5,HOU,Big,328,5,+6.6%,41,+1.0%,16,+3.6%,51,-0.6%,28,+3.0%,15,+2.9%,95,-7.0%,92,-4.0%
Giannis Antetokounmpo,21.9,MIL,Forward,242,22,+3.1%,31,+2.7%,69,-1.7%,21,+3.0%,40,+1.3%,98,-4.4%,48,+0.4%,91,-3.9%
Trevor Ariza,31.3,HOU,Forward,412,8,+5.6%,75,-4.0%,28,+1.8%,25,+2.3%,20,+4.1%,36,+0.9%,67,-1.1%,58,-0.2%
Kent Bazemore,27.3,ATL,Wing,149,92,-8.3%,0,+16.3%,98,-8.7%,88,-4.3%,99,-13.1%,54,-0.4%,81,-2.9%,86,-3.3%
Bradley Beal,23.3,WAS,Wing,464,54,-0.6%,62,-1.9%,54,-0.4%,28,+1.9%,37,+1.5%,78,-1.8%,33,+2.2%,50,+0.4%
Patrick Beverley,28.3,HOU,Point,323,74,-2.4%,8,+7.4%,82,-3.5%,93,-5.5%,95,-8.9%,28,+1.2%,53,+0.4%,36,+1.5%
Bojan Bogdanovic,27.5,WAS,Forward,230,28,+1.9%,3,+8.6%,63,-1.3%,89,-4.4%,82,-5.7%,44,+0.4%,84,-3.3%,83,-2.9%
Avery Bradley,25.9,BOS,Combo,604,18,+3.5%,10,+6.6%,81,-3.5%,34,+1.3%,65,-2.2%,76,-1.7%,78,-2.7%,93,-4.4%
Malcolm Brogdon,23.9,MIL,Combo,177,88,-6.9%,45,+0.3%,87,-4.0%,23,+2.7%,59,-1.3%,96,-3.9%,14,+4.9%,41,+1.0%
Jaylen Brown,20.0,BOS,Wing,168,30,+1.7%,27,+3.2%,78,-2.8%,93,-5.4%,93,-8.2%,15,+3.0%,35,+2.0%,15,+5.0%
Jimmy Butler,27.1,CHI,Wing,238,43,+0.6%,33,+2.0%,94,-5.9%,95,-5.8%,98,-11.7%,24,+1.6%,6,+8.1%,3,+9.7%
Clint Capela,22.5,HOU,Big,285,33,+1.5%,18,+4.8%,20,+3.2%,68,-2.0%,41,+1.3%,33,+1.1%,96,-7.2%,97,-6.1%
DeMarre Carroll,30.3,TOR,Forward,149,12,+4.5%,20,+4.2%,84,-3.6%,54,-0.9%,79,-4.5%,11,+3.6%,85,-3.3%,54,+0.3%
Vince Carter,39.8,MEM,Wing,194,13,+4.4%,56,-0.9%,66,-1.4%,11,+4.9%,24,+3.4%,46,+0.2%,79,-2.7%,78,-2.5%
