Player,Age,Team,Pos,MIN,Diff Rank,Diff,Exp W,OFFENSE: Pts/Poss Rank,OFFENSE: Pts/Poss,OFFENSE: eFG% Rank,OFFENSE: eFG%,OFFENSE: TOV% Rank,OFFENSE: TOV%,OFFENSE: ORB% Rank,OFFENSE: ORB%,OFFENSE: FT Rate Rank,OFFENSE: FT Rate,DEFENSE: Pts/Poss Rank,DEFENSE: Pts/Poss,DEFENSE: eFG% Rank,DEFENSE: eFG%,DEFENSE: TOV% Rank,DEFENSE: TOV%,DEFENSE: ORB% Rank,DEFENSE: ORB%,DEFENSE: FT Rate Rank,DEFENSE: FT Rate
Alan Anderson,34.0,LAC,Wing,258,4,-15.4,-36,24,-4.7,29,-1.6%,90,-1.7%,12,-3.2%,1,-7.3,2,+10.6,11,+2.6%,2,-3.4%,31,+1.2%,0,+9.1
Justin Anderson,23.0,DAL,Wing,627,7,-13.0,-29,12,-7.1,2,-6.6%,63,-0.3%,85,+2.8%,89,+3.5,10,+5.8,7,+3.6%,64,+0.6%,32,+1.0%,27,+2.2
Justin Anderson,23.0,PHI,Wing,462,36,-3.1,-7,27,-4.3,43,-0.8%,27,+0.9%,16,-2.9%,11,-4.2,62,-1.2,52,-0.1%,21,-1.0%,50,+0.0%,97,-6.0
Kyle Anderson,23.1,SAS,Wing,912,65,+1.9,+4,34,-3.3,49,-0.4%,17,+1.3%,42,-0.5%,55,+0.3,90,-5.2,73,-1.2%,72,+0.8%,90,-3.1%,81,-2.8
Ryan Anderson,28.5,HOU,Big,2112,82,+5.9,+13,78,+3.3,81,+1.9%,40,+0.4%,52,+0.1%,46,-0.7,72,-2.5,26,+1.3%,59,+0.3%,96,-4.1%,82,-2.9
Giannis Antetokounmpo,21.9,MIL,Forward,2820,77,+4.7,+12,66,+1.5,34,-1.3%,83,-1.2%,54,+0.2%,86,+3.3,76,-3.2,72,-1.2%,78,+1.1%,30,+1.3%,28,+2.1
Carmelo Anthony,32.4,NYK,Forward,2532,47,-1.3,-3,85,+4.7,60,+0.4%,93,-2.0%,63,+1.0%,36,-1.4,9,+6.0,29,+1.1%,5,-2.3%,62,-0.7%,25,+2.4
Trevor Ariza,31.3,HOU,Forward,2759,52,-0.6,-2,77,+2.9,69,+0.9%,46,+0.2%,45,-0.3%,88,+3.5,21,+3.4,8,+3.4%,53,+0.1%,94,-3.6%,54,-0.2
Darrell Arthur,28.6,DEN,Big,620,33,-4.0,-10,35,-3.1,54,-0.0%,72,-0.7%,2,-5.7%,36,-1.4,42,+0.9,48,+0.1%,78,+1.1%,38,+0.7%,70,-1.6
Omer Asik,30.3,NOP,Big,481,28,-5.1,-13,16,-6.1,19,-2.6%,23,+1.0%,80,+2.3%,50,-0.2,61,-1.1,39,+0.5%,36,-0.5%,89,-2.9%,83,-3.0
D.J. Augustin,29.0,ORL,Combo,1456,8,-12.0,-25,6,-10.2,5,-4.9%,11,+1.8%,17,-2.9%,79,+2.6,34,+1.7,50,+0.0%,44,-0.2%,41,+0.5%,16,+3.3
Luke Babbitt,27.4,MIA,Forward,1044,36,-3.3,-9,29,-3.9,57,+0.2%,51,+0.0%,17,-2.9%,15,-3.6,57,-0.7,78,-1.5%,37,-0.5%,29,+1.3%,87,-3.6
Ron Baker,23.6,NYK,Combo,778,34,-3.7,-9,27,-4.3,34,-1.3%,36,+0.6%,22,-2.4%,78,+2.5,56,-0.6,47,+0.2%,93,+2.1%,67,-0.9%,36,+1.3
Wade Baldwin,20.6,MEM,Combo,381,2,-21.0,-44,1,-17.3,2,-6.2%,7,+2.5%,13,-3.2%,40,-1.1,20,+3.6,31,+1.0%,6,-2.1%,25,+1.6%,73,-2.0
Leandro Barbosa,33.9,PHX,Wing,946,68,+2.3,+5,41,-2.1,86,+2.3%,61,-0.3%,21,-2.4%,18,-3.2,86,-4.4,72,-1.1%,74,+0.9%,73,-1.4%,41,+0.8
J.J. Barea,32.4,DAL,Combo,768,87,+7.4,+19,78,+3.3,89,+2.7%,68,-0.5%,40,-0.7%,46,-0.7,83,-4.1,71,-1.0%,63,+0.6%,51,-0.0%,98,-6.5
Harrison Barnes,24.4,DAL,Big,2797,76,+4.5,+11,66,+1.3,83,+2.0%,34,+0.7%,12,-3.3%,27,-2.2,76,-3.2,61,-0.5%,89,+1.7%,69,-1.1%,24,+2.5
Matt Barnes,36.6,SAC,Forward,1360,58,+0.4,+1,63,+1.0,47,-0.6%,61,-0.2%,25,-1.9%,63,+1.0,45,+0.6,69,-0.9%,38,-0.5%,36,+0.8%,7,+4.9
Matt Barnes,36.6,GSW,Forward,376,7,-12.4,-24,5,-10.6,7,-4.4%,12,+1.8%,41,-0.6%,43,-0.9,33,+1.8,85,-2.1%,15,-1.4%,33,+1.0%,2,+7.4
Will Barton,25.8,DEN,Wing,1671,18,-7.8,-19,13,-6.8,8,-4.2%,19,+1.3%,80,+2.3%,57,+0.4,41,+1.0,57,-0.4%,91,+1.8%,26,+1.5%,15,+3.5
Brandon Bass,31.5,LAC,Big,458,1,-24.8,-51,6,-10.4,7,-4.3%,20,+1.2%,50,-0.0%,23,-2.5,1,+14.4,2,+5.3%,5,-2.3%,14,+2.5%,38,+1.0
Nicolas Batum,27.9,CHA,Wing,2611,73,+3.8,+10,79,+3.4,78,+1.6%,32,+0.8%,53,+0.1%,75,+2.2,55,-0.4,54,-0.2%,65,+0.6%,34,+0.9%,61,-0.9
Aron Baynes,29.9,DET,Big,1104,94,+11.4,+29,69,+1.8,64,+0.6%,42,+0.3%,30,-1.6%,81,+2.7,98,-9.6,99,-6.8%,57,+0.3%,75,-1.6%,6,+4.9
Kent Bazemore,27.3,ATL,Wing,1953,41,-2.4,-6,56,+0.0,63,+0.5%,71,-0.7%,43,-0.5%,71,+1.6,30,+2.4,59,-0.4%,33,-0.6%,3,+4.8%,50,+0.1
Bradley Beal,23.3,WAS,Wing,2680,97,+13.2,+33,97,+10.6,96,+4.2%,97,-2.6%,43,-0.5%,64,+1.0,73,-2.6,63,-0.7%,67,+0.6%,26,+1.5%,62,-0.9
Malik Beasley,19.9,DEN,Wing,112,100,+30.0,+39,89,+5.6,100,+7.5%,43,+0.3%,1,-8.7%,11,-4.2,100,-24.3,100,-11.0%,86,+1.5%,99,-5.1%,25,+2.4
Michael Beasley,27.8,MIL,Big,903,35,-3.5,-9,54,-0.2,48,-0.5%,32,+0.7%,88,+3.2%,68,+1.3,22,+3.3,43,+0.4%,22,-1.0%,68,-1.0%,48,+0.4
Marco Belinelli,30.6,CHA,Wing,1748,63,+1.4,+4,81,+3.7,80,+1.9%,49,+0.1%,10,-3.7%,78,+2.4,30,+2.3,15,+2.2%,48,-0.1%,62,-0.6%,44,+0.6
DeAndre' Bembry,22.3,ATL,Wing,273,5,-14.4,-31,14,-6.4,20,-2.5%,94,-2.1%,7,-4.4%,22,-2.6,5,+8.0,12,+2.5%,18,-1.3%,93,-3.5%,2,+6.8
Dragan Bender,19.0,PHX,Big,530,66,+2.0,+5,50,-1.0,52,-0.2%,63,-0.3%,38,-1.0%,25,-2.3,75,-3.0,81,-1.8%,19,-1.2%,51,-0.1%,29,+2.0
Anthony Bennett,23.6,BKN,Big,206,6,-13.5,-14,74,+2.5,47,-0.5%,70,-0.6%,87,+3.0%,100,+14.0,1,+16.0,1,+6.3%,1,-3.6%,18,+2.1%,91,-4.2
Davis Bertans,24.0,SAS,Big,684,42,-2.1,-4,39,-2.4,66,+0.6%,10,+1.9%,39,-0.8%,30,-1.9,53,-0.3,33,+0.9%,75,+0.9%,45,+0.3%,34,+1.4
Patrick Beverley,28.3,HOU,Point,2046,73,+3.8,+9,45,-1.7,70,+1.0%,74,-0.8%,80,+2.2%,1,-6.7,91,-5.4,36,+0.7%,88,+1.6%,70,-1.1%,67,-1.4
Bismack Biyombo,24.2,ORL,Big,1714,21,-6.9,-16,18,-5.7,19,-2.5%,43,+0.3%,57,+0.4%,73,+1.8,40,+1.1,77,-1.4%,38,-0.4%,33,+0.9%,51,+0.1
Nemanja Bjelica,28.5,MIN,Big,1140,70,+2.7,+7,22,-5.2,15,-3.1%,58,-0.2%,65,+1.0%,35,-1.6,95,-7.9,97,-4.6%,77,+1.1%,50,-0.0%,4,+5.6
Tarik Black,24.9,LAL,Big,1065,84,+6.7,+16,62,+0.7,36,-1.2%,24,+1.0%,96,+5.8%,41,-1.1,92,-6.1,95,-4.0%,61,+0.5%,56,-0.3%,44,+0.6
Eric Bledsoe,26.9,PHX,Point,2172,77,+4.7,+11,91,+6.7,80,+1.9%,41,+0.3%,51,+0.0%,94,+4.8,32,+2.0,17,+2.0%,58,+0.3%,83,-2.1%,52,-0.0
Bojan Bogdanovic,27.5,BKN,Wing,1468,65,+1.8,+3,62,+0.8,76,+1.4%,72,-0.7%,8,-4.3%,80,+2.7,61,-1.0,21,+1.8%,23,-1.0%,66,-0.8%,92,-4.4
Bojan Bogdanovic,27.5,WAS,Forward,584,80,+5.2,+13,60,+0.4,51,-0.3%,5,+2.8%,28,-1.7%,98,+6.3,88,-4.8,92,-2.8%,56,+0.2%,18,+2.1%,20,+3.0
Andrew Bogut,31.9,DAL,Big,581,71,+2.8,+6,8,-8.9,14,-3.1%,7,+2.2%,40,-0.7%,33,-1.7,99,-11.8,98,-6.2%,75,+1.0%,96,-4.1%,73,-1.9
Devin Booker,20.0,PHX,Wing,2720,85,+7.0,+16,96,+9.9,93,+3.2%,13,+1.7%,67,+1.2%,96,+5.7,26,+2.9,69,-0.9%,29,-0.7%,15,+2.5%,30,+1.8
Trevor Booker,28.9,BKN,Big,1747,35,-3.4,-8,28,-4.0,43,-0.7%,8,+2.1%,63,+1.0%,12,-3.9,56,-0.6,68,-0.8%,88,+1.6%,6,+3.6%,56,-0.3
Avery Bradley,25.9,BOS,Combo,1829,58,+0.3,+1,85,+4.7,89,+2.7%,34,+0.6%,55,+0.3%,35,-1.5,17,+4.4,20,+1.8%,54,+0.1%,4,+4.3%,43,+0.7
Corey Brewer,30.7,HOU,Wing,886,57,+0.3,+1,35,-3.1,52,-0.2%,68,-0.5%,46,-0.3%,9,-4.4,78,-3.4,90,-2.6%,84,+1.4%,17,+2.2%,17,+3.2
Corey Brewer,30.7,LAL,Wing,353,53,-0.4,-2,18,-5.6,14,-3.2%,82,-1.2%,26,-1.9%,31,-1.8,90,-5.2,70,-1.0%,79,+1.2%,62,-0.7%,76,-2.4
Malcolm Brogdon,23.9,MIL,Combo,1901,75,+4.4,+11,88,+5.3,78,+1.6%,86,-1.4%,59,+0.7%,61,+0.9,41,+0.9,47,+0.2%,34,-0.6%,53,-0.2%,56,-0.4
Aaron Brooks,31.8,IND,Point,812,48,-1.1,-3,41,-2.2,18,-2.6%,39,+0.4%,98,+7.1%,5,-5.2,61,-1.1,83,-1.9%,7,-2.0%,81,-2.0%,15,+3.4
Anthony Brown,24.1,NOP,Wing,135,42,-2.2,-6,31,-3.8,1,-8.3%,99,-2.9%,99,+8.8%,84,+3.2,66,-1.6,77,-1.5%,90,+1.8%,18,+2.1%,67,-1.3
Jaylen Brown,20.0,BOS,Wing,1293,11,-10.9,-27,5,-10.6,21,-2.4%,7,+2.1%,30,-1.6%,42,-1.0,48,+0.3,41,+0.4%,34,-0.6%,92,-3.4%,31,+1.6
Nicolas Brussino,23.7,DAL,Wing,408,6,-13.4,-26,22,-5.2,17,-2.7%,4,+3.2%,91,+3.9%,84,+3.1,4,+8.2,4,+4.4%,16,-1.4%,37,+0.7%,8,+4.5
Reggie Bullock,25.6,DET,Wing,413,94,+11.1,+29,73,+2.5,81,+1.9%,11,+1.8%,82,+2.4%,51,-0.1,96,-8.5,88,-2.4%,61,+0.5%,97,-4.4%,74,-2.0
Trey Burke,24.0,WAS,Combo,640,4,-15.3,-36,4,-12.0,15,-3.0%,6,+2.6%,38,-0.9%,4,-5.5,23,+3.3,53,-0.2%,5,-2.2%,37,+0.7%,29,+2.0
Alec Burks,25.3,UTA,Combo,620,22,-6.4,-16,32,-3.5,9,-4.1%,73,-0.7%,47,-0.2%,83,+3.0,26,+2.9,66,-0.8%,45,-0.2%,12,+2.7%,8,+4.5
Jimmy Butler,27.1,CHI,Wing,2803,95,+12.4,+31,93,+7.3,60,+0.4%,86,-1.5%,68,+1.2%,90,+3.8,89,-5.1,80,-1.7%,74,+0.9%,73,-1.5%,76,-2.4
Jose Calderon,35.1,LAL,Point,272,2,-19.2,-31,2,-12.5,9,-4.1%,2,+3.5%,82,+2.5%,0,-8.2,8,+6.7,7,+3.6%,15,-1.4%,76,-1.6%,79,-2.6
Jose Calderon,35.1,ATL,Combo,224,85,+7.0,+19,44,-1.8,44,-0.7%,31,+0.8%,87,+3.1%,17,-3.3,97,-8.8,96,-4.5%,31,-0.7%,86,-2.4%,31,+1.7
Kentavious Caldwell-Pope,23.7,DET,Wing,2525,24,-5.8,-16,71,+2.2,66,+0.7%,96,-2.3%,11,-3.3%,40,-1.1,5,+8.0,9,+3.1%,68,+0.7%,3,+5.2%,30,+1.8
Isaiah Canaan,25.5,CHI,Combo,513,13,-10.1,-25,18,-5.8,13,-3.3%,27,+1.0%,58,+0.5%,72,+1.7,17,+4.3,21,+1.7%,85,+1.4%,7,+3.4%,66,-1.2
Clint Capela,22.5,HOU,Big,1533,61,+1.3,+3,67,+1.6,79,+1.7%,77,-0.9%,73,+1.6%,16,-3.5,48,+0.3,23,+1.6%,33,-0.6%,79,-1.7%,94,-4.8
DeMarre Carroll,30.3,TOR,Forward,1874,32,-4.1,-10,45,-1.7,44,-0.7%,28,+0.9%,80,+2.2%,44,-0.8,30,+2.3,39,+0.5%,43,-0.3%,20,+1.9%,64,-1.1
Vince Carter,39.8,MEM,Wing,1791,89,+8.8,+23,93,+7.9,82,+2.0%,85,-1.4%,65,+1.0%,64,+1.0,59,-0.8,72,-1.1%,19,-1.3%,96,-4.0%,17,+3.3
Michael Carter-Williams,25.1,CHI,Point,804,25,-5.4,-14,20,-5.5,17,-2.7%,40,+0.4%,79,+2.1%,59,+0.6,50,-0.0,42,+0.4%,73,+0.9%,82,-2.1%,27,+2.2
Omri Casspi,28.4,SAC,Forward,393,53,-0.4,-1,31,-3.6,27,-1.8%,8,+2.1%,91,+4.0%,21,-2.7,77,-3.3,92,-2.8%,90,+1.8%,17,+2.2%,60,-0.8
Omri Casspi,28.4,MIN,Big,216,2,-19.8,-35,20,-5.4,4,-5.2%,7,+2.3%,98,+6.8%,89,+3.7,1,+14.4,0,+10.3%,97,+3.0%,19,+2.1%,4,+5.6
Willie Cauley-Stein,23.2,SAC,Big,1384,26,-5.4,-13,26,-4.4,39,-1.0%,77,-0.9%,19,-2.7%,7,-4.7,42,+0.9,51,-0.0%,78,+1.1%,12,+2.7%,76,-2.2
Tyson Chandler,34.1,PHX,Big,1295,79,+5.2,+12,84,+4.4,77,+1.6%,38,+0.5%,60,+0.7%,87,+3.4,57,-0.7,20,+1.8%,92,+1.9%,71,-1.2%,69,-1.5
Wilson Chandler,29.5,DEN,Forward,2186,29,-4.9,-12,55,-0.1,35,-1.2%,79,-1.0%,36,-1.2%,32,-1.8,15,+4.8,33,+0.8%,39,-0.4%,28,+1.4%,10,+4.3
Marquese Chriss,19.3,PHX,Big,1698,15,-9.2,-20,34,-3.3,61,+0.5%,18,+1.3%,38,-0.9%,21,-2.7,10,+5.9,3,+5.2%,56,+0.2%,45,+0.3%,74,-2.0
Rakeem Christmas,24.9,IND,Big,177,31,-4.4,-11,38,-2.5,31,-1.4%,0,+5.5%,100,+12.3%,60,+0.8,33,+1.9,47,+0.2%,77,+1.1%,4,+4.4%,42,+0.8
Semaj Christon,24.0,OKC,Combo,873,9,-11.5,-28,35,-3.1,39,-1.0%,30,+0.8%,64,+1.0%,45,-0.8,4,+8.3,12,+2.6%,46,-0.2%,15,+2.5%,29,+2.0
Ian Clark,25.7,GSW,Combo,925,14,-9.9,-17,22,-5.2,20,-2.4%,14,+1.6%,46,-0.3%,39,-1.3,16,+4.6,61,-0.5%,17,-1.4%,13,+2.6%,39,+1.0
Jordan Clarkson,24.4,LAL,Combo,2352,33,-4.1,-9,59,+0.3,41,-0.9%,29,+0.9%,72,+1.5%,90,+3.8,16,+4.4,41,+0.4%,41,-0.4%,16,+2.3%,19,+3.1
Norris Cole,28.1,OKC,Combo,101,16,-9.0,-23,11,-7.5,4,-5.4%,75,-0.8%,14,-3.1%,99,+7.1,37,+1.5,72,-1.1%,10,-1.8%,86,-2.4%,3,+6.3
Darren Collison,29.2,SAC,Combo,2055,55,+0.1,+0,76,+2.8,67,+0.8%,91,-1.8%,54,+0.1%,37,-1.4,27,+2.7,17,+2.0%,46,-0.2%,68,-1.0%,63,-1.0
Mike Conley,29.1,MEM,Point,2287,92,+10.2,+26,94,+8.8,95,+4.0%,88,-1.5%,34,-1.2%,69,+1.5,64,-1.4,49,+0.1%,36,-0.5%,67,-0.9%,81,-2.9
Pat Connaughton,23.8,POR,Wing,227,28,-5.1,-13,33,-3.5,52,-0.3%,1,+3.9%,69,+1.4%,23,-2.5,35,+1.6,28,+1.2%,20,-1.2%,95,-3.8%,32,+1.6
DeMarcus Cousins,26.2,SAC,Big,1885,80,+5.3,+14,97,+10.8,95,+3.7%,90,-1.7%,60,+0.7%,99,+7.7,12,+5.5,12,+2.5%,14,-1.5%,30,+1.2%,67,-1.3
DeMarcus Cousins,26.2,NOP,Big,573,66,+2.0,+5,35,-3.2,27,-1.8%,2,+3.9%,88,+3.3%,91,+4.0,90,-5.1,27,+1.2%,82,+1.3%,99,-4.9%,84,-3.1
Robert Covington,25.9,PHI,Forward,2110,88,+7.7,+16,50,-0.8,42,-0.8%,61,-0.2%,68,+1.2%,36,-1.5,96,-8.5,91,-2.7%,81,+1.2%,89,-2.9%,67,-1.3
Allen Crabbe,24.6,POR,Wing,2224,30,-4.5,-12,46,-1.5,31,-1.4%,38,+0.5%,5,-4.9%,96,+5.5,25,+3.0,47,+0.2%,14,-1.5%,83,-2.3%,6,+5.0
Jamal Crawford,36.6,LAC,Wing,2006,9,-11.3,-26,25,-4.7,8,-4.2%,22,+1.1%,13,-3.2%,79,+2.5,8,+6.6,19,+1.8%,31,-0.7%,38,+0.6%,1,+8.0
Jordan Crawford,28.0,NOP,Wing,419,43,-2.1,-6,95,+9.5,99,+5.6%,81,-1.0%,25,-2.0%,32,-1.8,2,+11.6,2,+6.0%,62,+0.5%,1,+6.7%,55,-0.3
Jae Crowder,26.3,BOS,Forward,2328,98,+14.6,+36,98,+11.9,96,+4.5%,95,-2.1%,42,-0.5%,88,+3.5,73,-2.6,86,-2.1%,57,+0.3%,32,+1.1%,41,+0.9
Dante Cunningham,29.5,NOP,Forward,1623,55,-0.0,+0,80,+3.5,93,+3.2%,63,-0.3%,32,-1.3%,31,-1.9,20,+3.5,18,+1.9%,47,-0.2%,78,-1.7%,46,+0.5
Seth Curry,26.2,DAL,Combo,2015,81,+5.7,+14,82,+3.9,81,+1.9%,70,-0.6%,28,-1.7%,58,+0.5,67,-1.8,58,-0.4%,66,+0.6%,53,-0.1%,56,-0.4
Stephen Curry,28.6,GSW,Point,2627,99,+17.6,+32,100,+18.4,99,+6.5%,39,+0.4%,92,+4.2%,90,+3.9,43,+0.8,14,+2.3%,96,+2.4%,78,-1.7%,38,+1.0
Troy Daniels,25.3,MEM,Wing,1133,67,+2.2,+6,63,+0.9,43,-0.8%,36,+0.6%,77,+1.9%,49,-0.4,64,-1.3,64,-0.7%,42,-0.3%,53,-0.1%,8,+4.6
Anthony Davis,23.6,NOP,Big,2700,91,+9.7,+24,75,+2.7,62,+0.5%,34,+0.7%,43,-0.5%,91,+4.1,94,-7.0,98,-5.8%,30,-0.7%,54,-0.2%,42,+0.8
Deyonta Davis,19.9,MEM,Big,212,21,-6.4,-17,16,-6.1,14,-3.1%,10,+1.9%,70,+1.4%,58,+0.5,47,+0.4,93,-3.0%,7,-2.0%,8,+3.2%,2,+6.5
Ed Davis,27.4,POR,Big,787,12,-10.5,-25,17,-5.9,10,-3.8%,31,+0.8%,91,+3.9%,75,+2.1,16,+4.6,37,+0.7%,13,-1.6%,76,-1.7%,5,+5.6
DeMar DeRozan,27.2,TOR,Wing,2615,18,-7.9,-18,60,+0.4,31,-1.5%,44,+0.2%,21,-2.4%,92,+4.1,4,+8.3,49,+0.1%,1,-3.9%,34,+0.8%,40,+0.9
Dewayne Dedmon,27.2,SAS,Big,1252,47,-1.3,-2,30,-3.9,34,-1.3%,5,+3.0%,94,+5.2%,29,-2.0,73,-2.6,89,-2.6%,65,+0.6%,43,+0.3%,17,+3.2
Sam Dekker,22.5,HOU,Forward,1335,38,-2.9,-7,42,-2.1,42,-0.8%,40,+0.4%,55,+0.2%,23,-2.5,43,+0.8,70,-1.0%,51,-0.0%,9,+3.1%,46,+0.5
Malcolm Delaney,27.6,ATL,Combo,1187,69,+2.5,+7,58,+0.3,49,-0.4%,89,-1.6%,15,-3.1%,63,+1.0,70,-2.2,55,-0.3%,88,+1.6%,69,-1.1%,50,+0.2
Matthew Dellavedova,26.1,MIL,Point,1971,38,-2.9,-8,37,-2.7,24,-2.1%,43,+0.3%,76,+1.9%,65,+1.1,49,+0.2,39,+0.5%,63,+0.6%,56,-0.3%,36,+1.2
Luol Deng,31.5,LAL,Forward,1478,55,-0.1,-1,28,-4.1,35,-1.2%,31,+0.8%,32,-1.4%,52,-0.0,83,-4.0,87,-2.3%,13,-1.6%,83,-2.2%,89,-3.8
Cheick Diallo,20.1,NOP,Big,163,13,-10.2,-22,53,-0.2,38,-1.1%,66,-0.4%,71,+1.5%,30,-2.0,2,+10.0,1,+6.4%,97,+2.9%,2,+5.2%,96,-5.8
Boris Diaw,34.5,UTA,Big,1274,28,-5.0,-13,30,-3.8,42,-0.8%,48,+0.1%,23,-2.2%,48,-0.4,40,+1.1,19,+1.8%,77,+1.1%,46,+0.2%,66,-1.2
Gorgui Dieng,26.8,MIN,Big,2640,76,+4.4,+11,63,+0.9,73,+1.2%,52,+0.0%,16,-2.9%,49,-0.3,79,-3.5,75,-1.3%,49,-0.1%,72,-1.3%,99,-7.5
Spencer Dinwiddie,23.6,BKN,Point,1261,67,+2.2,+5,57,+0.2,25,-2.0%,92,-2.0%,49,-0.1%,68,+1.3,69,-2.0,54,-0.2%,71,+0.8%,80,-1.9%,87,-3.5
Toney Douglas,30.6,MEM,Combo,370,31,-4.1,-11,80,+3.5,33,-1.3%,51,+0.0%,97,+6.8%,83,+3.0,5,+7.6,5,+4.1%,19,-1.3%,99,-6.1%,1,+8.4
Goran Dragic,30.5,MIA,Point,2447,63,+1.5,+4,87,+5.2,77,+1.6%,37,+0.6%,78,+2.0%,67,+1.2,20,+3.7,16,+2.1%,22,-1.0%,23,+1.7%,59,-0.7
Andre Drummond,23.2,DET,Big,2406,8,-12.1,-31,32,-3.5,51,-0.3%,45,+0.2%,70,+1.4%,8,-4.6,4,+8.6,2,+5.6%,46,-0.2%,11,+2.8%,95,-5.2
Jared Dudley,31.3,PHX,Forward,1352,82,+5.9,+14,51,-0.7,56,+0.1%,68,-0.5%,26,-1.9%,42,-1.0,94,-6.6,96,-4.3%,67,+0.7%,55,-0.2%,38,+1.1
Mike Dunleavy,36.1,CLE,Wing,314,8,-11.6,-25,2,-14.2,25,-2.1%,2,+3.7%,0,-8.8%,65,+1.1,73,-2.6,82,-1.8%,31,-0.7%,83,-2.2%,22,+2.8
Mike Dunleavy,36.1,ATL,Wing,438,36,-3.1,-8,23,-5.1,9,-4.1%,73,-0.7%,8,-4.3%,9,-4.4,68,-1.9,71,-1.0%,31,-0.7%,59,-0.5%,40,+0.9
Kris Dunn,22.6,MIN,Combo,1257,22,-6.2,-16,24,-4.9,23,-2.2%,35,+0.6%,92,+4.4%,29,-2.1,39,+1.3,40,+0.5%,82,+1.3%,26,+1.5%,19,+3.0
Kevin Durant,28.1,GSW,Forward,2051,90,+9.2,+14,92,+7.2,93,+3.3%,84,-1.2%,15,-3.0%,94,+4.7,69,-2.0,59,-0.5%,5,-2.3%,93,-3.6%,61,-0.8
Wayne Ellington,28.9,MIA,Wing,1463,64,+1.8,+5,62,+0.6,53,-0.1%,74,-0.8%,58,+0.6%,25,-2.3,62,-1.2,45,+0.2%,82,+1.3%,27,+1.4%,38,+1.1
Monta Ellis,31.0,IND,Combo,1978,31,-4.3,-11,37,-2.7,49,-0.4%,74,-0.8%,20,-2.6%,55,+0.2,34,+1.6,45,+0.2%,62,+0.5%,22,+1.7%,43,+0.7
Joel Embiid,22.6,PHI,Big,781,96,+12.7,+32,69,+1.9,70,+0.9%,15,+1.5%,73,+1.6%,100,+9.6,99,-10.8,97,-4.6%,48,-0.1%,86,-2.4%,78,-2.6
James Ennis,26.3,MEM,Forward,1466,56,+0.1,+0,55,-0.2,37,-1.1%,45,+0.2%,44,-0.4%,92,+4.1,53,-0.3,86,-2.1%,39,-0.4%,39,+0.6%,29,+2.0
