Player,Age,Team,Pos,MIN,Diff Rank,Diff,Exp W,OFFENSE: Pts/Poss Rank,OFFENSE: Pts/Poss,OFFENSE: eFG% Rank,OFFENSE: eFG%,OFFENSE: TOV% Rank,OFFENSE: TOV%,OFFENSE: ORB% Rank,OFFENSE: ORB%,OFFENSE: FT Rate Rank,OFFENSE: FT Rate,DEFENSE: Pts/Poss Rank,DEFENSE: Pts/Poss,DEFENSE: eFG% Rank,DEFENSE: eFG%,DEFENSE: TOV% Rank,DEFENSE: TOV%,DEFENSE: ORB% Rank,DEFENSE: ORB%,DEFENSE: FT Rate Rank,DEFENSE: FT Rate
Arron Afflalo,24.0,DEN,Wing,118,66,+4.0,+10,71,+5.4,99,+11.0%,22,+2.2%,5,-7.7%,8,-10.9,50,+1.4,11,+6.0%,72,+1.7%,79,-4.8%,72,-5.3
LaMarcus Aldridge,24.3,POR,Big,225,84,+16.0,+14,23,-6.2,43,-0.6%,24,+2.2%,44,-0.2%,76,+5.0,97,-22.2,91,-6.2%,67,+1.5%,97,-12.3%,96,-15.9
Ray Allen,34.3,BOS,Wing,922,55,+0.3,+0,80,+7.9,56,+0.4%,57,-0.5%,92,+5.5%,61,+2.2,22,+7.6,37,+1.9%,4,-5.2%,67,-2.5%,54,-1.7
Tony Allen,27.8,BOS,Wing,379,39,-4.4,-11,16,-8.3,17,-4.2%,48,+0.5%,37,-0.8%,57,+1.4,72,-3.9,74,-2.8%,92,+4.4%,26,+3.6%,10,+8.3
Lou Amundson,26.9,PHX,Big,172,50,-0.8,-1,18,-8.0,7,-6.4%,39,+1.2%,94,+6.1%,24,-4.6,83,-7.2,82,-3.6%,84,+2.7%,35,+2.2%,45,-0.1
Chris Andersen,31.3,DEN,Big,115,57,+0.7,+2,55,+2.2,24,-2.9%,55,-0.1%,82,+3.2%,98,+16.1,49,+1.5,86,-4.3%,19,-2.6%,21,+4.5%,29,+2.5
Carmelo Anthony,25.4,DEN,Wing,252,99,+41.8,+47,65,+4.1,54,+0.2%,92,-4.9%,97,+7.4%,1,-17.5,100,-37.7,95,-9.8%,100,+11.0%,98,-13.5%,100,-21.5
Carlos Arroyo,30.3,MIA,Point,110,18,-10.9,-22,13,-8.6,9,-5.9%,92,-5.3%,13,-5.3%,6,-11.8,45,+2.3,12,+5.6%,83,+2.7%,77,-4.5%,80,-7.4
Leandro Barbosa,26.9,PHX,Wing,227,68,+5.2,+12,24,-5.4,20,-3.6%,72,-2.1%,55,+0.4%,15,-6.4,87,-10.6,87,-4.5%,89,+3.8%,36,+2.0%,49,-0.5
Matt Barnes,29.6,ORL,Wing,325,50,-0.5,-3,85,+9.9,83,+4.9%,50,+0.2%,70,+1.8%,39,-2.0,14,+10.4,10,+6.2%,28,-1.9%,71,-2.7%,33,+2.0
Nicolas Batum,20.9,POR,Wing,138,91,+19.7,+28,83,+9.1,64,+1.8%,71,-2.0%,40,-0.4%,83,+6.3,87,-10.6,84,-4.0%,21,-2.6%,61,-1.4%,99,-18.6
Jerryd Bayless,21.2,POR,Combo,156,47,-1.9,-4,13,-8.6,27,-2.6%,53,-0.0%,22,-3.4%,71,+4.4,82,-6.7,94,-8.1%,38,-1.0%,39,+1.6%,55,-2.3
