Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,2P% Rank,2P%,3P% Rank,3P%,FT% Rank,FT%,ASTD% All Rank,ASTD% All,ASTD% Rim Rank,ASTD% Rim,ASTD% Mid Rank,ASTD% Mid,ASTD% Three Rank,ASTD% Three
Daniel Hamilton,23.2,ATL,Wing,172,27,48.0%,18,43.3%,49,35.0%,0,50.0%,80,55%,89,38%,91,20%,1,100%
Tim Hardaway Jr.,26.6,NYK,Wing,1498,19,46.9%,16,42.4%,47,34.8%,81,85.4%,87,49%,99,28%,62,42%,88,68%
Tim Hardaway Jr.,26.6,DAL,Wing,557,38,49.2%,55,49.6%,26,32.6%,40,76.7%,49,72%,71,50%,24,71%,67,87%
James Harden,29.2,HOU,Combo,2862,90,54.2%,86,52.8%,66,36.8%,92,87.9%,100,13%,100,10%,95,12%,100,16%
Maurice Harkless,25.5,POR,Forward,1415,58,53.1%,85,58.1%,7,28.0%,18,67.1%,52,72%,35,69%,52,53%,56,94%
Montrezl Harrell,24.8,LAC,Big,2140,89,62.4%,84,62.4%,0,37.5%,18,64.2%,61,70%,29,73%,80,53%,22,100%
Devin Harris,35.7,DAL,Combo,1063,39,48.2%,58,47.6%,31,32.4%,29,76.1%,5,71%,10,63%,10,45%,29,87%
Gary Harris,24.1,DEN,Wing,1637,36,49.1%,45,47.7%,36,34.0%,52,79.9%,52,69%,59,59%,35,64%,61,89%
Joe Harris,27.2,BKN,Wing,2291,98,62.4%,79,52.6%,99,47.7%,66,82.7%,11,89%,17,79%,11,82%,23,99%
Tobias Harris,26.3,PHI,Forward,943,52,52.5%,69,54.2%,28,32.6%,90,86.0%,80,58%,45,64%,79,37%,92,80%
Tobias Harris,26.3,LAC,Forward,1903,82,56.4%,59,52.3%,94,44.1%,96,87.4%,97,46%,85,42%,96,27%,90,81%
Andrew Harrison,24.0,CLE,Wing,129,1,31.9%,2,30.4%,0,23.1%,0,100.0%,99,30%,91,33%,95,0%,100,33%
Shaquille Harrison,25.1,CHI,Combo,1310,24,46.9%,41,46.9%,24,31.2%,12,68.4%,49,47%,41,43%,47,23%,25,88%
Josh Hart,23.7,LAL,Wing,1689,54,51.1%,64,50.3%,39,34.5%,11,68.8%,26,82%,31,73%,28,67%,48,92%
Isaiah Hartenstein,20.5,HOU,Big,185,38,52.9%,47,54.8%,0,25.0%,0,83.3%,8,89%,2,88%,0,0%,22,100%
Gordon Hayward,28.6,BOS,Wing,1833,62,52.3%,84,54.0%,30,33.0%,72,83.2%,58,67%,40,68%,48,52%,66,87%
John Henson,27.8,MIL,Big,173,34,52.5%,55,55.6%,28,30.8%,0,60.0%,44,75%,38,71%,64,67%,95,88%
Juan Hernangomez,23.1,DEN,Forward,1275,77,55.8%,82,57.0%,65,36.4%,56,77.2%,17,85%,30,71%,0,100%,31,98%
Willy Hernangomez,24.4,CHA,Big,746,43,53.3%,28,51.9%,94,41.7%,32,69.4%,68,69%,71,60%,31,81%,22,100%
Mario Hezonja,23.7,NYK,Forward,1161,11,45.0%,31,46.8%,6,27.3%,54,76.7%,86,56%,68,54%,82,37%,80,85%
Buddy Hield,25.9,SAC,Wing,2622,87,56.2%,50,48.7%,95,42.9%,94,88.6%,64,65%,60,58%,60,42%,74,84%
Nene Hilario,36.1,HOU,Big,533,30,51.9%,36,52.8%,0,0.0%,17,63.6%,29,80%,32,72%,9,95%,0,0%
George Hill,32.5,CLE,Combo,344,97,57.5%,88,53.2%,98,46.4%,0,85.0%,59,44%,32,45%,42,25%,73,69%
George Hill,32.5,MIL,Combo,940,54,51.0%,98,55.9%,17,29.9%,71,83.9%,25,57%,14,55%,61,21%,39,83%
Solomon Hill,27.6,NOP,Wing,868,21,47.1%,41,46.8%,19,31.6%,21,71.9%,19,84%,24,75%,49,50%,1,100%
Aaron Holiday,22.1,IND,Point,512,20,46.4%,6,41.3%,42,34.1%,45,78.8%,15,58%,24,41%,17,38%,24,84%
Jrue Holiday,28.4,NOP,Combo,2401,80,52.6%,93,54.0%,39,33.0%,33,76.7%,76,37%,54,38%,76,17%,86,59%
Justin Holiday,29.6,CHI,Wing,1324,55,51.2%,19,43.5%,59,36.3%,97,89.1%,20,83%,55,60%,26,69%,46,94%
Justin Holiday,29.6,MEM,Wing,1257,22,47.2%,25,44.6%,30,33.2%,96,88.9%,13,88%,13,80%,6,88%,48,94%
Rondae Hollis-Jefferson,23.8,BKN,Big,1197,2,42.3%,5,43.5%,5,20.5%,20,64.4%,51,73%,38,71%,49,73%,22,100%
Richaun Holmes,25.0,PHX,Big,1142,82,60.0%,75,60.0%,0,0.0%,46,72.9%,40,77%,16,77%,42,76%,0,0%
Rodney Hood,26.0,POR,Wing,655,59,51.9%,74,51.9%,42,34.6%,56,80.5%,84,51%,43,67%,81,29%,82,75%
Rodney Hood,26.0,CLE,Wing,1226,39,49.3%,35,46.0%,60,36.4%,100,91.2%,88,48%,51,63%,77,32%,87,69%
Al Horford,32.4,BOS,Big,1972,76,58.8%,77,60.6%,62,36.1%,85,82.1%,31,80%,13,79%,50,72%,22,100%
Danuel House,25.4,HOU,Forward,905,96,61.1%,79,55.2%,88,42.1%,66,78.6%,7,90%,6,85%,86,33%,48,96%
Dwight Howard,32.9,WAS,Big,229,88,62.3%,83,62.3%,0,0.0%,11,60.4%,45,74%,23,75%,52,71%,0,0%
Kevin Huerter,20.2,ATL,Wing,2007,62,52.2%,30,45.5%,77,38.4%,20,71.7%,67,64%,48,65%,72,33%,81,77%
Chandler Hutchison,22.5,CHI,Forward,811,38,50.8%,56,52.1%,16,30.8%,8,61.3%,58,72%,32,70%,46,60%,0,100%
Serge Ibaka,29.1,TOR,Big,2004,61,55.8%,68,58.6%,19,29.2%,61,76.0%,26,81%,51,67%,17,90%,71,98%
Andre Iguodala,34.8,GSW,Wing,1564,94,58.6%,98,65.4%,36,34.0%,2,58.2%,27,82%,23,75%,15,77%,32,96%
Ersan Ilyasova,31.5,MIL,Big,1199,35,52.6%,20,49.5%,78,38.0%,87,82.4%,29,80%,51,67%,34,80%,22,100%
Joe Ingles,31.1,UTA,Wing,2565,89,56.9%,82,53.5%,83,39.4%,16,70.7%,72,62%,86,40%,69,37%,75,83%
Brandon Ingram,21.2,LAL,Wing,1758,60,51.9%,77,52.3%,27,33.0%,9,67.7%,94,41%,82,44%,82,26%,57,90%
Kyrie Irving,26.6,BOS,Point,2213,89,56.0%,91,53.5%,87,40.3%,95,87.3%,59,37%,69,25%,26,28%,69,64%
Jonathan Isaac,21.1,ORL,Big,1994,14,49.9%,24,50.9%,34,32.3%,82,81.5%,41,76%,65,62%,47,73%,68,99%
Wes Iwundu,23.9,ORL,Wing,1134,24,47.7%,16,42.9%,81,39.2%,60,81.1%,52,69%,67,53%,33,65%,1,100%
Frank Jackson,20.5,NOP,Combo,1117,46,49.0%,68,49.8%,27,31.8%,23,73.1%,3,72%,8,65%,2,63%,20,90%
Jaren Jackson,19.1,MEM,Big,1491,58,55.4%,57,55.8%,64,36.2%,61,75.9%,68,69%,58,64%,68,62%,84,94%
Josh Jackson,21.7,PHX,Forward,1975,17,45.8%,23,44.5%,31,32.9%,20,67.1%,85,57%,54,59%,90,32%,65,92%
Justin Jackson,23.6,SAC,Forward,1040,41,51.1%,49,50.8%,46,34.2%,76,81.3%,20,84%,21,75%,25,72%,32,98%
Justin Jackson,23.6,DAL,Forward,510,85,57.2%,93,59.4%,63,35.8%,42,74.1%,13,87%,11,80%,8,84%,42,97%
Reggie Jackson,28.5,DET,Point,2287,59,50.9%,35,46.4%,77,37.4%,89,86.4%,39,43%,61,28%,76,14%,33,79%
LeBron James,33.8,LAL,Forward,1930,80,56.2%,86,58.3%,44,34.2%,14,66.3%,100,34%,90,41%,100,13%,100,34%
John Jenkins,27.7,NYK,Wing,270,35,48.9%,29,45.2%,42,34.7%,0,80.0%,16,86%,1,100%,11,80%,63,88%
Jonas Jerebko,31.7,GSW,Big,1072,60,55.7%,55,55.6%,75,37.7%,88,83.3%,12,86%,36,71%,24,84%,22,100%
Amir Johnson,31.5,PHI,Big,427,29,51.6%,41,53.7%,22,29.6%,53,75.0%,71,68%,61,64%,71,60%,22,100%
James Johnson,31.7,MIA,Big,1154,18,50.4%,20,49.6%,48,34.5%,40,71.4%,84,62%,80,57%,96,39%,96,86%
Stanley Johnson,22.4,DET,Forward,934,18,45.8%,37,48.8%,10,28.9%,70,79.6%,82,58%,93,37%,97,26%,34,98%
Stanley Johnson,22.4,NOP,Forward,224,20,46.2%,11,41.7%,56,35.5%,0,62.5%,87,55%,94,33%,55,50%,87,82%
Tyler Johnson,26.5,MIA,Point,1099,61,51.3%,61,49.5%,52,35.3%,23,69.8%,2,77%,4,59%,2,61%,0,100%
Tyler Johnson,26.5,PHX,Point,405,7,44.0%,4,40.6%,19,32.1%,93,87.2%,13,59%,6,56%,35,25%,28,83%
Wesley Johnson,31.3,WAS,Wing,156,2,32.5%,1,28.6%,5,23.1%,0,70.0%,9,90%,1,100%,28,67%,1,100%
Wesley Johnson,31.3,NOP,Wing,371,43,50.0%,18,43.2%,63,36.7%,0,66.7%,34,79%,43,67%,43,57%,40,94%
Nikola Jokic,23.7,DEN,Big,2500,51,54.8%,61,56.9%,31,31.2%,84,82.1%,95,54%,98,39%,73,60%,90,92%
Damian Jones,23.3,GSW,Big,398,99,70.0%,97,70.0%,0,0.0%,20,64.5%,9,88%,3,87%,1,100%,0,0%
Jalen Jones,25.4,CLE,Forward,186,32,50.0%,54,51.7%,25,32.0%,0,69.6%,92,52%,99,18%,55,50%,0,100%
Jemerrio Jones,23.6,LAL,Wing,133,9,43.3%,30,45.5%,0,25.0%,0,50.0%,60,67%,55,60%,0,0%,1,100%
Tyus Jones,22.5,MIN,Point,1505,22,46.5%,30,45.7%,25,32.5%,68,83.3%,70,32%,78,21%,46,24%,63,66%
Derrick Jones Jr.,21.7,MIA,Forward,1105,65,54.0%,77,55.2%,40,33.8%,6,60.2%,55,72%,42,66%,31,67%,0,100%
DeAndre Jordan,30.3,DAL,Big,1554,94,64.4%,91,64.4%,0,0.0%,29,68.2%,46,74%,27,74%,38,78%,0,0%
DeAndre Jordan,30.3,NYK,Big,493,92,63.4%,88,63.4%,0,0.0%,68,77.3%,79,64%,57,65%,71,60%,0,0%
Cory Joseph,27.2,IND,Combo,2002,20,46.5%,31,45.2%,41,33.1%,15,69.8%,58,44%,47,41%,54,22%,14,94%
Frank Kaminsky,25.6,CHA,Big,678,50,54.6%,54,55.5%,58,35.7%,58,75.8%,16,84%,12,79%,61,68%,22,100%
Enes Kanter,26.5,POR,Big,511,75,58.6%,73,59.9%,0,25.0%,51,73.5%,96,52%,94,51%,79,54%,22,100%
Enes Kanter,26.5,NYK,Big,1121,49,54.4%,46,54.8%,34,31.8%,83,81.9%,98,50%,96,47%,77,55%,97,86%
Luke Kennard,22.4,DET,Wing,1396,77,54.5%,51,48.8%,86,40.0%,80,84.5%,60,67%,52,62%,62,41%,62,89%
Michael Kidd-Gilchrist,25.1,CHA,Big,1149,16,50.2%,18,48.9%,79,38.1%,66,77.0%,62,70%,67,62%,43,76%,22,100%
Maxi Kleber,26.8,DAL,Big,1462,55,55.3%,66,58.5%,53,35.2%,70,78.4%,16,84%,18,76%,69,61%,22,100%
Brandon Knight,26.9,CLE,Wing,614,43,50.0%,28,45.2%,69,37.1%,0,78.3%,97,34%,98,29%,94,11%,96,58%
Brandon Knight,26.9,HOU,Wing,106,0,29.1%,6,35.7%,1,17.2%,0,71.4%,77,60%,1,100%,72,33%,95,60%
Kevin Knox,19.2,NYK,Forward,2089,10,43.9%,7,38.9%,53,34.4%,32,70.8%,68,64%,77,50%,61,46%,70,90%
Furkan Korkmaz,21.3,PHI,Forward,588,37,50.8%,44,50.0%,49,34.2%,92,86.7%,37,78%,56,57%,28,69%,38,97%
Luke Kornet,23.3,NYK,Big,722,20,50.8%,2,40.7%,71,36.9%,90,83.7%,11,86%,65,62%,74,58%,69,98%
Kyle Korver,37.6,UTA,Wing,1069,79,54.7%,44,47.3%,73,38.1%,63,82.5%,0,98%,6,92%,4,95%,22,99%
Kyle Korver,37.6,CLE,Forward,241,100,64.2%,32,47.6%,99,47.2%,0,81.3%,1,94%,0,100%,27,71%,0,100%
Kosta Koufos,29.7,SAC,Big,467,6,45.9%,9,45.9%,0,0.0%,0,42.9%,47,74%,74,59%,18,88%,0,0%
Rodions Kurucs,20.7,BKN,Forward,1267,51,52.2%,68,54.1%,32,32.9%,64,78.3%,61,69%,48,63%,75,38%,66,91%
Kyle Kuzma,23.3,LAL,Big,2300,28,51.6%,52,55.4%,26,30.5%,54,75.2%,64,70%,47,68%,83,50%,90,92%
Zach LaVine,23.6,CHI,Wing,2170,64,52.4%,66,50.4%,70,37.9%,71,83.2%,95,38%,87,38%,92,18%,98,53%
Jeremy Lamb,26.4,CHA,Wing,2244,43,49.9%,52,48.8%,48,34.9%,95,88.8%,81,55%,79,46%,61,42%,74,84%
Jake Layman,24.7,POR,Forward,1260,90,58.3%,99,64.8%,32,32.9%,28,70.1%,35,80%,18,76%,21,73%,66,91%
Caris LeVert,24.2,BKN,Wing,1051,29,48.1%,48,48.3%,20,31.8%,12,69.1%,96,34%,91,36%,90,21%,99,46%
TJ Leaf,21.5,IND,Big,425,84,60.1%,90,64.0%,16,28.0%,0,70.8%,87,60%,95,50%,42,76%,97,86%
Courtney Lee,33.1,NYK,Wing,157,43,50.0%,57,50.0%,0,33.3%,0,69.2%,45,74%,1,100%,35,64%,79,80%
Courtney Lee,33.1,DAL,Wing,244,16,46.1%,50,48.7%,13,28.9%,0,71.4%,60,67%,84,40%,33,64%,77,82%
Damion Lee,26.0,GSW,Wing,302,85,55.7%,57,50.0%,86,40.0%,0,90.9%,10,89%,36,71%,7,88%,32,96%
Walter Lemon Jr.,26.3,CHI,Point,156,6,43.9%,11,42.9%,0,40.0%,0,72.7%,76,29%,65,26%,54,20%,0,100%
Alex Len,25.4,ATL,Big,1507,48,54.4%,45,54.4%,63,36.2%,18,64.1%,39,78%,40,70%,41,77%,22,100%
Kawhi Leonard,27.3,TOR,Forward,2039,73,54.5%,70,54.2%,68,37.1%,86,85.4%,99,36%,92,37%,99,21%,97,68%
Meyers Leonard,26.7,POR,Big,853,97,66.0%,88,63.8%,99,45.8%,89,83.7%,10,87%,6,84%,38,78%,85,94%
Jon Leuer,29.5,DET,Big,334,76,58.7%,92,65.3%,0,9.1%,0,68.4%,37,78%,11,79%,49,73%,22,100%
Damian Lillard,28.3,POR,Point,2833,72,52.3%,65,49.8%,73,36.9%,98,91.2%,74,29%,74,22%,70,16%,93,46%
Jeremy Lin,30.2,TOR,Combo,402,0,37.5%,24,44.3%,0,16.7%,69,83.8%,51,47%,39,44%,25,36%,54,75%
Jeremy Lin,30.2,ATL,Combo,935,61,51.3%,78,52.1%,34,32.8%,83,85.6%,78,36%,69,33%,90,14%,63,74%
Shaun Livingston,33.1,GSW,Combo,938,75,52.2%,80,52.2%,0,0.0%,42,78.4%,29,55%,2,74%,14,42%,0,0%
Kevon Looney,22.7,GSW,Big,1431,90,62.7%,89,63.8%,0,11.1%,13,61.8%,53,72%,41,70%,25,83%,22,100%
Brook Lopez,30.6,MIL,Big,2308,67,57.0%,80,61.5%,66,36.5%,92,84.2%,25,81%,32,72%,82,52%,81,95%
Robin Lopez,30.6,CHI,Big,1601,68,57.2%,70,58.8%,4,20.0%,44,72.4%,90,58%,92,53%,69,62%,22,100%
Kevin Love,30.1,CLE,Big,597,8,47.5%,3,41.2%,61,36.1%,100,90.4%,57,71%,94,52%,81,52%,92,91%
Kyle Lowry,32.6,TOR,Point,2208,69,51.8%,76,51.1%,48,34.8%,64,83.0%,22,53%,35,36%,54,20%,44,74%
Timothe Luwawu-Cabarrot,23.5,CHI,Wing,498,18,46.9%,23,44.3%,25,32.6%,39,76.7%,30,82%,48,65%,41,60%,1,100%
Timothe Luwawu-Cabarrot,23.5,OKC,Wing,102,8,41.2%,43,47.1%,3,22.2%,0,66.7%,21,83%,24,75%,0,0%,1,100%
Trey Lyles,23.0,DEN,Big,1035,9,47.7%,44,54.1%,10,25.7%,33,69.5%,58,71%,46,68%,79,54%,86,94%
Shelvin Mack,28.5,MEM,Combo,1180,31,47.8%,22,44.3%,63,36.6%,21,71.4%,42,49%,17,53%,24,36%,93,56%
Ian Mahinmi,32.0,WAS,Big,480,7,47.0%,17,48.8%,0,23.1%,25,66.7%,83,62%,76,58%,67,64%,22,100%
Thon Maker,21.7,MIL,Big,339,70,57.4%,93,65.8%,45,34.4%,2,53.1%,1,96%,2,89%,1,100%,22,100%
Thon Maker,21.7,DET,Big,528,6,46.7%,12,47.2%,28,30.9%,75,79.1%,7,89%,16,77%,1,100%,22,100%
Boban Marjanovic,30.2,LAC,Big,324,86,61.5%,80,61.5%,0,0.0%,73,78.5%,82,63%,76,58%,34,80%,0,0%
Boban Marjanovic,30.2,PHI,Big,301,92,63.6%,85,62.7%,0,50.0%,43,72.2%,55,71%,58,64%,36,79%,22,100%
Lauri Markkanen,21.4,CHI,Big,1679,21,50.9%,14,47.9%,66,36.4%,96,87.2%,67,69%,73,59%,90,46%,70,98%
Jarell Martin,24.4,ORL,Big,220,20,50.8%,1,33.3%,95,42.1%,0,87.5%,17,84%,77,57%,83,50%,22,100%
Frank Mason,24.6,SAC,Point,327,11,45.4%,67,50.0%,0,23.7%,16,68.6%,80,28%,39,35%,67,17%,98,33%
Wesley Matthews,32.0,DAL,Combo,1311,83,52.8%,34,46.1%,80,38.5%,46,79.1%,2,72%,7,68%,27,34%,17,92%
Wesley Matthews,32.0,IND,Wing,725,43,50.0%,11,40.7%,66,36.9%,82,85.4%,16,85%,9,84%,33,64%,52,92%
Patrick McCaw,23.0,TOR,Wing,295,71,53.2%,74,52.0%,45,34.8%,0,86.7%,72,62%,84,40%,72,33%,1,100%
CJ McCollum,27.1,POR,Combo,2373,81,52.8%,69,50.7%,71,37.7%,67,82.8%,53,47%,31,46%,36,30%,68,73%
TJ McConnell,26.6,PHI,Point,1403,87,55.3%,96,55.4%,58,36.1%,52,80.0%,31,44%,31,38%,9,42%,0,100%
Doug McDermott,26.8,IND,Wing,1235,94,57.8%,87,54.6%,90,40.7%,68,82.9%,1,96%,6,93%,6,92%,1,100%
JaVale McGee,30.8,LAL,Big,1658,90,62.5%,87,63.4%,0,9.1%,15,63.5%,36,78%,12,79%,46,74%,22,100%
Rodney McGruder,27.3,MIA,Wing,1521,32,48.5%,32,45.7%,41,34.5%,23,72.2%,65,65%,78,48%,70,36%,39,95%
Alfonzo McKinnie,26.1,GSW,Wing,841,91,57.6%,95,59.3%,65,36.9%,1,54.8%,28,82%,30,73%,18,75%,1,100%
Ben McLemore,25.7,SAC,Wing,105,99,67.1%,57,50.0%,100,52.0%,0,66.7%,8,90%,1,100%,18,75%,48,92%
Jordan McRae,27.6,WAS,Wing,279,72,53.3%,94,58.2%,7,25.9%,0,84.0%,90,45%,68,53%,79,30%,70,86%
Salah Mejri,32.4,DAL,Big,349,51,54.8%,64,57.1%,37,33.3%,0,57.1%,36,78%,45,69%,19,86%,22,100%
De'Anthony Melton,20.4,PHX,Combo,965,12,44.9%,14,43.2%,25,31.5%,60,80.8%,34,53%,49,40%,49,22%,3,100%
Khris Middleton,27.2,MIL,Wing,2392,60,52.0%,49,48.5%,72,38.0%,73,83.7%,91,42%,88,38%,80,29%,94,60%
CJ Miles,31.6,MEM,Forward,281,48,52.0%,21,44.4%,75,37.5%,0,92.9%,10,90%,11,80%,23,73%,0,100%
CJ Miles,31.6,TOR,Forward,504,21,46.6%,17,43.1%,24,32.0%,58,77.5%,28,81%,70,54%,31,67%,52,95%
Darius Miller,28.6,NOP,Forward,1744,55,52.8%,25,45.8%,66,36.8%,68,78.9%,18,84%,79,50%,37,64%,56,94%
Patty Mills,30.2,SAS,Combo,1910,92,54.9%,51,47.3%,85,39.9%,77,84.6%,15,60%,37,44%,22,36%,53,75%
Paul Millsap,33.7,DEN,Big,1894,37,52.8%,31,52.2%,67,36.5%,44,72.5%,79,64%,69,61%,87,48%,22,100%
Shake Milton,22.1,PHI,Wing,205,5,37.3%,27,44.8%,2,20.0%,0,66.7%,9,89%,24,75%,1,100%,1,100%
Nikola Mirotic,27.7,MIL,Big,318,47,54.2%,30,52.1%,72,36.9%,0,85.7%,34,79%,91,53%,44,75%,87,94%
Nikola Mirotic,27.7,NOP,Big,923,53,55.1%,49,55.1%,70,36.7%,91,84.2%,17,84%,4,85%,60,68%,92,90%
Donovan Mitchell,22.1,UTA,Combo,2588,51,49.9%,39,46.9%,64,36.8%,56,80.4%,85,33%,73,29%,73,17%,90,58%
Malik Monk,20.7,CHA,Wing,1141,23,47.6%,21,44.0%,31,33.3%,91,88.1%,63,66%,70,52%,87,24%,59,90%
Greg Monroe,28.4,TOR,Big,373,10,48.6%,19,49.3%,0,0.0%,8,57.1%,92,55%,87,54%,74,58%,0,0%
E'Twaun Moore,29.7,NOP,Wing,1459,83,55.3%,65,50.4%,95,43.4%,37,75.4%,40,76%,19,77%,38,62%,50,92%
Marcus Morris,29.2,BOS,Big,2088,44,53.6%,24,50.9%,81,38.1%,92,84.4%,66,69%,79,57%,86,49%,86,94%
Markieff Morris,29.2,OKC,Big,387,5,45.5%,5,42.3%,42,33.9%,0,73.7%,53,72%,42,70%,91,44%,22,100%
Markieff Morris,29.2,WAS,Big,883,24,51.1%,27,51.6%,38,33.6%,70,78.1%,54,71%,43,69%,90,46%,72,98%
Monte Morris,23.3,DEN,Point,1906,93,56.9%,94,54.3%,90,41.4%,48,79.7%,17,57%,0,61%,15,38%,19,85%
Johnathan Motley,23.5,LAC,Big,102,25,51.2%,40,53.7%,0,0.0%,0,56.5%,80,64%,82,56%,25,83%,0,0%
Emmanuel Mudiay,22.7,NYK,Point,1590,48,49.5%,57,49.1%,38,33.5%,41,77.2%,65,36%,76,22%,43,24%,17,86%
Jamal Murray,21.7,DEN,Combo,2444,53,50.5%,54,47.5%,69,37.2%,79,84.8%,20,57%,3,69%,17,41%,75,69%
Mike Muscala,27.3,PHI,Big,992,32,52.1%,29,51.9%,50,34.6%,80,81.3%,5,91%,43,69%,19,86%,22,100%
Mike Muscala,27.3,LAL,Big,259,52,54.9%,64,57.7%,58,35.7%,0,87.5%,2,91%,64,63%,1,100%,22,100%
Sviatoslav Mykhailiuk,21.4,LAL,Forward,347,3,37.7%,3,35.1%,1,26.2%,0,66.7%,31,80%,21,75%,72,40%,55,94%
Abdel Nader,25.1,OKC,Wing,651,41,49.7%,57,50.0%,27,33.0%,32,73.5%,48,73%,52,62%,67,38%,1,100%
Larry Nance Jr.,25.8,CLE,Big,1786,61,55.8%,61,56.5%,52,35.2%,42,71.6%,66,69%,59,64%,62,67%,76,97%
Shabazz Napier,27.3,BKN,Point,936,43,48.6%,33,46.4%,37,33.5%,82,85.0%,56,39%,57,29%,72,15%,78,59%
Raul Neto,26.5,UTA,Point,405,54,50.0%,78,51.2%,13,30.4%,0,88.0%,43,42%,46,33%,35,25%,35,79%
Georges Niang,25.4,UTA,Big,406,77,59.1%,50,55.2%,91,40.7%,0,82.6%,35,78%,23,75%,97,38%,22,100%
Joakim Noah,33.7,MEM,Big,688,35,52.6%,35,52.6%,0,0.0%,36,71.0%,49,74%,28,73%,40,77%,0,0%
Nerlens Noel,24.6,OKC,Big,1008,73,58.6%,67,58.6%,0,0.0%,28,68.0%,51,73%,50,67%,14,91%,0,0%
Dirk Nowitzki,40.4,DAL,Big,781,5,45.7%,4,41.5%,35,32.7%,68,78.0%,5,90%,23,75%,29,81%,22,100%
Frank Ntilikina,20.3,NYK,Combo,884,7,40.7%,2,38.0%,15,29.5%,44,78.6%,56,44%,25,48%,69,18%,69,73%
Jusuf Nurkic,24.2,POR,Big,1971,23,51.0%,32,52.3%,0,10.3%,67,77.3%,73,66%,53,66%,66,65%,22,100%
David Nwaba,25.8,CLE,Forward,933,54,52.6%,63,53.7%,38,33.3%,16,66.7%,73,60%,75,53%,66,43%,0,100%
Royce O'Neale,25.4,UTA,Wing,1564,97,60.6%,93,57.8%,92,41.8%,43,77.5%,17,85%,22,76%,28,67%,24,98%
Kyle O'Quinn,28.6,IND,Big,264,18,50.5%,45,54.7%,0,0.0%,0,80.0%,40,77%,84,56%,16,90%,0,0%
Semi Ojeleye,23.9,BOS,Forward,475,56,53.0%,94,60.8%,19,31.3%,8,61.3%,23,82%,37,69%,11,80%,0,100%
Jahlil Okafor,22.9,NOP,Big,894,83,60.0%,74,59.9%,0,50.0%,23,65.5%,99,50%,88,54%,94,40%,22,100%
Elie Okobo,21.0,PHX,Combo,899,19,46.5%,49,47.3%,19,30.3%,40,78.4%,17,58%,19,50%,19,40%,41,81%
Josh Okogie,20.2,MIN,Wing,1703,11,44.4%,38,46.3%,11,27.7%,26,72.4%,43,74%,46,66%,32,66%,40,94%
Victor Oladipo,26.5,IND,Wing,1139,33,48.8%,43,46.9%,45,34.7%,34,74.3%,93,41%,94,32%,82,27%,89,68%
Kelly Olynyk,27.5,MIA,Big,1782,64,56.4%,76,60.2%,56,35.6%,85,82.1%,22,82%,26,74%,73,59%,71,98%
Cedi Osman,23.6,CLE,Forward,2420,39,50.8%,42,49.3%,54,35.1%,60,77.9%,72,62%,69,54%,68,42%,85,84%
Kelly Oubre,22.9,WAS,Forward,726,46,51.6%,61,53.1%,29,32.8%,62,78.2%,41,76%,41,66%,28,69%,49,95%
Kelly Oubre,22.9,PHX,Forward,1168,49,52.2%,62,53.5%,37,33.2%,50,76.3%,76,59%,72,54%,63,44%,87,82%
Zaza Pachulia,34.7,DET,Big,836,3,44.9%,7,44.9%,0,0.0%,71,78.4%,82,63%,80,57%,34,80%,0,0%
Jabari Parker,23.6,CHI,Big,1028,28,51.5%,31,52.2%,36,32.7%,55,75.2%,94,55%,95,48%,88,47%,95,89%
Jabari Parker,23.6,WAS,Big,673,66,56.8%,79,61.3%,25,30.4%,26,67.6%,91,55%,85,55%,98,35%,98,83%
Tony Parker,36.5,CHA,Combo,985,41,48.2%,64,49.1%,8,27.1%,25,73.4%,98,20%,98,10%,71,18%,3,100%
Chandler Parsons,30.0,MEM,Forward,495,13,45.0%,20,44.3%,18,30.9%,0,88.0%,48,74%,27,71%,45,61%,86,83%
Patrick Patterson,29.6,OKC,Big,828,12,49.1%,10,46.2%,41,33.8%,14,63.3%,9,88%,55,65%,29,81%,22,100%
Chris Paul,33.5,HOU,Point,1845,56,50.1%,39,47.2%,56,36.1%,84,85.8%,100,14%,93,13%,100,4%,100,26%
Cameron Payne,24.2,CLE,Point,159,96,57.1%,98,57.1%,81,38.1%,0,64.3%,67,33%,46,33%,54,20%,85,50%
Cameron Payne,24.2,CHI,Point,491,15,45.5%,54,48.5%,4,26.8%,0,85.7%,44,41%,22,42%,63,17%,48,73%
Elfrid Payton,24.7,NOP,Point,1244,37,47.9%,41,47.7%,21,32.4%,30,73.6%,35,44%,26,41%,50,21%,20,85%
Theo Pinson,23.0,BKN,Wing,170,58,51.8%,91,56.5%,23,32.4%,0,94.1%,86,50%,91,33%,95,0%,86,73%
Mason Plumlee,28.7,DEN,Big,1712,83,60.0%,73,59.9%,0,50.0%,6,56.1%,54,71%,23,75%,78,54%,22,100%
Miles Plumlee,30.2,ATL,Big,143,96,65.9%,94,65.9%,0,0.0%,3,53.6%,85,62%,73,59%,52,71%,0,0%
Jakob Poeltl,23.0,SAS,Big,1191,94,64.6%,91,64.6%,0,0.0%,1,50.6%,65,69%,57,65%,13,93%,0,0%
Quincy Pondexter,30.6,SAS,Wing,169,100,68.3%,100,69.6%,0,42.9%,0,80.0%,45,74%,43,67%,18,75%,1,100%
Otto Porter,25.4,WAS,Forward,1186,59,53.3%,52,51.5%,74,37.4%,52,76.6%,49,73%,31,70%,49,60%,61,92%
