Player,Age,Team,Pos,MIN,Pts/Poss Rank,Pts/Poss,HALFCOURT: Pts/Play Rank,HALFCOURT: Pts/Play,HALFCOURT: OREB% Rank,HALFCOURT: OREB%,HALFCOURT: % of Plays Rank,HALFCOURT: % of Plays,PUTBACKS: Pts/Miss Rank,PUTBACKS: Pts/Miss,PUTBACKS: Plays/Miss Rank,PUTBACKS: Plays/Miss,PUTBACKS: Pts/Play Rank,PUTBACKS: Pts/Play
Joe Ingles,33.1,UTA,Forward,306,83,-9.2,75,-5.9,77,-4.3%,39,-0.7%,67,-3.9,82,-5.0,30,+15.5
Kyrie Irving,28.6,BKN,Combo,318,76,-7.7,73,-5.3,27,+3.7%,48,-0.1%,74,-5.9,60,-1.0,74,-21.6
Reggie Jackson,30.5,LAC,Combo,621,46,-0.0,63,-3.6,35,+2.8%,36,-1.0%,30,+4.8,31,+2.6,34,+12.4
LeBron James,35.8,LAL,Wing,258,94,-17.9,92,-11.6,6,+8.4%,90,+4.2%,50,+0.2,7,+7.3,100,-88.9
Nikola Jokic,25.7,DEN,Big,344,38,+1.9,22,+6.9,97,-14.3%,85,+3.3%,93,-12.2,90,-7.3,82,-31.3
Kawhi Leonard,29.3,LAC,Forward,431,26,+4.4,33,+3.0,57,-0.6%,30,-1.5%,44,+1.0,32,+2.6,63,-13.5
Damian Lillard,30.3,POR,Point,247,97,-19.2,97,-14.2,98,-17.4%,91,+4.3%,59,-1.4,38,+1.8,80,-26.6
Brook Lopez,32.6,MIL,Big,660,66,-3.6,70,-5.0,63,-1.8%,26,-1.8%,32,+4.2,27,+3.0,38,+9.0
Wesley Matthews,34.1,LAL,Wing,124,26,+4.4,37,+1.9,92,-10.6%,27,-1.7%,77,-6.7,94,-8.4,17,+31.5
CJ McCollum,29.1,POR,Combo,239,86,-10.1,49,-0.9,25,+3.9%,98,+6.3%,94,-13.9,77,-4.1,82,-29.1
Khris Middleton,29.2,MIL,Forward,913,74,-7.3,57,-2.4,89,-9.9%,90,+4.1%,71,-5.2,97,-9.6,21,+25.0
Paul Millsap,35.7,DEN,Big,106,28,+4.2,59,-2.8,7,+8.1%,31,-1.4%,7,+12.2,30,+2.8,5,+58.9
Marcus Morris,31.2,LAC,Big,604,41,+1.4,50,-1.0,65,-2.2%,41,-0.6%,82,-8.1,75,-3.4,78,-26.0
Raul Neto,28.5,WAS,Combo,149,78,-8.1,55,-2.2,82,-5.9%,54,+0.2%,70,-5.1,83,-5.1,50,0.0
Georges Niang,27.4,UTA,Forward,128,77,-7.8,91,-10.6,47,+1.0%,34,-1.2%,86,-9.5,70,-2.0,95,-45.9
Jusuf Nurkic,26.2,POR,Big,173,100,-24.2,95,-13.6,94,-11.4%,95,+5.4%,99,-21.2,98,-11.6,74,-21.7
Chris Paul,35.5,PHX,Point,680,48,-0.1,47,-0.1,62,-1.4%,14,-3.6%,36,+3.3,28,+2.9,49,+1.5
Cameron Payne,26.2,PHX,Point,403,43,+0.8,52,-1.7,40,+2.4%,65,+0.9%,55,-0.7,52,+0.2,54,-4.0
Bobby Portis,25.7,MIL,Big,348,22,+5.5,26,+5.4,28,+3.7%,46,-0.3%,54,-0.3,51,+0.4,54,-5.0
Kristaps Porzingis,25.3,DAL,Big,232,38,+2.0,16,+10.4,84,-6.9%,77,+2.1%,20,+7.1,45,+0.9,10,+38.5
Norman Powell,27.4,POR,Wing,215,86,-9.9,88,-9.2,10,+6.6%,71,+1.4%,88,-10.3,62,-1.1,92,-41.3
Julius Randle,25.9,NYK,Big,180,14,+10.6,25,+6.0,2,+15.1%,10,-4.4%,26,+5.7,4,+8.7,71,-20.8
Austin Rivers,28.3,DEN,Wing,302,45,+0.5,24,+6.4,70,-3.6%,42,-0.5%,94,-12.4,67,-1.6,98,-67.9
Rajon Rondo,34.7,LAC,Point,220,19,+6.6,34,+2.4,38,+2.6%,68,+1.2%,30,+5.3,58,-0.7,12,+37.3
Derrick Rose,32.1,NYK,Point,174,85,-9.9,67,-4.3,82,-6.1%,4,-6.7%,95,-14.7,86,-6.0,98,-61.1
Dario Saric,26.6,PHX,Big,131,46,+0.3,38,+1.6,34,+2.8%,86,+3.4%,50,+0.2,64,-1.2,42,+8.1
Dennis Schroder,27.1,LAL,Point,226,34,+3.1,19,+9.0,23,+4.0%,24,-2.0%,49,+0.4,26,+3.2,81,-26.7
Ben Simmons,24.3,PHI,Point,402,68,-4.2,34,+2.8,91,-10.2%,97,+6.1%,62,-1.6,74,-2.6,35,+12.0
Marcus Smart,26.7,BOS,Combo,209,42,+1.2,58,-2.7,80,-5.6%,2,-7.8%,0,+23.5,10,+7.1,0,+91.4
Ish Smith,32.3,WAS,Combo,149,96,-19.2,96,-14.2,74,-3.9%,92,+4.7%,51,+0.1,61,-1.0,39,+8.7
Jeff Teague,32.4,MIL,Combo,100,2,+22.9,4,+17.0,8,+7.5%,26,-1.8%,42,+1.7,22,+4.7,68,-17.1
Tristan Thompson,29.6,BOS,Big,155,1,+25.8,2,+25.1,95,-13.1%,59,+0.6%,47,+0.7,96,-8.8,6,+52.9
PJ Tucker,35.5,MIL,Forward,670,65,-3.6,78,-6.1,37,+2.7%,64,+0.9%,22,+6.7,46,+0.8,8,+46.3
Jonas Valanciunas,28.5,MEM,Big,228,60,-2.5,32,+3.2,98,-15.8%,19,-2.7%,92,-11.7,95,-8.8,46,+2.9
Kemba Walker,30.5,BOS,Point,124,58,-2.2,82,-7.3,18,+5.0%,5,-5.7%,11,+11.1,6,+8.2,40,+8.3
Russell Westbrook,32.0,WAS,Point,252,25,+4.6,56,-2.4,69,-3.3%,61,+0.6%,41,+1.9,57,-0.4,30,+15.1
Lou Williams,34.0,ATL,Combo,275,39,+1.5,70,-5.1,14,+5.9%,50,-0.0%,12,+11.1,13,+6.3,26,+19.3
Ivica Zubac,23.6,LAC,Big,301,53,-1.4,41,+0.7,90,-10.0%,78,+2.2%,72,-5.6,91,-7.6,26,+19.8
Torrey Craig,29.9,PHX,Big,243,36,+2.2,30,+4.1,50,+0.1%,58,+0.5%,31,+4.8,34,+2.5,34,+13.1
Monte Morris,25.3,DEN,Combo,282,22,+5.2,68,-4.3,22,+4.2%,42,-0.5%,18,+7.8,70,-2.1,3,+60.5
Kyle Kuzma,25.3,LAL,Forward,144,78,-7.9,82,-7.5,75,-3.9%,72,+1.5%,78,-7.2,86,-6.1,48,+2.2
Alex Caruso,26.7,LAL,Combo,149,59,-2.5,50,-1.7,53,-0.3%,75,+1.9%,84,-8.2,85,-5.5,60,-10.7
Bam Adebayo,23.3,MIA,Big,132,99,-22.3,93,-11.7,73,-3.8%,1,-9.7%,2,+20.0,1,+11.6,14,+33.3
John Collins,23.1,ATL,Big,576,56,-2.1,23,+6.8,58,-0.7%,22,-2.4%,85,-8.5,68,-1.8,86,-34.7
Dillon Brooks,24.8,MEM,Wing,259,69,-4.3,79,-6.2,71,-3.6%,79,+2.3%,75,-6.1,47,+0.8,90,-40.6
Jayson Tatum,22.7,BOS,Forward,217,16,+9.9,38,+1.8,1,+15.1%,0,-12.8%,1,+20.8,0,+12.5,4,+60.5
Maxi Kleber,28.8,DAL,Big,187,40,+1.5,29,+4.5,15,+5.6%,63,+0.8%,22,+6.7,18,+5.2,36,+10.0
Bogdan Bogdanovic,28.2,ATL,Wing,598,87,-10.6,66,-4.1,78,-4.8%,69,+1.2%,87,-9.9,89,-6.9,56,-6.8
Furkan Korkmaz,23.3,PHI,Forward,180,79,-8.1,86,-8.6,58,-0.8%,14,-3.7%,52,+0.1,62,-1.1,38,+9.3
Luke Kennard,24.4,LAC,Combo,208,61,-2.6,51,-1.7,45,+1.5%,38,-0.7%,29,+5.6,49,+0.5,15,+32.4
Donovan Mitchell,24.2,UTA,Combo,345,54,-1.4,30,+4.3,74,-3.8%,70,+1.4%,14,+8.7,50,+0.4,7,+50.7
Royce O'Neale,27.4,UTA,Wing,402,8,+13.5,11,+12.5,50,+0.1%,62,+0.7%,3,+13.8,15,+6.2,10,+44.5
Kevin Huerter,22.2,ATL,Wing,556,33,+3.1,54,-1.8,22,+4.1%,15,-3.3%,23,+6.6,10,+6.9,61,-11.7
Trae Young,22.1,ATL,Point,603,31,+3.3,18,+9.6,86,-8.2%,60,+0.6%,97,-14.9,94,-8.6,77,-24.4
Luka Doncic,21.7,DAL,Wing,280,71,-5.7,20,+8.7,99,-20.4%,98,+8.3%,89,-10.9,100,-16.8,20,+25.1
Michael Porter,22.3,DEN,Forward,331,49,-0.2,31,+3.8,49,+0.4%,29,-1.6%,43,+1.6,19,+4.9,76,-22.9
Jaren Jackson,21.1,MEM,Big,183,42,+1.0,60,-2.8,24,+4.0%,78,+2.2%,25,+6.1,16,+6.1,65,-13.9
Landry Shamet,23.6,BKN,Wing,195,29,+4.1,71,-5.2,21,+4.5%,55,+0.4%,8,+12.1,20,+4.9,18,+30.0
Deandre Ayton,22.3,PHX,Big,799,66,-3.7,72,-5.2,64,-1.8%,28,-1.7%,73,-5.7,54,-0.0,83,-33.2
Mikal Bridges,24.2,PHX,Wing,699,58,-2.2,66,-4.0,54,-0.4%,57,+0.5%,40,+2.3,42,+1.2,44,+5.3
Anfernee Simons,21.4,POR,Combo,105,4,+19.4,15,+10.9,41,+2.3%,6,-5.3%,18,+7.6,43,+1.1,19,+27.3
Grayson Allen,25.1,MEM,Wing,145,3,+19.5,8,+14.1,54,-0.3%,46,-0.3%,15,+8.3,66,-1.6,2,+62.8
Jalen Brunson,24.2,DAL,Combo,109,10,+13.3,54,-2.0,3,+11.2%,8,-4.7%,35,+3.6,11,+6.7,69,-18.2
Bruce Brown,24.2,BKN,Forward,260,47,-0.0,53,-1.8,66,-2.5%,94,+5.4%,66,-3.0,92,-8.2,18,+29.8
De'Anthony Melton,22.4,MEM,Combo,104,89,-11.1,83,-7.6,46,+1.3%,47,-0.2%,34,+3.7,46,+0.8,32,+13.9
Shake Milton,24.1,PHI,Combo,105,50,-0.6,74,-5.9,9,+7.1%,2,-6.9%,6,+12.4,3,+9.0,47,+2.7
Ja Morant,21.2,MEM,Point,288,6,+17.4,21,+8.3,51,-0.0%,37,-1.0%,24,+6.6,53,+0.1,11,+38.1
RJ Barrett,20.4,NYK,Wing,158,7,+15.2,1,+25.8,34,+2.9%,43,-0.5%,58,-1.2,21,+4.8,94,-44.1
DeAndre Hunter,22.9,ATL,Forward,151,92,-12.9,81,-6.7,70,-3.5%,86,+3.4%,63,-1.8,73,-2.5,42,+6.8
Rui Hachimura,22.7,WAS,Big,211,44,+0.7,45,+0.3,30,+3.6%,9,-4.7%,33,+3.8,26,+3.2,50,0.0
Cameron Johnson,24.7,PHX,Forward,428,14,+11.0,14,+11.7,20,+4.7%,23,-2.1%,38,+2.9,48,+0.6,31,+14.7
Romeo Langford,21.0,BOS,Wing,113,90,-11.6,46,+0.3,100,-21.3%,100,+10.2%,100,-23.6,99,-14.8,93,-41.7
Matisse Thybulle,23.7,PHI,Wing,213,35,+2.5,58,-2.7,13,+5.9%,40,-0.7%,19,+7.4,25,+3.3,25,+20.7
Nicolas Claxton,21.5,BKN,Big,120,57,-2.2,46,+0.2,12,+6.1%,84,+3.1%,56,-0.7,54,+0.0,55,-6.1
Daniel Gafford,22.1,WAS,Big,142,67,-4.0,62,-3.1,10,+7.1%,12,-3.9%,62,-1.8,2,+10.6,99,-86.3
Terance Mann,24.0,LAC,Wing,370,81,-8.5,80,-6.7,26,+3.8%,62,+0.7%,53,-0.1,56,-0.1,50,+1.0
Onyeka Okongwu,19.9,ATL,Big,152,34,+2.5,89,-9.4,2,+11.3%,80,+2.5%,10,+11.5,18,+5.3,22,+24.2
Tyrese Maxey,20.0,PHI,Combo,144,51,-0.9,78,-6.0,18,+5.1%,44,-0.3%,68,-4.2,72,-2.4,62,-12.6
Desmond Bane,22.4,MEM,Wing,153,32,+3.1,27,+5.2,66,-2.6%,34,-1.2%,98,-16.5,87,-6.3,96,-50.0
Facundo Campazzo,29.6,DEN,Point,268,73,-5.8,35,+2.4,76,-4.1%,66,+0.9%,80,-7.3,63,-1.1,90,-39.7
