Player,Age,Team,Pos,MIN,Pts/Poss Rank,Pts/Poss,HALFCOURT: Pts/Play Rank,HALFCOURT: Pts/Play,HALFCOURT: OREB% Rank,HALFCOURT: OREB%,HALFCOURT: % of Plays Rank,HALFCOURT: % of Plays,PUTBACKS: Pts/Miss Rank,PUTBACKS: Pts/Miss,PUTBACKS: Plays/Miss Rank,PUTBACKS: Plays/Miss,PUTBACKS: Pts/Play Rank,PUTBACKS: Pts/Play
Alex Abrines,24.3,OKC,Wing,1066,67,+1.4,82,+3.5,46,-0.1%,5,+3.3%,7,-6.2,10,-3.3,17,-13.0
Quincy Acy,27.1,BKN,Big,1287,70,+1.7,55,+0.1,36,-0.9%,7,+2.9%,71,+2.0,56,+0.2,80,+11.7
Steven Adams,24.3,OKC,Big,2465,91,+6.3,54,+0.0,99,+10.8%,100,-6.9%,95,+5.9,99,+8.6,6,-24.4
Arron Afflalo,32.0,ORL,Wing,618,30,-2.7,76,+2.6,59,+0.7%,8,+2.6%,9,-5.8,35,-0.9,2,-37.2
LaMarcus Aldridge,32.3,SAS,Big,2474,91,+6.3,83,+3.8,41,-0.7%,35,+0.7%,85,+3.4,60,+0.4,91,+18.5
Tony Allen,35.8,NOP,Wing,258,37,-1.9,25,-3.6,94,+5.3%,88,-2.0%,87,+3.9,74,+1.4,85,+14.8
Al-Farouq Aminu,27.1,POR,Big,2055,84,+3.9,85,+4.3,26,-1.9%,89,-2.1%,67,+1.6,57,+0.2,71,+7.0
Justin Anderson,24.0,PHI,Wing,420,18,-5.3,28,-3.0,69,+1.5%,13,+2.2%,10,-5.6,29,-1.4,9,-22.1
Kyle Anderson,24.1,SAS,Forward,1946,33,-2.4,65,+1.3,17,-3.0%,33,+0.8%,40,-1.1,24,-1.7,69,+6.6
Ryan Anderson,29.5,HOU,Big,1672,51,-0.5,44,-1.1,29,-1.5%,27,+1.1%,80,+3.0,51,-0.0,95,+21.4
Giannis Antetokounmpo,22.9,MIL,Forward,2740,74,+2.5,75,+2.5,82,+2.8%,97,-3.5%,69,+1.8,88,+2.6,27,-8.3
Carmelo Anthony,33.4,OKC,Big,2473,92,+6.3,56,+0.4,96,+6.2%,99,-6.0%,97,+7.3,98,+6.7,42,-2.5
Trevor Ariza,32.3,HOU,Wing,2221,44,-1.3,22,-4.1,47,-0.1%,63,-0.6%,60,+1.0,60,+0.4,56,+2.4
Darrell Arthur,29.6,DEN,Big,118,8,-7.4,14,-5.6,1,-10.8%,2,+4.4%,1,-10.9,0,-14.4,100,+125.0
Omer Asik,31.3,NOP,Big,103,75,+2.6,98,+9.5,28,-1.6%,52,-0.1%,0,-17.0,1,-8.9,0,-84.9
D.J. Augustin,30.0,ORL,Point,1739,49,-0.7,55,+0.2,39,-0.7%,16,+1.9%,67,+1.6,42,-0.5,86,+15.1
Luke Babbitt,28.4,ATL,Big,517,78,+2.9,91,+5.9,6,-5.0%,9,+2.6%,24,-2.8,8,-3.7,77,+10.1
Luke Babbitt,28.4,MIA,Forward,106,87,+4.9,98,+9.8,19,-2.8%,8,+2.7%,48,-0.3,32,-1.1,72,+7.8
Ron Baker,24.6,NYK,Combo,334,76,+2.7,92,+6.7,65,+1.2%,10,+2.5%,60,+1.0,62,+0.6,58,+2.9
J.J. Barea,33.3,DAL,Combo,1595,93,+6.9,94,+7.3,41,-0.7%,5,+3.2%,31,-1.9,24,-1.7,46,-0.9
Harrison Barnes,25.4,DAL,Forward,2590,28,-3.1,27,-3.2,21,-2.5%,41,+0.4%,36,-1.3,20,-2.0,71,+6.9
Will Barton,26.8,DEN,Combo,2634,58,+0.5,36,-2.1,70,+1.5%,79,-1.4%,34,-1.6,45,-0.4,32,-6.5
Nicolas Batum,28.9,CHA,Wing,1960,68,+1.6,78,+2.9,20,-2.6%,68,-0.8%,26,-2.5,28,-1.4,37,-4.6
Jerryd Bayless,29.2,PHI,Wing,898,16,-5.8,20,-4.5,31,-1.3%,45,+0.3%,16,-4.1,16,-2.6,31,-6.6
Aron Baynes,30.9,BOS,Big,1448,23,-4.2,27,-3.3,58,+0.6%,62,-0.6%,63,+1.1,69,+1.0,50,+0.2
Kent Bazemore,28.3,ATL,Wing,1771,66,+1.4,67,+1.4,54,+0.4%,61,-0.6%,31,-1.9,39,-0.6,27,-8.3
Bradley Beal,24.3,WAS,Wing,2957,87,+4.7,89,+5.4,25,-2.1%,36,+0.7%,13,-4.5,6,-4.2,53,+1.3
