Player,Age,Team,Pos,MIN,BLK% Rank,BLK%,STL% Rank,STL%,FOUL% Rank,FOUL%,fgOR% Rank,fgOR%,fgDR% Rank,fgDR%,ftOR% Rank,ftOR%,ftDR% Rank,ftDR%
Malik Monk,24.7,SAC,Wing,205,63,0.7%,44,1.0%,81,2.7%,63,2.8%,93,14.6%,0,0.0%,37,5.9%
Moses Moody,20.4,GSW,Wing,135,85,1.1%,67,1.5%,11,4.3%,89,4.2%,81,12.9%,0,0.0%,85,28.6%
Ja Morant,23.2,MEM,Point,187,6,0.3%,75,1.9%,94,1.9%,88,3.6%,81,14.7%,0,0.0%,0,0.0%
Dejounte Murray,26.1,ATL,Combo,226,50,0.4%,75,1.8%,100,1.6%,81,4.0%,100,14.8%,0,0.0%,0,0.0%
Jamal Murray,25.7,DEN,Combo,791,31,0.3%,63,1.7%,81,2.0%,38,2.1%,88,12.7%,0,0.0%,0,0.0%
Keegan Murray,22.2,SAC,Forward,191,53,0.5%,5,0.6%,37,3.5%,84,5.9%,79,14.9%,89,9.1%,0,0.0%
Georges Niang,29.4,PHI,Forward,153,68,0.7%,0,0.0%,11,4.6%,0,0.0%,0,3.0%,100,0.0%,0,0.0%
Royce O'Neale,29.4,BKN,Wing,118,41,0.5%,93,2.1%,4,4.6%,85,3.6%,56,11.1%,0,0.0%,100,100.0%
Josh Okogie,24.2,PHX,Forward,174,58,0.5%,68,1.2%,16,4.4%,95,7.3%,11,5.4%,0,0.0%,0,0.0%
Onyeka Okongwu,21.9,ATL,Big,150,95,3.9%,8,0.5%,37,4.1%,92,12.4%,39,16.5%,0,0.0%,0,0.0%
Chris Paul,37.5,PHX,Point,250,88,1.0%,94,2.1%,44,2.6%,75,2.3%,69,12.1%,0,0.0%,0,0.0%
Cameron Payne,28.2,PHX,Point,146,69,0.7%,0,0.9%,13,4.0%,0,0.0%,44,8.4%,0,0.0%,0,0.0%
Gary Payton II,29.9,GSW,Wing,170,89,1.1%,74,1.7%,30,4.0%,100,9.7%,59,11.3%,96,6.3%,56,12.5%
Jordan Poole,23.4,GSW,Combo,270,63,0.5%,38,1.5%,13,4.3%,13,1.3%,38,7.8%,0,0.0%,75,10.5%
Michael Porter,24.3,DEN,Wing,647,70,0.9%,30,0.7%,78,2.7%,70,3.3%,100,20.7%,0,0.0%,96,55.6%
Bobby Portis,27.7,MIL,Big,105,21,1.0%,29,0.8%,13,5.3%,76,10.1%,100,32.9%,0,0.0%,55,33.3%
Norman Powell,29.4,LAC,Wing,167,52,0.6%,48,1.0%,26,4.1%,52,2.5%,7,7.3%,0,0.0%,0,0.0%
Taurean Prince,28.6,MIN,Forward,162,16,0.3%,89,1.9%,5,4.7%,21,2.5%,5,3.7%,0,0.0%,0,0.0%
Immanuel Quickley,23.4,NYK,Combo,171,0,0.0%,19,1.0%,75,2.6%,6,1.2%,13,5.6%,0,0.0%,69,10.0%
Julius Randle,27.9,NYK,Forward,329,42,0.5%,16,0.7%,74,2.3%,68,4.6%,95,17.7%,95,9.7%,100,71.4%
Austin Reaves,24.4,LAL,Wing,617,11,0.2%,33,0.7%,89,2.6%,81,3.6%,19,7.9%,0,0.0%,56,12.5%
Paul Reed,23.4,PHI,Big,145,58,1.5%,89,1.9%,61,3.5%,97,18.2%,66,20.5%,100,0.0%,68,40.0%
Duncan Robinson,28.5,MIA,Wing,391,30,0.4%,41,0.9%,37,3.7%,0,0.0%,22,8.3%,0,0.0%,0,0.0%
Mitchell Robinson,24.6,NYK,Big,298,82,2.8%,66,1.3%,47,3.8%,100,18.5%,37,16.2%,87,7.7%,0,0.0%
D'Angelo Russell,26.7,LAL,Point,496,56,0.6%,6,1.0%,50,2.6%,63,2.1%,13,6.9%,0,0.0%,63,11.1%
Domantas Sabonis,26.5,SAC,Big,242,39,1.2%,84,1.7%,55,3.6%,79,10.8%,47,16.8%,0,0.0%,21,15.4%
Dennis Schroder,29.1,LAL,Point,447,25,0.3%,56,1.7%,6,4.1%,19,0.7%,6,6.6%,0,0.0%,0,0.0%
Landry Shamet,25.6,PHX,Combo,177,19,0.3%,6,0.5%,25,3.8%,31,2.0%,31,7.3%,0,0.0%,0,0.0%
Marcus Smart,28.7,BOS,Point,668,31,0.4%,63,1.7%,81,2.2%,81,3.4%,38,8.3%,0,0.0%,75,13.3%
Max Strus,26.6,MIA,Wing,707,44,0.5%,15,0.6%,56,3.2%,44,2.1%,44,10.3%,0,0.0%,81,25.6%
Jayson Tatum,24.7,BOS,Forward,797,89,1.4%,58,1.2%,79,2.1%,37,3.6%,100,22.6%,0,0.0%,79,22.7%
Klay Thompson,32.7,GSW,Wing,467,26,0.4%,19,0.6%,93,2.0%,4,0.2%,41,9.5%,0,0.0%,78,24.0%
Xavier Tillman,23.8,MEM,Big,183,32,1.1%,37,0.9%,50,3.7%,55,8.4%,29,14.6%,0,0.0%,55,33.3%
Obi Toppin,24.7,NYK,Big,167,13,0.9%,74,1.6%,89,2.4%,32,5.8%,42,16.6%,0,0.0%,45,25.0%
Karl-Anthony Towns,27.0,MIN,Big,249,71,2.1%,11,0.6%,42,4.1%,16,4.6%,82,24.4%,0,0.0%,79,50.0%
PJ Tucker,37.5,PHI,Big,292,5,0.6%,97,2.1%,26,4.3%,34,6.3%,21,11.2%,0,0.0%,45,25.0%
Jarred Vanderbilt,23.6,LAL,Big,269,74,2.4%,87,1.9%,24,4.4%,39,7.1%,11,10.2%,0,0.0%,55,33.3%
Gabe Vincent,26.4,MIA,Combo,716,25,0.3%,25,1.2%,19,4.2%,0,1.1%,0,3.9%,0,0.0%,44,4.4%
Lonnie Walker,23.9,LAL,Wing,154,22,0.3%,96,2.1%,15,4.2%,22,0.8%,4,7.1%,0,0.0%,0,0.0%
Russell Westbrook,34.0,LAC,Point,192,100,1.8%,25,1.3%,25,3.1%,100,4.9%,94,15.3%,0,0.0%,100,33.3%
Derrick White,28.3,BOS,Combo,590,94,1.7%,13,0.9%,56,2.8%,63,2.3%,25,7.2%,0,0.0%,75,10.5%
Andrew Wiggins,27.7,GSW,Forward,441,95,1.6%,53,1.1%,26,3.9%,74,5.1%,32,10.2%,0,0.0%,53,10.0%
Grant Williams,23.9,BOS,Big,237,37,1.1%,24,0.8%,21,4.5%,18,4.7%,3,8.3%,0,0.0%,13,10.0%
Robert Williams,25.0,BOS,Big,410,87,2.9%,47,1.0%,32,4.2%,66,9.2%,55,19.4%,0,0.0%,68,40.0%
Trae Young,24.1,ATL,Point,266,81,0.7%,38,1.5%,100,1.8%,56,2.0%,50,9.4%,0,0.0%,0,0.0%
Cody Zeller,30.1,MIA,Big,163,18,1.0%,13,0.6%,0,6.5%,68,9.3%,79,22.8%,0,0.0%,32,22.2%
Ivica Zubac,25.6,LAC,Big,129,3,0.4%,39,1.0%,95,2.3%,89,12.3%,95,27.7%,0,0.0%,79,50.0%
