Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,Rim Rank,Rim,Short Mid Rank,Short Mid,Long Mid Rank,Long Mid,All Mid Rank,All Mid,Corner Three Rank,Corner Three,Non Corner Rank,Non Corner,All Three Rank,All Three
Shareef Abdur-Rahim,28.9,SAC,Big,1946,82,53.4%,79,66%,80,46%,79,44%,85,45%,0,25%,0,27%,13,26%
Malik Allen,27.3,CHI,Big,655,41,48.9%,2,43%,94,51%,94,49%,99,50%,0,0%,0,100%,0,100%
Ray Allen,30.3,OKC,Wing,3009,88,54.5%,69,61%,85,44%,82,44%,85,44%,70,42%,90,41%,87,42%
Tony Allen,23.8,BOS,Combo,911,64,49.2%,76,60%,13,24%,7,27%,4,26%,39,38%,0,27%,30,32%
Rafer Alston,29.3,HOU,Point,2420,40,45.0%,56,52%,38,37%,29,34%,29,35%,75,45%,28,29%,32,33%
Chris Andersen,27.3,NOP,Big,528,92,56.0%,44,59%,8,20%,96,50%,59,40%,0,0%,0,0%,0,0%
Alan Anderson,23.0,CHA,Wing,515,46,47.3%,11,46%,81,43%,11,26%,22,31%,82,46%,47,35%,91,42%
Derek Anderson,31.3,HOU,Wing,579,32,45.1%,95,70%,79,42%,52,39%,59,40%,0,36%,13,27%,16,29%
Derek Anderson,31.3,MIA,Wing,426,11,41.1%,3,40%,23,25%,12,28%,13,27%,58,40%,23,30%,34,34%
Shandon Anderson,31.8,MIA,Wing,575,36,45.7%,46,57%,63,39%,90,45%,85,44%,0,30%,0,14%,3,24%
Carmelo Anthony,21.4,DEN,Forward,2930,67,49.8%,77,62%,53,36%,65,41%,65,40%,9,27%,17,27%,11,27%
Rafael Araujo,25.2,TOR,Big,587,1,37.6%,4,44%,16,26%,84,45%,29,33%,0,0%,0,0%,0,0%
Gilbert Arenas,23.8,WAS,Combo,3379,76,50.9%,78,60%,45,34%,84,44%,73,42%,26,36%,66,37%,56,37%
Trevor Ariza,20.3,NYK,Wing,700,14,41.7%,26,52%,27,26%,9,25%,8,25%,0,0%,0,0%,0,0%
Trevor Ariza,20.3,ORL,Forward,280,15,40.3%,27,53%,22,27%,0,8%,0,17%,0,0%,0,0%,0,0%
Darrell Armstrong,37.4,DAL,Point,545,12,38.3%,29,45%,87,50%,4,21%,8,29%,0,43%,3,20%,14,29%
Carlos Arroyo,26.3,DET,Point,524,8,36.7%,33,47%,19,28%,31,35%,19,33%,0,0%,0,25%,0,20%
Carlos Arroyo,26.3,ORL,Point,584,85,51.6%,79,58%,69,43%,100,51%,96,49%,0,0%,0,42%,0,38%
Chucky Atkins,31.2,MEM,Point,1154,71,48.6%,42,49%,21,30%,81,45%,63,42%,21,27%,56,37%,49,36%
Chucky Atkins,31.2,WAS,Point,533,69,48.5%,65,55%,40,38%,19,33%,19,33%,79,48%,39,33%,57,37%
Stacey Augmon,37.3,ORL,Forward,374,5,35.8%,23,52%,8,21%,27,33%,7,25%,0,0%,0,0%,0,0%
Marcus Banks,24.0,BOS,Combo,250,29,45.3%,89,64%,15,25%,5,27%,7,27%,0,50%,0,29%,26,31%
Marcus Banks,24.0,MIN,Point,1198,79,50.4%,87,60%,23,30%,75,44%,73,42%,0,0%,81,41%,76,40%
Leandro Barbosa,22.9,PHX,Wing,1538,96,57.0%,51,58%,34,30%,85,45%,53,38%,38,36%,100,51%,97,46%
Matt Barnes,25.6,PHI,Forward,503,98,56.7%,73,61%,73,41%,98,58%,100,50%,0,25%,0,50%,0,33%
Andre Barrett,23.7,TOR,Point,257,10,36.8%,27,45%,81,45%,19,33%,35,35%,0,20%,0,14%,0,17%
Brent Barry,33.8,SAS,Wing,1179,97,57.2%,79,63%,67,39%,87,45%,82,43%,95,53%,40,35%,80,40%
Jon Barry,36.3,HOU,Wing,330,33,45.2%,9,45%,17,20%,43,38%,27,33%,0,33%,57,36%,51,35%
Eddie Basden,22.7,CHI,Wing,124,25,43.9%,69,61%,2,0%,21,33%,6,22%,0,33%,0,0%,0,17%
Brandon Bass,20.5,NOP,Big,201,1,36.8%,23,56%,20,28%,13,8%,5,20%,0,0%,0,0%,0,0%
Esteban Batista,22.2,ATL,Big,457,6,40.9%,4,44%,4,17%,0,0%,4,17%,0,0%,0,0%,0,0%
Tony Battie,29.7,ORL,Big,2211,56,50.8%,82,66%,76,45%,73,43%,75,44%,0,0%,0,0%,0,0%
Shane Battier,27.1,MEM,Forward,2832,83,54.2%,63,60%,92,45%,70,43%,85,44%,84,46%,6,24%,87,40%
Lonny Baxter,26.8,CHA,Big,113,0,36.7%,13,53%,1,0%,23,25%,3,15%,0,0%,0,0%,0,0%
Lonny Baxter,26.8,HOU,Big,251,25,46.0%,30,57%,6,18%,23,25%,6,21%,0,0%,0,0%,0,0%
Charlie Bell,26.6,MIL,Combo,1229,87,52.6%,60,56%,15,25%,36,38%,35,36%,48,39%,95,44%,88,42%
Raja Bell,29.1,PHX,Wing,2942,95,56.3%,42,55%,73,41%,93,47%,94,46%,85,46%,94,43%,96,44%
Mike Bibby,27.5,SAC,Point,3163,81,50.5%,83,60%,27,31%,71,43%,71,42%,63,43%,72,39%,73,39%
Andris Biedrins,19.6,GSW,Big,960,100,65.2%,91,70%,49,38%,0,0%,49,38%,0,0%,0,0%,0,0%
Chauncey Billups,29.1,DET,Point,2918,83,51.0%,17,43%,75,44%,38,38%,54,40%,92,49%,89,42%,84,43%
Steve Blake,25.7,POR,Point,1750,87,52.7%,77,57%,54,40%,79,45%,83,44%,71,44%,86,42%,78,42%
Andray Blatche,19.2,WAS,Big,123,12,43.3%,1,40%,1,0%,88,47%,63,41%,0,0%,0,75%,0,38%
