Player,Age,Team,Pos,MIN,Pts/Poss Rank,Pts/Poss,ALL TRANSITION: Pts+/Poss Rank,ALL TRANSITION: Pts+/Poss,ALL TRANSITION: Freq Rank,ALL TRANSITION: Freq,ALL TRANSITION: Pts/Play Rank,ALL TRANSITION: Pts/Play,OFF STEALS: Pts+/Poss Rank,OFF STEALS: Pts+/Poss,OFF STEALS: Freq Rank,OFF STEALS: Freq,OFF STEALS: Pts/Play Rank,OFF STEALS: Pts/Play,OFF LIVE REBOUNDS: Pts+/Poss Rank,OFF LIVE REBOUNDS: Pts+/Poss,OFF LIVE REBOUNDS: Freq Rank,OFF LIVE REBOUNDS: Freq,OFF LIVE REBOUNDS: Pts/Play Rank,OFF LIVE REBOUNDS: Pts/Play
Alex Abrines,24.3,OKC,Wing,1066,32,+2.1,55,-0.1,65,-0.5%,48,+0.9,48,+0.1,23,+3.5%,38,+5.3,66,-0.4,65,-1.3%,67,-5.3
Quincy Acy,27.1,BKN,Big,1287,54,-0.7,65,-0.5,98,-3.2%,63,-2.7,72,-0.4,81,-4.7%,69,-6.3,47,+0.1,98,-7.1%,52,+0.1
Steven Adams,24.3,OKC,Big,2465,62,-1.4,67,-0.5,32,+0.6%,77,-6.9,86,-0.7,60,-1.2%,89,-18.2,40,+0.3,11,+3.8%,43,+2.0
Arron Afflalo,32.0,ORL,Wing,618,37,+1.4,17,+1.3,28,+0.8%,23,+6.5,9,+1.1,53,-0.5%,18,+14.4,37,+0.3,25,+1.9%,39,+3.2
LaMarcus Aldridge,32.3,SAS,Big,2474,84,-4.1,95,-2.2,75,-1.0%,96,-16.9,65,-0.2,21,+4.1%,61,-3.2,96,-2.1,52,-0.2%,98,-27.5
Tony Allen,35.8,NOP,Wing,258,55,-0.7,93,-1.9,91,-1.9%,71,-5.2,13,+0.8,98,-14.5%,6,+27.3,98,-2.5,77,-2.4%,95,-20.9
Al-Farouq Aminu,27.1,POR,Big,2055,63,-1.5,64,-0.5,51,+0.0%,64,-2.9,56,-0.1,63,-1.7%,39,+5.2,63,-0.3,45,+0.4%,65,-4.7
Justin Anderson,24.0,PHI,Wing,420,3,+8.7,8,+2.0,42,+0.2%,22,+6.8,38,+0.3,79,-4.2%,61,-2.9,17,+1.0,33,+1.1%,27,+5.6
Kyle Anderson,24.1,SAS,Forward,1946,83,-4.0,88,-1.7,45,+0.1%,92,-12.9,31,+0.3,41,+1.3%,46,+2.7,96,-2.1,39,+0.8%,97,-24.5
Ryan Anderson,29.5,HOU,Big,1672,24,+3.5,50,+0.0,47,+0.1%,49,+0.5,15,+0.8,76,-3.5%,12,+19.1,73,-0.6,47,+0.2%,74,-7.2
Giannis Antetokounmpo,22.9,MIL,Forward,2740,93,-6.9,51,-0.0,83,-1.4%,46,+1.2,77,-0.5,91,-8.2%,64,-4.4,39,+0.3,53,-0.4%,37,+3.4
Carmelo Anthony,33.4,OKC,Big,2473,44,+0.6,17,+1.4,48,+0.1%,7,+15.0,36,+0.3,22,+3.7%,26,+9.9,10,+1.4,23,+2.1%,5,+21.0
Trevor Ariza,32.3,HOU,Wing,2221,36,+1.6,7,+2.2,9,+2.0%,12,+10.9,5,+1.3,7,+8.2%,13,+18.9,22,+0.7,11,+3.8%,28,+5.4
Darrell Arthur,29.6,DEN,Big,118,10,+5.9,99,-3.2,81,-1.3%,100,-30.7,99,-1.6,42,+1.1%,98,-33.7,90,-1.4,77,-2.3%,97,-25.7
Omer Asik,31.3,NOP,Big,103,13,+5.3,0,+5.7,69,-0.6%,0,+44.6,21,+0.5,1,+16.7%,10,+21.3,0,+5.1,97,-6.5%,0,+58.9
D.J. Augustin,30.0,ORL,Point,1739,88,-5.1,54,-0.1,16,+1.4%,56,-1.6,15,+0.7,39,+1.8%,26,+9.5,82,-0.9,20,+2.4%,78,-8.5
Luke Babbitt,28.4,ATL,Big,517,23,+3.7,16,+1.4,23,+1.0%,15,+9.7,49,+0.0,92,-8.3%,36,+5.9,15,+1.0,13,+3.4%,19,+9.4
Luke Babbitt,28.4,MIA,Forward,106,4,+8.1,97,-2.4,80,-1.2%,92,-13.3,90,-0.9,46,+0.6%,94,-22.4,88,-1.2,29,+1.4%,77,-7.9
Ron Baker,24.6,NYK,Combo,334,70,-2.3,64,-0.4,99,-3.4%,32,+4.1,18,+0.6,99,-16.1%,2,+38.6,89,-1.3,69,-1.6%,85,-11.8
J.J. Barea,33.3,DAL,Combo,1595,46,+0.4,38,+0.4,54,-0.1%,37,+3.1,55,-0.1,48,+0.2%,57,-1.3,32,+0.5,22,+2.1%,26,+5.8
Harrison Barnes,25.4,DAL,Forward,2590,13,+5.2,40,+0.3,42,+0.2%,45,+1.5,26,+0.4,63,-1.6%,35,+6.2,59,-0.2,71,-1.7%,58,-2.1
Will Barton,26.8,DEN,Combo,2634,58,-1.0,24,+0.9,37,+0.4%,27,+5.2,21,+0.5,25,+3.2%,23,+11.0,22,+0.7,56,-0.6%,27,+5.7
Nicolas Batum,28.9,CHA,Wing,1960,33,+1.9,41,+0.3,58,-0.3%,48,+0.9,51,+0.0,61,-1.4%,64,-4.5,46,+0.1,49,-0.0%,49,+0.7
Jerryd Bayless,29.2,PHI,Wing,898,20,+4.0,52,-0.1,64,-0.5%,37,+3.1,66,-0.3,36,+2.1%,58,-1.7,44,+0.2,88,-3.8%,33,+4.3
Aron Baynes,30.9,BOS,Big,1448,94,-7.0,56,-0.2,75,-1.0%,56,-1.5,60,-0.2,45,+0.7%,63,-4.3,58,-0.2,68,-1.5%,59,-2.3
Kent Bazemore,28.3,ATL,Wing,1771,78,-3.1,93,-1.9,51,+0.0%,95,-15.6,57,-0.1,74,-3.2%,68,-6.2,94,-1.8,31,+1.2%,96,-22.3
Bradley Beal,24.3,WAS,Wing,2957,74,-2.6,29,+0.7,17,+1.4%,31,+4.3,31,+0.4,10,+6.9%,47,+2.3,50,-0.0,35,+1.1%,48,+0.7
Malik Beasley,20.9,DEN,Wing,493,77,-2.8,71,-0.7,27,+0.8%,78,-7.1,67,-0.3,63,-1.6%,64,-4.5,62,-0.3,35,+1.1%,72,-6.6
Michael Beasley,28.8,NYK,Big,1611,31,+2.2,56,-0.1,54,-0.1%,39,+2.7,25,+0.5,41,+1.2%,45,+2.9,73,-0.6,80,-2.7%,52,+0.1
Marco Belinelli,31.6,ATL,Wing,1192,17,+4.4,11,+1.8,84,-1.4%,8,+14.4,54,-0.0,88,-6.8%,45,+2.7,6,+1.8,80,-2.7%,4,+21.5
Marco Belinelli,31.6,PHI,Wing,714,45,+0.5,77,-1.0,67,-0.6%,73,-5.7,54,-0.0,38,+1.9%,64,-4.4,62,-0.3,78,-2.4%,61,-3.3
