Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,TEAM FG%: Rim Rank,TEAM FG%: Rim,TEAM FG%: Short Mid Rank,TEAM FG%: Short Mid,TEAM FG%: Long Mid Rank,TEAM FG%: Long Mid,TEAM FG%: All Mid Rank,TEAM FG%: All Mid,TEAM FG%: Corner Three Rank,TEAM FG%: Corner Three,TEAM FG%: Non Corner Rank,TEAM FG%: Non Corner,TEAM FG%: All Three Rank,TEAM FG%: All Three
Harrison Barnes,25.4,DAL,Forward,2590,34,+0.8%,14,+3.3%,91,-4.4%,38,+1.3%,72,-1.5%,29,+2.5%,52,-0.0%,41,+0.5%
Will Barton,26.8,DEN,Combo,2634,74,-1.5%,74,-1.9%,12,+4.6%,93,-6.6%,57,-0.3%,84,-5.4%,71,-1.8%,84,-2.8%
Nicolas Batum,28.9,CHA,Wing,1960,44,+0.3%,50,-0.0%,59,-0.9%,24,+2.7%,37,+0.9%,37,+1.3%,30,+1.4%,30,+1.3%
Jerryd Bayless,29.2,PHI,Wing,898,22,+1.8%,26,+2.1%,15,+3.9%,7,+7.0%,4,+5.1%,53,-0.6%,76,-2.2%,76,-1.8%
Aron Baynes,30.9,BOS,Big,1448,84,-2.3%,51,-0.1%,25,+2.5%,25,+2.7%,17,+2.6%,78,-4.3%,88,-4.2%,91,-3.8%
Kent Bazemore,28.3,ATL,Wing,1771,64,-0.8%,67,-1.3%,34,+1.6%,67,-1.9%,54,-0.2%,38,+1.3%,79,-2.5%,73,-1.6%
Bradley Beal,24.3,WAS,Wing,2957,91,-2.9%,72,-1.8%,96,-6.1%,87,-5.3%,98,-5.7%,60,-1.4%,66,-1.3%,68,-1.3%
Malik Beasley,20.9,DEN,Wing,493,82,-2.1%,89,-3.7%,61,-1.1%,57,-0.7%,65,-0.9%,65,-2.3%,67,-1.3%,72,-1.6%
Michael Beasley,28.8,NYK,Big,1611,38,+0.7%,33,+1.3%,38,+1.3%,28,+2.3%,26,+1.8%,77,-4.1%,32,+1.1%,52,-0.2%
Marco Belinelli,31.6,ATL,Wing,1192,19,+2.1%,22,+2.4%,35,+1.5%,57,-0.7%,44,+0.4%,31,+2.2%,23,+2.0%,20,+2.1%
Marco Belinelli,31.6,PHI,Wing,714,32,+1.0%,2,+7.2%,89,-4.1%,90,-5.9%,96,-5.2%,94,-9.6%,11,+3.5%,36,+0.9%
DeAndre' Bembry,23.3,ATL,Wing,435,26,+1.5%,24,+2.2%,23,+2.7%,36,+1.4%,23,+2.0%,59,-1.3%,37,+0.9%,45,+0.3%
Dragan Bender,20.0,PHX,Big,2003,54,-0.3%,62,-1.0%,73,-2.3%,8,+6.4%,25,+1.8%,9,+7.3%,87,-4.0%,74,-1.7%
Davis Bertans,25.0,SAS,Big,977,47,+0.0%,70,-1.6%,67,-1.7%,36,+1.5%,55,-0.2%,12,+6.6%,64,-1.0%,38,+0.8%
Patrick Beverley,29.3,LAC,Point,333,43,+0.4%,98,-7.1%,16,+3.8%,34,+1.6%,16,+2.7%,6,+10.1%,13,+3.3%,5,+4.7%
Bismack Biyombo,25.2,ORL,Big,1441,36,+0.7%,86,-3.2%,40,+1.1%,54,-0.4%,44,+0.4%,3,+12.5%,44,+0.4%,9,+3.5%
Nemanja Bjelica,29.5,MIN,Forward,1325,63,-0.8%,17,+3.0%,49,+0.1%,24,+2.9%,28,+1.5%,52,-0.5%,94,-5.4%,92,-4.1%
Tarik Black,25.9,HOU,Big,430,67,-1.0%,70,-1.5%,18,+3.4%,71,-2.2%,39,+0.7%,18,+4.9%,90,-4.5%,83,-2.7%
Eric Bledsoe,27.9,MIL,Point,2222,80,-2.0%,80,-2.5%,68,-1.8%,86,-4.7%,89,-3.1%,16,+5.7%,75,-2.1%,55,-0.3%
Bojan Bogdanovic,28.5,IND,Forward,2413,80,-2.0%,65,-1.2%,75,-2.5%,95,-7.4%,96,-4.8%,41,+0.9%,75,-2.1%,72,-1.5%
Andrew Bogut,32.9,LAL,Big,216,94,-3.6%,85,-3.1%,5,+7.3%,19,+3.4%,4,+5.3%,92,-8.2%,96,-5.8%,97,-6.1%
Devin Booker,21.0,PHX,Wing,1847,40,+0.6%,24,+2.3%,84,-3.6%,32,+1.9%,66,-1.0%,84,-5.5%,45,+0.4%,63,-0.7%
Trevor Booker,29.9,BKN,Big,393,58,-0.5%,66,-1.3%,49,+0.2%,40,+1.0%,42,+0.6%,18,+5.0%,72,-1.8%,58,-0.4%
Trevor Booker,29.9,PHI,Big,461,9,+3.2%,4,+5.5%,8,+6.0%,21,+3.2%,6,+4.8%,8,+7.6%,83,-3.2%,65,-0.9%
Trevor Booker,29.9,IND,Big,262,75,-1.5%,0,+11.0%,7,+6.4%,96,-8.2%,59,-0.5%,99,-16.8%,90,-4.4%,98,-6.9%
Avery Bradley,26.9,DET,Wing,1253,6,+3.8%,11,+3.7%,7,+6.5%,38,+1.4%,10,+3.6%,7,+8.7%,47,+0.3%,15,+2.5%
Avery Bradley,26.9,LAC,Wing,164,98,-5.1%,91,-4.4%,83,-3.3%,97,-8.8%,98,-5.9%,96,-10.9%,30,+1.4%,68,-1.2%
Corey Brewer,31.7,LAL,Wing,654,34,+0.9%,48,+0.2%,38,+1.3%,67,-1.9%,55,-0.2%,28,+2.6%,46,+0.3%,37,+0.8%
Corey Brewer,31.7,OKC,Wing,513,1,+7.5%,0,+10.4%,3,+10.4%,10,+5.3%,2,+8.5%,98,-15.0%,1,+10.4%,8,+3.7%
Malcolm Brogdon,24.9,MIL,Combo,1405,41,+0.5%,21,+2.4%,96,-6.0%,11,+5.1%,59,-0.6%,85,-5.7%,17,+2.7%,39,+0.8%
Aaron Brooks,32.8,MIN,Point,134,4,+4.3%,5,+5.0%,3,+10.8%,97,-8.9%,43,+0.5%,0,+20.1%,73,-2.0%,7,+3.9%
MarShon Brooks,28.8,MEM,Wing,186,1,+7.2%,1,+8.6%,2,+12.1%,99,-14.3%,35,+1.0%,1,+18.0%,91,-4.6%,3,+6.2%
Jaylen Brown,21.0,BOS,Wing,2129,74,-1.4%,50,-0.1%,62,-1.1%,71,-2.2%,74,-1.6%,40,+1.0%,65,-1.1%,60,-0.6%
Lorenzo Brown,27.2,TOR,Wing,107,100,-6.2%,92,-4.4%,22,+2.8%,100,-16.3%,92,-3.7%,97,-13.2%,82,-3.0%,93,-4.7%
Reggie Bullock,26.6,DET,Wing,1695,54,-0.3%,54,-0.3%,58,-0.8%,67,-1.8%,70,-1.3%,81,-4.8%,25,+1.8%,50,+0.1%
Trey Burke,25.0,NYK,Point,746,29,+1.3%,49,-0.0%,6,+7.3%,45,+0.5%,7,+4.4%,52,-0.4%,49,+0.1%,50,+0.0%
Alec Burks,26.3,UTA,Wing,954,11,+3.0%,32,+1.5%,43,+0.7%,24,+2.7%,28,+1.5%,8,+8.3%,53,-0.1%,24,+1.7%
Jimmy Butler,28.1,MIN,Wing,2137,90,-2.9%,58,-0.5%,81,-3.1%,89,-5.7%,94,-4.4%,64,-2.2%,72,-1.9%,79,-2.0%
Dwight Buycks,28.7,DET,Point,366,59,-0.6%,84,-3.0%,58,-0.8%,80,-3.3%,79,-2.0%,13,+6.4%,64,-1.0%,36,+0.9%
Jose Calderon,36.1,CLE,Point,815,24,+1.6%,16,+3.1%,52,-0.2%,52,-0.1%,53,-0.1%,67,-2.5%,15,+2.9%,26,+1.6%
Kentavious Caldwell-Pope,24.7,LAL,Wing,2433,35,+0.8%,24,+2.3%,39,+1.2%,16,+3.8%,19,+2.4%,72,-3.3%,40,+0.7%,53,-0.2%
Isaiah Canaan,26.5,PHX,Point,405,77,-1.6%,81,-2.5%,9,+5.6%,62,-1.3%,23,+2.0%,17,+5.3%,93,-4.9%,83,-2.7%
Clint Capela,23.5,HOU,Big,2009,28,+1.3%,34,+1.2%,24,+2.6%,62,-1.2%,33,+1.1%,38,+1.3%,28,+1.5%,26,+1.6%
DeMarre Carroll,31.3,BKN,Forward,2158,77,-1.6%,81,-2.5%,69,-2.0%,42,+0.7%,62,-0.7%,16,+5.7%,80,-2.6%,65,-0.8%
Vince Carter,40.8,SAC,Forward,1005,70,-1.2%,88,-3.5%,92,-4.6%,35,+1.5%,77,-1.9%,30,+2.3%,58,-0.7%,50,-0.0%
Michael Carter-Williams,26.1,CHA,Combo,789,42,+0.5%,57,-0.4%,13,+4.3%,23,+3.0%,9,+3.7%,79,-4.4%,66,-1.3%,76,-1.8%
Omri Casspi,29.4,GSW,Forward,635,90,-2.8%,75,-2.1%,79,-2.9%,83,-3.9%,90,-3.3%,20,+4.4%,89,-4.2%,83,-2.7%
Willie Cauley-Stein,24.2,SAC,Big,2001,31,+1.1%,26,+2.1%,20,+3.2%,82,-3.8%,50,+0.1%,43,+0.6%,50,+0.1%,48,+0.2%
Mario Chalmers,31.5,MEM,Point,1372,72,-1.3%,77,-2.2%,84,-3.5%,52,-0.2%,79,-2.0%,26,+2.9%,55,-0.3%,44,+0.4%
Tyson Chandler,35.1,PHX,Big,1145,52,-0.2%,31,+1.7%,21,+3.1%,58,-0.9%,32,+1.2%,95,-10.0%,23,+2.0%,56,-0.4%
Wilson Chandler,30.5,DEN,Forward,2324,34,+0.8%,15,+3.2%,86,-3.8%,13,+4.4%,57,-0.3%,84,-5.4%,26,+1.7%,52,-0.1%
Marquese Chriss,20.3,PHX,Big,1478,56,-0.4%,39,+0.8%,78,-2.7%,90,-6.0%,93,-4.2%,91,-7.6%,10,+3.6%,31,+1.3%
Ian Clark,26.7,NOP,Combo,1375,69,-1.1%,42,+0.5%,60,-0.9%,56,-0.6%,62,-0.7%,26,+2.9%,90,-4.5%,84,-2.9%
Jordan Clarkson,25.4,LAL,Combo,1238,63,-0.8%,56,-0.4%,54,-0.4%,32,+2.0%,41,+0.6%,72,-3.2%,76,-2.2%,81,-2.4%
Jordan Clarkson,25.4,CLE,Combo,615,87,-2.6%,77,-2.3%,87,-3.9%,98,-9.2%,99,-6.3%,8,+7.5%,63,-1.0%,34,+0.9%
Darren Collison,30.2,IND,Point,1989,10,+3.1%,47,+0.2%,33,+1.6%,48,+0.3%,35,+1.0%,36,+1.5%,6,+4.9%,6,+4.3%
Mike Conley,30.1,MEM,Point,373,97,-4.1%,96,-6.0%,80,-3.1%,62,-1.4%,81,-2.2%,50,-0.2%,80,-2.7%,82,-2.5%
Pat Connaughton,24.8,POR,Wing,1402,66,-0.9%,63,-1.0%,68,-1.8%,34,+1.7%,52,-0.0%,62,-1.8%,67,-1.3%,69,-1.3%
DeMarcus Cousins,27.2,NOP,Big,1715,12,+2.8%,21,+2.5%,34,+1.5%,42,+0.8%,34,+1.0%,10,+6.9%,16,+2.8%,8,+3.7%
Robert Covington,26.9,PHI,Forward,2515,82,-2.2%,45,+0.3%,31,+1.9%,79,-3.2%,57,-0.4%,72,-3.3%,83,-3.0%,87,-3.1%
Allen Crabbe,25.6,BKN,Wing,2160,58,-0.5%,62,-0.9%,49,+0.3%,19,+3.5%,25,+1.8%,42,+0.8%,79,-2.5%,76,-1.8%
Jamal Crawford,37.6,MIN,Wing,1613,7,+3.5%,13,+3.4%,25,+2.6%,15,+4.0%,12,+3.2%,27,+2.8%,29,+1.5%,23,+1.8%
Jae Crowder,27.3,CLE,Forward,1324,2,+5.0%,20,+2.6%,26,+2.4%,5,+8.7%,4,+5.4%,19,+4.7%,11,+3.5%,7,+4.2%
Jae Crowder,27.3,UTA,Forward,737,87,-2.5%,95,-5.5%,71,-2.1%,34,+1.8%,57,-0.4%,97,-12.3%,31,+1.2%,66,-1.0%
Dante Cunningham,30.5,NOP,Forward,1075,92,-3.0%,50,-0.0%,66,-1.6%,85,-4.4%,88,-3.0%,42,+0.7%,88,-4.2%,87,-3.1%
Dante Cunningham,30.5,BKN,Big,442,5,+3.9%,5,+5.3%,12,+4.7%,17,+3.7%,7,+4.2%,79,-4.6%,14,+3.1%,25,+1.6%
Stephen Curry,29.6,GSW,Point,1619,16,+2.3%,19,+2.9%,57,-0.7%,39,+1.2%,48,+0.1%,53,-0.7%,8,+4.2%,10,+3.2%
Troy Daniels,26.3,PHX,Combo,1586,25,+1.6%,36,+1.0%,29,+2.1%,26,+2.6%,20,+2.4%,66,-2.4%,22,+2.1%,32,+1.2%
Anthony Davis,24.6,NOP,Big,2703,96,-3.8%,79,-2.4%,90,-4.2%,40,+1.0%,75,-1.7%,22,+4.0%,96,-5.9%,90,-3.8%
Deyonta Davis,20.9,MEM,Big,867,72,-1.3%,58,-0.6%,18,+3.4%,18,+3.6%,11,+3.5%,73,-3.4%,94,-5.5%,94,-5.0%
Ed Davis,28.4,POR,Big,1456,78,-1.7%,61,-0.8%,62,-1.1%,83,-3.9%,84,-2.5%,81,-4.8%,59,-0.7%,72,-1.5%
DeMar DeRozan,28.2,TOR,Wing,2700,19,+2.1%,13,+3.5%,26,+2.3%,41,+0.9%,23,+2.0%,24,+3.5%,38,+0.8%,29,+1.4%
Dewayne Dedmon,28.2,ATL,Big,1516,68,-1.0%,78,-2.3%,52,-0.2%,9,+5.7%,15,+2.8%,76,-4.0%,75,-2.1%,82,-2.5%
Sam Dekker,23.5,LAC,Forward,809,84,-2.4%,50,-0.1%,91,-4.4%,53,-0.4%,83,-2.4%,94,-9.5%,60,-0.8%,85,-2.9%
Malcolm Delaney,28.6,ATL,Combo,963,51,-0.1%,27,+2.0%,92,-4.6%,9,+5.9%,42,+0.6%,82,-5.1%,57,-0.5%,74,-1.6%
Matthew Dellavedova,27.1,MIL,Combo,700,22,+1.7%,48,+0.2%,17,+3.5%,2,+10.6%,2,+6.9%,92,-8.3%,24,+1.8%,61,-0.6%
Cheick Diallo,21.1,NOP,Big,495,16,+2.3%,23,+2.3%,8,+5.7%,53,-0.4%,15,+2.8%,58,-1.2%,36,+0.9%,43,+0.4%
Gorgui Dieng,27.8,MIN,Big,1281,8,+3.3%,35,+1.1%,21,+3.0%,16,+3.8%,11,+3.4%,64,-2.1%,12,+3.4%,20,+2.0%
Spencer Dinwiddie,24.6,BKN,Combo,2257,34,+0.8%,12,+3.7%,28,+2.2%,31,+2.1%,21,+2.2%,17,+5.1%,70,-1.7%,56,-0.3%
Goran Dragic,31.5,MIA,Point,2352,56,-0.4%,31,+1.7%,63,-1.3%,35,+1.6%,58,-0.5%,46,+0.3%,63,-1.0%,63,-0.7%
Andre Drummond,24.2,DET,Big,2591,14,+2.5%,10,+3.9%,50,-0.0%,21,+3.2%,30,+1.3%,23,+3.8%,30,+1.4%,21,+2.0%
Jared Dudley,32.3,PHX,Big,667,48,+0.0%,46,+0.3%,15,+3.9%,35,+1.6%,14,+2.9%,83,-5.2%,45,+0.4%,64,-0.8%
Kris Dunn,23.6,CHI,Point,1459,28,+1.3%,25,+2.2%,60,-0.9%,50,+0.0%,58,-0.4%,36,+1.6%,30,+1.3%,29,+1.4%
Kevin Durant,29.1,GSW,Forward,2308,23,+1.7%,27,+2.0%,52,-0.3%,25,+2.6%,36,+1.0%,19,+4.9%,43,+0.5%,29,+1.4%
Henry Ellenson,20.8,DET,Big,237,68,-1.0%,1,+9.8%,4,+7.9%,91,-6.2%,24,+2.0%,83,-5.3%,98,-7.4%,98,-7.1%
Wayne Ellington,29.9,MIA,Wing,1966,48,+0.0%,63,-1.0%,65,-1.4%,54,-0.4%,63,-0.7%,75,-3.8%,31,+1.3%,47,+0.2%
Joel Embiid,23.6,PHI,Big,1899,95,-3.7%,93,-5.1%,55,-0.4%,52,-0.3%,54,-0.2%,35,+1.7%,84,-3.4%,82,-2.6%
James Ennis,27.3,MEM,Wing,1027,55,-0.3%,25,+2.2%,12,+4.8%,70,-2.1%,27,+1.6%,54,-0.7%,87,-3.9%,87,-3.2%
James Ennis,27.3,DET,Wing,528,9,+3.2%,18,+2.9%,81,-3.1%,6,+7.2%,36,+1.0%,8,+7.4%,35,+1.0%,15,+2.6%
Tyler Ennis,23.2,LAL,Combo,639,89,-2.8%,41,+0.7%,62,-1.1%,87,-5.1%,88,-3.0%,35,+1.7%,93,-5.2%,89,-3.5%
Tyreke Evans,28.1,MEM,Wing,1579,96,-3.9%,85,-3.2%,98,-7.6%,64,-1.4%,96,-4.8%,95,-9.7%,47,+0.3%,80,-2.3%
Dante Exum,22.3,UTA,Combo,223,95,-3.7%,99,-9.0%,91,-4.5%,95,-7.8%,98,-5.9%,14,+6.2%,2,+8.7%,2,+8.0%
Kenneth Faried,28.0,DEN,Big,442,59,-0.6%,15,+3.2%,47,+0.5%,38,+1.4%,35,+1.0%,12,+6.6%,99,-9.6%,95,-5.2%
Derrick Favors,26.3,UTA,Big,2130,20,+2.0%,23,+2.3%,16,+3.7%,69,-2.0%,33,+1.1%,39,+1.1%,18,+2.6%,17,+2.3%
Kay Felder,22.6,CHI,Point,102,10,+3.1%,20,+2.5%,1,+14.6%,90,-5.7%,18,+2.5%,14,+6.2%,42,+0.6%,22,+1.9%
Cristiano Felicio,25.3,CHI,Big,862,11,+2.9%,21,+2.4%,22,+2.9%,75,-2.8%,49,+0.1%,57,-0.9%,17,+2.7%,23,+1.8%
Raymond Felton,33.3,OKC,Combo,1309,78,-1.7%,89,-3.8%,82,-3.3%,35,+1.5%,71,-1.3%,77,-4.2%,34,+1.1%,55,-0.3%
Yogi Ferrell,24.5,DAL,Point,2193,98,-5.1%,96,-6.0%,72,-2.2%,54,-0.5%,72,-1.4%,67,-2.6%,95,-5.7%,94,-5.0%
Dorian Finney-Smith,24.5,DAL,Wing,447,80,-2.0%,61,-0.9%,98,-7.0%,81,-3.4%,97,-5.3%,17,+5.4%,80,-2.5%,55,-0.3%
Bryn Forbes,24.3,SAS,Wing,1396,20,+2.0%,36,+1.1%,9,+5.7%,47,+0.4%,12,+3.3%,37,+1.3%,32,+1.1%,32,+1.2%
Evan Fournier,25.0,ORL,Wing,1809,19,+2.0%,34,+1.3%,42,+0.7%,3,+10.1%,5,+5.0%,28,+2.6%,71,-1.7%,54,-0.3%
Tim Frazier,27.0,WAS,Point,746,13,+2.7%,29,+1.9%,41,+1.0%,7,+6.6%,9,+3.7%,22,+3.9%,16,+2.8%,10,+3.1%
Channing Frye,34.5,CLE,Big,466,91,-3.0%,59,-0.7%,88,-4.0%,94,-7.2%,98,-5.7%,60,-1.3%,37,+0.8%,50,+0.1%
Channing Frye,34.5,LAL,Big,150,96,-3.8%,93,-4.6%,49,+0.2%,98,-10.6%,95,-4.8%,16,+5.6%,93,-5.3%,79,-2.1%
Danilo Gallinari,29.2,LAC,Forward,663,73,-1.3%,80,-2.4%,30,+2.0%,86,-4.5%,70,-1.2%,20,+4.3%,50,+0.1%,37,+0.8%
Langston Galloway,25.9,DET,Combo,759,92,-3.0%,71,-1.6%,72,-2.3%,49,+0.1%,68,-1.1%,87,-6.2%,83,-3.0%,91,-3.8%
Marc Gasol,32.8,MEM,Big,2376,40,+0.6%,48,+0.2%,85,-3.6%,93,-6.8%,96,-4.9%,16,+5.6%,8,+4.3%,5,+4.5%
Pau Gasol,37.3,SAS,Big,1784,79,-1.8%,87,-3.3%,45,+0.6%,74,-2.6%,65,-0.9%,85,-6.0%,23,+2.0%,48,+0.2%
Rudy Gay,31.2,SAS,Big,1191,32,+1.0%,37,+0.9%,7,+6.0%,79,-3.3%,26,+1.8%,46,+0.3%,56,-0.3%,52,-0.2%
Paul George,27.5,OKC,Wing,2863,24,+1.6%,28,+1.9%,41,+0.9%,48,+0.3%,41,+0.6%,62,-1.7%,21,+2.2%,30,+1.3%
Taj Gibson,32.4,MIN,Big,2693,82,-2.1%,88,-3.4%,91,-4.5%,84,-4.1%,93,-4.3%,75,-3.7%,20,+2.4%,36,+0.9%
Manu Ginobili,40.3,SAS,Wing,1284,38,+0.7%,31,+1.6%,79,-3.0%,46,+0.4%,71,-1.3%,12,+6.6%,51,+0.1%,27,+1.5%
Rudy Gobert,25.3,UTA,Big,1807,93,-3.3%,74,-1.9%,89,-4.1%,58,-0.8%,85,-2.6%,76,-3.9%,40,+0.7%,57,-0.4%
Aaron Gordon,22.1,ORL,Big,1890,38,+0.7%,52,-0.1%,29,+2.1%,22,+3.2%,18,+2.5%,22,+3.9%,85,-3.6%,71,-1.3%
Eric Gordon,28.9,HOU,Wing,2120,87,-2.6%,56,-0.4%,82,-3.3%,55,-0.5%,78,-2.0%,47,+0.2%,91,-4.7%,89,-3.5%
Marcin Gortat,33.7,WAS,Big,2064,60,-0.7%,70,-1.6%,80,-3.0%,52,-0.2%,74,-1.7%,76,-3.9%,27,+1.7%,40,+0.5%
Treveon Graham,24.0,CHA,Wing,949,23,+1.7%,58,-0.6%,53,-0.3%,46,+0.4%,51,-0.0%,14,+5.9%,28,+1.5%,15,+2.5%
Jerami Grant,23.6,OKC,Big,1586,86,-2.5%,98,-7.4%,79,-2.9%,48,+0.3%,73,-1.6%,30,+2.4%,43,+0.5%,38,+0.8%
Jerian Grant,25.1,CHI,Point,1595,70,-1.2%,76,-2.1%,77,-2.6%,84,-4.1%,90,-3.3%,64,-2.1%,19,+2.4%,28,+1.4%
Danny Green,30.4,SAS,Wing,1776,65,-0.9%,52,-0.1%,89,-4.1%,51,-0.1%,81,-2.3%,68,-2.7%,42,+0.5%,53,-0.2%
Draymond Green,27.7,GSW,Big,2268,42,+0.5%,57,-0.5%,90,-4.3%,12,+4.5%,59,-0.5%,58,-1.1%,14,+3.1%,16,+2.4%
Gerald Green,31.8,HOU,Wing,856,75,-1.5%,60,-0.8%,46,+0.5%,41,+0.9%,46,+0.3%,86,-6.1%,60,-0.8%,79,-2.0%
JaMychal Green,27.4,MEM,Forward,1526,31,+1.1%,17,+3.0%,11,+5.0%,78,-3.1%,30,+1.3%,49,+0.0%,54,-0.3%,51,-0.1%
Jeff Green,31.2,CLE,Big,1728,98,-5.1%,80,-2.5%,79,-2.9%,76,-2.9%,87,-2.9%,89,-7.0%,94,-5.3%,97,-5.9%
Blake Griffin,28.6,LAC,Big,1133,31,+1.1%,78,-2.3%,30,+2.0%,20,+3.3%,17,+2.6%,55,-0.9%,25,+1.8%,33,+1.1%
Blake Griffin,28.6,DET,Big,824,96,-3.9%,83,-2.8%,98,-9.0%,59,-0.9%,97,-5.7%,99,-15.9%,55,-0.3%,92,-4.0%
Tim Hardaway Jr.,25.6,NYK,Wing,1876,36,+0.8%,28,+1.9%,67,-1.6%,70,-2.1%,77,-1.8%,15,+5.8%,48,+0.1%,24,+1.7%
James Harden,28.2,HOU,Combo,2519,22,+1.8%,13,+3.4%,43,+0.7%,66,-1.7%,58,-0.4%,63,-1.8%,24,+1.8%,33,+1.1%
Maurice Harkless,24.5,POR,Forward,1246,26,+1.4%,78,-2.3%,90,-4.2%,15,+4.1%,51,-0.0%,38,+1.2%,9,+4.1%,8,+3.5%
Montrezl Harrell,23.8,LAC,Big,1227,67,-1.0%,91,-4.2%,82,-3.3%,31,+2.0%,61,-0.7%,73,-3.4%,26,+1.7%,42,+0.5%
Devin Harris,34.7,DAL,Wing,803,83,-2.2%,52,-0.1%,80,-3.0%,99,-11.8%,99,-7.5%,14,+6.0%,38,+0.8%,22,+1.9%
Devin Harris,34.7,DEN,Point,514,69,-1.1%,39,+0.8%,57,-0.6%,94,-7.4%,89,-3.1%,55,-0.9%,63,-0.9%,65,-0.9%
Gary Harris,23.1,DEN,Wing,2278,47,+0.1%,6,+5.0%,45,+0.6%,26,+2.6%,28,+1.5%,74,-3.7%,84,-3.4%,89,-3.5%
Joe Harris,26.2,BKN,Wing,1897,53,-0.2%,32,+1.5%,52,-0.2%,83,-4.0%,79,-2.0%,32,+2.2%,43,+0.5%,37,+0.8%
Tobias Harris,25.3,DET,Forward,1535,3,+4.9%,1,+9.8%,26,+2.3%,49,+0.2%,32,+1.2%,4,+12.3%,68,-1.4%,19,+2.2%
Tobias Harris,25.3,LAC,Forward,1101,7,+3.5%,11,+3.8%,0,+14.8%,80,-3.3%,3,+6.8%,3,+12.4%,86,-3.8%,45,+0.4%
