Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,Rim Rank,Rim,Short Mid Rank,Short Mid,Long Mid Rank,Long Mid,All Mid Rank,All Mid,Corner Three Rank,Corner Three,Non Corner Rank,Non Corner,All Three Rank,All Three
Alex Abrines,23.3,OKC,Wing,976,81,55.0%,12,13%,23,8%,21,9%,9,17%,76,17%,99,54%,97,70%
Quincy Acy,26.1,BKN,Big,492,51,53.1%,28,35%,13,9%,28,7%,11,16%,93,15%,90,35%,93,49%
Steven Adams,23.3,OKC,Big,2381,78,57.4%,74,67%,87,33%,7,0%,54,33%,0,0%,28,0%,23,0%
Arron Afflalo,31.0,SAC,Wing,1576,65,51.9%,16,15%,86,21%,93,31%,93,51%,66,14%,26,20%,28,34%
Alexis Ajinca,28.5,NOP,Big,566,20,49.1%,41,44%,71,25%,92,28%,90,54%,0,0%,44,2%,41,2%
Cole Aldrich,28.0,MIN,Big,497,47,52.6%,72,67%,89,33%,0,0%,55,33%,0,0%,0,0%,0,0%
LaMarcus Aldridge,31.3,SAS,Big,2325,17,48.8%,14,27%,76,27%,99,41%,100,68%,57,2%,46,3%,48,5%
Lavoy Allen,27.7,IND,Big,829,10,46.6%,44,46%,67,24%,93,30%,90,54%,44,1%,0,0%,34,1%
Tony Allen,34.8,MEM,Wing,1906,21,47.3%,98,72%,48,13%,11,6%,22,19%,16,6%,1,3%,3,8%
Al-Farouq Aminu,26.1,POR,Big,1756,12,47.2%,34,40%,23,12%,30,7%,18,19%,95,15%,81,25%,86,41%
Alan Anderson,34.0,LAC,Wing,258,7,43.8%,52,26%,57,14%,39,13%,46,28%,93,25%,31,22%,67,46%
Justin Anderson,23.0,DAL,Wing,627,8,44.8%,77,37%,69,16%,9,6%,35,22%,57,12%,51,29%,50,41%
Justin Anderson,23.0,PHI,Wing,462,79,54.8%,82,40%,29,9%,15,8%,14,17%,27,8%,66,34%,53,42%
Kyle Anderson,23.1,SAS,Wing,912,26,47.8%,84,41%,90,23%,59,19%,81,42%,69,14%,2,3%,7,17%
Ryan Anderson,28.5,HOU,Big,2112,71,55.2%,5,19%,8,8%,54,11%,17,19%,81,9%,99,53%,97,62%
Giannis Antetokounmpo,21.9,MIL,Forward,2820,76,54.6%,98,58%,71,15%,53,15%,54,30%,2,2%,10,10%,5,12%
Carmelo Anthony,32.4,NYK,Forward,2532,31,49.2%,12,17%,76,19%,100,37%,100,55%,5,3%,53,25%,27,28%
Trevor Ariza,31.3,HOU,Forward,2759,61,53.1%,27,27%,2,4%,8,3%,0,7%,90,24%,90,43%,95,67%
Darrell Arthur,28.6,DEN,Big,620,72,55.5%,4,17%,5,6%,83,23%,41,29%,89,13%,95,41%,95,54%
Omer Asik,30.3,NOP,Big,481,13,47.7%,100,96%,1,4%,0,0%,0,4%,0,0%,0,0%,0,0%
D.J. Augustin,29.0,ORL,Combo,1456,45,47.7%,23,22%,35,12%,45,18%,31,30%,66,10%,85,38%,84,49%
Luke Babbitt,27.4,MIA,Forward,1044,80,55.1%,0,5%,34,10%,37,11%,32,21%,85,22%,98,52%,98,74%
Ron Baker,23.6,NYK,Combo,778,29,44.3%,84,43%,10,8%,29,13%,10,21%,87,14%,40,22%,55,36%
Wade Baldwin,20.6,MEM,Combo,381,3,32.7%,90,47%,74,20%,48,18%,56,38%,16,3%,5,12%,3,16%
Leandro Barbosa,33.9,PHX,Wing,946,29,47.9%,75,35%,65,15%,82,26%,78,41%,40,10%,14,14%,13,24%
J.J. Barea,32.4,DAL,Combo,768,58,48.8%,18,19%,81,22%,44,17%,68,39%,13,3%,87,39%,71,42%
Harrison Barnes,24.4,DAL,Big,2797,26,49.9%,9,24%,78,27%,96,33%,95,60%,69,5%,60,11%,59,16%
Matt Barnes,36.6,GSW,Forward,376,73,54.2%,41,32%,14,7%,25,8%,19,14%,83,21%,76,34%,88,54%
Matt Barnes,36.6,SAC,Forward,1360,25,47.8%,31,29%,36,10%,32,9%,27,19%,53,13%,88,39%,83,53%
Will Barton,25.8,DEN,Wing,1671,55,51.2%,81,38%,79,19%,32,11%,52,29%,10,5%,46,28%,24,33%
Brandon Bass,31.5,LAC,Big,458,59,53.5%,70,63%,51,20%,69,16%,60,36%,43,1%,0,0%,33,1%
Nicolas Batum,27.9,CHA,Wing,2611,20,47.3%,14,14%,83,20%,83,26%,86,46%,6,4%,72,36%,47,40%
Aron Baynes,29.9,DET,Big,1104,26,49.8%,66,59%,77,27%,62,14%,68,41%,0,0%,0,0%,0,0%
Kent Bazemore,27.3,ATL,Wing,1953,22,47.3%,69,33%,42,12%,69,21%,61,33%,58,12%,30,22%,26,34%
Bradley Beal,23.3,WAS,Wing,2680,91,56.8%,59,29%,47,13%,58,19%,59,32%,17,6%,61,33%,42,39%
Malik Beasley,19.9,DEN,Wing,112,36,48.9%,88,43%,7,4%,45,14%,18,18%,82,18%,26,20%,41,39%
Michael Beasley,27.8,MIL,Big,903,69,55.1%,31,37%,82,29%,87,24%,89,53%,70,5%,50,4%,53,10%
Marco Belinelli,30.6,CHA,Wing,1748,58,51.3%,18,15%,20,7%,96,33%,75,40%,22,7%,75,38%,61,45%
DeAndre' Bembry,22.3,ATL,Wing,273,60,51.4%,96,62%,32,10%,27,10%,25,20%,14,6%,11,13%,10,18%
Dragan Bender,19.0,PHX,Big,530,2,42.7%,7,22%,4,6%,42,9%,10,15%,98,20%,96,43%,98,63%
Anthony Bennett,23.6,BKN,Big,206,5,43.5%,39,43%,2,5%,10,1%,1,6%,97,18%,88,32%,94,51%
Davis Bertans,24.0,SAS,Big,684,90,60.9%,3,16%,1,4%,29,7%,5,11%,90,14%,99,60%,99,74%
Patrick Beverley,28.3,HOU,Point,2046,75,52.5%,35,27%,67,19%,4,4%,10,23%,100,17%,63,33%,94,50%
Bismack Biyombo,24.2,ORL,Big,1714,35,50.9%,80,70%,75,27%,19,4%,46,30%,0,0%,0,0%,0,0%
Nemanja Bjelica,28.5,MIN,Big,1140,34,50.9%,23,33%,41,17%,16,3%,19,20%,83,10%,93,37%,91,47%
Tarik Black,24.9,LAL,Big,1065,40,51.4%,90,79%,42,17%,17,3%,21,21%,0,0%,32,0%,29,0%
Eric Bledsoe,26.9,PHX,Point,2172,38,48.5%,58,32%,52,18%,63,23%,62,40%,13,2%,50,25%,37,28%
Bojan Bogdanovic,27.5,BKN,Wing,1468,68,52.2%,80,38%,39,11%,22,9%,28,20%,46,11%,55,31%,52,42%
Bojan Bogdanovic,27.5,WAS,Forward,584,78,54.8%,29,28%,56,13%,44,13%,49,26%,44,12%,78,34%,68,46%
Andrew Bogut,31.9,DAL,Big,581,11,46.9%,65,58%,96,41%,0,0%,69,41%,0,0%,41,1%,37,1%
Devin Booker,20.0,PHX,Wing,2720,25,47.6%,47,25%,87,21%,89,29%,90,49%,7,4%,32,22%,14,26%
Trevor Booker,28.9,BKN,Big,1747,62,53.8%,58,54%,69,25%,44,9%,57,34%,64,4%,55,8%,55,12%
Avery Bradley,25.9,BOS,Combo,1829,90,53.5%,52,30%,23,9%,77,26%,48,35%,69,11%,48,24%,50,35%
Corey Brewer,30.7,HOU,Wing,886,14,45.8%,90,47%,53,13%,1,2%,6,16%,95,25%,7,12%,37,37%
Corey Brewer,30.7,LAL,Wing,353,15,45.8%,95,52%,93,23%,7,6%,54,30%,50,11%,4,7%,9,18%
Malcolm Brogdon,23.9,MIL,Combo,1901,84,52.4%,92,47%,39,13%,16,12%,15,25%,50,8%,35,20%,35,28%
Aaron Brooks,31.8,IND,Point,812,63,50.5%,27,24%,65,19%,40,18%,44,36%,50,5%,71,34%,71,39%
Anthony Brown,24.1,NOP,Wing,135,0,34.7%,48,25%,12,6%,42,14%,24,19%,67,14%,82,42%,82,56%
Jaylen Brown,20.0,BOS,Wing,1293,61,51.6%,92,48%,60,15%,18,8%,38,23%,48,11%,18,18%,18,28%
Nicolas Brussino,23.7,DAL,Wing,408,18,46.6%,11,11%,22,8%,53,18%,43,26%,52,11%,96,51%,91,63%
Reggie Bullock,25.6,DET,Wing,413,80,54.9%,53,26%,3,4%,46,15%,19,18%,86,20%,69,35%,81,55%
Trey Burke,24.0,WAS,Combo,640,89,53.3%,15,18%,52,15%,98,42%,95,57%,32,5%,32,19%,24,24%
Alec Burks,25.3,UTA,Combo,620,39,45.7%,66,33%,85,24%,37,15%,63,39%,76,11%,27,17%,37,28%
Jimmy Butler,27.1,CHI,Wing,2803,40,49.5%,74,35%,82,19%,90,29%,89,49%,4,3%,12,14%,6,16%
Jose Calderon,35.1,ATL,Combo,224,55,48.1%,13,18%,0,0%,90,32%,37,32%,84,13%,84,38%,87,50%
Jose Calderon,35.1,LAL,Point,272,58,50.0%,2,11%,6,7%,92,38%,71,45%,88,9%,81,35%,85,45%
Kentavious Caldwell-Pope,23.7,DET,Wing,2525,34,48.7%,23,17%,50,13%,78,24%,71,37%,28,8%,75,38%,65,46%
Isaiah Canaan,25.5,CHI,Combo,513,37,45.7%,21,21%,32,11%,35,15%,18,26%,90,18%,81,35%,94,53%
Clint Capela,22.5,HOU,Big,1533,95,64.3%,94,86%,29,13%,5,0%,9,14%,0,0%,0,0%,0,0%
DeMarre Carroll,30.3,TOR,Forward,1874,41,50.0%,17,22%,61,14%,36,10%,37,24%,78,18%,83,36%,86,54%
Vince Carter,39.8,MEM,Wing,1791,54,50.8%,39,23%,51,13%,16,8%,30,21%,54,12%,89,45%,82,56%
Michael Carter-Williams,25.1,CHI,Point,804,0,38.3%,62,34%,96,32%,33,15%,83,47%,87,9%,13,11%,17,19%
Omri Casspi,28.4,MIN,Big,216,47,52.6%,56,52%,74,26%,0,0%,34,26%,78,7%,64,14%,66,21%
Omri Casspi,28.4,SAC,Forward,393,46,50.4%,95,56%,78,19%,0,1%,31,20%,10,4%,32,19%,17,23%
Willie Cauley-Stein,23.2,SAC,Big,1384,50,53.0%,63,56%,84,30%,60,14%,74,44%,0,0%,0,0%,0,0%
Tyson Chandler,34.1,PHX,Big,1295,98,67.1%,99,94%,3,5%,8,1%,1,6%,0,0%,0,0%,0,0%
Wilson Chandler,29.5,DEN,Forward,2186,58,52.0%,51,33%,81,20%,49,14%,71,34%,27,8%,56,25%,41,33%
Marquese Chriss,19.3,PHX,Big,1698,31,50.7%,49,47%,23,12%,35,8%,20,20%,92,15%,68,18%,81,32%
Rakeem Christmas,24.9,IND,Big,177,56,53.3%,93,85%,35,15%,0,0%,10,15%,0,0%,0,0%,0,0%
Semaj Christon,24.0,OKC,Combo,873,6,36.5%,63,33%,79,22%,56,21%,76,43%,52,8%,21,16%,23,24%
Ian Clark,25.7,GSW,Combo,925,97,56.4%,50,29%,73,19%,40,16%,47,35%,85,13%,45,23%,60,36%
