Player,Age,Team,Pos,MIN,Pts/Poss Rank,Pts/Poss,HALFCOURT: Pts/Play Rank,HALFCOURT: Pts/Play,HALFCOURT: OREB% Rank,HALFCOURT: OREB%,HALFCOURT: % of Plays Rank,HALFCOURT: % of Plays,PUTBACKS: Pts/Miss Rank,PUTBACKS: Pts/Miss,PUTBACKS: Plays/Miss Rank,PUTBACKS: Plays/Miss,PUTBACKS: Pts/Play Rank,PUTBACKS: Pts/Play
Alex Acker,25.8,LAC,Wing,132,66,+1.5,90,+5.9,10,-3.7%,7,+2.6%,70,+1.7,9,-3.5,99,+41.1
Arron Afflalo,23.0,DET,Wing,1193,63,+0.9,49,-0.5,62,+1.0%,79,-1.4%,69,+1.7,64,+0.9,65,+3.9
Alexis Ajinca,20.5,CHA,Big,136,64,+1.3,55,+0.2,17,-2.8%,81,-1.6%,44,-0.5,68,+1.1,17,-11.8
LaMarcus Aldridge,23.3,POR,Big,2993,97,+9.8,96,+8.5,66,+1.3%,63,-0.5%,73,+2.1,82,+2.3,41,-2.5
Joe Alexander,21.9,MIL,Forward,612,55,+0.1,33,-2.6,89,+4.0%,69,-0.8%,98,+9.4,95,+4.9,93,+18.2
Malik Allen,30.3,MIL,Big,522,38,-1.9,67,+1.6,7,-4.7%,2,+4.1%,2,-7.6,2,-5.6,21,-10.1
Ray Allen,33.3,BOS,Wing,2866,94,+7.2,96,+8.5,10,-3.7%,42,+0.4%,2,-7.1,1,-5.7,41,-2.7
Tony Allen,26.8,BOS,Wing,782,22,-4.2,15,-6.7,77,+2.4%,89,-2.3%,87,+4.0,91,+3.6,48,-0.5
Morris Almond,23.7,UTA,Wing,233,0,-18.2,1,-16.5,14,-3.2%,96,-3.5%,11,-4.3,68,+1.1,1,-30.0
Rafer Alston,32.3,HOU,Point,1587,58,+0.4,69,+1.8,20,-2.4%,79,-1.4%,48,-0.0,48,-0.2,57,+1.8
Rafer Alston,32.3,ORL,Point,853,38,-1.9,24,-4.3,7,-4.6%,83,-1.8%,59,+1.0,17,-2.3,98,+25.8
Lou Amundson,25.9,PHX,Big,909,30,-2.7,3,-12.1,100,+9.6%,99,-5.5%,97,+8.2,99,+7.1,41,-2.5
Chris Andersen,30.3,DEN,Big,1412,52,-0.3,39,-1.9,97,+7.0%,60,-0.3%,84,+3.5,94,+4.5,20,-10.1
Ryan Anderson,20.5,NJN,Big,1233,50,-0.5,46,-0.9,70,+1.7%,71,-0.9%,68,+1.6,74,+1.5,49,-0.2
Carmelo Anthony,24.4,DEN,Forward,2273,91,+6.1,87,+5.2,16,-3.0%,46,+0.3%,78,+2.8,52,+0.1,86,+12.3
Joel Anthony,26.2,MIA,Big,1008,17,-5.6,32,-2.8,62,+1.0%,30,+0.9%,24,-2.9,23,-1.7,29,-6.7
Trevor Ariza,23.3,LAL,Wing,1902,33,-2.4,31,-2.8,62,+0.9%,87,-2.2%,41,-0.8,56,+0.4,32,-6.0
Hilton Armstrong,23.9,NOH,Big,1050,9,-8.3,18,-5.5,21,-2.3%,13,+2.0%,16,-3.7,6,-3.9,69,+5.4
Darrell Arthur,20.6,MEM,Big,1426,40,-1.7,42,-1.2,42,-0.5%,73,-1.0%,46,-0.3,52,+0.1,44,-1.7
Chucky Atkins,34.2,OKC,Combo,278,11,-7.8,28,-3.6,22,-2.3%,6,+2.8%,2,-7.3,1,-5.9,36,-4.3
D.J. Augustin,21.0,CHA,Point,1844,73,+2.5,62,+1.2,85,+3.2%,73,-1.0%,85,+3.7,86,+2.7,63,+3.3
Kelenna Azubuike,24.9,GSW,Wing,2350,49,-0.5,29,-3.4,73,+1.9%,92,-2.7%,85,+3.7,87,+2.9,53,+0.7
Renaldo Balkman,24.3,DEN,Big,704,60,+0.6,33,-2.7,99,+9.3%,84,-1.9%,79,+2.9,95,+4.7,18,-11.7
Marcus Banks,27.0,MIA,Combo,134,4,-11.5,10,-8.6,36,-0.8%,9,+2.3%,8,-5.2,23,-1.8,2,-25.1
Leandro Barbosa,25.9,PHX,Combo,1661,38,-1.8,21,-4.8,38,-0.7%,75,-1.2%,57,+0.8,40,-0.6,74,+6.9
J.J. Barea,24.4,DAL,Combo,1476,54,+0.0,67,+1.6,68,+1.5%,4,+3.4%,29,-2.0,62,+0.7,6,-18.3
Andrea Bargnani,23.0,TOR,Big,2418,44,-1.3,63,+1.3,12,-3.5%,24,+1.2%,15,-3.9,9,-3.4,46,-0.8
Matt Barnes,28.6,PHX,Wing,2051,75,+2.7,61,+1.0,70,+1.7%,78,-1.3%,50,+0.1,46,-0.4,58,+2.3
Brent Barry,36.8,HOU,Wing,798,31,-2.5,24,-4.3,83,+3.1%,71,-0.9%,52,+0.2,67,+1.1,29,-6.5
Brandon Bass,23.5,DAL,Big,1501,83,+4.1,57,+0.4,71,+1.7%,47,+0.2%,51,+0.2,34,-1.0,76,+7.5
Maceo Baston,32.4,IND,Big,201,18,-5.3,35,-2.3,68,+1.5%,56,-0.1%,14,-4.0,52,+0.0,3,-22.8
Tony Battie,32.7,ORL,Big,1159,21,-4.6,35,-2.3,53,+0.2%,3,+3.5%,29,-2.2,40,-0.6,23,-8.9
Shane Battier,30.1,HOU,Wing,2022,64,+1.2,85,+4.7,26,-1.9%,28,+1.0%,40,-0.9,32,-1.2,58,+2.1
Nicolas Batum,19.9,POR,Wing,1407,87,+4.9,73,+2.3,72,+1.8%,91,-2.5%,96,+7.2,92,+3.7,86,+12.7
Jerryd Bayless,20.2,POR,Combo,560,27,-3.6,15,-6.7,63,+1.0%,69,-0.8%,57,+0.8,69,+1.2,39,-3.0
Michael Beasley,19.8,MIA,Big,1976,52,-0.3,49,-0.5,46,-0.3%,40,+0.5%,70,+1.8,77,+1.7,43,-2.0
Marco Belinelli,22.6,GSW,Wing,849,27,-3.6,37,-2.1,37,-0.7%,30,+0.9%,55,+0.5,47,-0.3,67,+4.8
Charlie Bell,29.6,MIL,Wing,1731,35,-2.2,35,-2.3,29,-1.7%,32,+0.8%,43,-0.6,33,-1.1,60,+2.9
Raja Bell,32.1,PHX,Wing,711,90,+5.8,93,+7.1,4,-5.4%,69,-0.8%,12,-4.2,30,-1.3,7,-17.4
Raja Bell,32.1,CHA,Wing,1600,68,+1.8,56,+0.3,28,-1.7%,25,+1.2%,66,+1.6,36,-0.9,90,+16.2
