Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,SHOT FREQUENCY: Rim Rank,SHOT FREQUENCY: Rim,SHOT FREQUENCY: Short Mid Rank,SHOT FREQUENCY: Short Mid,SHOT FREQUENCY: Long Mid Rank,SHOT FREQUENCY: Long Mid,SHOT FREQUENCY: All Mid Rank,SHOT FREQUENCY: All Mid,SHOT FREQUENCY: Corner Three Rank,SHOT FREQUENCY: Corner Three,SHOT FREQUENCY: Non Corner Rank,SHOT FREQUENCY: Non Corner,SHOT FREQUENCY: All Three Rank,SHOT FREQUENCY: All Three
Arron Afflalo,24.0,DEN,Wing,2157,78,-1.6%,52,-0.1%,6,+2.5%,32,+0.9%,9,+3.5%,93,-1.4%,85,-1.9%,94,-3.3%
LaMarcus Aldridge,24.3,POR,Big,2911,27,+1.3%,75,-1.7%,35,+0.5%,30,+1.1%,28,+1.5%,36,+0.3%,56,-0.2%,50,+0.1%
Malik Allen,31.3,DEN,Big,383,1,+6.3%,84,-2.6%,69,-0.9%,26,+1.4%,41,+0.6%,64,-0.3%,10,+2.3%,17,+2.0%
Ray Allen,34.3,BOS,Wing,2813,84,-2.1%,28,+1.4%,11,+2.0%,85,-2.3%,51,-0.3%,80,-0.8%,57,-0.3%,69,-1.1%
Tony Allen,27.8,BOS,Wing,838,51,-0.1%,24,+1.7%,18,+1.4%,88,-2.5%,64,-1.0%,34,+0.4%,72,-1.0%,65,-0.6%
Rafer Alston,33.3,NJN,Combo,744,82,-1.9%,89,-3.2%,80,-1.3%,5,+4.0%,16,+2.6%,89,-1.2%,16,+1.8%,43,+0.6%
Rafer Alston,33.3,MIA,Point,652,49,+0.0%,10,+3.2%,88,-1.8%,40,+0.4%,69,-1.4%,65,-0.3%,78,-1.5%,79,-1.8%
Lou Amundson,26.9,PHX,Big,1029,48,+0.1%,37,+0.8%,19,+1.3%,77,-1.7%,53,-0.4%,19,+0.8%,74,-1.2%,60,-0.4%
Chris Andersen,31.3,DEN,Big,1668,95,-3.4%,44,+0.4%,46,+0.1%,77,-1.7%,73,-1.7%,48,+0.1%,26,+1.2%,26,+1.3%
David Andersen,29.4,HOU,Big,848,90,-2.7%,80,-2.3%,23,+1.2%,25,+1.5%,16,+2.6%,33,+0.4%,68,-0.8%,60,-0.4%
Ryan Anderson,21.5,ORL,Big,837,44,+0.3%,36,+0.9%,92,-2.3%,29,+1.2%,65,-1.1%,94,-1.5%,16,+1.7%,49,+0.2%
Carmelo Anthony,25.4,DEN,Wing,2624,70,-0.9%,50,+0.0%,83,-1.5%,26,+1.5%,48,-0.1%,29,+0.5%,62,-0.5%,52,+0.0%
Joel Anthony,27.2,MIA,Big,1249,93,-3.1%,56,-0.4%,38,+0.4%,12,+2.7%,13,+3.1%,89,-1.2%,79,-1.5%,90,-2.7%
Gilbert Arenas,27.8,WAS,Combo,1166,38,+0.7%,62,-0.7%,55,-0.3%,34,+0.8%,42,+0.5%,22,+0.7%,62,-0.4%,48,+0.3%
Trevor Ariza,24.3,HOU,Wing,2625,29,+1.2%,19,+2.1%,85,-1.6%,67,-1.2%,84,-2.8%,83,-0.9%,17,+1.6%,40,+0.7%
Hilton Armstrong,24.9,NOH,Big,197,53,-0.2%,27,+1.4%,94,-2.7%,96,-3.6%,99,-6.3%,7,+1.6%,6,+3.3%,3,+4.8%
Carlos Arroyo,30.3,MIA,Point,1503,58,-0.4%,58,-0.5%,18,+1.4%,40,+0.4%,24,+1.8%,79,-0.8%,63,-0.5%,72,-1.3%
Darrell Arthur,21.6,MEM,Big,444,42,+0.5%,69,-1.3%,61,-0.6%,71,-1.3%,75,-1.9%,60,-0.1%,5,+3.3%,10,+3.2%
Chucky Atkins,35.2,DET,Point,607,11,+2.5%,87,-3.1%,88,-1.8%,1,+5.5%,8,+3.7%,87,-1.0%,43,+0.4%,65,-0.6%
D.J. Augustin,22.0,CHA,Point,1392,65,-0.7%,56,-0.4%,92,-2.3%,46,+0.2%,77,-2.1%,6,+1.6%,33,+0.9%,14,+2.5%
Jeff Ayres,22.5,POR,Big,376,5,+3.8%,60,-0.7%,53,-0.2%,89,-2.6%,85,-2.8%,22,+0.7%,7,+2.8%,7,+3.5%
Kelenna Azubuike,25.9,GSW,Wing,220,21,+1.6%,93,-3.9%,78,-1.3%,4,+4.3%,13,+3.1%,37,+0.3%,41,+0.5%,38,+0.8%
Marcus Banks,28.0,TOR,Point,183,97,-4.2%,96,-4.5%,5,+2.7%,6,+3.7%,1,+6.4%,100,-2.9%,30,+1.0%,80,-1.9%
