Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,2P% Rank,2P%,3P% Rank,3P%,FT% Rank,FT%,ASTD% All Rank,ASTD% All,ASTD% Rim Rank,ASTD% Rim,ASTD% Mid Rank,ASTD% Mid,ASTD% Three Rank,ASTD% Three
Shareef Abdur-Rahim,27.9,POR,Forward,1856,80,51.6%,89,51.3%,59,37.8%,92,86.5%,65,63%,35,62%,50,62%,11,100%
Cory Alexander,31.4,CHA,Point,169,28,43.8%,4,29.2%,95,43.8%,0,80.0%,22,57%,54,25%,100,0%,2,100%
Malik Allen,26.3,CHA,Big,238,63,50.0%,63,50.0%,0,0.0%,0,100.0%,43,69%,96,33%,34,78%,0,0%
Malik Allen,26.3,MIA,Big,243,45,46.7%,45,46.7%,0,0.0%,0,92.9%,80,57%,96,33%,55,70%,0,0%
Ray Allen,29.3,OKC,Wing,3057,70,50.2%,58,45.9%,63,38.3%,95,88.3%,93,47%,95,26%,92,34%,90,80%
Tony Allen,22.8,BOS,Wing,1207,49,48.4%,68,46.9%,93,44.4%,32,75.2%,70,57%,62,50%,38,67%,5,100%
Rafer Alston,28.3,TOR,Point,2714,63,48.7%,57,45.1%,57,36.0%,21,73.8%,85,29%,67,17%,94,13%,93,55%
Chris Andersen,26.3,NOP,Big,1388,89,54.0%,89,54.1%,0,0.0%,46,68.6%,64,63%,64,57%,25,83%,0,0%
Derek Anderson,30.3,POR,Wing,1234,32,46.4%,6,39.2%,65,38.7%,54,80.5%,64,60%,74,45%,80,43%,80,86%
Kenny Anderson,34.1,ATL,Point,715,33,44.2%,35,42.4%,0,46.2%,19,73.0%,30,53%,35,33%,11,59%,44,83%
Shandon Anderson,30.8,MIA,Forward,1116,46,47.4%,80,50.0%,3,19.2%,75,81.3%,33,70%,30,65%,28,74%,11,100%
Carmelo Anthony,20.4,DEN,Forward,2597,30,45.0%,43,45.5%,25,27.6%,69,79.8%,61,64%,33,64%,57,60%,96,76%
Rafael Araujo,24.2,TOR,Big,706,28,44.7%,29,44.6%,0,33.3%,76,77.4%,63,63%,79,51%,26,82%,74,100%
Gilbert Arenas,22.8,WAS,Wing,3266,69,50.2%,70,47.1%,52,37.0%,62,81.7%,99,39%,94,27%,95,25%,97,67%
Trevor Ariza,19.3,NYK,Wing,1333,21,45.0%,45,45.0%,0,30.0%,13,67.9%,57,63%,58,52%,14,82%,5,100%
Darrell Armstrong,36.4,DAL,Point,508,2,34.3%,6,33.3%,5,24.2%,67,81.4%,70,35%,69,17%,85,18%,35,88%
Darrell Armstrong,36.4,NOP,Point,415,15,39.9%,28,40.9%,9,25.8%,0,90.5%,15,60%,4,58%,19,50%,63,76%
Carlos Arroyo,25.3,DET,Point,653,6,37.9%,17,39.2%,0,9.1%,30,74.7%,69,36%,61,20%,35,43%,2,100%
Carlos Arroyo,25.3,UTA,Point,738,19,41.9%,22,40.1%,95,43.8%,79,84.1%,56,40%,69,17%,17,53%,98,43%
Chucky Atkins,30.2,LAL,Point,2904,91,53.2%,69,46.7%,80,39.7%,65,80.3%,17,60%,46,28%,37,41%,30,90%
Stacey Augmon,36.3,ORL,Wing,604,4,39.5%,8,39.5%,0,0.0%,34,75.7%,84,52%,47,55%,72,48%,0,0%
Vin Baker,32.9,NYK,Big,156,5,36.4%,5,36.4%,0,0.0%,0,36.4%,98,42%,99,25%,88,50%,0,0%
Marcus Banks,23.0,BOS,Point,1062,26,43.5%,33,41.8%,34,34.0%,28,74.7%,72,35%,59,21%,59,31%,20,94%
Leandro Barbosa,21.9,PHX,Combo,981,100,55.7%,100,55.0%,74,37.9%,55,78.8%,70,48%,40,44%,86,29%,88,68%
Matt Barnes,24.6,SAC,Wing,638,24,45.2%,49,45.1%,0,30.8%,4,60.0%,43,69%,32,60%,24,77%,95,75%
Andre Barrett,22.7,HOU,Point,287,11,39.2%,11,37.0%,11,27.3%,0,75.0%,0,79%,54,25%,0,100%,33,89%
Andre Barrett,22.7,ORL,Point,153,81,51.0%,85,50.0%,0,35.7%,0,85.7%,46,43%,94,0%,26,46%,56,80%
Brent Barry,32.8,SAS,Wing,1652,89,53.6%,94,51.8%,46,36.5%,73,83.6%,16,81%,23,65%,35,68%,50,94%
Jon Barry,35.3,ATL,Combo,274,79,48.6%,53,43.2%,62,35.5%,0,76.9%,2,87%,4,80%,12,78%,5,100%
Jon Barry,35.3,HOU,Wing,1190,95,56.2%,52,45.6%,94,45.5%,96,89.3%,45,69%,27,63%,47,61%,93,77%
Tony Battie,28.7,ORL,Big,1900,40,46.2%,47,46.7%,0,0.0%,59,72.3%,22,73%,21,69%,41,76%,0,0%
Shane Battier,26.1,MEM,Forward,2493,70,50.3%,46,46.2%,81,40.2%,67,79.5%,57,66%,70,53%,61,60%,70,96%
Raja Bell,28.1,UTA,Wing,1783,63,49.9%,66,46.7%,86,42.2%,28,74.5%,13,82%,31,61%,14,83%,41,96%
Travis Best,32.3,BKN,Combo,1389,54,46.4%,70,45.6%,40,33.3%,92,88.1%,61,52%,65,33%,42,51%,30,96%
Mike Bibby,26.5,SAC,Point,3083,69,49.5%,74,47.7%,59,36.2%,53,77.5%,24,55%,19,41%,22,50%,41,85%
