Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,SHOT FREQUENCY: Rim Rank,SHOT FREQUENCY: Rim,SHOT FREQUENCY: Short Mid Rank,SHOT FREQUENCY: Short Mid,SHOT FREQUENCY: Long Mid Rank,SHOT FREQUENCY: Long Mid,SHOT FREQUENCY: All Mid Rank,SHOT FREQUENCY: All Mid,SHOT FREQUENCY: Corner Three Rank,SHOT FREQUENCY: Corner Three,SHOT FREQUENCY: Non Corner Rank,SHOT FREQUENCY: Non Corner,SHOT FREQUENCY: All Three Rank,SHOT FREQUENCY: All Three
Shareef Abdur-Rahim,28.9,SAC,Big,1946,78,+1.7%,45,-0.7%,93,+3.4%,24,-2.6%,57,+0.8%,46,-0.1%,52,+0.1%,49,-0.1%
Malik Allen,27.3,CHI,Big,655,26,-1.8%,23,-2.1%,73,+1.4%,84,+3.5%,88,+4.9%,30,-0.7%,21,-2.0%,23,-2.8%
Ray Allen,30.3,SEA,Wing,3009,97,+4.7%,39,-0.9%,14,-2.7%,25,-2.5%,11,-5.2%,87,+1.6%,93,+4.5%,93,+6.1%
Tony Allen,23.8,BOS,Combo,911,51,-0.3%,93,+4.8%,88,+2.7%,13,-4.1%,38,-1.4%,30,-0.7%,17,-2.7%,16,-3.4%
Rafer Alston,29.3,HOU,Point,2420,65,+0.7%,63,+0.8%,41,-0.7%,30,-1.7%,28,-2.4%,41,-0.3%,78,+1.9%,70,+1.6%
Chris Andersen,27.3,NOH,Big,528,73,+1.1%,65,+1.0%,21,-2.1%,46,-0.3%,28,-2.4%,86,+1.6%,48,-0.2%,68,+1.5%
Alan Anderson,23.0,CHA,Wing,515,75,+1.3%,76,+1.9%,40,-0.8%,3,-6.6%,5,-7.4%,99,+4.1%,72,+1.4%,89,+5.5%
Derek Anderson,31.3,HOU,Wing,579,64,+0.5%,52,-0.1%,91,+3.1%,30,-1.6%,65,+1.4%,42,-0.3%,34,-1.1%,37,-1.4%
Derek Anderson,31.3,MIA,Wing,426,36,-1.3%,8,-4.5%,32,-1.3%,75,+2.6%,63,+1.3%,75,+0.9%,81,+2.3%,81,+3.2%
Shandon Anderson,31.8,MIA,Wing,575,70,+0.9%,69,+1.4%,28,-1.5%,68,+1.9%,51,+0.3%,11,-1.7%,52,+0.0%,33,-1.7%
Carmelo Anthony,21.4,DEN,Forward,2930,78,+1.7%,97,+6.1%,12,-3.0%,79,+3.0%,48,-0.0%,7,-2.2%,9,-3.9%,6,-6.0%
Rafael Araujo,25.2,TOR,Big,587,13,-3.1%,42,-0.8%,94,+3.7%,93,+5.8%,99,+9.5%,1,-3.7%,5,-5.0%,2,-8.7%
Gilbert Arenas,23.8,WAS,Combo,3379,87,+2.7%,93,+4.8%,49,-0.2%,6,-5.6%,8,-5.8%,34,-0.6%,74,+1.6%,62,+1.0%
Trevor Ariza,20.3,NYK,Wing,700,57,+0.1%,93,+4.6%,76,+1.5%,38,-1.0%,53,+0.5%,2,-3.1%,22,-2.0%,8,-5.1%
Trevor Ariza,20.3,ORL,Forward,280,11,-3.3%,87,+3.2%,93,+3.4%,46,-0.3%,76,+3.1%,52,+0.1%,2,-6.4%,6,-6.3%
Darrell Armstrong,37.4,DAL,Point,545,42,-0.9%,40,-0.9%,20,-2.1%,21,-3.1%,11,-5.2%,97,+3.3%,84,+2.8%,92,+6.1%
Carlos Arroyo,26.3,DET,Point,524,12,-3.2%,86,+2.8%,16,-2.6%,99,+9.2%,94,+6.6%,23,-1.0%,0,-8.4%,1,-9.4%
Carlos Arroyo,26.3,ORL,Point,584,8,-3.6%,18,-2.7%,75,+1.5%,85,+3.6%,89,+5.1%,32,-0.7%,26,-1.7%,25,-2.4%
Chucky Atkins,31.2,WAS,Point,533,9,-3.6%,3,-5.7%,30,-1.4%,47,-0.2%,35,-1.6%,98,+3.3%,90,+4.0%,96,+7.2%
Chucky Atkins,31.2,MEM,Point,1154,31,-1.6%,42,-0.8%,91,+3.2%,17,-3.5%,47,-0.4%,57,+0.2%,67,+1.0%,65,+1.2%
Stacey Augmon,37.3,ORL,Forward,374,35,-1.4%,31,-1.6%,88,+2.6%,63,+1.3%,82,+3.9%,6,-2.2%,49,-0.1%,26,-2.3%
Marcus Banks,24.0,BOS,Combo,250,25,-2.0%,51,-0.1%,5,-4.1%,58,+0.9%,22,-3.1%,71,+0.8%,83,+2.5%,81,+3.2%
Marcus Banks,24.0,MIN,Point,1198,83,+2.2%,86,+2.8%,24,-1.8%,52,+0.4%,38,-1.4%,34,-0.6%,37,-0.8%,36,-1.4%
Leandro Barbosa,22.9,PHX,Wing,1538,75,+1.4%,98,+6.6%,63,+0.6%,2,-7.8%,5,-7.2%,48,-0.1%,61,+0.7%,58,+0.6%
Matt Barnes,25.6,PHI,Forward,503,53,-0.2%,78,+2.1%,17,-2.3%,38,-1.1%,21,-3.4%,28,-0.8%,80,+2.1%,66,+1.3%
Andre Barrett,23.7,TOR,Point,257,55,-0.1%,58,+0.5%,62,+0.6%,86,+3.9%,85,+4.5%,2,-3.0%,21,-2.1%,8,-5.0%
Brent Barry,33.8,SAS,Wing,1179,59,+0.2%,36,-1.3%,39,-0.9%,12,-4.3%,12,-5.1%,81,+1.2%,94,+5.2%,93,+6.4%
Jon Barry,36.3,HOU,Wing,330,52,-0.3%,90,+3.9%,70,+1.0%,7,-5.3%,16,-4.3%,83,+1.4%,35,-1.1%,55,+0.4%
Eddie Basden,22.7,CHI,Wing,124,4,-4.7%,94,+4.9%,14,-2.7%,12,-4.3%,6,-7.0%,88,+1.8%,56,+0.3%,75,+2.1%
Brandon Bass,20.5,NOH,Big,201,22,-2.2%,31,-1.6%,50,-0.2%,72,+2.4%,70,+2.2%,27,-0.9%,54,+0.2%,44,-0.7%
Esteban Batista,22.2,ATL,Big,457,27,-1.8%,67,+1.2%,62,+0.6%,20,-3.2%,27,-2.6%,49,-0.1%,72,+1.5%,67,+1.4%
Tony Battie,29.7,ORL,Big,2211,68,+0.9%,23,-2.1%,92,+3.3%,81,+3.3%,94,+6.6%,22,-1.1%,12,-3.4%,10,-4.5%
Shane Battier,27.1,MEM,Forward,2832,66,+0.7%,53,-0.0%,68,+0.9%,24,-2.6%,34,-1.7%,70,+0.7%,67,+1.1%,72,+1.7%
Lonny Baxter,26.8,HOU,Big,251,63,+0.4%,100,+9.4%,0,-8.8%,9,-4.7%,1,-13.5%,80,+1.2%,85,+2.9%,84,+4.0%
Lonny Baxter,26.8,CHA,Big,113,88,+2.8%,50,-0.1%,40,-0.8%,52,+0.3%,46,-0.5%,51,+0.0%,59,+0.6%,57,+0.6%
Charlie Bell,26.6,MIL,Combo,1229,73,+1.1%,26,-1.9%,10,-3.3%,53,+0.4%,24,-2.9%,79,+1.1%,89,+3.7%,87,+4.8%
Raja Bell,29.1,PHX,Wing,2942,48,-0.5%,55,+0.2%,83,+2.3%,21,-3.0%,44,-0.7%,45,-0.2%,62,+0.7%,56,+0.6%
Mike Bibby,27.5,SAC,Point,3163,90,+3.0%,68,+1.2%,1,-6.5%,75,+2.6%,18,-3.9%,86,+1.6%,67,+1.0%,78,+2.7%
Andris Biedrins,19.6,GSW,Big,960,81,+2.0%,48,-0.3%,44,-0.5%,59,+1.0%,53,+0.5%,83,+1.4%,27,-1.6%,49,-0.1%
Chauncey Billups,29.1,DET,Point,2918,84,+2.3%,41,-0.9%,84,+2.3%,2,-7.9%,10,-5.5%,51,+0.0%,96,+6.4%,93,+6.4%
Steve Blake,25.7,POR,Point,1750,82,+2.1%,35,-1.3%,43,-0.6%,61,+1.1%,53,+0.6%,23,-1.0%,77,+1.8%,60,+0.7%
Andray Blatche,19.2,WAS,Big,123,79,+1.8%,83,+2.5%,6,-3.9%,72,+2.4%,36,-1.5%,98,+4.0%,5,-5.0%,41,-1.0%
Mark Blount,29.9,BOS,Big,1077,93,+3.5%,49,-0.3%,94,+4.0%,68,+2.0%,92,+6.0%,14,-1.4%,7,-4.3%,6,-5.7%
