Player,Age,Team,Pos,MIN,Pts/Poss Rank,Pts/Poss,HALFCOURT: Pts/Play Rank,HALFCOURT: Pts/Play,HALFCOURT: OREB% Rank,HALFCOURT: OREB%,HALFCOURT: % of Plays Rank,HALFCOURT: % of Plays,PUTBACKS: Pts/Miss Rank,PUTBACKS: Pts/Miss,PUTBACKS: Plays/Miss Rank,PUTBACKS: Plays/Miss,PUTBACKS: Pts/Play Rank,PUTBACKS: Pts/Play
Arron Afflalo,24.0,DEN,Wing,2157,32,-2.6,72,+2.3,0,-7.8%,55,-0.2%,17,-3.1,7,-3.5,66,+5.3
LaMarcus Aldridge,24.3,POR,Big,2911,71,+2.0,76,+2.7,24,-2.1%,54,-0.2%,7,-4.9,9,-3.2,33,-5.3
Malik Allen,31.3,DEN,Big,383,3,-11.0,19,-4.6,82,+3.1%,0,+5.1%,10,-4.3,41,-0.6,5,-19.2
Ray Allen,34.3,BOS,Wing,2813,97,+8.4,95,+7.6,18,-2.9%,68,-0.7%,30,-1.7,15,-2.4,73,+7.1
Tony Allen,27.8,BOS,Wing,838,27,-3.4,6,-9.8,83,+3.4%,87,-2.0%,96,+6.8,90,+3.2,97,+21.1
Rafer Alston,33.3,NJN,Combo,744,11,-6.9,26,-3.7,17,-2.9%,19,+1.8%,47,-0.5,30,-1.3,67,+5.7
Rafer Alston,33.3,MIA,Point,652,83,+3.9,69,+1.9,68,+1.5%,92,-2.5%,86,+3.6,83,+2.2,62,+4.0
Lou Amundson,26.9,PHX,Big,1029,22,-4.1,26,-3.7,86,+3.8%,72,-1.0%,44,-0.6,83,+2.2,8,-16.5
Chris Andersen,31.3,DEN,Big,1668,91,+5.7,74,+2.5,97,+6.9%,88,-2.2%,68,+1.6,95,+5.0,4,-21.5
David Andersen,29.4,HOU,Big,848,73,+2.3,73,+2.5,70,+1.9%,56,-0.3%,54,+0.1,62,+0.7,33,-5.2
Ryan Anderson,21.5,ORL,Big,837,75,+2.5,36,-2.2,97,+7.2%,93,-2.8%,95,+6.2,96,+5.1,50,+0.2
Carmelo Anthony,25.4,DEN,Wing,2624,82,+3.4,43,-1.4,87,+3.9%,80,-1.4%,96,+6.9,94,+4.7,83,+10.3
Joel Anthony,27.2,MIA,Big,1249,32,-2.6,27,-3.6,55,+0.4%,47,+0.1%,60,+0.6,58,+0.5,45,-1.1
Gilbert Arenas,27.8,WAS,Combo,1166,45,-1.0,22,-4.2,85,+3.6%,98,-4.2%,87,+4.0,89,+3.1,56,+1.6
Trevor Ariza,24.3,HOU,Wing,2625,42,-1.4,44,-1.3,38,-0.8%,33,+0.8%,56,+0.2,49,-0.1,57,+1.9
Hilton Armstrong,24.9,NOH,Big,197,4,-10.6,23,-4.0,15,-3.3%,52,-0.1%,15,-3.4,13,-2.7,41,-2.4
Carlos Arroyo,30.3,MIA,Point,1503,22,-4.1,50,-0.3,19,-2.7%,4,+3.2%,4,-6.5,6,-3.7,15,-12.8
Darrell Arthur,21.6,MEM,Big,444,8,-7.8,25,-3.8,74,+2.3%,43,+0.3%,8,-4.8,66,+1.1,2,-27.6
Chucky Atkins,35.2,DET,Point,607,48,-0.7,27,-3.6,71,+2.0%,58,-0.3%,66,+1.3,74,+1.6,42,-2.2
D.J. Augustin,22.0,CHA,Point,1392,59,+0.6,47,-0.8,95,+6.0%,44,+0.3%,67,+1.4,92,+3.8,7,-17.9
Jeff Ayres,22.5,POR,Big,376,54,+0.1,52,-0.1,51,+0.1%,17,+1.8%,41,-0.9,21,-2.0,81,+9.9
Kelenna Azubuike,25.9,GSW,Wing,220,13,-6.5,4,-10.4,54,+0.3%,45,+0.2%,46,-0.6,70,+1.3,14,-13.0
Marcus Banks,28.0,TOR,Point,183,3,-10.9,3,-10.7,77,+2.6%,76,-1.1%,4,-6.2,28,-1.5,2,-30.0
Leandro Barbosa,26.9,PHX,Wing,688,44,-1.1,73,+2.5,37,-0.9%,78,-1.2%,47,-0.5,36,-1.0,63,+4.5
J.J. Barea,25.3,DAL,Combo,1484,41,-1.5,58,+0.5,59,+0.7%,6,+2.9%,42,-0.8,38,-0.8,52,+0.6
Andrea Bargnani,24.0,TOR,Big,2794,65,+1.3,89,+5.3,17,-3.0%,13,+2.2%,9,-4.7,11,-3.1,32,-5.4
Matt Barnes,29.6,ORL,Wing,2039,91,+5.7,80,+3.5,63,+1.1%,40,+0.5%,87,+4.0,68,+1.2,90,+14.4
Earl Barron,28.2,NYK,Big,231,96,+8.0,99,+13.0,97,+7.4%,1,+4.3%,6,-5.1,51,+0.0,3,-27.6
Brandon Bass,24.5,ORL,Big,552,53,+0.0,47,-0.8,76,+2.5%,70,-0.8%,51,-0.1,82,+2.1,11,-14.6
Tony Battie,33.7,NJN,Big,115,0,-14.4,2,-11.2,20,-2.6%,10,+2.5%,0,-12.6,0,-7.3,0,-42.3
Shane Battier,31.1,HOU,Forward,2163,28,-3.3,40,-1.5,60,+0.7%,12,+2.2%,66,+1.3,64,+0.8,59,+2.4
Nicolas Batum,20.9,POR,Wing,911,95,+7.0,94,+6.3,22,-2.3%,82,-1.5%,67,+1.4,37,-0.9,91,+14.5
Jerryd Bayless,21.2,POR,Combo,1264,28,-3.2,21,-4.4,69,+1.9%,66,-0.6%,91,+4.8,89,+3.1,75,+7.6
Michael Beasley,20.8,MIA,Forward,2264,30,-2.9,45,-1.0,25,-2.0%,68,-0.7%,54,+0.1,70,+1.3,24,-9.2
Rodrigue Beaubois,21.7,DAL,Wing,620,66,+1.4,66,+1.5,14,-3.5%,78,-1.2%,53,+0.0,19,-2.1,93,+16.2
Marco Belinelli,23.6,TOR,Wing,1022,77,+2.7,75,+2.6,67,+1.5%,56,-0.2%,50,-0.3,71,+1.5,18,-11.8
Charlie Bell,30.6,MIL,Wing,1567,33,-2.5,37,-2.1,43,-0.5%,90,-2.4%,73,+1.9,63,+0.8,71,+6.8
Raja Bell,33.1,CHA,Wing,157,100,+22.1,100,+13.8,74,+2.4%,99,-4.8%,99,+11.7,98,+5.8,99,+34.8
Jonathan Bender,28.8,NYK,Big,249,1,-13.6,2,-10.9,45,-0.3%,86,-1.9%,19,-2.8,87,+2.9,1,-34.9
Mike Bibby,31.5,ATL,Point,2191,54,+0.1,77,+2.9,9,-4.1%,70,-0.8%,25,-2.2,25,-1.6,48,-0.6
Andris Biedrins,23.6,GSW,Big,761,12,-6.7,12,-7.0,50,+0.1%,48,+0.1%,82,+3.0,76,+1.7,74,+7.4
Chauncey Billups,33.1,DEN,Combo,2483,79,+2.9,79,+3.2,32,-1.3%,69,-0.7%,24,-2.5,40,-0.6,22,-9.7
DeJuan Blair,20.5,SAS,Big,1409,43,-1.3,28,-3.5,88,+4.1%,85,-1.8%,94,+6.1,98,+6.1,31,-6.0
Steve Blake,29.7,POR,Point,1392,42,-1.4,76,+2.7,9,-4.3%,20,+1.6%,18,-3.0,20,-2.1,34,-4.9
Steve Blake,29.7,LAC,Point,737,36,-2.0,44,-1.3,31,-1.3%,13,+2.2%,24,-2.5,59,+0.5,10,-15.5
Andray Blatche,23.2,WAS,Big,2214,35,-2.1,45,-1.1,28,-1.6%,49,+0.0%,9,-4.8,18,-2.2,19,-11.6
Keith Bogans,29.5,SAS,Wing,1515,20,-4.4,39,-1.7,15,-3.3%,27,+1.1%,7,-5.1,13,-2.8,20,-11.3
Andrew Bogut,24.9,MIL,Big,2225,75,+2.5,71,+2.1,46,-0.2%,67,-0.7%,72,+1.8,68,+1.2,58,+2.3
Matt Bonner,29.6,SAS,Big,1138,86,+4.4,93,+6.1,49,-0.1%,20,+1.7%,65,+1.2,35,-1.0,92,+15.1
Josh Boone,24.9,NJN,Big,992,22,-4.1,27,-3.6,81,+3.0%,29,+1.0%,52,-0.0,80,+2.0,17,-12.2
Carlos Boozer,27.9,UTA,Big,2668,79,+3.0,87,+4.9,11,-3.8%,24,+1.3%,18,-2.9,23,-1.9,37,-3.7
Chris Bosh,25.6,TOR,Big,2522,74,+2.3,62,+1.2,63,+1.1%,44,+0.3%,97,+7.2,86,+2.6,98,+25.5
Earl Boykins,33.4,WAS,Point,1100,18,-5.2,13,-6.1,73,+2.1%,41,+0.4%,31,-1.7,45,-0.4,30,-6.6
Elton Brand,30.6,PHI,Big,2294,71,+2.0,62,+1.0,68,+1.7%,18,+1.8%,40,-1.0,54,+0.2,28,-7.3
