Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,TEAM FG%: Rim Rank,TEAM FG%: Rim,TEAM FG%: Short Mid Rank,TEAM FG%: Short Mid,TEAM FG%: Long Mid Rank,TEAM FG%: Long Mid,TEAM FG%: All Mid Rank,TEAM FG%: All Mid,TEAM FG%: Corner Three Rank,TEAM FG%: Corner Three,TEAM FG%: Non Corner Rank,TEAM FG%: Non Corner,TEAM FG%: All Three Rank,TEAM FG%: All Three
John Henson,23.8,MIL,Big,152,90,-7.0%,98,-14.1%,3,+19.9%,78,-7.9%,32,+3.2%,96,-25.5%,48,+0.2%,78,-5.5%
Nene Hilario,32.1,WAS,Big,256,65,-1.8%,60,-1.9%,90,-11.7%,71,-5.3%,91,-8.2%,30,+8.3%,33,+4.0%,21,+5.7%
Kirk Hinrich,33.8,CHI,Combo,116,2,+13.5%,10,+8.7%,2,+20.1%,1,+19.1%,1,+19.7%,75,-11.2%,12,+10.7%,24,+5.3%
Al Horford,28.4,ATL,Big,520,88,-6.2%,62,-2.2%,80,-7.4%,54,-2.1%,80,-4.9%,76,-11.7%,47,+0.4%,73,-3.9%
Dwight Howard,28.9,HOU,Big,572,81,-4.2%,64,-2.4%,58,-2.2%,45,+0.3%,55,-1.2%,52,+0.2%,63,-2.4%,65,-1.8%
Andre Iguodala,30.8,GSW,Wing,632,25,+2.9%,6,+11.9%,42,+1.8%,90,-13.0%,73,-4.1%,46,+2.2%,52,-0.4%,55,+0.2%
Ersan Ilyasova,27.5,MIL,Big,141,2,+14.6%,6,+13.2%,86,-11.3%,4,+17.8%,19,+5.9%,6,+26.6%,9,+11.6%,3,+15.0%
Kyrie Irving,22.6,CLE,Point,463,52,-0.5%,80,-5.7%,28,+4.0%,35,+2.9%,24,+4.5%,23,+11.4%,71,-3.8%,60,-1.2%
Jarrett Jack,31.0,BKN,Combo,152,100,-16.9%,90,-9.8%,92,-12.6%,55,-2.4%,89,-7.1%,98,-31.6%,95,-20.5%,98,-24.0%
LeBron James,29.8,CLE,Wing,843,26,+2.9%,39,+1.5%,52,-1.3%,17,+9.5%,27,+4.2%,84,-17.5%,10,+11.5%,27,+4.8%
Amir Johnson,27.5,TOR,Big,111,49,+0.1%,83,-7.2%,53,-1.3%,79,-8.0%,71,-3.9%,7,+25.0%,56,-0.9%,22,+5.7%
Joe Johnson,33.3,BKN,Wing,248,1,+18.3%,4,+14.3%,1,+24.4%,94,-18.7%,46,-0.5%,5,+26.8%,1,+23.2%,0,+24.4%
James Jones,34.1,CLE,Forward,290,24,+3.2%,22,+5.6%,73,-5.8%,64,-4.1%,81,-5.2%,34,+7.0%,40,+2.5%,30,+3.7%
Terrence Jones,22.8,HOU,Big,396,34,+1.6%,17,+7.1%,35,+3.0%,70,-5.1%,49,-0.8%,52,-1.3%,55,-0.7%,64,-1.6%
DeAndre Jordan,26.3,LAC,Big,481,48,+0.2%,78,-5.5%,14,+9.7%,21,+7.8%,10,+9.0%,36,+6.3%,59,-1.4%,50,+0.7%
Kyle Korver,33.6,ATL,Wing,524,61,-1.4%,88,-9.4%,33,+3.4%,43,+1.4%,33,+2.2%,37,+6.2%,44,+1.3%,35,+2.9%
Kosta Koufos,25.7,MEM,Big,127,52,-0.3%,82,-7.1%,72,-5.4%,27,+5.3%,41,+0.4%,54,-1.7%,16,+9.1%,16,+6.6%
Courtney Lee,29.1,MEM,Wing,366,32,+1.8%,66,-2.7%,81,-8.7%,40,+2.2%,65,-3.1%,25,+10.9%,36,+2.9%,28,+4.8%
David Lee,31.5,GSW,Big,102,71,-2.7%,44,+0.5%,34,+3.3%,77,-7.7%,52,-0.9%,29,+8.8%,90,-12.4%,84,-8.0%
Kawhi Leonard,23.3,SAS,Wing,249,10,+6.4%,13,+8.1%,10,+12.0%,68,-4.8%,36,+1.4%,100,-48.5%,3,+18.4%,15,+6.9%
Meyers Leonard,22.7,POR,Big,103,91,-7.8%,58,-1.7%,91,-12.4%,51,-0.9%,85,-6.4%,91,-21.4%,90,-13.2%,95,-15.6%
Damian Lillard,24.3,POR,Combo,200,20,+3.5%,11,+8.6%,56,-1.6%,50,-0.8%,51,-0.9%,11,+21.2%,74,-5.7%,35,+3.2%
Shaun Livingston,29.1,GSW,Combo,369,39,+1.4%,35,+2.1%,65,-3.3%,10,+14.3%,31,+3.5%,27,+10.7%,79,-6.7%,67,-3.0%
Brook Lopez,26.6,BKN,Big,232,46,+0.4%,95,-12.1%,64,-2.8%,82,-9.1%,77,-4.5%,41,+3.4%,5,+17.1%,4,+14.9%
Robin Lopez,26.6,POR,Big,117,14,+5.6%,59,-1.8%,24,+6.0%,37,+2.5%,27,+4.0%,23,+12.1%,2,+19.0%,2,+17.2%
Kevin Love,26.1,CLE,Big,106,35,+1.5%,40,+1.5%,10,+12.9%,27,+5.2%,10,+9.1%,10,+22.3%,77,-6.1%,74,-4.2%
Kyle Lowry,28.6,TOR,Point,131,74,-3.3%,77,-5.4%,56,-2.0%,6,+17.1%,6,+10.8%,73,-10.0%,32,+4.0%,62,-1.4%
O.J. Mayo,27.0,MIL,Wing,155,92,-8.8%,75,-5.1%,85,-9.6%,93,-14.8%,95,-12.7%,87,-19.4%,62,-2.3%,81,-6.0%
CJ McCollum,23.1,POR,Wing,165,98,-11.3%,93,-11.3%,75,-6.1%,61,-3.8%,79,-4.9%,97,-26.7%,99,-28.3%,100,-27.9%
Khris Middleton,23.2,MIL,Wing,231,53,-0.5%,29,+3.4%,93,-13.1%,23,+6.0%,62,-2.8%,20,+13.5%,80,-7.0%,68,-3.2%
Patty Mills,26.2,SAS,Combo,112,85,-5.1%,42,+1.0%,50,-1.0%,65,-4.4%,64,-2.9%,90,-21.2%,81,-7.8%,88,-9.5%
Paul Millsap,29.7,ATL,Big,564,44,+1.0%,77,-5.4%,25,+5.9%,69,-4.8%,43,+0.1%,51,+0.3%,21,+7.4%,23,+5.4%
Nikola Mirotic,23.7,CHI,Forward,149,36,+1.4%,45,+0.2%,5,+18.0%,77,-7.5%,34,+2.1%,17,+16.3%,61,-2.3%,48,+1.1%
Timofey Mozgov,28.3,CLE,Big,523,81,-4.1%,91,-10.1%,8,+13.4%,52,-1.0%,14,+7.0%,47,+1.9%,77,-6.2%,75,-4.7%
Joakim Noah,29.7,CHI,Big,389,55,-0.6%,26,+4.3%,27,+4.0%,31,+4.5%,26,+4.2%,48,+1.5%,84,-8.4%,80,-5.8%
Dirk Nowitzki,36.4,DAL,Big,180,64,-1.8%,73,-4.7%,48,-0.4%,57,-2.8%,56,-1.3%,99,-41.7%,6,+14.9%,31,+3.5%
Zaza Pachulia,30.7,MIL,Big,128,4,+9.2%,2,+15.6%,94,-14.0%,19,+9.3%,42,+0.3%,6,+25.5%,45,+1.0%,19,+6.5%
Tony Parker,32.5,SAS,Point,209,60,-1.2%,76,-5.3%,65,-3.1%,49,-0.7%,60,-1.7%,22,+12.3%,46,+1.0%,40,+2.7%
Patrick Patterson,25.6,TOR,Big,105,86,-5.5%,96,-12.5%,84,-9.4%,97,-19.5%,98,-13.7%,18,+16.1%,31,+4.1%,14,+7.2%
Chris Paul,29.5,LAC,Point,444,80,-4.1%,69,-3.3%,11,+11.9%,44,+1.3%,12,+8.0%,74,-10.8%,73,-4.3%,81,-6.1%
Paul Pierce,37.1,WAS,Wing,297,13,+5.9%,28,+4.3%,13,+11.3%,23,+6.8%,8,+9.9%,40,+4.5%,42,+1.8%,39,+2.8%
Quincy Pondexter,26.6,NOP,Wing,124,15,+4.6%,48,0.0%,9,+13.4%,59,-3.0%,23,+4.8%,73,-10.0%,23,+6.8%,36,+2.9%
Otto Porter,21.4,WAS,Wing,329,89,-6.4%,30,+3.1%,89,-11.6%,90,-13.0%,96,-12.9%,81,-15.3%,66,-2.8%,82,-6.8%
Pablo Prigioni,37.5,HOU,Point,279,73,-2.9%,79,-5.7%,71,-4.9%,75,-7.0%,82,-5.8%,40,+3.4%,60,-1.7%,54,+0.2%
Zach Randolph,33.3,MEM,Big,380,68,-2.1%,18,+6.8%,60,-2.3%,48,-0.6%,56,-1.4%,39,+5.1%,91,-14.3%,90,-9.7%
JJ Redick,30.4,LAC,Wing,539,72,-2.8%,35,+2.1%,39,+2.5%,11,+13.5%,23,+5.1%,81,-15.6%,88,-11.4%,93,-12.5%
Austin Rivers,22.3,LAC,Combo,233,27,+2.5%,57,-1.6%,85,-10.4%,34,+3.1%,81,-5.7%,16,+16.5%,37,+2.8%,18,+6.5%
Derrick Rose,26.1,CHI,Combo,452,96,-10.7%,97,-13.0%,100,-28.5%,60,-3.5%,98,-13.6%,56,-2.2%,65,-2.6%,66,-2.6%
Terrence Ross,23.7,TOR,Wing,104,17,+4.2%,0,+19.9%,77,-6.8%,46,+0.2%,71,-3.9%,94,-25.0%,11,+10.8%,49,+0.9%
Dennis Schroder,21.1,ATL,Point,281,45,+0.6%,47,+0.1%,21,+6.8%,24,+6.0%,15,+6.5%,55,-2.0%,78,-6.4%,77,-4.9%
Mike Scott,26.3,ATL,Big,157,19,+4.1%,27,+4.3%,77,-7.2%,16,+10.1%,35,+1.6%,31,+8.1%,67,-3.0%,48,+1.2%
Ramon Sessions,28.6,WAS,Combo,217,73,-3.3%,55,-1.1%,59,-2.2%,73,-6.7%,74,-4.2%,24,+11.3%,81,-7.2%,71,-3.8%
Iman Shumpert,24.4,CLE,Wing,693,48,+0.2%,61,-2.1%,67,-3.5%,15,+11.2%,28,+3.9%,77,-13.2%,69,-3.3%,69,-3.6%
JR Smith,29.1,CLE,Wing,552,50,-0.1%,33,+2.4%,45,+0.1%,88,-11.9%,84,-6.4%,35,+6.4%,38,+2.6%,34,+3.3%
Josh Smith,28.9,HOU,Big,393,58,-1.0%,72,-3.8%,68,-3.9%,44,+1.1%,57,-1.6%,62,-5.3%,35,+3.5%,44,+1.9%
Tony Snell,23.0,CHI,Wing,121,87,-6.0%,56,-1.3%,7,+13.7%,86,-10.5%,61,-2.3%,98,-31.8%,64,-2.5%,89,-9.5%
Tiago Splitter,29.8,SAS,Big,123,66,-2.0%,53,-0.9%,32,+3.5%,76,-7.2%,67,-3.2%,4,+28.0%,87,-9.3%,45,+1.6%
Jeff Teague,26.4,ATL,Point,526,29,+2.4%,36,+2.0%,69,-4.1%,65,-4.5%,75,-4.3%,21,+13.2%,29,+5.0%,12,+7.7%
Jason Terry,37.1,HOU,Combo,485,30,+2.3%,23,+5.1%,31,+3.5%,22,+7.6%,19,+5.4%,60,-4.4%,49,-0.1%,65,-1.6%
Isaiah Thomas,25.7,BOS,Point,118,83,-4.9%,69,-3.0%,0,+33.3%,30,+4.7%,2,+16.6%,71,-9.4%,93,-16.9%,94,-15.0%
Klay Thompson,24.7,GSW,Wing,758,31,+1.9%,54,-0.9%,36,+2.7%,28,+4.9%,31,+3.5%,64,-7.1%,20,+7.6%,25,+5.0%
Tristan Thompson,23.6,CLE,Big,724,42,+1.1%,16,+7.2%,63,-2.8%,40,+2.0%,50,-0.8%,88,-19.8%,48,-0.0%,70,-3.7%
Evan Turner,26.0,BOS,Combo,116,57,-0.9%,9,+9.5%,99,-22.2%,95,-18.9%,100,-20.5%,14,+19.3%,54,-0.6%,20,+5.9%
Beno Udrih,32.3,MEM,Point,171,27,+2.5%,49,-0.2%,79,-7.3%,18,+9.4%,39,+1.0%,89,-20.6%,7,+12.8%,26,+5.0%
Jonas Valanciunas,22.5,TOR,Big,103,22,+3.4%,10,+9.2%,22,+6.8%,2,+18.4%,7,+10.7%,82,-16.1%,56,-0.8%,76,-4.8%
John Wall,24.2,WAS,Point,271,38,+1.4%,38,+1.6%,19,+7.0%,31,+4.1%,22,+5.1%,85,-18.3%,27,+5.5%,53,+0.3%
Deron Williams,30.3,BKN,Point,191,3,+11.6%,65,-2.7%,44,+0.8%,14,+11.3%,15,+6.4%,2,+31.3%,4,+17.6%,1,+21.5%
Lou Williams,28.0,TOR,Combo,102,65,-1.8%,92,-11.0%,31,+3.6%,81,-8.5%,65,-3.0%,9,+24.3%,74,-5.7%,42,+2.5%
Thaddeus Young,26.4,BKN,Big,189,40,+1.2%,94,-11.5%,40,+2.2%,87,-11.2%,69,-3.7%,15,+16.9%,10,+10.9%,6,+12.5%
