Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,SHOT FREQUENCY: Rim Rank,SHOT FREQUENCY: Rim,SHOT FREQUENCY: Short Mid Rank,SHOT FREQUENCY: Short Mid,SHOT FREQUENCY: Long Mid Rank,SHOT FREQUENCY: Long Mid,SHOT FREQUENCY: All Mid Rank,SHOT FREQUENCY: All Mid,SHOT FREQUENCY: Corner Three Rank,SHOT FREQUENCY: Corner Three,SHOT FREQUENCY: Non Corner Rank,SHOT FREQUENCY: Non Corner,SHOT FREQUENCY: All Three Rank,SHOT FREQUENCY: All Three
Ray Allen,29.3,SEA,Wing,434,95,+7.7%,32,-1.9%,33,-1.5%,15,-6.2%,14,-7.6%,81,+2.0%,95,+7.5%,97,+9.6%
Carmelo Anthony,20.4,DEN,Forward,179,82,+5.6%,99,+13.5%,0,-12.5%,84,+5.7%,18,-6.7%,16,-1.9%,16,-4.9%,14,-6.8%
Gilbert Arenas,22.8,WAS,Wing,450,100,+22.6%,100,+29.6%,4,-6.6%,16,-6.0%,4,-12.6%,5,-3.2%,1,-13.8%,1,-17.0%
Carlos Arroyo,25.3,DET,Point,133,42,-0.6%,14,-5.3%,28,-2.0%,100,+15.5%,96,+13.5%,45,-0.6%,8,-7.6%,10,-8.2%
Leandro Barbosa,21.9,PHX,Combo,110,2,-9.1%,69,+2.9%,20,-3.5%,59,+1.1%,37,-2.5%,42,-0.7%,53,+0.3%,46,-0.5%
Brent Barry,32.8,SAS,Wing,536,28,-2.1%,12,-5.6%,73,+3.0%,55,+0.4%,76,+3.4%,35,-1.1%,80,+3.3%,66,+2.2%
Jon Barry,35.3,HOU,Wing,180,61,+1.9%,48,+0.4%,54,+0.4%,51,-0.4%,51,-0.1%,83,+2.1%,35,-2.4%,48,-0.3%
Shane Battier,26.1,MEM,Forward,118,94,+7.6%,37,-1.5%,86,+4.6%,19,-5.6%,44,-1.0%,68,+1.0%,67,+1.5%,71,+2.5%
Mike Bibby,26.5,SAC,Point,201,83,+5.7%,81,+5.1%,4,-7.6%,67,+2.7%,26,-4.8%,68,+1.1%,41,-1.3%,50,-0.3%
Chauncey Billups,28.1,DET,Combo,983,65,+2.4%,82,+5.4%,72,+3.0%,3,-13.2%,8,-10.2%,31,-1.2%,94,+6.0%,82,+4.8%
Bruce Bowen,33.4,SAS,Wing,809,40,-0.9%,55,+1.3%,47,-0.5%,82,+4.9%,79,+4.4%,52,+0.1%,13,-5.8%,18,-5.7%
Ryan Bowen,29.0,HOU,Forward,115,76,+3.3%,25,-3.1%,42,-0.9%,97,+12.5%,93,+11.6%,1,-4.6%,24,-3.9%,8,-8.5%
Earl Boykins,28.4,DEN,Point,147,13,-4.3%,11,-5.7%,83,+4.2%,42,-1.4%,69,+2.8%,27,-1.4%,85,+4.3%,75,+2.9%
Rasual Butler,25.4,MIA,Wing,175,9,-4.8%,4,-7.3%,74,+3.1%,37,-1.9%,58,+1.2%,72,+1.4%,89,+4.7%,87,+6.1%
Marcus Camby,30.6,DEN,Big,186,92,+7.0%,53,+0.6%,70,+2.4%,92,+8.6%,91,+11.0%,23,-1.6%,2,-9.9%,4,-11.5%
Vince Carter,27.8,NJN,Wing,180,55,+1.1%,32,-2.0%,93,+6.9%,99,+13.7%,99,+20.6%,25,-1.5%,0,-17.1%,0,-18.7%
Tyson Chandler,22.1,CHI,Big,174,46,-0.1%,86,+5.9%,6,-6.2%,20,-5.3%,4,-11.5%,54,+0.3%,91,+5.3%,86,+5.6%
Jason Collins,25.9,NJN,Big,128,11,-4.6%,25,-2.9%,76,+3.2%,96,+11.3%,98,+14.5%,4,-3.2%,5,-8.4%,3,-11.6%
Nick Collison,24.0,SEA,Big,211,47,+0.3%,76,+4.4%,10,-5.6%,39,-1.7%,18,-7.3%,53,+0.2%,75,+2.6%,74,+2.8%
Samuel Dalembert,24.5,PHI,Big,192,79,+4.2%,62,+2.0%,77,+3.3%,53,+0.3%,78,+3.5%,12,-2.0%,27,-3.6%,20,-5.6%
Erick Dampier,29.3,DAL,Big,302,32,-1.7%,65,+2.6%,34,-1.5%,80,+4.5%,73,+3.0%,33,-1.1%,19,-4.5%,19,-5.7%
Antonio Daniels,29.6,SEA,Combo,324,16,-4.1%,77,+4.6%,22,-3.4%,33,-2.3%,22,-5.6%,39,-0.9%,70,+1.9%,58,+1.0%
Marquis Daniels,23.8,DAL,Combo,158,8,-5.8%,45,+0.1%,53,+0.1%,60,+1.1%,57,+1.2%,18,-1.8%,55,+0.5%,39,-1.2%
Antonio Davis,36.0,CHI,Big,171,34,-1.5%,8,-6.8%,87,+4.8%,70,+3.4%,86,+8.2%,74,+1.5%,29,-2.8%,39,-1.4%
Dale Davis,35.6,IND,Big,314,54,+1.1%,31,-2.0%,43,-0.9%,56,+0.7%,50,-0.1%,60,+0.6%,68,+1.5%,64,+2.1%
Ricky Davis,25.1,BOS,Wing,235,87,+6.1%,46,+0.1%,36,-1.2%,86,+6.7%,82,+5.4%,62,+0.8%,11,-6.3%,21,-5.6%
Juan Dixon,26.1,WAS,Combo,217,4,-8.2%,6,-7.0%,13,-5.0%,79,+4.4%,46,-0.6%,89,+3.0%,89,+4.5%,92,+7.6%
Keyon Dooling,24.5,MIA,Point,255,23,-2.8%,52,+0.5%,8,-5.9%,96,+11.3%,81,+5.4%,32,-1.1%,18,-4.8%,18,-5.9%
Chris Duhon,22.2,CHI,Point,162,15,-4.2%,56,+1.6%,67,+2.0%,18,-5.8%,29,-3.8%,11,-2.1%,86,+4.3%,67,+2.2%
Tim Duncan,28.5,SAS,Big,862,39,-1.1%,51,+0.5%,95,+7.1%,50,-0.6%,83,+6.4%,8,-2.6%,21,-4.3%,12,-6.9%
Reggie Evans,24.5,SEA,Big,208,49,+0.6%,24,-3.1%,82,+3.8%,93,+8.6%,94,+12.4%,19,-1.8%,9,-7.5%,7,-9.2%
Michael Finley,31.7,DAL,Wing,495,75,+3.2%,15,-5.3%,37,-1.2%,77,+4.1%,71,+2.9%,57,+0.4%,72,+1.9%,70,+2.4%
Danny Fortson,28.6,SEA,Big,105,50,+0.8%,54,+1.3%,14,-4.7%,76,+4.0%,45,-0.7%,82,+2.1%,31,-2.7%,45,-0.6%
Jeff Foster,27.8,IND,Big,230,52,+0.9%,46,+0.3%,31,-1.7%,81,+4.8%,74,+3.1%,55,+0.3%,25,-3.7%,29,-3.4%
Pau Gasol,24.3,MEM,Big,131,96,+7.9%,95,+9.1%,75,+3.1%,46,-1.1%,63,+2.0%,13,-2.0%,3,-9.1%,4,-11.1%
Manu Ginobili,27.3,SAS,Wing,769,85,+5.8%,89,+7.3%,39,-1.2%,12,-6.9%,11,-8.1%,66,+0.9%,49,-0.1%,57,+0.8%
Ben Gordon,21.6,CHI,Wing,150,48,+0.4%,78,+4.6%,66,+1.9%,27,-3.2%,41,-1.3%,32,-1.2%,37,-2.2%,30,-3.3%
Richard Hamilton,26.7,DET,Wing,1077,32,-1.7%,54,+0.9%,91,+6.1%,49,-0.7%,80,+5.4%,29,-1.3%,15,-5.0%,16,-6.3%
Othella Harrington,30.8,CHI,Big,104,33,-1.6%,19,-3.7%,97,+10.0%,40,-1.5%,87,+8.4%,76,+1.6%,12,-6.3%,24,-4.7%
Udonis Haslem,24.4,MIA,Big,544,62,+1.9%,36,-1.6%,55,+0.5%,57,+0.9%,59,+1.4%,38,-1.0%,63,+1.2%,54,+0.2%
Brendan Haywood,24.9,WAS,Big,293,66,+2.4%,79,+4.9%,82,+4.2%,39,-1.7%,67,+2.5%,11,-2.5%,17,-4.9%,11,-7.4%
