Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,Rim Rank,Rim,Short Mid Rank,Short Mid,Long Mid Rank,Long Mid,All Mid Rank,All Mid,Corner Three Rank,Corner Three,Non Corner Rank,Non Corner,All Three Rank,All Three
Jeff Adrien,24.7,GSW,Big,159,6,40.4%,74,65%,69,27%,24,8%,31,35%,0,0%,0,0%,0,0%
Arron Afflalo,25.0,DEN,Wing,2270,98,58.1%,60,30%,59,15%,31,18%,36,33%,89,22%,36,15%,61,37%
Alexis Ajinca,22.5,TOR,Big,240,57,51.1%,17,32%,4,5%,85,41%,51,46%,0,0%,95,22%,93,22%
Cole Aldrich,22.0,OKC,Big,101,44,50.0%,68,63%,92,38%,0,0%,39,38%,0,0%,0,0%,0,0%
LaMarcus Aldridge,25.3,POR,Big,3202,47,50.1%,33,40%,83,32%,64,27%,76,59%,78,0%,75,1%,73,1%
Malik Allen,32.3,ORL,Big,159,0,24.0%,2,16%,59,24%,98,60%,100,84%,0,0%,0,0%,0,0%
Ray Allen,35.3,BOS,Wing,2883,97,57.9%,27,21%,47,13%,65,29%,58,42%,74,16%,51,21%,62,37%
Tony Allen,28.8,MEM,Combo,1474,92,52.3%,100,65%,73,18%,6,13%,16,31%,10,2%,2,1%,2,4%
Al-Farouq Aminu,20.1,LAC,Wing,1391,12,44.1%,88,43%,44,12%,14,13%,17,26%,60,13%,45,19%,47,32%
Lou Amundson,27.9,GSW,Big,664,22,46.0%,85,73%,37,18%,28,9%,17,27%,0,0%,0,0%,0,0%
Chris Andersen,32.3,DEN,Big,708,95,60.0%,95,86%,1,3%,30,11%,5,14%,0,0%,0,0%,0,0%
David Andersen,30.4,NOP,Big,191,39,49.2%,1,14%,12,10%,97,58%,92,68%,0,0%,92,17%,90,17%
David Andersen,30.4,TOR,Big,140,44,50.0%,2,17%,27,15%,91,47%,82,62%,0,0%,94,21%,92,21%
James Anderson,21.6,SAS,Wing,268,71,51.4%,47,27%,13,5%,22,17%,11,22%,88,22%,79,29%,85,51%
Ryan Anderson,22.5,ORL,Big,1342,87,57.0%,13,30%,2,4%,16,4%,2,8%,99,16%,100,46%,100,62%
Carmelo Anthony,26.4,DEN,Forward,1762,18,47.4%,76,43%,33,12%,84,34%,71,46%,18,2%,33,9%,22,11%
Carmelo Anthony,26.4,NYK,Wing,975,65,51.1%,66,32%,45,13%,78,34%,70,47%,15,4%,44,17%,28,21%
Joel Anthony,28.2,MIA,Big,1410,74,53.8%,70,64%,87,34%,10,2%,35,36%,0,0%,0,0%,0,0%
Gilbert Arenas,28.8,ORL,Combo,1027,10,41.5%,16,18%,65,17%,45,24%,53,41%,37,5%,82,36%,78,41%
Gilbert Arenas,28.8,WAS,Combo,708,27,46.1%,8,13%,31,12%,80,34%,67,46%,18,3%,88,38%,80,41%
Trevor Ariza,25.3,NOP,Wing,2589,19,45.7%,84,39%,46,13%,21,16%,23,29%,59,13%,48,19%,48,32%
Hilton Armstrong,25.9,WAS,Big,398,37,48.3%,51,51%,80,31%,51,18%,60,49%,0,0%,0,0%,0,0%
Carlos Arroyo,31.3,BOS,Combo,170,4,39.1%,4,11%,59,16%,100,59%,100,76%,45,5%,16,8%,14,14%
Carlos Arroyo,31.3,MIA,Point,962,86,52.7%,0,5%,7,7%,98,61%,98,68%,97,23%,5,4%,47,27%
Darrell Arthur,22.6,MEM,Big,1573,41,49.6%,24,36%,51,22%,87,41%,84,63%,68,0%,69,0%,69,1%
Omer Asik,24.3,CHI,Big,926,62,51.6%,100,96%,1,3%,7,1%,0,4%,0,0%,0,0%,0,0%
D.J. Augustin,23.0,CHA,Point,2739,55,48.1%,78,37%,16,10%,26,20%,12,31%,45,4%,74,29%,66,33%
Luke Babbitt,21.4,POR,Forward,107,2,33.8%,63,34%,84,24%,14,12%,45,37%,35,5%,76,24%,53,29%
Leandro Barbosa,27.9,TOR,Combo,1348,76,50.2%,92,44%,14,10%,16,17%,6,27%,84,12%,39,17%,53,29%
J.J. Barea,26.3,DAL,Combo,1593,65,49.4%,78,38%,84,22%,10,14%,33,36%,24,3%,49,22%,41,25%
Andrea Bargnani,25.0,TOR,Big,2344,37,48.3%,6,22%,68,26%,76,35%,80,61%,72,0%,91,17%,90,17%
Matt Barnes,30.6,LAL,Wing,983,74,51.7%,93,50%,35,11%,2,6%,6,17%,79,16%,41,17%,53,33%
Earl Barron,29.2,PHX,Big,170,1,24.5%,34,42%,72,27%,69,31%,75,58%,0,0%,0,0%,0,0%
Brandon Bass,25.5,ORL,Big,1956,59,51.3%,31,40%,44,20%,83,40%,77,60%,0,0%,59,0%,51,0%
Tony Battie,34.7,PHI,Big,361,27,46.7%,8,24%,69,26%,92,47%,97,74%,88,1%,79,1%,82,2%
Shane Battier,32.1,HOU,Wing,1808,93,56.4%,33,23%,81,20%,2,5%,15,25%,93,27%,64,25%,87,52%
Shane Battier,32.1,MEM,Forward,531,16,46.9%,41,29%,96,30%,2,2%,27,32%,94,25%,41,14%,75,39%
Nicolas Batum,21.9,POR,Forward,2500,71,53.0%,55,32%,22,9%,43,19%,14,28%,82,17%,69,23%,78,40%
Jerryd Bayless,22.2,NOP,Point,142,2,37.8%,67,31%,55,19%,41,24%,38,43%,57,6%,43,20%,45,26%
Jerryd Bayless,22.2,TOR,Combo,1289,51,48.4%,86,40%,12,10%,51,25%,29,35%,65,8%,37,17%,39,25%
