Player,Age,Team,Pos,MIN,BLK% Rank,BLK%,STL% Rank,STL%,FOUL% Rank,FOUL%,fgOR% Rank,fgOR%,fgDR% Rank,fgDR%,ftOR% Rank,ftOR%,ftDR% Rank,ftDR%
Mario Chalmers,27.5,MIA,Point,528,84,0.7%,63,1.8%,21,4.1%,0,0.5%,53,10.0%,0,0.0%,58,3.6%
Norris Cole,25.1,MIA,Combo,393,36,0.2%,64,1.2%,55,4.0%,0,0.3%,27,6.6%,0,0.0%,55,5.0%
Darren Collison,26.2,LAC,Combo,222,45,0.2%,73,1.2%,100,2.5%,91,3.9%,45,8.0%,0,0.0%,0,0.0%
Nick Collison,33.0,OKC,Big,172,61,2.0%,57,1.0%,13,6.8%,26,5.9%,13,11.7%,0,0.0%,20,13.3%
Mike Conley,26.1,MEM,Point,266,53,0.2%,84,2.4%,89,2.4%,47,1.9%,74,10.7%,0,0.0%,0,0.0%
Jamal Crawford,33.6,LAC,Combo,301,64,0.3%,91,1.7%,82,3.3%,36,1.3%,0,4.6%,91,4.8%,73,5.3%
Stephen Curry,25.6,GSW,Point,296,47,0.2%,53,1.6%,84,2.5%,42,1.5%,16,8.0%,0,0.0%,0,0.0%
Samuel Dalembert,33.5,DAL,Big,134,96,4.0%,26,0.7%,35,4.8%,100,16.1%,98,27.9%,0,0.0%,96,62.5%
Glen Davis,27.8,LAC,Big,143,22,1.0%,48,0.9%,17,6.6%,50,8.0%,20,13.9%,93,11.1%,17,10.0%
DeMar DeRozan,24.2,TOR,Wing,281,47,0.4%,45,1.3%,45,3.5%,21,1.2%,47,10.3%,0,0.0%,34,4.0%
Boris Diaw,31.5,SAS,Big,595,9,0.3%,63,1.1%,83,3.4%,17,4.8%,39,14.8%,67,3.0%,43,20.5%
Tim Duncan,37.5,SAS,Big,750,65,2.1%,13,0.4%,91,3.0%,67,9.9%,67,19.6%,63,2.5%,35,15.6%
Mike Dunleavy,33.1,CHI,Wing,162,42,0.3%,21,0.9%,89,2.1%,76,3.4%,21,7.8%,0,0.0%,53,11.8%
Kevin Durant,25.1,OKC,Forward,813,91,1.6%,18,1.0%,100,1.8%,45,3.4%,82,17.0%,45,2.4%,45,18.9%
Monta Ellis,28.0,DAL,Wing,249,29,0.2%,68,1.6%,47,3.5%,55,2.4%,8,5.5%,0,0.0%,0,0.0%
Derek Fisher,39.2,OKC,Combo,262,0,0.0%,100,2.1%,27,4.5%,45,1.7%,64,9.3%,100,8.3%,82,7.1%
Kevin Garnett,37.5,BKN,Big,249,39,1.2%,93,1.8%,59,3.9%,57,8.9%,91,26.3%,0,0.0%,78,33.3%
Marc Gasol,28.8,MEM,Big,299,26,1.1%,98,1.9%,76,3.6%,11,4.6%,26,14.4%,0,0.0%,30,15.4%
Paul George,23.5,IND,Wing,779,71,0.5%,95,2.6%,61,3.1%,39,1.8%,97,16.4%,84,1.7%,95,39.5%
Taj Gibson,28.4,CHI,Big,153,100,4.3%,22,0.6%,80,3.4%,98,14.6%,0,6.8%,0,0.0%,0,0.0%
Manu Ginobili,36.3,SAS,Wing,585,24,0.2%,100,2.8%,16,4.4%,45,1.9%,66,11.4%,0,0.0%,45,8.5%
Drew Gooden,32.1,WAS,Big,145,50,1.7%,50,1.0%,0,9.2%,93,14.3%,24,14.2%,0,0.0%,54,25.0%
Marcin Gortat,29.7,WAS,Big,381,70,2.1%,24,0.6%,98,2.5%,70,10.1%,72,20.7%,0,0.0%,4,4.3%
Danny Granger,30.5,LAC,Forward,116,27,0.4%,73,1.9%,0,7.4%,0,0.8%,9,10.3%,82,12.5%,36,14.3%
Danny Green,26.4,SAS,Wing,521,100,1.6%,97,2.7%,18,4.4%,29,1.6%,55,11.0%,95,7.4%,68,17.6%
Draymond Green,23.7,GSW,Forward,225,100,2.6%,82,2.3%,18,5.0%,100,7.4%,91,17.2%,82,12.5%,91,35.7%
Blake Griffin,24.6,LAC,Big,476,48,1.6%,85,1.5%,52,4.1%,39,7.2%,22,13.9%,83,7.5%,22,14.3%
James Harden,24.2,HOU,Wing,263,26,0.2%,79,1.9%,87,2.3%,47,2.0%,37,9.5%,0,0.0%,0,0.0%
Devin Harris,30.7,DAL,Combo,173,91,0.6%,9,0.5%,91,2.9%,9,0.6%,82,10.7%,0,0.0%,0,0.0%
Udonis Haslem,33.4,MIA,Big,152,28,1.1%,0,0.0%,9,7.7%,30,6.8%,76,21.7%,89,10.0%,0,0.0%
Gerald Henderson,25.9,CHA,Wing,119,63,0.5%,63,1.6%,13,4.4%,13,1.0%,79,13.4%,0,0.0%,71,18.2%
Roy Hibbert,26.9,IND,Big,541,72,2.7%,9,0.4%,39,4.7%,59,9.4%,11,11.5%,65,2.7%,39,19.0%
Nene Hilario,31.1,WAS,Big,321,54,1.8%,76,1.3%,37,4.7%,4,2.1%,37,14.8%,89,10.0%,37,15.8%
George Hill,27.5,IND,Point,682,74,0.3%,58,1.7%,74,2.7%,79,2.4%,26,8.9%,0,0.0%,53,3.1%
Kirk Hinrich,32.8,CHI,Combo,167,55,0.3%,55,1.1%,9,5.7%,18,0.6%,36,7.9%,0,0.0%,91,20.0%
Dwight Howard,27.9,HOU,Big,231,91,3.9%,37,0.7%,61,3.9%,83,11.3%,80,22.6%,85,9.5%,91,46.2%
Serge Ibaka,24.1,OKC,Big,580,89,3.7%,46,0.9%,63,3.9%,24,5.8%,17,12.9%,78,6.7%,63,27.0%
Andre Iguodala,29.8,GSW,Wing,246,55,0.4%,66,1.6%,63,3.1%,42,1.9%,53,10.4%,89,4.8%,82,25.0%
Reggie Jackson,23.5,OKC,Combo,509,73,0.4%,0,0.4%,73,3.6%,64,2.9%,91,11.1%,0,0.0%,36,2.6%
LeBron James,28.8,MIA,Forward,761,55,0.9%,91,2.3%,82,2.6%,27,2.4%,100,18.7%,0,0.0%,82,32.6%
Al Jefferson,28.8,CHA,Big,105,74,2.7%,15,0.4%,87,3.1%,28,6.1%,74,21.0%,0,0.0%,96,62.5%
Amir Johnson,26.5,TOR,Big,191,37,1.2%,35,0.7%,26,6.4%,61,9.5%,54,16.4%,0,0.0%,9,7.1%
Joe Johnson,32.3,BKN,Wing,469,45,0.4%,11,0.6%,95,1.8%,53,2.3%,26,8.7%,0,0.0%,66,16.7%
James Jones,33.1,MIA,Wing,111,95,1.2%,50,1.4%,0,7.3%,84,3.8%,16,6.9%,0,0.0%,0,0.0%
Terrence Jones,21.8,HOU,Big,138,30,1.1%,87,1.5%,57,4.0%,80,11.0%,30,14.6%,98,18.2%,22,14.3%
DeAndre Jordan,25.3,LAC,Big,440,93,4.0%,67,1.2%,72,3.7%,74,10.5%,100,29.4%,0,0.0%,78,33.3%
Andrei Kirilenko,32.7,BKN,Big,141,46,1.3%,100,3.4%,89,3.1%,54,8.8%,2,8.9%,0,0.0%,87,40.0%
Kyle Korver,32.6,ATL,Wing,250,61,0.5%,16,0.7%,82,2.6%,5,0.4%,84,14.1%,0,0.0%,74,20.0%
Courtney Lee,28.1,MEM,Wing,223,68,0.5%,29,1.1%,26,4.0%,26,1.4%,5,5.2%,0,0.0%,47,10.0%
David Lee,30.5,GSW,Big,217,0,0.0%,39,0.8%,41,4.6%,87,12.5%,70,20.3%,0,0.0%,15,9.5%
Kawhi Leonard,22.3,SAS,Forward,734,64,1.0%,100,2.5%,45,3.7%,55,4.4%,73,15.4%,73,9.3%,100,42.9%
Rashard Lewis,34.2,MIA,Forward,317,82,1.1%,36,1.1%,27,4.5%,18,1.7%,27,11.6%,0,0.0%,27,11.8%
Damian Lillard,23.3,POR,Point,465,26,0.1%,11,1.0%,79,2.5%,74,2.4%,42,9.4%,89,4.3%,68,6.3%
Jeremy Lin,25.2,HOU,Point,176,63,0.3%,5,0.7%,47,3.5%,95,3.7%,21,8.3%,0,0.0%,0,0.0%
Shaun Livingston,28.1,BKN,Combo,325,100,0.9%,36,0.8%,0,5.8%,73,3.2%,100,12.4%,0,0.0%,55,5.0%
Robin Lopez,25.6,POR,Big,366,76,2.7%,20,0.6%,46,4.5%,89,12.7%,41,15.1%,74,5.0%,7,5.6%
Kyle Lowry,27.6,TOR,Combo,271,0,0.0%,45,1.0%,36,4.3%,82,3.8%,73,10.4%,0,0.0%,45,4.8%
Shelvin Mack,23.5,ATL,Combo,110,0,0.0%,82,1.7%,64,3.8%,55,2.7%,55,8.5%,0,0.0%,100,33.3%
Ian Mahinmi,27.0,IND,Big,235,87,3.7%,61,1.1%,11,7.2%,72,10.3%,7,10.2%,0,0.0%,13,9.1%
Shawn Marion,35.5,DAL,Forward,192,0,0.3%,55,1.4%,91,2.3%,82,6.1%,55,13.7%,100,15.4%,9,10.0%
Wesley Matthews,27.0,POR,Wing,426,79,0.6%,58,1.4%,24,4.0%,32,1.7%,24,8.6%,0,0.0%,32,3.6%
Josh McRoberts,26.7,CHA,Big,153,11,0.4%,72,1.2%,54,4.0%,0,0.8%,61,17.7%,0,0.0%,78,33.3%
Andre Miller,37.6,WAS,Point,104,0,0.0%,42,1.4%,0,5.7%,68,2.3%,79,10.7%,0,0.0%,0,0.0%
Mike Miller,33.7,MEM,Wing,173,0,0.0%,37,1.3%,21,4.2%,18,1.2%,89,15.0%,0,0.0%,0,0.0%
Patty Mills,25.2,SAS,Point,336,37,0.2%,79,2.4%,26,3.9%,5,0.7%,32,9.1%,95,5.9%,84,8.3%
Paul Millsap,28.7,ATL,Big,267,78,2.8%,91,1.8%,70,3.7%,35,7.0%,78,22.2%,93,11.1%,22,14.3%
Gary Neal,29.1,CHA,Wing,101,0,0.0%,0,0.0%,34,3.7%,82,3.6%,13,6.1%,0,0.0%,0,0.0%
Joakim Noah,28.7,CHI,Big,209,57,1.9%,65,1.2%,65,3.7%,48,7.8%,85,23.4%,0,0.0%,54,25.0%
Dirk Nowitzki,35.4,DAL,Big,262,41,1.3%,59,1.0%,93,3.0%,2,1.9%,83,23.2%,0,0.0%,74,30.8%
Tony Parker,31.5,SAS,Point,717,32,0.1%,16,1.0%,95,2.1%,16,0.8%,11,5.8%,0,0.0%,47,2.3%
Chandler Parsons,25.0,HOU,Forward,250,18,0.4%,9,0.7%,64,3.3%,36,2.4%,36,13.0%,0,0.0%,73,26.7%
Patrick Patterson,24.6,TOR,Big,199,20,0.9%,33,0.7%,96,2.6%,46,7.5%,52,15.7%,0,0.0%,85,36.4%
Chris Paul,28.5,LAC,Point,470,0,0.0%,100,3.4%,32,3.8%,84,2.8%,63,10.2%,0,0.0%,79,8.0%
Kendrick Perkins,29.0,OKC,Big,382,17,0.8%,17,0.5%,20,6.6%,63,9.7%,57,17.1%,0,0.0%,65,27.8%
Paul Pierce,36.1,BKN,Forward,368,45,0.7%,64,1.9%,9,5.1%,9,1.4%,64,15.3%,0,0.0%,64,26.1%
Mason Plumlee,23.7,BKN,Big,113,80,3.3%,80,1.3%,2,9.0%,22,5.6%,35,14.7%,0,0.0%,67,28.6%
Tayshaun Prince,33.7,MEM,Wing,112,0,0.0%,5,0.5%,42,3.6%,58,2.8%,3,5.0%,100,25.0%,82,25.0%
Zach Randolph,32.3,MEM,Big,234,7,0.2%,54,1.0%,100,2.4%,33,6.9%,43,15.1%,0,0.0%,22,14.3%
JJ Redick,29.4,LAC,Wing,350,0,0.0%,42,1.3%,84,2.5%,24,1.2%,0,4.7%,0,0.0%,63,16.0%
Thomas Robinson,22.6,POR,Big,121,61,2.0%,96,1.8%,7,8.0%,50,8.0%,15,12.7%,0,0.0%,46,21.4%
Terrence Ross,22.7,TOR,Wing,157,92,1.1%,71,1.8%,3,5.6%,11,0.8%,58,11.1%,0,0.0%,0,0.0%
Luis Scola,33.5,IND,Big,237,13,0.7%,70,1.2%,30,5.2%,13,4.7%,28,14.5%,72,4.5%,30,15.4%
Mike Scott,25.3,ATL,Big,138,0,0.0%,7,0.3%,74,3.7%,7,2.2%,4,9.2%,0,0.0%,67,28.6%
Thabo Sefolosha,29.5,OKC,Wing,226,0,0.0%,84,2.0%,97,1.8%,74,3.4%,39,10.1%,0,0.0%,50,11.1%
Tiago Splitter,28.8,SAS,Big,512,33,1.2%,83,1.4%,50,4.2%,65,9.8%,63,17.9%,70,3.3%,61,25.9%
Lance Stephenson,23.2,IND,Wing,704,39,0.3%,32,1.1%,58,3.3%,87,4.0%,100,16.5%,0,0.0%,37,6.3%
Jeff Teague,25.4,ATL,Point,241,95,0.9%,37,1.4%,58,2.9%,63,2.0%,47,9.5%,0,0.0%,63,5.0%
Mirza Teletovic,28.1,BKN,Forward,216,36,0.5%,27,1.1%,73,3.1%,91,7.0%,45,13.4%,64,8.3%,0,0.0%
Klay Thompson,23.7,GSW,Wing,256,89,1.0%,34,1.2%,32,3.7%,34,1.7%,32,9.0%,0,0.0%,0,0.0%
Marcus Thornton,26.4,BKN,Wing,121,66,0.5%,18,0.8%,100,1.5%,95,5.0%,68,12.1%,97,16.7%,74,20.0%
Evan Turner,25.0,IND,Wing,135,0,0.0%,61,1.5%,55,3.3%,0,0.0%,95,16.4%,0,0.0%,97,50.0%
Beno Udrih,31.3,MEM,Point,109,0,0.0%,32,1.3%,16,4.7%,53,1.9%,68,10.4%,0,0.0%,0,0.0%
Jonas Valanciunas,21.5,TOR,Big,200,59,2.0%,0,0.0%,48,4.3%,78,10.8%,89,25.8%,80,7.1%,93,50.0%
Greivis Vasquez,26.8,TOR,Point,189,68,0.3%,26,1.0%,11,5.3%,37,1.3%,95,12.2%,100,9.1%,95,10.0%
Dwyane Wade,31.8,MIA,Wing,691,53,0.4%,87,2.2%,37,3.7%,66,3.0%,42,10.2%,0,0.0%,55,12.1%
Kemba Walker,23.5,CHA,Point,152,89,0.8%,89,2.5%,100,1.3%,11,0.7%,84,11.0%,0,0.0%,0,0.0%
John Wall,23.2,WAS,Point,419,100,1.0%,68,1.9%,63,2.9%,32,1.3%,58,10.1%,0,0.0%,0,0.0%
CJ Watson,29.5,IND,Point,331,42,0.2%,74,2.2%,32,3.8%,21,1.0%,100,12.8%,0,0.0%,0,0.0%
Martell Webster,26.9,WAS,Wing,186,97,1.6%,26,1.0%,53,3.3%,37,1.7%,61,11.3%,0,0.0%,0,0.0%
David West,33.2,IND,Big,687,35,1.2%,52,1.0%,78,3.4%,9,3.7%,50,15.4%,76,6.1%,52,24.2%
Russell Westbrook,25.0,OKC,Point,733,79,0.4%,95,2.5%,68,2.8%,100,7.1%,89,11.9%,0,0.0%,100,16.3%
Deron Williams,29.3,BKN,Point,428,58,0.3%,47,1.5%,53,3.3%,58,2.0%,37,9.1%,0,0.0%,0,0.0%
Lou Williams,27.0,ATL,Wing,132,50,0.4%,92,2.5%,74,2.8%,0,0.0%,76,13.0%,0,0.0%,0,0.0%
Mo Williams,30.9,POR,Combo,186,0,0.0%,27,0.7%,18,5.2%,27,1.1%,9,5.5%,0,0.0%,0,0.0%
