Player,Age,Team,Pos,MIN,BLK% Rank,BLK%,STL% Rank,STL%,FOUL% Rank,FOUL%,fgOR% Rank,fgOR%,fgDR% Rank,fgDR%,ftOR% Rank,ftOR%,ftDR% Rank,ftDR%
Gary Harris,26.1,ORL,Wing,494,53,0.6%,18,1.0%,67,2.8%,21,1.5%,0,4.8%,0,0.0%,25,4.5%
Gary Harris,26.1,DEN,Wing,581,29,0.4%,51,1.3%,71,2.7%,61,2.3%,3,6.1%,94,4.2%,17,3.1%
Jalen Harris,22.2,TOR,Combo,158,0,0.0%,83,2.0%,26,3.7%,3,0.7%,33,8.8%,0,0.0%,0,0.0%
Joe Harris,29.2,BKN,Wing,2132,24,0.3%,18,1.0%,70,2.8%,56,2.2%,29,9.1%,0,0.0%,45,7.8%
Tobias Harris,28.3,PHI,Forward,2013,76,1.3%,43,1.2%,88,2.2%,57,3.4%,84,16.8%,47,0.9%,76,24.2%
Shaquille Harrison,27.1,DEN,Combo,255,79,0.8%,95,2.6%,8,4.5%,38,1.6%,92,13.3%,0,0.0%,0,0.0%
Josh Hart,25.7,NOP,Wing,1335,38,0.5%,38,1.2%,41,3.3%,84,4.1%,100,23.7%,92,3.3%,92,25.4%
Isaiah Hartenstein,22.5,DEN,Big,244,91,3.7%,93,2.0%,4,6.8%,95,14.6%,19,14.5%,99,16.7%,33,25.0%
Isaiah Hartenstein,22.5,CLE,Big,277,89,3.5%,60,1.3%,8,6.1%,63,9.1%,89,25.2%,0,0.0%,94,53.3%
Jaxson Hayes,20.4,NOP,Big,920,63,2.0%,40,1.0%,49,3.9%,62,9.1%,33,15.9%,0,0.0%,23,18.4%
Killian Hayes,19.3,DET,Point,651,82,0.7%,57,1.7%,16,3.7%,5,0.9%,32,9.4%,0,0.0%,86,11.1%
Gordon Hayward,30.6,CHA,Forward,1496,27,0.5%,76,1.6%,96,1.8%,28,2.4%,61,13.8%,0,0.0%,77,25.0%
Juan Hernangomez,25.1,MIN,Big,856,8,0.4%,16,0.8%,94,2.3%,28,5.0%,48,17.2%,76,4.1%,31,22.7%
Willy Hernangomez,26.4,NOP,Big,788,36,1.3%,50,1.2%,76,3.2%,93,13.7%,86,24.1%,91,9.0%,73,40.0%
Tyler Herro,20.8,MIA,Combo,1610,52,0.5%,16,0.9%,97,1.7%,36,1.6%,98,14.0%,0,0.0%,99,25.0%
Buddy Hield,27.9,SAC,Wing,2432,56,0.6%,33,1.1%,59,3.0%,16,1.3%,71,13.2%,0,0.0%,10,0.9%
George Hill,34.5,PHI,Combo,295,48,0.5%,63,1.7%,66,2.6%,79,2.8%,29,8.3%,0,0.0%,0,0.0%
George Hill,34.5,OKC,Wing,368,14,0.3%,74,1.6%,99,1.5%,61,2.3%,1,5.6%,0,0.0%,29,4.8%
Solomon Hill,29.6,ATL,Forward,1472,21,0.4%,67,1.5%,51,3.2%,43,3.0%,21,10.8%,54,1.4%,42,14.5%
Jaylen Hoard,21.6,OKC,Big,252,16,0.7%,75,1.5%,79,3.1%,39,6.1%,7,12.0%,83,5.9%,26,20.0%
Aaron Holiday,24.1,IND,Wing,1100,52,0.6%,81,1.7%,39,3.4%,18,1.3%,5,6.4%,79,1.7%,0,0.0%
Jrue Holiday,30.4,MIL,Combo,1918,85,0.9%,87,2.1%,83,2.0%,92,3.8%,41,9.5%,95,2.9%,75,6.8%
Justin Holiday,31.6,IND,Forward,2167,52,0.9%,63,1.4%,70,2.6%,4,1.4%,9,9.4%,78,3.5%,49,15.6%
Richaun Holmes,27.0,SAC,Big,1780,78,2.6%,31,1.0%,30,4.6%,59,8.7%,62,18.7%,0,0.0%,71,39.5%
Rodney Hood,28.0,POR,Wing,712,16,0.3%,47,1.3%,37,3.4%,60,2.3%,11,7.0%,0,0.0%,54,10.0%
Rodney Hood,28.0,TOR,Wing,213,67,0.7%,11,0.8%,76,2.6%,40,1.9%,51,10.8%,99,10.0%,85,18.8%
Al Horford,34.4,OKC,Big,779,46,1.6%,68,1.4%,94,2.4%,13,3.6%,65,19.3%,0,0.0%,33,25.0%
Talen Horton-Tucker,19.9,LAL,Combo,1204,82,0.9%,79,1.9%,21,3.8%,56,2.0%,62,10.4%,94,2.7%,97,18.2%
Danuel House,27.4,HOU,Wing,896,74,0.8%,19,1.0%,61,3.0%,43,1.9%,62,11.7%,0,0.0%,72,14.3%
Dwight Howard,34.9,PHI,Big,1156,78,2.6%,38,1.0%,16,5.4%,99,15.8%,99,30.3%,87,8.0%,79,43.5%
Markus Howard,21.7,DEN,Point,119,59,0.5%,20,1.1%,5,4.2%,0,0.9%,16,8.0%,0,0.0%,0,0.0%
Kevin Huerter,22.2,ATL,Wing,2107,35,0.4%,80,1.7%,42,3.3%,32,1.7%,31,9.2%,70,1.0%,46,8.3%
DeAndre Hunter,22.9,ATL,Forward,674,50,0.9%,34,1.1%,38,3.5%,31,2.6%,41,12.2%,0,0.0%,70,22.6%
Chandler Hutchison,24.5,WAS,Forward,267,48,0.9%,74,1.6%,46,3.3%,14,1.8%,91,17.6%,0,0.0%,52,16.7%
Serge Ibaka,31.1,LAC,Big,954,76,2.6%,3,0.4%,79,3.1%,55,8.2%,78,22.2%,0,0.0%,12,13.2%
Andre Iguodala,36.8,MIA,Forward,1329,73,1.3%,91,2.0%,57,2.9%,50,3.1%,58,13.5%,0,0.0%,50,15.8%
Ersan Ilyasova,33.5,UTA,Big,112,39,1.4%,100,3.5%,1,7.8%,14,3.7%,42,16.8%,100,0.0%,73,40.0%
Joe Ingles,33.1,UTA,Forward,1863,16,0.3%,32,1.0%,83,2.4%,6,1.4%,27,11.3%,66,2.6%,6,3.8%
Brandon Ingram,23.2,NOP,Forward,2089,44,0.8%,14,0.8%,91,2.2%,11,1.8%,53,12.9%,0,0.0%,9,5.3%
Kyrie Irving,28.6,BKN,Combo,1884,89,1.0%,69,1.8%,47,3.1%,84,2.9%,64,10.5%,82,1.2%,57,4.5%
Wes Iwundu,25.9,NOP,Forward,219,9,0.2%,23,0.9%,32,3.8%,48,3.1%,60,13.7%,89,4.5%,0,0.0%
Wes Iwundu,25.9,DAL,Forward,232,8,0.2%,57,1.3%,27,4.2%,32,2.6%,31,11.7%,0,0.0%,28,11.1%
Frank Jackson,22.5,DET,Wing,688,6,0.1%,20,1.0%,65,2.9%,57,2.2%,41,10.1%,0,0.0%,13,2.2%
Jaren Jackson,21.1,MEM,Big,252,90,3.5%,84,1.8%,6,6.4%,44,6.5%,36,16.2%,0,0.0%,10,12.5%
Josh Jackson,23.7,DET,Forward,1556,89,1.6%,66,1.4%,26,4.2%,58,3.4%,51,12.6%,96,6.1%,26,10.9%
Justin Jackson,25.6,OKC,Wing,496,10,0.2%,34,1.1%,92,2.1%,50,2.0%,33,9.5%,95,4.5%,43,7.4%
Reggie Jackson,30.5,LAC,Combo,1508,20,0.2%,32,1.2%,31,3.5%,43,1.7%,72,11.1%,93,2.6%,62,5.3%
Justin James,23.8,SAC,Forward,248,23,0.4%,50,1.2%,36,3.6%,40,2.9%,0,6.1%,0,0.0%,50,15.8%
LeBron James,35.8,LAL,Wing,1500,76,0.9%,56,1.4%,97,1.7%,36,1.8%,97,19.3%,98,5.2%,100,40.8%
Mike James,30.2,BKN,Combo,222,15,0.2%,18,1.0%,84,2.0%,33,1.5%,89,12.5%,0,0.0%,0,0.0%
DaQuan Jeffries,23.2,SAC,Wing,214,80,0.9%,55,1.4%,11,4.2%,81,4.0%,3,5.8%,0,0.0%,95,28.6%
DaQuan Jeffries,23.2,HOU,Big,228,12,0.6%,45,1.1%,41,4.2%,16,3.8%,17,14.1%,0,0.0%,13,14.3%
Ty Jerome,23.3,OKC,Combo,736,36,0.4%,31,1.2%,38,3.2%,34,1.5%,67,10.6%,0,0.0%,64,5.7%
Isaiah Joe,21.3,PHI,Wing,274,71,0.8%,53,1.3%,33,3.5%,31,1.7%,8,6.6%,0,0.0%,66,12.5%
Cameron Johnson,24.7,PHX,Forward,1406,30,0.6%,40,1.2%,73,2.6%,22,2.1%,38,12.1%,61,2.3%,23,10.0%
James Johnson,33.7,NOP,Forward,537,94,1.7%,61,1.4%,22,4.3%,42,2.9%,57,13.4%,87,4.4%,16,6.5%
James Johnson,33.7,DAL,Forward,477,98,2.2%,84,1.9%,7,5.0%,26,2.4%,52,12.7%,74,3.3%,79,25.8%
Keldon Johnson,21.0,SAS,Forward,1958,36,0.6%,16,0.8%,58,2.9%,69,4.6%,70,15.1%,84,4.3%,99,40.0%
Stanley Johnson,24.4,TOR,Forward,973,57,1.0%,100,2.3%,16,4.5%,36,2.7%,50,12.6%,62,2.4%,71,22.9%
Tyler Johnson,28.5,BKN,Combo,632,0,0.0%,9,0.8%,52,3.0%,5,0.7%,55,10.2%,0,0.0%,0,0.0%
Nikola Jokic,25.7,DEN,Big,2487,26,1.0%,79,1.7%,78,3.1%,61,9.0%,84,23.4%,53,1.2%,57,33.8%
Damian Jones,25.3,SAC,Big,326,80,2.7%,52,1.2%,51,3.9%,43,6.5%,43,16.8%,0,0.0%,20,18.2%
Mason Jones,22.3,HOU,Combo,223,16,0.2%,29,1.1%,74,2.3%,0,0.4%,94,13.6%,0,0.0%,89,11.1%
Tre Jones,20.8,SAS,Point,161,0,0.0%,32,1.4%,32,3.3%,86,3.0%,5,6.3%,0,0.0%,0,0.0%
Tyus Jones,24.5,MEM,Point,1153,25,0.3%,80,2.1%,100,1.0%,52,1.7%,41,9.8%,0,0.0%,0,0.0%
Derrick Jones Jr.,23.7,POR,Wing,1298,99,2.1%,42,1.2%,17,4.1%,96,5.8%,29,9.2%,0,0.0%,79,15.9%
DeAndre Jordan,32.3,BKN,Big,1231,75,2.5%,7,0.6%,68,3.4%,74,10.3%,77,22.1%,59,1.9%,93,52.8%
Cory Joseph,29.2,SAC,Combo,926,40,0.4%,68,1.8%,10,4.3%,71,2.5%,15,7.6%,89,2.2%,44,3.2%
Cory Joseph,29.2,DET,Combo,490,80,0.8%,82,2.0%,32,3.5%,55,2.0%,53,10.1%,0,0.0%,47,3.7%
Mfiondu Kabengele,23.2,CLE,Forward,149,100,2.8%,38,1.1%,24,4.3%,91,6.3%,88,17.3%,0,0.0%,88,30.0%
Frank Kaminsky,27.6,PHX,Big,677,35,1.3%,29,0.9%,31,4.5%,32,5.4%,72,21.0%,0,0.0%,4,6.5%
Enes Kanter,28.5,POR,Big,1727,39,1.4%,22,0.8%,59,3.6%,98,15.2%,94,27.9%,90,8.6%,62,35.2%
Luke Kennard,24.4,LAC,Combo,1125,34,0.4%,5,0.7%,37,3.3%,18,1.2%,84,12.1%,0,0.0%,54,4.3%
Maxi Kleber,28.8,DAL,Big,1340,37,1.3%,13,0.8%,73,3.2%,13,3.7%,22,14.6%,56,1.6%,38,26.2%
Nathan Knight,23.1,ATL,Big,181,55,1.7%,71,1.5%,56,3.7%,65,9.3%,2,10.5%,0,0.0%,88,50.0%
Kevin Knox,21.2,NYK,Forward,417,42,0.7%,26,1.0%,37,3.5%,8,1.6%,17,10.1%,92,4.8%,17,7.1%
John Konchar,24.6,MEM,Forward,468,47,0.9%,99,2.1%,47,3.2%,88,5.6%,76,15.5%,86,4.3%,98,37.5%
Furkan Korkmaz,23.3,PHI,Forward,992,26,0.4%,80,1.8%,76,2.5%,7,1.6%,1,8.1%,58,1.6%,73,23.5%
Luke Kornet,25.3,BOS,Big,247,99,5.2%,3,0.4%,71,3.3%,29,5.2%,26,15.1%,96,14.3%,17,16.7%
Kyle Kuzma,25.3,LAL,Forward,1924,59,1.1%,10,0.8%,86,2.2%,89,5.7%,78,15.7%,77,3.5%,58,18.4%
Zach LaVine,25.6,CHI,Wing,2028,59,0.7%,23,1.0%,74,2.7%,45,2.0%,65,12.2%,0,0.0%,58,11.1%
Anthony Lamb,22.8,HOU,Forward,338,13,0.3%,0,0.5%,31,3.8%,87,5.5%,30,11.4%,79,3.6%,24,10.5%
Jeremy Lamb,28.4,IND,Wing,757,96,1.4%,84,1.8%,24,3.8%,73,3.2%,73,13.5%,0,0.0%,93,25.7%
Romeo Langford,21.0,BOS,Wing,269,68,0.8%,12,0.8%,22,4.0%,82,4.1%,20,8.4%,0,0.0%,0,0.0%
Jake Layman,26.7,MIN,Forward,563,82,1.4%,90,2.0%,62,2.8%,17,1.9%,3,8.6%,89,4.5%,10,5.9%
Caris LeVert,26.2,IND,Wing,1148,82,1.0%,91,1.9%,57,3.1%,46,2.0%,60,11.6%,0,0.0%,19,3.7%
Caris LeVert,26.2,BKN,Combo,325,83,0.9%,66,1.7%,70,2.3%,80,2.8%,51,10.1%,99,4.8%,69,6.3%
Damion Lee,28.0,GSW,Wing,1015,20,0.3%,72,1.6%,30,3.6%,54,2.1%,77,13.7%,0,0.0%,90,22.7%
Saben Lee,21.4,DET,Point,752,89,0.8%,68,1.9%,0,4.3%,77,2.7%,55,10.4%,95,3.5%,75,6.5%
Alex Len,27.4,WAS,Big,880,83,2.8%,19,0.8%,24,4.8%,59,8.8%,58,18.0%,76,4.1%,19,17.4%
Kawhi Leonard,29.3,LAC,Forward,1769,33,0.6%,97,2.1%,98,1.7%,56,3.3%,74,15.5%,83,4.2%,91,31.3%
Kira Lewis Jr.,19.6,NOP,Point,817,66,0.5%,64,1.8%,2,4.3%,14,1.2%,9,6.7%,0,0.0%,0,0.0%
Damian Lillard,30.3,POR,Point,2396,45,0.4%,16,1.1%,98,1.6%,20,1.3%,57,10.8%,0,0.0%,59,5.2%
Nassir Little,20.7,POR,Wing,549,79,0.9%,1,0.2%,55,3.1%,91,4.9%,88,16.0%,95,4.5%,50,8.6%
Kevon Looney,24.7,GSW,Big,1149,21,0.9%,15,0.8%,27,4.7%,71,10.0%,39,16.5%,61,2.1%,24,19.0%
Brook Lopez,32.6,MIL,Big,1901,76,2.6%,27,0.9%,81,2.9%,28,5.1%,5,11.6%,94,12.4%,7,10.3%
Robin Lopez,32.6,WAS,Big,1336,49,1.6%,4,0.4%,87,2.7%,68,9.8%,1,9.4%,81,5.5%,5,8.7%
Kevin Love,32.2,CLE,Big,621,0,0.2%,47,1.1%,99,1.8%,7,2.8%,93,26.3%,0,0.0%,88,50.0%
Kyle Lowry,34.6,TOR,Point,1598,52,0.4%,30,1.3%,18,3.5%,68,2.1%,84,13.9%,89,1.7%,23,1.3%
Timothe Luwawu-Cabarrot,25.5,BKN,Wing,956,22,0.3%,63,1.5%,18,4.1%,68,2.6%,32,9.4%,86,2.0%,71,12.9%
Trey Lyles,25.0,SAS,Big,306,1,0.2%,12,0.7%,100,1.4%,3,2.3%,78,22.2%,0,0.0%,33,25.0%
Theo Maledon,19.4,OKC,Combo,1742,26,0.3%,46,1.3%,53,2.9%,21,1.2%,63,10.5%,78,0.9%,49,3.8%
Terance Mann,24.0,LAC,Wing,1131,45,0.5%,29,1.1%,6,4.4%,86,4.4%,75,13.6%,85,2.0%,35,6.1%
Nico Mannion,19.6,GSW,Point,265,16,0.2%,59,1.7%,25,3.4%,61,1.9%,50,10.2%,98,6.3%,0,0.0%
Boban Marjanovic,32.2,DAL,Big,224,38,1.4%,1,0.2%,21,4.9%,100,16.7%,91,26.1%,99,16.7%,84,46.2%
Lauri Markkanen,23.4,CHI,Big,1315,11,0.6%,14,0.8%,95,2.2%,6,2.7%,47,17.1%,0,0.0%,33,25.0%
Naji Marshall,22.8,NOP,Wing,656,60,0.7%,64,1.5%,35,3.4%,55,2.2%,96,18.6%,79,1.7%,91,23.8%
Caleb Martin,25.1,CHA,Wing,734,75,0.8%,89,1.9%,50,3.2%,77,3.6%,66,12.4%,0,0.0%,0,0.0%
Cody Martin,25.1,CHA,Wing,793,66,0.7%,88,1.9%,75,2.7%,93,5.7%,66,12.3%,93,3.8%,66,12.5%
Kelan Martin,25.2,IND,Forward,257,77,1.3%,54,1.3%,19,4.4%,84,5.4%,77,15.5%,0,0.0%,52,16.7%
Kenyon Martin Jr.,19.8,HOU,Wing,979,98,1.9%,37,1.2%,49,3.3%,99,6.7%,87,15.8%,0,0.0%,82,17.3%
Garrison Mathews,24.0,WAS,Wing,981,18,0.3%,26,1.1%,7,4.3%,24,1.6%,7,6.5%,77,1.6%,13,1.8%
Wesley Matthews,34.1,LAL,Wing,1112,64,0.7%,61,1.5%,58,3.1%,38,1.8%,4,6.3%,76,1.4%,70,12.7%
Tyrese Maxey,20.0,PHI,Combo,800,67,0.7%,34,1.2%,36,3.4%,17,1.1%,66,10.6%,92,2.4%,34,2.0%
Skylar Mays,23.2,ATL,Combo,174,28,0.3%,97,2.6%,69,2.4%,99,5.0%,59,10.4%,0,0.0%,0,0.0%
CJ McCollum,29.1,POR,Combo,1593,63,0.7%,36,1.2%,77,2.2%,45,1.7%,52,10.1%,97,3.0%,76,7.1%
TJ McConnell,28.6,IND,Point,1765,77,0.6%,100,3.1%,64,2.6%,89,3.1%,61,11.1%,0,0.0%,57,4.6%
Jaden McDaniels,20.1,MIN,Forward,1450,97,2.0%,22,0.9%,13,4.7%,52,3.2%,26,11.2%,53,1.4%,80,26.0%
Jalen McDaniels,22.8,CHA,Forward,836,63,1.1%,60,1.4%,20,4.4%,81,5.3%,62,14.2%,0,0.0%,64,20.5%
Doug McDermott,28.8,IND,Forward,1607,6,0.2%,2,0.5%,59,2.9%,63,3.8%,8,9.3%,52,1.4%,47,15.0%
Sean McDermott,24.0,MEM,Wing,100,84,1.0%,2,0.4%,46,3.3%,34,1.8%,13,7.4%,0,0.0%,0,0.0%
JaVale McGee,32.8,CLE,Big,486,94,4.0%,67,1.4%,10,5.9%,78,10.6%,82,23.0%,0,0.0%,64,36.4%
JaVale McGee,32.8,DEN,Big,160,94,4.1%,21,0.8%,0,8.9%,83,11.9%,70,20.7%,96,14.3%,88,50.0%
Rodney McGruder,29.3,DET,Combo,183,25,0.3%,80,2.0%,60,2.7%,98,4.7%,17,7.7%,0,0.0%,0,0.0%
Alfonzo McKinnie,28.1,LAL,Forward,160,0,0.0%,33,1.1%,10,4.8%,67,4.4%,6,8.9%,99,18.8%,14,6.3%
Jordan McLaughlin,24.6,MIN,Point,854,43,0.4%,84,2.1%,80,2.0%,50,1.7%,30,9.3%,91,1.8%,68,6.0%
Ben McLemore,27.7,LAL,Wing,349,55,0.6%,0,0.1%,18,4.0%,14,1.2%,22,8.5%,0,0.0%,66,12.5%
Ben McLemore,27.7,HOU,Wing,433,25,0.3%,68,1.5%,34,3.5%,42,1.9%,43,10.2%,0,0.0%,82,17.2%
Nicolo Melli,29.8,DAL,Big,297,9,0.5%,13,0.7%,42,4.2%,21,4.1%,21,14.6%,0,0.0%,39,26.7%
Nicolo Melli,29.8,NOP,Big,191,4,0.3%,83,1.8%,18,5.2%,9,3.0%,61,18.6%,0,0.0%,26,20.0%
De'Anthony Melton,22.4,MEM,Combo,1008,97,1.5%,93,2.4%,46,3.1%,78,2.8%,80,11.7%,0,0.0%,86,10.9%
Sam Merrill,24.5,MIL,Combo,144,30,0.3%,86,2.1%,39,3.2%,51,1.9%,60,10.4%,0,0.0%,0,0.0%
Chimezie Metu,23.6,SAC,Big,448,59,1.8%,43,1.1%,25,4.8%,44,6.5%,56,17.9%,0,0.0%,30,21.7%
Khris Middleton,29.2,MIL,Forward,2264,7,0.2%,59,1.4%,66,2.7%,23,2.2%,66,14.4%,88,4.5%,37,12.6%
Darius Miller,30.6,OKC,Wing,175,95,1.4%,98,2.8%,66,2.8%,19,1.4%,59,11.4%,0,0.0%,0,0.0%
Patty Mills,32.2,SAS,Combo,1682,9,0.1%,22,1.1%,89,1.9%,13,1.0%,0,5.5%,0,0.0%,55,4.3%
Paul Millsap,35.7,DEN,Big,1154,47,1.6%,90,1.9%,47,4.0%,48,7.0%,37,16.2%,78,4.5%,45,28.3%
Shake Milton,24.1,PHI,Combo,1394,62,0.7%,24,1.1%,34,3.5%,60,2.2%,14,7.6%,79,1.1%,67,5.8%
Donovan Mitchell,24.2,UTA,Combo,1768,39,0.4%,41,1.3%,61,2.7%,82,2.9%,45,9.6%,0,0.0%,82,8.4%
Malik Monk,22.7,CHA,Wing,837,9,0.2%,14,0.9%,96,2.0%,33,1.7%,45,10.3%,0,0.0%,24,4.2%
E'Twaun Moore,31.7,PHX,Combo,331,76,0.8%,67,1.7%,43,3.2%,91,3.8%,37,9.0%,0,0.0%,71,6.7%
Ja Morant,21.2,MEM,Point,2052,36,0.3%,23,1.2%,95,1.6%,84,2.9%,34,9.5%,73,0.9%,39,3.6%
Marcus Morris,31.2,LAC,Big,1495,8,0.5%,32,1.0%,75,3.2%,4,2.4%,11,12.7%,75,3.7%,42,27.3%
Markieff Morris,31.2,LAL,Big,1175,18,0.8%,14,0.8%,61,3.6%,12,3.4%,53,17.5%,93,12.3%,33,25.0%
Monte Morris,25.3,DEN,Combo,1182,51,0.5%,40,1.3%,98,1.6%,11,1.0%,13,7.5%,0,0.0%,0,0.0%
Mychal Mulder,26.4,GSW,Combo,647,57,0.6%,0,0.5%,41,3.2%,14,1.1%,1,6.4%,0,0.0%,37,2.4%
Dejounte Murray,24.1,SAS,Point,2137,9,0.2%,82,2.1%,61,2.6%,82,2.7%,95,19.6%,0,0.0%,82,9.9%
Jamal Murray,23.7,DEN,Combo,1700,38,0.4%,62,1.6%,76,2.2%,64,2.3%,46,9.7%,86,1.7%,80,7.7%
Mike Muscala,29.3,OKC,Big,630,18,0.8%,5,0.6%,63,3.5%,8,2.8%,24,15.0%,0,0.0%,36,25.6%
Sviatoslav Mykhailiuk,23.4,OKC,Wing,646,37,0.4%,41,1.2%,98,1.7%,29,1.6%,57,11.3%,95,4.5%,0,0.0%
Sviatoslav Mykhailiuk,23.4,DET,Wing,628,34,0.4%,87,1.9%,95,2.0%,37,1.8%,45,10.4%,0,0.0%,33,5.7%
Abdel Nader,27.1,PHX,Forward,324,78,1.3%,51,1.3%,41,3.4%,29,2.4%,73,15.4%,0,0.0%,59,18.8%
Larry Nance Jr.,27.8,CLE,Big,1091,19,0.8%,98,2.5%,88,2.6%,26,5.0%,38,16.4%,69,3.1%,58,34.0%
Aaron Nesmith,21.0,BOS,Wing,580,65,0.7%,13,0.8%,0,5.8%,87,4.4%,82,15.0%,0,0.0%,18,3.3%
Raul Neto,28.5,WAS,Combo,1375,14,0.2%,89,2.1%,48,3.1%,53,1.9%,38,9.2%,83,1.2%,39,2.8%
Georges Niang,27.4,UTA,Forward,1099,12,0.3%,17,0.9%,28,4.0%,34,2.7%,33,11.8%,0,0.0%,54,17.1%
Zeke Nnaji,19.8,DEN,Big,290,6,0.4%,59,1.3%,83,2.9%,21,4.0%,3,10.6%,0,0.0%,0,0.0%
Nerlens Noel,26.6,NYK,Big,1541,98,4.7%,94,2.1%,23,4.8%,69,9.8%,40,16.5%,67,2.9%,33,23.5%
Jaylen Nowell,21.3,MIN,Combo,687,84,0.9%,44,1.3%,23,3.7%,63,2.3%,54,10.1%,0,0.0%,63,5.4%
Frank Ntilikina,22.3,NYK,Combo,298,69,0.7%,98,2.6%,0,6.8%,46,1.7%,11,7.4%,0,0.0%,92,14.3%
Kendrick Nunn,25.2,MIA,Combo,1597,41,0.4%,57,1.5%,57,2.8%,23,1.2%,48,9.8%,0,0.0%,43,3.2%
Jusuf Nurkic,26.2,POR,Big,877,73,2.3%,86,1.9%,46,4.1%,68,9.6%,94,28.1%,0,0.0%,68,38.7%
David Nwaba,27.8,HOU,Wing,654,97,1.6%,90,1.9%,25,3.7%,97,6.0%,42,10.2%,0,0.0%,92,25.0%
Jordan Nwora,22.1,MIL,Wing,182,87,1.0%,92,2.1%,92,2.1%,82,4.0%,91,16.6%,0,0.0%,97,30.0%
Royce O'Neale,27.4,UTA,Wing,2238,63,0.7%,31,1.1%,39,3.4%,83,4.1%,85,15.5%,72,1.1%,99,36.5%
Semi Ojeleye,25.9,BOS,Forward,917,0,0.0%,9,0.8%,78,2.5%,49,3.1%,29,11.3%,64,2.5%,92,31.6%
Jahlil Okafor,24.9,DET,Big,335,16,0.8%,21,0.8%,29,4.6%,50,7.2%,4,11.1%,78,4.5%,20,18.2%
Chuma Okeke,22.2,ORL,Forward,1104,56,1.0%,88,1.9%,94,1.9%,60,3.5%,37,12.0%,58,1.6%,19,7.8%
Josh Okogie,22.2,MIN,Forward,1177,69,1.2%,89,1.9%,21,4.3%,76,5.0%,2,8.2%,57,1.4%,7,3.8%
Onyeka Okongwu,19.9,ATL,Big,514,84,2.9%,61,1.3%,2,7.0%,75,10.3%,51,17.4%,78,4.5%,54,32.0%
Isaac Okoro,19.8,CLE,Wing,2139,48,0.6%,49,1.3%,29,3.7%,72,3.2%,8,6.7%,78,1.7%,29,4.8%
KZ Okpala,21.5,MIA,Forward,402,84,1.4%,31,1.0%,1,6.0%,79,5.2%,16,10.1%,0,0.0%,32,12.5%
Victor Oladipo,28.5,IND,Wing,299,25,0.3%,97,2.4%,55,3.1%,2,0.3%,93,17.2%,0,0.0%,0,0.0%
Victor Oladipo,28.5,HOU,Combo,668,72,0.8%,60,1.6%,62,2.6%,16,1.1%,95,13.6%,0,0.0%,0,0.0%
Victor Oladipo,28.5,MIA,Combo,111,91,1.0%,99,2.9%,6,4.9%,87,3.1%,79,11.7%,0,0.0%,0,0.0%
Kelly Olynyk,29.5,HOU,Big,821,22,0.9%,89,1.9%,54,3.7%,30,5.3%,68,20.6%,0,0.0%,79,43.8%
Kelly Olynyk,29.5,MIA,Big,1130,28,1.1%,78,1.6%,45,4.1%,18,3.9%,51,17.3%,0,0.0%,71,39.5%
Miye Oni,23.2,UTA,Wing,400,44,0.5%,21,1.0%,1,4.9%,94,5.8%,24,8.6%,0,0.0%,37,6.7%
Cedi Osman,25.6,CLE,Forward,1486,14,0.3%,70,1.5%,40,3.4%,33,2.6%,32,11.7%,0,0.0%,20,8.1%
Kelly Oubre,24.9,GSW,Wing,1673,89,1.2%,65,1.5%,69,2.8%,90,4.8%,71,13.3%,74,1.2%,88,21.6%
Jabari Parker,25.6,BOS,Big,123,48,1.6%,2,0.3%,83,2.7%,38,6.0%,41,16.5%,0,0.0%,0,0.0%
Eric Paschall,24.0,GSW,Big,637,9,0.5%,23,0.8%,63,3.5%,22,4.3%,16,14.0%,0,0.0%,13,14.3%
Patrick Patterson,31.6,LAC,Big,521,13,0.7%,36,1.0%,67,3.4%,14,3.7%,1,9.1%,0,0.0%,0,0.0%
Justin Patton,23.4,HOU,Big,213,81,2.8%,94,2.2%,13,5.5%,31,5.3%,16,13.7%,0,0.0%,0,0.0%
Chris Paul,35.5,PHX,Point,2202,55,0.5%,75,2.0%,45,3.2%,11,1.2%,82,13.6%,0,0.0%,55,4.3%
Cameron Payne,26.2,PHX,Point,1003,84,0.7%,43,1.5%,9,3.9%,57,1.7%,77,12.2%,0,0.0%,80,8.0%
Elfrid Payton,26.7,NYK,Point,1482,27,0.3%,39,1.4%,43,3.2%,95,4.3%,48,10.1%,93,2.2%,45,3.8%
Reggie Perry,20.6,BKN,Big,142,54,1.7%,28,0.9%,1,7.1%,84,12.0%,68,20.7%,0,0.0%,100,75.0%
Mason Plumlee,30.7,DET,Big,1498,56,1.8%,57,1.3%,19,5.0%,72,10.1%,87,24.9%,51,1.1%,91,51.1%
Jakob Poeltl,25.0,SAS,Big,1840,88,3.4%,46,1.1%,65,3.4%,85,12.1%,46,17.1%,60,2.1%,32,23.4%
Aleksej Pokusevski,18.9,OKC,Forward,1023,92,1.7%,11,0.8%,92,2.0%,39,2.8%,71,15.4%,0,0.0%,61,19.0%
Jordan Poole,21.4,GSW,Combo,857,44,0.5%,33,1.2%,18,3.9%,39,1.6%,9,7.0%,0,0.0%,69,6.3%
Kevin Porter,20.5,HOU,Combo,834,45,0.5%,17,1.0%,54,2.8%,62,2.3%,57,10.3%,0,0.0%,36,2.4%
