Player,Age,Team,Pos,MIN,BLK% Rank,BLK%,STL% Rank,STL%,FOUL% Rank,FOUL%,fgOR% Rank,fgOR%,fgDR% Rank,fgDR%,ftOR% Rank,ftOR%,ftDR% Rank,ftDR%
Deandre Ayton,22.3,PHX,Big,2108,64,2.0%,24,0.8%,60,3.6%,84,12.0%,80,22.6%,57,1.7%,83,45.6%
Dwayne Bacon,25.2,ORL,Wing,1812,8,0.1%,22,1.0%,82,2.4%,25,1.6%,40,10.1%,0,0.0%,52,9.1%
Marvin Bagley,21.6,SAC,Big,1091,20,0.9%,23,0.8%,69,3.3%,69,9.8%,56,17.8%,55,1.5%,78,42.6%
LaMelo Ball,19.2,CHA,Point,1454,75,0.6%,98,2.4%,14,3.7%,93,4.2%,93,16.4%,82,1.4%,89,18.2%
Lonzo Ball,23.0,NOP,Combo,1738,86,0.9%,84,2.0%,80,2.1%,54,1.9%,83,12.0%,0,0.0%,100,31.9%
Mohamed Bamba,22.5,ORL,Big,664,92,3.7%,26,0.9%,29,4.6%,66,9.3%,83,23.0%,86,7.1%,66,38.2%
Desmond Bane,22.4,MEM,Wing,1469,49,0.6%,36,1.2%,43,3.3%,50,2.1%,64,12.0%,0,0.0%,46,8.3%
Harrison Barnes,28.4,SAC,Forward,2101,11,0.3%,19,0.9%,99,1.3%,47,3.1%,69,15.0%,63,2.5%,68,21.3%
RJ Barrett,20.4,NYK,Wing,2498,34,0.4%,17,0.9%,56,3.1%,69,2.7%,69,12.8%,66,0.8%,84,17.6%
Will Barton,29.8,DEN,Wing,1723,62,0.7%,50,1.3%,87,2.2%,66,2.5%,52,10.8%,0,0.0%,61,11.3%
Keita Bates-Diop,24.8,SAS,Forward,159,34,0.6%,92,2.0%,87,2.2%,72,4.7%,80,16.0%,98,10.0%,56,18.2%
Nicolas Batum,31.9,LAC,Wing,1839,87,1.1%,78,1.7%,81,2.4%,71,3.0%,78,13.8%,0,0.0%,94,28.4%
Aron Baynes,33.9,TOR,Big,978,32,1.2%,11,0.7%,35,4.4%,57,8.5%,63,18.8%,0,0.0%,64,37.1%
Kent Bazemore,31.3,GSW,Wing,1294,90,1.2%,95,2.3%,2,4.9%,45,2.0%,74,13.6%,76,1.6%,83,17.3%
Darius Bazley,20.4,OKC,Forward,1690,39,0.7%,4,0.7%,100,1.3%,38,2.8%,98,18.8%,0,0.0%,96,34.1%
Bradley Beal,27.3,WAS,Wing,2143,42,0.5%,54,1.3%,82,2.4%,75,3.4%,36,9.8%,89,2.3%,23,4.1%
Malik Beasley,23.9,MIN,Wing,1213,17,0.3%,25,1.0%,97,1.9%,52,2.1%,55,11.0%,82,2.0%,77,15.6%
DeAndre' Bembry,26.3,TOR,Wing,947,82,1.0%,94,2.2%,24,3.8%,76,3.5%,61,11.7%,0,0.0%,39,6.8%
Davis Bertans,28.0,WAS,Forward,1462,22,0.4%,21,0.9%,33,3.6%,2,1.2%,10,9.5%,49,1.1%,32,12.5%
Patrick Beverley,32.3,LAC,Combo,823,99,1.7%,56,1.5%,1,5.5%,93,3.9%,75,11.1%,0,0.0%,39,2.8%
Saddiq Bey,21.6,DET,Wing,1887,31,0.4%,34,1.1%,84,2.3%,59,2.3%,79,13.9%,68,0.9%,87,21.2%
Khem Birch,28.1,TOR,Big,574,65,2.0%,54,1.2%,78,3.1%,67,9.6%,31,15.9%,0,0.0%,17,16.7%
Khem Birch,28.1,ORL,Big,913,43,1.5%,66,1.4%,82,2.9%,81,11.2%,9,12.3%,84,6.7%,37,25.7%
Goga Bitadze,21.3,IND,Big,511,99,5.0%,6,0.6%,3,6.9%,63,9.2%,25,15.0%,78,4.5%,37,25.7%
Bismack Biyombo,28.2,CHA,Big,1342,82,2.8%,6,0.6%,49,3.9%,70,9.9%,24,14.9%,63,2.3%,25,19.7%
Nemanja Bjelica,32.5,SAC,Big,435,2,0.2%,17,0.8%,48,4.0%,36,5.8%,43,16.9%,0,0.0%,76,42.1%
Nemanja Bjelica,32.5,MIA,Big,152,26,1.0%,87,1.9%,9,6.0%,20,4.0%,14,13.5%,0,0.0%,56,33.3%
Eric Bledsoe,30.9,NOP,Point,2108,70,0.6%,14,1.1%,77,2.0%,30,1.5%,52,10.3%,0,0.0%,43,3.8%
Bogdan Bogdanovic,28.2,ATL,Wing,1300,39,0.5%,77,1.7%,51,3.2%,24,1.6%,50,10.8%,87,2.2%,18,3.2%
Bojan Bogdanovic,31.5,UTA,Forward,2207,4,0.1%,18,0.9%,93,2.0%,18,1.9%,12,9.8%,0,0.0%,31,11.3%
Jordan Bone,23.0,ORL,Point,155,0,0.0%,0,0.6%,57,2.8%,59,1.8%,45,10.1%,0,0.0%,0,0.0%
Isaac Bonga,21.0,WAS,Forward,361,70,1.2%,53,1.3%,0,6.2%,74,5.0%,13,9.9%,93,5.3%,10,5.9%
Devin Booker,24.0,PHX,Wing,2269,29,0.4%,24,1.0%,61,3.0%,27,1.6%,53,10.9%,0,0.0%,62,11.4%
Chris Boucher,27.8,TOR,Big,1441,93,3.9%,39,1.0%,23,4.8%,57,8.4%,59,18.0%,0,0.0%,87,48.4%
Avery Bradley,29.9,MIA,Combo,203,21,0.2%,28,1.1%,5,5.1%,15,1.1%,6,6.9%,0,0.0%,0,0.0%
Avery Bradley,29.9,HOU,Wing,383,32,0.4%,73,1.6%,50,3.2%,30,1.6%,19,8.4%,0,0.0%,25,4.5%
Tony Bradley,22.8,OKC,Big,371,60,1.8%,36,1.0%,96,2.2%,77,10.6%,73,21.2%,94,12.5%,81,44.4%
Tony Bradley,22.8,PHI,Big,244,70,2.2%,39,1.0%,43,4.2%,92,13.5%,85,23.6%,0,0.0%,13,14.3%
Ignas Brazdeikis,21.8,ORL,Big,199,14,0.7%,25,0.9%,73,3.2%,24,4.6%,9,12.3%,0,0.0%,0,0.0%
Mikal Bridges,24.2,PHX,Wing,2347,94,1.4%,58,1.5%,91,2.1%,78,3.6%,39,10.0%,0,0.0%,40,7.0%
Miles Bridges,22.6,CHA,Big,1888,38,1.4%,26,0.9%,81,3.0%,19,4.0%,26,15.1%,84,5.9%,52,30.7%
Oshae Brissett,22.4,IND,Big,486,46,1.6%,63,1.4%,91,2.5%,37,5.9%,14,13.4%,0,0.0%,75,40.9%
Malcolm Brogdon,27.9,IND,Combo,1929,32,0.4%,26,1.1%,72,2.3%,83,2.9%,87,12.3%,91,2.4%,38,2.5%
Armoni Brooks,22.4,HOU,Combo,466,46,0.5%,23,1.1%,63,2.6%,47,1.8%,55,10.2%,0,0.0%,56,4.3%
Dillon Brooks,24.8,MEM,Wing,1991,58,0.7%,76,1.7%,4,4.7%,66,2.6%,10,7.0%,84,2.0%,24,4.2%
Bruce Brown,24.2,BKN,Forward,1371,53,1.0%,82,1.8%,18,4.4%,98,8.6%,72,15.4%,0,0.0%,46,14.9%
Charles Brown,23.7,OKC,Combo,118,77,0.8%,20,1.1%,3,5.3%,32,1.4%,8,7.0%,0,0.0%,0,0.0%
Jaylen Brown,24.0,BOS,Wing,1995,73,0.8%,69,1.6%,54,3.2%,79,3.6%,76,13.6%,87,2.1%,71,14.0%
Moses Brown,21.1,OKC,Big,860,72,2.3%,65,1.4%,56,3.7%,98,15.4%,84,23.4%,89,8.5%,59,34.5%
Sterling Brown,25.7,HOU,Forward,1162,28,0.5%,52,1.3%,49,3.2%,41,2.9%,68,14.9%,54,1.4%,43,14.5%
Troy Brown,21.3,CHI,Wing,231,11,0.2%,39,1.2%,20,4.0%,88,4.6%,84,15.4%,0,0.0%,0,0.0%
Troy Brown,21.3,WAS,Wing,233,77,0.9%,5,0.6%,9,4.2%,85,4.3%,95,17.9%,0,0.0%,66,12.5%
Jalen Brunson,24.2,DAL,Combo,1669,7,0.0%,14,0.9%,64,2.6%,40,1.6%,85,12.2%,85,1.6%,66,5.7%
Thomas Bryant,23.3,WAS,Big,270,41,1.5%,8,0.6%,44,4.1%,47,6.9%,41,16.5%,0,0.0%,10,12.5%
Reggie Bullock,29.6,NYK,Wing,1960,19,0.3%,40,1.2%,45,3.3%,8,0.9%,48,10.6%,0,0.0%,14,2.7%
Trey Burke,28.0,DAL,Point,854,48,0.4%,61,1.8%,52,3.0%,9,1.1%,0,5.1%,0,0.0%,0,0.0%
Alec Burks,29.3,NYK,Wing,1262,54,0.6%,28,1.1%,32,3.6%,34,1.7%,90,16.4%,0,0.0%,37,6.7%
Jimmy Butler,31.1,MIA,Wing,1732,47,0.6%,99,2.8%,100,1.4%,95,5.8%,89,16.0%,0,0.0%,34,5.7%
Kentavious Caldwell-Pope,27.7,LAL,Wing,1894,66,0.7%,57,1.4%,78,2.5%,23,1.5%,18,8.2%,71,1.1%,44,7.6%
Facundo Campazzo,29.6,DEN,Point,1369,68,0.5%,95,2.4%,11,3.9%,34,1.5%,18,8.2%,0,0.0%,77,7.2%
Vlatko Cancar,23.6,DEN,Forward,188,29,0.5%,86,1.9%,54,3.0%,53,3.2%,86,16.9%,0,0.0%,69,22.2%
Clint Capela,26.5,ATL,Big,1907,89,3.4%,34,1.0%,85,2.7%,99,16.2%,98,29.8%,71,3.2%,69,39.1%
Jevon Carter,25.1,PHX,Combo,611,59,0.6%,71,1.8%,28,3.6%,48,1.8%,47,9.8%,0,0.0%,95,15.6%
Wendell Carter,21.5,ORL,Big,569,44,1.5%,62,1.3%,71,3.3%,71,9.9%,74,21.3%,0,0.0%,85,48.0%
Wendell Carter,21.5,CHI,Big,791,42,1.5%,31,1.0%,37,4.4%,61,8.9%,76,21.8%,0,0.0%,43,27.7%
Michael Carter-Williams,29.1,ORL,Combo,797,93,1.0%,47,1.4%,16,4.0%,97,4.4%,90,12.6%,98,3.2%,76,7.1%
Alex Caruso,26.7,LAL,Combo,1190,56,0.6%,91,2.3%,24,3.7%,74,2.7%,78,11.6%,0,0.0%,86,10.9%
Willie Cauley-Stein,27.2,DAL,Big,884,74,2.4%,38,1.0%,7,6.3%,53,8.0%,50,17.3%,0,0.0%,39,26.7%
Chris Chiozza,24.9,BKN,Combo,165,90,1.0%,61,1.6%,22,3.7%,20,1.2%,34,8.9%,0,0.0%,0,0.0%
Gary Clark,26.0,ORL,Forward,582,37,0.6%,12,0.8%,81,2.4%,78,5.0%,56,13.0%,0,0.0%,8,4.2%
Brandon Clarke,24.1,MEM,Big,1397,59,1.8%,85,1.9%,93,2.4%,42,6.4%,28,15.3%,92,9.2%,44,28.2%
Jordan Clarkson,28.4,UTA,Combo,1797,24,0.3%,51,1.5%,75,2.2%,72,2.6%,86,12.2%,0,0.0%,53,4.2%
Nicolas Claxton,21.5,BKN,Big,580,91,3.5%,82,1.8%,22,4.8%,56,8.4%,61,18.5%,0,0.0%,44,27.8%
Amir Coffey,23.4,LAC,Wing,282,0,0.0%,48,1.3%,23,3.9%,51,2.1%,47,10.5%,0,0.0%,0,0.0%
John Collins,23.1,ATL,Big,1843,54,1.7%,18,0.8%,46,4.0%,43,6.4%,46,17.1%,81,5.4%,92,51.4%
Mike Conley,33.1,UTA,Point,1495,32,0.3%,73,2.0%,59,2.7%,73,2.5%,20,8.4%,0,0.0%,68,6.0%
Pat Connaughton,27.8,MIL,Wing,1568,61,0.7%,43,1.2%,77,2.5%,80,3.8%,87,15.7%,91,2.7%,61,11.3%
Tyler Cook,23.1,DET,Big,393,3,0.3%,16,0.8%,72,3.3%,49,7.0%,20,14.6%,88,8.0%,53,31.8%
DeMarcus Cousins,30.2,LAC,Big,203,53,1.7%,99,3.0%,9,6.0%,81,11.0%,88,25.0%,96,14.3%,17,16.7%
DeMarcus Cousins,30.2,HOU,Big,486,61,1.9%,86,1.9%,11,5.8%,29,5.3%,99,30.5%,88,8.0%,88,50.0%
Robert Covington,29.9,POR,Big,2231,62,1.9%,91,1.9%,63,3.5%,4,2.6%,53,17.5%,63,2.3%,67,38.4%
Torrey Craig,29.9,MIL,Forward,156,71,1.2%,93,2.0%,9,4.8%,96,7.9%,48,12.4%,0,0.0%,0,0.0%
Torrey Craig,29.9,PHX,Big,587,48,1.6%,70,1.5%,39,4.3%,53,7.7%,60,18.2%,0,0.0%,98,65.2%
Jae Crowder,30.3,PHX,Forward,1640,43,0.8%,56,1.3%,50,3.2%,21,2.1%,64,14.4%,0,0.0%,66,20.7%
Jarrett Culver,21.7,MIN,Wing,461,76,0.8%,52,1.3%,3,4.7%,98,6.7%,76,13.6%,92,3.0%,64,11.5%
Seth Curry,30.2,PHI,Wing,1637,13,0.3%,35,1.1%,83,2.3%,6,0.7%,16,7.5%,0,0.0%,46,8.3%
Stephen Curry,32.6,GSW,Point,2151,14,0.2%,41,1.5%,75,2.1%,25,1.4%,86,14.2%,0,0.0%,50,4.0%
Anthony Davis,27.6,LAL,Big,1161,79,2.7%,81,1.7%,98,2.0%,33,5.6%,67,20.3%,70,3.1%,8,11.1%
Ed Davis,31.4,MIN,Big,277,66,2.0%,80,1.7%,4,6.8%,86,12.2%,74,21.6%,0,0.0%,66,38.1%
Terence Davis,23.5,TOR,Wing,471,61,0.7%,60,1.5%,21,4.0%,40,1.9%,61,11.7%,0,0.0%,81,16.7%
Terence Davis,23.5,SAC,Wing,574,57,0.6%,93,2.1%,40,3.4%,35,1.8%,72,13.3%,97,4.8%,86,20.5%
DeMar DeRozan,31.2,SAS,Forward,2055,17,0.3%,42,1.2%,71,2.6%,16,1.8%,19,10.5%,71,3.1%,39,13.6%
Gabriel Deck,25.7,OKC,Forward,174,0,0.0%,6,0.7%,90,2.2%,97,8.2%,44,12.3%,0,0.0%,32,12.5%
Dewayne Dedmon,31.2,MIA,Big,207,45,1.6%,92,2.0%,5,6.7%,96,14.7%,91,26.1%,0,0.0%,88,50.0%
Matthew Dellavedova,30.1,CLE,Combo,221,22,0.2%,11,0.8%,13,4.1%,86,3.0%,43,9.5%,0,0.0%,0,0.0%
Donte DiVincenzo,23.8,MIL,Wing,1804,33,0.4%,79,1.7%,86,2.3%,87,4.5%,86,15.6%,71,1.0%,76,15.1%
Mamadi Diakite,23.8,MIL,Big,107,39,1.4%,88,1.9%,66,3.4%,34,5.7%,13,13.4%,0,0.0%,73,40.0%
Hamidou Diallo,22.3,DET,Wing,454,93,1.3%,16,0.9%,8,4.2%,89,4.8%,97,19.0%,0,0.0%,56,10.3%
Hamidou Diallo,22.3,OKC,Wing,744,71,0.8%,82,1.8%,15,4.1%,92,4.9%,83,15.1%,0,0.0%,80,16.3%
Gorgui Dieng,30.8,MEM,Big,310,64,2.0%,89,1.9%,64,3.4%,54,8.0%,57,17.9%,0,0.0%,49,29.4%
Gorgui Dieng,30.8,SAS,Big,152,13,0.6%,96,2.3%,53,3.8%,45,6.7%,28,15.3%,0,0.0%,65,37.5%
Luka Doncic,21.7,DAL,Wing,2261,72,0.8%,45,1.2%,73,2.7%,63,2.5%,98,20.7%,69,0.9%,75,14.5%
Luguentz Dort,21.5,OKC,Wing,1542,51,0.6%,45,1.2%,44,3.3%,58,2.3%,34,9.7%,73,1.1%,11,1.2%
Damyean Dotson,26.5,CLE,Combo,851,18,0.2%,8,0.8%,90,1.9%,2,0.6%,44,9.6%,0,0.0%,92,14.3%
Sekou Doumbouya,19.9,DET,Big,837,9,0.5%,48,1.2%,38,4.4%,15,3.7%,8,12.1%,98,15.9%,8,11.1%
PJ Dozier,24.0,DEN,Wing,1055,88,1.1%,55,1.3%,37,3.4%,71,3.0%,68,12.7%,82,2.0%,89,22.4%
Goran Dragic,34.5,MIA,Point,1314,18,0.2%,18,1.1%,34,3.3%,66,2.1%,68,11.2%,0,0.0%,34,2.6%
Andre Drummond,27.2,LAL,Big,519,67,2.1%,91,1.9%,16,5.3%,89,13.0%,97,28.8%,73,3.3%,98,65.4%
Andre Drummond,27.2,CLE,Big,721,69,2.2%,96,2.3%,61,3.5%,96,14.8%,100,35.0%,61,2.1%,97,60.0%
Kevin Durant,32.1,BKN,Forward,1150,96,1.8%,24,0.9%,82,2.4%,3,1.3%,90,17.5%,0,0.0%,90,31.1%
Anthony Edwards,19.2,MIN,Wing,2244,69,0.8%,59,1.5%,93,2.1%,62,2.4%,67,12.5%,67,0.8%,45,8.1%
Carsen Edwards,22.6,BOS,Combo,201,0,0.0%,25,1.1%,11,4.1%,1,0.5%,21,7.9%,0,0.0%,0,0.0%
Wayne Ellington,32.9,DET,Wing,1003,39,0.5%,10,0.8%,80,2.5%,15,1.2%,14,7.5%,0,0.0%,25,4.5%
Joel Embiid,26.6,PHI,Big,1584,71,2.2%,64,1.4%,84,2.7%,56,8.3%,88,25.1%,0,0.0%,55,32.9%
James Ennis,30.3,ORL,Forward,983,18,0.4%,64,1.4%,39,3.4%,68,4.4%,46,12.4%,0,0.0%,21,8.8%
Drew Eubanks,23.7,SAS,Big,667,87,3.2%,28,0.9%,40,4.2%,66,9.5%,66,19.5%,91,9.1%,54,32.5%
Dante Exum,25.3,CLE,Wing,112,84,1.0%,30,1.1%,44,3.3%,29,1.6%,37,9.9%,0,0.0%,97,30.0%
Derrick Favors,29.3,UTA,Big,1031,88,3.3%,63,1.3%,14,5.5%,90,13.1%,81,22.8%,71,3.2%,20,18.2%
Bruno Fernando,22.2,ATL,Big,137,6,0.4%,58,1.3%,44,4.1%,64,9.3%,98,29.5%,0,0.0%,99,66.7%
Dorian Finney-Smith,27.5,DAL,Forward,1918,38,0.6%,47,1.2%,53,3.1%,83,5.3%,28,11.3%,50,1.1%,60,18.9%
Malachi Flynn,22.5,TOR,Combo,895,37,0.4%,72,1.8%,49,3.0%,8,1.0%,77,11.6%,0,0.0%,91,11.8%
Bryn Forbes,27.3,MIL,Combo,1286,8,0.0%,6,0.7%,79,2.1%,7,0.9%,10,7.2%,0,0.0%,79,7.4%
Trent Forrest,22.4,UTA,Combo,225,64,0.7%,48,1.4%,45,3.2%,94,3.9%,82,11.9%,100,33.3%,0,0.0%
Evan Fournier,28.0,ORL,Wing,784,50,0.6%,66,1.5%,64,2.9%,4,0.7%,24,8.6%,0,0.0%,76,15.2%
Evan Fournier,28.0,BOS,Wing,466,83,1.0%,83,1.8%,36,3.4%,10,1.0%,44,10.2%,0,0.0%,58,11.1%
De'Aaron Fox,22.9,SAC,Point,2022,80,0.7%,66,1.8%,23,3.4%,36,1.6%,23,8.8%,84,1.6%,41,3.6%
Markelle Fultz,22.4,ORL,Point,215,61,0.5%,36,1.4%,55,3.0%,70,2.2%,43,10.0%,0,0.0%,0,0.0%
Wenyen Gabriel,23.6,NOP,Forward,186,80,1.4%,73,1.6%,3,5.5%,91,6.3%,39,12.1%,97,7.7%,56,18.2%
Daniel Gafford,22.1,WAS,Big,403,98,4.9%,73,1.5%,43,4.1%,88,12.9%,57,18.0%,0,0.0%,23,18.5%
Daniel Gafford,22.1,CHI,Big,369,96,4.5%,66,1.4%,11,5.8%,87,12.4%,15,13.5%,93,11.1%,41,26.9%
Danilo Gallinari,32.2,ATL,Big,1215,7,0.4%,43,1.1%,57,3.6%,1,1.5%,33,15.9%,0,0.0%,13,14.0%
Langston Galloway,28.9,PHX,Wing,372,0,0.0%,9,0.7%,87,2.3%,49,2.0%,12,7.1%,0,0.0%,20,4.0%
Darius Garland,20.8,CLE,Point,1781,11,0.2%,55,1.6%,70,2.4%,23,1.4%,7,6.3%,0,0.0%,25,1.4%
Marc Gasol,35.8,LAL,Big,983,85,3.0%,49,1.2%,28,4.7%,18,3.9%,44,17.0%,83,5.7%,31,22.7%
Rudy Gay,34.2,SAS,Big,1351,41,1.5%,73,1.5%,68,3.4%,9,2.9%,48,17.1%,67,2.9%,53,31.1%
Paul George,30.5,LAC,Forward,1828,41,0.7%,71,1.5%,63,2.8%,37,2.7%,83,16.8%,0,0.0%,72,23.2%
Taj Gibson,35.4,NYK,Big,925,77,2.6%,74,1.5%,26,4.7%,74,10.3%,23,14.7%,77,4.2%,26,20.0%
Harry Giles,22.5,POR,Big,244,24,1.0%,46,1.1%,8,6.3%,73,10.2%,86,24.9%,0,0.0%,99,66.7%
Shai Gilgeous-Alexander,22.3,OKC,Point,1179,95,1.0%,5,1.0%,73,2.4%,45,1.6%,73,11.6%,0,0.0%,91,19.4%
Anthony Gill,28.0,WAS,Big,179,11,0.6%,88,1.9%,26,4.8%,40,6.3%,35,16.1%,96,14.3%,8,11.1%
Freddie Gillespie,23.4,TOR,Big,383,83,2.8%,56,1.2%,28,4.7%,76,10.6%,18,14.2%,0,0.0%,29,21.4%
Rudy Gobert,28.4,UTA,Big,2185,96,4.3%,18,0.8%,86,2.7%,83,11.8%,96,28.4%,50,0.9%,93,51.9%
Brandon Goodwin,25.1,ATL,Combo,531,0,0.0%,37,1.2%,71,2.3%,9,1.0%,49,10.0%,0,0.0%,71,6.7%
Aaron Gordon,25.1,ORL,Forward,735,81,1.4%,29,1.0%,84,2.3%,77,5.0%,87,16.9%,94,5.4%,93,33.3%
Aaron Gordon,25.1,DEN,Forward,647,61,1.1%,39,1.1%,80,2.5%,94,6.6%,43,12.3%,0,0.0%,44,14.7%
Eric Gordon,31.9,HOU,Combo,782,75,0.8%,2,0.7%,87,2.0%,10,1.0%,2,6.4%,0,0.0%,57,4.5%
Devonte' Graham,25.7,CHA,Combo,1650,11,0.2%,38,1.3%,86,2.0%,22,1.2%,20,7.8%,89,2.2%,49,3.8%
Jerami Grant,26.6,DET,Forward,1821,90,1.6%,13,0.8%,74,2.6%,19,2.0%,40,12.2%,0,0.0%,18,7.5%
Danny Green,33.4,PHI,Forward,1930,83,1.4%,96,2.0%,69,2.7%,44,3.0%,18,10.3%,68,2.7%,3,3.4%
Draymond Green,30.7,GSW,Big,1981,34,1.3%,95,2.2%,52,3.8%,8,2.8%,54,17.5%,74,3.4%,74,40.4%
JaMychal Green,30.4,DEN,Big,1102,27,1.1%,34,1.0%,19,5.1%,51,7.6%,44,17.0%,66,2.5%,49,29.3%
Javonte Green,27.3,BOS,Wing,313,27,0.3%,96,2.4%,8,4.3%,97,6.4%,38,10.0%,0,0.0%,37,6.7%
Javonte Green,27.3,CHI,Combo,110,98,1.5%,100,3.7%,9,4.5%,100,5.2%,74,11.1%,0,0.0%,98,20.0%
Jeff Green,34.2,BKN,Big,1818,14,0.7%,24,0.8%,86,2.7%,3,2.0%,6,11.8%,54,1.4%,6,9.6%
Josh Green,20.0,DAL,Wing,354,36,0.4%,87,1.9%,29,3.6%,100,6.8%,63,11.9%,0,0.0%,25,4.5%
Blake Griffin,31.6,DET,Big,626,4,0.3%,33,1.0%,88,2.6%,0,1.1%,19,14.5%,0,0.0%,94,53.1%
Blake Griffin,31.6,BKN,Big,548,30,1.2%,69,1.5%,17,5.3%,34,5.7%,18,14.4%,0,0.0%,61,35.0%
Kyle Guy,23.2,SAC,Wing,205,0,0.0%,29,1.1%,27,3.7%,67,2.6%,70,13.1%,0,0.0%,46,8.3%
Rui Hachimura,22.7,WAS,Big,1792,1,0.2%,37,1.0%,89,2.5%,4,2.6%,12,13.2%,66,2.6%,42,27.3%
Tyrese Haliburton,20.7,SAC,Combo,1734,74,0.8%,76,1.9%,85,2.0%,68,2.4%,28,8.1%,0,0.0%,33,1.1%
Donta Hall,23.2,ORL,Forward,144,99,2.7%,20,0.9%,23,4.3%,100,12.7%,97,18.6%,0,0.0%,86,28.6%
Josh Hall,20.1,OKC,Wing,261,0,0.0%,3,0.5%,5,4.6%,26,1.6%,81,14.4%,0,0.0%,72,14.3%
R.J. Hampton,19.7,ORL,Combo,574,54,0.6%,30,1.1%,67,2.5%,75,2.7%,100,16.3%,0,0.0%,83,8.7%
R.J. Hampton,19.7,DEN,Wing,176,18,0.3%,4,0.5%,16,4.1%,76,3.4%,94,17.8%,0,0.0%,0,0.0%
Tim Hardaway Jr.,28.6,DAL,Wing,1978,15,0.3%,8,0.7%,88,2.2%,12,1.1%,39,10.1%,0,0.0%,57,10.7%
James Harden,31.2,HOU,Point,290,100,1.0%,9,1.1%,82,2.0%,32,1.5%,64,11.2%,0,0.0%,93,27.8%
James Harden,31.2,BKN,Point,1318,98,1.0%,50,1.6%,68,2.5%,75,2.6%,98,19.6%,0,0.0%,98,45.5%
Maurice Harkless,27.5,MIA,Forward,117,91,1.7%,8,0.8%,8,5.0%,20,2.0%,4,8.6%,0,0.0%,77,25.0%
Maurice Harkless,27.5,SAC,Forward,647,74,1.3%,83,1.8%,11,4.8%,13,1.8%,7,9.0%,0,0.0%,87,29.7%
Montrezl Harrell,26.8,LAL,Big,1540,50,1.6%,61,1.3%,76,3.2%,78,10.8%,39,16.5%,71,3.2%,39,26.3%
