Player,Age,Team,Pos,MIN,Diff Rank,Diff,Exp W,OFFENSE: Pts/Poss Rank,OFFENSE: Pts/Poss,OFFENSE: eFG% Rank,OFFENSE: eFG%,OFFENSE: TOV% Rank,OFFENSE: TOV%,OFFENSE: ORB% Rank,OFFENSE: ORB%,OFFENSE: FT Rate Rank,OFFENSE: FT Rate,DEFENSE: Pts/Poss Rank,DEFENSE: Pts/Poss,DEFENSE: eFG% Rank,DEFENSE: eFG%,DEFENSE: TOV% Rank,DEFENSE: TOV%,DEFENSE: ORB% Rank,DEFENSE: ORB%,DEFENSE: FT Rate Rank,DEFENSE: FT Rate
LaMarcus Aldridge,29.3,POR,Big,208,29,-6.6,-14,49,+0.7,33,-1.2%,0,+12.1%,100,+16.3%,42,-1.1,21,+7.3,51,-0.2%,24,-1.4%,23,+4.2%,2,+16.0
Tony Allen,32.8,MEM,Wing,278,65,+7.2,+19,52,+1.0,73,+3.1%,19,+2.5%,39,-1.5%,85,+7.2,66,-6.1,44,+0.7%,81,+2.5%,81,-4.6%,43,+1.1
Al-Farouq Aminu,24.1,DAL,Forward,148,94,+27.7,+49,81,+9.4,60,+1.3%,85,-3.0%,93,+7.8%,87,+7.7,95,-18.2,82,-4.3%,91,+4.4%,31,+2.6%,90,-12.6
Alan Anderson,32.0,BKN,Wing,141,93,+24.0,+51,82,+9.7,94,+8.4%,12,+3.3%,35,-1.9%,65,+2.7,92,-14.4,93,-9.4%,46,-0.4%,61,-2.0%,27,+4.4
Giannis Antetokounmpo,19.9,MIL,Forward,200,39,-3.2,-7,11,-9.9,5,-9.8%,98,-7.2%,50,+0.5%,14,-7.2,70,-6.8,60,-1.4%,47,-0.4%,81,-4.7%,64,-3.7
Pero Antic,32.3,ATL,Big,195,53,+2.5,+7,37,-2.0,24,-2.6%,31,+1.5%,56,+1.2%,76,+5.7,63,-4.4,56,-0.7%,71,+1.4%,74,-3.7%,23,+6.0
Trevor Ariza,29.3,HOU,Forward,653,63,+5.9,+14,23,-5.2,64,+2.1%,22,+2.1%,10,-5.5%,46,-0.8,82,-11.1,56,-0.9%,78,+2.1%,85,-6.1%,61,-3.0
Leandro Barbosa,31.9,GSW,Combo,217,52,+2.2,+4,65,+4.3,39,-1.1%,81,-2.4%,71,+3.6%,52,+0.4,40,+2.0,28,+2.5%,67,+1.2%,45,+0.5%,39,+1.9
J.J. Barea,30.3,DAL,Combo,152,98,+35.7,+58,89,+11.6,77,+4.2%,51,-0.4%,86,+6.1%,79,+6.0,98,-24.0,99,-16.7%,65,+1.1%,21,+4.6%,91,-13.5
Harrison Barnes,22.4,GSW,Forward,678,44,-0.4,+1,12,-8.8,19,-4.1%,71,-1.6%,35,-2.0%,35,-2.0,75,-8.5,77,-3.4%,57,+0.6%,44,+0.6%,81,-7.9
Matt Barnes,34.6,LAC,Wing,404,85,+18.2,+43,67,+4.5,77,+4.0%,23,+2.0%,83,+5.8%,35,-1.8,90,-13.7,78,-3.9%,70,+1.4%,42,+0.8%,94,-15.4
Nicolas Batum,25.9,POR,Wing,208,81,+17.6,+18,48,+0.5,68,+2.7%,40,+0.7%,85,+5.9%,20,-5.2,94,-17.0,31,+2.2%,60,+0.8%,100,-23.2%,96,-16.2
Jerryd Bayless,26.2,MIL,Combo,108,90,+20.8,+43,84,+10.0,98,+10.1%,11,+3.4%,36,-1.9%,27,-3.4,81,-10.8,67,-2.0%,98,+6.0%,44,+0.5%,46,+0.4
Kent Bazemore,25.3,ATL,Wing,299,15,-12.1,-31,19,-6.5,25,-2.6%,56,-0.7%,10,-6.3%,69,+3.7,25,+5.6,59,-1.1%,9,-3.8%,52,-1.0%,19,+6.6
Bradley Beal,21.3,WAS,Wing,416,21,-10.9,-21,31,-3.3,31,-1.9%,48,-0.2%,72,+3.7%,19,-5.3,20,+7.5,12,+5.9%,74,+1.7%,19,+5.4%,86,-11.6
Marco Belinelli,28.6,SAS,Combo,108,73,+10.7,+28,22,-5.4,85,+4.7%,2,+7.9%,1,-8.6%,72,+4.5,94,-16.1,77,-3.5%,75,+1.8%,93,-7.3%,79,-7.4
Bojan Bogdanovic,25.5,BKN,Forward,205,18,-11.5,-29,21,-5.8,40,-1.0%,27,+1.6%,16,-4.6%,53,+0.5,24,+5.6,21,+3.5%,25,-1.4%,60,-1.9%,66,-4.2
Andrew Bogut,29.9,GSW,Big,438,22,-10.8,-23,13,-8.8,50,+0.3%,7,+4.2%,20,-3.9%,2,-11.6,41,+2.0,41,+1.1%,29,-1.1%,48,+0.0%,77,-6.8
Avery Bradley,23.9,BOS,Combo,132,70,+10.5,+16,73,+6.2,72,+3.1%,90,-3.6%,19,-4.0%,48,-0.3,61,-4.3,95,-9.9%,2,-7.6%,27,+3.0%,5,+14.1
