Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,Rim Rank,Rim,Short Mid Rank,Short Mid,Long Mid Rank,Long Mid,All Mid Rank,All Mid,Corner Three Rank,Corner Three,Non Corner Rank,Non Corner,All Three Rank,All Three
Samuel Dalembert,31.5,HOU,Big,1432,61,50.6%,50,52%,82,32%,41,16%,60,48%,0,0%,0,0%,0,0%
Marquis Daniels,30.8,BOS,Wing,440,3,37.5%,97,52%,97,26%,25,18%,68,44%,5,2%,1,1%,1,4%
Baron Davis,32.6,NYK,Point,584,39,43.9%,41,23%,53,18%,20,16%,22,34%,53,4%,91,39%,88,43%
Ed Davis,22.4,TOR,Big,1459,63,50.9%,47,49%,86,33%,43,17%,64,51%,0,0%,0,0%,0,0%
Glen Davis,25.8,ORL,Big,1395,14,42.6%,32,42%,62,24%,76,32%,74,56%,71,0%,76,1%,75,2%
Austin Daye,23.4,DET,Wing,494,0,32.8%,20,16%,81,18%,89,38%,91,56%,25,7%,49,20%,35,27%
DeMar DeRozan,22.2,TOR,Wing,2180,17,43.7%,67,33%,85,19%,91,39%,93,58%,7,3%,11,6%,7,9%
Carlos Delfino,29.2,MIL,Wing,1517,65,50.0%,49,27%,13,6%,24,18%,11,23%,83,20%,78,30%,84,50%
Luol Deng,26.5,CHI,Wing,2114,36,46.5%,59,29%,69,16%,66,28%,70,45%,42,9%,37,17%,34,26%
Boris Diaw,29.5,CHA,Forward,1007,27,45.3%,48,33%,67,18%,46,20%,52,38%,10,1%,83,29%,63,29%
Boris Diaw,29.5,SAS,Big,366,99,64.3%,52,52%,12,10%,49,19%,22,30%,87,1%,91,16%,90,18%
DeSagana Diop,29.8,CHA,Big,300,1,35.0%,25,37%,75,29%,80,34%,84,63%,0,0%,0,0%,0,0%
Keyon Dooling,31.5,BOS,Combo,629,73,50.0%,18,19%,4,8%,51,26%,13,34%,98,19%,84,29%,98,48%
Toney Douglas,25.6,NYK,Combo,617,9,36.8%,27,20%,58,17%,42,24%,44,41%,22,5%,93,35%,82,39%
Goran Dragic,25.5,HOU,Combo,1707,89,51.6%,80,38%,49,16%,7,15%,9,31%,33,6%,60,25%,53,31%
Jared Dudley,26.3,PHX,Wing,2009,92,55.3%,61,29%,45,13%,64,28%,59,40%,49,11%,46,19%,43,30%
Chris Duhon,29.2,ORL,Point,1199,94,54.6%,28,20%,16,11%,6,12%,2,23%,91,12%,95,45%,95,57%
Tim Duncan,35.5,SAS,Big,1630,48,49.4%,22,36%,80,31%,77,33%,84,64%,74,0%,60,0%,64,0%
Mike Dunleavy,31.1,MIL,Wing,1403,95,55.8%,51,27%,27,9%,49,25%,36,34%,51,12%,72,27%,60,39%
Kevin Durant,23.1,OKC,Forward,2535,88,54.9%,38,27%,83,25%,60,25%,77,49%,15,1%,65,22%,42,24%
Jerome Dyson,24.5,NOP,Point,178,22,40.6%,100,53%,75,22%,2,10%,14,33%,67,5%,14,9%,17,14%
Devin Ebanks,22.0,LAL,Wing,377,16,43.2%,97,53%,52,13%,56,26%,54,39%,22,6%,3,2%,6,8%
Wayne Ellington,23.9,MIN,Wing,935,41,46.8%,23,17%,37,11%,86,37%,78,48%,48,11%,57,23%,51,34%
Monta Ellis,26.0,GSW,Combo,1360,42,46.8%,49,29%,56,17%,80,34%,87,50%,38,6%,22,15%,18,21%
Monta Ellis,26.0,MIL,Wing,752,22,45.1%,66,32%,78,18%,90,38%,90,56%,16,5%,14,7%,15,12%
Semih Erden,25.3,CLE,Big,303,71,52.4%,91,78%,47,20%,8,1%,11,22%,0,0%,0,0%,0,0%
Jeremy Evans,24.0,UTA,Forward,162,94,56.7%,98,77%,35,11%,19,11%,21,23%,0,0%,0,0%,0,0%
Maurice Evans,33.0,WAS,Wing,318,61,49.0%,25,18%,73,17%,47,25%,62,42%,91,29%,28,12%,66,41%
Reggie Evans,31.5,LAC,Big,739,46,49.3%,95,82%,26,15%,13,3%,6,18%,0,0%,0,0%,0,0%
Tyreke Evans,22.1,SAC,Wing,2152,39,46.7%,98,56%,66,16%,29,20%,41,35%,1,0%,20,8%,9,9%
Kenneth Faried,21.9,DEN,Big,996,92,59.1%,88,76%,40,19%,17,6%,16,24%,0,0%,0,0%,0,0%
Jordan Farmar,24.9,BKN,Combo,796,100,55.2%,53,30%,9,8%,49,25%,11,33%,53,7%,87,30%,73,37%
Derrick Favors,20.3,UTA,Big,1349,57,50.1%,71,65%,68,26%,22,8%,34,35%,0,0%,0,0%,0,0%
Raymond Felton,27.3,POR,Point,1899,52,46.0%,63,32%,19,12%,56,27%,38,39%,20,2%,63,27%,56,29%
Rudy Fernandez,26.6,DEN,Wing,685,76,50.9%,29,18%,29,10%,37,21%,29,31%,59,13%,91,37%,84,50%
Landry Fields,23.3,NYK,Wing,1855,59,48.8%,95,50%,71,17%,8,11%,19,28%,34,9%,30,13%,27,22%
Derek Fisher,37.2,LAL,Point,1100,36,43.7%,19,17%,13,11%,94,44%,81,55%,88,12%,34,17%,55,29%
Derek Fisher,37.2,OKC,Point,361,6,37.2%,20,18%,22,13%,75,33%,58,46%,97,16%,42,19%,73,36%
Jonny Flynn,22.7,POR,Point,270,34,43.7%,44,26%,81,26%,42,23%,64,49%,73,6%,41,19%,47,26%
Gary Forbes,26.7,TOR,Wing,649,34,46.4%,50,27%,76,17%,63,28%,71,45%,50,11%,38,17%,40,28%
T.J. Ford,28.6,SAS,Point,160,38,43.8%,47,26%,28,14%,95,46%,92,60%,30,3%,22,11%,19,14%
Jeff Foster,34.8,IND,Big,140,72,52.8%,86,73%,1,5%,46,18%,13,23%,0,0%,86,5%,84,5%
Randy Foye,28.1,LAC,Wing,1632,62,49.1%,30,19%,31,10%,40,21%,31,32%,57,13%,90,37%,83,50%
Jimmer Fredette,22.7,SAC,Combo,1056,58,48.1%,9,14%,78,20%,31,20%,47,41%,36,6%,98,40%,96,46%
Channing Frye,28.5,PHX,Big,1653,43,48.9%,4,19%,23,14%,66,27%,47,40%,93,3%,98,38%,98,41%
Sundiata Gaines,25.5,BKN,Combo,723,20,41.0%,64,32%,60,17%,40,23%,42,41%,13,4%,56,23%,47,27%
Danilo Gallinari,23.2,DEN,Forward,1347,58,48.2%,67,39%,29,10%,40,18%,31,28%,42,7%,77,27%,71,34%
Francisco Garcia,29.8,SAC,Wing,770,38,46.6%,16,15%,15,6%,43,23%,24,29%,95,30%,66,26%,91,56%
Kevin Garnett,35.5,BOS,Big,1855,61,50.5%,9,25%,69,27%,93,47%,97,74%,0,0%,74,1%,71,1%
Marc Gasol,26.8,MEM,Big,2363,40,48.6%,12,30%,99,48%,53,21%,93,69%,69,0%,71,1%,70,1%
Pau Gasol,31.3,LAL,Big,2425,60,50.5%,20,35%,85,33%,70,29%,83,62%,88,2%,72,1%,79,3%
Rudy Gay,25.2,MEM,Forward,2415,56,48.0%,50,33%,85,25%,75,28%,81,52%,25,3%,35,12%,29,14%
Alonzo Gee,24.4,CLE,Wing,1785,25,45.4%,93,47%,84,19%,9,12%,28,31%,40,9%,29,12%,26,22%
Paul George,21.5,IND,Wing,1937,77,51.0%,78,38%,40,12%,22,17%,22,29%,38,9%,64,25%,49,34%
Daniel Gibson,25.7,CLE,Wing,885,23,45.2%,9,11%,43,12%,41,22%,35,34%,65,15%,94,40%,88,55%
Taj Gibson,26.4,CHI,Big,1199,53,50.0%,54,53%,45,20%,68,27%,57,47%,0,0%,0,0%,0,0%
Manu Ginobili,34.3,SAS,Wing,787,100,62.1%,70,35%,41,12%,9,12%,12,23%,29,8%,87,33%,69,41%
Mickell Gladness,25.3,GSW,Big,222,16,42.9%,53,52%,84,33%,39,15%,58,48%,0,0%,0,0%,0,0%
Ryan Gomes,29.2,LAC,Forward,366,4,36.1%,8,14%,21,8%,100,49%,92,57%,85,20%,25,9%,58,29%
Drew Gooden,30.1,MIL,Big,1462,22,45.0%,22,36%,37,18%,88,39%,76,57%,89,2%,86,5%,86,7%
Ben Gordon,28.6,DET,Combo,1343,73,50.0%,13,17%,38,16%,100,43%,100,59%,40,6%,36,18%,36,24%
Eric Gordon,22.9,NOP,Combo,303,64,48.2%,82,41%,64,18%,13,17%,18,35%,4,1%,53,23%,33,24%
Marcin Gortat,27.7,PHX,Big,2108,84,55.7%,51,52%,92,37%,31,11%,59,48%,0,0%,56,0%,53,0%
Andrew Goudelock,22.9,LAL,Combo,399,51,47.5%,0,4%,89,26%,69,29%,96,55%,29,5%,96,36%,91,41%
Danny Granger,28.5,IND,Wing,2060,54,48.1%,52,28%,83,19%,42,22%,60,41%,27,8%,60,24%,47,31%
Aaron Gray,26.9,TOR,Big,804,69,51.9%,74,66%,73,29%,16,4%,30,34%,0,0%,0,0%,0,0%
Danny Green,24.4,SAS,Wing,1471,93,55.3%,63,30%,51,13%,7,11%,15,24%,81,19%,70,27%,78,46%
Gerald Green,25.8,BKN,Forward,753,92,56.0%,23,22%,52,15%,88,33%,75,48%,48,7%,71,24%,67,31%
Willie Green,30.3,ATL,Wing,784,88,54.0%,36,22%,68,16%,73,32%,78,48%,60,14%,35,16%,41,30%
Donte Greene,23.7,SAC,Big,736,24,45.0%,16,32%,17,12%,50,20%,27,32%,99,16%,93,20%,95,36%
Blake Griffin,22.6,LAC,Big,2383,84,55.1%,59,57%,41,19%,57,23%,50,42%,75,0%,73,1%,72,1%
Hamed Haddadi,26.5,MEM,Big,184,88,56.1%,90,78%,46,20%,11,2%,12,22%,0,0%,0,0%,0,0%
Jordan Hamilton,21.1,DEN,Wing,229,47,47.4%,39,23%,91,22%,11,13%,41,35%,58,13%,75,28%,68,41%
Richard Hamilton,33.7,CHI,Wing,695,53,47.9%,12,14%,90,22%,100,50%,100,72%,26,7%,16,7%,17,14%
Tyler Hansbrough,26.0,IND,Big,1371,6,39.1%,34,43%,59,23%,83,35%,77,57%,0,0%,0,0%,0,0%
Luke Harangody,23.8,CLE,Big,173,7,39.4%,9,26%,19,13%,64,26%,45,39%,95,9%,96,26%,94,35%
James Harden,22.2,OKC,Wing,1873,98,59.1%,83,41%,32,10%,4,9%,4,19%,19,6%,88,34%,62,39%
Josh Harrellson,22.7,NYK,Big,475,39,48.4%,33,42%,5,7%,35,12%,7,20%,98,15%,94,23%,96,38%
Al Harrington,31.7,DEN,Big,1751,65,51.4%,38,44%,8,9%,32,11%,6,20%,96,11%,95,25%,94,36%
Devin Harris,28.7,UTA,Point,1738,88,52.2%,55,30%,33,15%,39,20%,23,35%,14,1%,84,34%,67,35%
Manny Harris,22.1,CLE,Wing,391,13,42.4%,88,43%,67,16%,35,21%,48,37%,17,5%,33,14%,23,20%
Terrel Harris,24.2,MIA,Combo,277,4,35.2%,93,48%,0,3%,2,9%,0,12%,100,22%,33,18%,89,40%
Tobias Harris,19.3,MIL,Forward,403,31,45.8%,90,55%,94,29%,10,7%,50,36%,46,7%,10,1%,15,8%
Udonis Haslem,31.4,MIA,Big,1548,11,41.9%,30,41%,16,12%,93,47%,80,59%,0,0%,0,0%,0,0%
Spencer Hawes,23.5,PHI,Big,918,51,49.7%,25,36%,71,27%,80,34%,82,61%,86,1%,79,2%,81,3%
Chuck Hayes,28.4,SAC,Big,1026,16,42.9%,66,63%,90,36%,7,1%,39,37%,0,0%,68,1%,65,1%
Gordon Hayward,21.6,UTA,Wing,1999,70,50.5%,80,39%,28,10%,57,26%,43,36%,24,6%,43,18%,28,25%
Brendan Haywood,31.9,DAL,Big,1143,67,51.8%,78,69%,74,29%,11,2%,26,31%,0,0%,0,0%,0,0%
Gerald Henderson,23.9,CHA,Wing,1811,48,47.5%,65,32%,75,17%,99,46%,96,63%,3,1%,6,4%,2,5%
Xavier Henry,20.6,NOP,Wing,721,7,39.7%,76,37%,78,17%,94,40%,91,58%,10,3%,3,2%,3,5%
Roy Hibbert,24.9,IND,Big,1933,53,49.8%,43,47%,98,45%,24,9%,68,53%,0,0%,57,0%,53,0%
JJ Hickson,23.2,POR,Big,595,81,54.1%,63,62%,45,20%,45,18%,42,38%,0,0%,65,0%,61,0%
JJ Hickson,23.2,SAC,Big,620,4,36.9%,35,43%,70,27%,71,30%,75,57%,0,0%,0,0%,0,0%
Cory Higgins,22.4,CHA,Combo,285,7,36.6%,76,35%,80,21%,87,34%,93,54%,20,4%,4,6%,2,11%
Nene Hilario,29.1,DEN,Big,825,64,51.3%,79,69%,15,12%,50,20%,25,31%,0,0%,0,0%,0,0%
Nene Hilario,29.1,WAS,Big,271,94,60.7%,47,50%,33,17%,74,31%,61,48%,0,0%,78,2%,75,2%
George Hill,25.5,IND,Combo,1253,93,52.3%,44,27%,36,15%,38,22%,33,37%,82,10%,62,26%,71,36%
Grant Hill,39.1,PHX,Forward,1376,42,46.2%,33,26%,79,21%,98,42%,100,63%,56,9%,13,2%,19,11%
Jordan Hill,24.3,HOU,Big,438,53,50.0%,36,44%,81,32%,58,23%,70,55%,0,0%,77,1%,74,1%
Kirk Hinrich,30.8,ATL,Combo,1211,80,50.4%,29,21%,7,8%,56,27%,16,34%,96,18%,69,27%,93,45%
Jrue Holiday,21.4,PHI,Combo,2177,49,47.3%,56,31%,84,21%,64,28%,80,50%,24,5%,20,14%,13,19%
Ryan Hollins,27.1,BOS,Big,147,100,69.6%,97,86%,11,10%,14,3%,4,14%,0,0%,0,0%,0,0%
Ryan Hollins,27.1,CLE,Big,346,44,49.1%,89,76%,30,15%,23,8%,14,24%,0,0%,0,0%,0,0%
Al Horford,25.4,ATL,Big,347,86,55.9%,45,49%,43,20%,73,31%,65,51%,0,0%,0,0%,0,0%
Dwight Howard,25.9,ORL,Big,2063,90,57.8%,78,68%,80,31%,3,1%,27,32%,0,0%,55,0%,52,0%
Josh Howard,31.5,UTA,Wing,972,11,41.3%,42,25%,96,26%,96,41%,98,66%,4,2%,12,7%,8,9%
Juwan Howard,38.7,MIA,Big,118,2,35.1%,29,40%,95,43%,43,18%,81,60%,0,0%,0,0%,0,0%
Lester Hudson,27.2,CLE,Combo,261,31,45.0%,33,23%,71,20%,18,17%,31,37%,47,7%,91,33%,84,40%
Larry Hughes,32.8,ORL,Combo,102,0,27.5%,11,14%,31,14%,96,38%,89,52%,93,14%,40,19%,60,33%
Kris Humphries,26.7,BKN,Big,2154,37,48.1%,57,55%,42,19%,63,26%,55,45%,0,0%,0,0%,0,0%
Serge Ibaka,22.1,OKC,Big,1786,81,53.7%,49,51%,29,15%,79,34%,62,49%,71,0%,58,0%,60,0%
Andre Iguodala,27.8,PHI,Wing,2194,82,52.0%,64,31%,23,9%,77,33%,65,43%,18,5%,51,21%,34,27%
Ersan Ilyasova,24.5,MIL,Big,1643,76,53.5%,43,46%,24,14%,57,23%,40,37%,91,2%,90,15%,89,17%
Kyrie Irving,19.6,CLE,Combo,1551,96,52.4%,84,42%,40,16%,27,20%,27,36%,11,4%,38,18%,22,22%
Royal Ivey,29.9,OKC,Wing,264,44,47.2%,7,8%,7,4%,1,4%,0,8%,100,53%,83,32%,100,85%
Jarrett Jack,28.0,NOP,Point,1526,73,49.3%,22,19%,92,30%,81,34%,97,64%,33,3%,30,14%,30,17%
Reggie Jackson,21.5,OKC,Point,405,11,38.1%,50,28%,27,14%,27,18%,11,32%,89,12%,72,29%,84,41%
Stephen Jackson,33.6,MIL,Wing,709,12,41.6%,53,28%,62,14%,39,21%,42,36%,20,6%,80,30%,57,36%
Stephen Jackson,33.6,SAS,Wing,471,57,48.6%,71,35%,46,13%,17,16%,21,28%,43,9%,69,27%,56,36%
Damion James,24.1,BKN,Forward,166,10,39.4%,54,34%,92,29%,92,34%,98,63%,0,0%,19,3%,8,3%
LeBron James,26.8,MIA,Forward,2317,90,55.6%,71,40%,77,20%,77,30%,79,49%,19,1%,27,9%,23,11%
Antawn Jamison,35.4,CLE,Forward,2146,25,44.7%,40,29%,81,24%,58,23%,69,47%,29,4%,56,20%,44,24%
