Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,TEAM FG%: Rim Rank,TEAM FG%: Rim,TEAM FG%: Short Mid Rank,TEAM FG%: Short Mid,TEAM FG%: Long Mid Rank,TEAM FG%: Long Mid,TEAM FG%: All Mid Rank,TEAM FG%: All Mid,TEAM FG%: Corner Three Rank,TEAM FG%: Corner Three,TEAM FG%: Non Corner Rank,TEAM FG%: Non Corner,TEAM FG%: All Three Rank,TEAM FG%: All Three
Steven Adams,29.3,MEM,Big,1132,60,-0.7%,47,+0.3%,55,-0.6%,90,-7.5%,79,-2.7%,63,-1.5%,43,+0.6%,45,+0.2%
Kyle Anderson,29.1,MIN,Forward,1954,37,+0.7%,19,+3.0%,67,-1.7%,78,-4.1%,76,-2.4%,42,+0.7%,24,+2.0%,23,+1.7%
Giannis Antetokounmpo,27.9,MIL,Big,2021,66,-1.0%,67,-1.6%,37,+1.2%,59,-1.2%,45,+0.3%,78,-3.7%,49,+0.0%,61,-0.7%
Thanasis Antetokounmpo,30.3,MIL,Big,113,0,+8.1%,1,+9.9%,94,-6.6%,20,+4.0%,87,-3.5%,0,+18.5%,13,+3.3%,2,+5.8%
Harrison Barnes,30.4,SAC,Forward,2658,45,+0.3%,25,+2.5%,68,-1.9%,22,+3.7%,52,-0.2%,66,-1.8%,59,-0.6%,65,-1.0%
Will Barton,31.8,WAS,Wing,767,12,+2.8%,62,-1.0%,40,+0.9%,34,+1.9%,32,+1.2%,20,+3.8%,10,+3.5%,9,+3.5%
Will Barton,31.8,TOR,Combo,201,51,-0.1%,13,+3.9%,0,+17.6%,99,-22.7%,2,+7.0%,98,-12.6%,89,-3.7%,99,-6.0%
Nicolas Batum,33.9,LAC,Forward,1699,72,-1.4%,52,-0.1%,80,-3.4%,34,+1.9%,73,-2.0%,63,-1.5%,77,-2.1%,78,-2.0%
Bradley Beal,29.3,WAS,Combo,1672,56,-0.4%,45,+0.5%,65,-1.6%,61,-1.7%,69,-1.6%,68,-2.2%,38,+1.0%,45,+0.2%
Malik Beasley,25.9,UTA,Wing,1465,19,+2.0%,14,+3.6%,38,+1.1%,9,+6.6%,18,+2.6%,41,+0.9%,50,-0.1%,46,+0.2%
Malik Beasley,25.9,LAL,Wing,611,3,+4.4%,3,+7.2%,33,+1.5%,99,-16.4%,88,-3.7%,0,+13.8%,9,+3.8%,2,+5.9%
Davis Bertans,30.0,DAL,Big,457,55,-0.4%,94,-5.7%,8,+5.6%,28,+2.8%,8,+4.7%,86,-4.8%,43,+0.6%,64,-0.9%
Patrick Beverley,34.3,LAL,Combo,1210,26,+1.6%,14,+3.7%,16,+3.7%,93,-9.1%,55,-0.5%,75,-3.3%,17,+2.8%,26,+1.5%
Patrick Beverley,34.3,CHI,Point,605,22,+1.9%,20,+2.9%,1,+10.2%,34,+1.9%,2,+7.6%,37,+1.4%,77,-2.1%,66,-1.0%
Bismack Biyombo,30.2,PHX,Big,822,81,-2.0%,99,-8.3%,81,-3.5%,76,-3.8%,86,-3.5%,19,+4.0%,13,+3.2%,9,+3.5%
Bojan Bogdanovic,33.5,DET,Forward,1892,37,+0.8%,42,+0.8%,73,-2.5%,51,-0.0%,71,-1.9%,29,+2.6%,42,+0.7%,31,+1.2%
Devin Booker,26.0,PHX,Wing,1828,38,+0.7%,51,+0.0%,31,+1.8%,54,-0.5%,34,+1.0%,25,+3.1%,46,+0.3%,34,+0.9%
