Player,Age,Team,Pos,MIN,Pts/Poss Rank,Pts/Poss,ALL TRANSITION: Pts+/Poss Rank,ALL TRANSITION: Pts+/Poss,ALL TRANSITION: Freq Rank,ALL TRANSITION: Freq,ALL TRANSITION: Pts/Play Rank,ALL TRANSITION: Pts/Play,OFF STEALS: Pts+/Poss Rank,OFF STEALS: Pts+/Poss,OFF STEALS: Freq Rank,OFF STEALS: Freq,OFF STEALS: Pts/Play Rank,OFF STEALS: Pts/Play,OFF LIVE REBOUNDS: Pts+/Poss Rank,OFF LIVE REBOUNDS: Pts+/Poss,OFF LIVE REBOUNDS: Freq Rank,OFF LIVE REBOUNDS: Freq,OFF LIVE REBOUNDS: Pts/Play Rank,OFF LIVE REBOUNDS: Pts/Play
Nicolas Batum,22.9,POR,Wing,1747,75,+3.3,36,-0.6,48,-0.2%,44,-2.3,28,-0.6,42,-1.4%,29,-9.9,49,-0.1,64,+1.0%,60,+3.7
Jerryd Bayless,23.2,TOR,Combo,684,86,+5.7,54,+0.1,70,+0.9%,43,-2.5,25,-0.6,54,+0.6%,15,-17.9,77,+0.8,81,+3.2%,76,+9.1
Michael Beasley,22.8,MIN,Forward,1043,27,-4.4,51,-0.1,27,-1.1%,51,-0.5,56,+0.1,70,+3.5%,69,+8.2,45,-0.2,45,-0.7%,40,-4.4
Rodrigue Beaubois,23.7,DAL,Combo,1069,79,+4.1,54,+0.0,58,+0.3%,46,-1.9,83,+0.8,77,+4.6%,73,+9.6,36,-0.4,61,+0.7%,27,-9.8
Marco Belinelli,25.6,NOH,Combo,1944,49,-1.2,24,-1.2,47,-0.3%,15,-11.8,14,-0.9,57,+1.1%,23,-12.8,46,-0.2,72,+1.9%,34,-7.2
Raja Bell,35.1,UTA,Wing,794,66,+1.7,31,-0.8,46,-0.4%,53,+0.0,61,+0.2,41,-1.5%,73,+9.6,20,-1.0,77,+2.5%,36,-6.2
Mike Bibby,33.5,NYK,Point,522,34,-3.5,9,-2.1,18,-1.5%,21,-9.1,27,-0.6,12,-8.7%,41,-4.2,9,-1.7,52,-0.2%,18,-13.3
Andris Biedrins,25.6,GSW,Big,737,31,-3.9,43,-0.4,18,-1.5%,61,+2.3,43,-0.2,34,-3.3%,55,+1.4,46,-0.2,20,-3.4%,59,+3.2
Chauncey Billups,35.1,LAC,Combo,605,62,+1.0,54,+0.1,48,-0.2%,60,+2.1,45,-0.1,12,-8.6%,59,+3.0,64,+0.3,64,+1.0%,63,+4.6
Bismack Biyombo,19.2,CHA,Big,1377,31,-3.8,26,-1.0,75,+1.0%,22,-8.7,54,+0.0,96,+12.0%,48,-1.2,25,-0.8,46,-0.7%,25,-10.3
DeJuan Blair,22.5,SAS,Big,1319,10,-8.2,15,-1.6,57,+0.2%,9,-16.5,36,-0.4,47,-0.4%,11,-21.1,18,-1.1,50,-0.3%,13,-15.0
Steve Blake,31.7,LAL,Point,1234,43,-1.9,18,-1.5,42,-0.4%,8,-17.7,3,-1.7,21,-6.1%,0,-57.5,59,+0.2,54,-0.1%,59,+3.2
Andray Blatche,25.2,WAS,Big,623,26,-4.4,48,-0.2,70,+0.9%,30,-6.0,38,-0.3,67,+2.9%,9,-22.6,62,+0.2,78,+2.8%,54,+1.4
Eric Bledsoe,21.9,LAC,Combo,431,16,-6.6,57,+0.2,99,+4.9%,25,-7.5,69,+0.3,84,+6.5%,37,-5.4,50,-0.1,94,+6.4%,34,-7.2
Andrew Bogut,26.9,MIL,Big,363,19,-6.2,48,-0.2,28,-1.0%,67,+4.1,67,+0.3,34,-3.2%,80,+13.0,30,-0.7,9,-5.5%,36,-6.3
Matt Bonner,31.6,SAS,Big,1299,96,+9.9,80,+1.1,25,-1.2%,89,+13.0,91,+1.1,44,-0.9%,95,+36.3,60,+0.2,43,-0.9%,68,+5.5
Trevor Booker,23.9,WAS,Big,1243,81,+4.4,43,-0.4,47,-0.3%,44,-2.1,40,-0.3,15,-7.7%,59,+3.3,33,-0.5,63,+0.8%,35,-6.5
Carlos Boozer,29.9,CHI,Big,1946,52,-0.7,31,-0.8,64,+0.5%,35,-4.7,65,+0.3,52,+0.2%,79,+12.5,23,-0.9,88,+4.6%,23,-10.9
Chris Bosh,27.6,MIA,Big,1977,89,+6.2,71,+0.8,97,+3.8%,48,-1.5,67,+0.3,94,+10.8%,27,-11.3,52,+0.0,91,+5.3%,44,-2.8
Earl Boykins,35.4,HOU,Point,110,3,-12.6,92,+2.0,42,-0.4%,71,+5.3,9,-1.1,0,-27.2%,100,+59.0,99,+3.3,81,+3.3%,68,+5.6
Avery Bradley,20.9,BOS,Combo,1300,48,-1.2,15,-1.6,16,-1.7%,20,-9.7,35,-0.4,3,-13.9%,30,-9.8,20,-1.0,16,-3.8%,32,-8.3
Elton Brand,32.6,PHI,Big,1728,58,+0.4,80,+1.1,79,+1.3%,77,+7.2,92,+1.2,46,-0.9%,82,+14.4,47,-0.1,60,+0.7%,51,+0.6
Corey Brewer,25.7,DEN,Wing,1245,49,-1.2,84,+1.3,91,+2.3%,54,+0.1,82,+0.7,78,+4.8%,53,+1.0,69,+0.4,90,+5.0%,45,-2.8
Ronnie Brewer,26.6,CHI,Wing,1585,37,-3.3,58,+0.2,81,+1.4%,50,-0.7,92,+1.2,90,+8.6%,88,+19.5,28,-0.8,62,+0.8%,31,-8.4
Jon Brockman,24.6,MIL,Big,169,6,-10.7,66,+0.5,43,-0.4%,62,+2.3,90,+1.1,2,-15.0%,95,+35.1,42,-0.3,56,+0.2%,18,-13.2
MarShon Brooks,22.8,NJN,Wing,1611,38,-2.9,44,-0.3,72,+0.9%,40,-3.7,90,+1.1,95,+11.2%,85,+17.4,13,-1.3,55,+0.0%,12,-16.7
Derrick Brown,24.1,CHA,Forward,1292,65,+1.6,49,-0.2,21,-1.4%,67,+3.9,11,-1.0,18,-6.7%,13,-19.9,79,+0.8,15,-3.8%,85,+13.1
Kwame Brown,29.6,GSW,Big,186,7,-10.2,33,-0.8,12,-2.0%,42,-3.3,66,+0.3,68,+3.1%,38,-5.3,18,-1.1,2,-9.8%,72,+7.1
Shannon Brown,25.9,PHX,Wing,1309,43,-2.0,19,-1.4,36,-0.7%,11,-14.8,17,-0.8,67,+2.9%,6,-28.2,32,-0.6,34,-1.8%,28,-9.5
Kobe Bryant,33.2,LAL,Wing,2228,73,+3.0,34,-0.7,63,+0.4%,27,-7.0,56,+0.1,35,-3.1%,74,+10.2,28,-0.7,61,+0.7%,15,-14.3
Chase Budinger,23.4,HOU,Wing,1268,61,+0.5,56,+0.1,41,-0.4%,53,+0.0,42,-0.2,49,-0.3%,44,-2.4,72,+0.5,34,-1.8%,65,+4.9
Alec Burks,20.3,UTA,Wing,884,38,-3.0,37,-0.6,62,+0.4%,25,-7.8,46,-0.1,98,+15.1%,45,-2.0,43,-0.2,19,-3.5%,27,-9.6
Caron Butler,31.6,LAC,Wing,1866,97,+10.4,84,+1.3,64,+0.5%,85,+11.2,52,-0.0,80,+5.2%,70,+8.7,81,+0.9,77,+2.5%,75,+9.1
Jimmy Butler,22.1,CHI,Wing,269,73,+3.0,4,-2.8,51,-0.2%,6,-18.1,11,-1.0,13,-8.1%,16,-17.5,10,-1.6,38,-1.4%,12,-16.1
Rasual Butler,32.4,TOR,Wing,439,7,-10.1,14,-1.6,22,-1.3%,11,-14.5,18,-0.8,20,-6.3%,22,-13.9,25,-0.8,35,-1.6%,15,-14.3
Andrew Bynum,24.0,LAL,Big,2109,48,-1.2,38,-0.6,80,+1.3%,35,-4.7,42,-0.2,72,+3.7%,49,-0.5,32,-0.5,82,+3.5%,31,-8.5
Will Bynum,28.8,DET,Point,450,34,-3.5,89,+1.6,90,+2.1%,78,+7.7,96,+1.6,94,+10.7%,86,+17.7,56,+0.1,65,+1.0%,53,+1.2
Jose Calderon,30.1,TOR,Point,1789,83,+4.5,90,+1.8,52,-0.1%,96,+19.0,60,+0.2,77,+4.6%,63,+5.3,96,+1.8,63,+0.9%,99,+30.4
Marcus Camby,37.6,POR,Big,891,68,+2.0,41,-0.5,61,+0.4%,39,-3.9,70,+0.4,30,-4.4%,66,+6.7,25,-0.9,74,+2.1%,30,-8.7
Marcus Camby,37.6,HOU,Big,458,86,+5.5,62,+0.3,59,+0.3%,64,+2.8,35,-0.4,18,-6.8%,24,-12.5,60,+0.2,71,+1.8%,67,+5.2
Brian Cardinal,34.5,DAL,Forward,213,9,-8.9,51,-0.1,50,-0.2%,60,+2.0,64,+0.2,15,-7.6%,82,+14.2,36,-0.4,77,+2.5%,41,-4.2
DeMarre Carroll,25.3,UTA,Wing,318,82,+4.4,98,+2.8,91,+2.2%,82,+8.7,97,+1.8,88,+7.7%,87,+19.2,84,+1.0,86,+4.2%,48,-0.8
Matt Carroll,31.2,CHA,Wing,455,43,-1.9,6,-2.5,37,-0.7%,9,-16.4,36,-0.4,12,-8.4%,44,-2.4,7,-1.9,42,-1.0%,9,-20.5
Anthony Carter,36.4,TOR,Point,187,7,-10.1,77,+1.0,61,+0.4%,77,+6.9,99,+2.8,38,-2.4%,100,+56.6,6,-2.0,22,-3.2%,3,-34.6
Vince Carter,34.8,DAL,Wing,1507,92,+7.0,43,-0.4,34,-0.8%,49,-0.9,30,-0.5,37,-2.5%,43,-2.5,45,-0.2,22,-3.3%,40,-4.3
Omri Casspi,23.4,CLE,Forward,1261,22,-5.4,48,-0.2,89,+2.0%,27,-6.8,18,-0.8,89,+8.2%,3,-33.5,72,+0.6,83,+3.6%,71,+6.9
Mario Chalmers,25.5,MIA,Point,1795,75,+3.3,74,+0.9,92,+2.3%,51,-0.5,74,+0.5,35,-2.9%,62,+4.6,68,+0.4,88,+4.5%,43,-3.4
Tyson Chandler,29.1,NYK,Big,2055,50,-1.0,67,+0.6,49,-0.2%,69,+4.5,69,+0.4,81,+5.8%,71,+9.0,57,+0.1,21,-3.4%,55,+1.7
Wilson Chandler,24.5,DEN,Forward,210,46,-1.4,36,-0.6,68,+0.7%,21,-9.3,29,-0.5,27,-4.8%,70,+8.8,46,-0.2,86,+4.3%,21,-11.9
Josh Childress,28.4,PHX,Wing,443,44,-1.8,21,-1.3,9,-2.5%,41,-3.4,65,+0.3,66,+2.7%,39,-4.6,11,-1.4,2,-9.3%,46,-2.5
Earl Clark,23.8,ORL,Big,499,4,-12.1,23,-1.2,32,-0.9%,14,-12.1,15,-0.9,69,+3.2%,5,-28.8,39,-0.4,40,-1.1%,38,-5.6
Norris Cole,23.0,MIA,Point,1143,16,-6.6,42,-0.4,16,-1.7%,61,+2.2,21,-0.7,91,+8.8%,26,-11.9,68,+0.4,24,-2.9%,81,+11.9
Jason Collins,32.9,ATL,Big,265,41,-2.3,6,-2.5,1,-4.7%,18,-10.3,24,-0.6,2,-14.8%,36,-6.1,7,-1.9,1,-10.5%,21,-11.8
Darren Collison,24.2,IND,Point,1870,56,-0.2,60,+0.3,67,+0.7%,62,+2.4,70,+0.4,56,+0.9%,82,+14.2,40,-0.3,72,+1.9%,36,-6.4
Nick Collison,31.0,OKC,Big,1249,94,+8.1,91,+1.9,6,-3.0%,95,+18.3,62,+0.2,33,-3.6%,51,+0.0,95,+1.7,5,-6.8%,97,+24.4
Mike Conley,24.1,MEM,Point,2167,93,+7.8,95,+2.3,69,+0.8%,92,+14.9,94,+1.4,95,+11.9%,70,+8.9,85,+1.0,25,-2.9%,86,+13.6
Brian Cook,30.9,WAS,Big,124,45,-1.5,11,-2.0,3,-3.6%,48,-1.4,13,-1.0,60,+1.5%,18,-15.0,22,-1.0,7,-6.0%,56,+1.9
Daequan Cook,24.5,OKC,Wing,917,50,-1.1,11,-2.0,9,-2.4%,20,-9.5,13,-1.0,26,-5.2%,12,-20.3,20,-1.0,10,-5.2%,34,-7.2
DeMarcus Cousins,21.2,SAC,Big,1922,81,+4.4,40,-0.5,57,+0.2%,36,-4.5,32,-0.5,53,+0.5%,49,-1.0,62,+0.2,71,+1.9%,47,-1.8
Jamal Crawford,31.6,POR,Combo,1580,61,+0.9,37,-0.6,17,-1.6%,34,-4.9,64,+0.2,28,-4.7%,72,+9.4,23,-0.9,45,-0.7%,15,-14.3
Jordan Crawford,23.0,WAS,Wing,1713,71,+2.7,66,+0.5,22,-1.3%,75,+6.2,80,+0.6,51,+0.1%,87,+18.3,41,-0.3,34,-1.8%,49,-0.7
Dante Cunningham,24.5,MEM,Big,1080,27,-4.3,46,-0.2,58,+0.2%,39,-3.8,78,+0.6,43,-1.2%,64,+5.9,27,-0.8,59,+0.5%,22,-11.4
Stephen Curry,23.6,GSW,Point,728,86,+5.6,70,+0.7,70,+0.8%,76,+6.6,23,-0.7,83,+6.3%,14,-18.5,91,+1.4,57,+0.3%,96,+23.3
Samuel Dalembert,31.5,HOU,Big,1432,60,+0.5,67,+0.6,84,+1.5%,51,-0.4,84,+0.8,68,+3.1%,81,+13.2,38,-0.4,79,+2.9%,29,-9.1
Marquis Daniels,30.8,BOS,Wing,440,18,-6.3,39,-0.5,7,-2.9%,83,+8.8,39,-0.3,26,-4.9%,60,+3.5,26,-0.8,6,-6.6%,69,+5.9
Baron Davis,32.6,NYK,Point,584,78,+4.1,60,+0.3,78,+1.2%,22,-8.5,87,+1.0,75,+4.2%,64,+6.1,40,-0.4,79,+2.9%,11,-17.3
Ed Davis,22.4,TOR,Big,1459,17,-6.4,36,-0.7,60,+0.3%,37,-4.5,58,+0.1,70,+3.6%,56,+1.9,23,-0.9,57,+0.3%,24,-10.6
Glen Davis,25.8,ORL,Big,1395,43,-2.0,22,-1.2,7,-2.9%,36,-4.5,11,-1.0,13,-8.1%,23,-13.1,46,-0.2,10,-5.1%,52,+0.8
Austin Daye,23.4,DET,Wing,494,5,-10.9,17,-1.5,39,-0.5%,25,-7.2,50,-0.0,39,-2.1%,49,-0.8,11,-1.4,14,-3.9%,24,-10.5
DeMar DeRozan,22.2,TOR,Wing,2180,87,+5.8,82,+1.2,29,-1.0%,96,+20.1,48,-0.1,36,-2.8%,66,+7.0,90,+1.3,42,-1.0%,98,+29.9
Carlos Delfino,29.2,MIL,Wing,1517,38,-2.9,10,-2.0,12,-2.0%,14,-12.4,29,-0.5,58,+1.1%,20,-14.4,16,-1.2,14,-4.0%,20,-12.9
Luol Deng,26.5,CHI,Wing,2114,46,-1.5,34,-0.7,53,-0.1%,42,-3.3,12,-1.0,19,-6.5%,17,-16.4,63,+0.2,53,-0.2%,58,+2.6
Boris Diaw,29.5,CHA,Forward,1007,26,-4.7,66,+0.5,12,-2.0%,70,+4.8,37,-0.3,14,-7.8%,57,+2.3,85,+1.0,16,-3.8%,76,+9.4
Boris Diaw,29.5,SAS,Big,366,51,-0.8,69,+0.7,95,+3.0%,49,-0.9,22,-0.7,20,-6.5%,15,-17.9,89,+1.3,86,+4.3%,73,+7.4
DeSagana Diop,29.8,CHA,Big,300,9,-8.8,4,-3.0,79,+1.3%,2,-25.2,20,-0.7,95,+11.1%,8,-24.4,4,-2.2,79,+2.9%,5,-25.2
Keyon Dooling,31.5,BOS,Combo,629,16,-6.6,80,+1.1,5,-3.3%,97,+20.9,69,+0.4,11,-9.0%,92,+27.5,80,+0.8,19,-3.5%,92,+18.8
Toney Douglas,25.6,NYK,Combo,617,23,-5.2,12,-1.9,41,-0.5%,8,-17.0,17,-0.8,62,+1.7%,21,-14.3,29,-0.7,42,-1.0%,16,-13.9
Goran Dragic,25.5,HOU,Combo,1707,84,+4.7,87,+1.4,28,-1.0%,92,+15.2,85,+0.9,45,-0.9%,74,+9.9,68,+0.4,13,-4.3%,83,+12.4
Jared Dudley,26.3,PHX,Wing,2009,90,+6.3,64,+0.4,87,+1.8%,49,-0.9,47,-0.1,25,-5.4%,46,-1.8,69,+0.4,95,+6.7%,52,+0.7
Chris Duhon,29.2,ORL,Point,1199,21,-5.7,31,-0.8,17,-1.6%,53,+0.0,15,-0.9,22,-5.9%,12,-20.2,57,+0.2,11,-4.6%,78,+10.1
Tim Duncan,35.5,SAS,Big,1630,26,-4.6,52,-0.0,61,+0.4%,54,+0.4,36,-0.4,43,-1.2%,22,-13.7,70,+0.5,44,-0.7%,73,+7.4
Mike Dunleavy,31.1,MIL,Wing,1403,71,+2.7,76,+1.0,74,+1.0%,68,+4.2,57,+0.1,17,-7.3%,63,+5.5,75,+0.6,75,+2.3%,68,+5.6
Kevin Durant,23.1,OKC,Forward,2535,48,-1.2,74,+0.9,92,+2.4%,64,+2.8,62,+0.2,65,+2.6%,84,+16.6,75,+0.7,98,+9.6%,57,+2.5
Jerome Dyson,24.5,NOH,Point,178,2,-14.0,20,-1.4,39,-0.6%,40,-3.6,4,-1.6,18,-6.8%,19,-14.7,59,+0.2,28,-2.4%,69,+5.9
Devin Ebanks,22.0,LAL,Wing,377,71,+2.7,96,+2.5,30,-0.9%,99,+27.8,98,+2.1,80,+5.2%,98,+47.5,66,+0.3,23,-3.0%,74,+7.7
Wayne Ellington,23.9,MIN,Wing,935,60,+0.5,14,-1.7,32,-0.9%,13,-13.1,30,-0.5,7,-10.9%,42,-3.6,15,-1.2,36,-1.5%,10,-19.2
Monta Ellis,26.0,GSW,Combo,1360,57,+0.1,32,-0.8,27,-1.1%,56,+0.8,3,-1.9,85,+7.2%,3,-35.0,87,+1.2,27,-2.7%,98,+27.4
Monta Ellis,26.0,MIL,Wing,752,76,+3.7,73,+0.9,30,-0.9%,77,+6.9,92,+1.2,64,+2.1%,81,+13.2,66,+0.3,76,+2.4%,70,+6.6
Semih Erden,25.3,CLE,Big,303,25,-4.8,1,-4.4,77,+1.2%,2,-30.7,8,-1.2,23,-5.8%,8,-24.4,1,-3.3,92,+5.4%,2,-36.3
Jeremy Evans,24.0,UTA,Forward,162,3,-12.6,62,+0.3,31,-0.9%,78,+7.9,5,-1.5,51,+0.1%,29,-10.3,91,+1.5,80,+2.9%,90,+16.5
Maurice Evans,33.0,WAS,Wing,318,84,+4.8,63,+0.3,85,+1.6%,65,+3.3,91,+1.2,47,-0.6%,89,+21.5,21,-1.0,68,+1.4%,37,-6.1
Reggie Evans,31.5,LAC,Big,739,8,-9.5,19,-1.4,13,-2.0%,12,-13.9,29,-0.5,11,-8.7%,16,-17.1,28,-0.7,21,-3.3%,33,-7.6
Tyreke Evans,22.1,SAC,Wing,2152,66,+1.7,78,+1.0,71,+0.9%,77,+7.0,94,+1.4,89,+8.2%,91,+25.1,41,-0.3,73,+2.1%,46,-2.3
Kenneth Faried,21.9,DEN,Big,996,66,+1.6,94,+2.2,34,-0.8%,89,+13.0,34,-0.4,45,-0.9%,52,+0.6,98,+2.7,60,+0.7%,94,+20.8
Jordan Farmar,24.9,NJN,Combo,796,63,+1.2,49,-0.1,1,-4.4%,84,+9.4,43,-0.2,4,-13.1%,75,+10.7,58,+0.2,7,-6.3%,80,+11.3
Derrick Favors,20.3,UTA,Big,1349,15,-6.8,56,+0.1,77,+1.1%,31,-5.6,31,-0.5,68,+3.1%,20,-14.6,79,+0.8,53,-0.2%,57,+2.5
Raymond Felton,27.3,POR,Point,1899,88,+6.1,81,+1.1,72,+0.9%,86,+11.5,53,-0.0,55,+0.7%,46,-1.9,85,+1.1,45,-0.7%,91,+17.9
Rudy Fernandez,26.6,DEN,Wing,685,45,-1.5,95,+2.3,35,-0.7%,91,+14.5,95,+1.6,14,-7.8%,89,+21.2,85,+1.1,37,-1.5%,82,+11.9
Landry Fields,23.3,NYK,Wing,1855,67,+1.9,97,+2.6,66,+0.5%,97,+21.0,82,+0.8,76,+4.4%,81,+13.6,95,+1.7,58,+0.3%,97,+24.7
Derek Fisher,37.2,LAL,Point,1100,47,-1.3,89,+1.7,89,+2.0%,93,+16.6,97,+1.7,95,+11.1%,100,+55.7,50,-0.0,75,+2.2%,39,-4.6
Derek Fisher,37.2,OKC,Point,361,97,+10.0,60,+0.3,7,-2.8%,75,+6.1,93,+1.3,98,+14.3%,68,+7.7,23,-0.9,3,-8.8%,52,+0.8
Jonny Flynn,22.7,POR,Point,270,74,+3.2,91,+1.9,88,+1.8%,78,+7.6,86,+0.9,100,+20.2%,72,+9.5,91,+1.4,84,+3.8%,82,+12.3
Gary Forbes,26.7,TOR,Wing,649,42,-2.1,16,-1.6,50,-0.2%,9,-16.3,51,-0.0,68,+3.1%,33,-8.2,9,-1.7,35,-1.7%,4,-26.4
T.J. Ford,28.6,SAS,Point,160,53,-0.7,56,+0.1,99,+4.3%,25,-7.6,75,+0.5,54,+0.6%,61,+4.1,25,-0.9,98,+9.2%,18,-13.3
Jeff Foster,34.8,IND,Big,140,12,-7.9,1,-5.3,50,-0.2%,1,-38.1,6,-1.3,3,-14.2%,21,-14.3,0,-4.3,11,-4.5%,1,-66.7
Randy Foye,28.1,LAC,Wing,1632,32,-3.8,51,-0.1,32,-0.9%,63,+2.5,75,+0.5,46,-0.7%,84,+16.2,31,-0.6,48,-0.5%,30,-8.7
Jimmer Fredette,22.7,SAC,Combo,1056,21,-5.7,25,-1.1,19,-1.5%,36,-4.5,3,-1.8,31,-3.9%,9,-23.5,72,+0.5,24,-2.9%,69,+5.7
Channing Frye,28.5,PHX,Big,1653,97,+10.0,88,+1.6,86,+1.7%,84,+9.6,68,+0.3,21,-6.1%,87,+18.4,87,+1.2,94,+6.4%,73,+7.4
Sundiata Gaines,25.5,NJN,Combo,723,37,-3.1,64,+0.4,76,+1.1%,58,+1.6,52,-0.0,71,+3.6%,32,-8.4,63,+0.3,39,-1.2%,65,+4.9
Danilo Gallinari,23.2,DEN,Forward,1347,62,+1.1,46,-0.3,60,+0.3%,55,+0.5,41,-0.2,97,+13.5%,28,-10.4,53,+0.0,10,-4.7%,64,+4.7
