Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,Rim Rank,Rim,Short Mid Rank,Short Mid,Long Mid Rank,Long Mid,All Mid Rank,All Mid,Corner Three Rank,Corner Three,Non Corner Rank,Non Corner,All Three Rank,All Three
Nicolas Batum,28.9,CHA,Wing,1960,33,48.8%,7,12%,69,18%,94,29%,90,47%,11,5%,71,36%,51,41%
Jerryd Bayless,29.2,PHI,Wing,898,61,51.9%,32,21%,48,13%,39,11%,36,25%,84,19%,68,35%,81,54%
Aron Baynes,30.9,BOS,Big,1448,10,47.8%,48,45%,77,28%,92,23%,92,51%,53,3%,35,1%,39,4%
Kent Bazemore,28.3,ATL,Wing,1771,41,50.2%,59,30%,55,15%,64,18%,59,33%,52,12%,39,25%,38,37%
Bradley Beal,24.3,WAS,Wing,2957,69,53.0%,45,25%,56,15%,84,25%,77,41%,4,3%,55,31%,30,34%
Malik Beasley,20.9,DEN,Wing,493,18,46.1%,52,27%,52,14%,39,11%,38,26%,77,17%,54,30%,70,48%
Michael Beasley,28.8,NYK,Big,1611,40,52.9%,40,39%,92,34%,79,18%,93,51%,51,3%,47,7%,46,10%
Marco Belinelli,31.6,PHI,Wing,714,96,60.7%,18,17%,6,5%,88,27%,55,32%,35,9%,90,43%,76,51%
Marco Belinelli,31.6,ATL,Wing,1192,58,51.7%,10,14%,24,9%,93,28%,69,38%,30,8%,84,41%,71,49%
Jordan Bell,22.8,GSW,Big,719,91,62.8%,87,74%,49,19%,38,6%,34,25%,0,0%,34,1%,31,1%
DeAndre' Bembry,23.3,ATL,Wing,435,21,46.8%,96,55%,83,22%,4,2%,35,24%,33,8%,13,13%,10,21%
Dragan Bender,20.0,PHX,Big,2003,22,50.7%,10,22%,9,9%,27,5%,9,14%,94,16%,93,48%,95,65%
Davis Bertans,25.0,SAS,Big,977,63,56.4%,6,16%,8,8%,46,8%,13,16%,82,11%,98,57%,97,68%
Patrick Beverley,29.3,LAC,Point,333,59,50.4%,49,29%,31,16%,7,6%,10,23%,87,9%,84,40%,87,48%
Khem Birch,25.1,ORL,Big,510,46,54.2%,77,67%,79,28%,25,5%,54,33%,0,0%,0,0%,0,0%
Bismack Biyombo,25.2,ORL,Big,1441,38,52.6%,70,64%,80,29%,43,7%,66,36%,0,0%,0,0%,0,0%
Nemanja Bjelica,29.5,MIN,Forward,1325,84,57.6%,55,31%,61,18%,10,3%,27,21%,61,13%,84,35%,76,48%
Tarik Black,25.9,HOU,Big,430,88,61.7%,98,86%,8,8%,10,2%,5,11%,43,2%,37,2%,36,3%
Antonio Blakeney,21.1,CHI,Wing,278,7,40.2%,27,20%,58,16%,90,28%,82,43%,59,13%,32,24%,35,37%
Eric Bledsoe,27.9,MIL,Point,2222,79,54.3%,75,36%,25,14%,41,17%,23,30%,57,6%,52,28%,54,34%
Bogdan Bogdanovic,25.2,SAC,Wing,2131,73,53.6%,23,19%,73,19%,76,22%,78,41%,16,6%,67,35%,49,41%
Bojan Bogdanovic,28.5,IND,Forward,2413,78,56.5%,53,31%,55,17%,37,11%,45,27%,63,13%,63,29%,57,42%
Andrew Bogut,32.9,LAL,Big,216,99,68.0%,83,72%,65,24%,20,4%,45,28%,0,0%,0,0%,0,0%
Devin Booker,21.0,PHX,Wing,1847,43,50.5%,33,22%,90,25%,70,20%,87,44%,7,4%,52,30%,29,34%
Trevor Booker,29.9,PHI,Big,461,73,58.1%,68,62%,81,29%,32,5%,61,35%,45,2%,39,2%,37,4%
Trevor Booker,29.9,IND,Big,262,16,49.4%,45,44%,88,32%,46,8%,75,40%,47,2%,56,13%,51,15%
Trevor Booker,29.9,BKN,Big,393,39,52.7%,53,50%,97,38%,25,4%,77,42%,54,3%,46,4%,43,8%
Avery Bradley,26.9,DET,Wing,1253,22,47.3%,47,26%,56,15%,85,26%,79,41%,47,11%,26,22%,26,33%
Avery Bradley,26.9,LAC,Wing,164,27,48.2%,73,34%,68,18%,98,32%,96,50%,58,13%,1,4%,6,16%
Corey Brewer,31.7,OKC,Wing,513,73,53.5%,93,50%,4,3%,9,3%,3,7%,99,37%,4,7%,59,44%
Corey Brewer,31.7,LAL,Wing,654,36,49.4%,98,64%,39,12%,8,3%,13,14%,67,14%,6,8%,10,21%
Malcolm Brogdon,24.9,MIL,Combo,1405,88,54.4%,86,43%,41,15%,38,11%,23,26%,61,8%,34,23%,39,31%
Aaron Brooks,32.8,MIN,Point,134,39,46.9%,26,22%,66,22%,34,16%,46,37%,74,8%,62,33%,70,41%
Dillon Brooks,21.8,MEM,Wing,2311,48,50.9%,71,34%,73,19%,56,16%,65,36%,19,6%,35,25%,24,31%
MarShon Brooks,28.8,MEM,Wing,186,96,60.5%,50,26%,94,27%,59,17%,87,44%,2,2%,48,28%,21,30%
Jaylen Brown,21.0,BOS,Wing,2129,79,54.4%,86,45%,40,12%,31,9%,24,21%,67,14%,23,21%,31,34%
Lorenzo Brown,27.2,TOR,Wing,107,24,47.6%,37,23%,87,23%,65,18%,79,41%,80,18%,19,18%,34,36%
Sterling Brown,22.7,MIL,Wing,716,34,48.9%,74,35%,36,11%,33,9%,23,20%,91,21%,33,24%,64,45%
Reggie Bullock,26.6,DET,Wing,1695,95,60.2%,41,24%,54,14%,41,12%,41,26%,70,14%,70,35%,74,50%
Trey Burke,25.0,NYK,Point,746,84,55.2%,18,20%,41,17%,100,37%,93,55%,38,4%,43,21%,34,25%
Alec Burks,26.3,UTA,Wing,954,16,45.6%,66,32%,89,24%,53,15%,74,39%,13,5%,31,24%,19,29%
Jimmy Butler,28.1,MIN,Wing,2137,56,51.6%,68,32%,93,26%,76,22%,93,48%,10,4%,15,15%,8,20%
Dwight Buycks,28.7,DET,Point,366,46,47.3%,84,37%,33,16%,80,28%,69,45%,3,1%,28,17%,16,18%
Jose Calderon,36.1,CLE,Point,815,95,61.4%,16,20%,8,9%,56,20%,18,28%,84,9%,90,43%,89,52%
Kentavious Caldwell-Pope,24.7,LAL,Wing,2433,67,52.7%,36,22%,21,8%,69,19%,49,28%,39,9%,85,41%,75,50%
Isaiah Canaan,26.5,PHX,Point,405,41,47.0%,80,37%,30,15%,3,3%,3,18%,69,7%,75,38%,80,45%
Clint Capela,23.5,HOU,Big,2009,97,65.1%,98,88%,16,11%,1,1%,6,12%,0,0%,20,0%,17,0%
DeMarre Carroll,31.3,BKN,Forward,2158,37,50.5%,37,26%,69,20%,24,8%,47,27%,59,13%,82,34%,73,47%
Vince Carter,40.8,SAC,Forward,1005,41,50.9%,16,19%,33,10%,53,14%,33,24%,41,9%,92,48%,86,57%
Michael Carter-Williams,26.1,CHA,Combo,789,0,35.1%,71,38%,79,24%,52,16%,73,40%,70,9%,16,13%,20,22%
Alex Caruso,23.7,LAL,Combo,522,21,45.7%,77,39%,54,18%,29,9%,25,27%,21,4%,55,29%,45,34%
Omri Casspi,29.4,GSW,Forward,635,100,63.6%,98,60%,100,31%,4,1%,55,31%,8,3%,4,7%,4,9%
Willie Cauley-Stein,24.2,SAC,Big,2001,23,50.8%,60,56%,73,27%,75,16%,80,43%,34,0%,27,1%,31,1%
Tyler Cavanaugh,23.7,ATL,Big,472,60,56.0%,25,30%,10,10%,21,4%,8,14%,97,21%,86,36%,91,56%
Mario Chalmers,31.5,MEM,Point,1372,25,44.7%,64,32%,61,20%,16,10%,21,30%,90,10%,56,28%,61,38%
Tyson Chandler,35.1,PHX,Big,1145,97,65.1%,100,95%,1,3%,5,1%,1,5%,0,0%,0,0%,0,0%
Wilson Chandler,30.5,DEN,Forward,2324,51,51.8%,67,37%,67,19%,22,7%,37,26%,45,9%,53,27%,41,37%
Marquese Chriss,20.3,PHX,Big,1478,13,48.8%,47,45%,24,13%,39,7%,17,20%,84,11%,73,25%,73,35%
Ian Clark,26.7,NOP,Combo,1375,70,51.9%,16,20%,88,26%,54,16%,84,42%,84,12%,43,26%,55,38%
Jordan Clarkson,25.4,LAL,Combo,1238,59,50.3%,57,32%,57,19%,70,19%,66,38%,20,4%,41,26%,30,30%
Jordan Clarkson,25.4,CLE,Combo,615,80,53.0%,38,24%,68,21%,73,20%,79,41%,71,10%,39,25%,46,35%
John Collins,20.1,ATL,Big,1709,83,59.5%,80,69%,33,15%,47,9%,27,24%,68,6%,34,1%,42,7%
Zach Collins,20.0,POR,Big,990,6,45.9%,32,33%,52,20%,54,10%,50,30%,85,11%,75,25%,75,36%
Kyle Collinsworth,26.1,DAL,Wing,451,10,41.9%,85,45%,99,35%,6,3%,70,38%,20,7%,10,10%,7,17%
Darren Collison,30.2,IND,Point,1989,92,57.2%,48,29%,3,6%,97,35%,62,42%,92,10%,33,20%,46,29%
Mike Conley,30.1,MEM,Point,373,26,45.2%,62,32%,39,17%,13,9%,16,26%,39,4%,74,38%,75,42%
Pat Connaughton,24.8,POR,Wing,1402,46,50.5%,56,28%,33,11%,30,8%,21,19%,46,11%,87,42%,80,53%
Quinn Cook,24.6,GSW,Point,697,93,57.4%,21,21%,38,17%,66,23%,49,40%,66,7%,61,33%,64,40%
DeMarcus Cousins,27.2,NOP,Big,1715,42,53.5%,50,47%,34,15%,45,8%,25,23%,40,1%,77,28%,69,30%
Robert Covington,26.9,PHI,Forward,2515,65,53.9%,22,21%,24,8%,27,8%,20,16%,31,7%,96,56%,90,63%
Allen Crabbe,25.6,BKN,Wing,2160,71,53.3%,6,11%,41,12%,48,14%,40,26%,41,9%,97,54%,92,63%
Torrey Craig,26.9,DEN,Wing,585,67,52.9%,94,53%,11,6%,4,2%,4,8%,76,17%,27,23%,44,40%
Jamal Crawford,37.6,MIN,Wing,1613,35,49.0%,1,8%,49,13%,100,38%,97,52%,42,10%,56,31%,48,41%
Jae Crowder,27.3,CLE,Forward,1324,39,50.7%,61,33%,8,6%,55,14%,24,20%,65,13%,76,33%,71,46%
Jae Crowder,27.3,UTA,Forward,737,24,47.3%,49,29%,12,7%,69,16%,29,23%,71,15%,73,33%,78,48%
Dante Cunningham,30.5,NOP,Forward,1075,57,52.7%,73,41%,18,7%,20,6%,14,13%,98,34%,10,12%,65,45%
Dante Cunningham,30.5,BKN,Big,442,49,55.0%,38,38%,31,15%,35,6%,18,20%,99,26%,59,15%,83,42%
Stephen Curry,29.6,GSW,Point,1619,97,62.5%,33,23%,7,9%,28,15%,11,23%,79,8%,95,46%,93,54%
Troy Daniels,26.3,PHX,Combo,1586,96,57.2%,0,6%,5,7%,25,9%,7,15%,95,21%,100,58%,100,79%
Anthony Davis,24.6,NOP,Big,2703,54,55.4%,44,44%,72,26%,87,21%,86,47%,40,1%,50,9%,45,10%
Deyonta Davis,20.9,MEM,Big,867,89,62.3%,71,64%,40,17%,82,19%,65,36%,0,0%,0,0%,0,0%
Ed Davis,28.4,POR,Big,1456,76,58.5%,94,80%,47,18%,3,1%,17,20%,0,0%,0,0%,0,0%
DeMar DeRozan,28.2,TOR,Wing,2700,36,49.1%,48,26%,96,28%,93,29%,99,57%,16,6%,12,12%,7,18%
Dewayne Dedmon,28.2,ATL,Big,1516,72,58.0%,31,33%,50,20%,82,19%,69,38%,90,14%,58,14%,68,29%
Sam Dekker,23.5,LAC,Forward,809,45,51.1%,100,61%,41,13%,14,4%,22,17%,22,7%,16,15%,12,21%
Malcolm Delaney,28.6,ATL,Combo,963,18,45.3%,30,23%,20,11%,89,24%,55,36%,80,11%,61,30%,66,41%
Matthew Dellavedova,27.1,MIL,Combo,700,16,45.0%,7,13%,91,28%,32,9%,59,37%,46,7%,91,42%,84,50%
Cheick Diallo,21.1,NOP,Big,495,70,57.3%,65,60%,72,26%,69,13%,72,40%,0,0%,0,0%,0,0%
Gorgui Dieng,27.8,MIN,Big,1281,21,50.5%,29,33%,43,17%,100,36%,95,53%,86,12%,41,2%,50,14%
Spencer Dinwiddie,24.6,BKN,Combo,2257,32,47.0%,45,28%,52,17%,18,7%,18,24%,32,5%,88,42%,80,47%
Tyler Dorsey,21.7,ATL,Combo,870,34,47.4%,18,20%,27,12%,55,17%,32,29%,63,9%,89,42%,86,51%
Damyean Dotson,23.5,NYK,Wing,374,58,51.7%,40,24%,35,11%,77,22%,59,33%,50,12%,59,31%,56,43%
Goran Dragic,31.5,MIA,Point,2352,57,50.3%,69,33%,80,25%,38,16%,61,41%,48,5%,41,21%,36,26%
Andre Drummond,24.2,DET,Big,2591,40,53.3%,84,73%,68,25%,6,1%,40,27%,0,0%,25,0%,21,0%
Jared Dudley,32.3,PHX,Big,667,25,51.3%,11,22%,3,4%,60,11%,10,15%,88,14%,94,50%,94,63%
Kris Dunn,23.6,CHI,Point,1459,31,46.1%,66,32%,75,24%,74,25%,82,49%,20,3%,21,16%,20,19%
Kevin Durant,29.1,GSW,Forward,2308,94,58.9%,27,23%,71,20%,98,27%,96,46%,10,3%,55,28%,27,31%
Henry Ellenson,20.8,DET,Big,237,5,44.9%,14,24%,75,27%,51,9%,67,37%,76,8%,80,31%,81,40%
Wayne Ellington,29.9,MIA,Wing,1966,90,57.2%,4,9%,1,2%,21,6%,4,9%,81,18%,100,64%,100,82%
Joel Embiid,23.6,PHI,Big,1899,28,51.4%,35,35%,79,29%,81,18%,87,47%,41,1%,61,17%,55,18%
James Ennis,27.3,DET,Wing,528,68,52.9%,87,46%,17,8%,22,6%,13,14%,68,14%,40,26%,45,40%
James Ennis,27.3,MEM,Wing,1027,87,56.7%,89,46%,30,10%,36,10%,22,20%,56,12%,24,21%,28,34%
Tyler Ennis,23.2,LAL,Combo,639,27,46.3%,91,48%,45,16%,45,13%,30,29%,27,5%,25,19%,21,24%
Jawun Evans,21.3,LAC,Point,713,3,37.7%,72,35%,54,20%,75,25%,72,45%,61,7%,16,13%,25,20%
Tyreke Evans,28.1,MEM,Wing,1579,66,52.6%,93,49%,15,7%,37,10%,19,18%,1,2%,57,31%,27,33%
Dante Exum,22.3,UTA,Combo,223,66,51.2%,98,59%,61,21%,2,1%,16,22%,66,9%,7,10%,16,19%
Kenneth Faried,28.0,DEN,Big,442,27,51.4%,78,67%,76,28%,29,5%,53,33%,0,0%,0,0%,0,0%
Derrick Favors,26.3,UTA,Big,2130,71,57.5%,62,57%,47,18%,77,17%,64,35%,71,7%,30,1%,44,8%
Kay Felder,22.6,CHI,Point,102,5,37.8%,54,30%,34,17%,93,33%,85,50%,31,4%,26,17%,26,20%
Cristiano Felicio,25.3,CHI,Big,862,75,58.2%,90,75%,29,14%,51,10%,29,24%,0,0%,32,1%,29,1%
Raymond Felton,33.3,OKC,Combo,1309,55,50.2%,20,21%,32,14%,93,26%,73,40%,54,8%,66,31%,63,39%
Terrance Ferguson,19.5,OKC,Wing,689,41,50.3%,19,17%,2,3%,20,6%,5,9%,100,41%,62,33%,98,74%
Yogi Ferrell,24.5,DAL,Point,2193,64,51.6%,15,19%,13,10%,69,23%,31,33%,80,8%,77,39%,84,47%
Dorian Finney-Smith,24.5,DAL,Wing,447,21,47.1%,42,25%,50,13%,34,10%,29,23%,89,21%,61,32%,79,52%
Bryn Forbes,24.3,SAS,Wing,1396,63,52.3%,1,8%,84,22%,79,24%,89,46%,43,10%,72,36%,67,46%
Evan Fournier,25.0,ORL,Wing,1809,78,54.1%,51,27%,75,20%,50,14%,61,34%,28,8%,60,32%,42,39%
De'Aaron Fox,19.9,SAC,Point,1940,20,43.7%,61,32%,84,26%,72,24%,87,51%,41,4%,15,13%,13,18%
Tim Frazier,27.0,WAS,Point,746,15,42.0%,23,21%,52,20%,87,30%,84,50%,5,1%,54,28%,48,29%
Channing Frye,34.5,CLE,Big,466,62,56.3%,21,27%,4,4%,76,17%,20,21%,79,9%,92,43%,90,52%
Channing Frye,34.5,LAL,Big,150,76,58.3%,3,12%,36,16%,70,14%,51,30%,70,7%,96,51%,92,58%
Markelle Fultz,19.4,PHI,Combo,221,2,41.8%,89,47%,98,44%,23,8%,96,52%,0,0%,4,1%,4,1%
Danilo Gallinari,29.2,LAC,Forward,663,20,46.7%,39,26%,49,15%,84,21%,67,35%,16,6%,71,32%,47,38%
Langston Galloway,25.9,DET,Combo,759,41,48.1%,2,6%,21,12%,71,19%,41,31%,88,14%,96,49%,95,63%
Marc Gasol,32.8,MEM,Big,2376,10,47.5%,13,23%,86,31%,80,18%,91,49%,38,1%,76,27%,65,28%
Pau Gasol,37.3,SAS,Big,1784,15,49.4%,37,38%,66,25%,84,20%,82,45%,66,6%,54,12%,54,17%
Rudy Gay,31.2,SAS,Big,1191,24,51.0%,31,33%,91,33%,72,15%,88,48%,64,5%,57,14%,56,19%
Paul George,27.5,OKC,Wing,2863,64,52.5%,43,25%,45,13%,72,21%,60,33%,36,9%,61,33%,52,41%
Marcus Georges-Hunt,23.6,MIN,Wing,173,3,38.9%,95,54%,42,12%,35,10%,27,22%,12,5%,21,20%,16,24%
Taj Gibson,32.4,MIN,Big,2693,78,58.6%,61,57%,65,24%,73,15%,70,39%,55,4%,25,1%,39,4%
Manu Ginobili,40.3,SAS,Wing,1284,56,51.6%,70,33%,77,20%,29,8%,51,29%,31,8%,53,30%,39,38%
Rudy Gobert,25.3,UTA,Big,1807,90,62.4%,97,84%,24,13%,14,3%,11,16%,0,0%,0,0%,0,0%
Aaron Gordon,22.1,ORL,Big,1890,19,50.2%,32,33%,32,15%,72,15%,49,30%,73,8%,79,29%,77,37%
Eric Gordon,28.9,HOU,Wing,2120,80,54.4%,56,29%,25,9%,12,4%,10,13%,30,8%,94,50%,87,58%
Marcin Gortat,33.7,WAS,Big,2064,31,52.0%,54,51%,98,42%,41,7%,90,49%,0,0%,0,0%,0,0%
Treveon Graham,24.0,CHA,Wing,949,84,55.4%,64,31%,81,21%,27,8%,53,29%,75,17%,29,23%,44,40%
Jerami Grant,23.6,OKC,Big,1586,75,58.3%,76,66%,12,10%,20,4%,10,14%,83,11%,49,9%,57,19%
Jerian Grant,25.1,CHI,Point,1595,51,48.0%,36,25%,49,19%,67,23%,64,42%,25,3%,57,29%,52,33%
Danny Green,30.4,SAS,Wing,1776,37,49.5%,31,21%,36,11%,43,12%,31,23%,76,17%,78,38%,84,55%
Draymond Green,27.7,GSW,Big,2268,32,52.0%,42,41%,34,16%,37,6%,23,22%,49,3%,85,34%,77,37%
Gerald Green,31.8,HOU,Wing,856,83,55.0%,10,13%,20,8%,23,7%,15,15%,87,20%,96,51%,96,72%
JaMychal Green,27.4,MEM,Forward,1526,35,50.3%,88,51%,29,10%,71,16%,35,26%,49,10%,12,13%,16,23%
Jeff Green,31.2,CLE,Big,1728,43,53.6%,52,49%,46,18%,61,11%,47,29%,80,10%,55,12%,59,22%
Blake Griffin,28.6,LAC,Big,1133,16,49.6%,46,44%,43,17%,54,10%,43,27%,53,3%,74,25%,66,28%
Blake Griffin,28.6,DET,Big,824,14,49.2%,26,30%,58,22%,78,17%,73,40%,58,4%,75,26%,70,30%
Tim Hardaway Jr.,25.6,NYK,Wing,1876,40,50.1%,53,27%,46,13%,55,16%,50,28%,19,6%,79,38%,60,45%
James Harden,28.2,HOU,Combo,2519,91,54.5%,59,33%,34,14%,14,7%,14,21%,18,4%,86,42%,79,46%
Maurice Harkless,24.5,POR,Forward,1246,88,58.0%,94,53%,16,7%,12,3%,8,11%,78,17%,24,19%,43,37%
Montrezl Harrell,23.8,LAC,Big,1227,94,64.4%,86,73%,63,23%,13,3%,39,26%,0,0%,26,1%,22,1%
Devin Harris,34.7,DEN,Point,514,69,52.2%,51,29%,18,12%,5,5%,2,17%,75,8%,93,46%,92,53%
Devin Harris,34.7,DAL,Wing,803,50,50.9%,81,40%,47,13%,30,9%,26,22%,34,9%,51,30%,40,38%
Gary Harris,23.1,DEN,Wing,2278,89,56.9%,63,31%,53,14%,47,14%,50,28%,39,9%,58,31%,50,41%
Joe Harris,26.2,BKN,Wing,1897,98,61.3%,62,31%,29,10%,13,4%,12,14%,64,13%,87,42%,84,55%
Tobias Harris,25.3,DET,Forward,1535,63,53.3%,31,23%,90,27%,45,13%,82,40%,37,8%,57,28%,39,36%
Tobias Harris,25.3,LAC,Forward,1101,69,54.1%,47,29%,86,25%,59,15%,78,40%,39,8%,37,23%,29,31%
Aaron Harrison,23.0,DAL,Wing,233,1,34.1%,13,15%,21,8%,63,18%,39,26%,82,19%,84,41%,87,59%
Andrew Harrison,23.0,MEM,Combo,1278,43,48.2%,68,37%,39,15%,66,19%,52,34%,64,9%,27,20%,27,29%
Shaquille Harrison,24.1,PHX,Combo,357,36,47.6%,100,74%,7,8%,0,0%,0,8%,45,7%,9,11%,14,18%
Josh Hart,22.7,LAL,Wing,1407,93,58.8%,80,40%,10,5%,27,8%,10,13%,45,10%,73,37%,69,47%
Nigel Hayes,22.9,SAC,Big,104,0,33.3%,2,11%,12,11%,99,36%,85,46%,94,18%,73,25%,84,43%
Myke Henry,24.9,MEM,Forward,358,22,47.1%,59,33%,10,6%,29,8%,18,15%,86,20%,67,31%,82,52%
John Henson,26.8,MIL,Big,1953,72,57.6%,72,65%,68,25%,49,9%,60,34%,31,0%,27,1%,25,1%
Juan Hernangomez,22.1,DEN,Forward,228,31,48.3%,33,25%,31,10%,0,0%,6,10%,90,25%,90,41%,94,66%
Willy Hernangomez,23.4,CHA,Big,206,14,49.3%,82,72%,53,20%,16,3%,28,24%,46,2%,40,2%,40,5%
Willy Hernangomez,23.4,NYK,Big,162,87,61.2%,69,63%,64,24%,64,12%,64,36%,0,0%,38,2%,34,2%
Mario Hezonja,22.7,ORL,Forward,1555,47,51.3%,57,32%,45,13%,61,15%,51,28%,20,7%,80,34%,53,40%
Isaiah Hicks,23.3,NYK,Big,201,7,46.0%,64,58%,60,23%,40,7%,49,30%,60,4%,48,8%,50,13%
Buddy Hield,24.9,SAC,Wing,1944,75,53.9%,26,20%,47,13%,80,24%,67,37%,36,9%,65,34%,57,43%
Nene Hilario,35.1,HOU,Big,744,68,57.1%,88,74%,30,15%,58,11%,34,25%,36,1%,0,0%,25,1%
George Hill,31.5,CLE,Combo,667,68,51.6%,32,23%,48,17%,79,21%,63,38%,96,21%,21,18%,61,39%
George Hill,31.5,SAC,Combo,1127,95,56.2%,25,21%,71,22%,77,21%,86,43%,55,8%,50,28%,52,36%
Solomon Hill,26.6,NOP,Wing,182,1,34.2%,53,28%,86,23%,15,5%,47,28%,27,8%,75,38%,62,45%
Jrue Holiday,27.4,NOP,Combo,2900,89,54.5%,64,36%,73,23%,46,13%,57,36%,34,5%,29,22%,25,27%
Justin Holiday,28.6,CHI,Wing,2209,23,47.3%,19,17%,24,9%,64,18%,43,27%,78,18%,77,38%,85,56%
John Holland,29.0,CLE,Wing,132,9,41.5%,57,29%,18,8%,41,12%,21,19%,65,13%,80,38%,78,52%
Rondae Hollis-Jefferson,22.8,BKN,Big,1878,13,48.5%,51,48%,90,33%,67,13%,83,46%,56,4%,43,3%,42,6%
Richaun Holmes,24.0,PHI,Big,642,87,61.1%,69,62%,62,23%,29,5%,45,28%,38,1%,51,9%,46,10%
Rodney Hood,25.0,UTA,Wing,1062,53,51.2%,5,11%,81,22%,73,22%,83,44%,24,7%,81,39%,66,46%
Rodney Hood,25.0,CLE,Wing,527,44,50.5%,20,17%,98,31%,62,17%,94,49%,32,8%,39,26%,30,34%
Al Horford,31.4,BOS,Big,2263,51,55.3%,20,27%,87,32%,68,13%,82,45%,62,5%,72,24%,67,29%
Danuel House,24.4,PHX,Wing,381,38,49.6%,84,43%,19,8%,24,7%,14,15%,64,13%,49,28%,53,42%
Dwight Howard,31.9,CHA,Big,2441,57,55.7%,80,69%,54,21%,55,10%,51,31%,0,0%,24,0%,21,0%
Josh Huestis,25.9,OKC,Wing,908,11,42.8%,70,33%,3,3%,11,3%,2,6%,94,23%,74,37%,88,60%
Serge Ibaka,28.1,TOR,Big,2079,50,55.2%,12,22%,55,21%,86,21%,76,41%,66,6%,80,30%,74,36%
